Merge ID	Ishihama2008_s2(1)F	Masuda_et_al_Supple_rev2009(5)F	PengTable(2)L	# Identified
	1090	1570	4155	Novel: 3
P31991	0	0	1	1	B | ; | 
P31992	0	0	1	1	A | ; | 
P32106	0	0	1	1	G | ; | 
P32128	0	0	1	1	B | ; | 
P32134	0	0	1	1	A | ; | 
P32135	0	0	1	1	B | ; | 
P32136	0	0	1	1	B | ; | 
P32137	0	0	1	1	B | ; | 
P32138	0	0	1	1	A | ; | 
P32139	0	0	1	1	A | ; | 
P32140	0	0	1	1	A | ; | 
P32141	0	0	1	1	A | ; | 
P32143	0	0	1	1	A | ; | 
P32144	0	1	1	2	A | ;1,27 | ;1,27 | ; | 
P32151	0	0	1	1	E | ; | 
P32152	0	0	1	1	A | ; | 
P32153	0	0	1	1	A | ; | 
P32154	0	0	1	1	B | ; | 
P32155	0	0	1	1	F1 | ; | 
P32167	0	0	1	1	G | ; | 
P32176	1	1	1	3	G | ;6,72E+02 | ;3,84 | ;3,84 | ; | 
P32668	0	0	1	1	G | ; | 
P32672	0	0	1	1	B | ; | 
P32685	0	0	1	1	A | ; | 
P32688	0	0	1	1	G | ; | 
P32693	0	0	1	1	A | ; | 
P32694	0	0	1	1	A | ; | 
P32701	0	0	1	1	B | ; | 
P32703	1	1	1	3	B | ;1,60E+02 | ;0,65 | ; | 
P32705	0	1	1	2	B | ;0,86 | ; | 
P32709	0	0	1	1	B | ; | 
P32710	0	0	1	1	B | ; | 
P32711	0	0	1	1	B | ; | 
P32716	0	0	1	1	B | ; | 
P32717	0	0	1	1	G | ; | 
P32718	0	0	1	1	A | ; | 
P32719	0	0	1	1	A | ; | 
P32720	0	0	1	1	B | ; | 
P32721	1	0	1	2	F1 | ;1,14E+02 | ; | 
P33013	0	0	1	1	F2 | ; | 
P33014	0	0	1	1	A | ; | 
P33015	0	0	1	1	B | ; | 
P33020	0	0	1	1	A | ;301,61 | 
P33021	0	0	1	1	B | ; | 
P33025	0	0	1	1	B | ; | 
P33026	0	0	1	1	B | ; | 
P33029	0	0	1	1	A | ; | 
P33030	0	1	1	2	A | ;- | ; | 
P33128	0	0	1	1	G | ; | 
P33129	1	0	1	2	H | ;9,61E+01 | ; | 
P33135	0	0	1	1	B | ; | 
P33218	0	0	1	1	B | ; | 
P33221	1	1	1	3	A | ;7,92E+02 | ;1 | ;2810,61 | 
P33222	0	0	1	1	A | ; | 
P33231	0	1	1	2	B | ;0,08 | ;0,08 | ; | 
P33234	0	0	1	1	A | ; | 
P33236	0	0	1	1	B | ; | 
P33346	0	0	1	1	A | ; | 
P33347	0	0	1	1	A | ; | 
P33348	0	0	1	1	A | ; | 
P33349	1	0	1	2	A | ;1,49E+02 | ; | 
P33352	0	0	1	1	A | ; | 
P33354	0	0	1	1	I | ; | 
P33359	0	0	1	1	B | ; | 
P33361	0	0	1	1	B | ; | 
P33366	0	0	1	1	B | ; | 
P33369	0	0	1	1	I | ; | ; | 
P33595	0	0	1	1	A | ; | 
P33634	0	0	1	1	B | ; | 
P33667	0	0	1	1	A | ; | 
P33668	0	0	1	1	I | ; | 
P33898	0	0	1	1	A | ; | 
P33913	0	0	1	1	G | ; | 
P33931	0	1	1	2	F1 | ;- | ; | 
P33941	0	1	1	2	B | ;- | ; | 
P36554	0	0	1	1	B | ; | 
P36560	0	0	1	1	G | ; | 
P36561	0	0	1	1	B | ; | 
P36646	0	0	1	1	B | ; | 
P36649	0	1	1	2	G | ;0,47 | ; | 
P36655	0	0	1	1	B | ; | 
P36661	0	0	1	1	A | ; | 
P36675	0	0	1	1	A | ; | 
P36677	0	0	1	1	A | ; | 
P36678	0	0	1	1	B | ; | 
P36682	0	0	1	1	G | ; | 
P37001	0	0	1	1	H | ; | 
P37002	0	0	1	1	B | ; | 
P37005	1	0	1	2	A | ;1,67E+02 | ; | 
P37016	0	0	1	1	G | ; | 
P37017	0	0	1	1	G | ; | 
P37018	0	0	1	1	G | ; | 
P37019	0	0	1	1	B | ; | 
P37049	0	0	1	1	A | ; | 
P37050	0	0	1	1	G | ; | 
P37056	0	0	1	1	I | ; | 
P37147	0	0	1	1	B | ; | ; | 
P37188	1	1	1	3	F1 | ;7,04E+02 | ;36,48 | ;36,48 | ;9635,27 | 
P37197	0	0	1	1	E | ; | 
P37305	0	0	1	1	B | ; | 
P37327	0	0	1	1	B | ; | 
P37330	1	1	1	3	A | ;1,14E+02 | ;8,77 | ;8,77 | ; | 
P37342	0	0	1	1	A | ; | 
P37349	1	1	1	3	F1 | ;1,32E+02 | ;0,23 | ;0,23 | ; | 
P37351	0	0	1	1	A | ;10409,04 | 
P37443	0	0	1	1	B | ; | 
P37597	0	0	1	1	B | ; | 
P37613	0	0	1	1	A | ; | 
P37614	0	0	1	1	B | ; | 
P37615	0	1	1	2	B | ;1,17 | ; | 
P37617	0	1	1	2	B | ;0,53 | ;0,53 | ; | 
P37621	0	0	1	1	B | ; | 
P37626	1	1	1	3	B | ;1,53E+02 | ;1 | ;1 | ; | 
P37627	0	1	1	2	A | ;0,28 | ;483,49 | 
P37629	0	0	1	1	A | ; | 
P37630	0	0	1	1	B | ; | 
P37639	0	0	1	1	A | ; | 
P37643	0	0	1	1	B | ; | 
P37645	0	1	1	2	B | ;1,65 | ; | 
P37650	0	0	1	1	G | ; | 
P37653	0	0	1	1	B | ; | 
P37657	0	0	1	1	B | ; | 
P37659	0	1	1	2	B | ;0,66 | ;0,66 | ; | 
P37662	0	0	1	1	B | ; | 
P37663	0	0	1	1	H | ; | 
P37665	1	1	1	3	I | ;8,35E+02 | ;- | ;- | ; | 
P37669	0	0	1	1	B | ; | 
P37671	0	1	1	2	A | ;0 | ; | 
P37672	0	0	1	1	A | ; | 
P37673	0	0	1	1	A | ; | 
P37674	0	0	1	1	B | ; | 
P37675	0	0	1	1	B | ; | 
P37676	0	0	1	1	G | ; | 
P37677	0	0	1	1	A | ; | 
P37678	0	0	1	1	A | ; | 
P37679	0	0	1	1	A | ; | 
P37680	0	0	1	1	A | ; | 
P37681	0	0	1	1	F3 | ; | 
P37682	0	0	1	1	B | ; | 
P37683	0	0	1	1	B | ; | 
P37685	0	0	1	1	A | ; | 
P37744	1	1	1	3	B | ;9,45E+02 | ;2,05 | ; | 
P37745	1	1	1	3	A | ;2,50E+02 | ;1,05 | ;1,05 | ; | 
P37750	0	1	1	2	A | ;1,54 | ;1,54 | ; | 
P37751	0	1	1	2	F1 | ;2,97 | ; | 
P37759	1	1	1	3	A | ;9,55E+02 | ;1,14 | ;1,14 | ;3699,38 | 
P37760	1	1	1	3	A | ;4,53E+02 | ;1,61 | ;1,61 | ;979,29 | 
P37766	0	0	1	1	A | ; | 
P37769	0	0	1	1	A | ; | 
P37772	0	0	1	1	B | ; | 
P37774	0	1	1	2	F1 | ;- | ; | 
P37902	1	0	1	2	G | ;2,95E+02 | ; | 
P37906	0	0	1	1	A | ; | 
P37909	0	0	1	1	G | ; | 
P38035	0	0	1	1	A | ; | 
P38052	0	0	1	1	G | ; | 
P38097	0	0	1	1	B | ; | 
P38101	0	0	1	1	B | ; | 
P38104	0	0	1	1	A | ; | 
P38105	0	0	1	1	B | ; | 
P38134	0	1	1	2	B | ;- | ; | 
P39099	1	1	1	3	G | ;2,20E+02 | ;0,27 | ;0,27 | ; | 
P39160	0	1	1	2	A | ;0,31 | ; | 
P39161	0	0	1	1	A | ; | 
P39172	1	1	1	3	G | ;2,00E+03 | ;0,86 | ; | 
P39196	0	0	1	1	B | ; | 
P39208	0	0	1	1	A | ; | 
P39263	0	0	1	1	B | ; | 
P39264	0	0	1	1	G | ; | 
P39265	0	0	1	1	G | ; | 
P39270	0	0	1	1	B | ; | 
P39274	0	0	1	1	A | ; | 
P39277	0	0	1	1	B | ; | 
P39280	0	0	1	1	A | ; | 
P39282	0	0	1	1	B | ; | 
P39295	0	0	1	1	B | ; | 
P39297	0	1	1	2	I | ;- | ; | 
P39310	0	1	1	2	B | ;2,11 | ;2,11 | ; | 
P39328	0	0	1	1	B | ; | 
P39332	0	0	1	1	A | ; | 
P39333	0	0	1	1	A | ; | 
P39334	0	1	1	2	A | ;0,18 | ; | 
P39336	0	0	1	1	A | ; | 
P39338	0	0	1	1	B | ; | 
P39343	0	0	1	1	A | ; | 
P39344	0	0	1	1	B | ; | 
P39346	0	0	1	1	B | ; | 
P39352	0	0	1	1	B | ; | 
P39353	0	1	1	2	A | ;1 | ; | 
P39361	0	0	1	1	A | ; | 
P39362	0	0	1	1	A | ; | 
P39363	0	0	1	1	A | ; | 
P39364	0	0	1	1	A | ; | 
P39365	0	0	1	1	B | ; | 
P39366	0	0	1	1	A | ; | 
P39367	0	0	1	1	A | ; | 
P39368	0	0	1	1	A | ; | 
P39370	0	0	1	1	A | ; | 
P39371	0	0	1	1	G | ; | 
P39374	0	0	1	1	A | ; | 
P39375	0	0	1	1	A | ; | 
P39376	0	0	1	1	B | ; | 
P39377	1	1	1	3	A | ;5,35E+02 | ;0,55 | ; | 
P39379	0	0	1	1	B | ; | 
P39380	0	0	1	1	A | ; | 
P39381	0	0	1	1	B | ; | 
P39382	0	0	1	1	B | ; | 
P39383	0	0	1	1	A | ; | 
P39384	0	0	1	1	A | ; | 
P39385	0	0	1	1	B | ; | 
P39386	0	0	1	1	B | ; | 
P39394	0	0	1	1	A | ; | 
P39396	1	1	1	3	B | ;2,63E+02 | ;- | ;- | ; | 
P39398	0	0	1	1	B | ; | 
P39400	0	0	1	1	B | ; | 
P39401	1	1	1	3	B | ;1,02E+02 | ;1,71 | ;1,71 | ; | 
P39414	0	0	1	1	B | ;598,23 | 
P39451	0	0	1	1	B | ; | 
P39830	0	1	1	2	B | ;0,45 | ; | 
P39832	0	0	1	1	B | ; | 
P39834	0	0	1	1	G | ; | 
P39835	1	0	1	2	B | ;1,67E+02 | ; | 
P40120	1	1	1	3	G | ;2,29E+02 | ;0,36 | ; | 
P40876	0	0	1	1	G | ; | 
P41036	0	1	1	2	B | ;0 | ;0 | ; | 
P41039	0	0	1	1	A | ; | 
P41407	1	1	1	3	A | ;3,15E+02 | ;0,63 | ;216,43 | 
P41441	0	0	1	1	B | ; | 
P41442	0	0	1	1	B | ; | 
P41443	0	0	1	1	G | ; | 
P42589	0	0	1	1	A | ; | 
P42597	0	0	1	1	A | ; | 
P42615	0	0	1	1	B | ; | 
P42619	0	0	1	1	B | ; | 
P42620	0	0	1	1	A | ; | 
P42625	0	0	1	1	A | ; | 
P42628	0	0	1	1	B | ; | 
P42630	0	0	1	1	B | ; | ; | 
P42641	1	1	1	3	A | ;4,88E+02 | ;0,22 | ;0,22 | ; | 
P42905	0	0	1	1	B | ; | 
P42909	0	0	1	1	A | ; | 
P42910	0	0	1	1	B | ; | 
P42912	0	0	1	1	B | ; | 
P42913	0	0	1	1	G | ; | 
P42914	0	0	1	1	G | ; | 
P42915	0	0	1	1	H | ; | 
P43319	0	0	1	1	G | ; | 
P43340	0	0	1	1	B | ; | 
P43672	1	1	1	3	F1 | ;1,41E+02 | ;0,63 | ;0,63 | ; | 
P43676	0	0	1	1	B | ; | 
P45394	0	0	1	1	B | ; | 
P45423	0	0	1	1	A | ; | 
P45424	0	0	1	1	A | ; | 
P45425	0	1	1	2	B | ;- | ; | 
P45428	0	0	1	1	B | ; | 
P45464	1	1	1	3	I | ;3,15E+02 | ;0,91 | ;0,91 | ; | 
P45470	0	0	1	1	A | ; | 
P45508	0	0	1	1	H | ; | 
P45522	0	0	1	1	B | ; | 
P45523	1	1	1	3	G | ;4,18E+03 | ;1,02 | ;3241,64 | 
P45530	0	0	1	1	A | ; | 
P45531	0	0	1	1	A | ; | 
P45532	0	0	1	1	A | ; | 
P45539	0	0	1	1	B | ; | 
P45543	0	0	1	1	A | ; | 
P45544	0	0	1	1	A | ; | 
P45546	0	0	1	1	B | ; | 
P45548	0	0	1	1	A | ; | 
P45549	0	0	1	1	A | ; | 
P45550	0	0	1	1	A | ; | 
P45551	0	0	1	1	A | ; | 
P45552	0	0	1	1	A | ; | 
P45566	0	0	1	1	B | ; | 
P45568	0	1	1	2	B | ;1 | ;1 | ; | 
P45570	0	0	1	1	B | ; | 
P45736	0	0	1	1	A | ; | 
P45750	0	0	1	1	B | ; | 
P45756	1	0	1	2	B | ;1,17E+02 | ; | 
P45757	0	0	1	1	B | ; | 
P45758	0	0	1	1	G | ; | 
P45759	0	0	1	1	F1 | ; | 
P45760	0	0	1	1	G | ; | 
P45761	0	0	1	1	G | ; | 
P45762	0	0	1	1	G | ; | 
P45763	0	0	1	1	B | ; | 
P45795	0	0	1	1	A | ; | 
P45804	0	1	1	2	B | ;0,24 | ; | 
P45807	0	0	1	1	A | ; | 
P45955	1	1	1	3	G | ;3,44E+03 | ;1,51 | ;228,42 | 
P46068	0	0	1	1	A | ; | 
P46119	0	0	1	1	B | ; | 
P46121	0	0	1	1	A | ; | 
P46122	0	1	1	2	I | ;0 | ; | 
P46125	0	1	1	2	B | ;0,39 | ; | 
P46133	0	0	1	1	B | ; | 
P46144	0	0	1	1	B | ; | 
P46187	0	0	1	1	B | ; | 
P46474	1	1	0	2	H | ;6,47E+01 | ;0,29 | 
P46481	0	0	1	1	B | ; | 
P46846	0	0	1	1	A | ; | 
P46849	0	0	0	0	A | 
P46854	0	0	1	1	A | ; | 
P46855	0	0	1	1	A | ; | 
P46857	0	0	1	1	A | ; | 
P46887	0	0	1	1	A | ; | 
P46923	0	0	1	1	G | ; | 
P50457	0	0	1	1	A | ; | 
P51020	0	0	1	1	A | ; | 
P52006	0	0	1	1	A | ; | 
P52037	0	1	1	2	A | ;0 | ; | 
P52043	0	0	1	1	A | ; | 
P52045	0	0	1	1	A | ; | 
P52060	0	0	1	1	A | ; | 
P52067	0	0	1	1	B | ; | 
P52073	0	0	0	0	A | 
P52074	0	0	1	1	A | ; | 
P52094	0	0	1	1	B | ; | 
P52096	0	0	1	1	A | ; | 
P52097	0	0	1	1	A | ; | 
P52101	0	1	1	2	B | ;- | ; | 
P52106	0	0	1	1	A | ; | 
P52119	0	1	1	2	A | ;0,45 | ; | 
P52598	0	0	1	1	A | ; | 
P52600	0	0	1	1	B | ; | 
P52612	0	0	1	1	A | ; | 
P52613	0	0	1	1	F1 | ; | 
P52614	0	0	1	1	A | ; | 
P52644	0	1	1	2	I | ;- | ; | 
P54745	0	0	1	1	B | ; | 
P54746	0	0	1	1	A | ; | 
P55140	0	0	1	1	B | ; | 
P55734	0	1	1	2	B | ;0,68 | ; | 
P55799	0	0	1	1	A | ; | 
P55914	0	0	0	0	B | 
P56100	0	0	0	0	B | 
P56257	0	0	1	1	A | ; | 
P56258	0	0	1	1	F1 | ; | 
P56579	0	1	1	2	B | ;0,92 | ; | 
P56580	0	1	1	2	B | ;- | ; | 
P56976	0	0	0	0	B | 
P58034	0	0	0	0	B | 
P58035	0	0	0	0	F1 | 
P58036	0	0	0	0	A | 
P58037	0	0	0	0	A | 
P58094	0	0	0	0	A | 
P60240	1	1	1	3	A | ;4,21E+02 | ;0,47 | ;0,47 | ;99,13 | 
P60632	0	0	1	1	B | ; | 
P60844	0	0	1	1	B | ; | 
P60872	0	1	1	2	B | ;1 | ; | 
P62399	1	1	1	3	A_trl | ;3,32E+04 | ;7,76 | ;7,76 | ;17624,22 | 
P62617	0	1	1	2	A | ;1 | ; | 
P62723	0	0	1	1	B | ; | 
P63235	0	1	1	2	B | ;1,66 | ; | 
P64429	0	1	1	2	B | ;1,65 | ; | 
P64432	0	0	0	0	B | 
P64442	0	0	1	1	B | ; | 
P64448	0	1	1	2	I | ;0,48 | ; | 
P64451	0	1	1	2	I | ;2 | ;2 | ; | 
P64453	0	0	1	1	B | ; | 
P64455	1	1	1	3	A | ;1,04E+03 | ;0,78 | ; | 
P64459	0	0	1	1	G | ; | 
P64461	0	0	1	1	A | ; | 
P64463	1	0	1	2	A | ;3,19E+03 | ; | 
P64467	0	0	1	1	A | ; | 
P64471	0	0	1	1	B | ; | 
P64474	0	0	1	1	A | ; | 
P64483	0	1	1	2	A | ;0,49 | ; | 
P64488	0	0	1	1	A | ; | 
P64493	0	1	1	2	I | ;- | ; | 
P64496	0	0	1	1	A | ; | 
P64499	0	1	1	2	B | ;0,64 | ;0,64 | ; | 
P64503	0	0	0	0	A | 
P64506	1	0	1	2	G | ;1,04E+03 | ; | 
P64508	0	0	1	1	A | ; | 
P64512	0	0	1	1	G | ; | 
P64517	0	0	1	1	A | ; | 
P64519	0	0	1	1	A | ; | 
P64536	0	0	1	1	B | ; | 
P64542	0	0	1	1	G | ; | 
P64545	0	0	1	1	B | ; | 
P64564	0	1	1	2	B | ;0,47 | ; | 
P64572	0	0	1	1	B | ; | 
P64578	0	0	1	1	A | ; | 
P64581	1	1	1	3	B | ;1,49E+03 | ;3,84 | ;3,84 | ; | 
P64585	0	1	1	2	B | ;0,82 | ; | 
P64592	0	0	1	1	B | ; | 
P64596	1	1	1	3	I | ;5,71E+02 | ;1,72 | ;1,72 | ; | 
P64602	1	1	1	3	F1 | ;7,04E+02 | ;- | ;- | ; | 
P64614	0	0	1	1	G | ; | 
P64619	0	0	1	1	B | ; | 
P64622	0	0	1	1	I | ; | 
P64627	0	1	1	2	I | ;- | ; | 
P64631	0	0	1	1	B | ; | 
P64634	0	0	1	1	B | ; | 
P64638	0	0	1	1	A | ; | 
P64646	0	0	0	0	B | 
P65290	0	0	1	1	I | ; | 
P65292	0	1	1	2	I | ;0,96 | ; | 
P65294	0	0	1	1	I | ; | 
P65367	0	1	1	2	A | ;0,33 | ; | 
P67127	0	0	1	1	B | ; | 
P67143	0	0	1	1	B | ; | 
P67338	0	0	1	1	A | ; | 
P67603	1	0	1	2	A | ;7,63E+02 | ; | 
P67624	0	0	1	1	A | ; | 
P67697	0	0	1	1	A | ; | 
P67699	0	0	1	1	A | ; | 
P67701	0	0	1	1	A | ; | 
P67729	0	0	1	1	B | ; | 
P68191	1	0	1	2	A | ;4,18E+03 | ; | 
P68206	1	0	1	2	A | ;1,04E+03 | ; | 
P68646	0	0	1	1	A | ; | 
P68679	1	1	1	3	A_trl | ;8,85E+05 | ;3,66 | ;3,66 | ;9386,08 | 
P68699	1	1	1	3	B | ;4,18E+03 | ;3,68 | ;3,68 | ; | 
P68919	1	1	1	3	A_trl | ;3,12E+04 | ;4 | ;4 | ;21500,5 | 
P69210	0	0	1	1	B | ; | 
P69212	0	0	1	1	B | ; | 
P69222	1	1	1	3	A_trl | ;1,60E+04 | ;2 | ;2 | ; | 
P69330	0	0	1	1	A | ; | 
P69367	0	0	1	1	B | ; | 
P69405	0	0	1	1	A | ; | 
P69411	1	1	1	3	I | ;4,53E+02 | ;0,67 | ;0,67 | ; | 
P69428	1	1	1	3	B | ;5,46E+02 | ;7,19 | ;7,19 | ; | 
P69432	0	0	1	1	B | ; | 
P69434	0	0	1	1	H | ;58,55 | 
P69488	0	0	1	1	A | ; | 
P69681	0	0	1	1	B | ; | 
P69741	0	1	1	2	F2 | ;2,28 | ;2,28 | ; | 
P69776	1	1	1	3	I | ;1,02E+04 | ;17,76 | ;17,76 | ; | 
P69795	0	0	1	1	F1 | ; | 
P69797	1	1	1	3	F1 | ;6,40E+02 | ;13,08 | ;13,08 | ; | 
P69808	0	0	1	1	G | ; | 
P69811	0	1	1	2	F1 | ;1 | ;0,32 | ; | 
P69816	0	0	1	1	F1 | ; | 
P69820	0	0	1	1	F1 | ; | 
P69822	0	0	1	1	A | ; | 
P69824	1	0	1	2	F1 | ;1,86E+02 | ; | 
P69826	0	0	1	1	B | ; | 
P69828	1	1	1	3	F1 | ;1,28E+03 | ;- | ;24,44 | ;- | ;24,44 | ;16057,25 | 
P69831	1	1	1	3	B | ;2,29E+02 | ;12,75 | ;12,75 | ; | 
P69856	0	1	1	2	G | ;- | ; | 
P69913	1	1	1	3	A | ;3,12E+04 | ;11,23 | ;11,23 | ; | 
P69937	0	0	1	1	B | ; | 
P71229	0	0	1	1	A | ; | 
P71238	0	0	1	1	B | ; | 
P71301	0	0	1	1	A | ; | 
P75617	0	0	1	1	A | ; | 
P75620	0	0	1	1	F1 | ; | 
P75685	0	0	1	1	B | ; | 
P75687	0	0	1	1	G | ; | 
P75691	0	1	1	2	B | ;2,42 | ; | 
P75692	0	0	1	1	A | ; | 
P75693	0	0	1	1	B | ; | 
P75694	0	0	1	1	G | ; | 
P75712	0	0	1	1	B | ; | 
P75715	0	0	1	1	G | ; | 
P75737	0	0	1	1	I | ; | 
P75746	0	0	1	1	A | ; | 
P75747	0	0	1	1	B | ; | 
P75748	0	0	1	1	G | ; | 
P75749	0	0	1	1	G | ; | 
P75750	0	1	1	2	H | ;- | ; | 
P75757	0	0	1	1	B | ; | 
P75767	0	0	1	1	A | ; | 
P75769	0	0	1	1	B | ; | 
P75770	0	0	1	1	B | ; | 
P75777	0	1	1	2	B | ;2,17 | ; | 
P75782	0	1	1	2	A_trl | ;- | ;- | ; | 
P75783	1	0	1	2	B | ;1,12E+02 | ; | 
P75788	0	0	1	1	B | ; | 
P75791	0	0	1	1	A | ; | 
P75798	0	0	1	1	B | ; | 
P75810	0	0	1	1	B | ; | 
P75818	0	1	1	2	I | ;3,63 | ;3,63 | ; | 
P75821	0	0	1	1	A | ; | 
P75826	0	0	1	1	B | ; | 
P75831	0	1	1	2	B | ;0 | ; | 
P75835	0	0	1	1	B | ; | 
P75836	0	0	1	1	A | ; | 
P75843	0	0	1	1	A | ; | 
P75851	0	0	1	1	B | ; | 
P75855	0	0	1	1	G | ; | 
P75856	0	0	1	1	G | ; | 
P75857	0	0	1	1	H | ; | 
P75858	0	0	1	1	G | ; | 
P75859	0	0	1	1	G | ; | 
P75860	0	0	1	1	G | ; | 
P75882	0	0	1	1	G | ; | 
P75883	0	0	1	1	G | ; | 
P75884	0	0	1	1	I | ; | 
P75885	0	0	1	1	B | ; | 
P75892	0	0	1	1	B | ; | 
P75895	0	0	1	1	A | ; | 
P75905	0	0	1	1	B | ; | 
P75906	0	0	1	1	I | ; | 
P75908	0	0	1	1	B | ; | 
P75913	1	1	1	3	A | ;1,60E+02 | ;- | ;- | ; | 
P75917	0	0	1	1	G | ; | 
P75925	0	0	1	1	B | ; | 
P75931	0	0	1	1	A | ; | 
P75933	0	0	1	1	G | ; | 
P75937	0	0	1	1	F4 | ; | 
P75955	0	0	1	1	B | ; | 
P75958	1	1	1	3	B | ;1,98E+02 | ;1,15 | ;1,15 | ; | 
P75961	0	0	1	1	B | ; | 
P75962	0	0	1	1	B | ; | 
P75987	0	0	1	1	A | ; | 
P75988	0	0	1	1	A | ; | 
P75989	0	0	1	1	A | ; | 
P75990	0	0	1	1	A | ; | 
P75991	0	0	1	1	A | ; | 
P75992	0	0	1	1	A | ; | 
P75993	0	0	1	1	A | ; | 
P75994	0	0	1	1	A | ; | 
P75995	0	0	1	1	A | ; | 
P76002	1	0	1	2	G | ;1,32E+03 | ; | 
P76007	0	1	1	2	B | ;- | ; | 
P76011	0	0	1	1	B | ; | 
P76012	0	0	1	1	A | ; | 
P76014	1	1	1	3	A | ;2,50E+02 | ;0,23 | ;0,23 | ; | 
P76015	1	1	1	3	A | ;1,67E+02 | ;1,32 | ; | 
P76016	0	0	1	1	A | ; | 
P76017	1	0	1	2	H | ;1,24E+02 | ; | 
P76035	0	0	1	1	A | ; | 
P76037	0	0	1	1	B | ; | 
P76038	0	0	1	1	A | ; | 
P76041	0	0	1	1	A | ; | 
P76042	0	0	1	1	I | ; | 
P76043	0	0	1	1	B | ; | 
P76044	0	0	1	1	A | ; | 
P76045	0	0	1	1	H | ; | 
P76049	0	0	1	1	A | ; | 
P76052	0	0	1	1	A | ; | 
P76076	0	0	1	1	G | ; | 
P76082	0	0	1	1	A | ; | 
P76090	0	0	1	1	B | ; | 
P76091	0	0	1	1	B | ; | 
P76092	0	0	1	1	A | ; | 
P76093	0	0	1	1	B | ; | 
P76096	0	0	1	1	A | ; | 
P76097	0	0	1	1	B | ; | 
P76100	0	0	1	1	A | ; | 
P76103	0	0	1	1	B | ; | 
P76104	0	1	1	2	A | ;- | ;- | ; | 
P76106	0	0	0	0	A | 
P76108	0	0	1	1	G | ; | 
P76111	0	0	1	1	B | ; | 
P76112	0	0	1	1	A | ; | 
P76113	0	0	1	1	A | ; | 
P76114	0	0	1	1	A | ; | 
P76115	0	1	1	2	H | ;- | ; | 
P76116	1	1	1	3	G | ;8,19E+03 | ;1 | ; | 
P76117	0	0	1	1	A | ; | 
P76118	0	0	1	1	B | ; | 
P76128	0	0	1	1	G | ; | 
P76129	0	0	1	1	A | ; | 
P76136	0	0	1	1	B | ; | 
P76142	0	0	1	1	G | ; | 
P76143	0	0	1	1	A | ; | 
P76145	0	0	1	1	A | ; | 
P76146	1	0	1	2	B | ;1,76E+02 | ; | 
P76148	0	0	1	1	A | ; | 
P76150	0	0	1	1	A | ; | 
P76170	0	1	1	2	F3 | ;4,35 | ;4,35 | ; | 
P76172	0	0	1	1	G | ; | 
P76173	0	0	1	1	B | ; | 
P76175	0	0	1	1	B | ; | 
P76177	1	1	1	3	G | ;1,23E+03 | ;2,85 | ;2,85 | ;649,83 | 
P76180	0	0	1	1	B | ; | 
P76185	0	1	1	2	B | ;- | ; | 
P76186	0	0	1	1	B | ; | 
P76190	0	0	1	1	G | ; | 
P76192	0	0	1	1	A | ; | 
P76194	0	0	1	1	F1 | ; | 
P76196	0	0	1	1	A | ; | 
P76210	0	0	1	1	A | ; | 
P76217	0	0	1	1	A | ; | 
P76219	0	0	1	1	B | ; | 
P76220	0	1	1	2	E | ;1,07 | ; | 
P76223	0	0	1	1	G | ; | 
P76224	0	0	1	1	B | ; | 
P76226	0	0	1	1	B | ; | 
P76227	0	0	1	1	G | ; | 
P76228	0	0	1	1	B | ; | 
P76230	0	0	1	1	B | ; | 
P76231	0	0	1	1	A | ; | 
P76237	0	1	1	2	B | ;0,14 | ; | 
P76241	0	0	1	1	A | ; | 
P76242	0	0	1	1	B | ; | 
P76250	0	0	1	1	B | ; | 
P76251	0	0	1	1	A | ; | 
P76254	0	0	1	1	A | ; | 
P76270	1	1	0	2	A | ;4,53E+02 | ;0,68 | 
P76296	0	0	1	1	G | ; | 
P76298	0	0	1	1	B | ; | 
P76299	0	0	1	1	B | ; | 
P76308	0	0	1	1	I | ; | 
P76316	1	1	1	3	A | ;1,86E+02 | ;- | ; | 
P76318	0	0	1	1	A | ; | 
P76319	0	0	1	1	A | ; | 
P76329	0	0	1	1	A | ; | 
P76330	0	1	1	2	B | ;- | ; | 
P76334	0	0	1	1	B | ; | 
P76342	0	0	1	1	F2 | ; | 
P76345	0	0	1	1	B | ; | 
P76347	0	0	1	1	H | ; | 
P76352	0	0	1	1	B | ; | 
P76372	1	1	1	3	B | ;9,32E+02 | ;1,47 | ;1,47 | ; | 
P76395	0	0	1	1	A | ; | 
P76396	0	0	1	1	A | ; | 
P76399	0	1	1	2	B | ;0,14 | ; | 
P76407	0	0	1	1	A | ; | 
P76417	0	0	1	1	B | ; | 
P76419	0	0	1	1	A | ; | 
P76423	1	0	1	2	B | ;2,78E+02 | ; | 
P76458	0	0	1	1	A | ; | 
P76459	0	0	1	1	A | ; | 
P76460	0	0	1	1	B | ; | 
P76461	0	0	1	1	A | ; | 
P76464	0	0	0	0	G | 
P76469	0	0	1	1	B | ; | 
P76470	0	0	1	1	B | ; | 
P76471	0	1	1	2	H | ;- | ; | 
P76474	0	0	1	1	B | ; | 
P76498	0	0	1	1	G | ; | 
P76499	0	0	1	1	G | ; | 
P76500	0	0	1	1	G | ; | 
P76501	0	0	1	1	G | ; | 
P76520	0	0	1	1	G | ; | 
P76521	0	0	1	1	B | ; | 
P76536	1	1	1	3	A | ;3,68E+02 | ;- | ; | 
P76538	0	0	1	1	B | ; | 
P76540	0	0	1	1	A | ; | 
