Merge ID	DB_NoveV12	Ishihama2008_fin	Masuda2009_fin	PengTable_fin	Taniguchi2010_fin_mmol	OurStudy	# Studies	DB_NoveV12 Duplicates	Ishihama2008_fin Duplicates	Masuda2009_fin Duplicates	PengTable_fin Duplicates	Taniguchi2010_fin_mmol Duplicates	OurStudy Duplicates	Subcellular Location(this study)	emPAI-derived copy no/cell (see Figure 2)	Copy number per cell	APEX	mMol	P00350	
Q6BF86	1						1	1						B					
P0AFI0	1			1	1		3	1			1	1		A				0.0012359	
P0AFI2	1	1	1	1	1	1	6	1	1	2	1	1	1	F1	1.74E+02	37.12	338.13	0.010523	P0AFI2
P0AFI5	1		1	1	1		4	1		1	1	1		G		12.32		0.0004419	
P0AFI7	1	1	1	1	1	1	6	1	1	2	1	1	1	A	3.15E+02	140.56		0.010568	P0AFI7
P0AFJ5	1			1			2	1			1			A					
P0AFJ7	1	1	1	1		1	5	1	1	2	1		1	B	2.50E+02	136.13			P0AFJ7
P0AFK0	1	1	1	1		1	5	1	1	2	1		1	A	4.35E+02	300.32	290.78		P0AFK0
P0AFK2	1			1		1	3	1			1		1	B					P0AFK2
P0AFK4	1		1	1		1	4	1		1	1		1	B		1.27			P0AFK4
P0AFK6	1			1		1	3	1			1		1	B					P0AFK6
P0AFK9	1	1	1	1		1	5	1	1	1	1		1	G	2.57E+03	54.08	669		P0AFK9
P0AFL6	1		1	1		1	4	1		2	1		1	F1		10.88			P0AFL6
P0AFL9	1		1	1			3	1		1	1			B		1.03			
P0AFM2	1	1		1		1	4	1	1		1		1	G	1.98E+03				P0AFM2
P0AFP2	1			1	1		3	1			1	1		A				0.002945	
P0AFP6	1	1	1	1		1	5	1	1	1	1		1	A	5.04E+02	99.64	366.74		P0AFP6
P0AFP9	1			1		1	3	1			1		1	B					P0AFP9
P0AFQ2	1			1			2	1			1			B					
P0AFQ5	1			1	1		3	1			1	1		G				0.00016763	
P0AFQ7	1	1	1	1	1	1	6	1	1	1	1	1	1	A	2.12E+02	39.42		0.0028944	P0AFQ7
P0AFR0	1			1	1		3	1			1	1		A				0.0054514	
P0AFR4	1	1	1	1		1	5	1	1	2	1		1	A	2.78E+02	118.82			P0AFR4
P0AFS3	1			1			2	1			1			A					
P0AFS9	1					1	2	1					1	B					P0AFS9
P0AFT5	1			1		1	3	1			1		1	A					P0AFT5
P0AFU0	1			1			2	1			1			B					
P0AFU4	1			1	1	1	4	1			1	1	1	A				0.0039343	P0AFU4
P0AFU8	1	1	1	1		1	5	1	1	1	1		1	A	6.79E+02	165.27			P0AFU8
P0AFV0	1			1			2	1			1			B					
P0AFV2	1			1			2	1			1			B					
P0AFV4	1			1			2	1			1			I					
P0AFW0	1			1		1	3	1			1		1	A					P0AFW0
P0AFW4	1		1	1	1		4	1		1	1	1		A		99.64		0.0031004	
P0AFW8	1			1			2	1			1			A					
P0AFX0	1	1		1	1	1	5	1	1		1	1	1	A	1.68E+03			0.26932	P0AFX0
P0AFX4	1			1		1	3	1			1		1	A					P0AFX4
P0AFX9	1	1	1	1		1	5	1	1	1	1		1	G	1.98E+02	-			P0AFX9
P0AFY2	1		1	1		1	4	1		1	1		1	B		1.43			P0AFY2
P0AFY6	1		1	1		1	4	1		1	1		1	B		1.24			P0AFY6
P0AFY8	1	1	1	1	1	1	6	1	1	1	1	1	1	F1	1.22E+03	507.96	259.56	0.026038	P0AFY8
P0AFZ1	1		1	1			3	1		1	1			A		83			
P0AFZ3	1	1	1	1	1	1	6	1	1	1	1	1	1	A	1.04E+03	125.04		0.026351	P0AFZ3
P0AFZ7	1			1		1	3	1			1		1	B					P0AFZ7
P0AG00	1		1	1		1	4	1		2	1		1	B		37.12			P0AG00
P0AG03	1		1	1	1		4	1		1	1	1		A		25.05		0.01842	
P0AG07	1	1	1	1		1	5	1	1	1	1		1	A	8.05E+02	220			P0AG07
P0AG16	1	1	1	1			4	1	1	2	1			A	4.77E+02	41	3628.13		
P0AG24	1	1	1	1	1	1	6	1	1	2	1	1	1	A	9.43E+01	16.12		0.011422	P0AG24
P0AG27	1	1	1	1	1	1	6	1	1	2	1	1	1	B	1.04E+03	791.36		0.0087534	P0AG27
P0AG30	1	1	1	1	1	1	6	1	1	2	1	1	1	A	4.45E+03	1414.45	4608.22	0.88692	P0AG30
P0AG40	1		1	1	1	1	5	1		2	1	1	1	A		32.03		0.0054552	P0AG40
P0AG44	1	1	1	1		1	5	1	1	2	1		1	A_trl	1.19E+05	680.91	12696.08		P0AG44
P0AG55	1	1	1	1		1	5	1	1	2	1		1	A_trl	1.86E+04	1781.71	21615.13		P0AG55
P0AG59	1	1	1	1		1	5	1	1	2	1		1	A_trl	8.85E+05	2.128	3612.08		P0AG59
P0AG63	1	1	1	1		1	5	1	1	2	1		1	A_trl	9.52E+04	4064.14			P0AG63
P0AG71	1	1	1	1	1	1	6	1	1	1	1	1	1	B	9.79E+01	1.61		0.0030663	P0AG71
P0AG76	1			1			2	1			1			A					
P0AG78	1			1			2	1			1			G					
P0AG80	1			1	1	1	4	1			1	1	1	G				0.00027521	P0AG80
P0AG82	1	1		1	1	1	5	1	1		1	1	1	G	4.74E+02			0.016742	P0AG82
P0AG84	1			1	1	1	4	1			1	1	1	A				0.0070951	P0AG84
P0AG86	1	1	1	1	1	1	6	1	1	2	1	1	1	F1	3.19E+03	2585.84	13475.06	0.4122	P0AG86
P0AG90	1	1	1	1		1	5	1	1	2	1		1	B	6.38E+02	125.04			P0AG90
P0AG93	1	1	1	1		1	5	1	1	2	1		1	B	2.29E+02	83			P0AG93
P0AG99	1		1	1		1	4	1		2	1		1	B		398			P0AG99
P0AGA2	1	1	1	1		1	5	1	1	2	1		1	B	1.28E+03	220			P0AGA2
P0AGA6	1			1		1	3	1			1		1	A					P0AGA6
P0AGB0	1		1	1		1	4	1		1	1		1	B		13.27			P0AGB0
P0AGB3	1			1			2	1			1			A					
P0AGB6	1	1		1		1	4	1	1		1		1	F1	2.29E+02				P0AGB6
P0AGC0	1			1			2	1			1			B					
P0AGC3	1		1	1		1	4	1		1	1		1	G		5.07			P0AGC3
P0AGD1	1			1		1	3	1			1		1	G					P0AGD1
P0AGD3	1	1	1	1		1	5	1	1	1	1		1	A	5.85E+03	521.98	19637.41		P0AGD3
P0AGD7	1	1	1	1		1	5	1	1	2	1		1	F1	3.59E+02	332.24			P0AGD7
P0AGE0	1	1		1		1	4	1	1		1		1	A	1.28E+03				P0AGE0
P0AGE6	1	1	1	1	1		5	1	1	1	1	1		A	5.18E+02	208.24		0.0048289	
P0AGF2	1		1	1			3	1		1	1			A		41.26			
P0AGF6	1	1	1	1			4	1	1	2	1			B	1.53E+02	24.12			
P0AGG0	1		1	1		1	4	1		1	1		1	A		27.85			P0AGG0
P0AGG2	1	1	1	1			4	1	1	1	1			A	3.15E+02	64.08			
P0AGG4	1	1	1	1		1	5	1	1	1	1		1	A	2.78E+02	32.03			P0AGG4
P0AGG8	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.39E+02	64.08	155.34	0.037399	P0AGG8
P0AGH3	1			1		1	3	1			1		1	B					P0AGH3
P0AGH5	1		1	1		1	4	1		1	1		1	B		1.45			P0AGH5
P0AGJ2	1			1			2	1			1			A					
P0AGJ5	1	1	1	1	1	1	6	1	1	2	1	1	1	A	3.33E+02	86.65		0.0073575	P0AGJ5
P0AGJ7	1			1	1		3	1			1	1		A				0.0025995	
P0AGK8	1	1	1	1		1	5	1	1	1	1		1	A	3.15E+02	196	4077.85		P0AGK8
P0AGL2	1			1			2	1			1			A					
P0AGL5	1			1			2	1			1			A					
P0AGL7	1			1		1	3	1			1		1	A					P0AGL7
P0AGM0	1			1			2	1			1			B					
P0AGM5	1			1			2	1			1			B					
P0AGM7	1		1	1			3	1		1	1			B		54.08			
P0AGM9	1			1			2	1			1			B					
P0C037	1	1		1	1		4	1	1		1	1		A	1.04E+03			0.10625	
P0C054	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.66E+03	146.75		0.14623	P0C054
P0C058	1	1		1	1	1	5	1	1		1	1	1	A	8.59E+02			0.0099857	P0C058
P0C066	1		1	1		1	4	1		1	1		1	I		-			P0C066
P0C093	1		1	1		1	4	1		2	1		1	A		74.94			P0C093
P0C0K3	1			1		1	3	1			1		1	A					P0C0K3
P0C0L2	1	1	1	1	1		5	1	1	1	1	1		A	1.04E+03	37.12		0.0008452	
P0C0L7	1	1	1	1		1	5	1	1	2	1		1	B	3.39E+02	25.05			P0C0L7
P0C0R7	1	1	1	1	1	1	6	1	1	1	1	1	1	A_trl	2.29E+02	20.84		0.0047117	P0C0R7
P0C0U4	1			1		1	3	1			1		1	A					P0C0U4
P0C8K0	1			1			2	1			1			A					
P0C960	1		1	1		1	4	1		1	1		1	I		-			P0C960
P0CB39	1	1	1	1		1	5	1	1	2	1		1	B	1.06E+02	25.52			P0CB39
P10121	1	1	1	1		1	5	1	1	2	1		1	F1	5.18E+02	269.17			P10121
P10346	1	1	1	1		1	5	1	1	2	1		1	F1	3.15E+02	177.58			P10346
P10378	1	1		1	1		4	1	1		1	1		F1	8.59E+02			0.013405	
P10408	1	1	1	1	1	1	6	1	1	2	1	1	1	F1	5.18E+02	232.24	616.88	0.028944	P10408
P10423	1			1			2	1			1			F2					
P10441	1		1	1	1	1	5	1		2	1	1	1	F1		21.78		0.0053436	P10441
P10442	1			1		1	3	1			1		1	A					P10442
P10443	1	1	1	1	1	1	6	1	1	1	1	1	1	A	1.35E+02	-		0.0033995	P10443
P10905	1			1			2	1			1			B					
P10906	1			1		1	3	1			1		1	B					P10906
P10907	1			1		1	3	1			1		1	F1					P10907
P11071	1			1			2	1			1			A					
P11289	1			1		1	3	1			1		1	I					P11289
P11290	1			1		1	3	1			1		1	A					P11290
P11349	1	1	1	1	1	1	6	1	1	2	1	1	1	F1	1.17E+02	66		0.00043816	P11349
P11350	1		1	1		1	4	1		1	1		1	B		1.31			P11350
P11446	1			1		1	3	1			1		1	A					P11446
P11447	1			1		1	3	1			1		1	A			2083.34		P11447
P11454	1	1		1	1		4	1	1		1	1		F1	4.07E+02			0.012933	
P11458	1	1		1			3	1	1		1			A	5.71E+02				
P11663	1			1			2	1			1			A					
P11875	1	1	1	1		1	5	1	1	2	1		1	A	6.13E+02	216	567.96		P11875
P11880	1	1	1	1	1	1	6	1	1	2	1	1	1	A	1.98E+02	16.12		0.008253	P11880
P12008	1	1	1	1		1	5	1	1	1	1		1	B	2.36E+02	16.12	290.8		P12008
P12281	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.78E+02	260.06	288.44	0.0097959	P12281
P12282	1			1	1		3	1			1	1		A				0.0006032	
P12295	1		1	1	1		4	1		1	1	1		A		30.64		0.0059671	
P12758	1	1	1	1		1	5	1	1	2	1		1	A	6.26E+03	269.17			P12758
P12994	1			1			2	1			1			A					
P12995	1			1			2	1			1			A					
P12996	1	1		1			3	1	1		1			B	3.68E+02		823.28		
P12999	1			1			2	1			1			A					
P13000	1	1		1			3	1	1		1			A	6.64E+02		4801.7		
P13001	1		1	1		1	4	1		1	1		1	A		-			P13001
P13009	1	1	1	1		1	5	1	1	1	1		1	A	1.24E+02	4.57	289.23		P13009
P13016	1			1		1	3	1			1		1	A					P13016
P13024	1	1	1	1		1	5	1	1	1	1		1	A	2.50E+02	192.93			P13024
P13029	1	1	1	1	1	1	6	1	1	2	1	1	1	A	8.53E+02	444.52	1702.49	0.0065919	P13029
P13033	1		1	1			3	1		1	1			F1		-			
P13039	1			1			2	1			1			A					
P13518	1		1	1	1	1	5	1		1	1	1	1	B		0.87		0.0031104	P13518
P14081	1		1	1	1	1	5	1		1	1	1	1	A		33		0.0029921	P14081
P14294	1		1	1	1	1	5	1		1	1	1	1	A		-		0.0036302	P14294
P14376	1		1	1	1	1	5	1		2	1	1	1	B		1.05		0.0035097	P14376
P14407	1		1	1			3	1		1	1			A		6.53			
P15034	1	1	1	1	1	1	6	1	1	2	1	1	1	A	3.78E+02	319.74	131.52	0.041147	P15034
P15038	1	1	1	1		1	5	1	1	1	1		1	A	8.66E+01	-			P15038
P15042	1	1	1	1	1	1	6	1	1	2	1	1	1	A	9.79E+01	13.75	277.94	0.0089286	P15042
P15067	1			1			2	1			1			A					
P15254	1	1	1	1	1	1	6	1	1	2	1	1	1	A	6.94E+02	37.58		0.015984	P15254
P15288	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.36E+03	941.79	308.94	0.069545	P15288
P15639	1	1	1	1		1	5	1	1	1	1		1	A	2.06E+03	289.95	107.62		P15639
P15640	1	1	1	1			4	1	1	1	1			A	5.35E+02	37.12			
P15723	1			1			2	1			1			A					
P15770	1	1	1	1	1	1	6	1	1	2	1	1	1	A	4.53E+02	49		0.0057867	P15770
P15877	1	1	1	1		1	5	1	1	1	1		1	B	4.67E+02	2.04			P15877
P15977	1	1	1	1	1	1	6	1	1	1	1	1	1	A	1.49E+02	37.12	100.16	0.0065146	P15977
P15993	1		1	1		1	4	1		1	1		1	B		1.48			P15993
P16095	1	1	1	1		1	5	1	1	2	1		1	B	2.89E+02	117.04			P16095
P16384	1			1		1	3	1			1		1	A					P16384
P16430	1			1			2	1			1			B					
P16431	1		1	1	1		4	1		1	1	1		B		6.53		0.00064249	
P16432	1			1			2	1			1			A					
P16433	1			1			2	1			1			A					
P16456	1	1	1	1		1	5	1	1	2	1		1	A	6.86E+02	514.33	1300.64		P16456
P16525	1			1		1	3	1			1		1	A					P16525
P16528	1	1		1		1	4	1	1		1		1	A	1.67E+02				P16528
P16659	1	1	1	1		1	5	1	1	2	1		1	A	2.35E+03	776.69	3361.71		P16659
P16676	1			1		1	3	1			1		1	F1					P16676
P16677	1			1			2	1			1			F1					
P16678	1			1	1		3	1			1	1		F1				0.0068894	
P16679	1			1			2	1			1			F1					
P16682	1			1	1		3	1			1	1		G				0.0017324	
P16684	1			1		1	3	1			1		1	A					P16684
P16685	1			1			2	1			1			A					
P16686	1			1			2	1			1			A					
P16687	1			1			2	1			1			A					
P16689	1			1			2	1			1			A					
P16691	1			1			2	1			1			A					
P16700	1			1		1	3	1			1		1	G			1329.73		P16700
P16703	1			1	1		3	1			1	1		A			2751.77	0.0042273	
P17109	1	1	1	1	1		5	1	1	1	1	1		A	1.24E+02	-		0.0038617	
P17115	1		1	1		1	4	1		2	1		1	A		76.29			P17115
P17334	1			1			2	1			1			B					
P17410	1			1			2	1			1			A					
P17411	1			1			2	1			1			A					
P17443	1	1	1	1	1	1	6	1	1	2	1	1	1	F1	1.60E+02	12.79		0.0053294	P17443
P17802	1			1	1		3	1			1	1		A				0.0028775	
P17854	1			1		1	3	1			1		1	A			1398.84		P17854
P17888	1			1		1	3	1			1		1	A					P17888
P17952	1	1	1	1		1	5	1	1	2	1		1	A	2.60E+02	32.96			P17952
P17993	1	1	1	1	1	1	6	1	1	2	1	1	1	A	3.39E+02	99.64	1003.63	0.0076549	P17993
P18196	1	1		1		1	4	1	1		1		1	A	2.50E+02				P18196
P18200	1			1			2	1			1			B					
P18335	1			1		1	3	1			1		1	A			4458.17		P18335
P18390	1	1	1	1			4	1	1	1	1			G	3.68E+02	44.02			
P18392	1		1	1			3	1		1	1			B		1.31			
P18776	1			1			2	1			1			F2					
P18843	1	1	1	1	1	1	6	1	1	1	1	1	1	A	7.46E+02	185	992.26	0.012897	P18843
P18956	1			1	1		3	1			1	1		G			330.36	0.0013207	
P19318	1			1			2	1			1			F1					
P19319	1			1	1	1	4	1			1	1	1	F1				0.00038678	P19319
P19323	1		1	1			3	1		1	1			A		6.05	63.26		
P19624	1			1		1	3	1			1		1	A					P19624
P19931	1			1			2	1			1			A					
P19932	1			1			2	1			1			A					
P20083	1	1	1	1	1	1	6	1	1	2	1	1	1	A	1.06E+02	41.26		0.0037553	P20083
P21151	1		1	1	1	1	5	1		2	1	1	1	A		24.12		0.0012357	P21151
P21156	1			1			2	1			1			A			5705.04		
P21165	1	1	1	1	1	1	6	1	1	2	1	1	1	A	6.90E+02	233.11	1320.43	0.020075	P21165
P21169	1	1		1	1		4	1	1		1	1		A	1.14E+02			0.0014879	
P21170	1	1	1	1		1	5	1	1	2	1		1	A	1.11E+03	308.96	3144.18		P21170
P21177	1		1	1	1	1	5	1		2	1	1	1	A		9.44		0.00088655	P21177
P21179	1		1	1	1	1	5	1		1	1	1	1	A		25.52		0.061692	P21179
P21338	1	1		1	1	1	5	1	1		1	1	1	G	2.95E+02			0.00060288	P21338
P21345	1		1	1		1	4	1		1	1		1	B		1.16			P21345
P21369	1			1	1		3	1			1	1		A				0.0085101	
P21499	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.83E+02	51.34		0.036361	P21499
P21503	1			1			2	1			1			B					
P21517	1			1			2	1			1			A					
P21599	1	1	1	1	1	1	6	1	1	2	1	1	1	A	6.79E+02	404.41	389.04	0.050419	P21599
P21645	1	1	1	1	1		5	1	1	1	1	1		A	4.53E+02	33.42		0.041892	
P21693	1			1			2	1			1			A_trl					
P21866	1			1	1	1	4	1			1	1	1	A				0.0023184	P21866
P21888	1	1	1	1	1	1	6	1	1	2	1	1	1	A	5.77E+02	289.95		0.032122	P21888
P21889	1	1	1	1	1	1	6	1	1	2	1	1	1	F1	1.09E+03	398	1675.34	0.071289	P21889
P21893	1		1	1	1	1	5	1		2	1	1	1	B		11.36		0.0020851	P21893
P22106	1	1	1	1		1	5	1	1	1	1		1	A	6.58E+02	20	232.87		P22106
P22256	1	1	1	1		1	5	1	1	1	1		1	A	1.32E+02	78			P22256
P22259	1	1	1	1		1	5	1	1	2	1		1	A	1.26E+03	2060.04			P22259
P22333	1	1	1	1		1	5	1	1	2	1		1	A	2.89E+02	192.93			P22333
P22523	1	1	1	1	1	1	6	1	1	2	1	1	1	A	3.26E+02	38.96		0.015536	P22523
P22524	1		1	1		1	4	1		1	1		1	A		78	282.45		P22524
P22525	1			1	1	1	4	1			1	1	1	B				0.0011286	P22525
P22634	1		1	1	1	1	5	1		2	1	1	1	A		27.85		0.0056309	P22634
P22731	1			1			2	1			1			F1					
P22787	1			1			2	1			1			A					
P22939	1		1	1	1	1	5	1		2	1	1	1	A		99.64		0.0096814	P22939
P23003	1	1	1	1	1		5	1	1	2	1	1		A	1.47E+02	57.72		0.010361	
P23256	1			1			2	1			1			B					
P23331	1	1	1	1			4	1	1	1	1			A	6.13E+02	18.96			
P23367	1			1	1	1	4	1			1	1	1	A				0.002748	P23367
P23522	1		1	1	1		4	1		1	1	1		A		22.71		0.00072667	
P23524	1			1	1		3	1			1	1		B				0.0010949	
P23538	1		1	1	1	1	5	1		2	1	1	1	A		376.93	582.86	0.048476	P23538
P23721	1	1	1	1	1	1	6	1	1	1	1	1	1	A	5.74E+03	172.75	8305.57	0.078687	P23721
P23830	1	1	1	1	1	1	6	1	1	2	1	1	1	F1	1.76E+02	99.64		0.036911	P23830
P23836	1	1	1	1		1	5	1	1	2	1		1	A	7.86E+02	113.03			P23836
P23837	1		1	1	1	1	5	1		1	1	1	1	B		1.24		0.0027951	P23837
P23839	1	1	1	1		1	5	1	1	2	1		1	A	9.50E+02	179.34			P23839
P23843	1	1	1	1		1	5	1	1	1	1		1	G	1.20E+04	487.98	5256.88		P23843
P23845	1			1	1	1	4	1			1	1	1	A			3178.27	0.0015907	P23845
P23847	1	1	1	1	1	1	6	1	1	1	1	1	1	G	5.65E+02	27.85	2045.15	0.00011962	P23847
P23862	1			1		1	3	1			1		1	A					P23862
P23865	1	1	1	1		1	5	1	1	2	1		1	F2	2.74E+02	99.64			P23865
P23871	1			1	1	1	4	1			1	1	1	A				0.00020451	P23871
P23872	1			1			2	1			1			A					
P23878	1			1		1	3	1			1		1	F1					P23878
P23882	1	1	1	1	1	1	6	1	1	1	1	1	1	A	1.04E+03	165.27		0.010791	P23882
P23886	1		1	1	1	1	5	1		2	1	1	1	B		15.65		0.0067555	P23886
P23893	1	1	1	1		1	5	1	1	2	1		1	A	7.63E+02	645.93	288.09		P23893
P23894	1	1	1	1	1	1	6	1	1	2	1	1	1	B	2.78E+02	115.26		0.0095725	P23894
P23898	1		1	1			3	1		1	1			I		-			
P23908	1		1	1	1	1	5	1		1	1	1	1	A		17.54	202.25	0.0052867	P23908
P23909	1	1	1	1		1	5	1	1	2	1		1	B	8.80E+01	21.78			P23909
P23917	1	1	1	1			4	1	1	1	1			B	1.86E+02	27.85			
P23930	1	1	1	1		1	5	1	1	2	1		1	B	1.86E+02	12.79			P23930
P24171	1	1	1	1	1	1	6	1	1	2	1	1	1	A	5.54E+02	94.72	344.77	0.013442	P24171
P24173	1		1	1		1	4	1		1	1		1	A		-			P24173
P24174	1			1			2	1			1			A			89.27		
P24175	1			1		1	3	1			1		1	A					P24175
P24177	1		1	1		1	4	1		1	1		1	B		0.76			P24177
P24178	1	1		1			3	1	1		1			A	1.04E+03				
P24182	1	1	1	1		1	5	1	1	4	1		1	A	1.37E+03	544.88	1726.4		P24182
P24186	1	1	1	1		1	5	1	1	1	1		1	A	1.25E+03	250.07			P24186
P24188	1		1	1	1	1	5	1		1	1	1	1	A		11.36		0.014756	P24188
P24192	1		1	1	1	1	5	1		1	1	1	1	A		15.17		0.0015759	P24192
P24193	1			1	1	1	4	1			1	1	1	A				0.00013406	P24193
P24197	1			1			2	1			1			A					
P24205	1	1	1	1	1	1	6	1	1	2	1	1	1	B	1.86E+02	16.12		0.009926	P24205
P24228	1		1	1	1	1	5	1		1	1	1	1	F2		9.92		0.00049601	P24228
P24230	1			1	1	1	4	1			2	1	1	A				0.0028504	P24230
P24232	1		1	1		1	4	1		1	1		1	A		91.58			P24232
P24238	1				1		2	1				1		A				0.00025963	
P24252	1			1			2	1			1			A					
P24554	1		1	1		1	4	1		2	1		1	A		9.44			P24554
P24555	1			1			2	1			1			A					
P25437	1	1	1	1	1	1	6	1	1	1	1	1	1	A	4.53E+02	73.59		0.012477	P25437
P25519	1	1	1	1		1	5	1	1	2	1		1	A	1.67E+02	46.31			P25519
P25522	1		1	1	1	1	5	1		2	1	1	1	F1		83.95		0.067782	P25522
P25527	1			1			2	1			1			B					
P25531	1						1	1						A					
P25534	1		1	1	1	1	5	1		1	1	1	1	F1		-		0.0055037	P25534
P25535	1		1	1	1	1	5	1		1	1	1	1	B		-		0.0095713	P25535
P25536	1			1			2	1			1			A					
P25539	1		1	1		1	4	1		1	1		1	A		10			P25539
P25550	1			1			2	1			1			A					
P25665	1	1		1		1	4	1	1		1		1	A	4.97E+02		41263.67		P25665
P25714	1	1	1	1		1	5	1	1	2	1		1	B	7.04E+02	173.62			P25714
P25718	1			1			2	1			1			G					
P25728	1			1			2	1			1			A					
P25737	1		1	1		1	4	1		1	1		1	B		1.77			P25737
P25738	1	1		1			3	1	1		1			A	6.13E+02				
P25743	1			1			2	1			1			B					
P25745	1	1	1	1	1		5	1	1	1	1	1		A	4.14E+02	83		0.024564	
P25746	1		1	1		1	4	1		2	1		1	F1		54.08			P25746
P25748	1			1			2	1			1			A					
P25772	1			1			2	1			1			A					
P25888	1	1	1	1		1	5	1	1	1	1		1	A	1.86E+02	-			P25888
P25889	1			1	1		3	1			1	1		A				0.0046814	
P26365	1		1	1	1	1	5	1		1	1	1	1	G		-		0.00015902	P26365
P26458	1			1			2	1			1			B					
P26459	1			1	1		3	1			1	1		B				0.0012353	
P26616	1	1	1	1		1	5	1	1	2	1		1	A	5.30E+02	636.23			P26616
P26647	1		1	1		1	4	1		2	1		1	F1		49			P26647
P26648	1	1	1	1		1	5	1	1	1	1		1	G	1.32E+02	-			P26648
P27238	1			1			2	1			1			A					
P27245	1		1	1			3	1		1	1			A		-			
P27249	1		1	1	1	1	5	1		2	1	1	1	A		12.79		0.0031365	P27249
P27278	1		1	1		1	4	1		1	1		1	F1		13.27			P27278
P27294	1			1		1	3	1			1		1	A					P27294
P27296	1			1			2	1			1			A					
P27297	1			1			2	1			1			G					
P27298	1	1	1	1		1	5	1	1	2	1		1	A	5.39E+02	161.74	499.81		P27298
P27302	1	1	1	1	1	1	6	1	1	2	1	1	1	A	5.11E+03	656.74		0.12073	P27302
P27305	1		1	1	1		4	1		1	1	1		A		14.22		0.00089702	
P27306	1	1	1	1		1	5	1	1	2	1		1	A	1.98E+02	578.35			P27306
P27431	1			1	1	1	4	1			1	1	1	A				0.011334	P27431
P27550	1	1	1	1		1	5	1	1	2	1		1	A	1.12E+02	44.02	624.59		P27550
P27828	1	1	1	1		1	5	1	1	1	1		1	A	2.98E+02	38.96			P27828
P27829	1	1	1	1			4	1	1	2	1			H	1.53E+02	20			
P27830	1		1	1			3	1		1	1			A		12.32			
P27833	1		1	1		1	4	1		2	1		1	A		37.12			P27833
P27836	1		1	1		1	4	1		1	1		1	A		-			P27836
P27838	1	1		1	1		4	1	1		1	1		A	3.15E+02			0.045217	
P27844	1			1			2	1			1			B					
P27848	1	1	1	1		1	5	1	1	2	1		1	A	1.60E+02	73.59			P27848
P27862	1			1	1	1	4	1			1	1	1	A				0.0028694	P27862
P27896	1		1	1		1	4	1		1	1		1	B		0.85			P27896
P28224	1		1	1		1	4	1		1	1		1	I		-			P28224
P28248	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.50E+02	83		0.039415	P28248
P28249	1		1	1	1	1	5	1		1	1	1	1	B		1.66		0.00069466	P28249
P28305	1			1		1	3	1			1		1	A					P28305
P28306	1		1	1		1	4	1		1	1		1	B		1.42			P28306
P28634	1			1			2	1			1			A					
P28635	1	1	1	1	1	1	6	1	1	1	1	1	1	E	8.05E+02	-	171.31	0.0065742	P28635
P28638	1			1			2	1			1			A					
P28696	1			1			2	1			1			G					
P28861	1	1		1		1	4	1	1		1		1	A	2.12E+02				P28861
P28903	1		1	1	1	1	5	1		2	1	1	1	A		40.34		0.0021003	P28903
P28904	1	1	1	1		1	5	1	1	2	1		1	A	2.89E+02	712.46			P28904
P28905	1			1	1		3	1			1	1		A				0.019967	
P29012	1		1	1	1		4	1		2	1	1		A		26.45		0.0044398	
P29013	1			1		1	3	1			1		1	A					P29013
P29018	1		1	1	1	1	5	1		2	1	1	1	B		13.75		0.0063273	P29018
P29208	1		1	1	1	1	5	1		1	1	1	1	A		-		0.001618	P29208
P29217	1	1	1	1		1	5	1	1	1	1		1	B	2.50E+02	54.08	467.12		P29217
P29680	1	1	1	1	1	1	6	1	1	1	1	1	1	A	2.36E+02	22.71		0.016422	P29680
P29744	1			1			2	1			1			F4					
P29745	1	1	1	1	1	1	6	1	1	1	1	1	1	A	1.94E+02	27.85		0.0063726	P29745
P30011	1		1	1	1	1	5	1		1	1	1	1	A		21.31		0.016265	P30011
P30014	1			1			2	1			1			A					
P30128	1			1		1	3	1			1		1	A					P30128
P30136	1	1		1			3	1	1		1			B	1.45E+03				
P30137	1	1		1		1	4	1	1		1		1	A	4.05E+02				P30137
P30138	1	1		1			3	1	1		1			B	4.05E+02				
P30139	1	1		1			3	1	1		1			A	9.15E+02				
P30140	1			1			2	1			1			A					
P30143	1			1			2	1			1			B					
P30177	1	1		1	1	1	5	1	1		1	1	1	A	3.78E+02			0.021562	P30177
P30178	1	1	1	1	1	1	6	1	1	1	1	1	1	A	1.86E+02	18.96	1352.53	0.023575	P30178
P30745	1		1	1		1	4	1		1	1		1	A		-			P30745
P30749	1		1	1	1		4	1		1	1	1		A		37.12		0.0047483	
P30750	1		1	1		1	4	1		1	1		1	F1		-			P30750
P30843	1			1	1	1	4	1			1	1	1	A				0.02765	P30843
P30844	1		1	1	1	1	5	1		1	1	1	1	B		1.25		0.00029603	P30844
P30845	1			1		1	3	1			1		1	B					P30845
P30847	1		1	1		1	4	1		1	1		1	B		1.33			P30847
P30850	1	1	1	1		1	5	1	1	2	1		1	A	7.71E+02	241.38	1465.39		P30850
P30859	1	1	1	1		1	5	1	1	1	1		1	G	1.75E+03	16.12	175.46		P30859
