Merge ID	DB_NoveV12	Ishihama2008_fin	Masuda2009_fin	PengTable_fin	Taniguchi2010_fin_mmol	OurStudy	# Studies	DB_NoveV12 Duplicates	Ishihama2008_fin Duplicates	Masuda2009_fin Duplicates	PengTable_fin Duplicates	Taniguchi2010_fin_mmol Duplicates	OurStudy Duplicates	Subcellular Location(this study)	emPAI-derived copy no/cell (see Figure 2)	Copy number per cell	APEX	mMol	P00350	
Q6BF86	1						1	1						B					
P0A6B7	1	1	1	1	1	1	6	1	1	2	1	1	1	A	3.65E+03	802.26		0.33902	P0A6B7
P0A6C5	1			1		1	3	1			1		1	A			117.42		P0A6C5
P0A6C8	1			1		1	3	1			1		1	A					P0A6C8
P0A6D0	1		1	1		1	4	1		1	1		1	A		596.53	521.29		P0A6D0
P0A6D5	1			1	1		3	1			1	1		A				0.00015467	
P0A6D7	1	1	1	1		1	5	1	1	1	1		1	A	1.84E+03	507.96			P0A6D7
P0A6E1	1			1		1	3	1			1		1	A					P0A6E1
P0A6E4	1	1	1	1	1	1	6	1	1	2	1	1	1	A	5.37E+02	31	8869.39	0.015663	P0A6E4
P0A6E9	1			1	1		3	1			1	1		B				0.0012663	
P0A6F1	1	1	1	1	1	1	6	1	1	2	1	1	1	A	7.46E+02	2002.27	2911.19	0.20015	P0A6F1
P0A6F3	1	1	1	1		1	5	1	1	2	1		1	A	1.16E+03	1961.97			P0A6F3
P0A6F5	1	1	1	1		1	5	1	1	2	1		1	A	6.10E+04	3.796	11649.26		P0A6F5
P0A6G3	1			1			2	1			1			A					
P0A6G5	1			1			2	1			1			A					
P0A6G7	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.83E+03	791.36	5786.68	0.19814	P0A6G7
P0A6H1	1	1	1	1		1	5	1	1	2	1		1	A	7.31E+02	578.35	3671.65		P0A6H1
P0A6H5	1	1	1	1	1	1	6	1	1	2	1	1	1	A	1.04E+03	470.95	955.07	0.060681	P0A6H5
P0A6H8	1		1	1		1	4	1		1	1		1	B		1.13			P0A6H8
P0A6I3	1		1	1			3	1		1	1			A		21.31			
P0A6I9	1			1			2	1			1			A					
P0A6J1	1			1		1	3	1			1		1	B					P0A6J1
P0A6J3	1	1		1		1	4	1	1		1		1	B	3.68E+02				P0A6J3
P0A6J5	1	1	1	1		1	5	1	1	2	1		1	F1	1.37E+02	220			P0A6J5
P0A6J8	1	1	1	1	1	1	6	1	1	1	1	1	1	A	9.39E+02	289.95		0.010837	P0A6J8
P0A6K1	1		1	1	1	1	5	1		1	1	1	1	A		22.71		0.014106	P0A6K1
P0A6K3	1	1	1	1	1	1	6	1	1	1	1	1	1	A	1.68E+03	64.08		0.02849	P0A6K3
P0A6K6	1	1	1	1	1	1	6	1	1	2	1	1	1	A	3.09E+03	358.47		0.078566	P0A6K6
P0A6L2	1	1	1	1	1	1	6	1	1	1	1	1	1	A	1.19E+03	246.16	1195.81	0.00047552	P0A6L2
P0A6L4	1	1	1	1			4	1	1	2	1			A	5.82E+02	702.37			
P0A6L9	1	1	1	1		1	5	1	1	1	1		1	A	1.04E+03	33.42			P0A6L9
P0A6M4	1			1	1		3	1			1	1		A				0.0055124	
P0A6M8	1	1	1	1	1	1	6	1	1	2	1	1	1	A_trl	5.33E+04	2.016	24623.18	0.12923	P0A6M8
P0A6N4	1	1	1	1		1	5	1	1	2	1		1	A_trl	5.85E+03	208.24	2392.12		P0A6N4
P0A6P5	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.73E+02	226.57		0.0098875	P0A6P5
P0A6P7	1	1	1	1		1	5	1	1	2	1		1	A	6.79E+02	398			P0A6P7
P0A6P9	1	1	1	1	1	1	6	1	1	2	1	1	1	A	5.58E+04	5949.64	11282.75	0.2506	P0A6P9
P0A6Q3	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.34E+04	680.91	3039.41	0.34062	P0A6Q3
P0A6Q6	1	1	1	1	1	1	6	1	1	1	1	1	1	F1	3.33E+03	2.128	801.61	0.10519	P0A6Q6
P0A6R0	1	1	1	1	1	1	6	1	1	2	1	1	1	A	1.32E+03	339.99	2633.1	0.036802	P0A6R0
P0A6R3	1	1	1	1		1	5	1	1	1	1		1	A	4.53E+05	398	13782.09		P0A6R3
P0A6S0	1			1			2	1			1			I					
P0A6S7	1	1	1	1	1	1	6	1	1	2	1	1	1	A	1.86E+02	117.04		0.011252	P0A6S7
P0A6T1	1	1	1	1	1	1	6	1	1	1	1	1	1	A	3.33E+03	506.43	1099.04	0.069027	P0A6T1
P0A6T9	1	1	1	1		1	5	1	1	1	1		1	A	6.13E+02	116.766	5336.13		P0A6T9
P0A6U8	1	1	1	1		1	5	1	1	2	1		1	A	1.60E+02	34.35			P0A6U8
P0A6V1	1		1	1	1		4	1		2	1	1		A		54.08		0.00058545	
P0A6V5	1			1			2	1			1			A					
P0A6V8	1	1	1	1			4	1	1	1	1			A	3.15E+02	73.59			
P0A6W5	1	1	1	1		1	5	1	1	1	1		1	A	2.55E+03	695			P0A6W5
P0A6W9	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.60E+02	93.82		0.01007	P0A6W9
P0A6X1	1			1		1	3	1			1		1	A_trl			1391.83		P0A6X1
P0A6X3	1	1	1	1	1		5	1	1	1	1	1		F1	5.85E+03	99.64		1.434	
P0A6Y8	1	1	1	1	1	1	6	1	1	2	1	1	1	F1	3.12E+04	1.801	13814.81	1.0305	P0A6Y8
P0A6Z1	1	1	1	1		1	5	1	1	2	1		1	A	4.91E+02	155.57			P0A6Z1
P0A6Z3	1	1	1	1		1	5	1	1	2	1		1	F1	2.07E+03	867.51	2890.97		P0A6Z3
P0A700	1			1	1		3	1			1	1		A				0.0014909	
P0A703	1			1			2	1			1			A					
P0A715	1	1	1	1	1	1	6	1	1	2	1	1	1	A	3.76E+03	496.91	1923.65	0.039917	P0A715
P0A717	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.98E+03	1127.52	6223.05	0.11925	P0A717
P0A720	1	1	1	1	1	1	6	1	1	2	1	1	1	A	2.36E+02	40.34		0.0060098	P0A720
P0A722	1	1	1	1		1	5	1	1	1	1		1	A	6.64E+02	70.42	405.3		P0A722
P0A725	1		1	1		1	4	1		1	1		1	A		25.99			P0A725
P0A729	1		1	1	1		4	1		1	1	1		A		47.23		0.01156	
P0A731	1	1	1	1			4	1	1	1	1			A	5.46E+02	563.11			
P0A734	1	1	1	1		1	5	1	1	2	1		1	F1	8.05E+02	1104.73	3289.85		P0A734
P0A738	1		1	1	1		4	1		1	1	1		A		47.23		0.00010967	
P0A744	1			1		1	3	1			1		1	A					P0A744
P0A746	1	1	1	1	1		5	1	1	1	1	1		A	2.50E+02	540	3009.01	0.041684	
P0A752	1			1			2	1			1			A					
P0A754	1			1			2	1			1			F1					
P0A756	1			1		1	3	1			1		1	F1					P0A756
P0A759	1	1	1	1			4	1	1	2	1			B	5.46E+02	146.75			
P0A763	1	1	1	1	1	1	6	1	1	2	1	1	1	A	5.23E+03	1735.95	19029.95	0.12198	P0A763
P0A766	1			1			2	1			1			B					
P0A769	1			1			2	1			1			B					
P0A772	1			1			2	1			1			A					
P0A776	1			1	1		3	1			1	1		A				0.018214	
P0A784	1	1	1	1		1	5	1	1	1	1		1	A	1.22E+03	129.48			P0A784
P0A786	1	1	1	1		1	5	1	1	2	1		1	A	9.59E+02	2.372	532.85		P0A786
P0A790	1	1	1	1		1	5	1	1	1	1		1	A	2.11E+03	727.17			P0A790
P0A794	1	1	1	1		1	5	1	1	1	1		1	A	7.37E+02	89.34			P0A794
P0A796	1	1	1	1	1	1	6	1	1	2	1	1	1	A	1.55E+03	38.51	3287.39	0.053386	P0A796
P0A799	1	1	1	1	1	1	6	1	1	2	1	1	1	A	1.24E+05	1285.46	14681.75	0.24179	P0A799
P0A7A5	1		1	1		1	4	1		2	1		1	A		41.26			P0A7A5
P0A7A9	1	1	1	1	1	1	6	1	1	2	1	1	1	A	7.16E+03	1577.92	8324.05	0.21358	P0A7A9
P0A7B1	1		1	1	1	1	5	1		2	1	1	1	F1		7.02		0.010591	P0A7B1
P0A7B3	1			1	1		3	1			1	1		F1				0.006953	
P0A7B5	1	1	1	1		1	5	1	1	2	1		1	A	2.78E+02	121	714.43		P0A7B5
P0A7B8	1	1	1	1		1	5	1	1	2	1		1	A	6.13E+02	146.75			P0A7B8
P0A7C2	1	1	1	1		1	5	1	1	1	1		1	A	2.12E+02	33.42			P0A7C2
P0A7C6	1		1	1	1		4	1		1	1	1		A		99.64		0.0017074	
P0A7D4	1	1	1	1	1	1	6	1	1	2	1	1	1	A	7.16E+03	761.18	6363.21	0.12818	P0A7D4
P0A7D7	1	1	1	1		1	5	1	1	2	1		1	A	3.33E+03	238.33	3058.39		P0A7D7
P0A7E1	1	1	1	1		1	5	1	1	2	1		1	F1	1.73E+02	438.54			P0A7E1
P0A7E3	1	1		1		1	4	1	1		1		1	A	9.05E+02				P0A7E3
P0A7E5	1	1	1	1		1	5	1	1	2	1		1	B	1.45E+03	569.03			P0A7E5
P0A7E9	1	1	1	1	1	1	6	1	1	2	1	1	1	A	9.05E+02	336.54	581.31	0.058036	P0A7E9
P0A7F3	1	1	1	1		1	5	1	1	2	1		1	A	8.35E+02	6119.14			P0A7F3
P0A7F6	1	1	1	1	1		5	1	1	1	1	1		A	7.27E+02	216.98	1187.33	0.019384	
P0A7F9	1	1	1	1			4	1	1	1	1			A	1.98E+02	15.17			
P0A7G2	1	1	1	1	1	1	6	1	1	1	1	1	1	A_trl	7.04E+02	165.27		0.058436	P0A7G2
P0A7H0	1			1		1	3	1			1		1	A					P0A7H0
P0A7H3	1			1	1		3	1			1	1		B				0.00011574	
P0A7H6	1		1	1			3	1		1	1			A		32.03			
P0A7I0	1	1	1	1	1	1	6	1	1	1	1	1	1	A	2.12E+02	25.52		0.010384	P0A7I0
P0A7I4	1	1	1	1	1	1	6	1	1	2	1	1	1	A_trl	6.92E+02	398		0.013706	P0A7I4
P0A7I7	1		1	1		1	4	1		1	1		1	A		322.33			P0A7I7
P0A7J0	1	1	1	1	1		5	1	1	1	1	1		F1	3.09E+03	181.53	935.76	0.080874	
P0A7J3	1	1	1	1		1	5	1	1	2	1		1	A_trl	1.89E+04	833.23	5903.05		P0A7J3
P0A7K6	1	1	1	1		1	5	1	1	2	1		1	A_trl	1.94E+04	4064.14	17795.89		P0A7K6
P0A7R5	1	1	1	1		1	5	1	1	2	1		1	A_trl	1.28E+04	2458.58	17655.98		P0A7R5
P0A7R9	1	1	1	1		1	5	1	1	2	1		1	A_trl	8.19E+03	884.64	23941.87		P0A7R9
P0A7S9	1	1	1	1		1	5	1	1	2	1		1	A_trl	3.12E+04	5606.09	27437.39		P0A7S9
P0A7T3	1	1	1	1		1	5	1	1	1	1		1	A_trl	6.10E+04	2788.66	29550.86		P0A7T3
P0A7U3	1	1	1	1		1	5	1	1	2	1		1	A_trl	8.52E+04	15625.86	12179.99		P0A7U3
P0A7V0	1	1	1	1		1	5	1	1	2	1		1	A_trl	9.92E+04	13.459	13099.68		P0A7V0
P0A7V8	1	1	1	1		1	5	1	1	2	1		1	A_trl	9.11E+04	3458.88	18021.27		P0A7V8
P0A7W1	1	1	1	1	1	1	6	1	1	2	1	1	1	A_trl	4.53E+04	1698.32	28222.73	0.6295	P0A7W1
P0A7W7	1	1	1	1		1	5	1	1	2	1		1	A_trl	9.68E+03	727.17	6095.37		P0A7W7
P0A7X3	1	1	1	1		1	5	1	1	2	1		1	A_trl	9.01E+03	1639.38	8851.91		P0A7X3
P0A7X6	1	1	1	1		1	5	1	1	1	1		1	A_trl	6.13E+02	250.07			P0A7X6
P0A7Y0	1	1	1	1	1	1	6	1	1	2	1	1	1	A	3.82E+02	332.24		0.028753	P0A7Y0
P0A7Y4	1			1			2	1			1			A					
P0A7Y8	1			1	1	1	4	1			1	1	1	A				0.023114	P0A7Y8
P0A7Z0	1	1	1	1		1	5	1	1	2	1		1	A	2.33E+03	645.93	1681.52		P0A7Z0
P0A7Z4	1	1	1	1		1	5	1	1	2	1		1	A	7.87E+03	2943.18	17803.54		P0A7Z4
P0A805	1	1	1	1	1	1	6	1	1	1	1	1	1	A	1.38E+04	1.424	4237.62	0.0045929	P0A805
P0A809	1			1			2	1			1			A					
P0A812	1	1	1	1		1	5	1	1	1	1		1	A	1.60E+02	-			P0A812
P0A817	1	1	1	1	1	1	6	1	1	2	1	1	1	A	1.89E+03	554.63	11978.78	0.14432	P0A817
P0A823	1			1		1	3	1			1		1	A					P0A823
P0A825	1	1	1	1	1	1	6	1	1	2	1	1	1	A	1.05E+04	854.14	6180.43	0.68109	P0A825
P0A828	1			1			2	1			1			A					
P0A832	1	1	1	1	1	1	6	1	1	2	1	1	1	A	7.63E+02	224.39		0.0084621	P0A832
P0A836	1	1	1	1		1	5	1	1	2	1		1	A	1.11E+03	2324.65	8812.38		P0A836
P0A840	1		1	1			3	1		1	1			A		64.08			
P0A847	1	1	1	1			4	1	1	2	1			A	6.90E+02	165.27	523.12		
P0A850	1	1	1	1	1	1	6	1	1	2	1	1	1	A_trl	3.12E+04	2788.66	10042.87	0.30357	P0A850
P0A853	1	1	1	1	1		5	1	1	2	1	1		A	8.35E+02	1817.64		0.14285	
P0A855	1	1	1	1	1	1	6	1	1	2	1	1	1	G	1.15E+03	305.07	762.03	0.0014268	P0A855
