Merge ID	TableS3_K12_ProteomeV13	Ishihama2008_fin	Masuda2009_fin	Taniguchi2010_fin_mmol	PengTable_fin	Thein_MergeMethods	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Ishihama2008_fin Duplicates	Masuda2009_fin Duplicates	Taniguchi2010_fin_mmol Duplicates	PengTable_fin Duplicates	Thein_MergeMethods Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	PAI lysate	emPAI	emPAI-derived copy no/cell (see Figure 2)	CAI	emPAI Value	Normalized And Descr Itensity	Copy number per cell	mMol	molecules/cell (1molec/cell=10nM)	APEX	2D mol/cell	Mean emPAI value	MTH1/1	MTH1/2	MTH1/3	MTH2/1	MTH2/2	MTH2/3	MTH3/1	MTH3/2	MTH3/3	MTH4/1	MTH4/2	MTH4/3	MTH5/1	MTH5/2	Localization	
P0AGB3	1				1			2	1				1			A	RP32_ECOLI																											
P0AGB6	1	1			1		1	4	1	1			1		1	F1	RPOE_ECOLI	0.22	6.68E-01	2.29E+02	0.26																							F1
P0AGC0	1				1			2	1				1			B	UHPT_ECOLI																											
P0AGC3	1		1		1		1	4	1		1		1		1	G	SLT_ECOLI					0	1	5.07																				G
P0AGD1	1				1		1	3	1				1		1	G	SODC_ECOLI																											G
P0AGD3	1	1	1		1		1	5	1	1	1		1		1	A	SODF_ECOLI	2.25	1.77E+02	5.85E+03		11.92	1	521.98			19637.41	22756.55																A
P0AGD7	1	1	1		1	1	1	6	1	1	2		1	1	1	F1	SRP54_ECOLI	0.39	1.45E+00	3.59E+02	0.44	7.48	1	332.24					0.23	  	   	0.29	 	0.29	 	0.14	  	0.21						F1
P0AGE0	1	1			1		1	4	1	1			1		1	A	SSB_ECOLI	1.14	1.29E+01	1.28E+03																								A
P0AGE6	1	1	1	1	1		1	6	1	1	1	1	1		1	A	YIEF_ECOLI	0.57	2.73E+00	5.18E+02		4.62	1	208.24	0.0048289	482.89																		A
P0AGF2	1		1		1		1	4	1		1		1		1	A	YGDK_ECOLI					0.87	1	41.26																				A
P0AGF6	1	1	1		1			4	1	1	2		1			B	THD2_ECOLI	0.13	3.34E-01	1.53E+02	0.38	1	1	24.12																				
P0AGG0	1		1		1		1	4	1		1		1		1	A	THIL_ECOLI					0.58	1	27.85																				A
P0AGG2	1	1	1		1		1	5	1	1	1		1		1	A	TESB_ECOLI	0.33	1.15E+00	3.15E+02		1.37	1	64.08																				A
P0AGG4	1	1	1		1	1	1	6	1	1	1		1	1	1	A	THIO2_ECOLI	0.29	9.31E-01	2.78E+02		0.67		32.03				926.88	0.28	 	0.28	 												A
P0AGG8	1	1	1	1	1		1	6	1	1	2	1	1		1	A	TLDD_ECOLI	0.24	7.19E-01	2.39E+02	0.42	1.37	1	64.08	0.037399	3739.9	155.34	1374.34																A
P0AGH3	1				1		1	3	1				1		1	B	SAPB_ECOLI																											B
P0AGH5	1		1		1		1	4	1		1		1		1	B	SAPC_ECOLI					1.51		1.45																				B
P0AGJ2	1				1		1	3	1				1		1	A	TRMH_ECOLI																											A
P0AGJ5	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	A	YFIF_ECOLI	0.36	1.28E+00	3.33E+02	0.46	1.87	1	86.65	0.0073575	735.75			0.22	0.09	0.4	0.18												A
P0AGJ7	1			1	1		1	4	1			1	1		1	A	YIBK_ECOLI								0.0025995	259.95																		A
P0AGK8	1	1	1		1		1	5	1	1	1		1		1	A	ISCR_ECOLI	0.33	1.15E+00	3.15E+02		4.34	1	196			4077.85																	A
P0AGL2	1				1			2	1				1			A	TDCF_ECOLI																											
P0AGL5	1				1		1	3	1				1		1	A	YFJG_ECOLI																											A
P0AGL7	1				1		1	3	1				1		1	A	RSME_ECOLI																											A
P0AGM0	1				1			2	1				1			B	YHHT_ECOLI																											
P0AGM5	1				1		1	3	1				1		1	B	SIRB1_ECOLI																											B
P0AGM7	1		1		1			3	1		1		1			B	URAA_ECOLI					1.15	1	54.08																				
P0AGM9	1				1			2	1				1			B	YICE_ECOLI																											
P0C037	1	1		1	1		1	5	1	1		1	1		1	A	YAIE_ECOLI	1	9.00E+00	1.04E+03	0.37				0.10625	10625																		A
P0C054	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	A	IBPA_ECOLI	1.67	4.54E+01	2.66E+03		3.22	1	146.75	0.14623	14623			0.22	 	0.22	 	 	0.22	0.22	 	  	0.22						A
P0C058	1	1		1	1		1	5	1	1		1	1		1	A	IBPB_ECOLI	0.88	6.50E+00	8.59E+02					0.0099857	998.57																		A
P0C066	1		1		1	1	1	5	1		1		1	1	1	I	MLTC_ECOLI					0.62	1						0.08	0.08	  	 												I
P0C093	1		1		1		1	4	1		2		1		1	A	SLMA_ECOLI					1.61	1	74.94																				A
P0C0K3	1				1		1	3	1				1		1	A	RDOA_ECOLI																											A
P0C0L2	1	1	1	1	1			5	1	1	1	1	1			A	OSMC_ECOLI	1	9.00E+00	1.04E+03	0.33	0.78	1	37.12	0.0008452	84.52		2333.19																
P0C0L7	1	1	1		1	1	1	6	1	1	2		1	1	1	B	PROP_ECOLI	0.36	1.31E+00	3.39E+02	0.34	0.52	0	25.05					0.12	 	0.15	0.15	 	  	0.06									B
P0C0R7	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	A	RLME_ECOLI	0.22	6.68E-01	2.29E+02		0.43	1	20.84	0.0047117	471.17			0.2	  	0.31	  	 	0.14	 	0.14	  	 						A
P0C0U4	1				1		1	3	1				1		1	A	RIMK_ECOLI																											A
P0C8K0	1				1			2	1				1			A	KBAZ_ECOLI																											
P0C960	1		1		1		1	4	1		1		1		1	I	EMTA_ECOLI					4.34	1																					I
P0CB39	1	1	1		1	1	1	6	1	1	2		1	1	1	B	CPTA_ECOLI	0.07	1.79E-01	1.06E+02	0.4	0.53	1	25.52					0.24	0.1	0.21	0.21	 	0.32	 	 	0.1	0.62	0.05	0.62	0.16	0.16	0.27	B
P10121	1	1	1		1	1	1	6	1	1	2		1	1	1	F1	FTSY_ECOLI	0.57	2.73E+00	5.18E+02	0.44	6.02	1	269.17					0.06	 	  	0.06												F1
P10346	1	1	1		1	1	1	6	1	1	2		1	1	1	F1	GLNQ_ECOLI	0.33	1.15E+00	3.15E+02	0.46	3.92	1	177.58				1438.27	0.95	1.21	0.94	0.7												F1
P10378	1	1		1	1		1	5	1	1		1	1		1	F1	ENTE_ECOLI	0.88	6.50E+00	8.59E+02					0.013405	1340.5																		F1
P10408	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	F1	SECA_ECOLI	0.57	2.73E+00	5.18E+02	0.53	5.17	1	232.24	0.028944	2894.4	616.88		0.07	  	0.03	0.07	 	0.12	0.12	 	0.1	 	 	0.03	0.07	0.03	0.07	F1
P10423	1				1			2	1				1			F2	IAP_ECOLI																											
P10441	1		1	1	1		1	5	1		2	1	1		1	F1	LPXB_ECOLI					0.45	1	21.78	0.0053436	534.36																		F1
P10442	1				1		1	3	1				1		1	A	RNH2_ECOLI																											A
P10443	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	A	DPO3A_ECOLI	0.1	2.69E-01	1.35E+02	0.38	0.17	1		0.0033995	339.95			0.03	 	0.03	 												A
P10905	1				1		1	3	1				1		1	B	UGPA_ECOLI																											B
P10906	1				1		1	3	1				1		1	B	UGPE_ECOLI																											B
P10907	1				1		1	3	1				1		1	F1	UGPC_ECOLI																											F1
P11071	1				1			2	1				1			A	ACEK_ECOLI																											
P11289	1				1		1	3	1				1		1	I	YFIL_ECOLI																											I
P11290	1				1		1	3	1				1		1	A	YIBD_ECOLI																											A
P11349	1	1	1	1	1		1	6	1	1	2	1	1		1	F1	NARH_ECOLI	0.08	2.12E-01	1.17E+02	0.55	1.41	1	66	0.00043816	43.816																		F1
P11350	1		1		1		1	4	1		1		1		1	B	NARI_ECOLI					0.93	1	1.31																				B
P11446	1				1		1	3	1				1		1	A	ARGC_ECOLI																											A
P11447	1				1		1	3	1				1		1	A	ARLY_ECOLI										2083.34																	A
P11454	1	1		1	1	1	1	6	1	1		1	1	1	1	F1	ENTF_ECOLI	0.45	1.80E+00	4.07E+02					0.012933	1293.3			0.01	  	0.01	  	 	0.01	 									F1
P11458	1	1			1		1	4	1	1			1		1	A	NADA_ECOLI	0.63	3.22E+00	5.71E+02								703.15																A
P11663	1				1			2	1				1			A	YGGD_ECOLI																											
P11875	1	1	1		1	1	1	6	1	1	2		1	1	1	A	SYR_ECOLI	0.67	3.64E+00	6.13E+02		5	1	216			567.96		0.05	 	0.05	 												A
P11880	1	1	1	1	1		1	6	1	1	2	1	1		1	A	MURF_ECOLI	0.18	5.20E-01	1.98E+02	0.4	0.33	1	16.12	0.008253	825.3																		A
P12008	1	1	1		1		1	5	1	1	1		1		1	B	AROC_ECOLI	0.23	7.01E-01	2.36E+02		0.33	1	16.12			290.8	1821.8																B
P12281	1	1	1	1	1		1	6	1	1	2	1	1		1	A	MOEA_ECOLI	0.29	9.31E-01	2.78E+02	0.37	5.81	1	260.06	0.0097959	979.59	288.44																	A
P12282	1			1	1		1	4	1			1	1		1	A	MOEB_ECOLI								0.0006032	60.32		831																A
P12295	1		1	1	1		1	5	1		1	1	1		1	A	UNG_ECOLI					0.64	1	30.64	0.0059671	596.71																		A
P12758	1	1	1		1		1	5	1	1	2		1		1	A	UDP_ECOLI	2.3	1.99E+02	6.26E+03		6.02	1	269.17				2716.72																A
P12994	1				1			2	1				1			A	YBHB_ECOLI																											
P12995	1				1			2	1				1			A	BIOA_ECOLI																											
P12996	1	1			1			3	1	1			1			B	BIOB_ECOLI	0.4	1.51E+00	3.68E+02	0.34						823.28	1757.88																
P12999	1				1			2	1				1			A	BIOC_ECOLI																											
P13000	1	1			1			3	1	1			1			A	BIOD_ECOLI	0.71	4.18E+00	6.64E+02							4801.7	1022.77																
P13001	1		1		1		1	4	1		1		1		1	A	BIOH_ECOLI					0.36	1																					A
P13009	1	1	1		1	1	1	6	1	1	1		1	1	1	A	METH_ECOLI	0.09	2.33E-01	1.24E+02	0.42	0.09	1	4.57			289.23		0.06	 	0.05	 	 	  	0.07									A
P13016	1				1		1	3	1				1		1	A	AMPD_ECOLI																											A
P13024	1	1	1		1		1	5	1	1	1		1		1	A	FDHE_ECOLI	0.25	7.78E-01	2.50E+02		4.27	1	192.93																				A
P13029	1	1	1	1	1		1	6	1	1	2	1	1		1	A	KATG_ECOLI	0.87	6.43E+00	8.53E+02	0.51	10	1	444.52	0.0065919	659.19	1702.49																	A
P13033	1		1		1			3	1		1		1			F1	GLPB_ECOLI					0.83						2109.46																
P13039	1				1			2	1				1			A	FES_ECOLI																											
P13518	1		1	1	1		1	5	1		1	1	1		1	B	YHDA_ECOLI					0.18	1	0.87	0.0031104	311.04																		B
P14081	1		1	1	1		1	5	1		1	1	1		1	A	SELB_ECOLI					0.68		33	0.0029921	299.21																		A
P14294	1		1	1	1		1	5	1		1	1	1		1	A	TOP3_ECOLI					0.11	1		0.0036302	363.02																		A
P14376	1		1	1	1	1	1	6	1		2	1	1	1	1	B	RCSC_ECOLI					0.35		1.05	0.0035097	350.97			0.03	 	  	0.03												B
P14407	1		1		1			3	1		1		1			A	FUMB_ECOLI					0.13	1	6.53				3323.99																
P15034	1	1	1	1	1		1	6	1	1	2	1	1		1	A	AMPP_ECOLI	0.41	1.58E+00	3.78E+02	0.42	7.19	1	319.74	0.041147	4114.7	131.52																	A
P15038	1	1	1		1	1	1	6	1	1	1		1	1	1	A	HELD_ECOLI	0.05	1.25E-01	8.66E+01	0.3	0.09	1						0.09	  	   	0.09												A
P15042	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	A	DNLJ_ECOLI	0.06	1.55E-01	9.79E+01		0.28	1	13.75	0.0089286	892.86	277.94	2205.34	0.04	 	0.04	 												A
P15067	1				1			2	1				1			A	GLGX_ECOLI																											
P15254	1	1	1	1	1		1	6	1	1	2	1	1		1	A	PUR4_ECOLI	0.74	4.50E+00	6.94E+02		0.79	1	37.58	0.015984	1598.4																		A
P15288	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	A	PEPD_ECOLI	1.58	3.69E+01	2.36E+03	0.52	21.91	1	941.79	0.069545	6954.5	308.94	4154.99	0.06	 	0.06	 	 	  	0.06									A
P15639	1	1	1		1		1	5	1	1	1		1		1	A	PUR9_ECOLI	1.48	2.93E+01	2.06E+03		7	1	289.95			107.62	3547.72																A
P15640	1	1	1		1			4	1	1	1		1			A	PUR2_ECOLI	0.59	2.87E+00	5.35E+02	0.49	0.78	1	37.12				767.07																
P15723	1				1	1		3	1				1	1		A	DGTP_ECOLI												0.06	  	   	0.06												
P15770	1	1	1	1	1		1	6	1	1	2	1	1		1	A	AROE_ECOLI	0.5	2.16E+00	4.53E+02		1.03	1	49	0.0057867	578.67																		A
P15877	1	1	1		1	1	1	6	1	1	1		1	1	1	B	DHG_ECOLI	0.52	2.28E+00	4.67E+02	0.41	13.38	1	2.04					0.15	 	0.18	0.18	 	  	0.12	 	0.16	 	 	0.16	0.12			B
P15977	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	A	MALQ_ECOLI	0.12	3.18E-01	1.49E+02	0.33	0.78	1	37.12	0.0065146	651.46	100.16		0.29	0.23	0.5	0.63	 	0.23	 	0.18	  	0.23	 	  	0.04			A
P15993	1		1		1		1	4	1		1		1		1	B	AROP_ECOLI					1.68	1	1.48																				B
P16095	1	1	1		1	1	1	6	1	1	2		1	1	1	B	SDHL_ECOLI	0.3	9.95E-01	2.89E+02	0.44	2.55	1	117.04					0.23	 	0.47	 	0.21	0.14	0.21	 	  	0.14						B
P16384	1				1		1	3	1				1		1	A	MIAA_ECOLI																											A
P16430	1				1			2	1				1			B	HYCD_ECOLI																											
P16431	1		1	1	1			4	1		1	1	1			B	HYCE_ECOLI					0.13		6.53	0.00064249	64.249																		
P16432	1				1			2	1				1			A	HYCF_ECOLI																											
P16433	1				1		1	3	1				1		1	A	HYCG_ECOLI																											A
P16456	1	1	1		1	1	1	6	1	1	2		1	1	1	A	SELD_ECOLI	0.73	4.41E+00	6.86E+02		11.74	1	514.33			1300.64	383.54	0.19	 	0.19	 												A
P16525	1				1		1	3	1				1		1	A	TUS_ECOLI																											A
P16528	1	1			1	1	1	5	1	1			1	1	1	A	ICLR_ECOLI	0.14	3.89E-01	1.67E+02	0.29								0.11	 	  	0.11												A
P16659	1	1	1		1	1	1	6	1	1	2		1	1	1	A	SYP_ECOLI	1.58	3.68E+01	2.35E+03		17.96	1	776.69			3361.71	5880.91	0.37	 	0.66	 	 	0.35	0.5	0.11	  	0.22						A
P16676	1				1	1	1	4	1				1	1	1	F1	CYSA_ECOLI												0.08	 	  	0.08												F1
P16677	1				1			2	1				1			F1	PHNC_ECOLI																											
P16678	1			1	1			3	1			1	1			F1	PHNK_ECOLI								0.0068894	688.94																		
P16679	1				1			2	1				1			F1	PHNL_ECOLI																											
P16682	1			1	1			3	1			1	1			G	PHND_ECOLI								0.0017324	173.24																		
P16684	1				1		1	3	1				1		1	A	PHNF_ECOLI																											A
P16685	1				1			2	1				1			A	PHNG_ECOLI																											
P16686	1				1			2	1				1			A	PHNH_ECOLI																											
P16687	1				1			2	1				1			A	PHNI_ECOLI																											
P16689	1				1			2	1				1			A	PHNM_ECOLI																											
P16691	1				1		1	3	1				1		1	A	PHNO_ECOLI																											A
P16700	1				1		1	3	1				1		1	G	CYSP_ECOLI										1329.73																	G
P16703	1			1	1			3	1			1	1			A	CYSM_ECOLI								0.0042273	422.73	2751.77																	
P17109	1	1	1	1	1		1	6	1	1	1	1	1		1	A	MEND_ECOLI	0.09	2.33E-01	1.24E+02	0.32	0.19	1		0.0038617	386.17																		A
P17115	1		1		1		1	4	1		2		1		1	A	GUTQ_ECOLI					1.64	1	76.29																				A
P17334	1				1			2	1				1			B	PTQC_ECOLI																											
P17410	1				1			2	1				1			A	CHBR_ECOLI																											
P17411	1				1			2	1				1			A	CHBF_ECOLI																											
P17443	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	F1	MURG_ECOLI	0.13	3.59E-01	1.60E+02		0.26	1	12.79	0.0053294	532.94			0.69	0.39	1.68	0.93	 	0.29	 	 	  	0.18						F1
P17802	1			1	1			3	1			1	1			A	MUTY_ECOLI								0.0028775	287.75																		
P17854	1				1		1	3	1				1		1	A	CYSH_ECOLI										1398.84																	A
P17888	1				1		1	3	1				1		1	A	PRIA_ECOLI																											A
P17952	1	1	1		1	1	1	6	1	1	2		1	1	1	A	MURC_ECOLI	0.26	8.33E-01	2.60E+02		0.69	1	32.96					0.13	 	0.06	0.2												A
P17993	1	1	1	1	1		1	6	1	1	2	1	1		1	A	UBIG_ECOLI	0.36	1.31E+00	3.39E+02		2.16	1	99.64	0.0076549	765.49	1003.63																	A
P18196	1	1			1		1	4	1	1			1		1	A	MINC_ECOLI	0.25	7.78E-01	2.50E+02																								A
P18200	1				1			2	1				1			B	PGPA_ECOLI																											
P18335	1				1		1	3	1				1		1	A	ARGD_ECOLI										4458.17																	A
P18390	1	1	1		1			4	1	1	1		1			G	YJJA_ECOLI	0.4	1.51E+00	3.68E+02	0.36	0.93	1	44.02																				
P18392	1		1		1		1	4	1		1		1		1	B	RSTB_ECOLI					0.93	1	1.31																				B
P18776	1				1		1	3	1				1		1	F2	DMSB_ECOLI																											F2
P18843	1	1	1	1	1		1	6	1	1	1	1	1		1	A	NADE_ECOLI	0.79	5.11E+00	7.46E+02		4.08	1	185	0.012897	1289.7	992.26																	A
P18956	1			1	1			3	1			1	1			G	GGT_ECOLI								0.0013207	132.07	330.36																	
P19318	1				1		1	3	1				1		1	F1	NARY_ECOLI																											F1
P19319	1			1	1		1	4	1			1	1		1	F1	NARZ_ECOLI								0.00038678	38.678																		F1
P19323	1		1		1			3	1		1		1			A	FHLA_ECOLI					0.12		6.05			63.26																	
P19624	1				1		1	3	1				1		1	A	PDXA_ECOLI																											A
P19931	1				1			2	1				1			A	HYAE_ECOLI																											
P19932	1				1			2	1				1			A	HYAF_ECOLI																											
P20083	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	A	PARE_ECOLI	0.07	1.79E-01	1.06E+02	0.42	0.87	1	41.26	0.0037553	375.53			0.25	  	   	0.25												A
P21151	1		1	1	1		1	5	1		2	1	1		1	A	FADA_ECOLI					1	1	24.12	0.0012357	123.57																		A
P21156	1				1		1	3	1				1		1	A	CYSD_ECOLI										5705.04																	A
P21165	1	1	1	1	1		1	6	1	1	2	1	1		1	A	PEPQ_ECOLI	0.74	4.46E+00	6.90E+02	0.49	5.19	1	233.11	0.020075	2007.5	1320.43	671.19																A
P21169	1	1		1	1		1	5	1	1		1	1		1	A	DCOR_ECOLI	0.08	2.02E-01	1.14E+02					0.0014879	148.79																		A
P21170	1	1	1		1		1	5	1	1	2		1		1	A	SPEA_ECOLI	1.05	1.01E+01	1.11E+03		6.94	1	308.96			3144.18																	A
P21177	1		1	1	1		1	5	1		2	1	1		1	A	FADB_ECOLI					0.19	1	9.44	0.00088655	88.655																		A
P21179	1		1	1	1		1	5	1		1	1	1		1	A	CATE_ECOLI					0.53	1	25.52	0.061692	6169.2																		A
P21338	1	1		1	1		1	5	1	1		1	1		1	G	RNI_ECOLI	0.31	1.03E+00	2.95E+02					0.00060288	60.288																		G
P21345	1		1		1		1	4	1		1		1		1	B	GLTP_ECOLI					0.52	1	1.16																				B
P21369	1			1	1			3	1			1	1			A	PNCA_ECOLI								0.0085101	851.01																		
P21499	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	A	RNR_ECOLI	0.29	9.62E-01	2.83E+02		1.09	1	51.34	0.036361	3636.1			0.18	  	0.23	0.42	 	0.15	0.07	 	  	0.15	 	0.04	 			A
P21503	1				1			2	1				1			B	YCAD_ECOLI																											
P21517	1				1			2	1				1			A	MALZ_ECOLI																											
P21599	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	A	KPYK2_ECOLI	0.73	4.34E+00	6.79E+02		13.07	1	404.41	0.050419	5041.9	389.04		0.51	 	1.8	 	 	0.36	0.13	0.13	  	 	 	0.13	 			A
P21645	1	1	1	1	1		1	6	1	1	1	1	1		1	A	LPXD_ECOLI	0.5	2.16E+00	4.53E+02		1	1	33.42	0.041892	4189.2																		A
P21693	1				1		1	3	1				1		1	A	DBPA_ECOLI																											A
P21866	1			1	1		1	4	1			1	1		1	A	KDPE_ECOLI								0.0023184	231.84																		A
P21888	1	1	1	1	1		1	6	1	1	2	1	1		1	A	SYC_ECOLI	0.63	3.28E+00	5.77E+02		7	1	289.95	0.032122	3212.2																		A
P21889	1	1	1	1	1		1	6	1	1	2	1	1		1	F1	SYD_ECOLI	1.03	9.75E+00	1.09E+03		9	1	398	0.071289	7128.9	1675.34																	F1
P21893	1		1	1	1		1	5	1		2	1	1		1	B	RECJ_ECOLI					0.23	1	11.36	0.0020851	208.51																		B
P22106	1	1	1		1		1	5	1	1	1		1		1	A	ASNB_ECOLI	0.71	4.11E+00	6.58E+02	0.47	0.41	1	20			232.87	1821.8																A
P22256	1	1	1		1		1	5	1	1	1		1		1	A	GABT_ECOLI	0.1	2.59E-01	1.32E+02	0.39	1.68		78																				A
P22259	1	1	1		1	1	1	6	1	1	2		1	1	1	A	PCKA_ECOLI	1.13	1.25E+01	1.26E+03	0.55	49.12	1	2060.04				1757.88	0.11	 	0.11	 												A
P22333	1	1	1		1	1	1	6	1	1	2		1	1	1	A	ADD_ECOLI	0.3	9.95E-01	2.89E+02		4.27	1	192.93				6967.6	0.19	 	0.3	 	 	0.09	0.19									A
P22523	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	A	MUKB_ECOLI	0.35	1.22E+00	3.26E+02		0.82	1	38.96	0.015536	1553.6			0.08	 	0.06	 	 	0.04	0.19	 	  	0.02						A
P22524	1		1		1		1	4	1		1		1		1	A	MUKE_ECOLI					1.68	1	78			282.45																	A
P22525	1			1	1		1	4	1			1	1		1	B	YCBB_ECOLI								0.0011286	112.86																		B
P22634	1		1	1	1	1	1	6	1		2	1	1	1	1	A	MURI_ECOLI					0.58	1	27.85	0.0056309	563.09			0.17	 	0.11	 	 	  	0.22									A
P22731	1				1		1	3	1				1		1	F1	LIVF_ECOLI																											F1
P22787	1				1			2	1				1			A	YIFB_ECOLI																											
P22939	1		1	1	1		1	5	1		2	1	1		1	A	ISPA_ECOLI					2.16	1	99.64	0.0096814	968.14		287.65																A
P23003	1	1	1	1	1		1	6	1	1	2	1	1		1	A	TRMA_ECOLI	0.12	3.11E-01	1.47E+02		1.23	1	57.72	0.010361	1036.1		1086.69																A
P23256	1				1			2	1				1			B	MALY_ECOLI																											
P23331	1	1	1		1			4	1	1	1		1			A	KITH_ECOLI	0.67	3.64E+00	6.13E+02		0.39	1	18.96																				
P23367	1			1	1		1	4	1			1	1		1	A	MUTL_ECOLI								0.002748	274.8																		A
P23522	1		1	1	1			4	1		1	1	1			A	GARL_ECOLI					0.47	1	22.71	0.00072667	72.667																		
P23524	1			1	1			3	1			1	1			B	GLXK2_ECOLI								0.0010949	109.49																		
P23538	1		1	1	1	1	1	6	1		2	1	1	1	1	A	PPSA_ECOLI					8.52	1	376.93	0.048476	4847.6	582.86		0.14	 	0.12	0.26	 	  	0.04									A
P23721	1	1	1	1	1		1	6	1	1	1	1	1		1	A	SERC_ECOLI	2.24	1.71E+02	5.74E+03		3.81	1	172.75	0.078687	7868.7	8305.57	5273.64																A
P23830	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	F1	PSS_ECOLI	0.15	4.25E-01	1.76E+02	0.35	2.16	1	99.64	0.036911	3691.1			0.31	0.13	0.13	0.2	 	0.89	0.53	0.44	0.06	 	 	0.13	 			F1
P23836	1	1	1		1		1	5	1	1	2		1		1	A	PHOP_ECOLI	0.82	5.58E+00	7.86E+02	0.3	2.46	1	113.03				2045.53																A
P23837	1		1	1	1		1	5	1		1	1	1		1	B	PHOQ_ECOLI					1	1	1.24	0.0027951	279.51																		B
P23839	1	1	1		1		1	5	1	1	2		1		1	A	YICC_ECOLI	0.94	7.73E+00	9.50E+02	0.44	3.96	1	179.34																				A
P23843	1	1	1		1		1	5	1	1	1		1		1	G	OPPA_ECOLI	2.78	6.05E+02	1.20E+04	0.41	11.12	1	487.98			5256.88	14254.81																G
P23845	1			1	1		1	4	1			1	1		1	A	CYSN_ECOLI								0.0015907	159.07	3178.27																	A
P23847	1	1	1	1	1		1	6	1	1	1	1	1		1	G	DPPA_ECOLI	0.62	3.16E+00	5.65E+02	0.52	0.58	1	27.85	0.00011962	11.962	2045.15	35637.02																G
P23862	1				1		1	3	1				1		1	A	PRIC_ECOLI																											A
P23865	1	1	1		1		1	5	1	1	2		1		1	F2	PRC_ECOLI	0.28	9.11E-01	2.74E+02	0.39	2.16	1	99.64				2365.15																F2
P23871	1			1	1		1	4	1			1	1		1	A	HEMH_ECOLI								0.00020451	20.451																		A
P23872	1				1			2	1				1			A	AES_ECOLI																											
P23878	1				1		1	3	1				1		1	F1	FEPC_ECOLI																											F1
P23882	1	1	1	1	1		1	6	1	1	1	1	1		1	A	FMT_ECOLI	1	9.00E+00	1.04E+03		3.64	1	165.27	0.010791	1079.1		1214.54																A
P23886	1		1	1	1	1	1	6	1		2	1	1	1	1	B	CYDC_ECOLI					0.32	1	15.65	0.0067555	675.55			1.25	 	1.25	 												B
P23893	1	1	1		1	1	1	6	1	1	2		1	1	1	A	GSA_ECOLI	0.8	5.31E+00	7.63E+02		14.85	1	645.93			288.09		0.28	 	0.63	 	0.23	  	0.32	0.15	  	0.07						A
P23894	1	1	1	1	1	1	1	7	1	1	2	1	1	1	1	B	HTPX_ECOLI	0.29	9.31E-01	2.78E+02		2.51	1	115.26	0.0095725	957.25			0.21	 	0.15	0.27												B
P23898	1		1		1			3	1		1		1			I	NLPC_ECOLI					1.31	1																					
P23908	1		1	1	1		1	5	1		1	1	1		1	A	ARGE_ECOLI					0.36	1	17.54	0.0052867	528.67	202.25																	A
P23909	1	1	1		1	1	1	6	1	1	2		1	1	1	B	MUTS_ECOLI	0.05	1.29E-01	8.80E+01		0.45	1	21.78					0.07	  	0.03	  	 	0.19	 	0.03	  	 	 	  	0.03			B
P23917	1	1	1		1		1	5	1	1	1		1		1	B	MAK_ECOLI	0.17	4.68E-01	1.86E+02		0.58	1	27.85																				B
P23930	1	1	1		1	1	1	6	1	1	2		1	1	1	B	LNT_ECOLI	0.17	4.68E-01	1.86E+02		0.26	1	12.79					2.51	0.59	7.07	2.19	 	  	0.18									B
P24171	1	1	1	1	1		1	6	1	1	2	1	1		1	A	DCP_ECOLI	0.61	3.06E+00	5.54E+02	0.3	2.05	1	94.72	0.013442	1344.2	344.77																	A
P24173	1		1		1		1	4	1		1		1		1	A	RFAC_ECOLI					0.27	1																					A
P24174	1				1		1	3	1				1		1	A	MANC_ECOLI										89.27																	A
P24175	1				1		1	3	1				1		1	A	MANB_ECOLI																											A
P24177	1		1		1	1	1	5	1		1		1	1	1	B	ACRD_ECOLI					0.12		0.76					0.03	 	0.03	 												B
P24178	1	1			1			3	1	1			1			A	YFFB_ECOLI	1	9.00E+00	1.04E+03	0.37																							
P24182	1	1	1		1	1	1	6	1	1	4		1	1	1	A	ACCC_ECOLI	1.19	1.45E+01	1.37E+03		12.46	1	544.88			1726.4	1278.46	0.54	  	0.67	0.38	 	0.78	0.14	0.47	  	0.78						A
P24186	1	1	1		1		1	5	1	1	1		1		1	A	FOLD_ECOLI	1.13	1.23E+01	1.25E+03		5.58	1	250.07																				A
P24188	1		1	1	1		1	5	1		1	1	1		1	A	YCEA_ECOLI					0.23	1	11.36	0.014756	1475.6																		A
P24192	1		1	1	1		1	5	1		1	1	1		1	A	HYPD_ECOLI					0.31	1	15.17	0.0015759	157.59																		A
