A	0.39	0.08	1.03		0.4	P08956
A	0.47	1.88	3.45	1.81	1.54	P08957
B	0.51	7.91	1.14	1.27	1.11	P09323
A		157.49	6.57	6.9	3.64	P09372
A	0.77	19.59	10.32	5.12	6.29	P09373
A	0.45	0.31	21.6	15.04	12.33	P09831
F1		0.23	1.24	0.54	0.6	P0A698
F1		999	30.19	65.82	53.33	P0A6A8
F1		9	9.73	7.98	5.75	P0A6E6
A		99	27.41	24.56	44.22	P0A6F9
A		6	7.91	5.68	3.18	P0A6I0
A		1.85	2.34			P0A6L0
A_trl		69.79	17.55	26.03	12.3	P0A6P1
A		7.58	12.4	7.85	7.54	P0A6T5
F1		0.86	2.45	1.15	0.56	P0A6U3
A_trl		22.71	10.54	13.65	5.57	P0A6X7
A_trl		25.83	16.79	12.62	13.03	P0A6Y1
A		3.92		1.88	0.83	P0A6Y5
A_trl		15.47	7.79	4.17	3.64	P0A705
A_trl		16.78	26.97	48.5	42.41	P0A707
A		2.78	3.47	2.99	1.82	P0A749
A		9	11.38	3.3	4.88	P0A780
F1		2.95	2.48	1.28	0.89	P0A7A7
A_trl		5.11	3.4	1.76	1.75	P0A7D1
A_trl		11.59	26.85	59.01	42.36	P0A7J7
A_trl		9.999	22.66	38.72	29.55	P0A7K2
A_trl		53.12	26.29	54.74	35.05	P0A7L0
A_trl		11.59	10.27	19.68	6.02	P0A7L3
A_trl		214.44	8.88	15.61	8.19	P0A7L8
A_trl		25.83	22.88	68.36	33.24	P0A7M2
A_trl		16.78	20.04	12.44	15.23	P0A7M6
A_trl		45.42	13.96	32.22	13.53	P0A7M9
A_trl		463.16	17.3	32.27	19.09	P0A7N4
A_trl		176.83	23.86	61.65	23.54	P0A7N9
A_trl	0.73	99	16.45	13.47	11.06	P0A7P5
A_trl		3.64	21.22	32.57	24.16	P0A7Q1
A_trl		17.74	9.17	9.04	3.21	P0A7R1
A_trl		16.78	28.09	58.16	56.56	P0A7S3
A_trl		55.23	23.26	21.51	17.73	P0A7T7
A_trl		315.23	15.26	36.22	9.77	P0A7U7
A_trl		30.62	32.99	35.81	37.31	P0A7V3
A		36.28	13.64	14.12	8.79	P0A862
A	0.64	9	7.35	3.84	4.61	P0A8B5
B		5.31	10.74	1.63	8.22	P0A8G6
A		2.16		2.42	1.39	P0A8H6
F1		1.15	3.77	2.09	1.44	P0A8K1
A		18.31	6.55	6.98	3.29	P0A8R0
A		1	1.32	0.94	0.67	P0A8T1
I	0.47	4.01	7.71	6.51	4.28	P0A903
I		3.64	16.93	9.88	19.86	P0A905
H	0.78	17.33	39.5	47.46	46	P0A910
A		1.64			13.2	P0A991
F1	0.52	17.23	12.56	5.88	11.56	P0A9A6
A	0.42	14.85	6.17	3.96	4.72	P0A9L3
B		11.92	2.67	1.18	1.61	P0A9M8
B	0.27	2.41	6.6	0.84	11.04	P0A9S3
A		99	25.86	72.32	38.3	P0A9Y6
A		55.23	3.6	1.85	1.1	P0A9Z1
A		55.23	24.46	19.62	16.59	P0AA04
A		45.42	12.33	12.42	7.19	P0AA25
A	0.45	9		8.63	6.81	P0AAC8
F1	0.28	2.69	1.58	0.9	2.3	P0AAG8
B		7.89	7.36	7.31	3.96	P0AAI3
A		1.51	2.43	0.89	0.55	P0AAR3
B	0.27	1.51		0.92		P0AB01
A	0.36	20.54		47.19	28.79	P0AB28
B		198.53	22.47	20.9	35.73	P0ABA0
F1		34.94	31.51	25.7	45.16	P0ABA4
F1		28.29	23.26	10.51	20.81	P0ABB0
A	0.53	14.85	5.95	5.11	2.46	P0ABD5
A	0.51	5.81	12.64	10.8	13.53	P0ABD8
B	0.53	3.64	8.33	2.98	4.93	P0ABK2
A		1.24	4.73	3.98	3.98	P0ABQ0
G	0.48	2.43	8.99	4.54	4.77	P0ABZ6
A	0.44	9	16.53	8.48	14.23	P0AC62
A		16.01		2.76	2.06	P0ACA7
A	0.47	5.31	12.27	10.33	5.91	P0ACG1
A		1.74	4.64	2.15	1.34	P0ACN4
A	0.43	1.99	4.31	2.2	1.65	P0ACP7
A		4.34	8.86	4.65	5.53	P0ACR9
A_trl	0.37	67.13		3.96	14.7	P0AD49
I	0.33	1.45	24.28	34.23	52.22	P0ADA3
A	0.62	21.54	1.66	1.17		P0ADG4
B		13.87	13.7	9.74	6.89	P0ADG7
B	0.36	1.03		1.43	2.24	P0ADT8
A	0.48	2.98		3.38	7.29	P0ADU2
A_trl		38.81	33.1	39.15	49.04	P0ADZ0
E	0.42	3.81	9.64	4.9	7.14	P0AE06
F1	0.35	7.11	5.78	1.89	5.67	P0AE88
B		0.78	14.77	2.48	12.67	P0AEH5
A		12.34	3.63	2.23	1.23	P0AES6
G	0.62	7.38	26.08	27.72	17.85	P0AEU7
B		2.16	3.17	2	1.43	P0AG14
A_trl		18.31	34.03	71.89	66.46	P0AG48
A_trl		157.49	21.45	26.64	26.19	P0AG51
A_trl	0.78	185.32	27.77	48.88	36.57	P0AG67
A	0.63	26.83	11.45	4.07	9.06	P0AGE9
A_trl		11.74	6.49	3.59	2.96	P0AGJ9
A	0.37	5.31		17.48	4.43	P0AGK4
A_trl		30.62	27.54	30.55	42.07	P0C018
B	0.36	1.89		2.36	5.03	P0C0S1
G		4.62	1.79	0.85	1.27	P0C0V0
A	0.28	45.42	24.15	25.22	59.34	P0C8J6
A	0.3	43.67	29.11	18.99	70.96	P0C8J8
H		1.74	1.05	0.69	0.81	P10384
B		1.68	7.68	4.87	2.97	P11557
F1	0.39	12.77		10.36	9.79	P13035
H	0.42	1.82				P13036
G	0.36	1.05				P15028
A		9	4.06	1.69	3.62	P17117
A		17.74	4.74	3.34	2.5	P17169
H	0.41	3.83	2.87	1.2	1.51	P17315
A		0.19	2.86		1.32	P17445
F2		0.11				P18775
B	0.39	0.35	5.71	3.26	1.75	P19934
A	0.42	5.42	2.88	1.46	1.06	P21507
F1	0.49	5.71	5.84	3.13	2.05	P21513
A		1.22	4.75	2.07	1.74	P22188
G		2.59	1.78	0.9	0.93	P23827
A	0.67	45.42	16.11	15.54	10.24	P23869
A		2.41		1.87	1.07	P24203
A	0.43	4.01	13.59	0.58	8.98	P24251
A	0.34	0.97	2.45	0.84	0.81	P25397
A	0.32	0.95	2.17	1.18	2.08	P25516
A	0.33	5.21	4.47	2.1	11.09	P25553
I	0.29	1.51		0.82	0.8	P25894
A	0.35	2.16		1.41	1.7	P26646
A		5.16	4.87	2.8	2.5	P27248
B	0.39	0.86	1.79	0.82	0.42	P27303
B	0.34	4.01		4.53	4.27	P27434
A	0.32	0.55	3.98	1.06	1.94	P28304
A	0.48	15.68			0.31	P30744
B		2.38	2.52	1.95	0.99	P31680
G		0.07				P31828
G	0.44	4.57	1.01	0.43	0.5	P32176
B	0.32	2.41		1.2	0.55	P32703
A		0.23	6.26	2.33	2.3	P33221
F1		99	20.57	14.79	53.94	P37188
A		2.07	1.19	0.5	1.35	P37330
F1		1.23		1.13	0.77	P37349
B	0.32	1.29		1.54	2.6	P37626
I	0.5	7				P37665
B		10.29	11.36	4.51	4.5	P37744
A	0.31	11.33	8.79	4.05	3.54	P37759
A	0.28	6.02	8.2	4.4	3.4	P37760
G		1.02	1.82	0.85	0.85	P39099
G		0.36		2.07	1.94	P39172
A	0.38	1.98	0.79	0.58	0.28	P39377
B	0.53	2.59		0.61	0.15	P39396
B		0.28	1.68	1.17	0.89	P39401
G		0.15			0.35	P40120
A		0.78	1.88	1.08	0.59	P41407
A	0.5	1.85		1.97	0.85	P42641
F1		1.15	2.83	1.33	1.06	P43672
I	0.37	1.01			1.37	P45464
G		9	4.34	6.01	1.93	P45523
G	0.34	1.15	13.82	10.93	7.53	P45955
A		1.92	3.4	1.78	1.72	P60240
A_trl		411.46	36.62	63.78	73.52	P62399
B	0.38	12.89		3.37	14.28	P64581
I	0.37	3.64		2.44	2.23	P64596
A_trl		2153.43	16.78	19.12	18.62	P68679
B		9	29.19	28.37	44.78	P68699
A_trl	0.76	132.35	30.34	37.99	36.47	P68919
A_trl		55.23	18.71	15.27	6.58	P69222
I	0.32	4.62	7.35	2.84	3.42	P69411
B		9			4.82	P69428
I		9	30.26	91.88	68.67	P69776
F1	0.42	12.69	19.26	5.67	6.89	P69797
F1		14.85	24.67	18.13	63.83	P69828
B		2.59	14.85	3.5	39.27	P69831
A	0.42	1.51	8.96	11.87	9.71	P69913
A		1.15		2.38	3.05	P75913
B		0.33		1.15	1.1	P75958
A		0.93			3.75	P76014
G		0.37			3.07	P76116
G		3.81			1.48	P76177
B		14	5.34	7.06	2.09	P76372
A		1			0.9	P76536
A		9	5.32	2.15	3.36	P77395
I		2.16				P77562
A_trl		2.65	3.39	1.7	1.25	P77718
A		11.92			5.58	Q46868
A	0.44	1.51	7.07	4.12		P0A9E5
B	0.52	5.45	4.42	4.76	3.35	P0ABC3
G		0.39	6.54	3.23	2.86	P0AEG4
H		1.97	1.1	0.7	0.37	P06129
H	0.46	0.56	2.83	1.2	1.38	P06971
A		6.02		5.11	3.98	P0A8A0
A		2.46			0.79	P0A8A2
H	0.62	17.74	6.98	4.82	2.83	P0A927
B	0.46	1.74	6.91	4.88	6.02	P0ABC7
F1	0.45	1.68	2.33	1.77	1.31	P0AFM6
A		9			0.27	P77695
