Entry Name	Total #Tryptic Peptides	# Detectable Tryptic Peptides	Detectable(%)	mean gravy	mean m/z
P00363	16	10	62.5	0.0405257416731874	897.551238265664
P00393	20	13	65	-0.0592532950687583	765.80373344617
P00550	12	4	33.3333333333333	0.896773504273504	1177.52460059524
P00561	20	14	70	0.292941667250878	715.767834958333
P00803	21	7	33.3333333333333	0.242673469387755	928.013767916666
P00804	9	7	77.7777777777778	0.813958365164247	1105.98927185185
P00811	18	12	66.6666666666667	-0.173015052874967	919.028075
P02918	23	14	60.8695652173913	0.163526790669648	740.923202892157
P02925	21	12	57.1428571428571	0.244366148827536	811.196731333333
P02930	18	11	61.1111111111111	-0.585725781395638	828.19088
P02931	18	9	50	-0.173151250982133	954.507396666667
P03961	11	5	45.4545454545455	0.0242410729367251	1100.91444930556
P04825	23	13	56.5217391304348	-0.329348030137504	789.906196342592
P04968	19	13	68.4210526315789	0.232426570828862	759.85632254902
P04983	28	14	50	0.075418051836119	703.838525888889
P05458	20	11	55	-0.150757414995383	835.583292111111
P06136	25	10	40	-0.464547739297739	828.675871805556
P06149	24	11	45.8333333333333	-0.0859297565179919	799.788247777778
P06282	20	15	75	-0.200961329030447	770.291382561403
P06611	18	8	44.4444444444444	-0.195715262066365	838.361177416667
P06616	24	10	41.6666666666667	0.0734370199116329	775.185423697917
P06709	19	10	52.6315789473684	0.160401394901395	914.012339242424
P07000	24	14	58.3333333333333	-0.0242929234630916	709.094487261905
P07001	21	11	52.3809523809524	0.0708811080546723	773.433810909091
P07003	15	10	66.6666666666667	0.067204365079365	939.361778973684
P07014	23	16	69.5652173913043	-0.336788452560511	676.969565964912
P07109	26	10	38.4615384615385	-0.0428499417249417	803.211322388889
P07650	17	13	76.4705882352941	0.20115748602101	780.228763645833
P07654	15	9	60	0.687967372134039	801.170483703704
P07821	23	12	52.1739130434783	0.0506993994567524	742.571804875
P07822	14	9	64.2857142857143	0.143385962822065	1086.79722102564
P08200	26	13	50	-0.257306895383819	682.779146764706
P08331	23	12	52.1739130434783	0.0136077008207763	824.845450238095
P08395	27	12	44.4444444444444	0.117429075554076	807.595982333333
P08400	20	12	60	-0.221552754147231	745.347426041667
P08401	19	10	52.6315789473684	0.176491441066254	900.348606559524
P08506	19	12	63.1578947368421	0.0674033578077696	797.623893020833
P08839	21	11	52.3809523809524	-0.0444087652159752	865.74160125
P09152	30	9	30	-0.870696593854489	746.808333461538
P09391	16	9	56.25	0.128208168642951	839.705325358975
P09394	27	11	40.7407407407407	-0.46277915173609	703.9475625
P09546	21	10	47.6190476190476	-0.0805887445887446	642.814667435897
P09549	21	9	42.8571428571429	-0.200941639507283	814.481800416667
P0A6A0	30	11	36.6666666666667	0.226511619693438	674.029354047619
P0A6H8	23	9	39.1304347826087	0.37494477987899	982.926718888889
P0A6J1	17	9	52.9411764705882	-0.0168553443553444	780.097975977778
P0A6J3	14	6	42.8571428571429	0.209604349139233	766.306226111111
P0A6J5	22	12	54.5454545454545	-0.516303158982662	793.801529
P0A6Q6	14	7	50	0.206983082706767	839.081126916667
P0A6X3	7	5	71.4285714285714	-0.054775176514307	894.41841834127
P0A6Y8	20	12	60	-0.151672054797055	873.597889583333
P0A6Z3	26	12	46.1538461538462	-0.401236618319952	721.534054460784
P0A734	8	6	75	0.260208333333333	683.87555
P0A756	15	9	60	-0.168681630642415	858.212919960784
P0A759	22	12	54.5454545454545	-0.200103045647163	853.716188518519
P0A766	9	6	66.6666666666667	1.12758838383838	859.385599166667
P0A7B1	29	15	51.7241379310345	-0.279303612566771	683.323743627451
P0A7B3	16	9	56.25	0.100434275238197	930.039905059524
P0A7E1	20	15	75	-0.220741242329952	684.415339166667
P0A7E5	19	12	63.1578947368421	0.13484570802005	832.655798039216
P0A7J0	16	11	68.75	-0.010977707288449	771.900432604167
P0A855	19	7	36.8421052631579	-0.0755246842326675	799.4618115
P0A879	22	13	59.0909090909091	-0.306562001347069	791.194347107843
P0A8R7	17	7	41.1764705882353	-0.824161537084469	770.430442
P0A8U0	10	7	70	-0.246814058956916	882.938786527778
P0A8X2	18	11	61.1111111111111	-0.367658179932651	754.636562888889
P0A8Z3	14	7	50	-0.17741284250601	804.62396037037
P0A901	21	12	57.1428571428571	-0.0993202861952862	618.352910416667
P0A908	18	10	55.5555555555556	-0.329806528742289	992.216828717948
P0A912	16	8	50	-0.36946158008658	794.002372954545
P0A917	13	7	53.8461538461538	-0.624854156574911	824.572258809524
P0A921	18	13	72.2222222222222	-0.351526156875665	842.8122665625
P0A924	21	12	57.1428571428571	0.315821262071262	911.005147916667
P0A935	23	7	30.4347826086957	-0.36864659060105	1023.715335
P0A937	7	4	57.1428571428571	0.00944700460829495	1184.888354
P0A940	24	14	58.3333333333333	-0.0337711809665592	694.683862604167
P0A9J4	13	9	69.2307692307692	-0.139662962119102	852.977806813726
P0A9K7	25	14	56	-0.269923989409284	712.285015350877
P0A9M5	14	6	42.8571428571429	0.000610722610722601	685.862443833333
P0A9P0	24	9	37.5	0.275014252269154	869.273035625
P0A9P4	22	12	54.5454545454545	-0.207589751047669	823.422215989583
P0A9Q9	14	8	57.1428571428571	0.0719628527082612	1035.439548
P0A9R7	21	10	47.6190476190476	-0.0690750377073907	751.417766875
P0A9S7	21	14	66.6666666666667	-0.116548316296216	727.153766710526
P0A9U1	16	11	68.75	0.143755222421666	942.000788645833
P0A9U3	19	12	63.1578947368421	-0.27763630742855	869.390081203704
P0A9V1	20	12	60	-0.0282793040293041	770.554413263158
P0A9W3	21	12	57.1428571428571	-0.323227358189626	745.686366031746
P0A9X1	20	14	70	-0.00606467037802735	695.255839275
P0A9X4	19	12	63.1578947368421	-0.0442740130240131	634.219204444444
P0AA53	24	11	45.8333333333333	0.252145828028181	850.509350555556
P0AA73	14	6	42.8571428571429	1.12973336385836	1263.54193305556
P0AA84	26	9	34.6153846153846	-0.317178123600537	849.639671515152
P0AA91	17	10	58.8235294117647	-0.0723531533825652	864.241045833333
P0AA93	18	9	50	1.08751971412366	1063.71321121212
P0AA95	10	5	50	-0.271766233766234	735.654945
P0AAB4	27	10	37.037037037037	-0.158565039180768	738.6296275
P0AAB6	19	10	52.6315789473684	0.224731354235144	934.462579222222
P0AAC4	12	6	50	0.630154292835452	1072.74747
P0AAC6	8	4	50	0.435140625	987.842556875
P0AAD6	11	6	54.5454545454545	0.605717120181406	999.538977619048
P0AAE0	10	6	60	0.676500550939575	1004.26680802083
P0AAF3	22	10	45.4545454545455	0.0496638861138861	806.996150347222
P0AAF6	19	9	47.3684210526316	-0.243594962231644	953.193087564103
P0AAG5	18	13	72.2222222222222	0.545403792173569	894.210378928571
P0AAH0	23	14	60.8695652173913	-0.211979372908584	766.688106851852
P0AAH4	29	13	44.8275862068966	-0.168790555598248	739.023008111111
P0AAH8	22	14	63.6363636363636	-0.0192436397635978	760.634148257576
P0AAJ1	18	12	66.6666666666667	-0.238873656980275	730.9664709375
P0AAJ5	21	14	66.6666666666667	-0.332850734269907	641.306791388889
P0AAJ8	19	13	68.4210526315789	-0.562171717171717	768.094198921569
P0AAS0	15	6	40	0.112353757353757	672.586655833333
P0AAT4	15	7	46.6666666666667	0.496154335113145	969.105912277778
P0AAV0	7	3	42.8571428571429	0.975858585858586	1004.47614877778
P0AAX8	18	9	50	-0.203202103106036	868.630051515152
P0AB06	22	12	54.5454545454545	-0.229615040460629	640.5336709375
P0AB10	11	7	63.6363636363636	-0.0654417151475975	1016.64391270833
P0AB12	9	5	55.5555555555556	0.523092145949289	873.097687777778
P0AB24	24	12	50	-0.383911181411181	746.467401282051
P0AB26	16	7	43.75	-0.271508463493253	855.055671666667
P0AB38	13	9	69.2307692307692	-0.17980881691408	897.217563136364
P0AB58	24	10	41.6666666666667	-0.035722312689031	839.563013333333
P0AB67	10	4	40	1.23485619772384	1000.60613205556
P0AB98	13	5	38.4615384615385	0.779577554599075	1145.89899208333
P0ABA6	26	14	53.8461538461538	-0.0950552027337742	675.722339270833
P0ABB4	22	15	68.1818181818182	-0.0341930008988833	709.821735462963
P0ABB8	21	9	42.8571428571429	-0.364339426006093	830.856083472222
P0ABF1	31	11	35.4838709677419	-0.553289172128181	683.722032435897
P0ABF6	17	11	64.7058823529412	-0.0712212787212788	888.288367380953
P0ABF8	11	7	63.6363636363636	0.659347788643141	904.682970925926
P0ABH0	21	10	47.6190476190476	0.33778964864028	931.985796190476
P0ABI4	20	11	55	-0.312579696836614	941.888136988889
P0ABI8	10	7	70	0.582724867724868	834.150258520833
P0ABJ1	19	11	57.8947368421053	0.151088405702042	901.927210166667
P0ABJ3	9	5	55.5555555555556	0.817310276717487	1071.14404862121
P0ABJ6	3	2	66.6666666666667	0.33375	813.139550416667
P0ABJ9	13	5	38.4615384615385	0.862234432234432	1144.77780888889
P0ABM9	22	11	50	-0.388854501640425	824.046075454545
P0ABS5	24	12	50	-0.273911836830987	821.631953125
P0ABU7	16	7	43.75	0.0266732804232804	943.853362222222
P0ABU9	20	11	55	-0.0533053221288516	873.887806190476
P0ABV6	13	4	30.7692307692308	0.348523698523698	565.80720125
P0ABZ4	18	8	44.4444444444444	0.585688567045811	840.754316666666
P0AC02	24	14	58.3333333333333	-0.571134381491524	747.967863666667
P0AC23	14	7	50	0.795459956709957	1092.53184398148
P0AC30	22	14	63.6363636363636	-0.304277111777112	751.119535520833
P0AC41	18	12	66.6666666666667	-0.184556799126425	818.857905928571
P0AC44	5	3	60	0.676875	815.175382291667
P0AC75	27	9	33.3333333333333	0.296742410209902	833.022872690476
P0AC98	7	3	42.8571428571429	0.726774691358025	1239.148045
P0ACB7	23	10	43.4782608695652	-0.742243867243867	640.546866060606
P0ACE0	21	12	57.1428571428571	0.0721313033813034	798.965444675439
P0ACJ0	19	10	52.6315789473684	-0.0982648856990962	746.756623055556
P0ACS9	22	13	59.0909090909091	-0.0304083889966243	750.102008809524
P0ACV0	23	9	39.1304347826087	0.0252041894198757	941.609946410257
P0AD12	19	13	68.4210526315789	-0.059310500427442	839.683614583333
P0AD14	15	9	60	0.990840438074402	1110.60698319444
P0AD27	18	9	50	0.520265722273924	1053.27241155556
P0AD30	13	6	46.1538461538462	1.04624194032089	952.688600833333
P0AD65	28	13	46.4285714285714	-0.14594988972817	702.490583020833
P0AD68	27	12	44.4444444444444	-0.0399642024642025	697.875805416667
P0AD96	21	10	47.6190476190476	-0.190733343776107	842.5369605
P0AD99	11	3	27.2727272727273	0.861688311688312	819.286373333333
P0ADA5	16	7	43.75	0.0522170788004708	1051.09354520833
P0ADB1	10	5	50	-0.00967061923583657	943.849671145833
P0ADC6	20	12	60	0.154883838713173	880.861104166667
P0ADE4	27	14	51.8518518518519	-0.311827837195484	708.504021372549
P0ADK0	14	9	64.2857142857143	-0.034137477016734	843.192746666667
P0ADL1	11	7	63.6363636363636	0.858212839791787	1007.01367375
P0ADL3	12	7	58.3333333333333	0.0766132079367373	874.654671409091
P0ADM4	10	5	50	-0.168690476190476	969.6875575
P0ADM8	21	14	66.6666666666667	-0.300770852108732	764.794637791667
P0ADP2	16	10	62.5	0.00183437761069337	655.97673875
P0ADS6	22	10	45.4545454545455	-0.148176665439823	712.05138974359
P0ADS9	26	12	46.1538461538462	-0.504810853863485	776.378818076923
P0ADV1	16	6	37.5	-0.465975515712358	692.947770166667
P0ADV7	21	13	61.9047619047619	-0.459601733086683	730.667149555556
P0ADV9	18	8	44.4444444444444	-0.25765625	878.060083333333
P0ADY1	21	14	66.6666666666667	-0.376312900290733	811.222299642857
P0ADZ7	9	4	44.4444444444444	0.641439393939394	947.49883375
P0AE14	20	13	65	0.247595166271637	788.827843611111
P0AE28	16	9	56.25	0.0975687743160861	1025.87028672619
P0AE34	12	6	50	0.493417755991285	853.572319375
P0AE45	15	10	66.6666666666667	0.340045668890496	1045.51071015152
