Entry Name	Total #Tryptic Peptides	# Detectable Tryptic Peptides	Detectable(%)	mean gravy	mean m/z
Accession	1	0	0		
Q6BF86	2	1	50	1.053125	1487.8569125
P37388	21	12	57.1428571428571	0.243333894455218	822.550303981481
P75616	12	6	50	-1.41258741258741	627.064063703704
P64485	5	3	60	1.67138888888889	1255.35568833333
P00805	19	11	57.8947368421053	-0.093595377232157	818.567158555556
P00904	14	11	78.5714285714286	-0.028635795167097	954.121657017544
P02916	18	8	44.4444444444444	-0.585214285714286	739.6043625
P02924	26	14	53.8461538461538	-0.140821866625438	677.210712291667
P02932	24	12	50	-0.819890797859548	804.841401794872
P02943	18	9	50	-0.29046083795709	1084.10367402778
P03959	10	3	30	0.540536398467433	1044.16161
P04816	21	11	52.3809523809524	-0.0713035493170774	724.233303974359
P05050	16	12	75	-0.0901607178697006	825.438965131579
P05824	19	11	57.8947368421053	-0.372075605680869	769.581115436905
P07021	13	7	53.8461538461538	-0.198479437229437	917.021581111111
P07102	20	12	60	0.149812751986385	858.30343547619
P08370	12	7	58.3333333333333	0.1455880574452	920.534920208333
P08371	18	8	44.4444444444444	0.126171626984127	790.738781875
P08550	10	8	80	0.938527112255561	961.887959375
P09836	18	10	55.5555555555556	0.367882872846108	859.459059404762
P0A6E9	18	9	50	-0.0274881545469782	682.581729545455
P0A754	11	7	63.6363636363636	-0.208122552051124	862.4729539375
P0A7H3	27	10	37.037037037037	-0.123639087301587	936.427528888889
P0A8S5	10	5	50	0.306085231193927	973.809269722222
P0A8X4	22	10	45.4545454545455	-0.0640056479468245	757.756854090909
P0A996	27	16	59.2592592592593	-0.247280545954941	684.236286208333
P0A9C0	20	13	65	-0.0153509738125123	806.391744403509
P0AA47	10	4	40	0.124564544650751	1009.10623133333
P0AA49	14	9	64.2857142857143	0.705941435585398	837.63251
P0AA63	12	7	58.3333333333333	0.409784013605442	951.713483333333
P0AA99	23	12	52.1739130434783	-0.317422633947196	775.326508333333
P0AAD2	12	5	41.6666666666667	0.951733354704591	1040.83604972222
P0AAD8	10	5	50	0.751033210649	1038.2734647619
P0AAE5	12	6	50	0.967877184543851	959.000642083333
P0AAE8	8	2	25	1.11630434782609	1364.768035
P0AAK7	25	10	40	0.0629213184476342	775.58976051282
P0AAL3	25	15	60	-0.0993781423255107	668.612160588235
P0AAL6	20	9	45	0.0874613570885314	913.1588005
P0AAM1	16	11	68.75	0.48708846889105	934.156230185185
P0AAP1	17	6	35.2941176470588	-0.542486772486772	784.506537037037
P0AAX6	6	2	33.3333333333333	0.1	1407.10825833333
P0AAY4	4	3	75	0.295555555555556	981.042590071429
P0AAZ0	12	7	58.3333333333333	0.793213952247566	815.085903958333
P0AB40	7	3	42.8571428571429	0.201010101010101	1050.00283708333
P0AB85	18	12	66.6666666666667	-0.202743813791726	748.170081666667
P0ABG1	15	4	26.6666666666667	1.2041059997607	1170.04972138889
P0ABH4	8	3	37.5	1.5270202020202	1097.12159333333
