Merge ID	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Corbin2003	Fountoulakis2003	Taoka2004	Butland2005	Lopez_Campistrous2005	Spelbrink2005	Stenberg2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Qian2008	Wagner2008	Xia2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Muller2010	Pan2010	Price2010	Thein2010	Wickstrom2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_conBL21 Duplicates	Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	P0A786	P0AE06	P76316	P36683	Q9S4X5	P24182	P00350	P31119	P60560	P0AG44	P0A9P0	P17583	P00363	P0A6F5	P0A6H8	P0AC47	P0ADE4	P06129	P0ADT8	P45763	P02925	P0A910	P00363	P00634	C1P619	P0ACV0	Q46798	A5A615	P00350	P00448	P0AFG8	P25714	P0A910	P00350	Accession
P0ADI4	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	6	F1	ENTB_ECOLI	C6EK99_ECOBD			P0ADI4	P0ADI4	P0ADI4			P0ADI4																		P0ADI4			P0ADI4						
P0ADK0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	15	E	YIAF_ECOLI	C6EEC7_ECOBD			P0ADK0		P0ADK0		P0ADK0		P0ADK0			P0ADK0	P0ADK0		P0ADK0	P0ADK0			P0ADK0	P0ADK0					P0ADK0	P0ADK0			P0ADK0				P0ADK0		P0ADK0
P0ADL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	NEPI_ECOLI	C6EDA7_ECOBD																																			P0ADL1
P0ADL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	4	B	YICN_ECOLI	C6EDA6_ECOBD															P0ADL3										P0ADL3	P0ADL3									P0ADL3
P0ADM4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	5	E	YIDQ_ECOLI	C6ED82_ECOBD												P0ADM4													P0ADM4	P0ADM4			P0ADM4						P0ADM4
P0ADM8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	B	YIEE_ECOLI	C6EG91_ECOBD												P0ADM8																							P0ADM8
P0ADP2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	7	B	YIGI_ECOLI	C6EFZ2_ECOBD					P0ADP2		P0ADP2					P0ADP2								P0ADP2						P0ADP2			P0ADP2						P0ADP2
P0ADR0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YQAA_ECOLI	C6EJT7_ECOBD																																			
P0ADR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YGDD_ECOLI	C6EJ59_ECOBD																																			
P0ADS6	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	8	G	YGGE_ECOLI	C6EII7_ECOBD				P0ADS6	P0ADS6		P0ADS6									P0ADS6									P0ADS6	P0ADS6			P0ADS6						P0ADS6
P0ADS9	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	8	G	YGGN_ECOLI	C6EIF3_ECOBD							P0ADS9		P0ADS9			P0ADS9													P0ADS9	P0ADS9	P0ADS9		P0ADS9						P0ADS9
P0ADU5	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	9	G	YGIW_ECOLI	C6EHW9_ECOBD					P0ADU5		P0ADU5	P0ADU5	P0ADU5															P0ADU5	P0ADU5	P0ADU5			P0ADU5	P0ADU5					
P0ADV1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	6	G	LPTA_ECOLI	C6EH27_ECOBD									P0ADV1															P0ADV1		P0ADV1			P0ADV1	P0ADV1					P0ADV1
P0ADV7	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	9	G	MLAC_ECOLI	C6EH35_ECOBD					P0ADV7				P0ADV7			P0ADV7			P0ADV7									P0ADV7		P0ADV7			P0ADV7	P0ADV7					P0ADV7
P0ADV9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	6	B	LPTC_ECOLI	C6EH28_ECOBD															P0ADV9					P0ADV9					P0ADV9	P0ADV9			P0ADV9						P0ADV9
P0ADY1	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	18	B	PPID_ECOLI	C6EL22_ECOBD			P0ADY1		P0ADY1		P0ADY1	P0ADY1	P0ADY1		P0ADY1	P0ADY1	P0ADY1		P0ADY1				P0ADY1	P0ADY1			P0ADY1		P0ADY1	P0ADY1			P0ADY1		P0ADY1		P0ADY1		P0ADY1
P0ADZ7	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	16	B	YAJC_ECOLI	C6ELH7_ECOBD			P0ADZ7		P0ADZ7		P0ADZ7				P0ADZ7	P0ADZ7	P0ADZ7		P0ADZ7					P0ADZ7			P0ADZ7		P0ADZ7	P0ADZ7			P0ADZ7	P0ADZ7			P0ADZ7	P0ADZ7	P0ADZ7
P0AE14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	6	B	AMPE_ECOLI	C6EAU6_ECOBD								P0AE14																	P0AE14	P0AE14			P0AE14				P0AE14		P0AE14
P0AE28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	B	AROM_ECOLI	C6ELJ7_ECOBD																													P0AE28						P0AE28
P0AE34	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	6	B	ARTQ_ECOLI	C6EIB9_ECOBD								P0AE34																	P0AE34	P0AE34			P0AE34				P0AE34		P0AE34
P0AE45	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	7	B	YTFL_ECOLI	C6ECC7_ECOBD							P0AE45													P0AE45					P0AE45	P0AE45			P0AE45				P0AE45		P0AE45
P0AE74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	CITT_ECOLI	C6EK82_ECOBD																																			
P0AE82	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	10	B	CPXA_ECOLI	C6EEY6_ECOBD			P0AE82				P0AE82					P0AE82			P0AE82					P0AE82					P0AE82	P0AE82			P0AE82				P0AE82		P0AE82
P0AE91	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	6	G	CREA_ECOLI	C6EBH4_ECOBD							P0AE91					P0AE91														P0AE91			P0AE91	P0AE91					P0AE91
P0AE95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	CSGE_ECOLI	C6EHH3_ECOBD																																			
P0AEA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	I	CSGG_ECOLI	C6EHH5_ECOBD																		P0AEA2																	
P0AEA5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	CYOE_ECOLI	C6EL38_ECOBD					P0AEA5																														
P0AEB2	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	1	0	1	17	F2	DACA_ECOLI	C6EK61_ECOBD			P0AEB2		P0AEB2	P0AEB2	P0AEB2	P0AEB2	P0AEB2			P0AEB2			P0AEB2					P0AEB2			P0AEB2		P0AEB2	P0AEB2			P0AEB2		P0AEB2	P0AEB2	P0AEB2		P0AEB2
P0AEB5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	5	B	YNAI_ECOLI	C6EFQ1_ECOBD					P0AEB5										P0AEB5										P0AEB5	P0AEB5									P0AEB5
P0AEC0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	5	B	YOAE_ECOLI	C6EC15_ECOBD							P0AEC0																		P0AEC0	P0AEC0			P0AEC0						P0AEC0
P0AEC3	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	11	B	ARCB_ECOLI	C6EH17_ECOBD			P0AEC3		P0AEC3		P0AEC3	P0AEC3				P0AEC3			P0AEC3										P0AEC3	P0AEC3			P0AEC3				P0AEC3		P0AEC3
P0AED0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	11	F1	USPA_ECOLI	C6EEJ0_ECOBD			P0AED0				P0AED0	P0AED0	P0AED0							P0AED0				P0AED0					P0AED0	P0AED0			P0AED0	P0AED0					P0AED0
P0AEE1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	15	E	DCRB_ECOLI	C6EFA2_ECOBD			P0AEE1	P0AEE1			P0AEE1		P0AEE1			P0AEE1	P0AEE1		P0AEE1	P0AEE1				P0AEE1					P0AEE1	P0AEE1			P0AEE1	P0AEE1			P0AEE1		P0AEE1
P0AEF8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	10	B	DPPB_ECOLI	C6EED7_ECOBD					P0AEF8			P0AEF8							P0AEF8					P0AEF8			P0AEF8		P0AEF8	P0AEF8			P0AEF8			P0AEF8			P0AEF8
P0AEG6	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	9	G	DSBC_ECOLI	C6EIL5_ECOBD			P0AEG6		P0AEG6		P0AEG6	P0AEG6	P0AEG6			P0AEG6														P0AEG6			P0AEG6						P0AEG6
P0AEH1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	9	B	RSEP_ECOLI	C6EAA9_ECOBD					P0AEH1		P0AEH1	P0AEH1										P0AEH1		P0AEH1					P0AEH1	P0AEH1			P0AEH1						P0AEH1
P0AEJ0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	EMRB_ECOLI	C6EJU0_ECOBD																																			P0AEJ0
P0AEJ4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	6	B	ENVZ_ECOLI	C6EFH0_ECOBD												P0AEJ4			P0AEJ4										P0AEJ4	P0AEJ4			P0AEJ4						P0AEJ4
P0AEK4	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	15	F1	FABI_ECOLI	C6EFU4_ECOBD			P0AEK4	P0AEK4	P0AEK4	P0AEK4	P0AEK4	P0AEK4	P0AEK4			P0AEK4		P0AEK4		P0AEK4									P0AEK4	P0AEK4			P0AEK4				P0AEK4		P0AEK4
P0AEK7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	B	FDNI_ECOLI	C6EEP1_ECOBD												P0AEK7																	P0AEK7		P0AEK7				
P0AEL0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	6	B	FDOI_ECOLI	C6EF07_ECOBD												P0AEL0													P0AEL0	P0AEL0			P0AEL0		P0AEL0				P0AEL0
P0AEL6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	G	FEPB_ECOLI	C6EKA3_ECOBD								P0AEL6																					P0AEL6						P0AEL6
P0AEP3	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	12	B	GALU_ECOLI	C6EGN1_ECOBD			P0AEP3		P0AEP3		P0AEP3		P0AEP3			P0AEP3			P0AEP3	P0AEP3									P0AEP3	P0AEP3			P0AEP3				P0AEP3		P0AEP3
P0AEQ3	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	10	G	GLNH_ECOLI	C6EIX1_ECOBD					P0AEQ3	P0AEQ3	P0AEQ3		P0AEQ3													P0AEQ3		P0AEQ3	P0AEQ3	P0AEQ3			P0AEQ3						P0AEQ3
P0AER0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	B	GLPF_ECOLI	C6EEX1_ECOBD					P0AER0		P0AER0	P0AER0												P0AER0						P0AER0									P0AER0
P0AER3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	6	B	GLTJ_ECOLI	C6EK41_ECOBD								P0AER3				P0AER3													P0AER3	P0AER3			P0AER3						P0AER3
P0AER5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	B	GLTK_ECOLI	C6EK42_ECOBD																													P0AER5						P0AER5
P0AES9	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	7	G	HDEA_ECOLI	C6EEH5_ECOBD					P0AES9		P0AES9		P0AES9																P0AES9	P0AES9			P0AES9	P0AES9					
P0AET2	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	8	G	HDEB_ECOLI	C6EEH6_ECOBD			P0AET2		P0AET2		P0AET2		P0AET2																P0AET2	P0AET2			P0AET2	P0AET2					
P0AEU0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	14	G	HISJ_ECOLI	C6ELE4_ECOBD			P0AEU0	P0AEU0	P0AEU0		P0AEU0		P0AEU0			P0AEU0	P0AEU0						P0AEU0			P0AEU0	P0AEU0	P0AEU0		P0AEU0			P0AEU0						P0AEU0
P0AEX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	6	B	KGTP_ECOLI	C6EJZ9_ECOBD																				P0AEX3					P0AEX3	P0AEX3			P0AEX3			P0AEX3			P0AEX3
P0AEX9	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	15	G	MALE_ECOLI	C6EDY9_ECOBD			P0AEX9	P0AEX9	P0AEX9	P0AEX9	P0AEX9		P0AEX9			P0AEX9	P0AEX9						P0AEX9		P0AEX9			P0AEX9	P0AEX9	P0AEX9			P0AEX9						P0AEX9
P0AEY1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	B	MARC_ECOLI	C6EDW0_ECOBD							P0AEY1																						P0AEY1						P0AEY1
P0AEY5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	6	B	MDAB_ECOLI	C6EHW5_ECOBD					P0AEY5		P0AEY5																			P0AEY5			P0AEY5	P0AEY5					P0AEY5
P0AEY8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	B	MDFA_ECOLI	C6EIU1_ECOBD								P0AEY8																											P0AEY8
P0AEZ3	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	15	F1	MIND_ECOLI	C6EGU1_ECOBD			P0AEZ3		P0AEZ3	P0AEZ3	P0AEZ3	P0AEZ3	P0AEZ3			P0AEZ3	P0AEZ3						P0AEZ3						P0AEZ3	P0AEZ3			P0AEZ3				P0AEZ3	P0AEZ3	P0AEZ3
P0AEZ7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	I	MLTD_ECOLI	C6EA79_ECOBD								P0AEZ7																					P0AEZ7						P0AEZ7
P0AF06	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	5	B	MOTB_ECOLI	C6EBT8_ECOBD									P0AF06			P0AF06								P0AF06					P0AF06	P0AF06									
P0AF20	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	7	B	NAGC_ECOLI	C6EJQ9_ECOBD							P0AF20					P0AF20													P0AF20	P0AF20			P0AF20				P0AF20		P0AF20
P0AF34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	YIIR_ECOLI	C6EEX7_ECOBD																																			P0AF34
P0AF40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	B	YIJD_ECOLI	C6EE45_ECOBD																									P0AF40										P0AF40
P0AF56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	G	YJCO_ECOLI	C6ED47_ECOBD																													P0AF56						
P0AF70	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	10	I	YJEI_ECOLI	C6ECY1_ECOBD			P0AF70		P0AF70		P0AF70								P0AF70					P0AF70					P0AF70	P0AF70			P0AF70				P0AF70		P0AF70
P0AF80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YJFL_ECOLI	C6ECG5_ECOBD																																			
P0AF82	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	G	YJFN_ECOLI	C6ECG1_ECOBD								P0AF82																											
P0AFA2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	5	B	NARX_ECOLI	C6EGP2_ECOBD												P0AFA2													P0AFA2	P0AFA2			P0AFA2						P0AFA2
P0AFB1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	8	I	NLPI_ECOLI	C6EH62_ECOBD								P0AFB1							P0AFB1										P0AFB1	P0AFB1	P0AFB1		P0AFB1			P0AFB1			P0AFB1
P0AFC3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	10	B	NUOA_ECOLI	C6E9R4_ECOBD					P0AFC3		P0AFC3													P0AFC3			P0AFC3		P0AFC3	P0AFC3			P0AFC3			P0AFC3	P0AFC3		P0AFC3
P0AFC7	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	18	F1	NUOB_ECOLI	C6E9R5_ECOBD			P0AFC7	P0AFC7	P0AFC7	P0AFC7	P0AFC7		P0AFC7			P0AFC7	P0AFC7		P0AFC7	P0AFC7			P0AFC7	P0AFC7			P0AFC7		P0AFC7	P0AFC7			P0AFC7				P0AFC7		P0AFC7
P0AFD1	0	0	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	14	F1	NUOE_ECOLI	C6E9R7_ECOBD					P0AFD1	P0AFD1	P0AFD1		P0AFD1			P0AFD1	P0AFD1		P0AFD1				P0AFD1	P0AFD1						P0AFD1			P0AFD1	P0AFD1			P0AFD1		P0AFD1
P0AFD4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	9	B	NUOH_ECOLI	C6E9S0_ECOBD												P0AFD4			P0AFD4					P0AFD4			P0AFD4		P0AFD4	P0AFD4			P0AFD4				P0AFD4		P0AFD4
P0AFD6	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	15	F1	NUOI_ECOLI	C6E9S1_ECOBD					P0AFD6	P0AFD6	P0AFD6	P0AFD6				P0AFD6	P0AFD6		P0AFD6				P0AFD6	P0AFD6			P0AFD6		P0AFD6	P0AFD6			P0AFD6				P0AFD6		P0AFD6
P0AFE8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	7	B	NUOM_ECOLI	C6E9S5_ECOBD					P0AFE8										P0AFE8										P0AFE8	P0AFE8			P0AFE8				P0AFE8		P0AFE8
P0AFF0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	5	B	NUON_ECOLI	C6E9S6_ECOBD					P0AFF0																				P0AFF0				P0AFF0				P0AFF0		P0AFF0
P0AFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	5	B	NUPC_ECOLI	C6EL76_ECOBD																									P0AFF2	P0AFF2			P0AFF2				P0AFF2		P0AFF2
P0AFG8	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	1	22	B	ODP1_ECOLI	C6EAU3_ECOBD			P0AFG8	P0AFG8	P0AFG8	P0AFG8	P0AFG8	P0AFG8	P0AFG8	P0AFG8		P0AFG8	P0AFG8	P0AFG8	P0AFG8	P0AFG8			P0AFG8		P0AFG8				P0AFG8	P0AFG8			P0AFG8		P0AFG8		P0AFG8	P0AFG8	P0AFG8
P0AFH8	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	13	G	OSMY_ECOLI	C6EBJ6_ECOBD			P0AFH8		P0AFH8		P0AFH8		P0AFH8				P0AFH8									P0AFH8	P0AFH8	P0AFH8	P0AFH8	P0AFH8			P0AFH8	P0AFH8					P0AFH8
P0AFI2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	8	F1	PARC_ECOLI	C6EHX4_ECOBD			P0AFI2				P0AFI2	P0AFI2																	P0AFI2	P0AFI2			P0AFI2				P0AFI2		P0AFI2
P0AFI5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	G	PBP7_ECOLI	C6EAH7_ECOBD												P0AFI5														P0AFI5							P0AFI5		
P0AFJ7	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	8	B	PITA_ECOLI	C6EEJ2_ECOBD			P0AFJ7				P0AFJ7								P0AFJ7					P0AFJ7					P0AFJ7	P0AFJ7			P0AFJ7						P0AFJ7
P0AFK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	B	PNUC_ECOLI	C6EJJ3_ECOBD															P0AFK2					P0AFK2					P0AFK2										P0AFK2
P0AFK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	B	POTB_ECOLI	C6EGW6_ECOBD																									P0AFK4	P0AFK4									P0AFK4
P0AFK6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	B	POTC_ECOLI	C6EGW7_ECOBD								P0AFK6										P0AFK6		P0AFK6					P0AFK6										P0AFK6
P0AFK9	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	13	G	POTD_ECOLI	C6EGW8_ECOBD			P0AFK9	P0AFK9	P0AFK9		P0AFK9		P0AFK9			P0AFK9	P0AFK9									P0AFK9		P0AFK9	P0AFK9	P0AFK9			P0AFK9						P0AFK9
P0AFL6	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	10	F1	PPX_ECOLI	C6EKK9_ECOBD			P0AFL6		P0AFL6		P0AFL6	P0AFL6				P0AFL6													P0AFL6	P0AFL6			P0AFL6				P0AFL6		P0AFL6
P0AFL9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	B	PQIA_ECOLI	C6EI32_ECOBD												P0AFL9													P0AFL9	P0AFL9									
P0AFM2	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	10	G	PROX_ECOLI	C6EJU6_ECOBD				P0AFM2	P0AFM2		P0AFM2		P0AFM2			P0AFM2	P0AFM2						P0AFM2				P0AFM2						P0AFM2						P0AFM2
