Merge ID	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Corbin2003	Fountoulakis2003	Taoka2004	Butland2005	Lopez_Campistrous2005	Spelbrink2005	Stenberg2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Qian2008	Wagner2008	Xia2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Muller2010	Pan2010	Price2010	Thein2010	Wickstrom2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_conBL21 Duplicates	Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	P0A786	P0AE06	P76316	P36683	Q9S4X5	P24182	P00350	P31119	P60560	P0AG44	P0A9P0	P17583	P00363	P0A6F5	P0A6H8	P0AC47	P0ADE4	P06129	P0ADT8	P45763	P02925	P0A910	P00363	P00634	C1P619	P0ACV0	Q46798	A5A615	P00350	P00448	P0AFG8	P25714	P0A910	P00350	Accession
P08372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	PPDC_ECOLI	C6EJ46_ECOBD																																			
P08555	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	5	B	DSDX_ECOLI	C6ELA3_ECOBD								P08555																	P08555	P08555			P08555						P08555
P08722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	B	PTV3B_ECOLI	C6EG81_ECOBD																													P08722						P08722
P09127	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	18	B	HEMX_ECOLI	C6EG12_ECOBD			P09127		P09127	P09127	P09127		P09127		P09127	P09127	P09127		P09127				P09127	P09127			P09127		P09127	P09127			P09127		P09127		P09127		P09127
P09323	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	12	B	PTW3C_ECOLI	C6EJQ6_ECOBD			P09323		P09323		P09323		P09323	P09323					P09323					P09323					P09323	P09323			P09323				P09323		P09323
P09551	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	11	G	ARGT_ECOLI	C6ELE3_ECOBD				P09551	P09551		P09551		P09551				P09551									P09551	P09551	P09551	P09551				P09551						P09551
P09835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	3	B	UHPB_ECOLI	C6EDA1_ECOBD																									P09835				P09835						P09835
P0A698	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	11	F1	UVRA_ECOLI	C6ED66_ECOBD					P0A698	P0A698	P0A698	P0A698				P0A698								P0A698					P0A698	P0A698			P0A698				P0A698		P0A698
P0A6A8	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	10	F1	ACP_ECOLI	C6EHC0_ECOBD					P0A6A8		P0A6A8	P0A6A8	P0A6A8							P0A6A8									P0A6A8	P0A6A8			P0A6A8	P0A6A8					P0A6A8
P0A6E6	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	13	F1	ATPE_ECOLI	C6EG72_ECOBD							P0A6E6	P0A6E6	P0A6E6			P0A6E6	P0A6E6		P0A6E6				P0A6E6	P0A6E6			P0A6E6			P0A6E6			P0A6E6	P0A6E6					P0A6E6
P0A6M2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	6	B	DSBB_ECOLI	C6EGT2_ECOBD					P0A6M2															P0A6M2					P0A6M2	P0A6M2			P0A6M2						P0A6M2
P0A6S3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	G	FLGI_ECOLI	C6EHD3_ECOBD								P0A6S3																					P0A6S3						
P0A6S5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	B	FTSB_ECOLI	C6EJB9_ECOBD												P0A6S5			P0A6S5											P0A6S5									P0A6S5
P0A6U3	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	9	F1	MNMG_ECOLI	C6EG62_ECOBD			P0A6U3		P0A6U3		P0A6U3	P0A6U3				P0A6U3													P0A6U3	P0A6U3			P0A6U3						P0A6U3
P0A6W3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	5	B	MRAY_ECOLI	C6EAW8_ECOBD																				P0A6W3					P0A6W3	P0A6W3			P0A6W3						P0A6W3
P0A710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	ISPZ_ECOLI	C6EFY2_ECOBD																																			
P0A712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	KDGT_ECOLI	C6EEY8_ECOBD																																			
P0A742	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	8	B	MSCL_ECOLI	C6EGH6_ECOBD							P0A742								P0A742	P0A742				P0A742					P0A742	P0A742			P0A742						P0A742
P0A7A2	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	11	B	GPMB_ECOLI	C6EBH6_ECOBD			P0A7A2		P0A7A2		P0A7A2	P0A7A2				P0A7A2			P0A7A2										P0A7A2	P0A7A2			P0A7A2				P0A7A2		P0A7A2
P0A7A7	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	16	F1	PLSB_ECOLI	C6EDX9_ECOBD			P0A7A7		P0A7A7		P0A7A7	P0A7A7		P0A7A7		P0A7A7			P0A7A7	P0A7A7				P0A7A7			P0A7A7		P0A7A7	P0A7A7			P0A7A7		P0A7A7		P0A7A7		P0A7A7
P0A7C8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	PSIE_ECOLI	C6EDZ3_ECOBD																																			
P0A7G6	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	13	F1	RECA_ECOLI	C6EJT2_ECOBD			P0A7G6		P0A7G6		P0A7G6	P0A7G6	P0A7G6			P0A7G6			P0A7G6	P0A7G6				P0A7G6					P0A7G6	P0A7G6			P0A7G6				P0A7G6		
P0A830	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	8	B	DCTA_ECOLI	C6EEF5_ECOBD					P0A830			P0A830												P0A830					P0A830	P0A830			P0A830				P0A830		P0A830
P0A843	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	7	B	TATE_ECOLI	C6EK66_ECOBD												P0A843			P0A843					P0A843					P0A843	P0A843							P0A843		P0A843
P0A8D9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	B	YFBV_ECOLI	C6ELF8_ECOBD																										P0A8D9									P0A8D9
P0A8G6	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	15	B	WRBA_ECOLI	C6EHK3_ECOBD				P0A8G6	P0A8G6	P0A8G6	P0A8G6	P0A8G6	P0A8G6				P0A8G6			P0A8G6			P0A8G6						P0A8G6	P0A8G6			P0A8G6	P0A8G6				P0A8G6	P0A8G6
P0A8H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	ZUPT_ECOLI	C6EHV4_ECOBD																																			
P0A8K1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	13	F1	PSD_ECOLI	C6ECW5_ECOBD					P0A8K1		P0A8K1		P0A8K1				P0A8K1		P0A8K1					P0A8K1			P0A8K1		P0A8K1	P0A8K1			P0A8K1		P0A8K1		P0A8K1		P0A8K1
P0A8K8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	4	B	YIHY_ECOLI	C6EF15_ECOBD																									P0A8K8	P0A8K8			P0A8K8						P0A8K8
P0A8Q0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	7	B	FRDC_ECOLI	C6ECX1_ECOBD								P0A8Q0				P0A8Q0								P0A8Q0					P0A8Q0	P0A8Q0			P0A8Q0						P0A8Q0
P0A8Q3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	5	B	FRDD_ECOLI	C6ECX2_ECOBD																				P0A8Q3					P0A8Q3	P0A8Q3			P0A8Q3						P0A8Q3
P0A8T5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	B	FLIE_ECOLI	C6EBC8_ECOBD																										P0A8T5									
P0A903	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	19	I	NLPB_ECOLI	C6EKN4_ECOBD		P0A903	P0A903	P0A903	P0A903	P0A903	P0A903		P0A903		P0A903		P0A903		P0A903				P0A903				P0A903		P0A903	P0A903	P0A903		P0A903		P0A903		P0A903		P0A903
P0A905	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	17	I	SLYB_ECOLI	C6EDK4_ECOBD		P0A905			P0A905		P0A905		P0A905			P0A905	P0A905	P0A905					P0A905	P0A905					P0A905	P0A905	P0A905		P0A905	P0A905			P0A905	P0A905	P0A905
P0A910	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	27	H	OMPA_ECOLI	C6EI25_ECOBD		P0A910	P0A910	P0A910	P0A910	P0A910	P0A910	P0A910	P0A910		P0A910	P0A910	P0A910	P0A910	P0A910	P0A910			P0A910	P0A910	P0A910	P0A910	P0A910	P0A910	P0A910	P0A910	P0A910		P0A910				P0A910	P0A910	P0A910
P0A915	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	13	H	OMPW_ECOLI	C6EFY0_ECOBD		P0A915				P0A915	P0A915		P0A915			P0A915		P0A915	P0A915										P0A915	P0A915	P0A915		P0A915		P0A915		P0A915		
P0A932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	3	I	GFCE_ECOLI	C6EHM4_ECOBD																										P0A932							P0A932		P0A932
P0A9A6	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	17	F1	FTSZ_ECOLI	C6EAW0_ECOBD			P0A9A6		P0A9A6	P0A9A6	P0A9A6	P0A9A6	P0A9A6			P0A9A6	P0A9A6	P0A9A6	P0A9A6					P0A9A6					P0A9A6	P0A9A6			P0A9A6				P0A9A6	P0A9A6	P0A9A6
P0A9M8	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	14	B	PTA_ECOLI	C6ELF6_ECOBD			P0A9M8		P0A9M8	P0A9M8	P0A9M8	P0A9M8	P0A9M8			P0A9M8		P0A9M8		P0A9M8									P0A9M8	P0A9M8			P0A9M8				P0A9M8		P0A9M8
P0A9S3	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	11	B	GATD_ECOLI	C6EAL9_ECOBD					P0A9S3	P0A9S3							P0A9S3		P0A9S3				P0A9S3				P0A9S3		P0A9S3	P0A9S3			P0A9S3				P0A9S3		P0A9S3
P0A9T8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	F1	YBBA_ECOLI	C6EKW9_ECOBD								P0A9T8																					P0A9T8						P0A9T8
P0AA57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	G	YOBA_ECOLI	C6EBY8_ECOBD																													P0AA57	P0AA57					
P0AA60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	B	YGHB_ECOLI	C6EHY5_ECOBD																									P0AA60										P0AA60
P0AA67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	B	RHTA_ECOLI	C6EIW9_ECOBD																										P0AA67									P0AA67
P0AA70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YEDA_ECOLI	C6EBA7_ECOBD																																			
P0AA76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	B	DGOT_ECOLI	C6ED79_ECOBD																													P0AA76						
P0AA78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	B	EXUT_ECOLI	C6EHQ1_ECOBD																									P0AA78	P0AA78									
P0AA80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	B	GARP_ECOLI	C6EH99_ECOBD																										P0AA80			P0AA80						
P0AA82	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	B	CODB_ECOLI	C6ELP4_ECOBD					P0AA82										P0AA82					P0AA82						P0AA82									P0AA82
P0AA86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	5	B	DSBE_ECOLI	C6EA05_ECOBD															P0AA86										P0AA86	P0AA86			P0AA86						P0AA86
P0AAA1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	11	B	YAGU_ECOLI	C6EA36_ECOBD					P0AAA1						P0AAA1				P0AAA1	P0AAA1				P0AAA1			P0AAA1		P0AAA1	P0AAA1			P0AAA1				P0AAA1		P0AAA1
P0AAA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	MATB_ECOLI	C6ELT7_ECOBD																																			
P0AAA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	SFA_ECOLI	C6EHL7_ECOBD																																			
P0AAA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	WZXE_ECOLI	C6EG20_ECOBD																																			
P0AAA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	G	ZRAP_ECOLI	C6EE16_ECOBD																														P0AAA9					
P0AAD4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	TYRP_ECOLI	C6EBF2_ECOBD								P0AAD4																											
P0AAE2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	B	PROY_ECOLI	C6ELI2_ECOBD								P0AAE2												P0AAE2					P0AAE2										P0AAE2
P0AAF1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	POTE_ECOLI	C6EJP3_ECOBD												P0AAF1																							
P0AAG0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	10	F1	DPPD_ECOLI	C6EED9_ECOBD					P0AAG0			P0AAG0							P0AAG0			P0AAG0		P0AAG0			P0AAG0			P0AAG0			P0AAG0			P0AAG0			P0AAG0
P0AAG8	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	8	F1	MGLA_ECOLI	C6EAG3_ECOBD			P0AAG8				P0AAG8			P0AAG8		P0AAG8													P0AAG8	P0AAG8			P0AAG8						P0AAG8
P0AAI1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	F1	SSUB_ECOLI	C6EI49_ECOBD			P0AAI1									P0AAI1																	P0AAI1						P0AAI1
P0AAI3	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	18	B	FTSH_ECOLI	C6EH49_ECOBD			P0AAI3		P0AAI3	P0AAI3	P0AAI3	P0AAI3	P0AAI3	P0AAI3		P0AAI3	P0AAI3		P0AAI3				P0AAI3	P0AAI3					P0AAI3	P0AAI3			P0AAI3				P0AAI3	P0AAI3	P0AAI3
P0AAJ3	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	9	B	FDNH_ECOLI	C6EEP2_ECOBD			P0AAJ3				P0AAJ3	P0AAJ3				P0AAJ3				P0AAJ3									P0AAJ3	P0AAJ3			P0AAJ3		P0AAJ3				
P0AAL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	YKGJ_ECOLI	C6EA35_ECOBD																																			
P0AAR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YBAN_ECOLI	C6EKZ6_ECOBD																																			
P0AAR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	G	YBAV_ECOLI	C6EL21_ECOBD																													P0AAR8						
P0AAS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	4	B	YBBJ_ECOLI	C6EKX6_ECOBD																		P0AAS3								P0AAS3			P0AAS3						P0AAS3
P0AAU2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	B	YBFA_ECOLI	C6EJN5_ECOBD												P0AAU2													P0AAU2										
P0AAU5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YBFB_ECOLI	C6EJN4_ECOBD																																			
P0AAV6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	G	YBGS_ECOLI	C6EJJ1_ECOBD					P0AAV6		P0AAV6																			P0AAV6			P0AAV6						
P0AAW5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YBHQ_ECOLI	C6EIZ1_ECOBD																																			
P0AAX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G	YBIJ_ECOLI	C6EIY0_ECOBD																																			
P0AB01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	5	B	YCBC_ECOLI	C6EI62_ECOBD															P0AB01										P0AB01	P0AB01			P0AB01						P0AB01
P0AB31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	YCEK_ECOLI	C6EHG2_ECOBD																																			
P0AB35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YCFJ_ECOLI	C6EGY2_ECOBD												P0AB35																							
P0AB46	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	G	YMGD_ECOLI	C6EGU4_ECOBD							P0AB46					P0AB46																	P0AB46	P0AB46					
P0AB49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	B	YCHH_ECOLI	C6EGR1_ECOBD																									P0AB49				P0AB49						
P0AB93	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	ARSB_ECOLI	C6EEI2_ECOBD												P0AB93																							
P0ABA0	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	18	B	ATPF_ECOLI	C6EG67_ECOBD				P0ABA0	P0ABA0		P0ABA0		P0ABA0		P0ABA0	P0ABA0	P0ABA0		P0ABA0	P0ABA0			P0ABA0	P0ABA0			P0ABA0		P0ABA0	P0ABA0			P0ABA0	P0ABA0			P0ABA0		P0ABA0
P0ABA4	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	17	F1	ATPD_ECOLI	C6EG68_ECOBD			P0ABA4		P0ABA4	P0ABA4	P0ABA4		P0ABA4	P0ABA4			P0ABA4		P0ABA4				P0ABA4	P0ABA4			P0ABA4		P0ABA4	P0ABA4			P0ABA4	P0ABA4			P0ABA4		P0ABA4
P0ABB0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	23	F1	ATPA_ECOLI	C6EG69_ECOBD			P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0	P0ABB0			P0ABB0	P0ABB0			P0ABB0		P0ABB0	P0ABB0			P0ABB0		P0ABB0		P0ABB0		P0ABB0
P0ABC0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	ATPZ_ECOLI	C6EG64_ECOBD																																			
P0ABC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	B	BETT_ECOLI	C6ELR7_ECOBD																									P0ABC9	P0ABC9									P0ABC9
P0ABE5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	C561_ECOLI	C6EEU4_ECOBD												P0ABE5																							
P0ABG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	B	FTSW_ECOLI	C6EAW6_ECOBD															P0ABG4										P0ABG4										P0ABG4
P0ABG7	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	7	B	RODA_ECOLI	C6EK59_ECOBD					P0ABG7			P0ABG7							P0ABG7										P0ABG7	P0ABG7			P0ABG7						P0ABG7
P0ABK2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	10	B	CYDB_ECOLI	C6EJK4_ECOBD							P0ABK2				P0ABK2				P0ABK2					P0ABK2			P0ABK2		P0ABK2	P0ABK2			P0ABK2				P0ABK2		P0ABK2
P0ABL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	G	NRFB_ECOLI	C6ED54_ECOBD																									P0ABL1				P0ABL1						
P0ABL8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	CCMB_ECOLI	C6EA00_ECOBD								P0ABL8																											
P0ABM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	3	B	CCMC_ECOLI	C6EA01_ECOBD																									P0ABM1				P0ABM1						P0ABM1
P0ABM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	CCMD_ECOLI	C6EA02_ECOBD																																			P0ABM5
P0ABN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	6	B	KDGL_ECOLI	C6EDX8_ECOBD																				P0ABN1					P0ABN1	P0ABN1			P0ABN1				P0ABN1		P0ABN1
P0ABN5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	9	B	DCUA_ECOLI	C6ECY7_ECOBD					P0ABN5		P0ABN5								P0ABN5					P0ABN5					P0ABN5	P0ABN5			P0ABN5				P0ABN5		P0ABN5
P0ABN9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	B	DCUB_ECOLI	C6ED01_ECOBD																				P0ABN9					P0ABN9										
