Merge ID	Gevaert2002	Taoka2004	Arifuzzaman2006	Ji2006	Iwasaki2009	Masuda2009	Iwasaki2010	Thein2010	# Studies	Gevaert2002 Duplicates	Taoka2004 Duplicates	Arifuzzaman2006 Duplicates	Ji2006 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Iwasaki2010 Duplicates	Thein2010 Duplicates	
P0AFK0	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A7A2	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P37689	1	1			1	1	1		5	1	1			1	1	1		
P05055	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P07001	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0AFK9	1	1	1		1	1	1		6	1	1	1		1	1	1		
P31135	1								1	1								
P07003	1	1	1		1	1	1		6	1	1	1		1	1	1		
P08371	1		1				1		3	1		1				1		
P23869	1	1	1			1	1	1	6	1	1	2			1	1	1	
P0A9L5	1	1				1	1		4	1	1				1	1		
P0ADY1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P23538	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AFL6	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P43671	1			1	1	1	1	1	6	1			1	1	1	1	1	
P23865	1	1		1	1	1	1		6	1	1		1	1	1	1		
P07004	1	1			1	1	1		5	1	1			1	1	1		
P0A7B5	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0A9L8	1	1	1		1	1	1		6	1	1	1		1	1	1		
P45577	1				1	1	1	1	5	1				1	1	1	1	
P77541	1		1			1	1		4	1		1			1	1		
P77243	1		1			1	1		4	1		1			1	1		
P77743	1		1		1		1		4	1		1		1		1		
P23857	1	1	1				1		4	1	1	1				1		
P37344	1		1				1		3	1		1				1		
P08839	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A9M8	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P09323	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P20966	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P69783	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P69786	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0A7D1	1	1			1	1	1		5	1	1			1	1	1		
P00550	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P69797	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P05458	1	1	1				1		4	1	1	1				1		
P0AG16	1	1			1	1	1		5	1	1			1	1	1		
P15254	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AB89	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P15639	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A7D4	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0ACP7	1	1	1		1	1	1		6	1	1	1		1	1	1		
P09546	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A786	1		1	1	1	1	1		6	1		1	1	1	1	1		
P05020	1	1				1	1		4	1	1				1	1		
P0A7E5	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A7E9	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P37744	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A7G2	1	1	1			1	1		5	1	1	1			1	1		
P04983	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P02925	1	1	1		1	1	1		6	1	1	1		1	1	1		
P14376	1			1	1	1	1	1	6	1			1	1	2	1	1	
P36767	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A7G6	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P24230	1	1	1		1		1		5	1	1	1		1		1		
P07012	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A7I4	1	1	1		1	1	1		6	1	1	1		1	1	1		
P67910	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P76658	1	1			1	1	1	1	6	1	1			1	1	1	1	
P27830	1	1				1	1		4	1	1				1	1		
P61887	1		1				1		3	1		1				1		
P28369	1		1						2	1		1						
P0A8J8	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AG30	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P25539	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A7X6	1	1				1	1	1	5	1	1				1	1	1	
P00452	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P69924	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AFU8	1		1		1	1	1		5	1		1		1	2	1		
P0A7L0	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A7J3	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A7J7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AA10	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0ADY3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P02413	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0ADY7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AG44	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P60422	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AG48	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P61175	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P68919	1	1	1			1	1	1	6	1	1	1			1	1	1	
P0AG51	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A7M9	1	1	1			1	1		5	1	1	1			1	1		
P60723	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P62399	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AG55	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A7R1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P33643	1	1			1	1	1		5	1	1			1	1	1		
P30850	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P21513	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A9J0	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0AFW4	1					1	1		3	1					1	1		
P0A7Y8	1						1		2	1						1		
P21499	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0ACI0	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AGB3	1	1	1				1		4	1	1	1				1		
P0A7Z0	1	1				1	1		4	1	1				1	1		
P0ACS7	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A7Z4	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A8V2	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A8T7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AGB6	1	1		1		1	1		5	1	1		1		1	1		
P00579	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A805	1	1	1			1	1		5	1	1	1			1	1		
P0C0R7	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0AG67	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A7R9	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A7S9	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A7U3	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A7V0	1	1	1	1	1	1	1	1	8	1	1	2	1	1	1	1	1	
P0A7U7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A7V3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A7W1	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P02358	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A7W7	1	1			1	1	1	1	6	1	1			1	1	1	1	
P0A7X3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AFX7	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P0AFX9	1		1		1	1	1		5	1		1		1	1	1		
P39406	1	1	1			1	1	1	6	1	1	1			1	1	1	
P38104	1		1				1		3	1		1				1		
P55135	1		1		1		1		4	1		1		1		1		
P0A809	1	1					1		3	1	1					1		
P16095	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P10408	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AG90	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A821	1	1	1		1	1	1		6	1	1	1		1	1	1		
P16456	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P23721	1	1	1		1	1	1		6	1	1	1		1	1	1		
P39304	1		1				1		3	1		1				1		
P76502	1	1					1		3	1	1					1		
P0AGC3	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A9K9	1	1	1		1	1	1		6	1	1	1		1	1	1		
P21170	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P08395	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	
P0AGD7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P15082	1		1				1		3	1		1				1		
P21507	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
Q46812	1								1	1								
P0ACA3	1	1		1	1	1	1		6	1	1		1	1	1	1		
P0AAI1	1		1				1		3	1		1				1		
P27306	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0ACG1	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A836	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AGE9	1	1	1		1	1	1		6	1	1	1		1	1	1		
P77689	1				1	1	1		4	1				1	1	1		
P26648	1					1	1		3	1					1	1		
P0ADG4	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0ABZ6	1	1	1		1	1	1	1	7	1	1	2		1	1	1	1	
P00957	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P21888	1	1	1		1	1	1		6	1	1	1		1	1	1		
P21889	1	1	1		1	1	1		6	1	1	1		1	1	1		
P04805	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P08312	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P07395	1	1	1		1	1	1		6	1	1	1		1	1	1		
P00960	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P00961	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P60906	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P00956	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A8N3	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A8N5	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A8N7	1	1					1		3	1	1					1		
P07813	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P00959	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A8M0	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P16659	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P00962	1	1	1		1	1	1		6	1	1	1		1	1	1		
P11875	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A8L1	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A8M3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P07118	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P00954	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AGJ9	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P08957	1	1			1	1	1		5	1	1			1	1	1		
P08956	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A870	1	1	1	1	1	1	1	1	8	1	1	2	1	1	1	1	1	
P42632	1	1	1		1	1	1		6	1	1	1		1	1	1		
P42630	1		1		1		1		4	1		1		1		1		
P07913	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P25396	1								1	1								
P25397	1	1	1		1	1	1		6	1	1	1		1	1	1		
P09153	1								1	1								
P0AGF6	1	1	1		1	1			5	1	1	1		1	1			
P77718	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A850	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P37666	1	1			1	1	1		5	1	1			1	1	1		
P27302	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P33570	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A855	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P02930	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P06612	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P38683	1								1	1								
P18004	1								1	1								
P24082	1								1	1								
P18471	1								1	1								
P18472	1								1	1								
P41067	1								1	1								
P18035	1								1	1								
P18006	1								1	1								
P09130	1								1	1								
P13482	1	1	1		1	1	1		6	1	1	1		1	1	1		
P28904	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P33790	1								1	1								
P14565	1								1	1								
P06626	1								1	1								
P0AGI8	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P23003	1	1				1	1		4	1	1				1	1		
P25745	1	1			1	1	1		5	1	1			1	1	1		
P13979	1								1	1								
P60340	1	1				1	1		4	1	1				1	1		
P0A9P4	1	1	1			1	1		5	1	1	1			1	1		
P07650	1	1	1		1	1	1		6	1	1	1		1	1	1		
P04693	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P07604	1	1	1			1	1		5	1	1	1			1	1		
P0AAB4	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A887	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P17993	1	1	1		1	1	1		6	1	1	1		1	1	1		
P25534	1	1	1		1	1	1		6	1	1	1		1	1	1		
P37440	1	1	1		1	1	1		6	1	1	1		1	1	1		
P12758	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AG80	1		1				1		3	1		1				1		
P0ACT6	1		1			1	1		4	1		1			1	1		
P12295	1	1				1	1		4	1	1				1	1		
P0A940	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P39177	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P0ADE8	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A8F0	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0A8F4	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P08390	1				1	1	1		4	1				1	1	1		
P07024	1	1	1			1	1		5	1	1	1			1	1		
P0AED0	1	1			1	1	1		5	1	1			1	1	1		
P43672	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A8F8	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A8G3	1	1	1		1	1	1		6	1	1	1		1	1	1		
P39160	1	1			1	1	1		5	1	1			1	1	1		
P39161	1		1				1		3	1		1				1		
P27829	1				1	1	1		4	1				1	1	1		
P76372	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0AG00	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P22564	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A8E5	1		1	1			1		4	1		1	1			1		
P61517	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P28634	1		1				1		3	1		1				1		
P04335	1	1	1		1	1	1		6	1	1	1		1	1	1		
P30866	1								1	1								
Q47146	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P37007	1		1				1		3	1		1				1		
P21514	1						1		2	1						1		
P75691	1	1			1	1	1		5	1	1			1	1	1		
P75694	1	1	1				1		4	1	1	1				1		
P0A8D3	1		1				1		3	1		1				1		
P51024	1	1				1	1		4	1	1				1	1		
P0ADZ7	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P46122	1		1		1	1	1		5	1		1		1	1	1		
P0A8B5	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A8D0	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AA53	1	1		1	1	1	1		6	1	1		1	1	1	1		
P77279	1						1		2	1						1		
P77504	1		1		1	1	1		5	1		1		1	1	1		
P0AAT4	1	1		1	1	1	1		6	1	1		1	1	1	1		
P77213	1					1	1		3	1					1	1		
P41409	1	1			1	1	1		5	1	1			1	1	1		
P75736	1		1			1	1		4	1		1			1	1		
P12994	1						1		2	1						1		
P52697	1	1			1	1	1		5	1	1			1	1	1		
P75783	1				1	1	1		4	1				1	1	1		
P0A9U3	1	1	1		1	1	1		6	1	1	1		1	1	1		
P75779	1	1	1		1		1		5	1	1	1		1		1		
P75828	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AAZ4	1	1	1				1		4	1	1	1				1		
P75849	1	1		1		1	1		5	1	1		1		1	1		
P75864	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P0AB18	1	1	1			1	1		5	1	1	1			1	1		
P75874	1	1				1	1		4	1	1				1	1		
P75914	1	1	1			1	1		5	1	1	1			1	1		
P29217	1	1			1	1	1		5	1	1			1	1	1		
P27431	1	1					1		3	1	1					1		
P0AFQ7	1	1		1		1	1		5	1	1		1		1	1		
P75955	1								1	1								
P75959	1	1			1		1		4	1	1			1		1		
P29013	1	1			1	1	1		5	1	1			1	1	1		
P0AB43	1	1	1				1		4	1	1	1				1		
P76004	1	1					1		3	1	1					1		
P25743	1	1			1				3	1	1			1				
P0AB52	1	1				1	1		4	1	1				1	1		
P21363	1		1		1		1		4	1		1		1		1		
P31808	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AB61	1	1	1			1	1		5	1	1	1			1	1		
P76046	1				1		1		3	1				1		1		
P76055	1		1		1	1	1		5	1		1		1	1	1		
P64451	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P76108	1		1				1		3	1		1				1		
P77268	1	1	1				1		4	1	1	1				1		
P77318	1	1	1			1	1		5	1	1	1			1	1		
P39831	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0ACM2	1		1				1		3	1		1				1		
P77228	1								1	1								
P77804	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P76177	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P64467	1		1				1		3	1		1				1		
P0AC69	1	1				1	1		4	1	1				1	1		
P0A8A4	1		1		1	1	1		5	1		1		1	1	1		
P77337	1				1				2	1				1				
P37794	1						1		2	1						1		
P77721	1	1	1			1	1		5	1	1	1			1	1		
P0ACY3	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P76235	1	1			1	1	1		5	1	1			1	1	1		
P0AA91	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P76256	1	1				1	1		4	1	1				1	1		
P0A8A0	1	1	1		1	1	1		6	1	1	1		1	1	1		
P64506	1	1					1		3	1	1					1		
P0AD05	1	1				1	1		4	1	1				1	1		
P37774	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P76290	1	1	1		1	1	1		6	1	1	1		1	1	1		
P31063	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P31658	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0A8A2	1	1	1			1	1		5	1	1	1			1	1		
P0AD12	1	1	1		1	1	1		6	1	1	1		1	1	1		
P37749	1	1		1	1	1	1		6	1	1		1	1	1	1		
P76393	1								1	1								
P76394	1		1						2	1		1						
P76398	1				1	1	1		4	1				1	1	1		
P76402	1	1	1				1		4	1	1	1				1		
P76403	1	1	1		1	1	1		6	1	1	1		1	1	1		
P25889	1	1			1		1		4	1	1			1		1		
P33025	1		1				1		3	1		1				1		
P76440	1	1	1		1	1	1		6	1	1	1		1	1	1		
P77215	1						1		2	1						1		
P76481	1		1				1		3	1		1				1		
P0A959	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
P77526	1						1		2	1						1		
P77775	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P69902	1								1	1								
P76537	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P36979	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P66948	1	1	1		1	1	1		6	1	1	1		1	1	1		
P77172	1				1		1		3	1				1		1		
P37767	1						1		2	1						1		
P76578	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0AD49	1	1	1		1	1	1		6	1	1	1		1	1	1		
P68066	1	1			1	1	1		5	1	1			1	1	1		
P0AGJ5	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0AC02	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P76594	1	1			1	1	1		5	1	1			1	1	1		
P0AGL5	1	1	1				1		4	1	1	1				1		
P0A6G3	1		1				1		3	1		1				1		
P76621	1		1		1	1	1		5	1		1		1	1	1		
P0ADR6	1	1	1			1	1	1	6	1	1	1			1	1	1	
P65292	1	1		1	1	1	1		6	1	1		1	1	1	1		
Q46802	1	1	1		1	1	1	1	7	1	1	1		1	1	1	1	
Q46803	1		1						2	1		1						
P65807	1	1	1				1		4	1	1	1				1		
Q46811	1	1	1		1		1		5	1	1	1		1		1		
Q46851	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0ADU2	1	1	1			1	1		5	1	1	1			1	1		
P0A8A8	1					1	1		3	1					1	1		
P0A894	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P67762	1		1				1		3	1		1				1		
P42641	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0ADW3	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P67662	1								1	1								
P26646	1	1			1	1	1		5	1	1			1	1	1		
P45524	1				1				2	1				1				
P45552	1		1				1		3	1		1				1		
P45804	1		1		1	1	1		5	1		1		1	1	1		
P46837	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0ADX7	1		1			1	1		4	1		1			1	1		
P46852	1		1				1		3	1		1				1		
P46854	1		1				1		3	1		1				1		
P37634	1	1	1			1	1		5	1	1	1			1	1		
P37637	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P37197	1		1		1		1		4	1		1		1		1		
P37645	1		1	1	1	1	1		6	1		1	1	1	1	1		
P37648	1	1	1		1	1	1		6	1	1	1		1	1	1		
P37652	1		1	1	1	1	1	1	7	1		1	1	1	1	1	1	
P37664	1								1	1								
P0ADK0	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0ADK8	1	1	1			1	1		5	1	1	1			1	1		
P37690	1						1	1	3	1						1	1	
P23839	1	1	1		1	1	1		6	1	1	1		1	1	1		
P31456	1		1		1				3	1		1		1				
P0ADN0	1		1		1		1		4	1		1		1		1		
P23305	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P0A8H6	1	1	1			1	1		5	1	1	1			1	1		
P0ACM9	1		1				1		3	1		1				1		
P69380	1				1	1	1		4	1				1	1	1		
P0AAB8	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AF43	1			1	1	1	1		5	1			1	1	1	1		
P68206	1	1	1		1	1	1		6	1	1	1		1	1	1		
P0AF48	1						1		2	1						1		
P0AF50	1	1					1		3	1	1					1		
P32703	1	1			1	1	1		5	1	1			1	1	1		
P0AF61	1						1		2	1						1		
P31806	1	1			1	1	1		5	1	1			1	1	1		
P0AF70	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P63177	1		1				1	1	4	1		1				1	1	
P0A9W0	1		1				1		3	1		1				1		
P27250	1					1	1		3	1					1	1		
P39342	1	1	1		1	1	1		6	1	1	1		1	1	1		
P39356	1		1		1	1	1		5	1		1		1	1	1		
P24203	1	1		1	1	1	1		6	1	1		1	1	1	1		
P39384	1	1					1		3	1	1					1		
P0A9W3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P77252	1	1	1			1	1		5	1	1	1			1	1		
P77536	1	1	1			1	1		5	1	1	1			1	1		
Q47272	1				1				2	1				1				
P0AEI1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	
P75797	1		1				1		3	1		1				1		
P0AEI4	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P0ACA7	1	1		1	1	1	1		6	1	1		1	1	1	1		
P0AB10	1				1	1	1		4	1				1	1	1		
P76143	1	1	1		1	1	1		6	1	1	1		1	1	1		
P77783	1	1	1	1	1		1		6	1	1	1	1	1		1		
P77247	1		1			1	1		4	1		1			1	1		
P78067	1	1			1	1	1		5	1	1			1	1	1		
P39838	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P76561	1	1					1		3	1	1					1		
Q46808	1						1		2	1						1		
P0A8W5	1	1				1	1		4	1	1				1	1		
Q46868	1		1		1	1	1		5	1		1		1	1	1		
P64585	1	1	1		1	1	1		6	1	1	1		1	1	1		
P42620	1		1				1		3	1		1				1		
P64596	1	1		1	1	1	1	1	7	1	1		1	1	1	1	1	
P63386	1	1	1	1	1	1	1		7	1	1	1	1	1	1	1		
P45395	1	1	1		1	1	1		6	1	1	1		1	1	1		
P39321	1	1	1		1	1	1		6	1	1	1		1	1	1		
P39325	1	1	1		1		1		5	1	1	1		1		1		
P39172	1		1		1	1	1		5	1		1		1	1	1		
P14377	1			1	1	1	1		5	1			1	1	1	1		
P0CF53	1		1						2	1		1						
P0CF54	1								1	1								
P0CF55	1								1	1								
P0CF56	1								1	1								
P0CF57	1								1	1								
P0CF58	1								1	1								
P0CF59	1	1							2	1	1							
P0CF60	1								1	1								
P0CF66	1						1		2	1						1		
P0CF67	1								1	1								
P0CF68	1								1	1								
P0CF69	1								1	1								
P0CF70	1								1	1								
P0CF71	1	1							2	1	1							
P0CF72	1								1	1								
P0CE48	1	1		1				1	4	1	1		1				1	
P00370		1	1		1	1	1		5		1	1		1	1	1		
P00448		1				1	1		3		1				1	1		
P00803		1		1	1	1	1	1	6		1		1	1	1	1	1	
P00887		1			1	1	1	1	5		1			1	1	1	1	
P00909		1			1	1	1		4		1			1	1	1		
P00926		1			1	1	1		4		1			1	1	1		
P00934		1		1	1	1	1		5		1		1	1	1	1		
P00944		1	1		1		1		4		1	1		1		1		
P02359		1	1	1	1	1	1	1	7		1	1	1	1	1	1	1	
P02943		1		1	1	1	1	1	6		1		1	1	1	1	1	
P03004		1	1		1	1	1	1	6		1	1		1	1	1	1	
P03018		1	1		1	1	1		5		1	1		1	1	1		
P03817		1				1	1		3		1				1	1		
P03819		1		1	1	1	1		5		1		1	1	1	1		
P03841		1			1	1	1		4		1			1	1	1		
P03856		1							1		1							
P04825		1	1	1	1	1	1		6		1	1	1	1	1	1		
P04951		1	1			1	1		4		1	1			1	1		
P04968		1	1				1		3		1	1				1		
P04982		1	1	1		1	1		5		1	1	1		1	1		
P04994		1	1		1	1	1		5		1	1		1	1	1		
P05194		1	1				1		3		1	1				1		
P05523		1	1	1			1		4		1	1	1			1		
P05637		1			1	1	1		4		1			1	1	1		
P05719		1	1			1	1		4		1	1			1	1		
P05852		1	1		1	1	1		5		1	1		1	1	1		
P06282		1	1	1	1	1	1		6		1	1	1	1	1	1		
P06616		1	1		1	1	1	1	6		1	1		1	1	1	1	
P06961		1	1			1	1		4		1	1			1	1		
P06965		1	1						2		1	1						
P06966		1					1		2		1					1		
P06968		1				1	1		3		1				1	1		
P06971		1	1	1	1	1	1		6		1	2	1	1	1	1		
P06983		1	1			1	1	1	5		1	1			1	1	1	
P06986		1				1	1		3		1				1	1		
P06987		1		1		1	1	1	5		1		1		1	1	1	
P06988		1	1		1	1	1		5		1	1		1	1	1		
P06993		1	1	1	1	1	1		6		1	1	1	1	1	1		
P07109		1	1	1			1		4		1	1	1			1		
P07363		1	1			1			3		1	1			1			
P07464		1	1						2		1	1						
