Merge ID	Gevaert2002	Taoka2004	Arifuzzaman2006	Ji2006	Iwasaki2009	Masuda2009	Iwasaki2010	Thein2010	# Studies	Gevaert2002 Duplicates	Taoka2004 Duplicates	Arifuzzaman2006 Duplicates	Ji2006 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Iwasaki2010 Duplicates	Thein2010 Duplicates	
P26218							1		1							1		
P26281							1		1							1		
P27127							1		1							1		
P27253							1		1							1		
P27859							1		1							1		
P28631							1		1							1		
P28905							1		1							1		
P30126							1		1							1		
P30748							1		1							1		
P30860							1		1							1		
P31131							1		1							1		
P31462							1		1							1		
P31463							1		1							1		
P31550							1		1							1		
P31992							1		1							1		
P32134							1		1							1		
P32135							1		1							1		
P32709							1		1							1		
P33014							1		1							1		
P33015							1		1							1		
P33345							1		1							1		
P33595							1	1	2							1	1	
P33667							1		1							1		
P33913							1		1							1		
P34749							1		1							1		
P36562							1		1							1		
P37017							1		1							1		
P37025							1		1							1		
P37052							1		1							1		
P37348							1		1							1		
P37614							1		1							1		
P37676							1		1							1		
P37678							1		1							1		
P37683							1		1							1		
P37691							1		1							1		
P37766							1		1							1		
P37769							1		1							1		
P38035							1		1							1		
P38506							1		1							1		
P39187							1		1							1		
P39196							1		1							1		
P39315							1		1							1		
P39332							1		1							1		
P39346							1		1							1		
P39360							1		1							1		
P39363							1		1							1		
P39374							1		1							1		
P39379							1		1							1		
P39390							1		1							1		
P39408							1		1							1		
P39410							1		1							1		
P42590							1		1							1		
P42591							1		1							1		
P42628							1		1							1		
P45424							1		1							1		
P45475							1		1							1		
P45530							1		1							1		
P45544							1		1							1		
P45550							1		1							1		
P45795							1		1							1		
P45807							1		1							1		
P52060							1		1							1		
P52102							1		1							1		
P52129							1		1							1		
P52138							1		1							1		
P52143							1		1							1		
P56614							1		1							1		
P58035							1		1							1		
P62395							1		1							1		
P62601							1		1							1		
P62615							1		1							1		
P64432							1		1							1		
P64476							1		1							1		
P64479							1		1							1		
P64530							1		1							1		
P64534							1		1							1		
P64557							1		1							1		
P64594							1		1							1		
P64610							1		1							1		
P64612							1		1							1		
P64616							1		1							1		
P64622							1		1							1		
P64631							1		1							1		
P64634							1		1							1		
P67338							1		1							1		
P67624							1		1							1		
P68688							1		1							1		
P69488							1		1							1		
P69931							1		1							1		
P75682							1		1							1		
P75713							1		1							1		
P75794							1		1							1		
P75809							1		1							1		
P75825							1		1							1		
P75853							1		1							1		
P75857							1		1							1		
P75966							1		1							1		
P75974							1		1							1		
P75993							1		1							1		
P76008							1		1							1		
P76023							1		1							1		
P76065							1		1							1		
P76085							1		1							1		
P76100							1		1							1		
P76112							1		1							1		
P76168							1		1							1		
P76176							1		1							1		
P76216							1		1							1		
P76227							1		1							1		
P76234							1		1							1		
P76241							1		1							1		
P76318							1		1							1		
P76341							1		1							1		
P76342							1		1							1		
P76349							1		1							1		
P76396							1		1							1		
P76499							1		1							1		
P76514							1		1							1		
P76516							1		1							1		
P76520							1		1							1		
P76562							1		1							1		
P76613							1		1							1		
P76938							1		1							1		
P77091							1		1							1		
P77162							1		1							1		
P77256							1		1							1		
P77286							1		1							1		
P77301							1		1							1		
P77306							1		1							1		
P77329							1		1							1		
P77335							1		1							1		
P77368							1		1							1		
P77503							1		1							1		
P77546							1		1							1		
P77555							1		1							1		
P77596							1		1							1		
P77608							1		1							1		
P77646							1		1							1		
P77667							1		1							1		
P77712							1		1							1		
P80668							1		1							1		
Q2EES0							1		1							1		
Q2M7R5							1		1							1		
Q2M7X4							1		1							1		
Q46806							1		1							1		
Q46822							1		1							1		
Q46891							1		1							1		
Q46919							1		1							1		
Q46938							1		1							1		
Q47690							1		1							1		
P76423								1	1								1	
P07623								1	1								1	
P77747								1	1								1	
P76472								1	1								1	
P0A6C5								1	1								1	
