Merge ID	Thein_bl21	OurStudy_Feb2011_Common	# Studies	TableS4_BL21_DE3_ProteomeV8_BasicProteome Duplicates
C6EA67_ECOBD	0	1	1	B
C6EHR5_ECOBD	0	1	1	A
C6ELB2_ECOBD	0	1	1	A
C6ELB3_ECOBD	0	1	1	A
C6ECQ6_ECOBD	0	1	1	F1
C6ELB0_ECOBD	1	1	2	H
C6EGT0_ECOBD	0	1	1	A
C6EAQ5_ECOBD	0	1	1	A
C6EL94_ECOBD	0	0	0	B
C6EF04_ECOBD	0	0	0	A
C6EF08_ECOBD	0	1	1	A
C6ED45_ECOBD	0	0	0	A
C6ED46_ECOBD	0	0	0	A
C6EEP3_ECOBD	0	0	0	F2
C6EEP2_ECOBD	0	0	0	B
C6EEP1_ECOBD	0	0	0	B
C6EF05_ECOBD	1	1	2	G
C6EF06_ECOBD	1	1	2	B
C6EF07_ECOBD	0	1	1	B
C6EKU8_ECOBD	0	0	0	A
C6EEV9_ECOBD	0	1	1	A
C6EEW0_ECOBD	0	1	1	A
C6EC65_ECOBD	1	1	2	H
C6EC66_ECOBD	0	1	1	G
C6EC67_ECOBD	0	0	0	B
C6EC68_ECOBD	0	1	1	B
C6EC69_ECOBD	0	1	1	F1
C6EC63_ECOBD	0	0	0	A
C6EC64_ECOBD	0	0	0	B
C6EEX4_ECOBD	0	1	1	A
C6EFG6_ECOBD	0	0	0	A
C6EFG5_ECOBD	0	1	1	B
C6EFG4_ECOBD	0	0	0	A
C6EKB2_ECOBD	1	1	2	H
C6EKA3_ECOBD	0	1	1	G
C6EKA7_ECOBD	0	1	1	F1
C6EKA5_ECOBD	0	1	1	B
C6EKA8_ECOBD	0	0	0	B
C6EKA6_ECOBD	0	0	0	B
C6EKI2_ECOBD	0	0	0	A
C6EKB1_ECOBD	0	0	0	A
C6EIE8_ECOBD	0	1	1	A
C6EJD7_ECOBD	0	0	0	A
C6EAD1_ECOBD	0	0	0	B
C6EAD3_ECOBD	0	1	1	F1
C6EAD2_ECOBD	0	1	1	G
C6EGZ0_ECOBD	0	1	1	H
C6EBK3_ECOBD	0	0	0	F1
C6EGA2_ECOBD	0	1	1	A
C6EEY3_ECOBD	0	1	1	B
C6EBR9_ECOBD	0	0	0	F4
C6EBR7_ECOBD	0	0	0	G
C6EBR6_ECOBD	0	0	0	H
C6EBR5_ECOBD	0	0	0	F4
C6EBR4_ECOBD	0	0	0	F4
C6EBR3_ECOBD	0	0	0	F4
C6EBR8_ECOBD	0	0	0	G
C6EKT1_ECOBD	0	0	0	A
C6EGJ9_ECOBD	0	1	1	A
C6EIX7_ECOBD	1	1	2	H
C6EB12_ECOBD	0	0	0	A
C6EB11_ECOBD	0	0	0	A
C6EB10_ECOBD	0	0	0	F1
C6EB09_ECOBD	0	0	0	A
C6EGB7_ECOBD	0	1	1	G
C6ECD7_ECOBD	0	1	1	A
C6EB25_ECOBD	0	1	1	A
C6EJQ0_ECOBD	0	1	1	A
C6EIL3_ECOBD	0	0	0	A
C6EHE1_ECOBD	0	0	0	G
C6EHE0_ECOBD	0	0	0	G
C6EHD9_ECOBD	0	0	0	G
C6EHD7_ECOBD	0	0	0	F4
C6EHD6_ECOBD	0	0	0	G
C6EHD5_ECOBD	0	0	0	G
C6EHD4_ECOBD	1	0	1	I
C6EHD3_ECOBD	0	0	0	G
C6EHD2_ECOBD	0	0	0	A
C6EHD1_ECOBD	0	0	0	F4
C6EHD0_ECOBD	0	0	0	F4
C6EHE2_ECOBD	0	0	0	A
C6EHE3_ECOBD	0	0	0	A
C6EBU8_ECOBD	0	1	1	B
C6EBU7_ECOBD	0	1	1	B
C6EBT6_ECOBD	0	1	1	A
C6EBT5_ECOBD	0	0	0	A
C6EBU9_ECOBD	0	0	0	G
C6EBD9_ECOBD	0	0	0	A
C6EBD8_ECOBD	0	0	0	F4
C6EBD7_ECOBD	0	0	0	F4
C6EBC8_ECOBD	0	0	0	B
C6EBC7_ECOBD	0	0	0	B
C6EBC6_ECOBD	0	0	0	F1
C6EBC5_ECOBD	0	0	0	A
C6EBC4_ECOBD	0	0	0	A
C6EBC3_ECOBD	0	0	0	F1
C6EBC2_ECOBD	0	0	0	A
C6EBC1_ECOBD	0	0	0	F1
C6EBC0_ECOBD	0	0	0	F1
C6EBB9_ECOBD	0	0	0	F1
C6EBB8_ECOBD	0	0	0	B
C6EBB7_ECOBD	0	0	0	B
C6EBB6_ECOBD	0	0	0	B
C6EBB5_ECOBD	0	0	0	B
C6EBD6_ECOBD	0	0	0	A
C6EBD5_ECOBD	0	0	0	A
C6EBE1_ECOBD	0	1	1	G
C6ELD2_ECOBD	0	1	1	B
C6EGH9_ECOBD	0	1	1	A
C6EI78_ECOBD	1	1	2	B
C6EKL9_ECOBD	0	0	0	B
C6EHT7_ECOBD	0	1	1	A
C6ELD8_ECOBD	0	1	1	A
C6EKT7_ECOBD	0	1	1	A
C6EDP2_ECOBD	0	0	0	A
C6ELF0_ECOBD	0	1	1	A
C6EDF6_ECOBD	0	1	1	A
C6ECW9_ECOBD	1	1	2	F1
C6ECX0_ECOBD	0	1	1	F1
C6ECX1_ECOBD	0	1	1	B
C6ECX2_ECOBD	0	1	1	B
C6EF54_ECOBD	0	1	1	A
C6EFK6_ECOBD	0	0	0	B
C6EFK5_ECOBD	0	0	0	A
C6EFK3_ECOBD	0	0	0	A
C6EFK2_ECOBD	0	0	0	A
C6ELM4_ECOBD	0	1	1	A
C6ELM3_ECOBD	0	1	1	A
C6EA48_ECOBD	0	1	1	A
C6EAX5_ECOBD	1	1	2	A
C6EF02_ECOBD	0	1	1	A
C6EF01_ECOBD	0	0	0	A
C6EIV7_ECOBD	0	0	0	A
C6EE62_ECOBD	0	0	0	A
C6EKY5_ECOBD	0	1	1	B
C6EBF4_ECOBD	1	1	2	A
C6EBF8_ECOBD	0	1	1	A
C6EAW1_ECOBD	1	1	2	F1
C6EJB9_ECOBD	0	1	1	B
C6EFB1_ECOBD	1	1	2	F1
C6EH49_ECOBD	1	1	2	B
C6EAX1_ECOBD	1	1	2	B
C6EI92_ECOBD	1	1	2	B
C6EAX2_ECOBD	0	1	1	B
C6EE76_ECOBD	1	1	2	B
C6EAW2_ECOBD	0	1	1	B
C6EAW6_ECOBD	0	1	1	B
C6EFB2_ECOBD	1	1	2	B
C6EFB0_ECOBD	1	1	2	F1
C6EAW0_ECOBD	1	1	2	F1
C6EJ64_ECOBD	0	0	0	A
C6EJ63_ECOBD	0	0	0	A
C6EJ62_ECOBD	0	1	1	A
C6EJ72_ECOBD	0	0	0	A
C6EJ61_ECOBD	0	1	1	A
C6EDN6_ECOBD	0	1	1	A
C6ED02_ECOBD	0	0	0	A
C6EDN7_ECOBD	1	1	2	A
C6EJQ1_ECOBD	0	1	1	A
C6ECY5_ECOBD	0	1	1	B
C6EC50_ECOBD	1	1	2	A
C6EEU7_ECOBD	0	0	0	A
C6EBX6_ECOBD	1	1	2	A
C6EDZ9_ECOBD	0	1	1	A
C6EJW4_ECOBD	0	1	1	A
C6EJW2_ECOBD	0	0	0	B
C6EJW3_ECOBD	0	1	1	A
C6EEM5_ECOBD	0	0	0	B
C6EEH3_ECOBD	0	0	0	A
C6EEG9_ECOBD	0	0	0	A
C6EEG8_ECOBD	0	0	0	A
C6EAR5_ECOBD	0	1	1	B
C6EIG8_ECOBD	1	1	2	B
C6EJ31_ECOBD	0	1	1	A
C6EAG2_ECOBD	0	0	0	A
C6EGN1_ECOBD	1	1	2	B
C6EH98_ECOBD	0	0	0	A
C6EHA0_ECOBD	0	0	0	A
C6EH99_ECOBD	0	0	0	B
C6EHA1_ECOBD	0	1	1	A
C6EAL9_ECOBD	1	1	2	B
C6EAL4_ECOBD	0	1	1	A
C6EAL5_ECOBD	1	1	2	A
C6EAG0_ECOBD	1	1	2	A
C6EKV8_ECOBD	0	0	0	A
C6EHT1_ECOBD	0	1	1	A
C6EIK4_ECOBD	1	1	2	A
C6EIK5_ECOBD	1	1	2	A
C6EIK3_ECOBD	0	1	1	A
C6EJ58_ECOBD	0	1	1	A
C6EKN2_ECOBD	0	1	1	A
C6EHM0_ECOBD	0	0	0	B
C6EHM1_ECOBD	0	0	0	I
C6EHM2_ECOBD	0	0	0	G
C6EHM3_ECOBD	0	0	0	G
C6EHM4_ECOBD	1	1	2	I
C6EFC7_ECOBD	0	0	0	G
C6EHH9_ECOBD	0	1	1	A
C6EEC8_ECOBD	0	1	1	A
C6EID6_ECOBD	0	0	0	B
C6EID0_ECOBD	0	1	1	A
C6EID1_ECOBD	0	0	0	A
C6EID2_ECOBD	0	0	0	A
C6EID3_ECOBD	0	0	0	A
C6EID4_ECOBD	0	0	0	A
C6EE63_ECOBD	0	1	1	A
C6EFE5_ECOBD	1	1	2	A
C6EFE2_ECOBD	0	1	1	A
C6EFE4_ECOBD	0	1	1	A
C6EHU6_ECOBD	0	0	0	A
C6EFE3_ECOBD	0	0	0	A
C6EL80_ECOBD	0	1	1	A
C6EH51_ECOBD	0	1	1	A
C6EG74_ECOBD	1	1	2	A
C6EG73_ECOBD	1	1	2	A
C6EF31_ECOBD	0	1	1	A
C6EKF4_ECOBD	0	1	1	A
C6EAB8_ECOBD	1	1	2	A
C6EHU2_ECOBD	0	1	1	A
C6EIX1_ECOBD	0	1	1	G
C6EL13_ECOBD	0	0	0	F1
C6EIX2_ECOBD	0	1	1	B
C6EIX3_ECOBD	1	1	2	F1
C6EA78_ECOBD	0	1	1	A
C6E9W0_ECOBD	1	0	1	F1
C6E9V9_ECOBD	0	0	0	F1
C6E9V8_ECOBD	1	0	1	F1
C6EFE8_ECOBD	1	1	2	F1
C6EFE9_ECOBD	0	0	0	A
C6EEX1_ECOBD	0	1	1	B
C6EFF0_ECOBD	0	1	1	B
C6EEX2_ECOBD	1	1	2	A
C6E9W2_ECOBD	0	1	1	G
C6EFF1_ECOBD	1	1	2	A
C6E9W1_ECOBD	0	0	0	B
C6EEX3_ECOBD	1	1	2	A
C6EIQ6_ECOBD	0	0	0	A
C6EHE9_ECOBD	0	1	1	A
C6EDH9_ECOBD	0	1	1	A
C6ECU9_ECOBD	0	1	1	A
C6EKX9_ECOBD	0	0	0	A
C6EDW5_ECOBD	0	1	1	A
C6EH15_ECOBD	0	1	1	A
C6EH14_ECOBD	0	1	1	A
C6EK40_ECOBD	0	1	1	G
C6EK41_ECOBD	0	1	1	B
C6EK42_ECOBD	0	1	1	B
C6ED48_ECOBD	0	1	1	B
C6EDD6_ECOBD	0	1	1	B
C6EAE0_ECOBD	0	1	1	A
C6EKV2_ECOBD	0	0	0	A
C6EHA2_ECOBD	0	0	0	B
C6EKV6_ECOBD	0	0	0	A
C6EKF6_ECOBD	1	1	2	A
C6EAQ4_ECOBD	0	0	0	A
C6EA66_ECOBD	0	1	1	A
C6EA84_ECOBD	0	0	0	A
C6EFU8_ECOBD	0	1	1	A
C6EHL6_ECOBD	0	1	1	A
C6EFD8_ECOBD	0	1	1	A
C6EBR2_ECOBD	0	0	0	B
C6EFD7_ECOBD	0	1	1	A
C6EFF9_ECOBD	1	1	2	B
C6EFD9_ECOBD	0	0	0	B
C6EFG1_ECOBD	0	0	0	A
C6EDI1_ECOBD	0	1	1	A
C6EFJ1_ECOBD	0	1	1	A
C6EJI9_ECOBD	1	1	2	A
C6EBH6_ECOBD	1	1	2	B
C6EDH7_ECOBD	0	1	1	A
C6EG34_ECOBD	0	1	1	B
C6EH46_ECOBD	0	1	1	A
C6EFG8_ECOBD	0	1	1	A
C6EJX9_ECOBD	0	1	1	A
C6EAD0_ECOBD	1	1	2	A
C6EJT8_ECOBD	0	1	1	A
C6EIG4_ECOBD	0	1	1	A
C6EEI5_ECOBD	0	1	1	A
C6EIV3_ECOBD	0	1	1	F1
C6EIV2_ECOBD	0	1	1	G
C6EIV1_ECOBD	0	1	1	B
C6EIV0_ECOBD	0	0	0	B
C6EI04_ECOBD	0	1	1	A
C6EGE3_ECOBD	0	0	0	B
C6EGE2_ECOBD	0	0	0	B
C6EGE1_ECOBD	0	0	0	G
C6EGE0_ECOBD	0	0	0	F1
C6EGD9_ECOBD	0	1	1	B
C6EGD8_ECOBD	0	0	0	B
C6EGD7_ECOBD	0	0	0	G
C6EGD6_ECOBD	0	0	0	G
C6EGD5_ECOBD	0	0	0	G
C6EGD4_ECOBD	0	0	0	G
C6EGD3_ECOBD	0	0	0	B
C6EGD2_ECOBD	0	0	0	B
C6EDL0_ECOBD	0	1	1	A
C6EKK2_ECOBD	1	1	2	A
C6EAV2_ECOBD	0	1	1	B
C6EIM5_ECOBD	0	0	0	A
C6EJ85_ECOBD	0	1	1	A
C6EJ83_ECOBD	0	0	0	B
C6EJ84_ECOBD	0	0	0	A
C6EEF2_ECOBD	0	1	1	G
C6EJS5_ECOBD	0	0	0	A
C6EJS3_ECOBD	0	1	1	A
C6E9X0_ECOBD	1	1	2	A
C6ECI0_ECOBD	1	1	2	A
C6EB74_ECOBD	0	0	0	A
C6EKG6_ECOBD	0	0	0	A
C6EKG7_ECOBD	0	0	0	A
C6EKG5_ECOBD	0	0	0	A
C6EKG9_ECOBD	0	1	1	A
C6EKG8_ECOBD	0	1	1	A
C6EKH0_ECOBD	0	1	1	A
C6EKH1_ECOBD	0	0	0	B
C6EBA1_ECOBD	0	0	0	A
C6EIA8_ECOBD	0	0	0	A
C6EIA9_ECOBD	0	0	0	A
C6EKL5_ECOBD	0	1	1	F1
C6EEH5_ECOBD	0	0	0	G
C6EEH6_ECOBD	0	0	0	G
C6EEH4_ECOBD	0	0	0	B
C6EG46_ECOBD	0	1	1	A
C6EDM8_ECOBD	0	1	1	A
C6EI19_ECOBD	1	1	2	A
C6EGQ6_ECOBD	0	1	1	A
C6ELL5_ECOBD	1	1	2	A
C6EG10_ECOBD	1	1	2	A
C6EG11_ECOBD	0	1	1	A
C6EKR8_ECOBD	0	0	0	A
C6EF48_ECOBD	1	1	2	A
C6EKY9_ECOBD	0	1	1	A
C6EGQ4_ECOBD	0	1	1	A
C6EF35_ECOBD	0	1	1	A
C6EG12_ECOBD	1	1	2	B
C6EG13_ECOBD	1	1	2	B
C6EBX4_ECOBD	1	1	2	B
C6EGV9_ECOBD	0	1	1	F1
C6ECH6_ECOBD	1	1	2	A
C6ECV6_ECOBD	1	1	2	F1
C6EL04_ECOBD	0	0	0	A
C6EGY9_ECOBD	0	1	1	A
C6EEL1_ECOBD	0	1	1	A
C6EEL0_ECOBD	0	0	0	A
C6EB66_ECOBD	0	1	1	A
C6EB59_ECOBD	0	1	1	A
C6EB61_ECOBD	0	1	1	A
C6EB62_ECOBD	0	1	1	A
C6EB60_ECOBD	0	1	1	A
C6EB63_ECOBD	1	1	2	A
C6EB64_ECOBD	0	1	1	A
C6ELE4_ECOBD	0	1	1	G
C6ELE6_ECOBD	0	1	1	B
C6ELE7_ECOBD	0	1	1	F1
C6ELE5_ECOBD	0	1	1	B
C6EB65_ECOBD	0	1	1	A
C6EB98_ECOBD	0	0	0	G
C6EDH1_ECOBD	0	1	1	A
C6EHU3_ECOBD	1	1	2	A
C6EKF5_ECOBD	1	1	2	A
C6EGN2_ECOBD	0	1	1	A
C6EGN0_ECOBD	1	1	2	A
C6ELM8_ECOBD	0	1	1	A
C6EAV0_ECOBD	0	0	0	A
C6EAV1_ECOBD	0	0	0	B
C6EFI5_ECOBD	0	0	0	H
C6EEC3_ECOBD	0	0	0	B
C6EKB6_ECOBD	0	0	0	B
C6EK53_ECOBD	1	1	2	A
C6EGZ3_ECOBD	0	1	1	A
C6EC92_ECOBD	0	1	1	A
C6EBK0_ECOBD	0	1	1	A
C6EBY7_ECOBD	0	1	1	A
C6EAE2_ECOBD	0	1	1	A
C6EAT2_ECOBD	0	1	1	A
C6EEV0_ECOBD	1	1	2	A
C6EAD6_ECOBD	0	1	1	A
C6EJK7_ECOBD	0	0	0	B
C6EKI1_ECOBD	0	1	1	A
C6EKI0_ECOBD	0	1	1	A
C6EK46_ECOBD	0	0	0	A
C6EEW5_ECOBD	0	1	1	I
C6EFH4_ECOBD	0	1	1	A
C6EFH5_ECOBD	0	1	1	A
C6EE78_ECOBD	1	1	2	A
C6EE77_ECOBD	0	1	1	A
C6EI15_ECOBD	0	1	1	A
C6EG48_ECOBD	0	0	0	B
C6EKZ1_ECOBD	1	1	2	F1
C6EC00_ECOBD	1	1	2	B
C6EHF9_ECOBD	0	1	1	B
C6EE30_ECOBD	0	0	0	A
C6EAE5_ECOBD	0	0	0	H
C6EHN3_ECOBD	0	0	0	A
C6EHN2_ECOBD	0	0	0	A
C6EHN1_ECOBD	0	0	0	A
C6EHZ6_ECOBD	0	1	1	F2
C6EHZ7_ECOBD	0	0	0	B
C6EHZ9_ECOBD	0	1	1	A
C6EI00_ECOBD	0	1	1	A
C6EI01_ECOBD	0	1	1	A
C6EI02_ECOBD	0	0	0	A
C6EJE3_ECOBD	0	0	0	A
C6EJE4_ECOBD	0	0	0	A
C6EJE5_ECOBD	0	0	0	B
C6EJE6_ECOBD	0	0	0	B
C6EJE7_ECOBD	0	0	0	B
C6EJE8_ECOBD	0	0	0	A
C6EJR2_ECOBD	0	1	1	A
C6EJR3_ECOBD	0	0	0	A
C6EJR4_ECOBD	0	0	0	A
C6EJR8_ECOBD	0	0	0	A
C6EKN0_ECOBD	0	0	0	A
C6EKM9_ECOBD	0	0	0	B
C6EKM7_ECOBD	0	0	0	B
C6EKM6_ECOBD	0	0	0	B
C6EKM5_ECOBD	0	0	0	B
C6EKM4_ECOBD	0	0	0	B
C6EKM3_ECOBD	0	0	0	A
C6EKM2_ECOBD	0	1	1	A
C6EKM1_ECOBD	0	0	0	A
C6EKM0_ECOBD	0	0	0	A
C6EKV7_ECOBD	0	0	0	A
C6EJE2_ECOBD	0	0	0	A
C6EJE1_ECOBD	1	0	1	A
C6EJE0_ECOBD	0	0	0	A
C6EJD9_ECOBD	0	1	1	A
C6EJD8_ECOBD	0	1	1	A
C6EJR9_ECOBD	0	0	0	A
C6EIV4_ECOBD	0	0	0	A
C6EBQ1_ECOBD	0	1	1	A
C6EJB4_ECOBD	0	0	0	F2
C6ED83_ECOBD	1	1	2	A
C6ED84_ECOBD	0	1	1	A
C6EHW1_ECOBD	0	1	1	A
C6EIJ3_ECOBD	0	1	1	A
C6EE06_ECOBD	1	1	2	A
C6EGV5_ECOBD	0	1	1	B
C6EIL9_ECOBD	0	0	0	A
C6EC84_ECOBD	0	0	0	B
C6EC83_ECOBD	0	1	1	A
C6EC85_ECOBD	0	0	0	A
C6EC87_ECOBD	0	1	1	A
C6EC86_ECOBD	0	0	0	B
C6EI98_ECOBD	0	1	1	A
C6EH57_ECOBD	1	1	2	A
C6ECN9_ECOBD	1	1	2	A
C6EFH7_ECOBD	1	1	2	B
C6ECP5_ECOBD	1	1	2	A
C6EI70_ECOBD	1	1	2	A
C6ED98_ECOBD	0	1	1	A
C6EG37_ECOBD	0	1	1	A
C6EG40_ECOBD	0	1	1	A
C6EG41_ECOBD	0	1	1	A
C6EG43_ECOBD	1	1	2	A
C6EAX6_ECOBD	0	1	1	A
C6EAX7_ECOBD	0	0	0	A
C6EG42_ECOBD	0	0	0	A
C6ED99_ECOBD	0	1	1	A
C6EG38_ECOBD	0	1	1	A
C6EKK1_ECOBD	1	1	2	B
C6E9W4_ECOBD	1	1	2	A
C6EKY7_ECOBD	0	1	1	A
C6ECC2_ECOBD	0	1	1	A
C6EBQ3_ECOBD	0	0	0	A
C6EGV4_ECOBD	0	0	0	A
C6ELK5_ECOBD	0	0	0	A
C6EKH9_ECOBD	0	1	1	A
C6EKH6_ECOBD	0	1	1	A
C6EKH7_ECOBD	1	1	2	A
C6EKI3_ECOBD	0	1	1	A
C6EL48_ECOBD	0	1	1	A
C6EH40_ECOBD	0	1	1	A
C6EJC0_ECOBD	0	0	0	A
C6EGQ8_ECOBD	0	1	1	A
C6EJC1_ECOBD	0	0	0	A
C6EKJ4_ECOBD	1	1	2	A
C6EB24_ECOBD	0	1	1	A
C6EFY2_ECOBD	0	0	0	B
C6EA68_ECOBD	0	0	0	G
C6EA30_ECOBD	0	1	1	A
C6EEY2_ECOBD	0	1	1	A
C6ECN5_ECOBD	0	1	1	A
C6EKZ0_ECOBD	0	1	1	A
C6EE66_ECOBD	0	1	1	A
C6EH88_ECOBD	0	0	0	A
C6EH95_ECOBD	0	0	0	A
C6EDH2_ECOBD	1	1	2	A
C6EFY6_ECOBD	0	1	1	B
C6EI72_ECOBD	0	1	1	A
C6EEF7_ECOBD	0	1	1	A
C6EDX8_ECOBD	1	1	2	B
C6EC02_ECOBD	0	1	1	A
C6EEY8_ECOBD	0	0	0	B
C6EJN9_ECOBD	1	1	2	B
C6EJP0_ECOBD	0	1	1	A
C6EGQ1_ECOBD	0	1	1	A
C6EI64_ECOBD	0	1	1	A
C6EH29_ECOBD	0	1	1	F1
C6EH30_ECOBD	0	1	1	B
C6EDF8_ECOBD	1	1	2	B
C6ECE0_ECOBD	0	0	0	A
C6EIQ0_ECOBD	0	0	0	A
C6EKZ9_ECOBD	1	1	2	B
C6EGB3_ECOBD	0	1	1	B
C6EB06_ECOBD	0	1	1	B
C6EB07_ECOBD	0	0	0	F1
C6EGB2_ECOBD	0	1	1	F1
C6EJZ9_ECOBD	0	1	1	B
C6EDE2_ECOBD	0	1	1	A
C6EBG6_ECOBD	0	1	1	A
C6EGM9_ECOBD	0	0	0	A
C6EGA8_ECOBD	0	1	1	A
C6EGQ9_ECOBD	1	1	2	A
C6EBP8_ECOBD	0	0	0	A
C6ECS9_ECOBD	0	1	1	A
C6EBX3_ECOBD	1	1	2	A
C6EHB6_ECOBD	0	1	1	A
C6EG56_ECOBD	1	1	2	B
C6EJI7_ECOBD	1	1	2	A
C6ELN7_ECOBD	0	0	0	B
C6EDY6_ECOBD	1	0	1	H
C6EBG8_ECOBD	0	1	1	A
C6EC26_ECOBD	0	1	1	F1
C6EGS5_ECOBD	0	1	1	A
C6ECZ3_ECOBD	0	0	0	A
C6EEW4_ECOBD	0	1	1	A
C6EGP9_ECOBD	0	0	0	B
C6EGQ0_ECOBD	0	0	0	B
C6EEE4_ECOBD	0	0	0	B
C6EK19_ECOBD	1	1	2	B
C6EGD1_ECOBD	0	0	0	B
C6EK18_ECOBD	1	1	2	F1
C6EAY0_ECOBD	0	0	0	A
C6EAY1_ECOBD	0	1	1	A
C6EAY2_ECOBD	0	1	1	A
C6EAY3_ECOBD	0	1	1	B
C6EC32_ECOBD	0	0	0	B
C6EAX8_ECOBD	0	0	0	A
C6EDX7_ECOBD	0	1	1	A
C6EI97_ECOBD	0	1	1	A
C6EJ41_ECOBD	0	1	1	B
C6ECV2_ECOBD	0	1	1	A
C6ECV0_ECOBD	0	0	0	B
C6EDE3_ECOBD	0	0	0	A
C6EAD7_ECOBD	0	1	1	A
C6EK65_ECOBD	1	1	2	A
C6EK63_ECOBD	0	1	1	A
C6EFC0_ECOBD	0	1	1	F1
C6EFB9_ECOBD	0	1	1	F1
C6EFB7_ECOBD	0	0	0	B
C6EFB4_ECOBD	0	1	1	G
C6EFB6_ECOBD	0	0	0	G
C6EFB8_ECOBD	0	0	0	B
C6EDI4_ECOBD	1	1	2	B
C6EDI6_ECOBD	0	0	0	B
C6EDI5_ECOBD	0	1	1	A
C6EK38_ECOBD	1	1	2	B
C6EI91_ECOBD	0	1	1	G
C6EGQ7_ECOBD	1	1	2	I
C6EGX6_ECOBD	1	1	2	B
C6EGX5_ECOBD	1	1	2	F1
C6EGX4_ECOBD	0	1	1	B
C6EL24_ECOBD	0	1	1	A
C6EI27_ECOBD	0	1	1	A
C6EAX9_ECOBD	0	0	0	A
C6EBI5_ECOBD	0	1	1	A
C6EJ33_ECOBD	0	0	0	B
C6ECS8_ECOBD	1	1	2	I
C6EH27_ECOBD	0	1	1	G
C6EH26_ECOBD	1	1	2	F1
C6EH28_ECOBD	0	1	1	B
C6EAZ9_ECOBD	1	1	2	H
C6EK52_ECOBD	1	1	2	I
C6EC90_ECOBD	0	1	1	B
C6EC89_ECOBD	0	1	1	B
C6EG96_ECOBD	0	0	0	A
C6EAA4_ECOBD	0	1	1	A
C6EAA3_ECOBD	0	1	1	F1
C6EAV9_ECOBD	1	1	2	A
C6EAA6_ECOBD	0	1	1	A
C6EKU2_ECOBD	0	1	1	F1
C6EI67_ECOBD	0	1	1	B
C6E9R2_ECOBD	0	1	1	A
C6EI93_ECOBD	1	1	2	B
C6EB26_ECOBD	0	1	1	B
C6EEK7_ECOBD	0	0	0	G
C6EEK6_ECOBD	0	0	0	A
C6EEK5_ECOBD	0	0	0	A
C6EJ68_ECOBD	0	0	0	A
C6EIB1_ECOBD	0	1	1	A
C6EJT9_ECOBD	0	1	1	A
C6EAF7_ECOBD	0	1	1	B
C6EJ29_ECOBD	0	1	1	A
C6EE99_ECOBD	0	0	0	A
C6EL05_ECOBD	0	0	0	A
C6EIA3_ECOBD	1	1	2	F2
C6EIA2_ECOBD	0	1	1	B
C6ELJ0_ECOBD	0	1	1	B
C6EDY9_ECOBD	0	1	1	G
C6EDZ0_ECOBD	1	0	1	B
C6EDZ1_ECOBD	0	0	0	B
C6EDM7_ECOBD	0	1	1	A
C6EDY7_ECOBD	1	0	1	F1
C6EDY5_ECOBD	0	0	0	G
C6EFF8_ECOBD	1	1	2	A
C6EDM5_ECOBD	0	0	0	B
C6ELI1_ECOBD	0	0	0	A
C6EDN5_ECOBD	0	1	1	A
C6EAQ9_ECOBD	0	1	1	A
C6EAQ8_ECOBD	0	0	0	A
C6EEN8_ECOBD	0	1	1	A
C6EKP9_ECOBD	0	1	1	A
C6EDV6_ECOBD	0	0	0	A
C6EDV5_ECOBD	0	0	0	G
C6EDW0_ECOBD	0	1	1	B
C6EDV7_ECOBD	0	1	1	A
C6EE09_ECOBD	0	1	1	A
C6EID5_ECOBD	0	1	1	A
C6ELT6_ECOBD	0	0	0	A
C6ELT7_ECOBD	0	0	0	G
C6ELT8_ECOBD	0	0	0	G
C6EJ91_ECOBD	0	0	0	A
C6EHN5_ECOBD	0	1	1	F1
C6EHZ8_ECOBD	1	1	2	F2
C6EI10_ECOBD	0	0	0	B
C6EHZ5_ECOBD	0	1	1	F2
C6EIX6_ECOBD	0	0	0	G
C6EER3_ECOBD	0	1	1	A
C6EBL4_ECOBD	0	0	0	B
C6EBU1_ECOBD	0	0	0	B
C6EEU1_ECOBD	0	1	1	B
C6EBU2_ECOBD	0	0	0	B
C6EBN5_ECOBD	0	1	1	A
C6EBN6_ECOBD	0	0	0	A
C6EHW5_ECOBD	0	1	1	B
C6EIU1_ECOBD	0	1	1	B
C6EGZ6_ECOBD	0	1	1	F1
C6EL15_ECOBD	0	1	1	B
C6EL14_ECOBD	0	1	1	B
C6EAN1_ECOBD	1	1	2	F2
C6EAN0_ECOBD	0	1	1	B
C6EAM9_ECOBD	1	1	2	B
C6EAM8_ECOBD	0	0	0	B
C6EEH1_ECOBD	0	1	1	E
C6EEH0_ECOBD	1	1	2	B
C6EHG0_ECOBD	0	1	1	B
C6EHE8_ECOBD	0	0	0	B
C6EDP9_ECOBD	0	0	0	B
C6EDP8_ECOBD	0	0	0	B
C6ECU0_ECOBD	0	1	1	B
C6EG93_ECOBD	0	0	0	B
C6EBP1_ECOBD	0	0	0	B
C6ED42_ECOBD	0	0	0	B
C6ED43_ECOBD	0	0	0	B
C6ED44_ECOBD	0	0	0	I
C6EAH3_ECOBD	0	0	0	I
C6ED04_ECOBD	0	0	0	B
C6ED06_ECOBD	0	1	1	A
C6EE79_ECOBD	0	1	1	B
C6E9T7_ECOBD	0	1	1	A
C6E9T8_ECOBD	0	0	0	A
C6E9T5_ECOBD	0	1	1	A
C6E9T9_ECOBD	0	0	0	A
C6E9T4_ECOBD	0	1	1	A
C6E9T6_ECOBD	0	0	0	A
