Merge ID	Thein_bl21	OurStudy_Feb2011_Common	# Studies	TableS4_BL21_DE3_ProteomeV8_BasicProteome Duplicates
C6ELC5_ECOBD	0	1	1	G
C6EE10_ECOBD	1	1	2	A
C6EE69_ECOBD	0	1	1	A
C6EHY6_ECOBD	0	1	1	A
C6EF82_ECOBD	1	1	2	A
C6EE67_ECOBD	0	1	1	A
C6EE05_ECOBD	1	1	2	A
C6EA86_ECOBD	0	1	1	B
C6EE70_ECOBD	0	0	0	A
C6EIG9_ECOBD	1	1	2	A
C6EA85_ECOBD	0	1	1	F1
C6EA87_ECOBD	1	1	2	E
C6EF83_ECOBD	0	1	1	A
C6EGX8_ECOBD	0	1	1	A
C6EAG3_ECOBD	0	1	1	F1
C6EAG4_ECOBD	0	1	1	B
C6EC04_ECOBD	0	0	0	G
C6EI18_ECOBD	0	1	1	A
C6ELN3_ECOBD	0	0	0	B
C6ELN2_ECOBD	0	0	0	A
C6ELN1_ECOBD	0	1	1	A
C6ELN0_ECOBD	0	0	0	A
C6ELN4_ECOBD	0	1	1	A
C6ELM7_ECOBD	0	0	0	B
C6ECV7_ECOBD	0	1	1	A
C6EK34_ECOBD	1	1	2	A
C6EGU0_ECOBD	0	1	1	A
C6EGU1_ECOBD	1	1	2	F1
C6EGU2_ECOBD	0	1	1	F1
C6EG61_ECOBD	0	1	1	A
C6EC47_ECOBD	1	1	2	H
C6ELA7_ECOBD	1	1	2	I
C6EH36_ECOBD	0	1	1	F1
C6EH35_ECOBD	0	1	1	G
C6EH34_ECOBD	1	1	2	G
C6EH33_ECOBD	0	1	1	B
C6EH32_ECOBD	0	1	1	F1
C6EDQ4_ECOBD	0	1	1	F1
C6EDK6_ECOBD	0	1	1	I
C6EAI5_ECOBD	0	1	1	B
C6EJ53_ECOBD	1	1	2	I
C6EJT0_ECOBD	1	1	2	I
C6EIE7_ECOBD	1	1	2	I
C6EA79_ECOBD	0	1	1	I
C6EK32_ECOBD	0	0	0	F3
C6EIJ0_ECOBD	0	1	1	A
C6EJK6_ECOBD	0	0	0	A
C6EJK8_ECOBD	0	1	1	A
C6EGV8_ECOBD	0	1	1	A
C6ELC9_ECOBD	0	1	1	A
C6EG97_ECOBD	0	1	1	F1
C6EG62_ECOBD	0	1	1	F1
C6EL77_ECOBD	0	0	0	B
C6EIW5_ECOBD	0	1	1	A
C6EJ01_ECOBD	0	1	1	A
C6EJ00_ECOBD	0	1	1	A
C6EIZ9_ECOBD	0	1	1	A
C6EIZ8_ECOBD	0	0	0	A
C6EIZ7_ECOBD	0	0	0	A
C6EF46_ECOBD	0	1	1	A
C6EF47_ECOBD	0	0	0	B
C6EIV5_ECOBD	0	1	1	A
C6EIV6_ECOBD	0	1	1	A
C6EB44_ECOBD	0	1	1	A
C6EEU2_ECOBD	0	0	0	A
C6EB36_ECOBD	0	0	0	B
C6EBT7_ECOBD	0	0	0	B
C6EBT8_ECOBD	0	0	0	B
C6EFQ6_ECOBD	0	0	0	A
C6EBB1_ECOBD	0	0	0	A
C6ECB6_ECOBD	0	1	1	A
C6EFQ2_ECOBD	0	1	1	G
C6EJU2_ECOBD	0	1	1	A
C6E9Y9_ECOBD	0	1	1	B
C6EHX1_ECOBD	0	0	0	A
C6EAW8_ECOBD	0	1	1	B
C6EAX4_ECOBD	0	1	1	A
C6EGL0_ECOBD	1	1	2	F1
C6EGL1_ECOBD	1	1	2	B
C6EGL2_ECOBD	0	0	0	B
C6EAJ8_ECOBD	0	1	1	A
C6EBM9_ECOBD	0	1	1	A
C6EI68_ECOBD	1	1	2	B
C6EBX2_ECOBD	0	1	1	B
C6EGH6_ECOBD	0	1	1	B
C6EII5_ECOBD	1	1	2	B
C6ECC6_ECOBD	0	1	1	A
C6EC51_ECOBD	0	1	1	A
C6EHG1_ECOBD	0	1	1	A
C6EB91_ECOBD	1	1	2	F1
C6EH19_ECOBD	0	1	1	B
C6EDJ2_ECOBD	0	0	0	A
C6EDJ1_ECOBD	0	1	1	A
C6EAC5_ECOBD	0	1	1	A
C6EHF4_ECOBD	0	0	0	B
C6EH64_ECOBD	0	0	0	B
C6EHS7_ECOBD	0	1	1	A
C6EI58_ECOBD	1	1	2	A
C6EI59_ECOBD	0	1	1	A
C6EI60_ECOBD	0	1	1	A
C6EH38_ECOBD	1	1	2	A
C6EE42_ECOBD	0	0	0	A
C6EAW4_ECOBD	1	1	2	A
C6EAW7_ECOBD	1	1	2	A
C6EAX0_ECOBD	0	1	1	A
C6EAW9_ECOBD	0	1	1	A
C6EAW5_ECOBD	1	1	2	F1
C6EE43_ECOBD	1	1	2	A
C6EL49_ECOBD	0	1	1	A
C6EL50_ECOBD	0	1	1	B
C6EJ37_ECOBD	0	1	1	A
C6ECV8_ECOBD	0	1	1	A
C6EJD4_ECOBD	1	1	2	B
C6EAV6_ECOBD	0	0	0	A
C6EIE9_ECOBD	0	0	0	A
C6EHE5_ECOBD	1	0	1	A
C6EHE4_ECOBD	0	1	1	B
C6EB83_ECOBD	0	0	0	A
C6EJJ4_ECOBD	0	1	1	A
C6EK12_ECOBD	0	1	1	A
C6EAU8_ECOBD	0	1	1	A
C6EK54_ECOBD	0	0	0	A
C6ECL8_ECOBD	0	1	1	A
C6EBI1_ECOBD	1	1	2	F1
C6EJQ8_ECOBD	0	1	1	A
C6EJQ7_ECOBD	0	1	1	B
C6EJQ9_ECOBD	1	1	2	B
C6EJR0_ECOBD	1	1	2	A
C6EGY5_ECOBD	0	1	1	A
C6EH07_ECOBD	0	0	0	A
C6EBS4_ECOBD	0	0	0	G
C6EH09_ECOBD	0	0	0	A
C6EH10_ECOBD	0	0	0	B
C6EBS5_ECOBD	0	0	0	G
C6EH06_ECOBD	0	1	1	A
C6EH08_ECOBD	0	0	0	B
C6E9Z4_ECOBD	0	1	1	G
C6E9Z7_ECOBD	0	0	0	G
C6E9Z8_ECOBD	0	0	0	B
C6E9Z3_ECOBD	0	0	0	A
C6E9Z2_ECOBD	0	0	0	A
C6E9Z5_ECOBD	0	0	0	G
C6E9Z6_ECOBD	0	0	0	B
C6EGN9_ECOBD	0	1	1	F1
C6EGN8_ECOBD	0	1	1	F1
C6EGN6_ECOBD	0	1	1	B
C6EGN7_ECOBD	0	0	0	A
C6EGP0_ECOBD	0	0	0	B
C6EGP3_ECOBD	0	1	1	A
C6EA07_ECOBD	1	1	2	A
C6EKP3_ECOBD	0	1	1	B
C6EEP6_ECOBD	0	0	0	B
C6EEQ0_ECOBD	0	0	0	B
C6EEP9_ECOBD	0	1	1	A
C6EGP2_ECOBD	0	1	1	B
C6EEP8_ECOBD	0	1	1	F1
C6EEP7_ECOBD	0	1	1	F1
C6EKJ1_ECOBD	1	1	2	A
C6EA11_ECOBD	0	1	1	A
C6ECV3_ECOBD	0	1	1	A
C6ECV4_ECOBD	0	0	0	A
C6EDA7_ECOBD	0	1	1	B
C6EE20_ECOBD	0	1	1	A
C6EKC3_ECOBD	0	1	1	A
C6EIQ4_ECOBD	0	1	1	A
C6EFG0_ECOBD	0	1	1	A
C6EB35_ECOBD	0	1	1	B
C6EGT1_ECOBD	0	1	1	B
C6EB34_ECOBD	0	1	1	A
C6EEQ1_ECOBD	0	0	0	A
C6EEW7_ECOBD	0	1	1	A
C6EKH8_ECOBD	0	1	1	A
C6EF98_ECOBD	0	0	0	G
C6EF97_ECOBD	0	0	0	B
C6EF96_ECOBD	0	0	0	B
C6EF95_ECOBD	0	0	0	F1
C6EF94_ECOBD	0	0	0	F1
C6EF93_ECOBD	0	1	1	A
C6EFL1_ECOBD	0	1	1	A
C6EFK9_ECOBD	0	0	0	B
C6EFL0_ECOBD	0	0	0	A
C6EDB0_ECOBD	0	1	1	E
C6EKN4_ECOBD	1	1	2	I
C6ECP9_ECOBD	0	0	0	I
C6EJC5_ECOBD	1	1	2	I
C6EA92_ECOBD	1	1	2	I
C6EH62_ECOBD	0	1	1	I
C6EJS2_ECOBD	0	1	1	A
C6EJS1_ECOBD	0	0	0	A
C6EJS0_ECOBD	0	0	0	A
C6EGX1_ECOBD	0	0	0	A
C6ECB1_ECOBD	1	1	2	A
C6ECB2_ECOBD	0	0	0	A
C6EJV2_ECOBD	0	0	0	A
C6EJV1_ECOBD	0	1	1	A
C6ELH1_ECOBD	0	1	1	A
C6ED55_ECOBD	0	0	0	G
C6ED54_ECOBD	0	0	0	G
C6ED53_ECOBD	0	0	0	G
C6ED52_ECOBD	0	0	0	B
C6ED51_ECOBD	0	0	0	B
C6ED50_ECOBD	0	0	0	B
C6ED49_ECOBD	0	0	0	I
C6EAF0_ECOBD	0	0	0	A
C6ECH1_ECOBD	0	1	1	A
C6EF32_ECOBD	0	1	1	A
C6EF33_ECOBD	1	1	2	A
C6EBW2_ECOBD	0	1	1	A
C6EE22_ECOBD	0	1	1	A
C6EAQ6_ECOBD	0	0	0	A
C6EFH9_ECOBD	0	1	1	A
C6ECJ8_ECOBD	0	0	0	A
C6E9U9_ECOBD	0	0	0	A
C6EGV7_ECOBD	0	1	1	A
C6EKP5_ECOBD	0	1	1	A
C6EC18_ECOBD	0	1	1	B
C6E9R4_ECOBD	1	1	2	B
C6E9R5_ECOBD	1	1	2	F1
C6E9R6_ECOBD	1	1	2	F1
C6E9R7_ECOBD	1	1	2	F1
C6E9R8_ECOBD	1	1	2	F1
C6E9R9_ECOBD	1	1	2	F1
C6E9S0_ECOBD	1	1	2	B
C6E9S1_ECOBD	1	1	2	F1
C6E9S2_ECOBD	0	1	1	B
C6E9S3_ECOBD	0	1	1	B
C6E9S4_ECOBD	0	1	1	B
C6E9S5_ECOBD	1	1	2	B
C6E9S6_ECOBD	1	1	2	B
C6EL76_ECOBD	1	1	2	B
C6EAF2_ECOBD	0	0	0	B
C6EH56_ECOBD	1	1	2	A
C6ELG8_ECOBD	1	1	2	A
C6EE37_ECOBD	0	1	1	A
C6EH44_ECOBD	0	1	1	A
C6EJL2_ECOBD	1	1	2	A
C6EJL1_ECOBD	1	1	2	A
C6EAU3_ECOBD	1	1	2	B
C6EAU2_ECOBD	1	1	2	F1
C6EFP8_ECOBD	0	1	1	A
C6EI25_ECOBD	1	1	2	H
C6EI53_ECOBD	1	1	2	H
C6EFR3_ECOBD	0	0	0	H
C6EF26_ECOBD	0	0	0	H
C6EEW8_ECOBD	1	0	1	H
C6EFG9_ECOBD	0	1	1	A
C6EFY0_ECOBD	1	0	1	H
C6EIW8_ECOBD	1	1	2	H
C6EEI7_ECOBD	0	1	1	A
C6EBL1_ECOBD	1	1	2	B
C6EHG5_ECOBD	0	0	0	B
C6EET8_ECOBD	0	1	1	G
C6EHG4_ECOBD	1	1	2	G
C6EHG3_ECOBD	1	1	2	B
C6EGM4_ECOBD	0	1	1	G
C6EGM3_ECOBD	0	1	1	B
C6EFZ1_ECOBD	0	1	1	B
C6EFZ0_ECOBD	0	1	1	F1
C6EFY9_ECOBD	1	1	2	F1
C6ECW3_ECOBD	0	1	1	A
C6EFV1_ECOBD	0	0	0	I
C6EEN5_ECOBD	0	0	0	A
C6ECL9_ECOBD	1	1	2	I
C6EAI0_ECOBD	0	1	1	G
C6EBJ6_ECOBD	0	1	1	G
C6EC97_ECOBD	0	1	1	A
C6EBT3_ECOBD	0	1	1	A
C6EBT2_ECOBD	0	1	1	A
C6EG98_ECOBD	1	1	2	B
C6EL95_ECOBD	0	0	0	A
C6EE48_ECOBD	1	1	2	A
C6ELK1_ECOBD	0	1	1	A
C6EF90_ECOBD	1	1	2	H
C6ECE2_ECOBD	0	0	0	A
C6EGA3_ECOBD	1	1	2	A
C6EC19_ECOBD	0	1	1	A
C6EHB8_ECOBD	0	1	1	A
C6EJJ6_ECOBD	1	1	2	I
C6EAS3_ECOBD	1	1	2	A
C6EAS4_ECOBD	0	1	1	A
C6EAS6_ECOBD	0	1	1	A
C6EL44_ECOBD	0	1	1	G
C6EGK2_ECOBD	0	0	0	B
C6EHX4_ECOBD	1	1	2	F1
C6EHW3_ECOBD	1	1	2	A
C6EHS3_ECOBD	0	0	0	G
C6EK58_ECOBD	1	1	2	B
C6EAH7_ECOBD	1	0	1	G
C6EFI0_ECOBD	1	1	2	B
C6EAD5_ECOBD	1	1	2	B
C6EKJ0_ECOBD	0	0	0	B
C6EFH1_ECOBD	1	1	2	A
C6EAE1_ECOBD	1	1	2	B
C6EAU4_ECOBD	1	1	2	A
C6EB01_ECOBD	0	1	1	A
C6ELD3_ECOBD	0	1	1	A
C6EDK7_ECOBD	1	1	2	A
C6EK23_ECOBD	0	1	1	A
C6EL59_ECOBD	0	1	1	A
C6EDK9_ECOBD	0	1	1	A
C6EKI4_ECOBD	1	1	2	A
C6EA50_ECOBD	1	1	2	A
C6EE03_ECOBD	0	0	0	A
C6EF51_ECOBD	0	1	1	A
C6EGW4_ECOBD	0	1	1	A
C6EKL8_ECOBD	0	1	1	B
C6EI80_ECOBD	0	1	1	A
C6EI79_ECOBD	1	1	2	A
C6EK07_ECOBD	0	0	0	A
C6EE57_ECOBD	0	0	0	A
C6EE58_ECOBD	0	0	0	A
C6EIV8_ECOBD	0	0	0	A
C6EIV9_ECOBD	0	0	0	A
C6EHI3_ECOBD	0	0	0	H
C6EHI4_ECOBD	0	0	0	I
C6EHI5_ECOBD	0	0	0	B
C6EHI6_ECOBD	0	0	0	B
C6EII3_ECOBD	1	1	2	A
C6EJP6_ECOBD	0	1	1	A
C6EFR5_ECOBD	0	0	0	A
C6ELG6_ECOBD	0	0	0	B
C6EFV6_ECOBD	0	1	1	B
C6EBF0_ECOBD	1	1	2	B
C6EJZ3_ECOBD	0	1	1	A
C6EKC5_ECOBD	0	1	1	B
C6ED16_ECOBD	0	0	0	A
C6ED17_ECOBD	0	0	0	A
C6ED18_ECOBD	0	0	0	F1
C6ED19_ECOBD	0	0	0	G
C6ED20_ECOBD	0	0	0	B
C6ED21_ECOBD	0	1	1	A
C6ED22_ECOBD	0	0	0	A
C6ED23_ECOBD	0	0	0	A
C6ED24_ECOBD	0	0	0	A
C6ED25_ECOBD	0	0	0	A
C6ED26_ECOBD	0	0	0	F1
C6ED27_ECOBD	0	0	0	F1
C6ED28_ECOBD	0	0	0	A
C6ED29_ECOBD	0	1	1	A
C6ED30_ECOBD	0	1	1	A
C6ED31_ECOBD	0	0	0	G
C6ELI5_ECOBD	0	0	0	A
C6EA44_ECOBD	1	0	1	H
C6EHI7_ECOBD	0	1	1	A
C6EK35_ECOBD	1	1	2	A
C6EGW1_ECOBD	0	1	1	A
C6EGW2_ECOBD	0	1	1	B
C6ELI4_ECOBD	0	1	1	B
C6EG79_ECOBD	0	1	1	F1
C6EFJ7_ECOBD	0	0	0	A
C6EJN0_ECOBD	0	0	0	A
C6ECT5_ECOBD	0	0	0	B
C6EFE6_ECOBD	0	1	1	A
C6EFF7_ECOBD	1	1	2	A
C6EIN5_ECOBD	0	0	0	A
C6EJC4_ECOBD	0	1	1	A
C6EGE4_ECOBD	0	0	0	B
C6EEJ2_ECOBD	0	1	1	B
C6EI05_ECOBD	0	0	0	B
C6EF86_ECOBD	0	1	1	F1
C6EDX9_ECOBD	1	1	2	F1
C6EHX6_ECOBD	1	1	2	F1
C6EHC4_ECOBD	1	1	2	A
C6EHT6_ECOBD	0	1	1	B
C6ECB4_ECOBD	0	1	1	A
C6E9U0_ECOBD	0	0	0	A
C6ECI9_ECOBD	0	0	0	A
C6EI51_ECOBD	0	0	0	A
C6EH61_ECOBD	1	1	2	A
C6EDP5_ECOBD	1	1	2	B
C6EDP6_ECOBD	1	1	2	B
C6EJJ3_ECOBD	0	1	1	B
C6EGW5_ECOBD	1	1	2	F1
C6EGW6_ECOBD	0	1	1	B
C6EGW7_ECOBD	0	1	1	B
C6EGW8_ECOBD	0	1	1	G
C6EJP3_ECOBD	0	0	0	B
C6EIC7_ECOBD	0	0	0	G
C6EIC6_ECOBD	0	1	1	F1
C6EIC5_ECOBD	0	0	0	B
C6EIC4_ECOBD	0	0	0	B
C6EIB0_ECOBD	0	1	1	F1
C6EHM7_ECOBD	0	0	0	G
C6ELK4_ECOBD	0	1	1	G
C6EJ43_ECOBD	0	0	0	G
C6EJ44_ECOBD	0	0	0	B
C6EJ46_ECOBD	0	0	0	B
C6EAU9_ECOBD	0	0	0	B
C6EFL3_ECOBD	0	1	1	G
C6EKU1_ECOBD	1	1	2	A
C6EG36_ECOBD	0	1	1	A
C6EL22_ECOBD	1	1	2	B
C6EKL0_ECOBD	1	1	2	F1
C6EJX8_ECOBD	0	1	1	F1
C6EID8_ECOBD	0	0	0	B
C6ECQ5_ECOBD	1	1	2	A
C6EEQ3_ECOBD	0	0	0	A
C6EKK9_ECOBD	1	1	2	F1
C6EI32_ECOBD	0	0	0	B
C6EI31_ECOBD	1	1	2	B
C6EEM3_ECOBD	0	1	1	G
C6EBZ9_ECOBD	0	1	1	F2
C6EE74_ECOBD	0	1	1	A
C6ECE8_ECOBD	0	0	0	A
C6EKZ7_ECOBD	0	1	1	A
C6EHS9_ECOBD	0	1	1	B
C6EGK1_ECOBD	0	1	1	A
C6EA42_ECOBD	0	1	1	A
C6EA43_ECOBD	1	1	2	A
C6ED13_ECOBD	1	1	2	B
C6EBZ8_ECOBD	1	1	2	A
C6EJU8_ECOBD	0	1	1	F1
C6EJU7_ECOBD	0	1	1	B
C6EJU6_ECOBD	0	1	1	G
C6ELI2_ECOBD	0	1	1	B
C6EBZ1_ECOBD	0	0	0	A
C6EJD3_ECOBD	0	0	0	A
C6ELP9_ECOBD	0	1	1	B
C6ELP7_ECOBD	0	0	0	A
C6ELP6_ECOBD	0	0	0	A
C6ELP5_ECOBD	0	0	0	A
C6ELQ0_ECOBD	0	0	0	A
C6ECW5_ECOBD	1	1	2	F1
C6EDZ3_ECOBD	0	0	0	B
C6ELK3_ECOBD	0	0	0	G
C6EFS9_ECOBD	0	1	1	A
C6EK01_ECOBD	1	1	2	F1
C6EG77_ECOBD	0	1	1	B
C6EG78_ECOBD	0	1	1	F1
C6EG76_ECOBD	0	1	1	B
C6EG75_ECOBD	0	1	1	G
C6EAE8_ECOBD	0	0	0	B
C6EAE7_ECOBD	0	0	0	A
C6EAE9_ECOBD	0	0	0	B
C6EL61_ECOBD	1	1	2	F1
C6EJ40_ECOBD	1	1	2	F1
C6ELF6_ECOBD	1	1	2	B
C6EEZ9_ECOBD	0	0	0	F1
C6EA29_ECOBD	0	1	1	F1
C6EL81_ECOBD	0	0	0	G
C6EE59_ECOBD	0	0	0	F1
C6EE56_ECOBD	0	0	0	F1
C6EA31_ECOBD	1	1	2	B
C6EL82_ECOBD	0	0	0	B
C6EE60_ECOBD	0	0	0	B
C6EF00_ECOBD	0	0	0	B
C6EL85_ECOBD	0	1	1	F1
C6EE61_ECOBD	0	0	0	F1
C6EL60_ECOBD	1	1	2	F1
C6EGZ1_ECOBD	1	1	2	B
C6EGR2_ECOBD	0	1	1	A
C6EJS7_ECOBD	0	0	0	F1
C6EJS8_ECOBD	0	0	0	B
C6EJS9_ECOBD	1	0	1	B
C6EL62_ECOBD	0	1	1	A
C6EJR6_ECOBD	0	0	0	B
C6EAL6_ECOBD	1	1	2	F1
C6EAL7_ECOBD	0	1	1	F1
C6EAL8_ECOBD	1	1	2	B
C6EDJ3_ECOBD	1	1	2	B
C6EIH6_ECOBD	0	0	0	F1
C6EIH7_ECOBD	0	0	0	B
C6EC13_ECOBD	1	1	2	F1
C6EC12_ECOBD	1	1	2	B
C6EC11_ECOBD	1	1	2	B
C6EDM6_ECOBD	0	0	0	B
C6EH87_ECOBD	0	0	0	A
C6EH94_ECOBD	0	1	1	A
C6EH86_ECOBD	0	0	0	B
C6EH93_ECOBD	0	0	0	B
C6EH85_ECOBD	0	0	0	B
C6ECM2_ECOBD	0	0	0	F1
C6ECM0_ECOBD	0	0	0	F1
C6ECM1_ECOBD	0	0	0	B
C6EJ48_ECOBD	0	1	1	G
C6EBY4_ECOBD	0	0	0	A
C6EH23_ECOBD	0	1	1	F1
C6EH21_ECOBD	0	0	0	A
C6ECA8_ECOBD	1	1	2	B
C6EG81_ECOBD	0	1	1	B
C6EJQ6_ECOBD	1	1	2	B
C6EKS4_ECOBD	0	1	1	B
C6ELE1_ECOBD	0	1	1	A
C6EE13_ECOBD	0	0	0	A
C6EKL1_ECOBD	0	1	1	A
C6EKF0_ECOBD	0	1	1	A
C6EKL2_ECOBD	0	1	1	A
C6EKU3_ECOBD	0	1	1	A
C6EKN5_ECOBD	1	1	2	A
C6EGW0_ECOBD	0	1	1	A
C6EE12_ECOBD	0	1	1	A
C6ECH2_ECOBD	1	1	2	A
C6EKU4_ECOBD	0	0	0	A
C6EG89_ECOBD	0	1	1	B
C6ECU5_ECOBD	0	1	1	A
C6EBX9_ECOBD	0	1	1	A
C6EGN5_ECOBD	0	1	1	A
C6EHJ3_ECOBD	1	1	2	F1
C6EHJ1_ECOBD	1	1	2	B
C6EFT5_ECOBD	0	1	1	A
C6EFT1_ECOBD	0	1	1	A
C6EFT2_ECOBD	0	0	0	A
C6EFT4_ECOBD	0	1	1	A
C6EFT0_ECOBD	0	1	1	A
C6EFT6_ECOBD	0	0	0	B
C6EFT3_ECOBD	0	1	1	A
C6ECA3_ECOBD	0	1	1	A
C6EHF1_ECOBD	0	1	1	A
C6EI37_ECOBD	1	1	2	F1
C6EDE9_ECOBD	0	1	1	A
C6EFV3_ECOBD	0	1	1	A
C6EJ92_ECOBD	1	1	2	B
C6EAB4_ECOBD	1	1	2	A
C6ECA4_ECOBD	0	1	1	A
C6EKX5_ECOBD	0	1	1	B
C6EDW9_ECOBD	0	1	1	A
C6ECD3_ECOBD	0	0	0	A
C6EHW8_ECOBD	0	1	1	A
C6EHW7_ECOBD	0	1	1	B
C6ELH9_ECOBD	0	1	1	A
C6EL19_ECOBD	0	1	1	B
C6EJA7_ECOBD	0	0	0	A
C6EJ78_ECOBD	0	1	1	A
C6EBI2_ECOBD	1	1	2	A
C6EJZ4_ECOBD	0	1	1	A
C6EAZ6_ECOBD	1	1	2	A
C6EI90_ECOBD	0	1	1	A
C6EFZ3_ECOBD	0	0	0	B
C6EG57_ECOBD	0	1	1	A
C6EH58_ECOBD	0	1	1	A
C6EG53_ECOBD	0	0	0	F1
C6EJ65_ECOBD	0	1	1	F1
C6EG51_ECOBD	0	1	1	G
C6EG52_ECOBD	0	0	0	B
C6EG50_ECOBD	0	1	1	A
C6EG49_ECOBD	0	1	1	A
C6ECD5_ECOBD	0	0	0	A
C6EBB4_ECOBD	0	0	0	A
C6E9Y2_ECOBD	1	1	2	B
C6EA88_ECOBD	1	1	2	I
C6EIF7_ECOBD	0	1	1	A
C6ELJ1_ECOBD	0	1	1	A
C6EF44_ECOBD	0	1	1	A
C6EJT2_ECOBD	1	0	1	F1
C6ECH9_ECOBD	1	1	2	A
C6EDD8_ECOBD	0	1	1	A
C6EIL6_ECOBD	0	1	1	B
C6EJX7_ECOBD	0	0	0	B
C6EK22_ECOBD	0	0	0	B
C6EF89_ECOBD	0	0	0	A
C6EKZ2_ECOBD	0	0	0	A
C6EJT3_ECOBD	0	0	0	A
C6EJ88_ECOBD	1	1	2	A
C6EG35_ECOBD	1	1	2	A
C6EGQ5_ECOBD	0	1	1	A
C6EIL7_ECOBD	0	1	1	A
C6EBJ7_ECOBD	0	1	1	A
C6EDG9_ECOBD	0	1	1	A
C6EDH0_ECOBD	0	1	1	A
C6EDG0_ECOBD	0	1	1	A
C6EF56_ECOBD	0	1	1	A
C6EDG2_ECOBD	0	1	1	A
C6EDG6_ECOBD	0	0	0	A
C6EDG8_ECOBD	0	1	1	B
C6EDG1_ECOBD	0	1	1	A
C6EDF9_ECOBD	0	1	1	A
C6EDG5_ECOBD	0	1	1	A
C6EG21_ECOBD	0	1	1	A
C6EG22_ECOBD	0	0	0	A
C6EEZ5_ECOBD	0	0	0	A
C6EEZ4_ECOBD	0	0	0	A
C6EEZ6_ECOBD	0	1	1	A
C6EEZ7_ECOBD	0	0	0	A
C6EEZ1_ECOBD	0	0	0	A
C6EEZ2_ECOBD	0	1	1	A
C6EEZ0_ECOBD	0	1	1	B
C6EG33_ECOBD	1	1	2	A
C6EIY5_ECOBD	0	1	1	A
C6E9V5_ECOBD	0	1	1	B
C6E9V3_ECOBD	0	0	0	A
C6E9V2_ECOBD	0	0	0	A
C6E9V4_ECOBD	0	0	0	B
C6EG30_ECOBD	1	1	2	A
C6EIW9_ECOBD	0	1	1	B
C6EF87_ECOBD	0	1	1	B
C6EF88_ECOBD	0	1	1	B
C6EFV7_ECOBD	0	1	1	A
C6EHV2_ECOBD	0	1	1	F1
C6ELH0_ECOBD	0	1	1	A
C6EB28_ECOBD	0	1	1	A
C6EK45_ECOBD	0	0	0	A
C6EAF1_ECOBD	0	0	0	A
C6EB23_ECOBD	0	1	1	A
C6EBJ9_ECOBD	0	1	1	A
C6EHE7_ECOBD	1	1	2	A
C6EIQ3_ECOBD	0	1	1	A
C6EET6_ECOBD	0	0	0	A
C6EJY4_ECOBD	1	1	2	A
C6EGI4_ECOBD	0	1	1	A
C6EIU8_ECOBD	1	1	2	A
C6EH55_ECOBD	0	1	1	A
C6E9W7_ECOBD	1	1	2	A
C6E9W6_ECOBD	0	1	1	B
C6EJV0_ECOBD	0	1	1	A
C6EJU9_ECOBD	0	0	0	B
C6ECU1_ECOBD	0	1	1	A
C6ELG9_ECOBD	0	1	1	A
C6EE35_ECOBD	1	1	2	A
C6EE34_ECOBD	1	1	2	A
C6EE36_ECOBD	1	1	2	A
C6EH01_ECOBD	1	1	2	A
C6EGF6_ECOBD	1	1	2	A
C6EGG5_ECOBD	1	1	2	A
C6EGF3_ECOBD	1	1	2	A
C6EGH2_ECOBD	1	1	2	A
C6EGG2_ECOBD	1	1	2	A
C6EJY6_ECOBD	1	1	2	A
C6EGE9_ECOBD	1	1	2	A
C6ECP1_ECOBD	1	1	2	A
C6EH41_ECOBD	1	1	2	A
C6EGF1_ECOBD	1	1	2	A
C6EGE8_ECOBD	1	1	2	A
C6EGF7_ECOBD	1	1	2	A
C6EA12_ECOBD	1	1	2	A
C6EH42_ECOBD	1	1	2	A
C6EDF4_ECOBD	1	1	2	A
C6EGF4_ECOBD	0	1	1	A
C6EGE6_ECOBD	1	1	2	A
C6EGG4_ECOBD	1	1	2	A
C6EE73_ECOBD	0	1	1	A
C6ELT3_ECOBD	0	0	0	A
C6EHC5_ECOBD	1	1	2	A
C6EDF5_ECOBD	1	1	2	A
C6EGA1_ECOBD	0	1	1	A
C6ECP0_ECOBD	1	1	2	A
C6EGG7_ECOBD	1	1	2	A
C6ELT4_ECOBD	0	0	0	A
C6EGE7_ECOBD	1	1	2	A
C6EGF8_ECOBD	1	1	2	A
C6EGG1_ECOBD	1	1	2	A
C6EE33_ECOBD	1	1	2	A
C6ECE6_ECOBD	1	1	2	A
C6EC08_ECOBD	0	1	1	A
C6ECG9_ECOBD	1	1	2	A
C6EH48_ECOBD	1	1	2	A
C6EIX5_ECOBD	0	1	1	A
C6EHR2_ECOBD	0	1	1	A
C6EK57_ECOBD	1	1	2	A
C6EI14_ECOBD	1	1	2	A
C6EI34_ECOBD	1	1	2	A
C6EJ60_ECOBD	1	1	2	A
C6EKJ2_ECOBD	1	1	2	A
C6EK60_ECOBD	1	1	2	I
C6EAZ7_ECOBD	0	0	0	A
C6EFW8_ECOBD	1	1	2	A
C6EHC8_ECOBD	1	1	2	A
C6EJZ6_ECOBD	0	1	1	A
C6EGV6_ECOBD	0	0	0	A
C6EE02_ECOBD	0	1	1	A
C6EI29_ECOBD	0	0	0	A
C6EAR8_ECOBD	0	1	1	B
C6EG23_ECOBD	0	1	1	A
C6EAR6_ECOBD	0	1	1	A
C6EG24_ECOBD	0	1	1	A
C6EAR9_ECOBD	0	1	1	A
C6EAR7_ECOBD	1	1	2	A
