Join Name	Arifuzzaman2006.txt	Baars2006.txt	Butland2005.txt	Cirulli2007.txt	Corbin2003.txt	Fountoulakis2003.txt	Gevaert2002.txt	Hemm2010.txt	Huang2006.txt	Iwasaki2009.txt	Iwasaki2010.txt	Jarchow2008.txt	Lasserre2006.txt	Lopez2005.txt	Marani2006.txt	Masuda2009.txt	Molloy1999.txt	Molloy2000.txt	Peng2010.txt	Price2010.txt	Qian2008.txt	Spelbrink2005.txt	Stenberg2005.txt	Taoka2004.txt	Vertommen2009.txt	Wagner2005.txt	Wagner2007.txt	Wagner2008.txt	Wickstrom2010.txt	Xia2008.txt	Yan2002.txt	Zhang2007.txt
P0AEU0 	+ 	+ 	 	 	+ 	 	+ 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	 	+ 	 	 	+ 	 	+ 	+ 	+ 	 	+ 	+ 	 	
P75797 	+ 	 	 	 	+ 	 	+ 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	
P37902 	+ 	 	 	 	+ 	+ 	+ 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	+ 	 	 	+ 	 	 	 	 	 	+ 	 	 	
P09394 	+ 	 	 	 	+ 	+ 	+ 	 	 	 	 	 	+ 	+ 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	+ 	 	 	 	 	
P0AEM9 	+ 	 	+ 	 	+ 	 	+ 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	+ 	 	
P75942 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P75933 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	
P45523 	+ 	 	+ 	 	+ 	+ 	 	 	 	+ 	+ 	 	 	+ 	 	+ 	 	 	 	 	+ 	 	 	+ 	 	 	 	 	 	+ 	 	 	
P31697 	+ 	 	 	 	+ 	 	+ 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P23485 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P32176 	+ 	+ 	 	 	 	+ 	+ 	 	 	+ 	+ 	 	+ 	 	 	+ 	 	 	+ 	 	 	 	 	+ 	 	+ 	+ 	+ 	+ 	 	 	 	
P24183 	+ 	 	+ 	 	 	+ 	 	 	 	+ 	+ 	 	+ 	 	 	+ 	 	 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P33128 	+ 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P23827 	+ 	+ 	 	 	+ 	 	 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	+ 	 	 	
P77202 	+ 	 	+ 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0AEG6 	+ 	 	+ 	 	+ 	 	+ 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P0AEG4 	+ 	 	+ 	 	+ 	+ 	+ 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	 	+ 	 	 	+ 	 	 	 	 	 	+ 	+ 	 	
P23847 	+ 	+ 	+ 	 	+ 	 	+ 	 	 	+ 	+ 	+ 	 	+ 	 	+ 	 	+ 	 	+ 	 	 	 	+ 	 	+ 	 	+ 	 	+ 	 	 	
P39099 	+ 	+ 	+ 	 	+ 	+ 	 	 	 	+ 	+ 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	+ 	 	+ 	+ 	 	+ 	 	 	 	
P0C0V0 	+ 	+ 	+ 	 	+ 	+ 	+ 	 	 	+ 	+ 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	+ 	 	+ 	+ 	 	 	+ 	 	 	
P76128 	+ 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	
P0AEE1 	+ 	+ 	 	 	 	 	+ 	 	 	+ 	+ 	 	+ 	+ 	 	+ 	 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	 	+ 	+ 	
P24228 	+ 	 	 	 	 	+ 	 	 	 	+ 	+ 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P16700 	+ 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	+ 	 	 	
P36649 	+ 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P52107 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0AE85 	+ 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P08331 	+ 	+ 	+ 	 	+ 	+ 	 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	+ 	 	+ 	 	+ 	 	+ 	 	 	
P13656 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	
P37028 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P06610 	+ 	+ 	 	 	+ 	 	+ 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	 	 	 	
P33363 	+ 	 	 	 	 	+ 	+ 	 	 	+ 	+ 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	+ 	 	 	 	+ 	
P36560 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P28249 	+ 	 	 	 	+ 	 	+ 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P25549 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P30859 	+ 	+ 	 	 	+ 	 	+ 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	+ 	+ 	 	 	+ 	 	+ 	 	+ 	 	+ 	+ 	 	
P02924 	+ 	 	 	 	 	 	+ 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	+ 	 	 	 	 	
P07102 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0AE22 	+ 	 	+ 	 	 	 	+ 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P00805 	+ 	 	 	 	 	+ 	+ 	 	 	+ 	+ 	 	+ 	+ 	 	+ 	 	 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P39265 	+ 	 	 	 	 	 	+ 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P45565 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39180 	+ 	 	 	+ 	+ 	 	 	 	 	+ 	+ 	 	 	+ 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P21338 	+ 	 	+ 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P37773 	+ 	 	+ 	 	+ 	 	 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P37651 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P63883 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	
P36548 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P04949 	+ 	 	 	+ 	 	 	 	 	+ 	 	 	 	 	+ 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	
P29744 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	
P33235 	+ 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	
P0AC53 	+ 	 	+ 	 	+ 	+ 	+ 	 	 	+ 	+ 	 	+ 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P0AC51 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P0ACS5 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39321 	+ 	 	 	 	 	 	+ 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P0ADE4 	+ 	 	 	 	+ 	 	 	 	 	+ 	+ 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0ADE2 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39317 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P56262 	+ 	 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P56256 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P46857 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P46856 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P45751 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P45750 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P45469 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	
P45465 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Q47710 	+ 	 	 	 	+ 	 	 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	
P64588 	+ 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P42620 	+ 	 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P42616 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
Q46868 	+ 	 	 	 	+ 	 	+ 	 	 	+ 	+ 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0ADU7 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Q46855 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P64570 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P64562 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P67603 	+ 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P77136 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Q46942 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P76586 	+ 	 	+ 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P76585 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P77509 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P76559 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P64542 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P76539 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P77585 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P77396 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P33368 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P64519 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P64517 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P76344 	+ 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	
P64490 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0AEB7 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	
P76257 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P76909 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P77247 	+ 	 	+ 	 	+ 	 	+ 	 	 	 	 	 	+ 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	
P77559 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0AAJ1 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	
P76150 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P76149 	+ 	 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P76148 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P76119 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P76092 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P76073 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P77658 	+ 	 	+ 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0AB46 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P75992 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P09154 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P75977 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P75973 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	
P75972 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P75967 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Q7DFV4 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P75919 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0A8D6 	+ 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P75804 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P77759 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P77129 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	
Q79E92 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P56257 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P77433 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	+ 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P77536 	+ 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P77252 	+ 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P77212 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P77601 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Q47685 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Q47688 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39407 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P39400 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39399 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0A9W3 	+ 	 	+ 	 	+ 	+ 	+ 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	+ 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P37342 	+ 	 	+ 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P0ADC8 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39393 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39391 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39389 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39387 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39376 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39356 	+ 	 	 	 	 	 	+ 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39369 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39368 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39358 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39353 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	+ 	 	 	 	
P39351 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Q9Z3A0 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39342 	+ 	+ 	 	 	+ 	 	+ 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	+ 	 	 	 	 	 	 	
P39337 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39336 	+ 	 	+ 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39334 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39298 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39295 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0AF78 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39288 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39283 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39279 	+ 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P39274 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0ACU7 	+ 	 	 	 	+ 	 	 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P16694 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	
P32693 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P68206 	+ 	 	+ 	 	+ 	 	+ 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P32690 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P32685 	+ 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P09162 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P32167 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P32162 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P32160 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P32157 	+ 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P0AFU6 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0ADQ5 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P0A8Y3 	+ 	 	 	 	+ 	 	 	 	 	+ 	+ 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P32144 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	
P32143 	+ 	 	 	 	 	 	 	 	 	+ 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0A9V8 	+ 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P32141 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P32140 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
P0ACM9 	+ 	 	 	 	 	 	+ 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
