Merge ID	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin2	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS6_MatchingK12_BL21(DE3)_V2_basicProteome Duplicates	Masuda2009_fin2 Duplicates	Wang2007_fin Duplicates	Wang2007_noglucose_fin Duplicates	Oberto2009_fin Duplicates	Wei2001_fin2 Duplicates	mRNA_Taniguchi_fin Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization	
P0AEM0	1	1		1	1			1	5	1	1		1	1			1	A	FKBX_ECOLI	1.04	2		2	2			A	
P00804	1		1	1	1			1	5	1		1	1	1			1	B	LSPA_ECOLI			2	2	2			B	
P00956	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	SYI_ECOLI	1.57	2	2	2	2		4.655514435	A	
P0AG40	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	RIBF_ECOLI	2.52	2	2	2	2		10.42698006	A	
P0A9G2	1		1	1	1	1		1	6	1		1	1	1	1		1	A	NHAR_ECOLI			2	2	2	0		A	
P0A6Y8	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	DNAK_ECOLI	10.49	2	2	2	2		15.7662626	F1	
P28696	1		1	1	1				4	1		1	1	1				G	YAAI_ECOLI			0	0	0				
P0AC98	1		1	1	1			1	5	1		1	1	1			1	B	YAAH_ECOLI			0	1	0			B	
P0AF03	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	MOG_ECOLI	1	2	2	2	2			A	
P00350	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	6PGD_ECOLI	3.24	2	2	2	2			A	
P76373	1		1	1	1			1	5	1		1	1	1			1	B	UDG_ECOLI			2	1	0			B	
P60664	1		1	1	1			1	5	1		1	1	1			1	A	HIS6_ECOLI			2	2	2			A	
P60595	1		1	1	1			1	5	1		1	1	1			1	A	HIS5_ECOLI			2	0	0			A	
P06987	1	1	1	1	1			1	6	1	1	1	1	1			1	A	HIS7_ECOLI		2	2	2	2			A	
P06986	1		1	1	1		1	1	6	1		1	1	1		1	1	A	HIS8_ECOLI			2	2	2		1.063402271	A	
P06988	1		1	1	1			1	5	1		1	1	1			1	A	HISX_ECOLI			2	0	2			A	
P60757	1	1	1	1	1			1	6	1	1	1	1	1			1	A	HIS1_ECOLI		2	2	2	2			A	
P0AD12	1	1	1	1	1			1	6	1	1	1	1	1			1	G	YEEZ_ECOLI	1.97	2	2	2	2			G	
P76369	1		1	1	1				4	1		1	1	1				A	YEEY_ECOLI			2	2					
P0AA47	1	1	1	1	1				5	1	1	1	1	1				B	YEEF_ECOLI		2	2	0	2				
P04995	1		1	1	1		1	1	6	1		1	1	1		1	1	A	EX1_ECOLI			2	2	2			A	
P33012	1		1	1	1				4	1		1	1	1				A	GYRI_ECOLI			2	2	2				
P33011	1		1	1	1			1	5	1		1	1	1			1	B	YEEA_ECOLI			2	2	2			B	
P0A8M6	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YEEX_ECOLI	12.28	2	2	2	2		11.65102078	A	
P0AE76	1		1	1	1			1	5	1		1	1	1			1	A	COBU_ECOLI			2	2	2			A	
P36562	1		1	1	1		1		5	1		1	1	1		1		A	COBT_ECOLI			2	2	2		1.346552947		
P39176	1		1	1	1	1		1	6	1		1	1	1	1		1	G	ERFK_ECOLI			2	2	2	0		G	
Q47005	1		1	1	1	1			5	1		1	1	1	1			A	NAC_ECOLI			2	2		0			
Q47083	1		1	1	1	1			5	1		1	1	1	1			A	CBL_ECOLI			2	2		0			
P0AE12	1	1	1	1	1			1	6	1	1	1	1	1			1	A	AMN_ECOLI	0.39	2	2	2	2			A	
P76350	1		1	1	1			1	5	1		1	1	1			1	B	SHIA_ECOLI			2	2	2			B	
P76346	1		1	1	1			1	5	1		1	1	1			1	F1	MTFA_ECOLI			2	2	2			F1	
P76344	1		1	1	1				4	1		1	1	1				G	YODA_ECOLI			0	2					
P76343	1		1	1	1				4	1		1	1	1				B	YEDZ_ECOLI			0	0	0				
P76341	1		1	1	1				4	1		1	1	1				G	HIUH_ECOLI			0	2					
P76340	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YEDW_ECOLI			2	2	2			A	
P76339	1		1	1	1		1	1	6	1		1	1	1		1	1	B	YEDV_ECOLI			2	2	2			B	
P31658	1	1	1	1	1		1		6	1	1	1	1	1		1		A	HCHA_ECOLI		2	0	2	2				
P0A8G0	1		1	1	1		1	1	6	1		1	1	1		1	1	A	UVRC_ECOLI			2	2	2		3.31346875	A	
P0ABF8	1		1	1	1		1	1	6	1		1	1	1		1	1	B	PGSA_ECOLI			2	2	2		1.365633334	B	
P0AD05	1	1	1	1	1			1	6	2	1	1	1	1			1	A	YECA_ECOLI	1.27	2	2	2	2			A	
P0A998	1	1	1	1	1			1	6	1	2	1	1	1			1	A	FTNA_ECOLI	8.55	2	2	2	2			A	
P0A9A2	1		1	1	1			1	5	1		1	1	1			1	A	FTNB_ECOLI			2	2	2			A	
P02924	1		1	1	1				4	1		1	1	1				G	ARAF_ECOLI			2	2	2				
P0AAF3	1		1	1	1			1	5	1		1	1	1			1	F1	ARAG_ECOLI			2	0	2			F1	
P0A870	1	1	1	1	1			1	6	1	1	1	1	1			1	A	TALB_ECOLI	2	2	2	2	2			A	
P30143	1		1	1	1				4	1		1	1	1				B	YAAJ_ECOLI			2	2	2				
P0A8I3	1			1	1		1	1	5	1			1	1		1	1	A	YAAA_ECOLI				0	2			A	
P00934	1	1	1	1	1			1	6	1	1	1	1	1			1	A	THRC_ECOLI	1.16	2	2	2	2			A	
P00547	1		1	1	1			1	5	1		1	1	1			1	A	KHSE_ECOLI			2	2	2			A	
P00561	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	AK1H_ECOLI	0.36	2	2	2	2			F1	
P0A9Q1	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ARCA_ECOLI	0.38	2	2	2	2			A	
P08401	1		1	1	1			1	5	1		1	1	1			1	B	CREC_ECOLI			0	0	0			B	
P08368	1		1	1	1	1		1	6	1		1	1	1	1		1	A	CREB_ECOLI			2	2	2	0		A	
P0AE91	1	1	1	1	1			1	6	1	1	1	1	1			1	G	CREA_ECOLI	0.48	2	2	2	2			G	
P0ACI0	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	ROB_ECOLI	0.81	2	2	2	2		15.26262506	A	
P39411	1		1	1	1			1	5	1		1	1	1			1	A	YJJX_ECOLI			2	0	0			A	
P0AGC3	1	1	1	1	1			1	6	1	1	1	1	1			1	G	SLT_ECOLI	1	2	2	2	2			G	
P0A9W3	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	YJJK_ECOLI	2.24	2	2	2	2			F1	
P27278	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	NADR_ECOLI	0.51	2	2	2	2			F1	
P24554	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	RADA_ECOLI	0.46	2	2	2		0		A	
P0AGB0	1	1	1	1	1			1	6	1	1	1	1	1			1	B	SERB_ECOLI	0.59	2	2	2				B	
P32099	1			1	1		1	1	5	1			1	1		1	1	A	LPLA_ECOLI				2	2		0.68493656	A	
P0ABP8	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	DEOD_ECOLI	3	2	2	2	2			A	
P0A6K6	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	DEOB_ECOLI	2.17	2	2	2	2			A	
P07650	1	1	1	1	1			1	6	1	1	1	1	1			1	B	TYPH_ECOLI	0.85	2	2	2	2			B	
P39409	1		1	1	1				4	1		1	1	1				A	YJJW_ECOLI			0	0	2				
P39408	1		1	1	1		1		5	1		1	1	1		1		A	YJJV_ECOLI			2	2	2		1.625635369		
P39407	1		1	1	1		1	1	6	1		1	1	1		1	1	A	YJJU_ECOLI			2	2	2		2.046566462	A	
P0AFH8	1		1	1	1		1	1	6	1		1	1	1		1	1	G	OSMY_ECOLI			2	2	0		9.680731031	G	
P0A7I4	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	RF3_ECOLI	0	2	2	0	2		4.98436944	A	
P0A8Y1	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YJJG_ECOLI	0.65	2	2	2	0			A	
P0A944	1		1	1	1			1	5	1		1	1	1			1	A	RIMI_ECOLI			2	2	2			A	
P39406	1	1	1	1	1			1	6	1	1	1	1	1			1	A	RSMC_ECOLI	0	2	2	2	2			A	
P39405	1		1	1	1		1		5	1		1	1	1		1		F1	FHUF_ECOLI			2	2	2		4.679107558		
P39404	1		1	1	1				4	1		1	1	1				A	BGLJ_ECOLI			0	0	0				
P0ADD7	1		1	1	1				4	1		1	1	1				A	YJJQ_ECOLI			0	0	0				
P0ADD5	1		1	1	1				4	1		1	1	1				B	YJJP_ECOLI			2	2	2				
P0ADD2	1		1	1	1				4	1		1	1	1				B	YJJB_ECOLI			2	2	2				
P0AEF0	1		1	1	1			1	5	1		1	1	1			1	A	DNAC_ECOLI			2	2	2			A	
P18390	1	1	1	1	1				5	1	1	1	1	1				G	YJJA_ECOLI	0.65	2	2	2	2				
P31678	1		1	1	1			1	5	1		1	1	1			1	A	OTSB_ECOLI			0	2	0			A	
P31677	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	OTSA_ECOLI	1	2	0	0	0		2.815969266	A	
P46888	1		1	1	1			1	5	1		1	1	1			1	A	USPC_ECOLI			2	0	2			A	
P09348	1		1	1	1				4	1		1	1	1				B	MOTA_ECOLI			2	2					
P0AF06	1		1	1	1				4	1		1	1	1				B	MOTB_ECOLI			2	2	0				
P07364	1		1	1	1	1			5	1		1	1	1	1			A	CHER_ECOLI			2	2	2	0			
P07330	1		1	1	1	1			5	1		1	1	1	1			A	CHEB_ECOLI			2	2	0	0			
P0A9H9	1		1	1	1	1		1	6	1		1	1	1	1		1	A	CHEZ_ECOLI			2	2	0	0		A	
P76297	1		1	1	1				4	1		1	1	1				G	FLHE_ECOLI			2	2					
P11875	1	1	1	1	1			1	6	1	1	1	1	1			1	A	SYR_ECOLI	0.97	2	2	2				A	
P52007	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YECM_ECOLI	0.44	2	2	2	2		4.807710253	A	
P67826	1		1	1	1				4	1		1	1	1				A	CUTC_ECOLI			2	0					
P52005	1		1	1	1				4	1		1	1	1				B	TORY_ECOLI			0	0	0				
P76291	1	1	1	1	1				5	1	1	1	1	1				A	CMOB_ECOLI	0.36	2	2	0					
P76290	1	1	1	1	1			1	6	1	1	1	1	1			1	A	CMOA_ECOLI	0.35	2	2	2	2			A	
P64515	1		1	1	1			1	5	1		1	1	1			1	B	YECN_ECOLI			2	2	2			B	
P37348	1		1	1	1			1	5	1		1	1	1			1	A	YECE_ECOLI			2	0				A	
P0ADI7	1		1	1	1			1	5	1		1	1	1			1	A	YECD_ECOLI			2	2	2			A	
P21889	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	F1	SYD_ECOLI	3.07	2	2	2	2		5.511100467	F1	
P0AFC0	1		1	1	1			1	5	1		1	1	1			1	A	NUDB_ECOLI			2	2	2			A	
P24238	1			1	1		1		4	1			1	1		1		A	YEBB_ECOLI				0	0				
P0A809	1		1	1	1			1	5	1		1	1	1			1	A	RUVA_ECOLI			2	2	2			A	
P0A812	1		1	1	1			1	5	1		1	1	1			1	A	RUVB_ECOLI			2	1				A	
P0A9X1	1		1	1	1		1	1	6	1		1	1	1		1	1	F1	ZNUC_ECOLI			2	2	2			F1	
P0AFS9	1			1	1			1	4	1			1	1			1	B	YEBA_ECOLI				2				B	
P24205	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	B	MSBB_ECOLI	0.27	2	2	2	2		5.128878117	B	
P21599	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	KPYK2_ECOLI	1.76	2	2	2	2		0.709461596	A	
P46118	1	1	1	1	1			1	6	1	1	1	1	1			1	B	HEXR_ECOLI	1.32	2	2	2	2			B	
P0AC53	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	G6PD_ECOLI		2	2	2	2		4.37335545	A	
P0ADF6	1		1	1	1		1	1	6	1		1	1	1		1	1	A	EDD_ECOLI			2	2	2			A	
P0A955	1	1	1	1	1			1	6	1	1	1	1	1			1	A	ALKH_ECOLI	0.96	2	2	1	2			A	
P33219	1		1	1	1				4	1		1	1	1				X	YEBF_ECOLI			2	2	2				
P24555	1		1	1	1	1			5	1		1	1	1	1			A	PTRB_ECOLI			2	2	2	0			
P0AEK0	1		1	1	1			1	5	1		1	1	1			1	A	EXOX_ECOLI			2	2	2			A	
P76280	1		1	1	1			1	5	1		1	1	1			1	A	YOBB_ECOLI			2	2	2			A	
P76278	1		1	1	1				4	1		1	1	1				B	YEBZ_ECOLI			2	2	2				
P55798	1		1	1	1			1	5	2		1	1	1			1	A	PRP1_ECOLI			0	0	0			A	
P76275	1		1	1	1				4	1		1	1	1				A	YEBW_ECOLI			2	2	2				
P76273	1		1	1	1			1	5	1		1	1	1			1	A	RSMF_ECOLI			2	0	0			A	
P76272	1		1	1	1			1	5	1		1	1	1			1	B	YEBT_ECOLI			2	0	0			B	
P0AD03	1		1	1	1				4	1		1	1	1				B	YEBS_ECOLI			2	2					
P45577	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	PROQ_ECOLI	0.98	2	2	2	2			A	
P23865	1	1	1	1	1			1	6	1	1	1	1	1			1	F2	PRC_ECOLI	1.07	2	2	2	2			F2	
P23894	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	B	HTPX_ECOLI	0.63	2	2	2	2		9.085872423	B	
P76269	1		1	1	1			1	5	1		1	1	1			1	B	YEBQ_ECOLI			2	0				B	
P76268	1	1	1	1	1			1	6	1	1	1	1	1			1	A	KDGR_ECOLI	1.27	2	2	2	2			A	
P36999	1	1	1	1	1			1	6	1	1	1	1	1			1	A	RLMA_ECOLI	0.22	2	2	2	2			A	
P76264	1		1	1	1				4	1		1	1	1				B	YEBN_ECOLI			0	0	0				
P67601	1		1	1	1				4	1		1	1	1				B	YOBD_ECOLI			2	0	2				
P69805	1	1	1	1	1			1	6	1	1	1	1	1			1	B	PTND_ECOLI	9	2	2	2	2			B	
P69801	1	1	1	1	1		1	1	7	1	1	2	1	1		1	1	B	PTNC_ECOLI	0.42	2	2	2	2		1.989331436	B	
P0AEC0	1		1	1	1			1	5	1		1	1	1			1	B	YOAE_ECOLI			0	2	0			B	
P76261	1		1	1	1				4	1		1	1	1				B	ADRB_ECOLI			0	2					
P16095	1	1	1	1	1			1	6	1	1	1	1	1			1	B	SDHL_ECOLI	0.35	2	2	2	2			B	
P43337	1		1	1	1		1	1	6	1		1	1	1		1	1	B	NUDL_ECOLI			2	2	2		1.849759001	B	
P64490	1		1	1	1				4	1		1	1	1				A	YOAC_ECOLI			2	2	2				
P0AEB7	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YOAB_ECOLI	6.99	2	2	2	2			A	
P76257	1		1	1	1			1	5	1		1	1	1			1	A	YOAA_ECOLI			2	2	2			A	
P76256	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YEAZ_ECOLI	0.29	2	2	0				A	
P0AA91	1		1	1	1			1	5	1		1	1	1			1	I	YEAY_ECOLI			2	2	2			I	
P69451	1	1	1	1	1			1	6	1	1	1	1	1			1	F1	LCFA_ECOLI		2	2	2	2			F1	
P09155	1		1	1	1		1		5	1		1	1	1		1		A	RND_ECOLI			2	2	2		1.716342953		
P76249	1		1	1	1				4	1		1	1	1				B	LEUE_ECOLI			2	0	2				
P76245	1		1	1	1			1	5	1		1	1	1			1	A	YEAP_ECOLI			2	2	2			A	
P76243	1		1	1	1				4	1		1	1	1				A	YEAO_ECOLI			2	2	2				
P76236	1		1	1	1				4	1		1	1	1				B	YEAI_ECOLI			0	0	0				
P76235	1		1	1	1				4	1		1	1	1				A	YEAH_ECOLI			0	2	0				
P0A908	1	1	1	1	1			1	6	1	1	1	1	1			1	H	MIPA_ECOLI	2.54	2	2	2	2			H	
P76234	1		1	1	1				4	1		1	1	1				A	YEAE_ECOLI			2	2	2				
P39173	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YEAD_ECOLI	1.16	2	2	2	2			A	
P0A9B2	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	G3P1_ECOLI	8.91	2	2	2	2	2		A	
P0A746	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	MSRB_ECOLI	2.97	2	2	2	2		15.79789913	A	
P77539	1		1	1	1				4	1		1	1	1				B	YDJL_ECOLI			0	0	0				
P39342	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	B	YJGR_ECOLI	0.41	2	2	2	2		0.787695886	B	
P0ADC6	1	1	1	1	1			1	6	1	1	1	1	1			1	B	LPTG_ECOLI	0	2	2	1	2			B	
P68767	1	1	1	1	1			1	6	1	1	1	1	1			1	A	AMPA_ECOLI	0.92	2	2	2	2			A	
P28905	1		1	1	1		1	1	6	1		1	1	1		1	1	A	HOLC_ECOLI			2	2	2		3.599735935	A	
P07118	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	SYV_ECOLI	1	2	2	2	2		2.604467636	A	
P39337	1		1	1	1			1	5	1		1	1	1			1	A	YJGM_ECOLI			2	2	2			A	
P0A786	1	1	1	1	1			1	6	1	1	1	1	1			1	A	PYRB_ECOLI	5.13	2	2	2	2			A	
P0A7F3	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	A	PYRI_ECOLI	6	2	2	2	2	0		A	
P0AF93	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YJGF_ECOLI	2.44	2	2	2	2			A	
P0ABB8	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	B	ATMA_ECOLI	0.11	2	2	2	2		3.779449885	B	
P36673	1		1	1	1	1		1	6	1		1	1	1	1		1	A	TRER_ECOLI			0	0	0	0		A	
P36672	1	1	1	1	1			1	6	1	1	1	1	1			1	B	PTTBC_ECOLI	8.31	2	2	2	2			B	
P28904	1	1	1	1	1			1	6	1	1	1	1	1			1	A	TREC_ECOLI	3	2	0	2	2			A	
P28903	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	NRDD_ECOLI	0.46	2	1	2	2		0.70097161	A	
P0A9N8	1		1	1	1	1	1		6	1		1	1	1	1	1		A	NRDG_ECOLI			0	1	2	0	1.819072725		
P0AFK0	1	1	1	1	1			1	6	1	1	1	1	1			1	A	PMBA_ECOLI	1	2	2	2	2			A	
P0A8X0	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YJGA_ECOLI	1.34	2	2	2	2		6.997353691	A	
P37773	1	1	1	1	1			1	6	1	1	1	1	1			1	A	MPL_ECOLI	1	2	2	2	2			A	
P0A993	1	1	1	1	1			1	6	1	1	1	1	1			1	A	F16PA_ECOLI	1.11	2	2	2	2			A	
P39325	1		1	1	1			1	5	1		1	1	1			1	G	YTFQ_ECOLI			2	2	2			G	
P0A7A9	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	IPYR_ECOLI	8.83	2	2	2	2	2	21.48718202	A	
P0AE48	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	YTFP_ECOLI	0.65	2	2	2	2			A	
P39321	1		1	1	1		1	1	6	1		1	1	1		1	1	B	YTFN_ECOLI			2	2	2		1.226465684	B	
P0ADE4	1		1	1	1			1	5	1		1	1	1			1	H	YTFM_ECOLI			2	2	2			H	
P0A744	1		1	1	1			1	5	1		1	1	1			1	A	MSRA_ECOLI			2	2	2			A	
P0AE45	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	B	YTFL_ECOLI	0	2	2	2			1.208045609	B	
P39187	1		1	1	1			1	5	1		1	1	1			1	G	YTFJ_ECOLI			2	2	2			G	
P08331	1	1	1	1	1			1	6	1	1	1	1	1			1	G	CPDB_ECOLI	0.42	2	0	2	2			G	
P0ACN2	1		1	1	1				4	1		1	1	1				B	YTFH_ECOLI			0	0	0				
P39315	1		1	1	1		1		5	1		1	1	1		1		A	QOR2_ECOLI			1	2					
P39314	1		1	1	1				4	1		1	1	1				B	YTFF_ECOLI			2	0					
P69506	1		1	1	1		1		5	1		1	1	1		1		A	RCMNS_ECOLI			2	2	2				
P0AAE0	1		1	1	1			1	5	1		1	1	1			1	B	CYCA_ECOLI			2	2	2			B	
P02358	1	1	1	1	1	1		1	7	1	1	1	1	1	2		1	A	RS6_ECOLI	12.28	2	2	2	2	2		A	
P39306	1		1	1	1				4	1		1	1	1				A	ULAF_ECOLI			0	0	0				
P39305	1		1	1	1				4	1		1	1	1				A	ULAE_ECOLI			2	2	2				
P39304	1		1	1	1			1	5	1		1	1	1			1	A	ULAD_ECOLI			0	0	0			A	
P39301	1		1	1	1				4	1		1	1	1				B	ULAA_ECOLI			0	0	0				
P39300	1		1	1	1			1	5	1		1	1	1			1	A	ULAG_ECOLI			0	0				A	
P0A9W0	1		1	1	1		1	1	6	1		1	1	1		1	1	A	ULAR_ECOLI			2	2	2			A	
P39298	1		1	1	1			1	5	1		1	1	1			1	A	YJFP_ECOLI			2	2	0			A	
P0AF82	1		1	1	1				4	1		1	1	1				G	YJFN_ECOLI			0	2	2				
P33224	1		1	1	1		1		5	1		1	1	1		1		A	AIDB_ECOLI			0	0	0		1.617957609		
P0AF80	1		1	1	1				4	1		1	1	1				B	YJFL_ECOLI			0	2					
P39293	1		1	1	1				4	1		1	1	1				A	YJFK_ECOLI			0	0					
P0AF76	1		1	1	1				4	1		1	1	1				A	YJFI_ECOLI			2	2	2				
P63177	1		1	1	1		1	1	6	1		1	1	1		1	1	A	RLMB_ECOLI			1	0	0			A	
P21499	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	RNR_ECOLI	0.93	2	2	2	2			A	
P0AF63	1		1	1	1		1	1	6	1		1	1	1		1	1	A	NSRR_ECOLI			2	2	2		3.908936181	A	
P0A7D4	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	PURA_ECOLI	12	2	2	2	2		12.14240877	A	
P25519	1	1	1	1	1			1	6	1	1	1	1	1			1	A	HFLX_ECOLI	1.24	2	2	2	2			A	
P0A988	1	1	1	1	1			1	6	1	1	1	1	1			1	A	DPO3B_ECOLI		2	2	2	2			A	
P0A7H0	1		1	1	1			1	5	1		1	1	1			1	A	RECF_ECOLI			2	1				A	
P09996	1	1	1	1	1				5	1	1	1	1	1				A	YIDB_ECOLI	0.43	2	2	2	2				
P77280	1		1	1	1				4	1		1	1	1				B	YDJJ_ECOLI			0	2					
P77493	1		1	1	1				4	1		1	1	1				A	YDJH_ECOLI			0	0	0				
P77721	1	1	1	1	1		1		6	1	1	1	1	1		1		A	YDJF_ECOLI	0.37	2	1	2	2				
P38055	1		1	1	1				4	1		1	1	1				B	YDJE_ECOLI			2	2	0				
P21369	1		1	1	1		1		5	1		1	1	1		1		A	PNCA_ECOLI			2	2	2				
P0A962	1	1	1	1	1		1		6	1	1	1	1	1		1		A	ASPG1_ECOLI	0.36	2	2	2	2		1.258095296		
P08395	1	1	1	1	1			1	6	1	1	1	1	1			1	B	SPPA_ECOLI	0.08	2	2	2	2			B	
P0ACY1	1			1	1		1	1	5	1			1	1		1	1	A	YDJA_ECOLI				2	2		4.577463274	A	
P16456	1	1	1	1	1			1	6	1	1	1	1	1			1	A	SELD_ECOLI	2.19	2	2	2	2			A	
P14294	1		1	1	1		1	1	6	1		1	1	1		1	1	A	TOP3_ECOLI			2	1	0		1.620805501	A	
P00370	1	1	1	1	1			1	6	1	1	1	1	1			1	A	DHE4_ECOLI	0.42	2	2	2	2			A	
P77788	1		1	1	1				4	1		1	1	1				A	NUDG_ECOLI			2	2	2				
P78067	1	1	1	1	1				5	1	1	1	1	1				G	YNJE_ECOLI	2.43	2	2	2					
P76222	1		1	1	1			1	5	1		1	1	1			1	B	YNJA_ECOLI			0	0	0			B	
P76221	1		1	1	1				4	1		1	1	1				B	YDJZ_ECOLI			0	2					
P09030	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	EX3_ECOLI	0.81	2	2	2	2		3.295807248	A	
P77581	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	ASTC_ECOLI	1.29	2	0	2	0		0.819362533	A	
P0AE37	1		1	1	1			1	5	1		1	1	1			1	A	ASTA_ECOLI			2	2	0			A	
P76216	1		1	1	1		1		5	1		1	1	1		1		A	ASTB_ECOLI			2	2	0				
P76215	1		1	1	1				4	1		1	1	1				A	ASTE_ECOLI			2	2					
P76214	1		1	1	1				4	1		1	1	1				B	VES_ECOLI			2	0	0				
P76213	1		1	1	1			1	5	1		1	1	1			1	A	CHO_ECOLI			2	2				A	
P18843	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	NADE_ECOLI	1.87	2	2	2	2		2.18571279	A	
P0ADB1	1	1	1	1	1	1		1	7	1	1	1	1	1	1		1	I	OSME_ECOLI	3.11	2	2	2	2	0		I	
P17334	1		1	1	1				4	1		1	1	1				B	PTQC_ECOLI			2	2	2				
P69791	1		1	1	1	1			5	1		1	1	1	1			F1	PTQA_ECOLI			2	2	2	0			
P17410	1		1	1	1				4	1		1	1	1				A	CHBR_ECOLI			2	2	2				
P17411	1		1	1	1				4	1		1	1	1				A	CHBF_ECOLI			2	2					
P37794	1		1	1	1		1		5	1		1	1	1		1		A	CHBG_ECOLI			2	2					
P21179	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	CATE_ECOLI	0.35	2	0	0	0	0		A	
P0AE60	1		1	1	1		1		5	1		1	1	1		1		A	CEDA_ECOLI			2	2	2				
P64481	1		1	1	1			1	5	1		1	1	1			1	B	YDJM_ECOLI			2	1				B	
P77247	1	1	1	1	1				5	1	1	1	1	1				A	YNIC_ECOLI	0.41	2	2	2	2				
P76208	1		1	1	1			1	5	1		1	1	1			1	B	YNIB_ECOLI			2	2	2			B	
P77739	1	1	1	1	1			1	6	1	1	1	1	1			1	A	YNIA_ECOLI	1.67	2	2	2	2			A	
P64479	1		1	1	1				4	1		1	1	1				A	YDIZ_ECOLI			2	2	2				
P06999	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	K6PF2_ECOLI	3.08	2	2	2	2	0		A	
P76206	1	1	1	1	1			1	6	1	1	1	1	1			1	G	YDIY_ECOLI	0.53	2	2	0				G	
P0A8M3	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	A	SYT_ECOLI	18.32	2	2	2	2	0	17.9291684	A	
P08312	1	1	1	1	1			1	6	1	1	1	1	1			1	A	SYFA_ECOLI	2.02	2	2	2	2			A	
P06610	1	1	1	1	1			1	6	1	1	1	1	1			1	A	BTUE_ECOLI	1.36	2	2	2	2			A	
P06611	1		1	1	1			1	5	1		1	1	1			1	F1	BTUD_ECOLI			2	0	0			F1	
P23898	1		1	1	1	1			5	1		1	1	1	1			I	NLPC_ECOLI			2	2	2	0			
P00887	1	1	1	1	1			1	6	1	1	1	1	1			1	A	AROH_ECOLI	0.28	2	2	2	2			A	
P0A8A4	1			1	1		1	1	5	1			1	1		1	1	A	YDIA_ECOLI				2	2		1.61089891	A	
P23538	1	1	1	1	1		1	1	7	1	1	1	1	1		1	1	A	PPSA_ECOLI	2.42	2	2	2	2		4.170224366	A	
P38135	1		1	1	1			1	5	1		1	1	1			1	F1	FADK_ECOLI			2	2	2			F1	
P77714	1		1	1	1				4	1		1	1	1				A	YDIT_ECOLI			0	0	0				
