A	GLNB_ECOLI	4.18E+00	6.64E+02	55.23	2308.02	0.070884	7088.4
A	THIO_ECOLI	4.54E+01	2.66E+03	45.42	1909.42	0.33641	33641
B	FTSH_ECOLI	3.30E+00	5.79E+02	7.89	349.88	0.034483	3448.3
A	YBAK_ECOLI	1.37E+00	3.48E+02	1.51	70.42	0.017096	1709.6
A	YBEB_ECOLI	9.00E+00	1.04E+03	9	398	0.055747	5574.7
A	YCCJ_ECOLI	2.16E+00	4.53E+02	9	398	0.1342	13420
A	YCED_ECOLI	9.00E+00	1.04E+03	20.54	884.64	0.023508	2350.8
F1	ATPD_ECOLI	1.29E+01	1.28E+03	34.94	1480.65	0.04983	4983
F1	ATPA_ECOLI	2.77E+01	1.99E+03	28.29	1206.59	0.15958	15958
A	CLPA_ECOLI	9.83E-01	2.87E+02	3.06	139.67	0.080797	8079.7
A	COABC_ECOLI	3.59E-01	1.60E+02	1.24	58.18	0.0074888	748.88
G	SURA_ECOLI	3.28E+01	2.20E+03	2.43	112	0.0028319	283.19
A	YLIJ_ECOLI	1.31E+00	3.39E+02	16.01	695	0.047744	4774.4
A	YEJL_ECOLI	2.05E+01	1.68E+03	2.98	136.13	0.12108	12108
A	RAIA_ECOLI	1.46E+02	5.23E+03	67.13	2788.66	0.45956	45956
A	YIBL_ECOLI	4.62E+00	7.04E+02	3.22	146.75	0.029583	2958.3
F1	CPXR_ECOLI	4.18E+00	6.64E+02	7.11	316.29	0.013339	1333.9
B	ELAB_ECOLI	2.16E+00	4.53E+02	0.78	37.12	0.36578	36578
G	FLIY_ECOLI	7.80E+00	9.55E+02	0.35	17.07	0.0020484	204.84
A	GYRB_ECOLI	2.57E+00	5.01E+02	12.34	540	1	56.36	0.061127	6112.7
G	SKP_ECOLI	1.38E+02	5.06E+03	7.38	327.93	0.012174	1217.4
F1	ZAPB_ECOLI	5.61E+02	1.14E+04	18.31	791.36	0.59897	59897
A	YJGD_ECOLI	1.00E+04	6.10E+04	30.62	1302.81	0.26297	26297
A	YJGK_ECOLI	7.78E-01	2.50E+02	6.94	308.96	0.024254	2425.4
B	SOHB_ECOLI	2.92E-01	1.41E+02	2.16	99.64	0.017513	1751.3
A	YHBY_ECOLI	9.00E+00	1.04E+03	5.31	238.33	0.13412	13412
A	GATY_ECOLI	3.92E+00	6.40E+02	45.42	1909.42	0.02468	2468
A	GATZ_ECOLI	6.50E+00	8.59E+02	43.67	1838.05	0.12273	12273
F1	EFTU1_ECOLI	1.93E+04	8.94E+04	118	4802.42	1.3942	139420
F1	GLPD_ECOLI	6.38E-01	2.23E+02	12.77	558.02	0.029121	2912.1
A	PNCB_ECOLI	8.74E-01	2.68E+02	0.74	35.27	0.01076	1076
A	MURE_ECOLI	4.13E-01	1.73E+02	1.22	57.27	0.013399	1339.9
A	PPIB_ECOLI	9.90E+01	4.18E+03	45.42	1909.42	0.22437	22437
A	YJIA_ECOLI	4.68E-01	1.86E+02	2.41	110.81	0.010812	1081.2
A	TEHB_ECOLI	2.51E+00	4.94E+02	0.97	45.85	0.0054191	541.91
A	ALDA_ECOLI	4.01E+00	6.49E+02	5.21	233.98	0.051973	5197.3
A	GCST_ECOLI	2.51E+01	1.88E+03	5.16	232	0.016552	1655.2
B	RODZ_ECOLI	4.99E+00	7.37E+02	4.01	181.53	0.0054145	541.45
A	QOR1_ECOLI	3.34E-01	1.53E+02	0.55	26.45	0.016686	1668.6
G	PQQL_ECOLI	1.01E-01	7.63E+01	0.07	3.59	0.00033655	33.655
F1	PTKB_ECOLI	4.62E+00	7.04E+02	99	4064.14	0.027256	2725.6
A	MASZ_ECOLI	2.02E-01	1.14E+02	2.07	95.62	0.007157	715.7
F1	DHAM_ECOLI	2.59E-01	1.32E+02	1.23	57.72	0.0083303	833.03
B	YHII_ECOLI	3.34E-01	1.53E+02	1.29	60.45	0.00025724	25.724
A	RMLD_ECOLI	2.16E+00	4.53E+02	6.02	269.17	0.021033	2103.3
B	YJIY_ECOLI	8.48E-01	2.63E+02	2.59	118.82	0.056983	5698.3
A	OBG_ECOLI	2.46E+00	4.88E+02	1.85	85.75	0.015845	1584.5
F1	UUP_ECOLI	2.92E-01	1.41E+02	1.15	54.08	0.0056375	563.75
I	YRAM_ECOLI	1.15E+00	3.15E+02	1.01	47.69	0.0014514	145.14
G	FKBA_ECOLI	9.90E+01	4.18E+03	9	398	0.0016707	167.07
G	YBGF_ECOLI	7.10E+01	3.44E+03	1.15	54.08	0.0001076	10.76
A	RAPA_ECOLI	1.91E+00	4.21E+02	1.92	88.89	0.010385	1038.5
B	YQJD_ECOLI	1.68E+01	1.49E+03	12.89	563.11	0.40617	40617
F1	MLAB_ECOLI	4.62E+00	7.04E+02	2.98	136.13	0.023668	2366.8
A	IF1_ECOLI	9.99E+02	1.60E+04	55.23	2308.02	0.81815	81815
B	TATA_ECOLI	2.98E+00	5.46E+02	9	398	0.32593	32593
F1	PTNAB_ECOLI	3.92E+00	6.40E+02	12.69	554.63	0.024573	2457.3
F1	PTKA_ECOLI	1.29E+01	1.28E+03	13.68	596.53	14.85	645.93	0.024126	2412.6
A	CSRA_ECOLI	3.16E+03	3.12E+04	1.51	70.42	0.73164	73164
A	GHRA_ECOLI	3.59E-01	1.60E+02	1.15	54.08	0.0053477	534.77
A	DHAK_ECOLI	3.89E-01	1.67E+02	1.58	73.59	0.028259	2825.9
A	DCYD_ECOLI	4.68E-01	1.86E+02	0.43	20.84	0.0084246	842.46
A	YBBN_ECOLI	3.06E+01	2.11E+03	9	398	0.051985	5198.5
A	GALM_ECOLI	1.61E+00	3.82E+02	2.38	109.47	0.019997	1999.7
A	RCSB_ECOLI	1.68E+01	1.49E+03	13.68	596.53	0.16483	16483
B	HFLC_ECOLI	2.16E+00	4.53E+02	5.45	244.42	0.00091042	91.042
B	GLF_ECOLI	7.86E+00	9.59E+02	2.43	112	0.07643	7643
G	DSBA_ECOLI	5.89E+01	3.09E+03	0.39	18.96	0.0041097	410.97
H	FHUA_ECOLI	2.38E+00	4.79E+02	0.56	26.92	0.0016682	166.82
H	OMPC_ECOLI	7.53E+01	3.56E+03	77.48	3204.57	0.00034637	34.637
