Merge ID	TableS3_K12_ProteomeV13_BasicProteome_3900	Gevaert2002	Taoka2004	Arifuzzaman2006	Ji2006	Iwasaki2009	Masuda2009	Iwasaki2010	Thein2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome_3900 Duplicates	Gevaert2002 Duplicates	Taoka2004 Duplicates	Arifuzzaman2006 Duplicates	Ji2006 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Iwasaki2010 Duplicates	Thein2010 Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	
P43676	1										1	1										B	PITB_ECOLI	
P45394	1		1								2	1		1								B	YRBG_ECOLI	
P45423	1			1				1			3	1			1				1			A	YHCG_ECOLI	
P45424	1							1			2	1							1			A	YHCH_ECOLI	
P45425	1			1			1	1			4	1			1			1	1			B	NANK_ECOLI	
P45428	1										1	1										B	DCUD_ECOLI	
P45464	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	I	YRAM_ECOLI	
P45470	1		1					1			3	1		1					1			A	YHBO_ECOLI	
P45508	1										1	1										H	YFAL_ECOLI	
P45522	1					1		1		1	4	1					1		1		1	B	KEFB_ECOLI	
P45523	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	G	FKBA_ECOLI	
P45530	1							1		1	3	1							1		1	A	TUSB_ECOLI	
P45531	1										1	1										A	TUSC_ECOLI	
P45532	1		1					1			3	1		1					1			A	TUSD_ECOLI	
P45539	1										1	1										B	FRLA_ECOLI	
P45543	1										1	1										A	FRLD_ECOLI	
P45544	1							1			2	1							1			A	FRLR_ECOLI	
P45546	1										1	1										B	YHFT_ECOLI	
P45548	1			1				1			3	1			1				1			A	PHP_ECOLI	
P45549	1										1	1										A	YHFW_ECOLI	
P45550	1							1			2	1							1			A	YHFX_ECOLI	
P45551	1										1	1										A	YHFY_ECOLI	
P45552	1	1		1				1		1	5	1	1		1				1		1	A	YHFZ_ECOLI	
P45566	1									1	2	1									1	B	YHDT_ECOLI	
P45568	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	B	DXR_ECOLI	
P45570	1										1	1										B	YBCI_ECOLI	
P45736	1										1	1										A	YCJD_ECOLI	
P45750	1			1							2	1			1							B	YRFA_ECOLI	
P45756	1										1	1										B	GSPA_ECOLI	
P45757	1										1	1										B	GSPC_ECOLI	
P45758	1		1	1		1		1			5	1		1	1		1		1			G	GSPD_ECOLI	
P45759	1										1	1										F1	GSPE_ECOLI	
P45760	1										1	1										G	GSPI_ECOLI	
P45761	1			1							2	1			1							G	GSPJ_ECOLI	
P45762	1										1	1										G	GSPK_ECOLI	
P45763	1										1	1										B	GSPL_ECOLI	
P45795	1							1			2	1							1			A	YRDB_ECOLI	
P45804	1	1		1		1	1	1			6	1	1		1		1	1	1			B	YHGE_ECOLI	
P45807	1							1			2	1							1			A	YBAM_ECOLI	
P45955	1		1				1	1		1	5	1		1				1	1		1	G	YBGF_ECOLI	
P46068	1									1	2	1									1	A	DSDC_ECOLI	
P46119	1										1	1										B	YBJC_ECOLI	
P46121	1										1	1										A	YBFK_ECOLI	
P46122	1	1		1		1	1	1		1	7	1	1		1		1	1	1		1	I	YAJI_ECOLI	
P46125	1			1	1	1	1	1			6	1			1	1	1	1	1			B	YEDI_ECOLI	
P46133	1										1	1										B	ABGT_ECOLI	
P46144	1			1				1			3	1			1				1			B	YEDJ_ECOLI	
P46187	1									1	2	1									1	B	RSEC_ECOLI	
P46474	1			1		1	1	1		1	6	1			1		1	1	1		1	H	YHDP_ECOLI	
P46481	1			1							2	1			1							B	AAEB_ECOLI	
P46846	1										1	1										A	GNTX_ECOLI	
P46849	1					1		1			3	1					1		1			A	RTCA_ECOLI	
P46854	1	1		1				1			4	1	1		1				1			A	YHHY_ECOLI	
P46855	1										1	1										A	YHHZ_ECOLI	
P46857	1			1							2	1			1							A	YRHB_ECOLI	
P46887	1										1	1										A	YECH_ECOLI	
P46923	1			1			1				3	1			1			1				G	TORZ_ECOLI	
P50457	1			1				1		1	4	1			1				1		1	A	PUUE_ECOLI	
P51020	1			1						1	3	1			1						1	A	HOA_ECOLI	
P52006	1			1				1			3	1			1				1			A	NUDI_ECOLI	
P52037	1						1	1		1	4	1						1	1		1	A	YGFF_ECOLI	
P52043	1			1							2	1			1							A	YGFH_ECOLI	
P52045	1									1	2	1									1	A	MMCD_ECOLI	
P52060	1							1		1	3	1							1		1	A	YGGU_ECOLI	
P52067	1					1				1	3	1					1				1	B	FSR_ECOLI	
P52073	1	1				1	1	1			5	1	1				1	1	1			A	GLCE_ECOLI	
P52074	1	1		1		1	1	1			6	1	1		1		1	1	1			A	GLCF_ECOLI	
P52094	1					1	1			1	4	1					1	1			1	B	HISQ_ECOLI	
P52096	1		1					1		1	4	1		1					1		1	A	YAER_ECOLI	
P52097	1		1			1	1	1			5	1		1			1	1	1			A	TILS_ECOLI	
P52101	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	B	YFHK_ECOLI	
P52106	1			1	1			1			4	1			1	1			1			A	CSGD_ECOLI	
P52119	1						1	1			3	1						1	1			A	YFJF_ECOLI	
P52598	1		1			1		1		1	5	1		1			1		1		1	A	YGBI_ECOLI	
P52600	1										1	1										B	EMRY_ECOLI	
P52612	1			1			1				3	1			1			1				A	FLII_ECOLI	
P52613	1			1				1			3	1			1				1			F1	FLIJ_ECOLI	
P52614	1										1	1										A	FLIK_ECOLI	
P52644	1			1		1	1	1		1	6	1			1		1	1	1		1	I	HSLJ_ECOLI	
P54745	1										1	1										B	HRSA_ECOLI	
P54746	1			1							2	1			1							A	MNGB_ECOLI	
P55140	1										1	1										B	YGCG_ECOLI	
P55734	1				1	1	1	1		1	6	1				1	1	1	1		1	B	YGAP_ECOLI	
P55799	1										1	1										A	PRP2_ECOLI	
P55914	1										1	1										B	YJJZ_ECOLI	
P56100	1										1	1										B	YBGT_ECOLI	
P56257	1			1							2	1			1							A	YKGL_ECOLI	
P56258	1					1		1		1	4	1					1		1		1	F1	WECF_ECOLI	
P56579	1			1		1	1		1		5	1			1		1	1		1		B	PTHC_ECOLI	
P56580	1					1	1	1			4	1					1	1	1			B	PTHB_ECOLI	
P56976	1										1	1										B	BLR_ECOLI	
P58034	1										1	1										B	YMGF_ECOLI	
P58035	1							1			2	1							1			F1	SGCB_ECOLI	
P58036	1										1	1										A	YJBS_ECOLI	
P58037	1										1	1										A	YRHD_ECOLI	
P58094	1										1	1										A	YCIX_ECOLI	
P60240	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	A	RAPA_ECOLI	
P60632	1			1						1	3	1			1						1	B	YOHJ_ECOLI	
P60844	1										1	1										B	AQPZ_ECOLI	
P60872	1				1	1	1	1			5	1				1	1	1	1			B	YIDE_ECOLI	
P62399	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	A	RL5_ECOLI	
P62617	1		1				1	1			4	1		1				1	1			A	ISPF_ECOLI	
P62723	1									1	2	1									1	B	YEIH_ECOLI	
P63235	1				1	1	1	1			5	1				1	1	1	1			B	GADC_ECOLI	
P64429	1		1			1	1	1		1	6	1		1			1	1	1		1	B	YPFJ_ECOLI	
P64432	1							1		1	3	1							1		1	B	YPJD_ECOLI	
P64442	1										1	1										B	YCEO_ECOLI	
P64448	1					1	1	1		1	5	1					1	1	1		1	I	YNBE_ECOLI	
P64451	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	I	YDCL_ECOLI	
P64453	1										1	1										B	YDCX_ECOLI	
P64455	1		1				1	1			4	1		1				1	1			A	YDCY_ECOLI	
P64459	1										1	1										G	YNCJ_ECOLI	
P64461	1		1	1				1			4	1		1	1				1			A	LSRG_ECOLI	
P64463	1		1	1				1			4	1		1	1				1			A	YDFZ_ECOLI	
P64467	1	1		1				1			4	1	1		1				1			A	CNU_ECOLI	
P64471	1										1	1										B	YDHI_ECOLI	
P64474	1										1	1										A	YDHL_ECOLI	
P64483	1		1				1	1		1	5	1		1				1	1		1	A	YEAK_ECOLI	
P64488	1										1	1										A	YEAR_ECOLI	
P64493	1				1	1	1	1		1	6	1				1	1	1	1		1	I	YOAF_ECOLI	
P64496	1										1	1										A	YOAG_ECOLI	
P64499	1		1			1	1		1	1	6	1		1			1	1		1	1	B	YEBO_ECOLI	
P64503	1		1					1			3	1		1					1			A	YEBV_ECOLI	
P64506	1	1	1					1		1	5	1	1	1					1		1	G	YEBY_ECOLI	
P64508	1										1	1										A	YOBF_ECOLI	
P64512	1										1	1										G	MGRB_ECOLI	
P64517	1			1				1			3	1			1				1			A	YODC_ECOLI	
P64519	1		1	1				1			4	1		1	1				1			A	YODD_ECOLI	
P64536	1										1	1										B	YEIS_ECOLI	
P64542	1			1							2	1			1							G	YPEC_ECOLI	
P64545	1									1	2	1									1	B	YFGG_ECOLI	
P64564	1			1		1	1	1		1	6	1			1		1	1	1		1	B	YGGT_ECOLI	
P64572	1			1				1			3	1			1				1			B	YGHR_ECOLI	
P64578	1			1							2	1			1							A	YGJN_ECOLI	
P64581	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	B	YQJD_ECOLI	
P64585	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	B	YQJE_ECOLI	
P64592	1										1	1										B	YHAI_ECOLI	
P64596	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	I	YRAP_ECOLI	
P64602	1		1				1	1		1	5	1		1				1	1		1	F1	MLAB_ECOLI	
P64614	1			1				1			3	1			1				1			G	YHCN_ECOLI	
P64619	1										1	1										B	YHDU_ECOLI	
P64622	1							1			2	1							1			I	YHDV_ECOLI	
P64627	1						1				2	1						1				I	YHFL_ECOLI	
P64631	1							1		1	3	1							1		1	B	YHFU_ECOLI	
P64634	1							1			2	1							1			B	YRFC_ECOLI	
P64638	1										1	1										A	FEOC_ECOLI	
P64646	1										1	1										B	YJDO_ECOLI	
P65290	1										1	1										I	YFGH_ECOLI	
P65292	1	1	1		1	1	1	1		1	8	1	1	1		1	1	1	1		1	I	YGDI_ECOLI	
P65294	1		1			1		1		1	5	1		1			1		1		1	I	YGDR_ECOLI	
P65367	1						1	1			3	1						1	1			A	YQCA_ECOLI	
P67127	1					1					2	1					1					B	YGDQ_ECOLI	
P67143	1										1	1										B	YHGN_ECOLI	
P67338	1							1			2	1							1			A	YOAH_ECOLI	
P67603	1			1				1		1	4	1			1				1		1	A	YQFB_ECOLI	
P67624	1							1			2	1							1			A	YHEU_ECOLI	
P67697	1										1	1										A	YDCQ_ECOLI	
P67699	1			1				1			3	1			1				1			A	YDDM_ECOLI	
P67701	1										1	1										A	YGJM_ECOLI	
P67729	1										1	1										B	YFEO_ECOLI	
P68191	1		1					1			3	1		1					1			A	SRA_ECOLI	
P68206	1	1	1	1		1	1	1		1	8	1	1	1	1		1	1	1		1	A	YJBJ_ECOLI	
P68646	1										1	1										A	FIXX_ECOLI	
P68679	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	A	RS21_ECOLI	
P68699	1			1		1	1	1	1	1	7	1			1		1	1	1	1	1	B	ATPL_ECOLI	
P68919	1	1	1	1			1	1	1	1	8	1	1	1	1			1	1	1	1	A	RL25_ECOLI	
P69210	1			1							2	1			1							B	MDTI_ECOLI	
P69212	1										1	1										B	MDTJ_ECOLI	
P69222	1		1	1			1	1		1	6	1		1	1			1	1		1	A	IF1_ECOLI	
P69330	1			1				1			3	1			1				1			A	CITD_ECOLI	
P69367	1			1							2	1			1							B	MDTH_ECOLI	
P69405	1			1							2	1			1							A	RCSA_ECOLI	
P69411	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	I	RCSF_ECOLI	
P69428	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	B	TATA_ECOLI	
P69432	1										1	1										B	PGAD_ECOLI	
P69434	1			1		1	1				4	1			1		1	1				H	PGAA_ECOLI	
P69488	1							1			2	1							1			A	CUTA_ECOLI	
P69681	1					1		1			3	1					1		1			B	AMTB_ECOLI	
P69741	1			1		1	1	1		1	6	1			1		1	1	1		1	F2	MBHT_ECOLI	
P69776	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	I	LPP_ECOLI	
P69795	1			1				1			3	1			1				1			F1	PTQB_ECOLI	
P69797	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	F1	PTNAB_ECOLI	
P69808	1			1				1			3	1			1				1			G	PTFB1_ECOLI	
P69811	1		1	1			1	1		1	6	1		2	1			1	1		1	F1	PTFAH_ECOLI	
P69816	1										1	1										F1	PTFB2_ECOLI	
P69820	1			1							2	1			1							F1	ULAC_ECOLI	
P69822	1			1				1			3	1			1				1			A	ULAB_ECOLI	
P69824	1										1	1										F1	PTMA_ECOLI	
P69826	1		1	1							3	1		1	1							B	PTMCB_ECOLI	
P69828	1		1		1	1	1	1	1	1	8	1		1		1	1	2	1	1	1	F1	PTKA_ECOLI	
P69831	1				1	1	1	1	1	1	7	1				1	1	1	1	1	1	B	PTKC_ECOLI	
P69856	1					1	1				3	1					1	1				G	NANC_ECOLI	
P69913	1		1	1			1	1		1	6	1		1	1			1	1		1	A	CSRA_ECOLI	
P69937	1										1	1										B	SUGE_ECOLI	
P71229	1	1		1							3	1	1		1							A	HYFR_ECOLI	
P71238	1										1	1										B	WCAD_ECOLI	
P71301	1			1		1		1			4	1			1		1		1			A	MATA_ECOLI	
P75617	1			1							2	1			1							A	YAAW_ECOLI	
P75620	1										1	1										F1	YAAY_ECOLI	
P75685	1										1	1										B	YKGB_ECOLI	
P75687	1			1							2	1			1							G	YKGI_ECOLI	
P75691	1	1	1			1	1	1		1	7	1	1	1			1	1	1		1	B	YAHK_ECOLI	
P75692	1			1							2	1			1							A	YAHM_ECOLI	
P75693	1			1							2	1			2							B	YAHN_ECOLI	
P75694	1	1	1	1				1			5	1	1	1	1				1			G	YAHO_ECOLI	
P75712	1										1	1										B	ALLP_ECOLI	
P75715	1										1	1										G	SFMH_ECOLI	
P75737	1										1	1										I	YBFP_ECOLI	
P75746	1		1			1		1		1	5	1		1			1		1		1	A	YBGL_ECOLI	
P75747	1										1	1										B	ABRB_ECOLI	
P75748	1					1					2	1					1					G	YBGO_ECOLI	
P75749	1			1						1	3	1			1						1	G	YBGP_ECOLI	
P75750	1						1				2	1						1				H	YBGQ_ECOLI	
P75757	1					1					2	1					1					B	ZITB_ECOLI	
P75767	1			1		1		1		1	5	1			1		1		1		1	A	YBHK_ECOLI	
P75769	1										1	1										B	YBHM_ECOLI	
P75770	1										1	1										B	YBHN_ECOLI	
P75777	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	B	YBHG_ECOLI	
P75782	1						1	1		1	4	1						1	1		1	A	RLMF_ECOLI	
P75783	1	1				1	1	1		1	6	1	1				1	1	1		1	B	YBIO_ECOLI	
P75788	1										1	1										B	YBIR_ECOLI	
P75791	1		1			1		1			4	1		1			1		1			A	YBIU_ECOLI	
P75798	1			1			1			1	4	1			1			1			1	B	GSIC_ECOLI	
P75810	1										1	1										B	YBJJ_ECOLI	
P75818	1		1		1	1	1	1	1	1	8	1		1		1	1	1	1	1	1	I	YBJP_ECOLI	
P75821	1			1		1	1	1	1	1	7	1			1		1	1	1	1	1	A	YBJS_ECOLI	
P75826	1									1	2	1									1	B	YBJE_ECOLI	
P75831	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	B	MACB_ECOLI	
P75835	1			1							2	1			1							B	YCAM_ECOLI	
P75836	1										1	1										A	YCAN_ECOLI	
P75843	1			1						1	3	1			1						1	A	YCAQ_ECOLI	
P75851	1				1						2	1				1						B	SSUC_ECOLI	
P75855	1										1	1										G	YCBQ_ECOLI	
P75856	1			1				1			3	1			1				1			G	YCBR_ECOLI	
P75857	1							1			2	1							1			H	YCBS_ECOLI	
P75858	1										1	1										G	YCBT_ECOLI	
P75859	1										1	1										G	YCBU_ECOLI	
P75860	1										1	1										G	YCBV_ECOLI	
P75882	1			1				1			3	1			1				1			G	GFCD_ECOLI	
P75883	1										1	1										G	GFCC_ECOLI	
P75884	1			1							2	1			1							I	GFCB_ECOLI	
P75885	1										1	1										B	GFCA_ECOLI	
P75892	1										1	1										B	RUTG_ECOLI	
P75895	1										1	1										A	RUTD_ECOLI	
P75905	1			1				1			3	1			1				1			B	PGAC_ECOLI	
P75906	1			1		1		1			4	1			2		1		1			I	PGAB_ECOLI	
P75908	1										1	1										B	YCDT_ECOLI	
P75913	1		1			1	1	1		1	6	1		1			1	1	1		1	A	GHRA_ECOLI	
P75917	1										1	1										G	YMDA_ECOLI	
P75925	1									1	2	1									1	B	C56I_ECOLI	
P75931	1			1		1		1	1		5	1			1		1		1	1		A	MVIM_ECOLI	
P75933	1			1							2	1			1							G	FLGA_ECOLI	
P75937	1						1				2	1						1				F4	FLGE_ECOLI	
P75955	1	1									2	1	1									B	YCFT_ECOLI	
P75958	1			1	1	1	1	1		1	7	1			1	1	1	1	1		1	B	LOLE_ECOLI	
P75961	1										1	1										B	YCFZ_ECOLI	
P75962	1										1	1										B	YMFA_ECOLI	
P75987	1										1	1										A	IRAM_ECOLI	
P75988	1			1							2	1			1							A	YCGX_ECOLI	
P75989	1		1	1				1		1	5	1		1	1				1		1	A	YCGE_ECOLI	
P75990	1		1		1					1	4	1		1		1					1	A	YCGF_ECOLI	
P75991	1			1				1			3	1			1				1			A	YCGZ_ECOLI	
P75992	1		1	1		1		1			5	1		1	1		1		1			A	YMGA_ECOLI	
P75993	1							1			2	1							1			A	ARIR_ECOLI	
P75994	1										1	1										A	YMGC_ECOLI	
P75995	1			1				1			3	1			1				1			A	YCGG_ECOLI	
P76002	1		1		1			1	1	1	6	1		1		1			1	1	1	G	YCGK_ECOLI	
P76007	1					1	1	1		1	5	1					1	1	1		1	B	CVRA_ECOLI	
P76011	1		1								2	1		1								B	YMGE_ECOLI	
P76012	1										1	1										A	YCGY_ECOLI	
P76014	1			1		1	1	1		1	6	1			1		1	1	1		1	A	DHAL_ECOLI	
P76015	1			1		1	1	1			5	1			1		1	1	1			A	DHAK_ECOLI	
P76016	1			1		1		1		1	5	1			1		1		1		1	A	DHAR_ECOLI	
P76017	1										1	1										H	YCGV_ECOLI	
P76035	1				1			1		1	4	1				1			1		1	A	YCIW_ECOLI	
P76037	1										1	1										B	PUUP_ECOLI	
P76038	1			1						1	3	1			1						1	A	PUUD_ECOLI	
P76041	1										1	1										A	SUCP_ECOLI	
P76042	1										1	1										I	YCJN_ECOLI	
P76043	1										1	1										B	YCJQ_ECOLI	
P76044	1					1					2	1					1					A	YCJR_ECOLI	
P76045	1										1	1										H	OMPG_ECOLI	
P76049	1			1				1			3	1			1				1			A	YCJY_ECOLI	
P76052	1									1	2	1									1	A	ABGB_ECOLI	
P76076	1			1				1			3	1			1				1			G	YDBL_ECOLI	
P76082	1			1							2	1			1							A	PAAF_ECOLI	
P76090	1										1	1										B	YNBA_ECOLI	
P76091	1					1				1	3	1					1				1	B	YNBB_ECOLI	
P76092	1			1							2	1			1							A	YNBC_ECOLI	
P76093	1			1							2	1			1							B	YNBD_ECOLI	
P76096	1										1	1										A	MOKB_ECOLI	
P76097	1					1		1			3	1					1		1			B	YDCJ_ECOLI	
P76100	1							1			2	1							1			A	YDCK_ECOLI	
P76103	1										1	1										B	YDCO_ECOLI	
P76104	1			1		1	1	1		1	6	1			1		1	1	1		1	A	YDCP_ECOLI	
P76106	1										1	1										A	YNCN_ECOLI	
P76108	1	1		1				1			4	1	1		1				1			G	YDCS_ECOLI	
P76111	1										1	1										B	YDCZ_ECOLI	
P76112	1							1		1	3	1							1		1	A	YNCA_ECOLI	
P76113	1		1					1		1	4	1		1					1		1	A	YNCB_ECOLI	
P76114	1			1				1		1	4	1			1				1		1	A	MCBR_ECOLI	
P76115	1			1		1	1		1	1	6	1			1		1	1		1	1	H	YNCD_ECOLI	
P76116	1		1	1			1	1		1	6	1		1	2			1	1		1	G	YNCE_ECOLI	
P76117	1										1	1										A	YNCG_ECOLI	
P76118	1										1	1										B	YNCH_ECOLI	
P76128	1			1				1			3	1			1				1			G	DDPA_ECOLI	
P76129	1									1	2	1									1	A	DOSP_ECOLI	
P76136	1										1	1										B	YNEN_ECOLI	
P76142	1			1		1	1	1			5	1			1		1	1	1			G	LSRB_ECOLI	
P76143	1	1	1	1		1	1	1			7	1	1	1	1		1	1	1			A	LSRF_ECOLI	
P76145	1			1				1			3	1			1				1			A	TAM_ECOLI	
P76146	1										1	1										B	YNEE_ECOLI	
P76148	1			1							2	1			1							A	YNEG_ECOLI	
P76150	1			1		1					3	1			1		1					A	YNEK_ECOLI	
P76170	1		1			1	1	1	1	1	7	1		1			1	1	1	1	1	F3	YNFB_ECOLI	
P76172	1		1					1			3	1		1					1			G	YNFD_ECOLI	
P76173	1									1	2	1									1	B	YNFH_ECOLI	
P76175	1										1	1										B	CLCB_ECOLI	
P76177	1	1	1	1		1	1	1	1	1	9	1	1	1	1		1	1	1	1	1	G	YDGH_ECOLI	
P76180	1										1	1										B	YDGK_ECOLI	
P76185	1					1	1			1	4	1					1	1			1	B	YDHJ_ECOLI	
P76186	1			1				1			3	1			1				1			B	YDHK_ECOLI	
P76190	1			1							2	1			1							G	YDHO_ECOLI	
P76192	1			1		1		1			4	1			1		1		1			A	YDHV_ECOLI	
P76194	1			1				1			3	1			1				1			F1	SUFE_ECOLI	
P76196	1										1	1										A	YDIL_ECOLI	
P76210	1			1							2	1			1							A	YDJO_ECOLI	
P76217	1			1		1		1		1	5	1			1		1		1		1	A	ASTD_ECOLI	
P76219	1			1							2	1			1							B	YDJX_ECOLI	
P76220	1			1		1	1	1			5	1			1		1	1	1			E	YDJY_ECOLI	
P76223	1		1			1		1		1	5	1		1			1		1		1	G	YNJB_ECOLI	
P76224	1										1	1										B	YNJC_ECOLI	
P76226	1										1	1										B	YNJF_ECOLI	
P76227	1							1			2	1							1			G	YNJH_ECOLI	
P76228	1			1							2	1			1							B	YNJI_ECOLI	
P76230	1										1	1										B	YDJK_ECOLI	
P76231	1			1				1			3	1			1				1			A	YEAC_ECOLI	
P76237	1		1	1	1	1	1	1	1	1	9	1		1	1	1	1	1	1	1	1	B	YEAJ_ECOLI	
P76241	1							1			2	1							1			A	YEAM_ECOLI	
P76242	1										1	1										B	YEAN_ECOLI	
P76250	1			1				1		1	4	1			1				1		1	B	DMLR_ECOLI	
P76251	1			1		1		1		1	5	1			1		1		1		1	A	DMLA_ECOLI	
P76254	1										1	1										A	YEAX_ECOLI	
P76270	1		1				1	1		1	5	1		1				1	1		1	A	YEBR_ECOLI	
P76296	1										1	1										G	YECT_ECOLI	
P76298	1			1			1	1		1	5	1			1			1	1		1	B	FLHA_ECOLI	
P76299	1		1							1	3	1		1							1	B	FLHB_ECOLI	
P76308	1						1				2	1						1				I	YECR_ECOLI	
P76316	1	1	1	1			1	1			6	1	1	1	1			1	1			A	DCYD_ECOLI	
P76318	1							1			2	1							1			A	YEDK_ECOLI	
P76319	1			1							2	1			1							A	YEDL_ECOLI	
P76329	1		1	1		1	1	1			6	1		1	1		1	1	1			A	MPGP_ECOLI	
P76330	1				1	1	1	1		1	6	1				1	1	1	1		1	B	YEDQ_ECOLI	
P76334	1										1	1										B	YEDR_ECOLI	
P76342	1							1			2	1							1			F2	YEDY_ECOLI	
P76345	1									1	2	1									1	B	C56H_ECOLI	
P76347	1			1							2	1			1							H	YEEJ_ECOLI	
P76352	1										1	1										B	YEEO_ECOLI	
P76372	1	1	1		1	1	1	1	1	1	9	1	1	1		1	1	1	1	1	1	B	WZZB_ECOLI	
P76395	1										1	1										A	YEGK_ECOLI	
P76396	1							1			2	1							1			A	YEGL_ECOLI	
P76399	1			1		1	1	1	1	1	7	1			1		1	1	1	1	1	B	MDTC_ECOLI	
P76407	1					1	1	1		1	5	1					1	1	1		1	A	YEGS_ECOLI	
P76417	1										1	1										B	YEGT_ECOLI	
P76419	1			1							2	1			1							A	YEGV_ECOLI	
P76423	1								1		2	1								1		B	THIM_ECOLI	
P76458	1										1	1										A	ATOD_ECOLI	
P76459	1			1							2	1			1							A	ATOA_ECOLI	
P76460	1										1	1										B	ATOE_ECOLI	
P76461	1			1		1					3	1			1		1					A	ATOB_ECOLI	
P76464	1			1		1		1			4	1			2		1		1			G	YFAS_ECOLI	
P76469	1									1	2	1									1	B	RHMA_ECOLI	
P76470	1										1	1										B	RHMT_ECOLI	
P76471	1				1	1	1		1	1	6	1				1	1	1		1	1	H	YFAZ_ECOLI	
P76474	1										1	1										B	ARNF_ECOLI	
P76498	1										1	1										G	YFCO_ECOLI	
P76499	1							1			2	1							1			G	YFCP_ECOLI	
P76500	1										1	1										G	YFCQ_ECOLI	
P76501	1					1					2	1					1					G	YFCR_ECOLI	
P76520	1							1			2	1							1			G	YFDX_ECOLI	
P76521	1										1	1										B	YFDY_ECOLI	
P76536	1		1	1		1	1	1		1	7	1		1	1		1	1	1		1	A	YFEX_ECOLI	
P76538	1									1	2	1									1	B	YFEZ_ECOLI	
P76540	1			1							2	1			1							A	EUTK_ECOLI	
P76551	1									1	2	1									1	B	EUTA_ECOLI	
P76562	1							1			2	1							1			B	YPFI_ECOLI	
P76569	1		1	1			1	1		1	6	1		1	1			1	1		1	A	YFGD_ECOLI	
P76573	1			1				1			3	1			1				1			G	YFGI_ECOLI	
P76575	1					1	1	1			4	1					1	1	1			A	YFGJ_ECOLI	
P76621	1	1		1		1	1	1		1	7	1	1		1		1	1	1		1	A	CSID_ECOLI	
P76655	1			1	1			1			4	1			2	1			1			H	YQIG_ECOLI	
P76656	1										1	1										G	YQII_ECOLI	
P76657	1										1	1										B	YQIJ_ECOLI	
P76773	1			1							2	1			1							H	OMPL_ECOLI	
P76909	1			1				1		1	4	1			1				1		1	F1	YNJD_ECOLI	
P77031	1										1	1										B	YQCE_ECOLI	
P77044	1	1						1		1	4	1	1						1		1	A	MHPC_ECOLI	
P77091	1							1			2	1							1			B	HOKE_ECOLI	
P77129	1			1							2	1			1							A	YLBE_ECOLI	
P77148	1		1			1		1			4	1		1			1		1			A	YDHS_ECOLI	
P77154	1			1				1			3	1			1				1			A	YCJT_ECOLI	
P77156	1										1	1										B	YDCU_ECOLI	
P77161	1			1							2	1			1							A	GLXR_ECOLI	
P77165	1			1				1			3	1			1				1			G	YAGT_ECOLI	
P77171	1						1	1		1	4	1						1	1		1	A	YDCI_ECOLI	
P77172	1	1				1		1			4	1	1				1		1			B	YFGF_ECOLI	
P77179	1									1	2	1									1	B	RNFE_ECOLI	
P77180	1										1	1										B	YKGH_ECOLI	
P77182	1					1	1	1		1	5	1					1	1	1		1	A	MNMC_ECOLI	
P77183	1										1	1										A	YAGQ_ECOLI	
P77187	1									1	2	1									1	A	YAHF_ECOLI	
P77188	1			1							2	1			1							G	MATC_ECOLI	
P77196	1			1				1			3	1			1				1			G	YFCU_ECOLI	
P77211	1				1				1		3	1				1				1		I	CUSC_ECOLI	
P77212	1			1				1		1	4	1			1				1		1	A	YKGC_ECOLI	
P77215	1	1						1			3	1	1						1			A	RHMD_ECOLI	
P77219	1										1	1										B	YAHC_ECOLI	
P77221	1			1							2	1			1							A	YAHG_ECOLI	
P77231	1										1	1										B	CITG_ECOLI	
P77234	1										1	1										A	YBEQ_ECOLI	
P77243	1	1		1			1	1			5	1	1		1			1	1			A	PRPD_ECOLI	
P77245	1			1						1	3	1			1						1	B	MURR_ECOLI	
P77249	1			1							2	1			1							G	SFMC_ECOLI	
P77252	1	1	1	1			1	1			6	1	1	1	1			1	1			A	YKGE_ECOLI	
P77256	1							1			2	1							1			G	YDJG_ECOLI	
P77263	1			1							2	1			1							G	YAGV_ECOLI	
