Merge ID	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome_3900 Duplicates	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization
P08369	0	1	1	1	0	0	0	3	B	CRED_ECOLI			0	0	0			
P08372	0	1	1	1	1	0	0	4	B	PPDC_ECOLI			0	0	0	0		
P0A6S3	0	1	1	1	0	0	0	3	G	FLGI_ECOLI			2	2	0			
P0A710	0	1	1	1	0	0	0	3	B	ISPZ_ECOLI			2	2	2			
P0A712	0	1	1	1	1	0	0	4	B	KDGT_ECOLI			0	0	0	0		
P0A7C8	0	1	1	1	0	0	0	3	B	PSIE_ECOLI			2	0	0			
P0A7G6	1	1	1	1	0	0	0	4	F1	RECA_ECOLI	5	2	2	2	2			
P0A8H3	0	1	1	1	0	0	0	3	B	ZUPT_ECOLI			2	2	2			
P0A8T5	0	1	1	1	1	0	0	4	B	FLIE_ECOLI			2	0		0		
P0A915	0	1	1	1	0	0	0	3	H	OMPW_ECOLI			0	2	2			
P0AA57	0	1	1	1	0	0	0	3	G	YOBA_ECOLI			2	2	2			
P0AA70	0	1	1	1	0	0	0	3	B	YEDA_ECOLI			2	0	0			
P0AA76	0	1	1	1	0	0	0	3	B	DGOT_ECOLI			0	0	0			
P0AA78	0	1	1	1	0	0	0	3	B	EXUT_ECOLI			2	2	1			
P0AA80	0	1	1	1	0	0	0	3	B	GARP_ECOLI			0	0	2			
P0AAA3	0	1	1	1	0	0	0	3	G	MATB_ECOLI			0	0	0			
P0AAA5	0	1	1	1	1	0	0	4	B	SFA_ECOLI			2	2	2	0		
P0AAA7	0	1	1	1	0	0	0	3	B	WZXE_ECOLI			2	2	2			
P0AAA9	0	1	1	1	1	0	0	4	G	ZRAP_ECOLI			0	0	0	0		
P0AAD4	0	1	1	1	0	0	0	3	B	TYRP_ECOLI			2	2				
P0AAF1	0	1	1	1	0	0	0	3	B	POTE_ECOLI			0	0	0			
P0AAJ3	0	1	1	1	0	0	0	3	B	FDNH_ECOLI			0	2	2			
P0AAL9	0	1	1	1	0	0	0	3	G	YKGJ_ECOLI			2	2				
P0AAR5	0	1	1	1	0	0	0	3	B	YBAN_ECOLI			2	2	2			
P0AAR8	0	1	1	1	0	0	0	3	G	YBAV_ECOLI			0	2				
P0AAU2	0	0	1	1	0	0	0	2	B	YBFA_ECOLI				2	2			
P0AAU5	0	0	1	1	0	0	0	2	B	YBFB_ECOLI				0	0			
P0AAV6	0	1	1	1	0	0	0	3	G	YBGS_ECOLI			2	2	2			
P0AAW5	0	1	1	1	0	0	0	3	B	YBHQ_ECOLI			2	2	2			
P0AAX3	0	1	1	1	0	0	0	3	G	YBIJ_ECOLI			2	0	0			
P0AB31	0	1	1	1	0	0	0	3	I	YCEK_ECOLI			2	2				
P0AB35	0	1	1	1	0	0	0	3	B	YCFJ_ECOLI			2	2				
P0AB46	0	1	1	1	0	0	0	3	G	YMGD_ECOLI			0	2				
P0AB49	0	1	1	1	0	0	0	3	B	YCHH_ECOLI			2	2	2			
P0AB93	0	1	1	1	0	0	0	3	B	ARSB_ECOLI			2	0				
P0ABC0	0	1	1	1	0	0	0	3	B	ATPZ_ECOLI			2	2	2			
P0ABE5	0	1	1	1	0	0	0	3	B	C561_ECOLI			2	2	2			
P0ABL1	0	1	1	1	1	0	0	4	G	NRFB_ECOLI			0	0	2	0		
P0ABL8	0	1	1	1	1	0	0	4	B	CCMB_ECOLI			0	0	2	0		
P0ABN9	0	1	1	1	0	0	0	3	B	DCUB_ECOLI			0	0	2			
P0ABP3	0	1	1	1	0	0	0	3	B	DCUC_ECOLI			1	2	2			
P0ABW5	0	1	1	1	0	0	0	3	G	SFMA_ECOLI			0	0	0			
P0ABX8	0	1	1	1	1	0	0	4	F1	FLIL_ECOLI			2	2		0		
P0ABZ1	0	1	1	1	1	0	0	4	F1	FLIG_ECOLI			2	2	2	0		
P0AC05	0	1	1	1	1	0	0	4	B	FLIP_ECOLI			2	2	2	0		
P0AC07	0	1	1	1	1	0	0	4	B	FLIQ_ECOLI			2	2		0		
P0AC94	0	1	1	1	0	0	0	3	B	GNTP_ECOLI			2	0	0			
P0AC96	0	1	1	1	1	0	0	4	B	GNTU_ECOLI			2	0		0		
P0ACA1	0	1	1	1	0	0	0	3	B	YIBF_ECOLI			2	2				
P0ACW2	0	0	0	0	0	0	0	0	I	YDBJ_ECOLI								
P0ACW4	0	1	1	1	0	0	0	3	G	YDCA_ECOLI			2	2	2			
P0ACY6	0	1	1	1	0	0	0	3	B	YEAL_ECOLI			0	0	0			
P0AD47	0	1	1	1	0	0	0	3	B	YPHA_ECOLI			1	0	0			
P0ADA7	0	1	1	1	1	0	0	4	I	OSMB_ECOLI			2	2	0	0		
P0ADI9	0	1	1	1	0	0	0	3	B	YHHN_ECOLI			2	2	2			
P0ADJ5	0	1	1	1	0	0	0	3	B	YHJT_ECOLI			2	2	2			
P0ADJ8	0	1	1	1	0	0	0	3	B	YIAA_ECOLI			2	0	2			
P0ADK4	0	1	1	1	0	0	0	3	B	YIAW_ECOLI			0	0	0			
P0ADL6	0	1	1	1	0	0	0	3	B	YIDG_ECOLI			2	2				
P0ADM0	0	1	1	1	0	1	0	4	B	YIDH_ECOLI			2	2	2			
P0ADM6	0	1	1	1	1	0	0	4	I	YIDX_ECOLI			0	0	2	0		
P0ADP5	0	1	1	1	0	0	0	3	B	YIGM_ECOLI			2	0	0			
P0AE16	0	1	1	1	0	0	0	3	B	AMPG_ECOLI			2	2	2			
P0AE24	0	1	1	1	1	0	0	4	B	ARAE_ECOLI			0	2		0		
P0AE42	0	1	1	1	0	0	0	3	B	YQAE_ECOLI			2	2	2			
P0AE98	0	1	1	1	1	0	0	4	G	CSGF_ECOLI			0	2	0	0		
P0AEB0	0	1	1	1	1	0	0	4	B	CYSW_ECOLI			0	2		0		
P0AEH8	0	1	1	1	0	0	0	3	B	YJIG_ECOLI			2	2	2			
P0AET5	0	1	1	1	0	0	0	3	B	HDED_ECOLI			2	0	2			
P0AEW1	0	1	1	1	0	0	0	3	B	HYFE_ECOLI			0	0				
P0AEX7	0	1	1	1	0	0	0	3	B	LIVH_ECOLI			2	2	1			
P0AF32	0	1	1	1	0	0	0	3	B	NARV_ECOLI			2	2	0			
P0AF45	0	1	1	1	0	0	0	3	G	YJBE_ECOLI			0	0	0			
P0AF86	0	1	1	1	0	0	0	3	G	YJFY_ECOLI			0	0	0			
P0AFA9	0	1	1	1	0	1	0	4	B	NIKC_ECOLI			0	0	2			
P0AFL1	0	1	1	1	0	0	0	3	B	POTI_ECOLI			0	0	0			
P0AFM4	0	1	1	1	1	0	0	4	G	PSIF_ECOLI			2	2	2	0		
P0AFP0	0	1	1	1	0	0	0	3	B	YADS_ECOLI			0	0	0			
P0AFR7	0	1	1	1	0	0	0	3	B	YCJO_ECOLI			1	2	0			
P0AFR9	0	1	1	1	0	0	0	3	B	YDCV_ECOLI			0	2	0			
P0AFT2	1	1	1	1	0	0	0	4	B	YECS_ECOLI		2	2	2	2			
P0AFU2	0	1	1	1	1	0	0	4	B	YFBS_ECOLI			2	2	2	0		
P0AGC5	0	1	1	1	0	0	0	3	F3	MLTF_ECOLI			0	0	0			
P0AGF4	0	1	1	1	0	0	0	3	B	XYLE_ECOLI			0	0	0			
P0AGI4	0	1	1	1	1	0	0	4	B	XYLH_ECOLI			0	0	0	0		
P0AGM2	0	1	1	1	0	0	0	3	B	YICG_ECOLI			2	0	2			
P0CE44	0	1	1	1	0	0	0	3	B	UIDB_ECOLI			0	0	0			
P10903	0	1	1	1	0	0	0	3	B	NARK_ECOLI			0	0	2			
P11286	0	1	1	1	0	0	0	3	B	YIAB_ECOLI			0	0				
P11667	0	1	1	1	0	0	0	3	B	ARGO_ECOLI			2	2	2			
P13656	0	1	1	1	0	0	0	3	G	CHIA_ECOLI			0	0				
P15030	0	1	1	1	0	0	0	3	B	FECC_ECOLI			2	0	0			
P15070	0	1	1	1	0	1	0	4	F1	FLIN_ECOLI			2	2	2			
P16256	0	1	1	1	1	0	0	4	B	PANF_ECOLI			2	0	0	0		
P16429	0	1	1	1	0	0	0	3	B	HYCC_ECOLI			2	2				
P16683	0	1	1	1	0	0	0	3	B	PHNE_ECOLI			0	0	0			
P16692	0	1	1	1	0	1	0	4	G	PHNP_ECOLI			0	0	0			
P16701	0	1	1	1	1	0	0	4	B	CYST_ECOLI			2	2	2	0		
P17583	0	1	1	1	0	0	0	3	B	CYNX_ECOLI			0	0	0			
P17994	0	1	1	1	0	0	0	3	G	YFAA_ECOLI			0	0	0			
P19642	0	1	1	1	0	0	0	3	B	PTOCB_ECOLI			2	2	2			
P22586	0	1	1	1	1	0	0	4	B	FLIO_ECOLI			2	2	2	0		
P22729	0	1	1	1	0	0	0	3	B	LIVM_ECOLI			0	0	0			
P23173	0	1	1	1	0	0	0	3	B	TNAB_ECOLI			0	0	2			
P23482	0	1	1	1	0	0	0	3	B	HYFB_ECOLI			0	0	0			
P23485	0	1	1	1	1	0	0	4	B	FECR_ECOLI			0	0	0	0		
P23877	0	1	1	1	0	0	0	3	B	FEPG_ECOLI			0	0	0			
P23910	0	1	1	1	0	0	0	3	B	ARAJ_ECOLI			0	0	0			
P24077	0	1	1	1	0	0	0	3	B	ENTS_ECOLI			0	0	0			
P24180	0	0	1	1	0	0	0	2	E	ACRE_ECOLI				0	0			
P24181	0	1	1	1	1	0	0	4	B	ACRF_ECOLI			0	0	0	0		
P24183	0	1	1	1	0	1	0	4	F2	FDNG_ECOLI			2	0	2		0.020566152	
P24216	0	1	1	1	0	0	0	3	F4	FLID_ECOLI			2	2	2			
P24241	0	1	1	1	0	0	0	3	B	PTIBC_ECOLI			0	0	0			
P24244	0	0	0	0	0	0	0	0	B	YCCB_ECOLI								
P25549	0	1	1	1	0	0	0	3	G	ASLA_ECOLI			2	2	2			
P25736	0	1	1	1	1	0	0	4	G	END1_ECOLI			0	0	2	0		
P25747	0	1	1	1	0	0	0	3	B	YEIB_ECOLI			0	0	0			
P25798	0	1	1	1	1	0	0	4	B	FLIF_ECOLI			2	2	2	0		
P25907	0	1	1	1	0	0	0	3	G	YDBD_ECOLI			2	2				
P25960	0	1	1	1	1	0	0	4	B	LEP4_ECOLI			0	0		0		
P26218	0	1	1	1	0	0	0	3	H	BGLH_ECOLI			0	0	0			
P26266	0	1	1	1	1	0	0	4	B	FEPE_ECOLI			0	0	0	0		
P27254	0	1	1	1	0	0	0	3	F1	ARGK_ECOLI			0	0	0			
P27835	0	0	1	1	0	0	0	2	B	WZYE_ECOLI				1	0			
P27842	0	1	1	1	0	0	0	3	B	YIGF_ECOLI			0	0	0			
P28303	0	1	1	1	0	0	0	3	B	DINF_ECOLI			2	2				
P28307	0	1	1	1	1	0	0	4	F4	CSGA_ECOLI			0	0	0	0		
P28911	0	1	1	1	0	0	0	3	B	YHHH_ECOLI			2	2	2			
P28915	0	1	1	1	0	0	0	3	G	YBFC_ECOLI			0	0	0			
P30015	0	1	1	1	1	1	0	5	B	LHR_ECOLI			0	0	0	0	0.151489303	
P30130	0	1	1	1	1	1	0	5	H	FIMD_ECOLI			0	0	0	0	0.363873177	
P30855	0	1	1	1	1	1	0	5	B	EVGS_ECOLI			2	2		0	1.525168314	
P31058	0	1	1	1	0	0	0	3	G	YADC_ECOLI			0	0				
P31063	1	1	1	1	0	0	0	4	I	YEDD_ECOLI	0.25	2	2	2	2			
P31064	0	1	1	1	0	0	0	3	B	YEDE_ECOLI			2	2	2			
P31121	0	1	1	1	1	0	0	4	G	MARB_ECOLI			0	0	0	0		
P31122	0	1	1	1	0	0	0	3	B	SOTB_ECOLI			2	2	0			
P31126	0	1	1	1	0	0	0	3	B	YDEE_ECOLI			2	2	2			
P31130	0	1	1	1	0	1	0	4	G	YDEI_ECOLI			0	0	0		1.370189996	
P31131	0	1	1	1	0	1	0	4	B	YDEJ_ECOLI			2	2	2			
P31135	0	1	1	1	1	0	0	4	B	POTH_ECOLI			2	0	0	0		
P31436	0	1	1	1	0	0	0	3	B	SETC_ECOLI			0	0	0			
P31441	1	1	1	1	0	0	0	4	B	ADEC_ECOLI		2	2	0	0			
P31442	0	1	1	1	0	0	0	3	B	EMRD_ECOLI			1	2				
P31446	0	1	1	1	0	0	0	3	B	YIDI_ECOLI			0	0				
P31448	0	1	1	1	0	0	0	3	B	YIDK_ECOLI			0	0	0			
P31459	0	1	1	1	0	0	0	3	B	DGOK_ECOLI			0	2				
P31468	0	1	1	1	0	0	0	3	B	CBRB_ECOLI			2	0				
P31471	0	1	1	1	0	0	0	3	G	YIEL_ECOLI			0	0	0			
P31549	0	1	1	1	0	0	0	3	B	THIP_ECOLI			2	2	2			
P31675	0	1	1	1	0	0	0	3	B	SETA_ECOLI			2	0				
P31697	0	1	1	1	0	0	0	3	G	FIMC_ECOLI			2	2				
P31826	0	0	1	1	0	0	0	2	B	YDDA_ECOLI				0	0			
P31991	0	1	1	1	0	0	0	3	B	YDCD_ECOLI			2	2				
P32106	0	1	1	1	1	0	0	4	G	YIBG_ECOLI			0	0	0	0		
P32128	0	1	1	1	0	0	0	3	B	YIHF_ECOLI			2	2	2			
P32136	0	1	1	1	0	0	0	3	B	YIHO_ECOLI			0	0				
P32137	0	1	1	1	0	0	0	3	B	YIHP_ECOLI			0	0	0			
P32151	0	1	1	1	0	0	0	3	E	YIIG_ECOLI			0	0	0			
P32154	0	1	1	1	0	0	0	3	B	PTFLB_ECOLI			2	2				
P32155	0	1	1	1	1	0	0	4	F1	PTFA_ECOLI			0	0	0	0		
P32167	0	1	1	1	0	0	0	3	G	YIIX_ECOLI			0	0	0			
P32668	0	1	1	1	0	0	0	3	G	YIJF_ECOLI			0	0	0			
P32672	0	1	1	1	0	0	0	3	B	PTFC2_ECOLI			0	0	0			
P32688	0	1	1	1	0	0	0	3	G	YJBG_ECOLI			0	0	0			
P32701	0	1	1	1	0	0	0	3	B	YJCC_ECOLI			0	0	0			
P32709	0	1	1	1	0	0	0	3	B	NRFD_ECOLI			2	2	2			
P32710	0	1	1	1	0	0	0	3	B	NRFE_ECOLI			0	0	0			
P32711	0	1	1	1	1	0	0	4	B	NRFF_ECOLI			0	0	0	0		
P32716	0	1	1	1	0	0	0	3	B	MDTN_ECOLI			0	0	0			
P32717	0	1	1	1	0	0	0	3	G	YJCS_ECOLI			2	2	2			
P32720	0	1	1	1	0	0	0	3	B	ALSC_ECOLI			1	0	0			
P32721	0	1	1	1	0	1	0	4	F1	ALSA_ECOLI			2	2	2			
P33013	0	1	1	1	0	0	0	3	F2	DACD_ECOLI			2	2	2			
P33021	0	1	1	1	0	0	0	3	B	NUPX_ECOLI			0	0	0			
P33025	0	1	1	1	0	0	0	3	B	PSUG_ECOLI			0	2				
P33026	0	1	1	1	0	0	0	3	B	SETB_ECOLI			0	0	2			
P33128	0	1	1	1	1	0	0	4	G	ECPD_ECOLI			0	0	0	0		
P33129	0	1	1	1	1	1	0	5	H	HTRE_ECOLI			0	0	0	0		
P33135	0	1	1	1	1	0	0	4	B	FLIR_ECOLI			2	1	0	0		
P33231	1	1	1	1	0	0	0	4	B	LLDP_ECOLI	0.08	2	2	2	2			
P33236	0	0	1	1	1	0	0	3	B	MOKC_ECOLI				2	2	0		
P33354	0	1	1	1	0	0	0	3	I	YEHR_ECOLI			0	0	0			
P33359	0	1	1	1	0	0	0	3	B	YEHW_ECOLI			0	0	0			
P33361	0	1	1	1	0	0	0	3	B	YEHY_ECOLI			2	0	2			
P33369	0	1	1	1	0	0	0	3	I	MDTQ_ECOLI			0	0	0			
P33634	0	1	1	1	0	0	0	3	B	YFIE_ECOLI			2	2				
P33668	0	1	1	1	0	0	0	3	I	YBBC_ECOLI			2	0	0			
P36554	0	1	1	1	0	0	0	3	B	MDTD_ECOLI			2	0	0			
P36560	0	1	1	1	1	0	0	4	G	ASR_ECOLI			2	2	2	0		
P36646	0	1	1	1	0	0	0	3	B	HOFC_ECOLI			2	2				
P36678	0	1	1	1	1	0	0	4	B	GSPM_ECOLI			0	0		0		
P36682	0	1	1	1	0	0	0	3	G	YACH_ECOLI			0	0	2			
P37016	0	1	1	1	0	0	0	3	G	YADK_ECOLI			0	0	0			
P37017	0	1	1	1	0	0	0	3	G	YADL_ECOLI			0	0	0			
P37018	0	1	1	1	0	0	0	3	G	YADM_ECOLI			0	0	0			
P37050	0	1	1	1	0	0	0	3	G	YADN_ECOLI			0	0	0			
P37056	0	1	1	1	0	0	0	3	I	YAEF_ECOLI			0	0	0			
P37197	0	1	1	1	0	0	0	3	E	YHJA_ECOLI			0	0	2			
P37305	0	0	0	0	0	0	0	0	B	HOKA_ECOLI								
P37443	0	1	1	1	0	0	0	3	B	YCAI_ECOLI			0	0	0			
P37614	0	1	1	1	0	0	0	3	B	YHHL_ECOLI			2	2				
P37621	0	1	1	1	0	0	0	3	B	YHHS_ECOLI			2	2	2			
P37630	0	1	1	1	0	0	0	3	B	YHIM_ECOLI			0	0	0			
P37643	0	1	1	1	0	0	0	3	B	YHJE_ECOLI			2	0	0			
P37653	0	1	1	1	0	0	0	3	B	BCSA_ECOLI			0	0				
P37657	0	1	1	1	0	1	0	4	B	YHJS_ECOLI			2	2	2			
P37662	0	1	1	1	0	0	0	3	B	YHJX_ECOLI			2	0				
P37663	0	1	1	1	0	0	0	3	H	YHJY_ECOLI			0	0	0			
P37669	0	1	1	1	0	0	0	3	B	YIAH_ECOLI			0	0	0			
P37674	0	1	1	1	0	0	0	3	B	YIAM_ECOLI			0	0	0			
P37675	0	1	1	1	0	0	0	3	B	YIAN_ECOLI			0	0	0			
P37676	0	1	1	1	0	0	0	3	G	YIAO_ECOLI			0	0	0			
P37681	0	1	1	1	0	0	0	3	F3	YIAT_ECOLI			0	0	0			
P37682	0	1	1	1	0	0	0	3	B	YIAU_ECOLI			2	2	1			
P37683	0	1	1	1	0	1	0	4	B	YIAV_ECOLI			2	2				
P37772	0	1	1	1	0	0	0	3	B	YJFF_ECOLI			0	0	0			
P37909	0	1	1	1	0	0	0	3	G	YBGD_ECOLI			0	0	0			
P38052	0	1	1	1	0	0	0	3	G	SFMF_ECOLI			0	0	0			
P38101	0	1	1	1	0	0	0	3	B	EAMB_ECOLI			0	0	0			
P38105	0	1	1	1	1	0	0	4	B	RSPB_ECOLI			0	0	0	0		
P39196	0	1	1	1	0	0	0	3	B	LPLT_ECOLI			2	0	0			
P39263	0	1	1	1	0	0	0	3	B	YFCC_ECOLI			1	0				
P39264	0	1	1	1	0	0	0	3	G	FIMI_ECOLI			2	2	2			
P39265	0	1	1	1	0	0	0	3	G	ALSB_ECOLI			2	2	2			
P39277	0	1	1	1	0	0	0	3	B	YJEH_ECOLI			2	2				
P39282	0	1	1	1	0	0	0	3	B	YJEM_ECOLI			0	0				
P39295	0	1	1	1	0	0	0	3	B	YJFM_ECOLI			0	0	0			
P39328	0	1	1	1	0	0	0	3	B	YTFT_ECOLI			2	2	0			
P39338	0	1	1	1	0	0	0	3	B	YJGN_ECOLI			0	0				
P39344	0	1	1	1	0	0	0	3	B	IDNT_ECOLI			2	2	2			
P39346	0	1	1	1	0	0	0	3	B	IDND_ECOLI			0	2	2			
P39352	0	1	1	1	0	0	0	3	B	YJHB_ECOLI			2	2	2			
P39371	0	1	1	1	0	1	0	4	G	NANM_ECOLI			0	0	2		0.32352863	
P39376	0	1	1	1	0	1	0	4	B	YJIE_ECOLI			2	0	0		0.511068788	
P39379	0	1	1	1	0	0	0	3	B	YJIH_ECOLI			2	2	2			
P39381	0	1	1	1	0	0	0	3	B	YJIJ_ECOLI			0	0	0			
P39386	0	1	1	1	0	0	0	3	B	MDTM_ECOLI			0	0	0			
P39398	0	1	1	1	0	0	0	3	B	YJJL_ECOLI			2	2	2			
P39400	0	1	1	1	0	0	0	3	B	YJJN_ECOLI			2	2	2			
P39414	0	1	1	1	0	0	0	3	B	TTDT_ECOLI			0	0	0			
P39832	0	1	1	1	0	0	0	3	B	ZNUB_ECOLI			2	2	2			
P39834	0	1	1	1	0	0	0	3	G	YGIL_ECOLI			0	0	0			
P40876	0	1	1	1	0	0	0	3	G	YCBF_ECOLI			2	0	2			
P41036	1	1	1	1	0	0	0	4	B	NANT_ECOLI	0	2	0	0	2			
P41442	0	1	1	1	1	0	0	4	B	GSPG_ECOLI			0	0	0	0		
P41443	0	1	1	1	1	0	0	4	G	GSPH_ECOLI			0	0	0	0		
P42615	0	1	1	1	0	0	0	3	B	YQJB_ECOLI			2	2	2			
P42619	0	1	1	1	0	0	0	3	B	YQJF_ECOLI			0	0	0			
P42630	0	1	1	1	0	0	0	3	B	TDCG_ECOLI			0	0	2			
P42905	0	1	1	1	1	0	0	4	B	PTPC2_ECOLI			0	0	0	0		
P42910	0	1	1	1	1	0	0	4	B	PTPC1_ECOLI			0	0	0	0		
P42912	0	1	1	1	1	0	0	4	B	AGAI_ECOLI			2	0	2	0		
P42913	0	1	1	1	0	0	0	3	G	YRAH_ECOLI			2	2	2			
P42914	0	1	1	1	0	0	0	3	G	YRAI_ECOLI			0	0	0			
P42915	0	1	1	1	0	0	0	3	H	YRAJ_ECOLI			2	2	2			
P43319	0	1	1	1	0	0	0	3	G	YRAK_ECOLI			0	1	0			
P43340	0	1	1	1	0	1	0	4	B	YCAK_ECOLI			0	0	0		0.024043001	
P43676	0	1	1	1	1	0	0	4	B	PITB_ECOLI			0	0	0	0		
P45394	0	1	1	1	0	0	0	3	B	YRBG_ECOLI			2	2	2			
P45425	1	1	1	1	0	0	0	4	B	NANK_ECOLI		2	0	0	2			
P45428	0	1	1	1	0	0	0	3	B	DCUD_ECOLI			0	0	0			
P45508	0	1	1	1	0	0	0	3	H	YFAL_ECOLI			2	2	2			
P45539	0	1	1	1	0	0	0	3	B	FRLA_ECOLI			0	0	0			
P45546	0	1	1	1	0	0	0	3	B	YHFT_ECOLI			1	2	2			
P45570	0	1	1	1	0	0	0	3	B	YBCI_ECOLI			0	0	0			
P45750	0	1	1	1	0	0	0	3	B	YRFA_ECOLI			2	0				
P45756	0	1	1	1	0	0	0	3	B	GSPA_ECOLI			0	0	0			
P45757	0	1	1	1	0	0	0	3	B	GSPC_ECOLI			0	0				
P45758	0	1	1	1	0	0	0	3	G	GSPD_ECOLI			0	0	0			
P45759	0	1	1	1	0	0	0	3	F1	GSPE_ECOLI			0	0	0			
P45760	0	1	1	1	0	0	0	3	G	GSPI_ECOLI			0	0	0			
P45761	0	1	1	1	0	0	0	3	G	GSPJ_ECOLI			0	0	0			
P45762	0	1	1	1	0	0	0	3	G	GSPK_ECOLI			0	0	0			
P45763	0	1	1	1	0	0	0	3	B	GSPL_ECOLI			0	0	0			
P45804	0	1	1	1	0	0	0	3	B	YHGE_ECOLI			2	2	2			
P46119	0	1	1	1	0	0	0	3	B	YBJC_ECOLI			2	2	2			
P46125	0	1	1	1	0	0	0	3	B	YEDI_ECOLI			2	2	2			
P46133	0	1	1	1	0	0	0	3	B	ABGT_ECOLI			0	0	0			
P46144	0	1	1	1	0	1	0	4	B	YEDJ_ECOLI			2	0	0		4.808055464	
P46481	0	1	1	1	0	0	0	3	B	AAEB_ECOLI			0	0	0			
P46923	0	1	1	1	0	0	0	3	G	TORZ_ECOLI			0	0	0			
P52600	0	1	1	1	1	0	0	4	B	EMRY_ECOLI			2	2	2	0		
P52613	0	1	1	1	1	0	0	4	F1	FLIJ_ECOLI			2	2	2	0		
P54745	0	1	1	1	0	0	0	3	B	HRSA_ECOLI			2	0	0			
P55140	0	1	1	1	0	0	0	3	B	YGCG_ECOLI			2	0	0			
P55914	0	0	0	0	0	0	0	0	B	YJJZ_ECOLI								
P56100	0	0	0	0	0	0	0	0	B	YBGT_ECOLI								
P56579	0	1	1	1	0	0	0	3	B	PTHC_ECOLI			2	2	2			
P56580	0	1	1	1	0	0	0	3	B	PTHB_ECOLI			0	0	2			
P56976	0	0	0	0	0	0	0	0	B	BLR_ECOLI								
P58034	0	0	0	0	0	0	0	0	B	YMGF_ECOLI								
P58035	0	0	0	0	0	0	0	0	F1	SGCB_ECOLI								
P60844	0	1	1	1	1	0	0	4	B	AQPZ_ECOLI			2	0		0		
P60872	0	1	1	1	0	0	0	3	B	YIDE_ECOLI			1	0	2			
P63235	0	1	1	1	1	0	0	4	B	GADC_ECOLI			2	2		0		
P64442	0	1	1	1	0	0	0	3	B	YCEO_ECOLI			0	0	0			
P64453	0	1	1	1	0	0	0	3	B	YDCX_ECOLI			2	2	2			
P64459	0	1	1	1	0	0	0	3	G	YNCJ_ECOLI			0	0	0			
P64471	0	1	1	1	0	0	0	3	B	YDHI_ECOLI			2	0	2			
P64512	0	1	1	1	0	0	0	3	G	MGRB_ECOLI			2	2	2			
P64536	0	1	1	1	0	0	0	3	B	YEIS_ECOLI			2	0				
P64542	0	1	1	1	0	0	0	3	G	YPEC_ECOLI			0	0	0			
P64572	0	1	1	1	0	0	0	3	B	YGHR_ECOLI			0	0	0			
P64592	0	1	1	1	0	0	0	3	B	YHAI_ECOLI			0	0	0			
P64614	0	1	1	1	0	0	0	3	G	YHCN_ECOLI			2	0	2			
P64619	0	1	1	1	0	0	0	3	B	YHDU_ECOLI			0	2	2			
P64622	0	1	1	1	0	0	0	3	I	YHDV_ECOLI			2	2	2			
P64627	0	1	1	1	0	0	0	3	I	YHFL_ECOLI			2	2	2			
P64634	0	1	1	1	0	0	0	3	B	YRFC_ECOLI			0	0	0			
P64646	0	0	0	0	0	0	0	0	B	YJDO_ECOLI								
P65290	0	1	1	1	0	0	0	3	I	YFGH_ECOLI			0	0	0			
P67127	0	1	1	1	0	0	0	3	B	YGDQ_ECOLI			0	0	0			
P67143	0	1	1	1	0	0	0	3	B	YHGN_ECOLI			2	2	2			
P67729	0	1	1	1	0	0	0	3	B	YFEO_ECOLI			2	0	0			
P69210	0	1	1	1	0	0	0	3	B	MDTI_ECOLI			2	2	2			
P69212	0	1	1	1	0	0	0	3	B	MDTJ_ECOLI			2	2	2			
P69367	0	1	1	1	0	0	0	3	B	MDTH_ECOLI			0	0	0			
P69432	0	1	1	1	0	0	0	3	B	PGAD_ECOLI			0	2	0			
P69434	0	1	1	1	0	1	0	4	H	PGAA_ECOLI			2	2				
P69681	0	1	1	1	0	0	0	3	B	AMTB_ECOLI			0	2	0			
P69795	0	1	1	1	1	0	0	4	F1	PTQB_ECOLI			2	2	2	0		
P69808	0	1	1	1	0	0	0	3	G	PTFB1_ECOLI			0	0	0			
P69816	0	1	1	1	0	1	0	4	F1	PTFB2_ECOLI			2	2	2			
P69820	0	1	1	1	0	0	0	3	F1	ULAC_ECOLI			1	2	2			
P69824	0	1	1	1	1	0	0	4	F1	PTMA_ECOLI			0	2		0		
P69826	0	1	1	1	1	0	0	4	B	PTMCB_ECOLI			0	0	0	0		
P69856	0	1	1	1	0	0	0	3	G	NANC_ECOLI			0	0	2			
P69937	0	1	1	1	1	0	0	4	B	SUGE_ECOLI			0	0		0		
P71238	0	1	1	1	0	0	0	3	B	WCAD_ECOLI			0	0	0			
P75620	0	1	1	1	0	0	0	3	F1	YAAY_ECOLI			0	1	2			
P75685	0	1	1	1	0	0	0	3	B	YKGB_ECOLI			2	0	0			
P75687	0	1	1	1	0	0	0	3	G	YKGI_ECOLI			0	0	0			
P75693	0	1	1	1	0	0	0	3	B	YAHN_ECOLI			0	2	0			
P75694	0	1	1	1	0	0	0	3	G	YAHO_ECOLI			0	2	0			
P75712	0	1	1	1	0	0	0	3	B	ALLP_ECOLI			0	0	0			
P75715	0	1	1	1	0	0	0	3	G	SFMH_ECOLI			0	0	0			
