ID REF	VALUE	ABS_CALL
ydbD b1407 at	283.052	
IG 921 1475475 1475638 fwd at	47.326	0
b1408 at	104.794	0
b1409 at	349.344	0
b1410 at	845.208	0
ynbD b1411 at	126.192	0
IG 922 1480226 1481141 fwd at	124.273	2
acpD b1412 at	145.592	2
IG 923 1480885 1487736 rev at	230.801	2
hrpA b1413 at	337.625	2
IG 924 1484988 1485258 fwd at	285.943	2
ydcF b1414 at	62.746	
IG 925 1486060 1486255 fwd at	458.773	0
aldA b1415 at	282.614	2
IG 926 1487696 1488889 fwd at	302.443	2
gapC 2 b1416 at	235.652	2
gapC 1 b1417 at	265.258	2
IG 927 1488390 1489985 rev at	427.551	2
cybB b1418 at	418.318	2
IG 928 1489457 1489700 fwd at	-231.332	2
ydcA b1419 at	222.242	2
IG 929 1489875 1490493 fwd at	827.129	
b1420 at	495.691	2
IG 930 1490154 1492171 rev at	513.038	0
trg b1421 at	455.885	
IG 931 1492135 1493311 fwd at	18.867	
b1422 at	847.951	0
IG 932 1493237 1496455 rev at	792.677	0
b1423 at	444.534	2
IG 933 1494656 1494879 fwd at	180.002	2
ydcG b1424 at	820.251	0
b1425 at	329.428	0
IG 934 1496536 1496731 fwd at	946.52	2
IG 935 1496660 1497492 rev at	280.085	2
ydcH b1426 at	922.655	2
IG 936 1496900 1496961 fwd at	403.005	2
rimL b1427 at	250.606	2
b1428 at	128.893	0
IG 937 1497502 1498596 fwd at	308.395	0
IG 938 1498474 1502928 rev at	118.397	2
tehA b1429 at	262.597	2
tehB b1430 at	127.855	2
IG 939 1500180 1500480 fwd at	72.4	
b1431 at	115.568	2
IG 940 1501150 1501680 fwd at	306.496	0
b1432 at	228.209	2
IG 941 1502890 1504195 fwd at	279.339	0
b1433 at	151.183	0
ydcN b1434 at	775.194	2
IG 942 1504366 1506857 rev at	539.846	0
IG 943 1504733 1504762 fwd at	718.708	2
ydcP b1435 at	562.612	
IG 944 1506767 1507510 fwd at	47.513	
b1436 at	518.764	0
IG 945 1507089 1507273 rev at	334.107	0
b1437 at	527.328	0
IG 946 1507472 1515905 rev at	986.862	
b1438 at	229.14	2
IG 947 1507949 1508026 fwd at	107.649	2
b1439 at	816.004	0
IG 948 1509434 1509677 fwd at	251.436	0
b1440 at	252.179	0
b1441 at	138.669	
b1442 at	181.066	0
b1443 at	-185.888	0
b1444 at	130.522	0
IG 949 1515027 1515337 fwd at	314.154	2
b1445 at	124.384	2
IG 950 1515587 1515671 fwd at	286.61	2
b1446 at	295.538	
b1447 at	50.953	2
IG 951 1515906 1516957 fwd at	885.852	2
b1448 at	300.164	2
IG 952 1516871 1518986 rev at	177.769	0
yncB b1449 at	182.335	2
IG 953 1518089 1518228 fwd at	398.776	2
b1450 at	396.276	0
IG 954 1518952 1521330 fwd at	554.238	0
b1451 at	360.112	0
IG 955 1521090 1522504 rev at	221.104	0
b1452 at	129.847	2
IG 956 1522393 1524270 fwd at	364.235	
ansP b1453 at	217.377	0
IG 957 1524056 1531305 rev f at	18.045	0
b1454 at	637.251	0
IG 958 1524889 1524963 fwd at	449.886	0
b1455 at	261.196	0
IG 959 1525177 1525913 fwd at	590.243	0
rhsE b1456 at	247.052	0
ydcD b1457 at	547.599	
IG 960 1528429 1528609 fwd at	135.319	
b1458 at	457.406	0
IG 961 1529357 1529399 fwd at	426.103	
b1459 at	120.687	0
IG 962 1529601 1529839 fwd f at	-0.850927	0
IG 963 1530977 1531075 fwd at	20.975	
ydcE b1461 at	119.594	2
b1462 at	145.393	2
IG 964 1531310 1532047 fwd at	154.987	
IG 965 1531924 1532988 rev at	461.335	
b1463 at	626.183	0
IG 966 1532894 1545424 fwd at	268.622	
yddE b1464 at	100.795	2
IG 967 1533883 1533960 rev at	890.718	0
narV b1465 at	203.653	0
narW b1466 at	380.345	0
narY b1467 at	126.481	
narZ b1468 at	96.011	0
IG 968 1540615 1540695 rev at	242.625	0
narU b1469 at	134.87	1
IG 969 1542085 1542407 rev at	-0.661432	0
b1470 at	-264.976	0
IG 970 1542744 1542781 rev at	101.302	0
b1471 at	116.093	0
b1472 at	464.677	0
IG 971 1544053 1544311 rev at	139.607	0
yddG b1473 at	113.294	
IG 972 1545194 1550421 rev f at	173.651	0
fdnG b1474 at	259.099	2
fdnH b1475 at	237.43	2
fdnI b1476 at	138.431	2
IG 973 1550016 1554648 fwd f at	314.615	2
yddM b1477 at	97.457	0
IG 974 1550785 1550851 rev at	176.219	0
adhP b1478 at	51.269	2
IG 975 1551893 1551995 rev at	907.441	2
sfcA b1479 at	686.98	2
IG 976 1553721 1553849 rev at	813.577	
rpsV b1480 at	356.039	2
IG 977 1553988 1554088 rev at	226.423	2
b1481 at	222.098	0
IG 978 1554368 1555135 rev at	136.727	0
osmC b1482 at	203.477	2
IG 979 1555081 1599513 fwd at	407.529	2
b1483 at	806.998	0
b1484 at	282.845	0
b1485 at	349.153	0
b1486 at	441.533	0
b1487 at	632.517	0
b1488 at	744.295	0
IG 980 1561101 1561357 rev at	19.161	0
b1489 at	455.411	0
b1490 at	314.416	0
IG 981 1565165 1565527 rev at	0.990095	0
b1491 at	116.97	2
IG 982 1566848 1566977 rev at	374.543	
xasA b1492 at	346.692	
IG 983 1568514 1568668 rev at	288.862	0
gadB b1493 at	109.188	0
IG 984 1570070 1570430 rev at	513.129	0
pqqL b1494 at	320.534	0
yddB b1495 at	480.495	
IG 985 1575644 1575680 rev at	874.582	
yddA b1496 at	670.673	0
IG 986 1577367 1577656 rev at	788.869	
b1497 at	833.033	2
IG 987 1578830 1578865 rev at	84.112	2
b1498 at	1001.64	2
IG 988 1580582 1580949 rev at	-145.898	0
b1499 at	130.116	0
b1500 at	107.644	0
IG 989 1581984 1582230 rev at	-499.026	0
b1501 at	174.976	
IG 990 1584511 1584843 rev at	11.163	0
b1502 at	346.174	0
b1503 at	111.278	0
b1504 at	286.674	0
b1505 at	498.717	0
IG 991 1588026 1588380 rev at	135.562	0
b1506 at	577.286	0
IG 992 1588561 1588877 rev at	338.878	0
hipA b1507 at	188.077	2
hipB b1508 at	212.77	2
IG 993 1590467 1590688 rev at	318.229	0
b1509 at	304	2
IG 994 1592090 1592132 rev at	695.373	2
ydeK b1510 at	76.656	0
IG 995 1596111 1596640 rev at	393.533	0
ydeV b1511 at	660.446	0
IG 996 1598234 1598311 rev at	191.998	2
ydeW b1512 at	182.646	2
IG 997 1599266 1606131 rev at	190.127	0
b1513 at	603.595	0
ydeY b1514 at	109.101	2
ydeZ b1515 at	528.362	0
b1516 at	787.733	0
yneB b1517 at	184.828	0
b1518 at	12.51	
IG 998 1605314 1605369 fwd at	498.503	0
b1519 at	121.236	2
IG 999 1606129 1612827 fwd at	400.537	2
b1520 at	136.841	2
IG 1000 1607098 1607252 rev at	915.115	0
uxaB b1521 at	408.356	0
IG 1001 1608705 1608930 rev at	275.049	0
b1522 at	628.548	0
IG 1002 1609879 1609989 rev at	827.765	2
b1523 at	113.006	2
yneH b1524 at	200.725	2
IG 1003 1611276 1611338 rev at	228.477	
b1525 at	232.08	2
IG 1004 1612752 1616266 rev at	16.977	2
yneJ b1526 at	552.122	0
IG 1005 1613710 1613786 fwd at	123.505	
b1527 at	301.202	0
IG 1006 1614903 1615051 fwd at	968.493	0
ydeA b1528 at	721.868	0
IG 1007 1616243 1617200 fwd at	119.665	0
ydeB b1529 at	220.267	2
IG 1008 1616933 1618261 rev at	473.049	2
marR b1530 at	122.821	
marA b1531 at	271.563	2
IG 1009 1617982 1618012 fwd at	-151.714	0
marB b1532 at	108.201	0
IG 1010 1618232 1619355 fwd at	819.544	0
ydeD b1533 at	103.695	2
IG 1011 1619063 1620983 rev at	167.915	
ydeF b1534 at	220.646	2
IG 1012 1620544 1622796 fwd at	103.398	
ydeH b1535 at	775.134	0
IG 1013 1621875 1622128 rev at	173.002	0
ydeI b1536 at	463.299	0
IG 1014 1622522 1623358 rev at	307.232	0
ydeJ b1537 at	168.54	2
IG 1015 1623316 1625540 fwd at	686.133	0
dcp b1538 at	153.616	2
IG 1016 1625405 1627476 rev at	467.988	0
ydfG b1539 at	701.447	2
IG 1017 1626288 1626375 fwd at	803.357	2
ydfH b1540 at	236.359	2
IG 1018 1627063 1627238 fwd at	955.198	2
b1541 at	220.761	2
IG 1019 1627443 1631062 fwd at	242.177	0
ydfI b1542 at	601.312	2
IG 1020 1628938 1629025 rev at	482.086	0
b1543 at	590.862	0
IG 1021 1630310 1632333 rev f at	209.891	0
IG 1022 1632237 1635055 fwd f at	130.77	2
ydfM b1546 s at	625.762	2
b1547 at	190.432	0
nohA b1548 s at	697.476	
IG 1023 1634392 1635632 rev at	194.624	0
ydfO b1549 at	407.504	2
IG 1024 1635482 1639878 fwd at	200.874	
b1550 at	426.31	2
IG 1025 1635810 1635977 rev at	124.005	2
b1551 at	218.433	0
IG 1026 1636170 1636478 rev at	229.989	0
cspI b1552 at	145.527	0
IG 1027 1636692 1637053 rev at	21.396	0
b1553 at	434.005	0
b1554 at	729.478	0
b1555 at	151.831	0
b1556 at	191.263	
IG 1028 1638685 1639362 rev at	303.499	0
cspB b1557 at	287.251	
IG 1029 1639579 1640512 rev at	38.817	2
cspF b1558 at	350.496	0
IG 1030 1640092 1643920 fwd at	708.345	0
b1559 at	192.547	0
b1560 at	692.911	0
IG 1031 1642368 1642674 rev at	573.912	0
rem b1561 at	694.841	0
IG 1032 1642927 1643142 rev at	1065.56	0
relF b1562 at	130.234	0
IG 1033 1643299 1643369 rev at	132.235	
relE b1563 at	984.788	2
relB b1564 at	273.716	2
IG 1034 1643897 1645197 rev at	441.078	0
b1565 at	532.666	0
IG 1035 1644227 1644428 fwd at	10.818	0
flxA b1566 at	118.528	
IG 1036 1644762 1645957 fwd at	123.532	0
b1567 at	800.627	0
b1568 at	259.692	
dicC b1569 at	654.871	0
IG 1037 1645875 1650919 rev at	16.103	0
dicA b1570 at	511.569	2
IG 1038 1646366 1646531 fwd at	137.227	0
ydfA b1571 at	349.662	0
ydfB b1572 at	770.775	0
ydfC b1573 at	855.222	0
IG 1039 1647066 1647405 fwd at	134.009	1
dicF b1574 at	236.08	2
IG 1040 1647459 1647632 fwd at	938.693	0
dicB b1575 at	448.907	
ydfD b1576 at	303.711	0
IG 1041 1648010 1648101 fwd at	231.985	0
ydfE b1577 at	937.869	0
b1579 at	588.664	0
IG 1042 1650733 1653831 fwd at	19.366	2
rspB b1580 at	116.027	0
rspA b1581 at	146.903	0
IG 1043 1653166 1653370 rev at	211.929	0
b1582 at	222.242	2
IG 1044 1653698 1654770 rev at	457.266	2
b1583 at	962.269	2
IG 1045 1654174 1654207 fwd at	570.976	2
speG b1584 at	547.101	2
ynfC b1585 at	956.439	2
IG 1046 1655518 1664547 rev at	362.924	0
b1586 at	206.721	2
IG 1047 1655895 1656092 fwd at	935.044	0
b1587 at	609.786	2
IG 1048 1658520 1658576 fwd at	101.606	2
b1588 at	908.418	0
b1589 at	448.385	
b1590 at	102.139	2
IG 1049 1662488 1662520 fwd at	194.384	0
b1591 at	363.876	2
IG 1050 1663145 1663278 fwd at	287.912	2
b1592 at	977.243	
b1593 at	576.955	2
IG 1051 1664596 1667722 fwd at	261.021	2
IG 1052 1665256 1665367 rev at	101.225	2
mlc b1594 at	280.098	2
IG 1053 1666589 1666722 rev at	578.346	2
ynfL b1595 at	313.683	2
IG 1054 1667617 1670843 rev at	748.737	0
ynfM b1596 at	231.527	
IG 1055 1668977 1669372 fwd at	313.407	0
asr b1597 at	192.794	2
IG 1056 1669709 1669983 fwd at	532.731	0
b1598 at	205.253	2
IG 1057 1670806 1671936 fwd at	114.304	
b1599 at	775.387	2
b1600 at	159.55	2
IG 1058 1671526 1672995 rev at	977.188	0
b1601 at	468.267	0
IG 1059 1672972 1676450 fwd at	147.897	
pntB b1602 at	266.284	
pntA b1603 at	648.285	2
IG 1060 1675928 1679718 rev at	731.374	2
b1604 at	347.759	2
IG 1061 1677396 1677580 fwd at	38.19	2
b1605 at	85.747	
IG 1062 1678964 1678999 fwd at	192.489	2
ydgB b1606 at	104.684	2
ydgC b1607 at	259.447	0
IG 1063 1679723 1680173 fwd at	544.177	0
IG 1064 1680055 1683208 rev at	277.554	0
rstA b1608 at	223.763	2
rstB b1609 at	164.348	2
IG 1065 1682208 1682282 fwd at	411.419	2
tus b1610 at	610.124	2
fumC b1611 at	86.759	0
IG 1066 1683213 1686599 fwd at	88.669	0
IG 1067 1684613 1684754 rev at	173.844	2
fumA b1612 at	480.491	2
IG 1068 1686402 1689609 rev at	377.486	
manA b1613 at	489.885	2
IG 1069 1687776 1687875 fwd at	130.842	2
ydgA b1614 at	479.866	2
IG 1070 1689385 1697378 fwd f at	386.682	2
uidC b1615 at	126.515	0
IG 1071 1690864 1690913 rev at	500.083	
uidB b1616 at	280.008	0
uidA b1617 at	243.095	0
IG 1072 1694096 1694485 rev at	537.962	0
uidR b1618 at	342.899	2
IG 1073 1695077 1695296 rev at	613.308	2
hdhA b1619 at	194.709	2
IG 1074 1696065 1696175 rev at	226.384	2
malI b1620 at	165.424	2
IG 1075 1697205 1701291 rev f at	571.601	
malX b1621 at	102.36	2
malY b1622 at	656.965	2
IG 1076 1700154 1700256 fwd at	303.6	2
add b1623 at	327.88	2
IG 1077 1701259 1702972 fwd f at	385.016	2
b1624 at	271.948	2
IG 1078 1702372 1713049 rev at	493.464	2
b1625 at	364.036	
b1626 at	170.014	2
IG 1079 1703715 1703790 fwd at	104.356	
b1627 at	881.407	
b1628 at	105.534	2
b1629 at	283.48	
ydgO b1630 at	172.168	2
b1631 at	170.135	
ydgQ b1632 at	351.258	2
nth b1633 at	131.717	0
IG 1080 1710183 1710792 fwd at	184.521	
ydgR b1634 at	214.098	2
IG 1081 1712296 1712400 fwd at	270.146	2
gst b1635 at	279.841	2
IG 1082 1713007 1717899 fwd at	194.849	2
pdxY b1636 at	286.518	
IG 1083 1713914 1713971 rev at	113.402	2
tyrS b1637 at	961.906	2
IG 1084 1715247 1715374 rev at	685.789	2
pdxH b1638 at	310.434	2
IG 1085 1716032 1716089 rev at	474.745	2
ydhA b1639 at	716.708	0
IG 1086 1716339 1716516 rev at	247.889	0
b1640 at	173.36	2
IG 1087 1717627 1718413 rev at	595.223	
slyB b1641 at	2049.2	2
IG 1088 1718368 1719048 fwd at	103.307	2
slyA b1642 at	403.477	2
IG 1089 1718855 1722157 rev at	88.948	2
b1643 at	678.438	2
b1644 at	456.976	0
b1645 at	17.589	2
IG 1090 1722158 1724046 fwd at	115.092	2
sodC b1646 at	305.169	2
IG 1091 1722680 1722759 rev at	350.493	2
b1647 at	586.217	2
IG 1092 1723657 1723704 rev at	255.859	2
b1648 at	425.155	0
b1649 at	128.802	0
IG 1093 1724083 1731777 rev at	550.366	2
IG 1094 1724647 1724682 fwd at	113.22	2
nemA b1650 at	120.44	2
IG 1095 1725781 1725860 fwd at	421.236	2
gloA b1651 at	672.812	2
IG 1096 1726269 1726370 fwd at	779.742	2
rnt b1652 at	183.083	2
IG 1097 1727019 1727110 fwd at	529.424	2
lhr b1653 at	484.223	0
IG 1098 1731728 1732458 fwd at	59.842	
ydhD b1654 at	1116.44	2
IG 1099 1732126 1734144 rev at	229.793	2
ydhO b1655 at	285.102	2
IG 1100 1733275 1733401 fwd at	762.318	2
sodB b1656 at	2491.32	2
IG 1101 1733984 1735867 fwd at	220.094	2
b1657 at	287.561	0
IG 1102 1735315 1736889 rev at	927.249	2
purR b1658 at	224.063	2
ydhB b1659 at	144.747	2
IG 1103 1736894 1737934 fwd at	914.158	0
IG 1104 1737823 1740624 rev at	496.318	
ydhC b1660 at	892.152	
IG 1105 1739147 1739436 fwd at	604.969	2
cfa b1661 at	302.575	2
IG 1106 1740586 1741480 fwd at	506.685	2
ribE b1662 at	265.207	2
IG 1107 1741267 1742894 rev at	167.331	2
ydhE b1663 at	107.724	2
IG 1108 1742855 1744458 fwd at	42.333	0
b1664 at	204.889	2
IG 1109 1744152 1746770 rev at	119.377	
valV b1665 f at	542.554	2
valW b1666 f at	574.703	2
IG 1110 1744617 1744723 fwd at	228.52	2
b1667 at	423.748	2
IG 1111 1745030 1745154 fwd at	501.175	0
b1668 at	85.346	0
IG 1112 1746760 1753721 fwd at	690.381	2
b1669 at	964.072	0
ydhU b1670 at	217.461	0
b1671 at	469.412	0
b1672 at	466.879	2
b1673 at	186.574	0
b1674 at	145.885	2
IG 1113 1752502 1752955 rev at	513.981	
b1675 at	129.974	2
IG 1114 1753166 1755744 rev at	517.377	2
pykF b1676 at	957.138	2
IG 1115 1755135 1755444 fwd at	717.316	0
lpp b1677 at	4511.29	2
IG 1116 1755682 1767097 fwd at	615.204	2
ynhG b1678 at	121.555	2
IG 1117 1756750 1756897 rev at	605.594	2
ynhA b1679 at	324.508	
b1680 at	719.183	
ynhC b1681 at	233.159	0
ynhD b1682 at	161.028	2
ynhE b1683 at	110.117	
ydiC b1684 at	294.902	0
IG 1118 1762411 1762957 rev at	267.807	0
b1685 at	225.852	2
b1686 at	118.135	
ydiJ b1687 at	156.139	2
IG 1119 1766710 1776413 rev at	195.112	0
b1688 at	116.297	2
IG 1120 1768211 1768611 fwd at	101.173	0
b1689 at	610.821	2
IG 1121 1768996 1769094 fwd at	314.754	0
b1690 at	257.243	
IG 1122 1770310 1770529 fwd at	0.0856945	0
b1691 at	105.741	0
ydiB b1692 at	540.573	0
IG 1123 1772680 1772709 fwd at	234.162	0
aroD b1693 at	238.42	2
IG 1124 1773469 1773610 fwd at	20.311	0
ydiF b1694 at	318.635	0
b1695 at	518.034	0
IG 1125 1776372 1777640 fwd at	151.226	0
b1696 at	346.009	0
IG 1126 1777326 1782757 rev at	380.389	0
ydiQ b1697 at	104.393	0
ydiR b1698 at	150.533	0
IG 1127 1779364 1779418 fwd at	460.738	0
ydiS b1699 at	113.364	0
ydiT b1700 at	220.303	0
ydiD b1701 at	266.267	2
IG 1128 1782702 1785468 fwd at	655.129	
ppsA b1702 at	749.781	2
IG 1129 1785137 1787831 rev at	488.455	2
ydiA b1703 at	532.08	2
IG 1130 1786303 1786458 fwd at	322.273	2
aroH b1704 at	231.922	2
IG 1131 1787506 1787636 fwd at	197.321	0
ydiE b1705 at	748.516	0
IG 1132 1787829 1801117 fwd at	699.222	2
b1706 at	252.739	2
IG 1133 1789269 1789330 rev at	194.494	0
b1707 at	542.444	0
IG 1134 1790045 1790290 rev at	705.012	2
nlpC b1708 at	206.61	2
IG 1135 1790756 1790832 rev at	126.576	2
btuD b1709 at	205.477	0
btuE b1710 at	381.8	2
IG 1136 1792134 1792195 rev at	523.93	2
btuC b1711 at	128.646	
IG 1137 1793177 1793276 rev at	98.957	2
himA b1712 at	1027.08	2
pheT b1713 at	1457	2
pheS b1714 at	419.441	2
IG 1138 1796967 1797249 rev at	559.691	2
pheM b1715 at	353.505	2
IG 1139 1797295 1797416 rev at	119.362	2
rplT b1716 at	1668.94	2
rpmI b1717 at	2727.56	2
IG 1140 1798024 1798119 rev at	2865.85	2
infC b1718 at	3646.11	2
thrS b1719 at	2449.69	2
IG 1141 1800595 1803348 rev at	540.618	
b1720 at	-0.249039	0
b1721 at	287.629	0
IG 1142 1803018 1804393 fwd at	587.978	
b1722 at	256.546	
IG 1143 1804108 1806720 rev at	513.778	2
pfkB b1723 at	212.604	2
IG 1144 1805324 1805423 fwd at	548.331	0
b1724 at	114.357	2
IG 1145 1805715 1805819 fwd at	677.331	2
b1725 at	722.58	2
IG 1146 1806681 1807403 fwd at	728.609	
b1726 at	186.683	2
IG 1147 1807258 1810352 rev at	269.929	
yniC b1727 at	208.462	2
IG 1148 1808073 1808222 fwd at	120.214	0
b1728 at	924.202	
IG 1149 1808826 1808957 fwd at	224.693	
b1729 at	339.944	
IG 1150 1810350 1811890 fwd at	-691.264	0
b1730 at	22.217	0
IG 1151 1811169 1811444 rev at	995.802	0
b1731 at	301.022	2
IG 1152 1811709 1814409 rev at	748.028	0
katE b1732 at	750.528	0
IG 1153 1814153 1820481 fwd at	277.066	0
ydjC b1733 at	142.913	
celF b1734 at	872.576	
IG 1154 1816525 1816628 rev at	175.031	0
celD b1735 at	181.892	2
celC b1736 at	544.403	2
celB b1737 at	887.476	2
IG 1155 1819239 1819322 rev at	591.477	2
celA b1738 at	342.741	2
IG 1156 1819644 1819941 rev at	165.325	2
osmE b1739 at	110.828	2
IG 1157 1820281 1822385 rev at	268.719	0
nadE b1740 at	442.973	2
IG 1158 1821310 1821538 fwd at	913.361	2
b1741 at	241.857	
b1742 at	145.488	0
IG 1159 1822427 1830451 fwd at	252.834	
IG 1160 1823025 1823163 rev at	808.234	0
spy b1743 at	373.854	2
IG 1161 1823650 1823978 rev at	180.923	0
ydjS b1744 at	280.938	
b1745 at	761.892	0
b1746 at	102.763	0
b1747 at	843.313	0
cstC b1748 at	886.338	0
IG 1162 1830007 1838806 rev at	324.472	
xthA b1749 at	297.075	2
IG 1163 1831259 1831376 fwd at	549.146	
ydjX b1750 at	373.241	
ydjY b1751 at	142.886	0
ydjZ b1752 at	591.644	
ynjA b1753 at	967.157	0
b1754 at	686.866	0
b1755 at	524.935	0
b1756 at	908.148	0
IG 1164 1837425 1837475 fwd at	149.577	0
b1757 at	439.608	
IG 1165 1838799 1839513 fwd at	390.003	0
b1758 at	113.375	2
IG 1166 1839434 1839886 rev at	617.856	2
b1759 at	142.225	2
b1760 at	727.526	0
IG 1167 1839922 1840394 fwd at	770.568	0
IG 1168 1840160 1841854 rev at	27.386	2
gdhA b1761 at	196.854	2
IG 1169 1841739 1846860 fwd at	964.003	2
b1762 at	47.368	0
topB b1763 at	201.934	0
selD b1764 at	681.234	2
IG 1170 1846033 1846148 rev at	720.964	2
ydjA b1765 at	458.357	2
IG 1171 1846701 1850644 rev at	30.254	0
sppA b1766 at	147.474	2
IG 1172 1848718 1848883 fwd at	456.664	0
ansA b1767 at	171.087	2
ydjB b1768 at	196.679	2
IG 1173 1850553 1860794 fwd at	999.559	
ydjE b1769 at	679.081	0
IG 1174 1852004 1852119 rev at	307.815	
b1770 at	957.981	2
IG 1175 1852879 1853014 rev at	907.718	0
b1771 at	682.914	0
b1772 at	291.034	0
b1773 at	65.877	0
ydjJ b1774 at	866.774	
b1775 at	218.693	0
b1776 at	309.645	0
IG 1176 1859357 1859725 rev at	209.424	2
b1777 at	587.349	2
yeaA b1778 at	2089.15	2
IG 1177 1860454 1862805 rev f at	692.696	2
gapA b1779 at	4540.4	2
IG 1178 1861791 1861852 fwd at	606.623	2
yeaD b1780 at	671.419	2
IG 1179 1862759 1864931 fwd f at	109.263	2
b1781 at	119.142	2
IG 1180 1863661 1863749 rev at	597.045	
yeaF b1782 at	697.144	2
IG 1181 1864497 1872101 rev at	206.523	0
yeaG b1783 at	448.368	0
IG 1182 1866867 1866978 fwd at	140.981	
yeaH b1784 at	229.109	0
IG 1183 1868263 1868408 fwd at	668.743	0
yeaI b1785 at	436.388	0
yeaJ b1786 at	645.641	2
IG 1184 1871556 1871597 fwd at	152.875	2
yeaK b1787 at	221.411	2
b1788 at	22.802	0
IG 1185 1872102 1872375 fwd at	435.882	2
IG 1186 1872255 1872778 rev at	242.608	0
yeaL b1789 at	101.204	0
yeaM b1790 at	41.91	0
IG 1187 1872823 1873696 fwd at	185.717	2
IG 1188 1873601 1875301 rev at	347.013	2
yeaN b1791 at	860.204	2
IG 1189 1874879 1874911 fwd at	767.276	2
yeaO b1792 at	288.901	2
IG 1190 1875281 1875609 fwd at	346.534	0
yoaF b1793 at	115.117	2
IG 1191 1875557 1877030 rev at	210.891	
yeaP b1794 at	214.93	2
IG 1192 1876765 1879935 fwd at	46.26	2
yeaQ b1795 at	491.327	0
IG 1193 1877280 1877426 rev at	275.096	
yoaG b1796 at	115.141	0
yeaR b1797 at	328.948	0
IG 1194 1877973 1878144 rev at	205.565	0
yeaS b1798 at	688.192	2
IG 1195 1878784 1878909 rev at	234.565	2
yeaT b1799 at	331.368	2
IG 1196 1879855 1884887 rev at	516.107	0
yeaU b1800 at	228.207	0
IG 1197 1881022 1881211 fwd at	-457.309	0
yeaV b1801 at	173.005	0
IG 1198 1882658 1882688 fwd at	207.118	
yeaW b1802 at	640.001	
IG 1199 1883814 1883868 fwd at	33.913	2
yeaX b1803 at	259.141	2
IG 1200 1884835 1891342 fwd at	20.091	0
rnd b1804 at	207.843	2
IG 1201 1886016 1886084 rev at	195.204	0
fadD b1805 at	780.173	2
IG 1202 1887771 1887974 rev at	632.817	2
b1806 at	160.554	2
IG 1203 1888557 1888595 rev at	186.148	2
yeaZ b1807 at	260.92	
IG 1204 1889292 1889348 rev at	131.728	2
b1808 at	209.902	2
IG 1205 1891260 1892575 rev at	275.628	
b1809 at	551.343	2
IG 1206 1891736 1892096 fwd at	503.303	2
b1810 at	979.753	2
IG 1207 1892457 1892828 fwd at	598.552	2
b1811 at	763.025	2
IG 1208 1892756 1898052 rev at	221.077	2
pabB b1812 at	240.54	2
yeaB b1813 at	264.281	2
IG 1209 1894773 1894955 fwd at	365.518	2
sdaA b1814 at	320.755	2
IG 1210 1896321 1896420 fwd at	925.797	2
b1815 at	180.985	
IG 1211 1898050 1900071 fwd at	2350.61	2
yoaE b1816 at	925.626	0
IG 1212 1899610 1904274 rev at	179.81	2
manX b1817 at	4422.18	2
IG 1213 1901044 1901105 fwd at	2424.7	2
manY b1818 at	3677.85	2
manZ b1819 at	1132.38	2
b1820 at	252.291	2
IG 1214 1903284 1903657 fwd at	164.547	2
b1821 at	111.516	0
yebH b1822 at	994.634	2
IG 1215 1904279 1908188 fwd at	278.044	2
IG 1216 1905085 1905249 rev at	630.908	
cspC b1823 at	3123.37	2
b1824 at	3399.68	2
IG 1217 1905616 1906284 rev at	739.878	
b1825 at	367.003	2
IG 1218 1906573 1906646 rev at	354.668	2
b1826 at	447.044	2
IG 1219 1906791 1907331 rev at	677.488	
b1827 at	326.463	2
IG 1220 1908124 1909718 rev at	467.657	
b1828 at	105.709	
IG 1221 1909674 1914281 fwd at	578.085	0
htpX b1829 at	279.267	2
IG 1222 1910601 1910791 rev at	62.307	2
prc b1830 at	221.108	2
yebJ b1831 at	895.706	2
IG 1223 1912980 1913654 rev at	1123.59	2
b1832 at	619.553	2
IG 1224 1914207 1920336 rev at	783.764	0
b1833 at	136.301	
b1834 at	162.533	0
IG 1225 1918168 1918240 fwd at	118.908	
yebU b1835 at	951.886	0
IG 1226 1919687 1919788 fwd at	337.632	0
b1836 at	787.401	
b1837 at	112.21	2
IG 1227 1920337 1923131 fwd at	723.631	2
pphA b1838 at	875.964	0
IG 1228 1920997 1921388 rev at	170.054	0
b1839 at	486.353	2
b1840 at	489.636	2
b1841 at	584.008	2
IG 1229 1922994 1924802 rev at	766.068	2
holE b1842 at	117.347	
IG 1230 1923363 1923463 fwd at	145.774	2
b1843 at	106.705	2
b1844 at	225.474	2
ptrB b1845 at	282.497	2
IG 1231 1924807 1928904 fwd at	551.616	2
IG 1232 1926864 1927071 rev at	363.426	2
yebE b1846 at	162.855	2
IG 1233 1927732 1928057 rev at	773.604	
yebF b1847 at	280.038	2
IG 1234 1928427 1928480 rev at	133.454	2
yebG b1848 at	459.587	2
IG 1235 1928772 1930138 rev at	463.442	
