ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
IG 224 351891 351929 fwd at	26.769	0	0.596191
prpE b0335 at	154.743	0	0.105738
IG 225 353817 354145 fwd at	46.805	0	0.832862
codB b0336 at	162.567	2	0.0239949
codA b0337 at	357.948	2	0.00130539
IG 226 356679 358022 fwd f at	286.179	0	0.278301
cynR b0338 at	866.559	2	0.034572
IG 227 357915 360472 rev at	51.715	2	0.00165857
cynT b0339 at	48.604	0	0.105738
cynS b0340 at	117.915	0	0.71497
IG 228 359184 359215 fwd at	325.329	0	0.167969
cynX b0341 at	363.461	0	0.5
IG 229 360371 367834 fwd at	345.495	0	0.283874
lacA b0342 at	314.161	0	0.24776
IG 230 361085 361149 rev at	715.366	2	0.000935716
lacY b0343 at	812.754	2	0.0497698
IG 231 362404 362454 rev at	189.488	0	0.48748
lacZ b0344 at	104.529	0	0.345472
IG 232 365530 365651 rev at	977.196	2	0.00550396
lacI b0345 at	114.815	0	0.24776
IG 233 366735 366810 rev at	345.998	1	0.0558844
mhpR b0346 at	120.769	0	0.230151
IG 234 367759 376758 rev f at	122.968	2	0.00270071
mhpA b0347 at	280.801	2	0.034572
mhpB b0348 at	165.804	0	0.963203
mhpC b0349 at	985.796	0	0.0778177
mhpD b0350 at	756.423	0	0.275462
mhpF b0351 at	847.765	2	0.0442012
mhpE b0352 at	258.027	0	0.24776
IG 235 374106 374637 fwd f at	51.09	2	0.0497698
mhpT b0353 at	209.233	0	0.181343
yaiL b0354 at	502.148	2	0.00379911
IG 236 376536 380529 fwd f at	186.794	2	1,86E+00
yaiM b0355 at	738.524	2	0.000892689
IG 237 377593 377685 rev at	189.486	1	0.0561523
adhC b0356 at	928.937	2	0.00550396
IG 238 378796 378829 rev at	399.601	2	0.000976563
yaiN b0357 at	617.654	2	0.0320196
IG 239 379127 379292 rev at	392.129	0	0.191176
yaiO b0358 at	147.234	2	0.0151637
b0359 at	204.027	0	0.877253
yi21 1 b0360 s at	766.599	2	0.03125
yi22 1 b0361 s at	1141.45	2	0.015625
b0362 at	180.182	0	0.110665
IG 240 381804 384398 fwd at	240.491	0	0.797583
yaiP b0363 at	47.38	0	0.437646
IG 241 383160 383282 rev at	177.332	0	0.786736
yaiS b0364 at	4.549	0	0.5
IG 242 383694 387976 rev at	0.665352	0	0.932322
tauA b0365 at	630.503	0	0.432352
tauB b0366 at	171.657	0	0.0698779
tauC b0367 at	166.888	0	0.088557
tauD b0368 at	110.095	0	0.477354
IG 243 387871 389474 fwd at	190.671	0	0.984995
hemB b0369 at	712.541	2	0.00379911
IG 244 388985 389120 rev at	225.189	0	0.846688
b0370 at	100.974	0	0.904277
IG 245 389391 390962 rev f at	240.558	0	0.339537
yaiT b0371 at	782.507	2	0.00852936
IG 246 390936 392238 fwd at	454.662	0	0.167138
tra5 1 b0372 s at	500.185	2	0.046875
b0373 s at	1449.63	2	0.0078125
IG 247 392135 394353 rev f at	273.898	2	0.0118387
yaiU b0374 at	456.317	0	0.41014
IG 248 393643 393684 fwd at	539.092	0	0.27417
yaiV b0375 at	160.667	0	0.955799
yaiH b0376 at	942.341	1	0.0625767
IG 249 394354 395862 fwd at	432.754	2	0.00379911
IG 250 395512 398248 rev at	620.469	2	0.0322445
sbmA b0377 at	181.671	2	0.0442012
yaiW b0378 at	150.016	0	0.432352
IG 251 398191 398684 fwd at	252.476	2	0.00205702
b0379 at	128.582	2	0.0206634
IG 252 398558 399052 rev at	17.963	1	0.0620214
b0380 at	877.456	2	0.000327479
IG 253 399030 400609 fwd at	481.453	2	0.00993898
ddlA b0381 at	372.387	2	0.00928336
IG 254 400148 404058 rev at	455.307	2	0.00149456
yaiB b0382 at	2474.95	2	0.000734887
IG 255 400871 400901 fwd at	1276.79	2	0.0078125
phoA b0383 at	394.153	2	0.0442012
IG 256 402387 402486 fwd at	292.205	2	0.0304463
psiF b0384 at	494.807	2	0.000327479
IG 257 402826 402926 fwd at	522.304	2	0.0115479
yaiC b0385 at	134.837	0	0.24776
proC b0386 at	402.578	2	0.034572
yaiI b0387 at	406.764	2	0.00852936
IG 258 404869 408331 rev at	884.387	2	0.000687858
IG 259 405447 405628 fwd at	477.696	2	0.000402638
aroL b0388 at	1133.03	2	0.00320325
IG 260 406154 406202 fwd at	1346.61	2	0.00049077
yaiA b0389 at	849.965	2	0.0044925
IG 261 406395 406651 fwd at	144.855	2	0.0204441
aroM b0390 at	35.232	2	0.034572
IG 262 407330 407400 fwd at	570.06	2	0.0133783
yaiE b0391 at	2495.12	2	0.000327479
IG 263 407686 407892 fwd at	128.094	2	0.000327479
b0392 at	814.766	0	0.197123
IG 264 408175 409229 fwd at	752.198	0	0.324748
yaiD b0393 at	351.891	2	0.00379911
yajF b0394 at	235.1	2	0.0129214
b0395 f at	284.602	2	0.00382454
IG 265 410498 416365 fwd at	501.766	2	0.000172694
araJ b0396 at	916.255	0	0.904277
IG 266 411706 411830 rev at	107.554	2	0.00379911
sbcC b0397 at	229.607	2	0.0133783
sbcD b0398 at	277.46	2	0.0277665
IG 267 416177 423560 rev at	283.365	0	0.207203
phoB b0399 at	237.295	0	0.0864242
IG 268 417056 417112 fwd at	234.385	2	0.00143241
phoR b0400 at	208.267	0	0.654528
IG 269 418409 418814 fwd at	869.579	2	0.015454
brnQ b0401 at	864.991	2	0.034572
IG 270 420135 420209 fwd at	113.449	0	0.596617
proY b0402 at	131.537	2	0.00269283
IG 271 421584 421738 fwd at	251.216	0	0.5
malZ b0403 at	241.051	2	0.00379911
IG 272 423557 424234 fwd at	252.988	2	0.0107422
yajB b0404 at	161.652	2	0.00782678
IG 273 424143 430352 rev at	109.502	2	5,86E-02
queA b0405 at	265.949	2	0.0072983
IG 274 425306 425360 fwd at	575.469	2	0.000488281
tgt b0406 at	980.658	2	0.000327479
yajC b0407 at	1442.38	2	0.0133783
secD b0408 at	602.659	2	0.00852936
secF b0409 at	599.61	2	0.000493549
IG 275 429701 429828 fwd at	125.758	2	0.0277665
yajD b0410 at	494.682	2	0.000327479
IG 276 430177 432225 fwd at	558.405	2	0.0141178
tsx b0411 at	1216.82	2	0.000402638
IG 277 431238 431535 rev at	393.093	0	0.0864242
yajI b0412 at	830.493	0	0.34162
IG 278 432136 436384 rev at	273.239	2	2,97E-01
ybaD b0413 at	1851.84	2	0.00130539
ribD b0414 at	786.309	2	0.0204441
IG 279 433783 433870 fwd at	2766.86	2	0.00237088
ribH b0415 at	1560.51	2	0.000402638
nusB b0416 at	1346.15	2	0.000327479
IG 280 434781 434857 fwd at	326.374	2	0.0109718
thiL b0417 at	354.046	2	0.000761638
pgpA b0418 at	782.633	2	0.00157146
IG 281 436332 440772 fwd f at	504.312	2	5,85E-03
yajO b0419 at	1637.14	2	0.00130539
IG 282 437432 437538 rev at	545.301	2	0.000244141
dxs b0420 at	683.926	2	0.00157146
ispA b0421 at	1102.48	2	0.000734887
xseB b0422 at	2603.58	2	0.000734887
IG 283 440568 442274 rev at	891.864	2	8,02E+00
yajK b0423 at	384.069	2	0.00622665
IG 284 442222 443888 fwd at	158.877	2	0.000385609
thiJ b0424 at	257.816	2	0.00320325
apbA b0425 at	657.046	2	0.00143241
IG 285 443740 444525 rev at	105.656	2	0.00168943
yajQ b0426 at	943.251	2	0.000402638
IG 286 444399 453662 fwd at	865.446	2	0.005839
yajR b0427 at	353.439	2	0.036797
IG 287 445897 446038 rev at	318.9	2	0.000327479
cyoE b0428 at	1571.97	2	0.000761638
cyoD b0429 at	5961.96	2	0.00049077
cyoC b0430 at	4536.74	2	0.000327479
cyoB b0431 at	6621.56	2	0.00049077
cyoA b0432 at	6451.53	2	0.00049077
IG 288 450835 451293 rev at	213.905	2	0.0239949
ampG b0433 at	152.748	2	0.036797
IG 289 452770 452812 rev at	138.589	0	0.355625
yajG b0434 at	713.477	2	0.00143241
IG 290 453494 464075 rev at	650.788	2	2,72E-01
bolA b0435 at	567.652	2	0.000327479
IG 291 454014 454356 fwd at	1161.63	2	0.000327479
tig b0436 at	886.685	2	0.000493549
IG 292 455656 455900 fwd at	1209.91	2	0.000402638
clpP b0437 at	1729.51	2	0.0044925
IG 293 456525 456649 fwd at	1658.26	2	0.000734887
clpX b0438 at	945.909	2	0.000327479
IG 294 457925 458111 fwd at	773.642	2	0.000327479
lon b0439 at	917.723	2	0.00157146
IG 295 460467 460674 fwd at	1059.55	2	0.000402638
hupB b0440 at	3899.65	2	0.000327479
IG 296 460948 461138 fwd at	697.179	2	0.00049077
ybaU b0441 at	568.51	2	0.00529677
IG 297 463011 463160 fwd at	479.415	2	0.0178004
ybaV b0442 at	581.087	2	0.0072983
IG 298 463533 463625 fwd at	183.187	2	0.000402638
ybaW b0443 at	358.447	2	0.000603158
IG 299 464025 466623 fwd at	387.374	0	0.283715
ybaX b0444 at	379.346	2	0.0115479
IG 300 464772 464835 rev at	369.823	0	0.088557
ybaE b0445 at	320.809	2	0.0267372
IG 301 466537 473524 rev at	145.333	0	0.171347
cof b0446 at	462.109	0	0.0957232
IG 302 467455 467519 fwd at	244.503	0	0.45478
ybaO b0447 at	815.862	2	0.00157146
mdlA b0448 at	130.488	2	0.0109718
mdlB b0449 at	254.414	2	0.00622665
IG 303 471642 471821 fwd at	215.959	2	0.0178004
glnK b0450 at	1143.24	2	0.00108112
amtB b0451 at	843.322	2	0.00622665
IG 304 473477 474602 fwd at	146.131	2	0.034572
tesB b0452 at	116.863	0	0.230151
IG 305 474386 475205 rev at	648.799	2	0.0239949
ybaY b0453 at	197.444	2	0.0497698
IG 306 475176 475647 fwd at	278.255	0	0.153312
ybaZ b0454 at	226.019	2	0.00315926
IG 307 475596 476290 rev at	149.395	0	0.835919
ffs b0455 at	3549.24	2	0.0044925
IG 308 475786 475895 fwd at	717.669	1	0.0558844
ybaA b0456 at	886.943	2	0.0497698
IG 309 476250 484984 fwd at	122.843	2	2,52E-02
ylaB b0457 at	176.913	2	0.00260662
IG 310 477848 478004 rev at	480.413	2	0.00049077
ylaC b0458 at	2159.24	2	0.000612512
IG 311 478515 478590 rev at	363.539	2	0.00049077
ylaD b0459 at	577.74	2	0.000892689
IG 312 479143 479313 rev at	849.306	2	0.00049077
hha b0460 at	5137.48	2	0.000734887
ybaJ b0461 at	3426.57	2	0.00049077
IG 313 479933 480477 rev at	876.175	2	0.0177324
acrB b0462 at	708.851	2	0.00782678
acrA b0463 at	1003	2	0.00116472
IG 314 484844 489333 rev at	170.389	2	1,20E+00
acrR b0464 at	174.38	2	0.00529677
IG 315 485633 485759 fwd at	105.263	2	0.00993898
aefA b0465 at	391.981	2	0.00108112
IG 316 489123 490105 fwd at	847.545	2	0.0005569
ybaM b0466 at	321.926	2	0.034572
priC b0467 at	420.211	2	0.0109718
IG 317 490037 498237 rev at	199.471	2	1,79E-04
ybaN b0468 at	218.315	2	0.0442012
IG 318 490484 490635 fwd at	344.628	2	0.0044925
apt b0469 at	231.668	2	0.0072983
IG 319 491188 491315 fwd at	133.077	2	0.0072983
dnaX b0470 at	561.823	2	0.0072983
IG 320 493248 493299 fwd at	745.242	2	0.000402638
ybaB b0471 at	746.383	2	0.000493549
recR b0472 at	358.798	2	0.000327479
IG 321 494235 494343 fwd at	203.526	2	0.000603158
htpG b0473 at	203.852	0	0.366636
IG 322 496219 496398 fwd at	152.026	2	0.00269283
adk b0474 at	1221.38	2	0.000327479
IG 323 497044 497278 fwd at	421.661	2	0.000892689
hemH b0475 at	212.416	2	0.0133783
ybaC b0476 at	712.522	2	0.0480985
IG 324 498242 499348 fwd at	670.272	0	0.345472
IG 325 499198 500785 rev at	295.187	2	0.000194056
gsk b0477 at	188.734	2	0.0133783
IG 326 500654 504137 fwd at	116.489	2	0.000218991
ybaL b0478 at	548.32	2	0.00379911
IG 327 502463 502699 rev at	234.852	2	0.00529677
fsr b0479 at	151.152	2	0.0129214
IG 328 503921 505826 rev f at	298.023	0	0.170441
ushA b0480 at	1094.27	2	0.000327479
IG 329 505791 507387 fwd at	45.395	0	0.0810723
ybaK b0481 at	108.179	0	0.213264
IG 330 506307 506509 rev at	953.429	2	0.0234132
ybaP b0482 at	297.311	2	0.00214285
IG 331 507305 508098 rev f at	106.396	2	0.00463551
ybaQ b0483 at	437.561	2	0.000734887
IG 332 507784 510864 fwd f at	861.176	2	0.0372699
ybaR b0484 at	381.518	2	0.00130539
IG 333 510604 513624 rev at	294.671	0	0.118468
ybaS b0485 at	615.055	0	0.366636
ybaT b0486 at	121.542	0	0.0957232
IG 334 513093 513216 fwd at	285.779	2	0.000327479
ybbI b0487 at	777.048	2	0.00993898
IG 335 513625 515142 fwd at	609.286	0	0.345472
ybbJ b0488 at	1519.73	2	0.000612512
ybbK b0489 at	2200.44	2	0.000612512
IG 336 514998 516648 rev at	334.943	2	7,39E+00
ybbL b0490 at	354.979	2	0.000612512
ybbM b0491 at	185.792	2	0.00993898
IG 337 516587 518956 fwd f at	397.262	2	0.00269283
ybbN b0492 at	422.53	2	0.000327479
ybbO b0493 at	456.151	2	0.00622665
tesA b0494 at	545.861	2	0.000612512
ybbA b0495 at	303.828	2	0.00993898
IG 338 518990 528868 rev at	694.421	0	0.690442
ybbP b0496 at	213.21	0	0.153312
IG 339 522055 522484 fwd at	231.786	0	0.45478
rhsD b0497 at	345.897	2	0.0267372
IG 340 526766 526804 fwd at	142.956	0	0.949737
ybbC b0498 at	656.459	0	0.167138
b0499 at	168.905	2	0.00459071
ybbD b0500 at	227.476	2	0.0320151
IG 341 528125 528162 fwd at	429.281	0	0.96875
b0501 at	146.228	0	0.105738
IG 342 528355 531674 fwd at	314.757	0	0.933421
b0502 at	104.618	0	0.140265
IG 343 529277 529355 rev at	161.008	2	0.00315926
ybbB b0503 at	297.961	2	0.00993898
IG 344 530451 530518 rev at	766.769	0	0.366636
ybbS b0504 at	962.864	1	0.0625767
IG 345 531446 542484 rev at	249.522	2	0.0126953
ybbT b0505 at	211.353	2	0.0234132
IG 346 532158 532234 fwd at	309.769	2	0.00049077
ybbU b0506 at	404.404	2	0.00157146
IG 347 533051 533139 fwd at	670.641	0	0.275462
gcl b0507 at	457.293	0	0.24776
gip b0508 at	426.609	2	0.00852936
IG 348 535711 535809 fwd at	285.972	0	0.849855
ybbQ b0509 at	160.332	0	0.432352
IG 349 536689 536719 fwd at	0.97257	0	0.9375
ybbV b0510 at	514.413	0	0.127994
ybbW b0511 at	580.662	0	0.944116
IG 350 538312 538370 fwd at	194.038	2	0.00244141
ybbX b0512 at	125.084	2	0.0072983
IG 351 539733 539782 fwd at	105.591	0	0.165268
ybbY b0513 at	277.929	0	0.24776
ybbZ b0514 at	176.919	0	0.140265
IG 352 542258 545903 fwd at	107.095	0	0.232641
ylbA b0515 at	163.81	2	0.00657518 begin_of_the_skype_highlighting              00657518      end_of_the_skype_highlighting
ylbB b0516 at	334.048	2	0.00928336
ylbC b0517 f at	445.685	0	0.127994
IG 353 545588 550749 rev at	229.369	0	0.676217
fdrA b0518 at	184.132	2	0.0178004
IG 354 547572 547837 fwd at	277.849	0	0.0957232
ylbE b0519 at	60.529	0	0.944116
ylbF b0520 at	669.754	0	0.197123
arcC b0521 at	433.429	0	0.5
IG 355 550556 553833 fwd at	139.872	2	0.0070434
purK b0522 at	344.96	2	0.0129214
purE b0523 at	244.415	0	0.235169
IG 356 552324 552440 rev at	101.063	2	0.00315926
ybbF b0524 at	308.669	2	0.00657518 begin_of_the_skype_highlighting              00657518      end_of_the_skype_highlighting
ppiB b0525 at	1225.83	2	0.0177324
IG 357 553661 555254 rev at	188.003	2	0.0230902
cysS b0526 at	369.764	1	0.0625767
IG 358 555220 557401 fwd at	104.978	0	0.378604
ybcI b0527 at	424.681	0	0.318883
IG 359 555777 555883 rev at	971.423	1	0.0547106
ybcJ b0528 at	212.941	0	0.376576
folD b0529 at	736.062	2	0.0177324
IG 360 556965 563070 rev at	0.397617	0	0.997529
sfmA b0530 at	265.651	0	0.45478
IG 361 557978 558196 fwd at	0.76665	0	0.921094
sfmC b0531 at	188.033	0	0.345472
IG 362 558890 558919 fwd at	117.894	0	0.546875
sfmD b0532 at	110.695	0	0.522646
IG 363 561524 561564 fwd at	0.0197163	0	0.999612
sfmH b0533 at	478.223	0	0.75224
sfmF b0534 at	522.161	0	0.388213
IG 364 563069 563945 fwd at	837.352	0	0.522646
fimZ b0535 at	0.960682	0	0.969554
IG 365 563704 564037 rev at	940.569	0	0.65838
argU b0536 f at	391.258	2	0.0196216
intD b0537 at	182.96	2	0.0442012
b0538 at	417.477	0	0.28503
b0539 at	760.082	0	0.216313
IG 366 565585 573959 rev f at	178.613	2	0.00858827
IG 367 565756 566055 fwd f at	243.411	0	0.104837
IG 368 567228 567332 fwd f at	364.146	0	0.0668649
b0542 at	743.422	2	0.0304463
IG 369 567471 567537 fwd at	101.602	2	0.0304463
emrE b0543 at	514.896	0	0.105738
IG 370 567871 568124 fwd at	515.152	0	0.733935
ybcK b0544 at	276.908	0	0.432352
IG 371 569652 570115 fwd at	241.124	0	0.872006
ybcL b0545 at	51.691	0	0.197123
ybcM b0546 at	682.834	2	0.0133783
IG 372 571475 571688 fwd at	556.207	0	0.181744
ybcN b0547 at	155.342	0	0.45478
ninE b0548 at	964.199	0	0.849855
ybcO b0549 at	270.869	2	0.0304463
rus b0550 at	800.076	0	0.41014
IG 373 572957 573178 fwd at	909.843	2	0.034572
ybcQ b0551 at	130.273	0	0.675219
IG 374 573563 576620 fwd f at	602.777	2	0.000287962
nmpC b0553 at	1259.27	2	0.000327479
IG 375 576109 577822 rev at	193.656	0	0.655316
ybcR b0554 at	369.319	0	0.324781
ybcS b0555 at	983.045	1	0.0625767
ybcT b0556 f at	608.526	0	0.75224
IG 376 577792 579102 fwd at	104.445	0	0.580916
ybcU b0557 at	196.755	0	0.562354
IG 377 578117 578406 rev at	429.522	0	0.904277
ybcV b0558 at	25.545	0	0.786736
IG 378 578860 581374 rev at	205.926	0	0.426126
ybcW b0559 at	328.246	0	0.802877
IG 379 579310 580056 fwd at	257.684	2	0.0072983
ybcX b0561 at	201.799	0	0.71497
IG 380 581321 582097 fwd at	359.167	0	0.0706948
ybcY b0562 at	462.406	0	0.937423
IG 381 581807 583902 rev at	14.249	0	0.108232
ylcE b0563 at	29.574	0	0.611787
IG 382 582284 582903 fwd at	423.416	0	0.654528
appY b0564 at	0.951297	0	0.818256
IG 383 583654 594822 fwd f at	206.553	0	0.0721764
ompT b0565 at	552.805	2	0.00049077
IG 384 584857 585369 rev at	45.595	2	0.00269283
envY b0566 at	481.705	0	0.567648
IG 385 586132 586313 rev at	34.312	0	0.254899
ybcH b0567 at	487.304	0	0.413046
nfrA b0568 at	161.27	0	0.364945
nfrB b0569 at	108.917	1	0.0547106
IG 386 592402 592550 rev at	452.826	2	0.00225298 begin_of_the_skype_highlighting              00225298      end_of_the_skype_highlighting
ybcZ b0570 at	150.639	0	0.275462
ylcA b0571 at	160.122	0	0.254899
IG 387 594667 602638 rev f at	556.804	2	0.000413266
ylcB b0572 at	12.241	0	0.41014
IG 388 596197 596353 fwd f at	639.834	2	0.046875
ylcC b0573 at	131.752	0	0.832862
ylcD b0574 at	219.968	0	0.0957232
ybdE b0575 at	164.308	0	0.904277
IG 389 601081 601181 fwd at	104.112	2	0.0304463
pheP b0576 at	130.707	0	0.846688
IG 390 602559 607287 fwd f at	901.731	2	0.00144675
ybdG b0577 at	79.95	2	0.0267372
IG 391 603887 603993 rev at	72.858	2	0.0267372
nfnB b0578 at	563.846	2	0.0044925
IG 392 604648 604740 rev at	364.565	2	0.000327479
ybdF b0579 at	427.977	2	0.0497698
IG 393 605110 605173 rev at	145.909	2	0.000892689
ybdJ b0580 at	171.313	2	0.00049077
IG 394 605423 605487 rev at	646.737	2	0.00108112
ybdK b0581 at	119.956	0	0.110449
IG 395 606607 608681 rev f at	158.26	2	1,81E+00
IG 396 608401 612037 fwd f at	508.714	0	0.0904627
entD b0583 at	415.351	0	0.213264
IG 397 609312 609476 rev f at	113.407	2	0.00292969
fepA b0584 at	237.904	2	0.00381521
IG 398 611718 618606 rev at	130.318	0	0.542697
fes b0585 at	114.676	2	0.0304463
IG 399 613163 613379 fwd at	558.765	0	0.984836
entF b0586 at	696.221	0	0.818256
IG 400 617262 617476 fwd at	331.338	0	0.477349
fepE b0587 at	50.171	0	0.213264
fepC b0588 at	122.962	0	0.216313
IG 401 618611 621522 fwd at	104.061	0	0.88351
fepG b0589 at	444.717	0	0.437646
fepD b0590 at	185.403	0	0.783687
IG 402 621413 622776 rev at	124.627	2	0.036797
ybdA b0591 at	433.444	0	0.45478
IG 403 622774 624107 fwd at	159.679	0	0.388213
fepB b0592 at	165.682	0	0.562354
IG 404 623734 631611 rev at	798.513	2	7,98E+00
entC b0593 at	109.699	0	0.0778177
entE b0594 at	206.976	2	0.0204441
entB b0595 at	268.715	1	0.0625767
entA b0596 at	165.112	0	0.802877
ybdB b0597 at	252.563	0	0.675219
IG 405 628937 629116 fwd at	368.561	2	0.0304463
cstA b0598 at	9112.99	2	0.000327479
IG 406 631223 632808 fwd f at	799.707	2	2,26E-01
ybdH b0599 at	823.103	2	0.00852936
IG 407 632701 633969 rev at	35.929	2	0.000892689
ybdL b0600 at	194.32	2	0.00157146
ybdM b0601 at	130.342	1	0.0625767
IG 408 633970 638167 fwd at	82.621	2	0.000802846
ybdN b0602 at	557.918	0	0.070073
IG 409 635793 635938 rev at	0.871252	0	0.951901
ybdO b0603 at	193.192	0	0.724538
IG 410 636842 637049 rev at	204.321	0	0.0864242
dsbG b0604 at	150.424	2	0.000402638
IG 411 637857 640661 rev at	105.602	0	0.126378
ahpC b0605 at	4148.95	2	0.000327479
IG 412 638732 638945 fwd at	286.08	2	0.0204441
ahpF b0606 at	1004.14	2	0.00622665
IG 413 640542 641310 fwd at	793.096	0	0.741476
ybdQ b0607 at	5237.99	2	0.000402638
IG 414 641091 642779 rev at	809.696	2	0.00739771
ybdR b0608 at	157.183	1	0.0625767
IG 415 642550 642629 fwd at	279.174	2	0.000402638
b0609 at	960.056	2	0.0304463
rnk b0610 at	510.731	1	0.0547106
IG 416 643092 651457 fwd at	117.136	0	0.106856
IG 417 643191 643419 rev at	532.427	2	0.00049077
rna b0611 at	677.039	2	0.000493549
IG 418 644227 644339 rev at	928.005	2	0.0234132
ybdS b0612 at	577.651	0	0.165268
IG 419 645804 645853 rev at	0.178178	0	0.960938
citG b0613 at	12.294	0	0.951901
ybdU b0614 at	65.086	0	0.430652
citF b0615 at	654.668	0	0.296809
citE b0616 at	275.893	0	0.275462
citD b0617 at	112.035	0	0.350352
citC b0618 at	104.098	0	0.654528
IG 420 651167 653805 rev at	139.436	0	0.999339
citA b0619 at	369.429	0	0.296809
citB b0620 at	114.954	2	0.00320325
IG 421 653766 655779 fwd at	138.872	2	0.0244163
dcuC b0621 at	527.892	2	0.0304463
IG 422 655192 656777 rev at	134.726	0	0.915135
crcA b0622 at	426.217	0	0.9822
IG 423 656341 656514 fwd at	219.558	2	0.00320325
cspE b0623 at	8266.15	2	0.000327479
IG 424 656725 657253 fwd at	111.634	2	0.000419685
crcB b0624 at	102.064	2	0.00260662
IG 425 657162 658473 rev at	377.404	2	0.032405
ybeH b0625 at	199.792	0	0.167138
ybeM b0626 at	113.622	0	0.24776
IG 426 658042 658169 fwd at	325.374	2	0.000327479
ybeC b0627 at	483.626	2	0.0267372
IG 427 658374 674240 fwd at	58.386	2	5,58E-02
lipA b0628 at	424.317	2	0.00269283
IG 428 659440 659647 rev at	651.826	2	0.0177324
ybeF b0629 at	527.107	0	0.216313
IG 429 660449 660859 rev at	0.419426	0	0.695382
lipB b0630 at	135.497	2	0.015454
IG 430 661436 661601 rev at	351.907	2	0.00049077
ybeD b0631 at	1663.55	2	0.00049077
IG 431 661866 661974 rev at	498.685	2	0.00214285
dacA b0632 at	410.916	2	0.0109718
IG 432 663187 663324 rev at	272.159	2	0.000612512
rlpA b0633 at	567.066	2	0.0480985
mrdB b0634 at	509.594	2	0.0072983
mrdA b0635 at	241.944	2	0.0151637
IG 433 667441 667470 rev at	416.181	2	0.015625
ybeA b0636 at	568.527	2	0.00260662
ybeB b0637 at	821.011	2	0.00188612
IG 434 668152 668518 rev at	268.149	2	0.0109718
phpB b0638 at	137.546	0	0.254899
ybeN b0639 at	340.19	2	0.000761638
holA b0640 at	354.274	2	0.00188612
rlpB b0641 at	1147.22	2	0.00049077
leuS b0642 at	1118.57	2	0.00049077
IG 435 674007 674792 rev at	204.435	2	1,76E-01
ybeL b0643 at	3252.87	2	0.000327479
IG 436 674724 675933 fwd at	300.387	2	0.0489851
ybeQ b0644 at	822.202	2	0.00852936
IG 437 675777 678074 rev at	0.749399	0	0.993425
ybeR b0645 at	16.663	0	0.266065
ybeS b0646 at	526.068	0	0.0957232
IG 438 678066 678730 fwd at	0.601477	0	0.999673
ybeT b0647 at	383.829	2	0.0480985
IG 439 678630 680945 rev at	298.601	0	0.854062
ybeU b0648 at	579.516	2	0.0497698
ybeV b0649 at	447.769	0	0.28503
IG 440 680887 694323 fwd f at	267.665	2	3,11E-08
ybeW b0650 at	249.829	0	0.51252
IG 441 682617 682699 rev at	131.272	2	0.00852936
ybeK b0651 at	2818.18	2	0.000761638
IG 442 683636 683752 rev at	139.7	2	0.000327479
gltL b0652 at	830.596	2	0.00049077
gltK b0653 at	769.002	2	0.00852936
gltJ b0654 at	519.356	2	0.000603158
IG 443 685893 686061 rev at	740.743	2	0.000327479
ybeJ b0655 at	3824.19	2	0.00049077
IG 444 686971 687219 rev f at	5884.89	2	0.000218889
IG 445 688237 688565 rev at	242.971	2	0.000603158
lnt b0657 at	255.571	2	0.0204441
ybeX b0658 at	973.837	2	0.000603158
IG 446 691008 691096 rev at	1744.93	2	0.00049077
ybeY b0659 at	1066.1	2	0.00782678
ybeZ b0660 at	1519.72	2	0.00108112
