Merge ID	Ishihama2008_fin	Masuda2009_fin2	Taniguchi2010_fin_mmol	PengTable_fin	Thein_MergeMethods	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Entry name (Uniprot)	PAI lysate	emPAI	emPAI-derived copy no/cell (see Figure 2)	CAI	emPAI Value	Copy number per cell	mMol	molecules/cell (1molec/cell=10nM)	APEX	2D mol/cell	Mean emPAI value	MTH1/1	MTH1/2	MTH1/3	MTH2/1	MTH2/2	MTH2/3	MTH3/1	MTH3/2	MTH3/3	MTH4/1	MTH4/2	MTH4/3	MTH5/1	MTH5/2	Localization
Q46832	0	0	0	1	0	1	2	B	YGHD_ECOLI																										B
Q46834	0	0	0	1	0	0	1	G	YGHF_ECOLI																										
Q46835	0	0	1	1	0	1	3	I	YGHG_ECOLI							0.00070262	70.262																		I
Q46836	0	0	0	1	0	0	1	B	PPPA_ECOLI																										
Q46837	1	0	0	0	0	1	2	E	ACFD_ECOLI	0.05	1.29E-01	8.80E+01																							E
Q46839	0	0	0	1	0	0	1	B	GLCA_ECOLI																										
Q46841	1	0	0	1	0	0	2	B	YGHQ_ECOLI	0.17	4.68E-01	1.86E+02																							
Q46843	0	0	0	1	0	0	1	B	YGHS_ECOLI																										
Q46844	0	0	0	1	0	0	1	B	YGHT_ECOLI																										
Q46863	1	1	0	1	0	0	3	G	YGIS_ECOLI	0.14	3.89E-01	1.67E+02		0.17	8.47																				
Q46867	0	0	0	1	0	0	1	B	YGIZ_ECOLI																										
Q46888	0	0	0	1	0	0	1	B	YGBJ_ECOLI																										
Q46892	0	0	0	1	0	0	1	B	YGBN_ECOLI																										
Q46909	0	0	0	1	0	0	1	B	YGCS_ECOLI																										
Q47377	0	0	0	0	0	0	0	B	ARNE_ECOLI																										
Q47534	0	0	0	1	0	0	1	G	YAIO_ECOLI																										
Q47537	0	0	0	1	0	0	1	G	TAUA_ECOLI																										
Q47538	0	0	0	1	0	1	2	F1	TAUB_ECOLI									157.94																	F1
Q47539	0	0	0	1	0	0	1	B	TAUC_ECOLI																										
Q47706	0	0	0	1	0	0	1	H	UIDC_ECOLI																										
Q59385	0	0	0	1	0	1	2	B	COPA_ECOLI																										B
Q6BEX0	0	0	0	1	0	0	1	F1	YTFR_ECOLI																										
Q6BEX5	0	0	0	0	0	1	1	G	YJDP_ECOLI																										G
Q6BF25	0	0	0	0	0	0	0	B	LDRD_ECOLI																										
Q6BF87	0	0	0	0	0	0	0	B	LDRB_ECOLI																										
Q7DFV3	0	0	0	1	0	0	1	B	YMGG_ECOLI																										
P77667	0	0	0	1	0	0	1	F1	SUFA_ECOLI																										
P27242	0	1	0	1	0	0	2	F1	WAAU_ECOLI					0.17	8.47																				
C1P611	0	0	0	0	0	0	0	B	SHOB_ECOLI																										
C1P603	0	0	0	0	0	0	0	B	YOAJ_ECOLI																										
P06993	0	1	0	1	0	0	2	F1	MALT_ECOLI					0.33	16.12																				
P52696	0	0	0	1	0	0	1	B	YBHD_ECOLI																										
P15078	0	0	0	1	0	0	1	B	CSTA_ECOLI																										
P0AEC8	0	0	0	1	0	0	1	B	DCUS_ECOLI																										
P11551	0	0	0	1	0	0	1	B	FUCP_ECOLI																										
P77858	0	0	0	1	0	0	1	B	HYFC_ECOLI																										
P77672	0	0	0	1	0	0	1	B	LSRC_ECOLI																										
P0AFS1	0	0	0	1	0	0	1	B	LSRD_ECOLI																										
P0AF01	0	0	0	1	0	0	1	B	MODB_ECOLI																										
P0AFA5	0	0	1	1	0	0	2	B	NFRB_ECOLI							0.0010947	109.47																		
P0AFF4	0	0	0	1	0	0	1	B	NUPG_ECOLI																										
P76425	0	0	0	1	0	0	1	B	RCNA_ECOLI																										
P37746	0	0	0	1	0	0	1	B	RFBX_ECOLI																										
P37748	0	0	0	1	0	0	1	B	RFC_ECOLI																										
P45562	0	0	0	1	0	0	1	B	XAPB_ECOLI																										
P75763	0	0	0	1	0	0	1	B	YBHI_ECOLI																										
P76197	0	0	0	1	0	0	1	B	YDIM_ECOLI																										
P0ABD1	0	0	0	1	0	0	1	B	YEAV_ECOLI																										
P27843	0	0	0	1	0	0	1	B	YIGG_ECOLI																										
P39284	0	0	0	1	0	0	1	B	YJEO_ECOLI																										
P39357	0	0	0	1	0	0	1	B	YJHF_ECOLI																										
P39838	0	1	1	1	0	0	3	B	YOJN_ECOLI					0	5.07	0.0053264	532.64																		
P0AFM9	0	1	0	1	0	0	2	B	PSPB_ECOLI					3.64	165.27																				
P0ABC3	1	1	1	1	0	0	4	B	HFLC_ECOLI	0.5	2.16E+00	4.53E+02	0.52	5.45	244.42	0.00091042	91.042																		
P75910	0	0	0	1	0	0	1	B	YCDU_ECOLI																										
A5A605	0	0	0	0	0	0	0	B	YKFM_ECOLI																										
A5A624	0	0	0	0	0	0	0	B	DINQ_ECOLI																										
P77494	0	0	0	0	0	0	0	B	HOKB_ECOLI																										
C1P616	0	0	0	0	0	0	0	B	IBSD_ECOLI																										
P0AAW9	0	0	0	1	0	0	1	B	YBHT_ECOLI																										
P76482	0	0	0	1	0	0	1	B	YFBL_ECOLI																										
A5A615	0	0	0	0	0	0	0	B	YNCL_ECOLI																										
A5A618	0	0	0	0	0	0	0	B	YNHF_ECOLI																										
P76239	0	0	0	1	0	0	1	B	YOAI_ECOLI																										
C1P602	0	0	0	0	0	0	0	B	YOAK_ECOLI																										
C1P609	0	0	0	0	0	0	0	B	YOHP_ECOLI																										
C1P610	0	0	0	0	0	0	0	B	YPDK_ECOLI																										
P77381	0	0	0	1	0	0	1	B	DJLB_ECOLI																										
P77359	0	0	0	1	0	0	1	B	DJLC_ECOLI																										
P37747	1	1	1	1	0	0	4	B	GLF_ECOLI	0.95	7.86E+00	9.59E+02		2.43	112	0.07643	7643	1298.92	1853.76																
P77455	1	0	0	1	0	0	2	B	MAOC_ECOLI	0.13	3.50E-01	1.57E+02																							
P76083	0	0	0	1	0	0	1	B	PAAH_ECOLI																										
Q47536	0	0	0	1	0	0	1	B	YAIP_ECOLI																										
P75711	0	0	0	1	0	0	1	B	YBBV_ECOLI																										
P45848	0	0	0	1	0	0	1	B	YCIQ_ECOLI																										
A5A617	0	0	0	0	0	0	0	B	YDGU_ECOLI																										
Q46901	0	0	0	1	0	0	1	B	YGCL_ECOLI																										
P45545	0	0	0	1	0	0	1	B	YHFS_ECOLI																										
P75800	0	0	0	1	0	0	1	B	YLIE_ECOLI									347.37																	
P75786	0	0	0	1	0	0	1	B	YLIL_ECOLI																										
A5A612	0	0	0	0	0	0	0	B	YMGJ_ECOLI																										
Q46942	0	0	0	1	0	0	1	B	YQEI_ECOLI																										
C1P601	0	0	0	0	0	0	0	E	RZOQ_ECOLI																										
P76481	0	0	0	1	0	0	1	E	YFBK_ECOLI																										
P0AAG3	0	0	0	1	0	0	1	F1	GLTL_ECOLI																										
P36937	0	0	0	1	0	0	1	F1	KDPF_ECOLI																										
P77257	0	0	0	1	0	0	1	F1	LSRA_ECOLI																										
P09833	0	0	0	1	0	0	1	F1	MODC_ECOLI																										
P31060	0	0	0	1	0	0	1	F1	MODF_ECOLI																										
P0AFV8	0	0	0	1	0	0	1	F1	PSPD_ECOLI																										
C1P605	0	0	0	0	0	0	0	F1	AZUC_ECOLI																										
P76639	0	0	0	1	0	0	1	F1	YGEH_ECOLI																										
P0ACG4	0	0	0	0	0	0	0	G	HOKC_ECOLI																										
P28721	0	0	0	1	0	0	1	G	GLTF_ECOLI																										
Q46943	0	0	0	1	0	0	1	B	YQEJ_ECOLI																										
P46883	0	0	0	1	0	0	1	G	AMO_ECOLI																										
P0AEE5	0	1	0	1	0	0	2	G	DGAL_ECOLI					5.42	243.12			676.77	1693.96																
P0AEG4	1	1	1	1	0	0	4	G	DSBA_ECOLI	1.78	5.89E+01	3.09E+03		0.39	18.96	0.0041097	410.97		5848.95																
P37329	1	0	0	1	0	0	2	G	MODA_ECOLI	0.53	2.38E+00	4.79E+02	0.42						3739.49																
P33342	0	0	0	1	0	0	1	G	YEHC_ECOLI																										
P28722	0	0	0	1	0	0	1	G	YHCA_ECOLI																										
P37325	0	0	0	1	0	0	1	G	YBCH_ECOLI																										
P76394	0	0	0	1	0	0	1	G	YEGJ_ECOLI																										
P33340	0	0	0	1	0	0	1	G	YEHA_ECOLI																										
P33343	0	0	0	1	0	0	1	G	YEHD_ECOLI																										
P33344	0	0	0	1	0	0	1	G	YEHE_ECOLI																										
P77619	0	0	0	1	0	0	1	G	YFEW_ECOLI																										
P45422	0	0	0	1	0	0	1	G	YHCF_ECOLI																										
P64534	1	0	0	1	0	0	2	G	YOHN_ECOLI	0.5	2.16E+00	4.53E+02																							
P31600	0	0	1	1	0	0	2	H	NFRA_ECOLI							0.00043601	43.601																		
P06129	1	1	0	1	0	0	3	H	BTUB_ECOLI	0.23	7.11E-01	2.38E+02		1.97	91.13				2365.15																
P06971	1	1	1	1	0	0	4	H	FHUA_ECOLI	0.53	2.38E+00	4.79E+02	0.46	0.56	26.92	0.0016682	166.82																		
P06996	1	1	1	1	0	0	4	H	OMPC_ECOLI	1.88	7.53E+01	3.56E+03		77.48	3204.57	0.00034637	34.637		3419.88																
P33341	0	0	0	1	0	0	1	H	YEHB_ECOLI																										
P45420	0	0	0	1	0	0	1	H	YHCD_ECOLI																										
P52143	0	0	0	1	0	0	1	H	YPJA_ECOLI																										
P33666	0	0	0	0	0	0	0	H	YDBA_ECOLI																										
P77286	0	0	0	1	0	0	1	H	YDEU_ECOLI																										
P45564	0	0	0	1	0	0	1	H	YFEN_ECOLI																										
P0ADB4	0	0	0	0	0	0	0	I	ECNA_ECOLI																										
P77296	0	0	0	1	0	0	1	I	YBET_ECOLI																										
P77335	0	0	0	1	0	0	1	X	HLYE_ECOLI																										
P0A927	1	1	0	1	1	1	5	H	TSX_ECOLI	1.71	5.08E+01	2.83E+03	0.62	17.74	767.47					0.3	0.21	0.21	0.1	0.42	1.39	 	0.33	0.1	0.1	0.1	0.33	 	0.21	0.1	H
P0ABC7	1	1	1	1	1	1	6	B	HFLK_ECOLI	0.47	1.96E+00	4.27E+02	0.46	1.74	81	0.028619	2861.9			0.49	  	0.15	0.15	 	  	0.24	1.49	0.42	1.16	0.23	0.42	0.52	0.15	0.52	B
P0AFM6	1	1	0	1	0	1	4	F1	PSPA_ECOLI	0.9	6.94E+00	8.92E+02	0.45	1.68	78																				F1
P0AFN2	0	0	0	1	0	1	2	B	PSPC_ECOLI																										B
P0AGC7	0	0	1	1	1	1	4	B	SMP_ECOLI							0.0027935	279.35			0.14	0.14	  	 												B
P23857	0	0	0	1	0	0	1	G	PSPE_ECOLI																										
P27840	0	0	0	1	0	0	1	G	YIGE_ECOLI																										
P31450	0	0	0	1	0	0	1	F1	GLVG_ECOLI																										
P32051	0	0	0	1	0	0	1	E	YDEK_ECOLI																										
P32696	0	0	0	1	0	0	1	B	PSPG_ECOLI																										
P33669	0	0	0	1	0	0	1	B	YBBD_ECOLI																										
P33924	0	0	0	1	0	1	2	H	YEJO_ECOLI																										H
P36943	0	0	0	1	0	0	1	H	EAEH_ECOLI																										
P39180	0	0	1	1	0	0	2	H	AG43_ECOLI							0.0010123	101.23																		
P42626	0	0	0	0	0	1	1	B	YHAM_ECOLI																										B
P45766	0	0	0	1	0	0	1	G	YHDW_ECOLI																										
P46879	0	0	0	1	0	0	1	B	YQGD_ECOLI																										
P52048	0	0	0	1	0	0	1	B	YGGP_ECOLI																										
P52137	0	0	0	1	0	0	1	B	YFJV_ECOLI																										
P69789	0	0	0	1	0	0	1	B	PTXB_ECOLI																										
P75684	0	0	0	1	0	0	1	B	YAGP_ECOLI																										
P75901	0	0	0	1	0	1	2	B	EFEU_ECOLI																										B
P75936	0	0	0	1	0	0	1	F4	FLGD_ECOLI										3483.8																
P76147	0	0	0	1	0	0	1	B	YNEF_ECOLI																										
P76356	0	0	0	0	0	0	0	H	YOEA_ECOLI																										
P76628	0	0	0	0	0	0	0	B	YGAY_ECOLI																										
P76692	0	0	0	1	0	0	1	B	YZGL_ECOLI																										
P77199	0	0	0	1	0	0	1	H	YAIT_ECOLI																										
P77228	0	0	0	0	0	0	0	B	YDFJ_ECOLI																										
P77481	0	0	0	1	0	1	2	F1	YCJV_ECOLI																										F1
Q2EEQ3	0	0	0	1	0	0	1	B	YAHH_ECOLI																										
Q46797	0	0	0	1	0	0	1	G	YGEQ_ECOLI																										
Q46817	0	0	0	1	0	0	1	B	YGFQ_ECOLI																										
Q46833	0	0	0	1	0	1	2	B	YGHE_ECOLI																										B
Q47153	0	0	0	1	0	0	1	B	FHIA_ECOLI																										
Q9JMS3	0	0	0	0	0	0	0	H	YUAQ_ECOLI																										
P39347	1	0	0	1	0	0	2	B	INTB_ECOLI	0.11	2.92E-01	1.41E+02	0.21																						
P77330	0	1	0	1	1	1	4	I	BORD_ECOLI					1.68	78					0.53	  	0.32	0.75	0.48	0.73	1.45	 	  	0.32	0.32	0.32	0.32	0.32	0.32	I
P23895	0	0	0	1	0	0	1	B	EMRE_ECOLI																										
P0A9R2	0	0	0	1	0	0	1	B	ESSD_ECOLI																										
P0ACG6	0	0	0	1	0	0	1	G	HOKD_ECOLI																										
P38392	0	0	0	1	0	1	2	B	SIEB_ECOLI																										B
P23849	0	0	0	1	0	0	1	B	TRKG_ECOLI																										
P77368	0	0	0	1	0	1	2	G	YBCL_ECOLI																										G
P28916	0	0	0	1	0	0	1	B	YBFD_ECOLI																										
P28917	%s	
