Merge ID	Masuda2009_fin	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	DetectedProtein	# Studies	DB_NoveV12 Duplicates	Normalized And Descr Itensity	0BS_C0LL	ABS_CALL	ABS_CALL	Merge ID	Masuda2009_fin	Taniguchi2010_fin_mmol	DetectedProtein	# Studies	DB_NoveV12 Duplicates	Copy number per cell	mMol	Merge ID
P08322	0	0	0	0	0	0	B						0	0	0	0	B			
P14497	0	0	0	0	0	0	G						0	0	0	0	G			
P33790	0	0	0	0	0	0	B						0	0	0	0	B			
P15069	0	0	0	0	0	0	G						0	0	0	0	G			
P41066	0	0	0	0	0	0	E						0	0	0	0	E			
P08321	0	0	0	0	0	0	B						0	0	0	0	B			
P24082	0	0	0	0	0	0	H						0	0	0	0	H			
P41068	0	0	0	0	0	0	B						0	0	0	0	B			
P18033	0	0	0	0	0	0	B						0	0	0	0	B			
P09129	0	0	0	0	0	0	B						0	0	0	0	B			
P13979	0	0	0	0	0	0	I						0	0	0	0	I			
P18471	0	0	0	0	0	0	G						0	0	0	0	G			
P18472	0	0	0	0	0	0	G						0	0	0	0	G			
P22709	0	0	0	0	0	0	B						0	0	0	0	B			
P18034	0	0	0	0	0	0	B						0	0	0	0	B			
P18035	0	0	0	0	0	0	G						0	0	0	0	G			
P18473	0	0	0	0	0	0	G						0	0	0	0	G			
Q05807	0	0	0	0	0	0	B						0	0	0	0	B			
P15068	0	0	0	0	0	0	B						0	0	0	0	B			
P18006	0	0	0	0	0	0	B						0	0	0	0	B			
P18353	0	0	0	0	0	0	B						0	0	0	0	B			
P47737	0	1	1	1	0	3	G		2	2	2		0	0	0	0	G			
Q9JMT7	0	1	0	0	0	1	B		2				0	0	0	0	B			
Q9JMT6	0	0	0	0	0	0	B						0	0	0	0	B			
Q9JMT5	0	0	0	0	0	0	E						0	0	0	0	E			
Q9JMS7	0	0	0	0	0	0	B						0	0	0	0	B			
Q9JMS4	0	0	0	0	0	0	B						0	0	0	0	B			
P08868	0	1	0	0	0	1	F1		2				0	0	0	0	F1			
Q9S4W7	0	0	0	0	0	0	B						0	0	0	0	B			
Q9JMR4	1	1	0	0	0	2	E	1	2				1	0	0	1	E	25.05		
