#internal_id	string_external_id abundance
811834	b0006	155,873899221
811837	b0009	224,440223597
811841	b0014	25762,9899393
811842	b0015	729,21655608
811851	b0025	139,81903567
811852	b0026	677,530048718
811855	b0029	324,323050592
811857	b0031	532,687257985
811858	b0032	5047,24508483
811868	b0042	3,44788242273
811869	b0043	35,4518462607
811873	b0047	32,8606462804
811874	b0048	401,181214904
811876	b0050	8,67258768906
811879	b0053	72,6487863856
811882	b0058	57,5034869091
811883	b0059	274,455671379
811887	b0063	16,8586643614
811903	b0080	303,88958789
811904	b0081	61,966696671
811905	b0082	211,706326551
811908	b0085	335,502227649
811909	b0086	202,187632746
811913	b0090	131,040684716
811917	b0094	623,178307091
811921	b0098	754,293026093
811922	b0099	40,9092307089
811923	b0101	232,171518232
811926	b0104	713,669356198
811928	b0107	8,18607667236
811930	b0109	413,714161748
811935	b0114	8917,85269944
811936	b0115	8996,82612904
811937	b0116	5132,44797071
811939	b0118	2449,40317155
811940	b0119	40,8986543824
811941	b0120	515,077674445
811944	b0123	6,9909517835
811948	b0127	120,739342754
811951	b0130	20,5603786189
811954	b0133	563,792234074
811960	b0139	13,4848162238
811964	b0143	282,134084382
811965	b0144	23,9024977772
811968	b0147	16,4673402828
811970	b0149	9,99462849532
811971	b0150	41,3005547875
811972	b0151	117,238578699
811977	b0156	2108,27433823
811983	b0162	6,79000158095
811984	b0163	1587,78158464
811987	b0167	81,6280875417
811988	b0168	1321,73409279
811990	b0170	7686,09141576
811991	b0171	1448,16349918
811992	b0172	94,7321560133
811994	b0174	222,82204565
811998	b0178	215,19651428
811999	b0179	1018,45793184
812000	b0180	1790,46630473
812002	b0182	137,788380992
812004	b0184	86,1864842417
812006	b0186	93,9283552031
812007	b0187	325,37010691
812010	b0190	89,6132140115
812011	b0191	5,56314771274
812017	b0197	164,535910584
812022	b0208	196,804282583
812023	b0209	84,2615928278
812025	b0211	8,16492401946
812026	b0212	77,1014198211
812031	b0219	239,141317363
812033	b0221	125,763097818
812038	b0226	582,173889444
812040	b0228	1,66048325266
812043	b0233	24,7486038932
812045	b0237	1750,14934831
812047	b0239	51,9720681757
812051	b0243	539,297462016
812148	b0351	197,333098906
812149	b0352	18,5931818992
812153	b0356	302,155070352
812154	b0357	1936,02828567
812173	b0381	270,563583246
812179	b0387	37,0171425753
812181	b0389	433,417857924
812183	b0391	1086,72811907
812187	b0397	31,9405058792
812190	b0400	115,74731667
812197	b0407	16269,1505014
812210	b0420	631,343231111
812211	b0421	239,892236541
812216	b0426	1356,36098559
812218	b0428	71,7709512902
812219	b0429	1206,63193204
812220	b0430	494,633635417
812224	b0434	101,067375557
812225	b0435	868,020264411
812226	b0436	7717,58771593
812227	b0437	4591,1938883
812229	b0439	1680,06003292
812230	b0440	12127,0908921
812234	b0444	166,936736688
812235	b0445	35,3989646284
812238	b0448	19,7883067881
812239	b0449	57,3554183388
812244	b0454	42,5274086558
812245	b0456	11,1897533842
812248	b0459	86,4931977087
812250	b0461	2,97194773247
812259	b0470	151,727979253
812260	b0471	968,273262831
812263	b0474	7270,06103852
812264	b0475	5,30931587794
812270	b0481	292,03352594
812271	b0482	86,7258768906
812274	b0485	233,842577811
812281	b0492	1349,1267783
812282	b0493	306,406753585
812288	b0503	72,141122716
812292	b0507	12,4906415375
812298	b0514	44,4734527226
812300	b0516	10,8936162436
812307	b0524	57,3342656859
812308	b0525	4070,45787921
812309	b0526	846,106116006
812319	b0537	18,7200978166
812343	b0568	11,3695509338
812344	b0569	29,4656454899
812345	b0570	22,5910332974
812352	b0577	95,8849755964
812354	b0579	63,4050770682
812356	b0581	123,584374569
812361	b0586	341,350936176
812367	b0592	89,4334164618
812369	b0594	349,537012849
812372	b0597	941,092103854
812377	b0602	21,0574659621
812379	b0604	164,049399567
812382	b0607	849,585727408
812384	b0610	46,2502755662
812385	b0611	15,6000815139
812387	b0613	4,81222853478
812394	b0620	11,23205869
812397	b0623	32332,3587742
812399	b0627	287,221297405
812400	b0628	325,719125683
812403	b0631	2254,91510446
812404	b0632	54,1719440773
812408	b0636	154,710503312
812409	b0637	645,261676719
812410	b0638	21,8929957517
812414	b0642	1020,78472366
812415	b0643	724,785075297
812422	b0650	3,17289793502
812427	b0655	2,18929957517
812430	b0658	461,973939339
812431	b0659	218,644396702
812432	b0660	598,926790541
812434	b0662	195,873565855
812437	b0676	398,748659821
812441	b0680	711,723312131
812444	b0683	2043,44145709
812445	b0684	3755,25162202
812447	b0686	139,596932815
812448	b0687	528,636524954
812449	b0688	1042,91039859
812453	b0694	58,7620697566
812454	b0695	92,7332303143
812464	b0708	36,7633107405
812470	b0714	9,36004890832
812476	b0720	942,392992008
812481	b0726	1676,2948607
812488	b0733	5130,43846869
812491	b0736	347,908258575
812495	b0740	35,5258805458
812497	b0742	2,67581059187
812503	b0755	8038,87536083
812504	b0756	507,885772459
812524	b0776	10,1638497185
812527	b0779	121,945043969
812531	b0783	1,91431508746
812532	b0784	93,6533707154
812533	b0785	80,5810312231
812542	b0794	10,9782268552
812548	b0800	547,980626031
812549	b0801	586,457301657
812554	b0806	17,3451753781
812555	b0807	213,37738613
812560	b0812	91,8765478718
812567	b0819	100,633746172
812568	b0820	270,235717126
812570	b0822	142,812136055
812574	b0826	14,9126202946
812575	b0827	242,345944277
812578	b0830	22,9188994173
812584	b0836	6,51501709325
812586	b0838	1131,43425098
812592	b0844	67,1067913257
812612	b0864	378,653639566
812613	b0865	9,75137298697
812614	b0866	592,612723651
812625	b0877	98,0108172129
812626	b0878	2,65465793897
812628	b0880	566,668994869
812630	b0882	2090,65417837
812631	b0884	6745,10507517
812633	b0886	174,17094398
812634	b0887	166,883855056
812637	b0890	48,4924567736
812638	b0891	30,3540569117
812639	b0892	91,5909870577
812640	b0893	1778,38813993
812648	b0901	7,62553137051
812650	b0903	2527,14974729
812652	b0905	3,43730609627
812654	b0907	1985,87451223
812661	b0914	256,962427431
812665	b0918	379,838188128
812666	b0919	12,5117941904
812669	b0922	116,339590951
812671	b0924	400,800467152
812672	b0925	28,5243524359
812674	b0927	447,304574553
812675	b0928	2623,51065757
812678	b0931	292,054678592
812679	b0932	1413,83274352
812680	b0933	2,70753957122
812695	b0948	4,42090445613
812696	b0949	148,28009683
812698	b0951	7,99570279626
812699	b0952	7,86878687886
812701	b0954	6456,97421369
812705	b0958	16,6154088531
812706	b0959	4,05073303038
812711	b0964	3,38442446402
812712	b0965	260,547802098
812715	b0968	156,053696771
812724	b0978	32,6914250572
812736	b0990	0,634579587005
812739	b0993	29,232966308
812743	b0997	8,57740075101
812745	b0999	473,692509046
