Join Name	CommonCore	K12	No files found in	CommonCore Duplicates	K12 Duplicates
P75810		1	1		1	P75810
P75811		1	1		1	P75811
P75817		1	1		1	P75817
P75818		1	1		1	P75818
P75821		1	1		1	P75821
P75822		1	1		1	P75822
P75825		1	1		1	P75825
P75828		1	1		1	P75828
P75829		1	1		1	P75829
P75835		1	1		1	P75835
P75838		1	1		1	P75838
P75843		1	1		1	P75843
P75853		1	1		1	P75853
P75855		1	1		1	P75855
P75856		1	1		1	P75856
P75857		1	1		1	P75857
P75858		1	1		1	P75858
P75859		1	1		1	P75859
P75860		1	1		1	P75860
P75862		1	1		1	P75862
P75869		1	1		1	P75869
P75883		1	1		1	P75883
P75884		1	1		1	P75884
P75885		1	1		1	P75885
P75894		1	1		1	P75894
P75898		1	1		1	P75898
P75913		1	1		1	P75913
P75914		1	1		1	P75914
P75915		1	1		1	P75915
P75916		1	1		1	P75916
P75917		1	1		1	P75917
P75920		1	1		1	P75920
P75931		1	1		1	P75931
P75933		1	1		1	P75933
P75946		1	1		1	P75946
P75948		1	1		1	P75948
P75955		1	1		1	P75955
P75960		1	1		1	P75960
P75961		1	1		1	P75961
P75962		1	1		1	P75962
P75987		1	1		1	P75987
P75988		1	1		1	P75988
P75991		1	1		1	P75991
P75992		1	1		1	P75992
P75993		1	1		1	P75993
P75994		1	1		1	P75994
P76001		1	1		1	P76001
P76002		1	1		1	P76002
P76008		1	1		1	P76008
P76010		1	1		1	P76010
P76012		1	1		1	P76012
P76014		1	1		1	P76014
P76015		1	1		1	P76015
P76034		1	1		1	P76034
P76035		1	1		1	P76035
P76037		1	1		1	P76037
P76038		1	1		1	P76038
P76041		1	1		1	P76041
P76042		1	1		1	P76042
P76043		1	1		1	P76043
P76044		1	1		1	P76044
P76045		1	1		1	P76045
P76046		1	1		1	P76046
P76049		1	1		1	P76049
P76052		1	1		1	P76052
P76053		1	1		1	P76053
P76076		1	1		1	P76076
P76082		1	1		1	P76082
P76090		1	1		1	P76090
P76091		1	1		1	P76091
P76092		1	1		1	P76092
P76093		1	1		1	P76093
P76096		1	1		1	P76096
P76097		1	1		1	P76097
P76100		1	1		1	P76100
P76106		1	1		1	P76106
P76116		1	1		1	P76116
P76117		1	1		1	P76117
P76118		1	1		1	P76118
P76121		1	1		1	P76121
P76127		1	1		1	P76127
P76128		1	1		1	P76128
P76129		1	1		1	P76129
P76134		1	1		1	P76134
P76136		1	1		1	P76136
P76142		1	1		1	P76142
P76143		1	1		1	P76143
P76148		1	1		1	P76148
P76150		1	1		1	P76150
P76170		1	1		1	P76170
P76172		1	1		1	P76172
P76173		1	1		1	P76173
P76175		1	1		1	P76175
P76176		1	1		1	P76176
P76177		1	1		1	P76177
P76180		1	1		1	P76180
P76187		1	1		1	P76187
P76192		1	1		1	P76192
P76194		1	1		1	P76194
P76196		1	1		1	P76196
P76198		1	1		1	P76198
P76201		1	1		1	P76201
P76206		1	1		1	P76206
P76208		1	1		1	P76208
P76210		1	1		1	P76210
P76214		1	1		1	P76214
P76215		1	1		1	P76215
P76216		1	1		1	P76216
P76219		1	1		1	P76219
P76220		1	1		1	P76220
P76221		1	1		1	P76221
P76223		1	1		1	P76223
P76224		1	1		1	P76224
P76226		1	1		1	P76226
P76227		1	1		1	P76227
P76228		1	1		1	P76228
P76230		1	1		1	P76230
P76231		1	1		1	P76231
P76254		1	1		1	P76254
P76269		1	1		1	P76269
P76272		1	1		1	P76272
P76273		1	1		1	P76273
P76275		1	1		1	P76275
P76280		1	1		1	P76280
P76290		1	1		1	P76290
P76291		1	1		1	P76291
P76296		1	1		1	P76296
P76297		1	1		1	P76297
P76308		1	1		1	P76308
P76319		1	1		1	P76319
P76329		1	1		1	P76329
P76330		1	1		1	P76330
P76334		1	1		1	P76334
P76339		1	1		1	P76339
P76344		1	1		1	P76344
P76345		1	1		1	P76345
P76352		1	1		1	P76352
P76372		1	1		1	P76372
P76393		1	1		1	P76393
P76395		1	1		1	P76395
P76396		1	1		1	P76396
P76402		1	1		1	P76402
P76406		1	1		1	P76406
P76407		1	1		1	P76407
P76417		1	1		1	P76417
P76418		1	1		1	P76418
P76421		1	1		1	P76421
P76440		1	1		1	P76440
P76445		1	1		1	P76445
P76460		1	1		1	P76460
P76462		1	1		1	P76462
P76463		1	1		1	P76463
P76464		1	1		1	P76464
P76466		1	1		1	P76466
P76471		1	1		1	P76471
P76472		1	1		1	P76472
P76474		1	1		1	P76474
P76483		1	1		1	P76483
P76491		1	1		1	P76491
P76498		1	1		1	P76498
P76499		1	1		1	P76499
P76500		1	1		1	P76500
P76501		1	1		1	P76501
P76502		1	1		1	P76502
P76518		1	1		1	P76518
P76520		1	1		1	P76520
P76521		1	1		1	P76521
P76524		1	1		1	P76524
P76535		1	1		1	P76535
P76537		1	1		1	P76537
P76538		1	1		1	P76538
P76540		1	1		1	P76540
P76541		1	1		1	P76541
P76551		1	1		1	P76551
P76552		1	1		1	P76552
P76555		1	1		1	P76555
P76556		1	1		1	P76556
P76559		1	1		1	P76559
P76561		1	1		1	P76561
P76562		1	1		1	P76562
P76573		1	1		1	P76573
P76575		1	1		1	P76575
P76576		1	1		1	P76576
P76585		1	1		1	P76585
P76621		1	1		1	P76621
P76630		1	1		1	P76630
P76633		1	1		1	P76633
P76641		1	1		1	P76641
P76655		1	1		1	P76655
P76656		1	1		1	P76656
P76657		1	1		1	P76657
P76773		1	1		1	P76773
P76909		1	1		1	P76909
P76938		1	1		1	P76938
P77044		1	1		1	P77044
P77091		1	1		1	P77091
P77129		1	1		1	P77129
P77147		1	1		1	P77147
P77148		1	1		1	P77148
P77154		1	1		1	P77154
P77165		1	1		1	P77165
P77171		1	1		1	P77171
P77174		1	1		1	P77174
P77180		1	1		1	P77180
P77183		1	1		1	P77183
P77187		1	1		1	P77187
P77188		1	1		1	P77188
P77196		1	1		1	P77196
P77212		1	1		1	P77212
P77213		1	1		1	P77213
P77214		1	1		1	P77214
P77219		1	1		1	P77219
P77221		1	1		1	P77221
P77239		1	1		1	P77239
P77245		1	1		1	P77245
P77249		1	1		1	P77249
P77252		1	1		1	P77252
P77263		1	1		1	P77263
P77268		1	1		1	P77268
P77272		1	1		1	P77272
P77277		1	1		1	P77277
P77279		1	1		1	P77279
P77288		1	1		1	P77288
P77294		1	1		1	P77294
P77297		1	1		1	P77297
P77306		1	1		1	P77306
P77307		1	1		1	P77307
P77308		1	1		1	P77308
P77318		1	1		1	P77318
P77319		1	1		1	P77319
P77324		1	1		1	P77324
P77328		1	1		1	P77328
P77329		1	1		1	P77329
P77334		1	1		1	P77334
P77337		1	1		1	P77337
P77339		1	1		1	P77339
P77357		1	1		1	P77357
P77360		1	1		1	P77360
P77366		1	1		1	P77366
P77374		1	1		1	P77374
P77378		1	1		1	P77378
P77390		1	1		1	P77390
P77393		1	1		1	P77393
P77397		1	1		1	P77397
P77400		1	1		1	P77400
P77409		1	1		1	P77409
P77416		1	1		1	P77416
P77423		1	1		1	P77423
P77425		1	1		1	P77425
P77432		1	1		1	P77432
P77433		1	1		1	P77433
P77437		1	1		1	P77437
P77439		1	1		1	P77439
P77445		1	1		1	P77445
P77453		1	1		1	P77453
P77454		1	1		1	P77454
P77463		1	1		1	P77463
P77468		1	1		1	P77468
P77475		1	1		1	P77475
P77489		1	1		1	P77489
P77503		1	1		1	P77503
P77506		1	1		1	P77506
P77510		1	1		1	P77510
P77519		1	1		1	P77519
P77536		1	1		1	P77536
P77538		1	1		1	P77538
P77552		1	1		1	P77552
P77554		1	1		1	P77554
P77555		1	1		1	P77555
P77562		1	1		1	P77562
P77564		1	1		1	P77564
P77579		1	1		1	P77579
P77580		1	1		1	P77580
P77585		1	1		1	P77585
P77588		1	1		1	P77588
P77599		1	1		1	P77599
P77610		1	1		1	P77610
P77615		1	1		1	P77615
P77616		1	1		1	P77616
P77622		1	1		1	P77622
P77624		1	1		1	P77624
P77627		1	1		1	P77627
P77668		1	1		1	P77668
P77671		1	1		1	P77671
P77694		1	1		1	P77694
P77712		1	1		1	P77712
P77714		1	1		1	P77714
P77716		1	1		1	P77716
P77717		1	1		1	P77717
P77718		1	1		1	P77718
P77721		1	1		1	P77721
P77731		1	1		1	P77731
P77736		1	1		1	P77736
P77747		1	1		1	P77747
P77754		1	1		1	P77754
P77783		1	1		1	P77783
P77789		1	1		1	P77789
P77790		1	1		1	P77790
P77802		1	1		1	P77802
P77804		1	1		1	P77804
P78271		1	1		1	P78271
P80644		1	1		1	P80644
P80645		1	1		1	P80645
P80668		1	1		1	P80668
Q06067		1	1		1	Q06067
Q2EEQ2		1	1		1	Q2EEQ2
Q2EES1		1	1		1	Q2EES1
Q2EES6		1	1		1	Q2EES6
Q2EET2		1	1		1	Q2EET2
Q2EEU2		1	1		1	Q2EEU2
Q2M5U1		1	1		1	Q2M5U1
Q2M7M3		1	1		1	Q2M7M3
Q2M7R5		1	1		1	Q2M7R5
Q2M7X4		1	1		1	Q2M7X4
Q2MB16		1	1		1	Q2MB16
Q46755		1	1		1	Q46755
Q46799		1	1		1	Q46799
Q46800		1	1		1	Q46800
Q46801		1	1		1	Q46801
Q46802		1	1		1	Q46802
Q46803		1	1		1	Q46803
Q46806		1	1		1	Q46806
Q46807		1	1		1	Q46807
Q46808		1	1		1	Q46808
Q46809		1	1		1	Q46809
Q46810		1	1		1	Q46810
Q46811		1	1		1	Q46811
Q46812		1	1		1	Q46812
Q46814		1	1		1	Q46814
Q46819		1	1		1	Q46819
Q46821		1	1		1	Q46821
Q46822		1	1		1	Q46822
Q46824		1	1		1	Q46824
Q46829		1	1		1	Q46829
Q46831		1	1		1	Q46831
Q46832		1	1		1	Q46832
Q46834		1	1		1	Q46834
Q46835		1	1		1	Q46835
Q46836		1	1		1	Q46836
Q46837		1	1		1	Q46837
Q46841		1	1		1	Q46841
Q46843		1	1		1	Q46843
Q46844		1	1		1	Q46844
Q46857		1	1		1	Q46857
Q46858		1	1		1	Q46858
Q46864		1	1		1	Q46864
Q46865		1	1		1	Q46865
Q46867		1	1		1	Q46867
Q46868		1	1		1	Q46868
Q46889		1	1		1	Q46889
Q46892		1	1		1	Q46892
Q46904		1	1		1	Q46904
Q46905		1	1		1	Q46905
Q46906		1	1		1	Q46906
Q46907		1	1		1	Q46907
Q46908		1	1		1	Q46908
Q46909		1	1		1	Q46909
Q46919		1	1		1	Q46919
Q46938		1	1		1	Q46938
Q46941		1	1		1	Q46941
Q47013		1	1		1	Q47013
Q47129		1	1		1	Q47129
Q47138		1	1		1	Q47138
Q47140		1	1		1	Q47140
Q47156		1	1		1	Q47156
Q47157		1	1		1	Q47157
Q47208		1	1		1	Q47208
Q47377		1	1		1	Q47377
Q47534		1	1		1	Q47534
Q47537		1	1		1	Q47537
Q47679		1	1		1	Q47679
Q47702		1	1		1	Q47702
Q47706		1	1		1	Q47706
Q47710		1	1		1	Q47710
Q57261		1	1		1	Q57261
Q6BEX5		1	1		1	Q6BEX5
Q6BF25		1	1		1	Q6BF25
Q6BF87		1	1		1	Q6BF87
Q7DFV3		1	1		1	Q7DFV3
P0A6T3		1	1		1	P0A6T3
P76141		1	1		1	P76141
P04982		1	1		1	P04982
P37749		1	1		1	P37749
A5A621		1	1		1	A5A621
P64567		1	1		1	P64567
P27242		1	1		1	P27242
C1P611		1	1		1	C1P611
P39308		1	1		1	P39308
C1P603		1	1		1	C1P603
P23325		1	1		1	P23325
P33647		1	1		1	P33647
P08365		1	1		1	P08365
P0AB87		1	1		1	P0AB87
P09148		1	1		1	P09148
P68066		1	1		1	P68066
P25666		1	1		1	P25666
C1P607		1	1		1	C1P607
C1P608		1	1		1	C1P608
C1P615		1	1		1	C1P615
C1P617		1	1		1	C1P617
C1P619		1	1		1	C1P619
P0AD72		1	1		1	P0AD72
P0AD74		1	1		1	P0AD74
A8DYP9		1	1		1	A8DYP9
P60995		1	1		1	P60995
P62522		1	1		1	P62522
P03061		1	1		1	P03061
P0AD83		1	1		1	P0AD83
P0AD86		1	1		1	P0AD86
P0AD92		1	1		1	P0AD92
P76077		1	1		1	P76077
P76078		1	1		1	P76078
P76079		1	1		1	P76079
P76080		1	1		1	P76080
P76081		1	1		1	P76081
P77467		1	1		1	P77467
P76084		1	1		1	P76084
P0C7L2		1	1		1	P0C7L2
P76085		1	1		1	P76085
P76086		1	1		1	P76086
P77181		1	1		1	P77181
P02338		1	1		1	P02338
P27127		1	1		1	P27127
P27126		1	1		1	P27126
P27241		1	1		1	P27241
P05719		1	1		1	P05719
P36667		1	1		1	P36667
P75688		1	1		1	P75688
P08339		1	1		1	P08339
Q47152		1	1		1	Q47152
P71311		1	1		1	P71311
P0AAS9		1	1		1	P0AAS9
P77216		1	1		1	P77216
P77427		1	1		1	P77427
P21829		1	1		1	P21829
P52696		1	1		1	P52696
P0AAV8		1	1		1	P0AAV8
P75764		1	1		1	P75764
P62066		1	1		1	P62066
P76023		1	1		1	P76023
A5A613		1	1		1	A5A613
P37757		1	1		1	P37757
P76122		1	1		1	P76122
P76123		1	1		1	P76123
P76204		1	1		1	P76204
P76322		1	1		1	P76322
P69346		1	1		1	P69346
P76484		1	1		1	P76484
P76485		1	1		1	P76485
P76486		1	1		1	P76486
P76505		1	1		1	P76505
P45956		1	1		1	P45956
Q46896		1	1		1	Q46896
P38036		1	1		1	P38036
Q46897		1	1		1	Q46897
Q46898		1	1		1	Q46898
Q46899		1	1		1	Q46899
P76632		1	1		1	P76632
Q46787		1	1		1	Q46787
Q46789		1	1		1	Q46789
Q46796		1	1		1	Q46796
P64594		1	1		1	P64594
P09162		1	1		1	P09162
P32704		1	1		1	P32704
P39283		1	1		1	P39283
C1P621		1	1		1	C1P621
P39351		1	1		1	P39351
P39358		1	1		1	P39358
P39359		1	1		1	P39359
P39356		1	1		1	P39356
P39390		1	1		1	P39390
P39410		1	1		1	P39410
P39399		1	1		1	P39399
P56614		1	1		1	P56614
A5A611		1	1		1	A5A611
P77658		1	1		1	P77658
C1P600		1	1		1	C1P600
C1P604		1	1		1	C1P604
P69348		1	1		1	P69348
C1P606		1	1		1	C1P606
P76613		1	1		1	P76613
P77136		1	1		1	P77136
C1P613		1	1		1	C1P613
C1P618		1	1		1	C1P618
P39317		1	1		1	P39317
P0AEC8		1	1		1	P0AEC8
P77858		1	1		1	P77858
P77672		1	1		1	P77672
P0AFS1		1	1		1	P0AFS1
P0AFA5		1	1		1	P0AFA5
P0AFF4		1	1		1	P0AFF4
P32696		1	1		1	P32696
P37746		1	1		1	P37746
P37748		1	1		1	P37748
P45562		1	1		1	P45562
P76197		1	1		1	P76197
P27843		1	1		1	P27843
P39284		1	1		1	P39284
P39357		1	1		1	P39357
P0AFM9		1	1		1	P0AFM9
P0AFN2		1	1		1	P0AFN2
P75910		1	1		1	P75910
P31572		1	1		1	P31572
A5A605		1	1		1	A5A605
A5A624		1	1		1	A5A624
P77494		1	1		1	P77494
C1P616		1	1		1	C1P616
P0AAW9		1	1		1	P0AAW9
P76482		1	1		1	P76482
A5A615		1	1		1	A5A615
A5A618		1	1		1	A5A618
P76239		1	1		1	P76239
C1P602		1	1		1	C1P602
C1P609		1	1		1	C1P609
C1P610		1	1		1	C1P610
P77381		1	1		1	P77381
P77359		1	1		1	P77359
P37747		1	1		1	P37747
Q6BF86		1	1		1	Q6BF86
P77455		1	1		1	P77455
P76083		1	1		1	P76083
Q47536		1	1		1	Q47536
P75711		1	1		1	P75711
P45848		1	1		1	P45848
A5A617		1	1		1	A5A617
Q46901		1	1		1	Q46901
P45545		1	1		1	P45545
P75786		1	1		1	P75786
A5A612		1	1		1	A5A612
Q46942		1	1		1	Q46942
C1P601		1	1		1	C1P601
P36937		1	1		1	P36937
P77257		1	1		1	P77257
P31060		1	1		1	P31060
P0AFV8		1	1		1	P0AFV8
C1P605		1	1		1	C1P605
P76639		1	1		1	P76639
P0ACG4		1	1		1	P0ACG4
P28721		1	1		1	P28721
Q46943		1	1		1	Q46943
P46883		1	1		1	P46883
P0AEE5		1	1		1	P0AEE5
P0AEG4		1	1		1	P0AEG4
P23857		1	1		1	P23857
P33342		1	1		1	P33342
P28722		1	1		1	P28722
P75616		1	1		1	P75616
P37325		1	1		1	P37325
P76394		1	1		1	P76394
P33340		1	1		1	P33340
P33343		1	1		1	P33343
P33344		1	1		1	P33344
P77619		1	1		1	P77619
P45422		1	1		1	P45422
P64534		1	1		1	P64534
P31600		1	1		1	P31600
P06996		1	1		1	P06996
P0A927		1	1		1	P0A927
P45420		1	1		1	P45420
P33666		1	1		1	P33666
P77286		1	1		1	P77286
P45564		1	1		1	P45564
P0ADB4		1	1		1	P0ADB4
P77335		1	1		1	P77335
