Merge ID	Gevaert2002	Corbin2003	Taoka2004	Butland2005	Lopez2005	Arifuzzaman2006	Ji2006	Zhang2007	Ishihama2008_fin	Iwasaki2009	Masuda2009_fin2	Iwasaki2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_conBL21 Duplicates	Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	P76316	Q9S4X5	P00350	P31119	P60560	P17583	P0A6H8	P45763	emPAI	emPAI-derived copy no/cell (see Figure 2)	C1P619	emPAI Value	Copy number per cell	P00350	Accession
P0A6P7	1	0	1	1	0	1	0	0	1	1	1	1	1	9	A	ENGB_ECOLI	C6EF37_ECOBD	P0A6P7		P0A6P7	P0A6P7		P0A6P7			4.34E+00	6.79E+02	P0A6P7	9	398	P0A6P7	P0A6P7
P0A6P9	1	1	1	1	1	0	1	1	1	1	1	1	1	12	A	ENO_ECOLI	C6EJ93_ECOBD	P0A6P9	P0A6P9	P0A6P9	P0A6P9	P0A6P9		P0A6P9	P0A6P9	8.58E+03	5.58E+04	P0A6P9	45.42	5949.64	P0A6P9	P0A6P9
P0A6Q3	1	1	1	1	0	1	0	0	1	1	1	1	1	10	A	FABA_ECOLI	C6EI28_ECOBD	P0A6Q3	P0A6Q3	P0A6Q3	P0A6Q3		P0A6Q3			1.93E+03	2.34E+04	P0A6Q3	15.68	680.91	P0A6Q3	P0A6Q3
P0A6R0	1	1	1	1	1	0	0	0	1	1	1	1	1	10	A	FABH_ECOLI	C6EHC3_ECOBD	P0A6R0	P0A6R0	P0A6R0	P0A6R0	P0A6R0				1.37E+01	1.32E+03	P0A6R0	7.66	339.99	P0A6R0	P0A6R0
P0A6R3	1	0	1	1	1	1	0	0	1	0	1	1	1	9	A	FIS_ECOLI	C6EGJ9_ECOBD	P0A6R3		P0A6R3	P0A6R3	P0A6R3	P0A6R3			3.16E+05	4.53E+05		9	398	P0A6R3	P0A6R3
P0A6S7	0	1	1	0	0	1	0	0	1	1	1	1	1	8	A	GPDA_ECOLI	C6EDI1_ECOBD		P0A6S7	P0A6S7			P0A6S7			4.68E-01	1.86E+02	P0A6S7	2.55	117.04	P0A6S7	P0A6S7
P0A6T1	1	1	1	0	0	1	0	0	1	1	1	1	1	9	A	G6PI_ECOLI	C6EDZ9_ECOBD	P0A6T1	P0A6T1	P0A6T1			P0A6T1			6.71E+01	3.33E+03	P0A6T1	12	506.43	P0A6T1	P0A6T1
P0A6T9	0	0	1	0	0	0	0	0	1	0	1	1	1	5	A	GCSH_ECOLI	C6EIK4_ECOBD			P0A6T9						3.64E+00	6.13E+02		3161.28	116.766	P0A6T9	P0A6T9
P0A6U8	1	1	1	0	0	0	0	0	1	1	1	1	1	8	A	GLGA_ECOLI	C6EFE5_ECOBD	P0A6U8	P0A6U8	P0A6U8						3.59E-01	1.60E+02	P0A6U8	0.72	34.35	P0A6U8	P0A6U8
P0A6V1	0	1	1	1	0	1	0	0	0	1	1	1	1	8	A	GLGC_ECOLI	C6EFE4_ECOBD		P0A6V1	P0A6V1	P0A6V1		P0A6V1					P0A6V1	1.15	54.08	P0A6V1	P0A6V1
P0A6V5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	A	GLPE_ECOLI	C6EFE9_ECOBD														P0A6V5	
P0A6V8	0	1	1	0	0	0	0	0	1	0	1	1	1	6	A	GLK_ECOLI	C6EL80_ECOBD		P0A6V8	P0A6V8						1.15E+00	3.15E+02		1.58	73.59	P0A6V8	P0A6V8
P0A6W5	1	1	1	1	1	1	0	0	1	1	1	1	1	11	A	GREA_ECOLI	C6EH46_ECOBD	P0A6W5	P0A6W5	P0A6W5	P0A6W5	P0A6W5	P0A6W5			4.23E+01	2.55E+03	P0A6W5	16.01	695	P0A6W5	P0A6W5
P0A6W9	1	1	1	1	0	0	0	0	1	1	1	1	1	9	A	GSH1_ECOLI	C6EJT8_ECOBD	P0A6W9	P0A6W9	P0A6W9	P0A6W9					8.33E-01	2.60E+02	P0A6W9	2.03	93.82	P0A6W9	P0A6W9
P0A6X1	0	0	0	0	0	1	1	0	0	1	0	1	1	5	A	HEM1_ECOLI	C6EGQ6_ECOBD						P0A6X1	P0A6X1				P0A6X1			P0A6X1	P0A6X1
P0A6Z1	0	1	1	1	0	1	0	0	1	1	1	1	1	9	A	HSCA_ECOLI	C6EKI1_ECOBD		P0A6Z1	P0A6Z1	P0A6Z1		P0A6Z1			2.48E+00	4.91E+02	P0A6Z1	3.42	155.57	P0A6Z1	P0A6Z1
P0A700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	HYPA_ECOLI	C6EJE2_ECOBD															
P0A703	0	0	0	0	0	0	0	0	0	0	0	0	1	1	A	HYBF_ECOLI	C6EI01_ECOBD															P0A703
P0A715	1	1	1	1	1	1	0	0	1	1	1	1	1	11	A	KDSA_ECOLI	C6EGQ1_ECOBD	P0A715	P0A715	P0A715	P0A715	P0A715	P0A715			8.28E+01	3.76E+03	P0A715	11.33	496.91	P0A715	P0A715
P0A717	1	1	1	1	1	1	1	0	1	1	1	1	1	12	A	KPRS_ECOLI	C6EGQ9_ECOBD	P0A717	P0A717	P0A717	P0A717	P0A717	P0A717	P0A717		5.52E+01	2.98E+03	P0A717	26.38	1127.52	P0A717	P0A717
P0A720	0	0	1	1	0	1	0	0	1	0	1	1	1	7	A	KTHY_ECOLI	C6EHB6_ECOBD			P0A720	P0A720		P0A720			7.01E-01	2.36E+02		0.85	40.34	P0A720	P0A720
P0A722	0	1	1	1	0	1	0	0	1	1	1	1	1	9	A	LPXA_ECOLI	C6EAA4_ECOBD		P0A722	P0A722	P0A722		P0A722			4.18E+00	6.64E+02	P0A722	1.51	70.42	P0A722	P0A722
P0A725	0	0	1	1	0	0	0	0	0	1	1	1	1	6	A	LPXC_ECOLI	C6EAV9_ECOBD			P0A725	P0A725							P0A725	0.54	25.99	P0A725	P0A725
P0A729	0	1	1	0	0	1	0	0	0	1	1	1	0	6	A	YCEF_ECOLI	C6EHC7_ECOBD		P0A729	P0A729			P0A729					P0A729	1	47.23	P0A729	
P0A731	1	0	0	0	1	1	0	0	1	0	1	1	1	7	A	MGSA_ECOLI	C6EI18_ECOBD	P0A731				P0A731	P0A731			2.98E+00	5.46E+02		12.89	563.11	P0A731	P0A731
P0A738	1	1	1	1	0	1	0	0	0	1	1	1	1	9	A	MOAC_ECOLI	C6EIZ9_ECOBD	P0A738	P0A738	P0A738	P0A738		P0A738					P0A738	1	47.23	P0A738	P0A738
P0A744	0	1	0	0	1	1	0	0	0	0	0	1	1	5	A	MSRA_ECOLI	C6ECC6_ECOBD		P0A744			P0A744	P0A744								P0A744	P0A744
P0A746	0	1	1	1	0	0	0	0	1	0	1	1	1	7	A	MSRB_ECOLI	C6EC51_ECOBD		P0A746	P0A746	P0A746					7.78E-01	2.50E+02		12.34	540	P0A746	P0A746
P0A752	0	0	0	0	0	0	0	0	0	0	0	1	0	1	A	NADD_ECOLI	C6EK54_ECOBD														P0A752	
P0A763	0	1	1	1	1	1	0	0	1	1	1	1	1	10	A	NDK_ECOLI	C6EKJ1_ECOBD		P0A763	P0A763	P0A763	P0A763	P0A763			1.46E+02	5.23E+03	P0A763	41.17	1735.95	P0A763	P0A763
P0A772	0	0	0	0	0	1	0	0	0	0	0	0	1	2	A	NRDI_ECOLI	C6EJV1_ECOBD						P0A772									P0A772
P0A776	0	0	0	1	0	0	0	0	0	1	0	1	1	4	A	RPPH_ECOLI	C6EJ39_ECOBD				P0A776							P0A776			P0A776	P0A776
P0A784	0	1	1	0	1	1	0	0	1	0	1	1	1	8	A	ORN_ECOLI	C6ECW3_ECOBD		P0A784	P0A784		P0A784	P0A784			1.19E+01	1.22E+03		2.83	129.48	P0A784	P0A784
P0A786	1	1	0	0	1	1	1	0	1	1	1	1	1	10	A	PYRB_ECOLI	C6ECA3_ECOBD	P0A786	P0A786			P0A786	P0A786	P0A786		7.86E+00	9.59E+02	P0A786	57	2.372	P0A786	P0A786
P0A790	0	1	0	0	0	0	1	0	1	0	1	0	1	5	A	PAND_ECOLI	C6EAS6_ECOBD		P0A790					P0A790		3.06E+01	2.11E+03		16.78	727.17		P0A790
P0A794	0	1	1	1	0	1	0	0	1	0	1	1	1	8	A	PDXJ_ECOLI	C6EK23_ECOBD		P0A794	P0A794	P0A794		P0A794			4.99E+00	7.37E+02		1.93	89.34	P0A794	P0A794
P0A796	1	1	1	1	1	1	1	0	1	1	1	1	1	12	A	K6PF1_ECOLI	C6EEY2_ECOBD	P0A796	P0A796	P0A796	P0A796	P0A796	P0A796	P0A796		1.80E+01	1.55E+03	P0A796	4.78	38.51	P0A796	P0A796
P0A799	1	1	1	1	1	1	0	0	1	1	1	1	1	11	A	PGK_ECOLI	C6EII3_ECOBD	P0A799	P0A799	P0A799	P0A799	P0A799	P0A799			3.38E+04	1.24E+05	P0A799	64.79	1285.46	P0A799	P0A799
P0A7A5	0	0	1	0	0	0	0	0	0	0	1	1	1	4	A	PIMT_ECOLI	C6EJC4_ECOBD			P0A7A5									0.87	41.26	P0A7A5	P0A7A5
P0A7A9	0	1	1	1	1	1	0	0	1	1	1	1	1	10	A	IPYR_ECOLI	C6ECC2_ECOBD		P0A7A9	P0A7A9	P0A7A9	P0A7A9	P0A7A9			2.50E+02	7.16E+03	P0A7A9	37.31	1577.92	P0A7A9	P0A7A9
P0A7B5	1	1	1	0	0	0	1	0	1	1	1	1	1	9	A	PROB_ECOLI	C6EA43_ECOBD	P0A7B5	P0A7B5	P0A7B5				P0A7B5		9.31E-01	2.78E+02	P0A7B5	2.63	121	P0A7B5	P0A7B5
P0A7B8	0	1	1	1	0	0	0	0	1	1	1	1	1	8	A	HSLV_ECOLI	C6EE77_ECOBD		P0A7B8	P0A7B8	P0A7B8					3.64E+00	6.13E+02	P0A7B8	3.22	146.75	P0A7B8	P0A7B8
P0A7C2	1	1	1	1	1	0	0	0	1	0	1	1	1	9	A	LEXA_ECOLI	C6EDX7_ECOBD	P0A7C2	P0A7C2	P0A7C2	P0A7C2	P0A7C2				5.85E-01	2.12E+02		1	33.42	P0A7C2	P0A7C2
P0A7C6	1	1	1	1	0	1	0	0	0	0	1	1	0	7	A	PEPE_ECOLI	C6EE03_ECOBD	P0A7C6	P0A7C6	P0A7C6	P0A7C6		P0A7C6						2.16	99.64	P0A7C6	
P0A7D4	1	1	1	1	1	0	1	0	1	1	1	1	1	11	A	PURA_ECOLI	C6ECH2_ECOBD	P0A7D4	P0A7D4	P0A7D4	P0A7D4	P0A7D4		P0A7D4		2.50E+02	7.16E+03	P0A7D4	17.59	761.18	P0A7D4	P0A7D4
P0A7D7	0	1	1	1	1	1	1	1	1	1	1	1	1	12	A	PUR7_ECOLI	C6EKN5_ECOBD		P0A7D7	P0A7D7	P0A7D7	P0A7D7	P0A7D7	P0A7D7	P0A7D7	6.71E+01	3.33E+03	P0A7D7	5.31	238.33	P0A7D7	P0A7D7
P0A7E3	0	0	1	0	0	0	0	0	1	0	0	1	1	4	A	PYRE_ECOLI	C6EDE9_ECOBD			P0A7E3						7.11E+00	9.05E+02				P0A7E3	P0A7E3
P0A7E9	1	0	1	1	1	1	0	0	1	1	1	1	1	10	A	PYRH_ECOLI	C6EAB4_ECOBD	P0A7E9		P0A7E9	P0A7E9	P0A7E9	P0A7E9			7.11E+00	9.05E+02	P0A7E9	7.58	336.54	P0A7E9	P0A7E9
P0A7F3	0	1	0	0	1	1	1	0	1	1	1	1	1	9	A	PYRI_ECOLI	C6ECA4_ECOBD		P0A7F3			P0A7F3	P0A7F3	P0A7F3		6.20E+00	8.35E+02	P0A7F3	150.99	6119.14	P0A7F3	P0A7F3
P0A7F6	0	0	1	0	0	1	0	0	1	0	1	1	1	6	A	SPED_ECOLI	C6EAT7_ECOBD			P0A7F6			P0A7F6			4.88E+00	7.27E+02		4.82	216.98	P0A7F6	P0A7F6
P0A7F9	0	0	1	0	0	1	1	0	1	0	1	1	1	7	A	QUEA_ECOLI	C6ELH9_ECOBD			P0A7F9			P0A7F9	P0A7F9		5.20E-01	1.98E+02		0.31	15.17	P0A7F9	P0A7F9
P0A7G2	1	1	1	1	0	1	0	0	1	0	1	1	1	9	A	RBFA_ECOLI	C6EH58_ECOBD	P0A7G2	P0A7G2	P0A7G2	P0A7G2		P0A7G2			4.62E+00	7.04E+02		3.64	165.27	P0A7G2	P0A7G2
P0A7H0	0	0	0	1	0	1	0	1	0	0	0	1	1	5	A	RECF_ECOLI	C6ECH9_ECOBD				P0A7H0		P0A7H0		P0A7H0						P0A7H0	P0A7H0
P0A7H6	0	0	0	0	0	1	0	0	0	0	1	1	0	3	A	RECR_ECOLI	C6EKZ2_ECOBD						P0A7H6						0.67	32.03	P0A7H6	
P0A7I0	0	0	1	1	0	0	0	0	1	0	1	1	1	6	A	RF1_ECOLI	C6EGQ5_ECOBD			P0A7I0	P0A7I0					5.85E-01	2.12E+02		0.53	25.52	P0A7I0	P0A7I0
P0A7I4	1	1	1	1	1	1	0	0	1	1	1	1	1	11	A	RF3_ECOLI	C6EBJ7_ECOBD	P0A7I4	P0A7I4	P0A7I4	P0A7I4	P0A7I4	P0A7I4			4.48E+00	6.92E+02	P0A7I4	9	398	P0A7I4	P0A7I4
P0A7I7	0	0	1	0	0	1	0	0	0	0	1	1	1	5	A	RIBA_ECOLI	C6EFV7_ECOBD			P0A7I7			P0A7I7						7.25	322.33	P0A7I7	P0A7I7
P0A7J3	1	1	1	1	1	1	0	1	1	1	1	1	1	12	A	RL10_ECOLI	C6EE34_ECOBD	P0A7J3	P0A7J3	P0A7J3	P0A7J3	P0A7J3	P0A7J3		P0A7J3	1.33E+03	1.89E+04	P0A7J3	19.31	833.23	P0A7J3	P0A7J3
P0A7K6	0	1	1	1	0	1	0	0	1	1	1	1	1	9	A	RL19_ECOLI	C6EJY6_ECOBD		P0A7K6	P0A7K6	P0A7K6		P0A7K6			1.39E+03	1.94E+04	P0A7K6	99	4064.14	P0A7K6	P0A7K6
P0A7R5	0	1	1	1	0	1	1	0	1	1	1	1	1	10	A	RS10_ECOLI	C6EGE5_ECOBD		P0A7R5	P0A7R5	P0A7R5		P0A7R5	P0A7R5		6.80E+02	1.28E+04	P0A7R5	58.95	2458.58	P0A7R5	P0A7R5
P0A7R9	1	1	1	1	0	1	0	0	1	1	1	1	1	10	A	RS11_ECOLI	C6EGG9_ECOBD	P0A7R9	P0A7R9	P0A7R9	P0A7R9		P0A7R9			3.15E+02	8.19E+03	P0A7R9	20.54	884.64	P0A7R9	P0A7R9
P0A7S9	1	1	1	1	0	1	1	0	1	1	1	1	1	11	A	RS13_ECOLI	C6EGG8_ECOBD	P0A7S9	P0A7S9	P0A7S9	P0A7S9		P0A7S9	P0A7S9		3.16E+03	3.12E+04	P0A7S9	137.95	5606.09	P0A7S9	P0A7S9
P0A7T3	0	1	1	1	0	0	1	0	1	1	1	1	1	9	A	RS16_ECOLI	C6EJY3_ECOBD		P0A7T3	P0A7T3	P0A7T3			P0A7T3		1.00E+04	6.10E+04	P0A7T3	67.13	2788.66	P0A7T3	P0A7T3
P0A7U3	1	1	1	1	0	1	0	0	1	1	1	1	1	10	A	RS19_ECOLI	C6EGF0_ECOBD	P0A7U3	P0A7U3	P0A7U3	P0A7U3		P0A7U3			1.78E+04	8.52E+04	P0A7U3	397.11	15625.86	P0A7U3	P0A7U3
P0A7V0	1	1	1	1	1	1	1	1	1	1	1	1	1	13	A	RS2_ECOLI	C6EAB6_ECOBD	P0A7V0	P0A7V0	P0A7V0	P0A7V0	P0A7V0	P0A7V0	P0A7V0	P0A7V0	2.31E+04	9.92E+04	P0A7V0	340.45	13.459	P0A7V0	P0A7V0
P0A7V8	0	1	1	1	0	1	1	0	1	1	1	1	1	10	A	RS4_ECOLI	C6EGH0_ECOBD		P0A7V8	P0A7V8	P0A7V8		P0A7V8	P0A7V8		2.00E+04	9.11E+04	P0A7V8	83.83	3458.88	P0A7V8	P0A7V8
P0A7W1	1	1	1	1	0	1	0	0	1	1	1	1	1	10	A	RS5_ECOLI	C6EGG3_ECOBD	P0A7W1	P0A7W1	P0A7W1	P0A7W1		P0A7W1			5.99E+03	4.53E+04	P0A7W1	40.25	1698.32	P0A7W1	P0A7W1
P0A7W7	1	1	1	1	0	0	0	0	1	1	1	1	1	9	A	RS8_ECOLI	C6EGG0_ECOBD	P0A7W7	P0A7W7	P0A7W7	P0A7W7					4.21E+02	9.68E+03	P0A7W7	16.78	727.17	P0A7W7	P0A7W7
P0A7X3	1	1	1	1	0	1	1	0	1	1	1	1	1	11	A	RS9_ECOLI	C6EH02_ECOBD	P0A7X3	P0A7X3	P0A7X3	P0A7X3		P0A7X3	P0A7X3		3.72E+02	9.01E+03	P0A7X3	38.81	1639.38	P0A7X3	P0A7X3
P0A7X6	1	1	1	0	1	0	0	0	1	0	1	1	1	8	A	RIMM_ECOLI	C6EJY4_ECOBD	P0A7X6	P0A7X6	P0A7X6		P0A7X6				3.64E+00	6.13E+02		5.58	250.07	P0A7X6	P0A7X6
P0A7Y0	0	1	1	1	1	1	0	0	1	1	1	1	1	10	A	RNC_ECOLI	C6EK20_ECOBD		P0A7Y0	P0A7Y0	P0A7Y0	P0A7Y0	P0A7Y0			1.61E+00	3.82E+02	P0A7Y0	7.48	332.24	P0A7Y0	P0A7Y0
P0A7Y4	0	0	0	1	0	1	0	0	0	0	0	1	1	4	A	RNH_ECOLI	C6EA76_ECOBD				P0A7Y4		P0A7Y4								P0A7Y4	P0A7Y4
P0A7Y8	1	0	0	1	0	0	0	0	0	0	0	1	1	4	A	RNPA_ECOLI	C6EGA0_ECOBD	P0A7Y8			P0A7Y8										P0A7Y8	P0A7Y8
P0A7Z0	1	1	1	0	1	0	0	0	1	0	1	1	1	8	A	RPIA_ECOLI	C6EIJ5_ECOBD	P0A7Z0	P0A7Z0	P0A7Z0		P0A7Z0				3.63E+01	2.33E+03		14.85	645.93	P0A7Z0	P0A7Z0
P0A7Z4	1	1	1	1	1	1	1	0	1	1	1	1	1	12	A	RPOA_ECOLI	C6EGH1_ECOBD	P0A7Z4	P0A7Z4	P0A7Z4	P0A7Z4	P0A7Z4	P0A7Z4	P0A7Z4		2.95E+02	7.87E+03	P0A7Z4	70.97	2943.18	P0A7Z4	P0A7Z4
P0A805	1	1	1	1	1	1	0	0	1	0	1	1	1	10	A	RRF_ECOLI	C6EAB3_ECOBD	P0A805	P0A805	P0A805	P0A805	P0A805	P0A805			7.73E+02	1.38E+04		33.55	1.424	P0A805	P0A805
P0A809	1	0	1	1	0	0	0	0	0	0	0	1	1	5	A	RUVA_ECOLI	C6EBW6_ECOBD	P0A809		P0A809	P0A809										P0A809	P0A809
P0A812	0	1	0	1	0	1	1	0	1	1	0	1	1	8	A	RUVB_ECOLI	C6EBW7_ECOBD		P0A812		P0A812		P0A812	P0A812		3.59E-01	1.60E+02	P0A812			P0A812	P0A812
P0A817	1	1	1	1	1	0	1	1	1	1	1	1	1	12	A	METK_ECOLI	C6EIG9_ECOBD	P0A817	P0A817	P0A817	P0A817	P0A817		P0A817	P0A817	2.54E+01	1.89E+03	P0A817	12.69	554.63	P0A817	P0A817
P0A823	0	0	0	1	0	1	0	0	0	1	0	1	1	5	A	SFSA_ECOLI	C6EAD8_ECOBD				P0A823		P0A823					P0A823			P0A823	P0A823
P0A825	1	1	1	0	1	1	1	0	1	1	1	1	1	11	A	GLYA_ECOLI	C6EKF6_ECOBD	P0A825	P0A825	P0A825		P0A825	P0A825	P0A825		4.86E+02	1.05E+04	P0A825	19.81	854.14	P0A825	P0A825
P0A828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	SMG_ECOLI	C6EGI2_ECOBD															
P0A832	0	1	1	1	0	0	0	0	1	1	1	1	1	8	A	SSRP_ECOLI	C6EJX3_ECOBD		P0A832	P0A832	P0A832					5.31E+00	7.63E+02	P0A832	4.99	224.39	P0A832	P0A832
P0A836	1	1	1	0	0	1	1	0	1	1	1	1	1	10	A	SUCC_ECOLI	C6EJL0_ECOBD	P0A836	P0A836	P0A836			P0A836	P0A836		1.01E+01	1.11E+03	P0A836	10.72	2324.65	P0A836	P0A836
P0A840	0	0	0	0	0	1	0	0	0	0	1	1	1	4	A	SURE_ECOLI	C6EJC3_ECOBD						P0A840						1.37	64.08	P0A840	P0A840
P0A847	0	1	1	1	0	1	0	0	1	1	1	1	1	9	A	TGT_ECOLI	C6ELH8_ECOBD		P0A847	P0A847	P0A847		P0A847			4.46E+00	6.90E+02	P0A847	3.64	165.27	P0A847	P0A847
P0A850	1	1	1	1	1	1	1	0	1	1	1	1	1	12	A	TIG_ECOLI	C6EL29_ECOBD	P0A850	P0A850	P0A850	P0A850	P0A850	P0A850	P0A850		3.16E+03	3.12E+04	P0A850	67.13	2788.66	P0A850	P0A850
P0A853	0	1	1	1	1	1	0	0	1	1	1	1	0	9	A	TNAA_ECOLI	C6EG95_ECOBD		P0A853	P0A853	P0A853	P0A853	P0A853			6.20E+00	8.35E+02	P0A853	43.17	1817.64	P0A853	
P0A858	0	1	1	1	1	1	0	0	1	1	1	1	1	10	A	TPIS_ECOLI	C6EEX9_ECOBD		P0A858	P0A858	P0A858	P0A858	P0A858			2.78E+03	2.90E+04	P0A858	45.42	1906.06	P0A858	P0A858
P0A867	0	1	1	0	1	1	0	0	1	1	1	1	1	9	A	TALA_ECOLI	C6EKP8_ECOBD		P0A867	P0A867		P0A867	P0A867			1.99E+00	4.32E+02	P0A867	0.56	26.92	P0A867	P0A867
P0A870	1	1	1	0	1	1	1	0	1	1	1	1	1	11	A	TALB_ECOLI	C6EBG1_ECOBD	P0A870	P0A870	P0A870		P0A870	P0A870	P0A870		3.15E+02	8.19E+03	P0A870	53.84	1636.47	P0A870	P0A870
P0A873	0	0	0	0	0	1	0	0	1	0	0	1	1	4	A	TRMD_ECOLI	C6EJY5_ECOBD						P0A873			1.15E+00	3.15E+02				P0A873	P0A873
P0A884	0	1	1	1	0	1	0	0	1	0	1	1	1	8	A	TYSY_ECOLI	C6EJ42_ECOBD		P0A884	P0A884	P0A884		P0A884			2.16E+00	4.53E+02		4.88	220	P0A884	P0A884
P0A887	1	1	1	1	1	1	1	0	1	1	1	1	1	12	A	UBIE_ECOLI	C6EF63_ECOBD	P0A887	P0A887	P0A887	P0A887	P0A887	P0A887	P0A887		3.64E+00	6.13E+02	P0A887	10.79	473.93	P0A887	P0A887
P0A894	1	0	1	1	0	1	1	0	0	1	1	1	1	9	A	YHBJ_ECOLI	C6EH22_ECOBD	P0A894		P0A894	P0A894		P0A894	P0A894				P0A894	2.59	118.82	P0A894	P0A894
P0A8A4	1	0	0	1	1	1	0	0	0	1	0	1	1	7	A	YDIA_ECOLI	C6ECQ3_ECOBD	P0A8A4			P0A8A4	P0A8A4	P0A8A4					P0A8A4			P0A8A4	P0A8A4
P0A8A8	1	0	0	1	0	0	0	0	1	0	1	1	1	6	A	RIMP_ECOLI	C6EH55_ECOBD	P0A8A8			P0A8A8					5.31E+00	7.63E+02		2.16	99.64	P0A8A8	P0A8A8
P0A8C1	0	1	1	1	0	0	1	0	0	1	0	1	1	7	A	YBJQ_ECOLI	C6EIB5_ECOBD		P0A8C1	P0A8C1	P0A8C1			P0A8C1				P0A8C1			P0A8C1	P0A8C1
P0A8C4	0	1	1	0	0	0	0	0	1	0	1	1	1	6	A	YGFB_ECOLI	C6EIJ9_ECOBD		P0A8C4	P0A8C4						9.00E+00	1.04E+03		9	398	P0A8C4	P0A8C4
P0A8D0	1	0	1	1	0	1	0	0	0	1	1	1	1	8	A	NRDR_ECOLI	C6ELH1_ECOBD	P0A8D0		P0A8D0	P0A8D0		P0A8D0					P0A8D0	3.33	152	P0A8D0	P0A8D0
P0A8D3	1	0	0	0	0	1	0	0	0	0	0	1	1	4	A	YAII_ECOLI	C6ELK0_ECOBD	P0A8D3					P0A8D3								P0A8D3	P0A8D3
P0A8D6	0	1	0	0	0	1	0	0	0	0	0	1	1	4	A	YMDB_ECOLI	C6EHG7_ECOBD		P0A8D6				P0A8D6								P0A8D6	P0A8D6
P0A8E1	0	1	1	0	1	1	0	0	1	0	1	1	1	8	A	YCFP_ECOLI	C6EGY4_ECOBD		P0A8E1	P0A8E1		P0A8E1	P0A8E1			1.31E+00	3.39E+02		7.38	327.93	P0A8E1	P0A8E1
P0A8E5	1	0	0	1	0	1	1	0	0	0	0	1	1	6	A	YACL_ECOLI	C6EAT8_ECOBD	P0A8E5			P0A8E5		P0A8E5	P0A8E5							P0A8E5	P0A8E5
P0A8E7	0	1	1	1	1	1	0	0	1	1	1	1	1	10	A	YAJQ_ECOLI	C6EL43_ECOBD		P0A8E7	P0A8E7	P0A8E7	P0A8E7	P0A8E7			6.21E+01	3.19E+03	P0A8E7	22	950	P0A8E7	P0A8E7
P0A8F0	1	1	1	0	1	1	0	0	1	1	1	1	1	10	A	UPP_ECOLI	C6EKL3_ECOBD	P0A8F0	P0A8F0	P0A8F0		P0A8F0	P0A8F0			4.91E+01	2.78E+03	P0A8F0	176.83	7.132	P0A8F0	P0A8F0
P0A8F4	1	0	1	0	1	1	1	0	1	1	1	1	1	10	A	URK_ECOLI	C6EAP1_ECOBD	P0A8F4		P0A8F4		P0A8F4	P0A8F4	P0A8F4		4.68E-01	1.86E+02	P0A8F4	2.73	125.04	P0A8F4	P0A8F4
P0A8F8	1	0	1	1	0	1	1	0	0	1	1	1	1	9	A	UVRB_ECOLI	C6EJ03_ECOBD	P0A8F8		P0A8F8	P0A8F8		P0A8F8	P0A8F8				P0A8F8	0.18	8.96	P0A8F8	P0A8F8
P0A8G0	0	1	0	1	0	1	0	0	0	0	0	1	1	5	A	UVRC_ECOLI	C6EBE9_ECOBD		P0A8G0		P0A8G0		P0A8G0								P0A8G0	P0A8G0
P0A8G3	1	1	1	0	0	1	0	0	0	1	1	1	0	7	A	UXAC_ECOLI	C6EHQ2_ECOBD	P0A8G3	P0A8G3	P0A8G3			P0A8G3					P0A8G3	0.38	18.48	P0A8G3	
P0A8I1	0	1	0	1	0	1	0	0	0	0	0	1	1	5	A	RUVX_ECOLI	C6EIG2_ECOBD		P0A8I1		P0A8I1		P0A8I1								P0A8I1	P0A8I1
P0A8I3	0	0	0	1	0	1	0	0	1	1	0	1	1	6	A	YAAA_ECOLI	C6EBG3_ECOBD				P0A8I3		P0A8I3			5.85E-01	2.12E+02	P0A8I3			P0A8I3	P0A8I3
P0A8I5	0	0	1	1	0	1	0	0	0	1	1	1	1	7	A	TRMB_ECOLI	C6EIF0_ECOBD			P0A8I5	P0A8I5		P0A8I5					P0A8I5	1.37	64.08	P0A8I5	P0A8I5
P0A8I8	0	0	0	1	0	1	0	0	0	0	0	0	1	3	A	RLMH_ECOLI	C6EK57_ECOBD				P0A8I8		P0A8I8									P0A8I8
P0A8J4	0	1	1	1	0	0	1	0	1	0	1	1	1	8	A	YBED_ECOLI	C6EK62_ECOBD		P0A8J4	P0A8J4	P0A8J4			P0A8J4		4.54E+01	2.66E+03		14.85	645.93	P0A8J4	P0A8J4
P0A8J8	1	1	1	1	0	1	1	0	1	1	1	1	1	11	A	RHLB_ECOLI	C6EG33_ECOBD	P0A8J8	P0A8J8	P0A8J8	P0A8J8		P0A8J8	P0A8J8		7.30E-01	2.41E+02	P0A8J8	1.21	56.81	P0A8J8	P0A8J8
P0A8L1	1	1	1	1	1	1	0	0	1	1	1	1	1	11	A	SYS_ECOLI	C6EI89_ECOBD	P0A8L1	P0A8L1	P0A8L1	P0A8L1	P0A8L1	P0A8L1			2.58E+01	1.91E+03	P0A8L1	12.04	527.07	P0A8L1	P0A8L1
P0A8L5	0	0	1	0	0	0	0	0	0	0	0	1	1	3	A	YCGN_ECOLI	C6EGT5_ECOBD			P0A8L5											P0A8L5	P0A8L5
