Merge ID	Orbi detected	Non Orbi detected	# Identified	
P50456	1	1	2	MLC_ECOLI
P50466	1	1	2	AER_ECOLI
P51981	0	1	1	AEEP_ECOLI
P52005	0	1	1	TORY_ECOLI
P52107	0	1	1	CSGC_ECOLI
P52599	0	1	1	EMRK_ECOLI
P52636	0	0	0	YCCM_ECOLI
P52645	1	1	2	YDBH_ECOLI
P60061	0	1	1	ADIC_ECOLI
P60560	1	1	2	GUAC_ECOLI
P60752	1	1	2	MSBA_ECOLI
P60778	0	0	0	TSGA_ECOLI
P60782	1	1	2	PLSY_ECOLI
P60785	1	1	2	LEPA_ECOLI
P60869	1	1	2	YBJL_ECOLI
P60932	1	1	2	UPPP_ECOLI
P60955	1	1	2	LGT_ECOLI
P61316	1	1	2	LOLA_ECOLI
P61320	1	1	2	LOLB_ECOLI
P61889	1	1	2	MDH_ECOLI
P62395	0	0	0	SECM_ECOLI
P62517	1	1	2	OPGH_ECOLI
P63183	1	1	2	KUP_ECOLI
P63340	1	0	1	YQEG_ECOLI
P63386	1	1	2	MLAF_ECOLI
P63389	1	1	2	YHES_ECOLI
P63883	1	1	2	AMIC_ECOLI
P64423	1	1	2	ZNTB_ECOLI
P64426	1	1	2	YDDW_ECOLI
P64439	0	0	0	YBJM_ECOLI
P64445	0	0	0	YNAJ_ECOLI
P64481	0	0	0	YDJM_ECOLI
P64515	1	0	1	YECN_ECOLI
P64548	0	1	1	YFIR_ECOLI
P64550	0	0	0	YGAW_ECOLI
P64590	1	1	2	YHAH_ECOLI
P64604	1	1	2	YRBD_ECOLI
P64606	1	1	2	YRBE_ECOLI
P65298	0	1	1	YQHH_ECOLI
P66948	1	1	2	YFGC_ECOLI
P67153	0	0	0	YQFA_ECOLI
P67244	1	1	2	YQHA_ECOLI
P67444	1	0	1	YGFO_ECOLI
P67553	1	0	1	YNFC_ECOLI
P67601	0	1	1	YOBD_ECOLI
P67662	1	1	2	AAER_ECOLI
P68183	1	1	2	MALG_ECOLI
P68187	1	1	2	MALK_ECOLI
P68644	1	1	2	FIXC_ECOLI
P69054	1	1	2	DHSC_ECOLI
P69380	1	1	2	FIEF_ECOLI
P69423	1	1	2	TATC_ECOLI
P69425	1	1	2	TATB_ECOLI
P69451	1	1	2	LCFA_ECOLI
P69490	1	1	2	CCME_ECOLI
P69739	1	1	2	MBHS_ECOLI
P69783	1	1	2	PTGA_ECOLI
P69786	1	1	2	PTGCB_ECOLI
P69791	0	1	1	PTQA_ECOLI
P69801	1	1	2	PTNC_ECOLI
P69805	1	1	2	PTND_ECOLI
P69829	1	1	2	PTSN_ECOLI
P69853	1	0	1	DMSD_ECOLI
P69874	1	1	2	POTA_ECOLI
P69902	0	1	1	FCTA_ECOLI
P69924	1	1	2	RIR2_ECOLI
P69931	1	1	2	HDA_ECOLI
P71241	0	1	1	WCAJ_ECOLI
P71244	0	1	1	WCAM_ECOLI
P75728	1	1	2	UBIF_ECOLI
P75733	0	0	0	YBFM_ECOLI
P75734	1	0	1	YBFN_ECOLI
P75742	0	1	1	DTPD_ECOLI
P75780	1	1	2	FIU_ECOLI
P75785	1	0	1	YBIP_ECOLI
P75796	1	1	2	GSIA_ECOLI
P75797	1	1	2	GSIB_ECOLI
P75799	0	0	0	GSID_ECOLI
P75801	1	1	2	YLIF_ECOLI
P75804	0	1	1	YLII_ECOLI
P75806	0	0	0	YBJG_ECOLI
P75820	1	1	2	AMID_ECOLI
P75822	1	1	2	YBJT_ECOLI
P75828	1	1	2	YBJD_ECOLI
P75829	1	1	2	YBJX_ECOLI
P75830	1	1	2	MACA_ECOLI
P75839	1	0	1	YCAP_ECOLI
P75853	0	0	0	SSUA_ECOLI
P75870	1	1	2	YCCS_ECOLI
P75916	0	0	0	YCDZ_ECOLI
P75920	0	0	0	OPGC_ECOLI
P75938	0	1	1	FLGF_ECOLI
P75946	1	1	2	YCFL_ECOLI
P75948	1	0	1	THIK_ECOLI
P75954	0	1	1	YCFS_ECOLI
P75957	1	1	2	LOLD_ECOLI
P76001	0	1	1	YCGJ_ECOLI
P76010	1	1	2	YCGR_ECOLI
P76027	1	1	2	OPPD_ECOLI
P76135	0	0	0	YDEO_ECOLI
P76169	0	0	0	YNFA_ECOLI
P76176	0	1	1	YDGD_ECOLI
P76182	1	0	1	RNFD_ECOLI
P76193	1	1	2	YNHG_ECOLI
P76198	0	0	0	YDIN_ECOLI
P76206	1	1	2	YDIY_ECOLI
P76208	1	1	2	YNIB_ECOLI
P76214	1	1	2	VES_ECOLI
P76221	1	1	2	YDJZ_ECOLI
P76222	1	0	1	YNJA_ECOLI
P76236	0	1	1	YEAI_ECOLI
P76249	0	0	0	LEUE_ECOLI
P76261	0	1	1	YOAD_ECOLI
P76264	0	0	0	YEBN_ECOLI
P76269	0	0	0	YEBQ_ECOLI
P76272	1	1	2	YEBT_ECOLI
P76278	0	0	0	YEBZ_ECOLI
P76297	0	1	1	FLHE_ECOLI
P76339	1	1	2	YEDV_ECOLI
P76341	0	1	1	HIUH_ECOLI
P76343	0	1	1	YEDZ_ECOLI
P76344	0	1	1	YODA_ECOLI
P76346	1	1	2	MTFA_ECOLI
P76350	0	0	0	SHIA_ECOLI
P76373	1	1	2	UDG_ECOLI
P76387	1	1	2	WZC_ECOLI
P76389	1	1	2	YEGH_ECOLI
P76393	0	1	1	YEGI_ECOLI
P76397	1	1	2	MDTA_ECOLI
P76398	1	1	2	MDTB_ECOLI
P76406	1	1	2	YEGR_ECOLI
P76421	0	0	0	YEGX_ECOLI
P76445	1	1	2	YEIU_ECOLI
P76446	1	1	2	RTN_ECOLI
P76462	0	0	0	YFAP_ECOLI
P76463	0	1	1	YFAQ_ECOLI
P76466	0	0	0	YFAT_ECOLI
P76473	1	0	1	ARNT_ECOLI
P76502	1	1	2	SIXA_ECOLI
P76506	1	1	2	VACJ_ECOLI
P76518	0	1	1	YFDE_ECOLI
P76537	1	1	2	YFEY_ECOLI
P76552	0	1	1	EUTH_ECOLI
P76559	1	1	2	YPFG_ECOLI
P76576	1	1	2	YFGM_ECOLI
P76577	0	1	1	PBPC_ECOLI
P76578	1	1	2	YFHM_ECOLI
P76586	1	1	2	YPHH_ECOLI
P76630	1	0	1	YGAZ_ECOLI
P77173	1	1	2	ZIPA_ECOLI
P77202	0	1	1	DSBG_ECOLI
P77214	0	1	1	CUSF_ECOLI
P77223	1	1	2	RNFB_ECOLI
P77239	0	1	1	CUSB_ECOLI
P77265	1	1	2	MDLA_ECOLI
P77269	0	1	1	YPHF_ECOLI
P77279	0	1	1	YBBL_ECOLI
P77280	1	1	2	YDJJ_ECOLI
P77285	1	1	2	RNFG_ECOLI
P77304	1	1	2	TPPB_ECOLI
P77328	0	0	0	YBBY_ECOLI
P77338	1	1	2	KEFA_ECOLI
P77360	0	0	0	YPHC_ECOLI
P77377	0	1	1	WZXC_ECOLI
P77444	1	0	1	SUFS_ECOLI
P77473	1	1	2	YLAB_ECOLI
P77499	1	1	2	SUFC_ECOLI
P77509	0	1	1	YPHE_ECOLI
P77510	1	1	2	DPIB_ECOLI
P77522	1	1	2	SUFB_ECOLI
P77538	0	0	0	YFHR_ECOLI
P77539	1	0	1	YDJL_ECOLI
P77579	0	0	0	PTFC1_ECOLI
P77689	1	1	2	SUFD_ECOLI
P77726	1	1	2	YAJR_ECOLI
P77737	1	1	2	OPPF_ECOLI
P77756	1	1	2	QUEC_ECOLI
P77757	1	1	2	ARNC_ECOLI
P77774	1	1	2	YFGL_ECOLI
P77804	1	1	2	YDGA_ECOLI
P78067	1	1	2	YNJE_ECOLI
Q46755	0	1	1	SIRB2_ECOLI
Q46808	0	1	1	YQEB_ECOLI
Q46821	1	0	1	YGFU_ECOLI
Q46824	1	1	2	YGFX_ECOLI
Q46845	1	1	2	YGHU_ECOLI
Q46858	0	0	0	YQHG_ECOLI
Q46916	0	0	0	GUDP_ECOLI
Q46927	1	1	2	YGDL_ECOLI
Q47142	0	0	0	HCAT_ECOLI
Q47146	1	1	2	FADE_ECOLI
Q47151	0	1	1	YAFL_ECOLI
Q47622	1	1	2	SAPA_ECOLI
Q47702	0	1	1	YFEK_ECOLI
Q47710	1	1	2	YQJK_ECOLI
A5A616	0	1	1	YNEM_ECOLI
A5A619	0	0	0	YOJO_ECOLI
A5A628	0	0	0	YJBT_ECOLI
A5A630	0	0	0	YTCA_ECOLI
C1P5Z8	0	1	1	YKGR_ECOLI
C1P5Z9	0	0	0	YMIB_ECOLI
C1P614	0	1	1	YQFG_ECOLI
O32528	0	1	1	YPDI_ECOLI
P00634	1	1	2	PPB_ECOLI
P00909	1	1	2	TRPC_ECOLI
P02919	1	1	2	PBPB_ECOLI
P02921	0	1	1	MELB_ECOLI
P02929	1	0	1	TONB_ECOLI
P02942	1	1	2	MCP1_ECOLI
P03004	1	1	2	DNAA_ECOLI
P03819	1	1	2	KEFC_ECOLI
P03825	0	0	0	PIOO_ECOLI
P03841	1	1	2	MALM_ECOLI
P03960	1	1	2	ATKB_ECOLI
P04128	1	1	2	FIMA1_ECOLI
P04846	1	1	2	NLPA_ECOLI
P04949	1	1	2	FLIC_ECOLI
P05704	1	1	2	MCP3_ECOLI
P05706	1	0	1	PTHA_ECOLI
P05825	1	1	2	FEPA_ECOLI
P06609	0	0	0	BTUC_ECOLI
P06959	1	1	2	ODP2_ECOLI
P06972	0	1	1	FHUB_ECOLI
P06974	1	1	2	FLIM_ECOLI
P07017	1	1	2	MCP2_ECOLI
P07018	1	1	2	MCP4_ECOLI
P07024	1	1	2	USHA_ECOLI
P07117	1	1	2	PUTP_ECOLI
P08189	1	1	2	FIMF_ECOLI
P08190	0	0	0	FIMG_ECOLI
P08191	1	0	1	FIMH_ECOLI
P08194	1	1	2	GLPT_ECOLI
P08369	0	0	0	CRED_ECOLI
P08372	0	0	0	PPDC_ECOLI
P08555	1	1	2	DSDX_ECOLI
P08722	0	0	0	PTV3B_ECOLI
P09127	1	1	2	HEMX_ECOLI
P09323	1	1	2	PTW3C_ECOLI
P09551	1	1	2	ARGT_ECOLI
P09835	1	0	1	UHPB_ECOLI
P0A698	1	1	2	UVRA_ECOLI
P0A6A8	1	1	2	ACP_ECOLI
P0A6E6	1	1	2	ATPE_ECOLI
P0A6M2	1	1	2	DSBB_ECOLI
P0A6S3	0	1	1	FLGI_ECOLI
P0A6S5	1	1	2	FTSB_ECOLI
P0A6U3	1	1	2	MNMG_ECOLI
P0A6W3	1	1	2	MRAY_ECOLI
P0A710	0	0	0	ISPZ_ECOLI
P0A712	0	0	0	KDGT_ECOLI
P0A742	1	1	2	MSCL_ECOLI
P0A7A2	1	1	2	GPMB_ECOLI
P0A7A7	1	1	2	PLSB_ECOLI
P0A7C8	0	0	0	PSIE_ECOLI
P0A7G6	1	1	2	RECA_ECOLI
P0A830	1	1	2	DCTA_ECOLI
P0A843	1	1	2	TATE_ECOLI
P0A8D9	1	0	1	YFBV_ECOLI
P0A8G6	1	1	2	WRBA_ECOLI
P0A8H3	0	0	0	ZUPT_ECOLI
P0A8K1	1	1	2	PSD_ECOLI
P0A8K8	1	0	1	YIHY_ECOLI
P0A8Q0	1	1	2	FRDC_ECOLI
P0A8Q3	1	1	2	FRDD_ECOLI
P0A8T5	1	0	1	FLIE_ECOLI
P0A903	1	1	2	NLPB_ECOLI
P0A905	1	1	2	SLYB_ECOLI
P0A910	1	1	2	OMPA_ECOLI
P0A915	1	1	2	OMPW_ECOLI
P0A932	1	0	1	GFCE_ECOLI
P0A9A6	1	1	2	FTSZ_ECOLI
P0A9M8	1	1	2	PTA_ECOLI
P0A9S3	1	1	2	GATD_ECOLI
P0A9T8	1	1	2	YBBA_ECOLI
P0AA57	0	0	0	YOBA_ECOLI
P0AA60	1	0	1	YGHB_ECOLI
P0AA67	1	0	1	RHTA_ECOLI
P0AA70	0	0	0	YEDA_ECOLI
P0AA76	0	0	0	DGOT_ECOLI
P0AA78	1	0	1	EXUT_ECOLI
P0AA80	1	0	1	GARP_ECOLI
P0AA82	1	1	2	CODB_ECOLI
P0AA86	1	1	2	DSBE_ECOLI
P0AAA1	1	1	2	YAGU_ECOLI
P0AAA3	0	0	0	MATB_ECOLI
P0AAA5	0	0	0	SFA_ECOLI
P0AAA7	0	0	0	WZXE_ECOLI
P0AAA9	0	0	0	ZRAP_ECOLI
P0AAD4	0	1	1	TYRP_ECOLI
P0AAE2	1	1	2	PROY_ECOLI
P0AAF1	0	1	1	POTE_ECOLI
P0AAG0	1	1	2	DPPD_ECOLI
P0AAG8	1	1	2	MGLA_ECOLI
P0AAI1	0	1	1	SSUB_ECOLI
P0AAI3	1	1	2	FTSH_ECOLI
P0AAJ3	1	1	2	FDNH_ECOLI
P0AAL9	0	0	0	YKGJ_ECOLI
P0AAR5	0	0	0	YBAN_ECOLI
P0AAR8	0	0	0	YBAV_ECOLI
P0AAS3	1	1	2	YBBJ_ECOLI
P0AAU2	1	1	2	YBFA_ECOLI
P0AAU5	0	0	0	YBFB_ECOLI
P0AAV6	1	1	2	YBGS_ECOLI
P0AAW5	0	0	0	YBHQ_ECOLI
P0AAX3	0	0	0	YBIJ_ECOLI
P0AB01	1	1	2	YCBC_ECOLI
P0AB31	0	0	0	YCEK_ECOLI
P0AB35	0	1	1	YCFJ_ECOLI
P0AB46	0	1	1	YMGD_ECOLI
P0AB49	1	0	1	YCHH_ECOLI
P0AB93	0	1	1	ARSB_ECOLI
P0ABA0	1	1	2	ATPF_ECOLI
P0ABA4	1	1	2	ATPD_ECOLI
P0ABB0	1	1	2	ATPA_ECOLI
P0ABC0	0	0	0	ATPZ_ECOLI
P0ABC9	1	0	1	BETT_ECOLI
P0ABE5	0	1	1	C561_ECOLI
P0ABG4	1	1	2	FTSW_ECOLI
P0ABG7	1	1	2	RODA_ECOLI
P0ABK2	1	1	2	CYDB_ECOLI
P0ABL1	1	0	1	NRFB_ECOLI
P0ABL8	0	1	1	CCMB_ECOLI
P0ABM1	1	0	1	CCMC_ECOLI
P0ABM5	0	0	0	CCMD_ECOLI
P0ABN1	1	1	2	KDGL_ECOLI
P0ABN5	1	1	2	DCUA_ECOLI
P0ABN9	1	1	2	DCUB_ECOLI
P0ABP3	1	1	2	DCUC_ECOLI
P0ABP6	1	1	2	DEDA_ECOLI
P0ABW5	0	0	0	SFMA_ECOLI
P0ABX8	0	1	1	FLIL_ECOLI
P0ABZ1	1	1	2	FLIG_ECOLI
P0ABZ6	1	1	2	SURA_ECOLI
P0AC05	1	1	2	FLIP_ECOLI
P0AC07	0	1	1	FLIQ_ECOLI
P0AC47	1	1	2	FRDB_ECOLI
P0AC78	1	1	2	WECA_ECOLI
P0AC94	0	0	0	GNTP_ECOLI
P0AC96	0	1	1	GNTU_ECOLI
P0ACA1	1	1	2	YIBF_ECOLI
P0ACD8	1	1	2	MBHL_ECOLI
P0ACS7	1	1	2	RPIR_ECOLI
P0ACU0	1	1	2	YBIH_ECOLI
P0ACV4	1	1	2	YCIS_ECOLI
P0ACW2	0	0	0	YDBJ_ECOLI
P0ACW4	0	1	1	YDCA_ECOLI
P0ACY6	0	0	0	YEAL_ECOLI
P0AD42	1	1	2	YFHB_ECOLI
P0AD44	1	1	2	YFHG_ECOLI
P0AD47	1	0	1	YPHA_ECOLI
P0ADA1	1	1	2	TESA_ECOLI
P0ADA3	1	1	2	NLPD_ECOLI
P0ADA7	1	0	1	OSMB_ECOLI
P0ADB7	1	1	2	ECNB_ECOLI
P0ADC1	1	1	2	LPTE_ECOLI
P0ADC3	1	1	2	LOLC_ECOLI
P0ADG7	1	1	2	IMDH_ECOLI
P0ADI9	1	1	2	YHHN_ECOLI
P0ADJ5	0	0	0	YHJT_ECOLI
P0ADJ8	0	0	0	YIAA_ECOLI
P0ADK4	0	0	0	YIAW_ECOLI
P0ADL6	0	0	0	YIDG_ECOLI
P0ADM0	0	0	0	YIDH_ECOLI
P0ADM6	0	1	1	YIDX_ECOLI
P0ADN6	1	1	2	YIFL_ECOLI
P0ADP5	0	0	0	YIGM_ECOLI
P0ADQ2	1	1	2	YIID_ECOLI
P0ADQ7	1	1	2	YGAM_ECOLI
P0ADT8	1	1	2	YGIM_ECOLI
P0ADW3	1	1	2	YHCB_ECOLI
P0ADX7	1	1	2	YHHA_ECOLI
P0AE06	1	1	2	ACRA_ECOLI
P0AE16	0	0	0	AMPG_ECOLI
P0AE22	1	1	2	APHA_ECOLI
P0AE24	0	0	0	ARAE_ECOLI
P0AE26	1	0	1	ARAH_ECOLI
P0AE30	1	1	2	ARTM_ECOLI
P0AE42	0	0	0	YQAE_ECOLI
P0AE85	1	1	2	CPXP_ECOLI
P0AE88	1	1	2	CPXR_ECOLI
P0AE98	0	1	1	CSGF_ECOLI
P0AEB0	0	1	1	CYSW_ECOLI
P0AEC5	1	1	2	BARA_ECOLI
P0AEE3	1	1	2	DEGS_ECOLI
P0AEG1	1	1	2	DPPC_ECOLI
P0AEH5	1	1	2	ELAB_ECOLI
P0AEH8	0	1	1	YJIG_ECOLI
P0AEM9	1	1	2	FLIY_ECOLI
P0AEN4	1	1	2	FTSL_ECOLI
P0AEP1	1	0	1	GALP_ECOLI
P0AEQ6	1	1	2	GLNP_ECOLI
P0AER8	1	1	2	GLTS_ECOLI
P0AET5	1	1	2	HDED_ECOLI
P0AEU3	1	1	2	HISM_ECOLI
P0AEU7	1	1	2	SKP_ECOLI
P0AEW1	0	1	1	HYFE_ECOLI
P0AEX7	0	1	1	LIVH_ECOLI
P0AF16	1	1	2	MVIN_ECOLI
P0AF32	1	0	1	NARV_ECOLI
P0AF36	1	1	2	ZAPB_ECOLI
P0AF43	1	1	2	YJBB_ECOLI
P0AF45	0	0	0	YJBE_ECOLI
P0AF52	1	1	2	YJCD_ECOLI
P0AF54	1	1	2	YJCH_ECOLI
P0AF73	0	1	1	YJET_ECOLI
P0AF86	0	0	0	YJFY_ECOLI
P0AF98	1	1	2	LPTF_ECOLI
P0AFA7	1	1	2	NHAB_ECOLI
P0AFA9	0	0	0	NIKC_ECOLI
P0AFE0	1	1	2	NUOJ_ECOLI
P0AFE4	1	1	2	NUOK_ECOLI
P0AFH2	1	1	2	OPPB_ECOLI
P0AFH6	1	1	2	OPPC_ECOLI
P0AFI9	1	1	2	PERM_ECOLI
P0AFL1	0	0	0	POTI_ECOLI
P0AFL3	1	1	2	PPIA_ECOLI
P0AFM4	0	1	1	PSIF_ECOLI
P0AFN6	1	0	1	YADH_ECOLI
P0AFP0	0	0	0	YADS_ECOLI
P0AFR2	1	0	1	YCHM_ECOLI
P0AFR7	0	0	0	YCJO_ECOLI
P0AFR9	0	0	0	YDCV_ECOLI
P0AFS5	0	0	0	TQSA_ECOLI
P0AFS7	1	1	2	YDIK_ECOLI
P0AFT2	1	1	2	YECS_ECOLI
P0AFU2	1	1	2	YFBS_ECOLI
P0AFX7	1	1	2	RSEA_ECOLI
P0AG14	1	1	2	SOHB_ECOLI
P0AG34	1	1	2	RHTB_ECOLI
P0AG38	1	0	1	RHTC_ECOLI
P0AG96	1	1	2	SECE_ECOLI
P0AGC5	1	0	1	MLTF_ECOLI
P0AGE4	1	1	2	SSTT_ECOLI
P0AGF4	0	0	0	XYLE_ECOLI
P0AGH1	1	1	2	YHHJ_ECOLI
P0AGH8	1	0	1	PSTC_ECOLI
P0AGI1	1	1	2	RBSC_ECOLI
P0AGI4	0	0	0	XYLH_ECOLI
P0AGI8	1	1	2	TRKA_ECOLI
P0AGK1	1	0	1	UBIA_ECOLI
P0AGM2	0	1	1	YICG_ECOLI
P0C0S1	1	1	2	MSCS_ECOLI
P0C0T5	1	1	2	MEPA_ECOLI
P0C0V0	1	1	2	DEGP_ECOLI
P0CE44	0	1	1	UIDB_ECOLI
P0CE47	1	1	2	EFTU1_ECOLI
P0CE48	0	1	1	EFTU2_ECOLI
P10100	1	1	2	RLPA_ECOLI
P10384	1	1	2	FADL_ECOLI
P10903	1	1	2	NARK_ECOLI
P11286	0	0	0	YIAB_ECOLI
P11557	1	1	2	DAMX_ECOLI
P11667	0	0	0	ARGO_ECOLI
P13035	1	1	2	GLPD_ECOLI
P13036	1	1	2	FECA_ECOLI
P13458	1	1	2	SBCC_ECOLI
P13482	1	1	2	TREA_ECOLI
P13656	0	1	1	CHIA_ECOLI
P13738	1	1	2	NHAA_ECOLI
P14175	1	1	2	PROV_ECOLI
P14176	1	1	2	PROW_ECOLI
P14377	1	1	2	ZRAS_ECOLI
P15028	1	1	2	FECB_ECOLI
P15029	0	0	0	FECD_ECOLI
P15030	0	0	0	FECC_ECOLI
P15031	1	1	2	FECE_ECOLI
P15070	0	0	0	FLIN_ECOLI
P15286	1	0	1	FLK_ECOLI
P16256	1	0	1	PANF_ECOLI
P16429	0	1	1	HYCC_ECOLI
P16683	0	0	0	PHNE_ECOLI
P16692	0	0	0	PHNP_ECOLI
P16701	0	0	0	CYST_ECOLI
P16869	1	1	2	FHUE_ECOLI
P16926	1	1	2	MREC_ECOLI
P17315	1	1	2	CIRA_ECOLI
P17444	1	1	2	BETA_ECOLI
P17583	0	1	1	CYNX_ECOLI
P17994	0	1	1	YFAA_ECOLI
P18775	1	1	2	DMSA_ECOLI
P18777	0	1	1	DMSC_ECOLI
P19642	1	1	2	PTOCB_ECOLI
P19926	1	1	2	AGP_ECOLI
P19934	1	1	2	TOLA_ECOLI
P20966	1	1	2	PTFBC_ECOLI
P21365	1	1	2	YCIC_ECOLI
P21367	1	1	2	YCAC_ECOLI
P21513	1	1	2	RNE_ECOLI
P21865	1	1	2	KDPD_ECOLI
P22255	1	1	2	CYSQ_ECOLI
P22586	1	1	2	FLIO_ECOLI
P22729	0	0	0	LIVM_ECOLI
P23173	1	0	1	TNAB_ECOLI
P23200	1	1	2	MGLC_ECOLI
P23482	1	1	2	HYFB_ECOLI
P23484	0	1	1	FECI_ECOLI
P23485	1	1	2	FECR_ECOLI
P23827	1	1	2	ECOT_ECOLI
P23842	1	1	2	YFEA_ECOLI
P23876	0	0	0	FEPD_ECOLI
P23877	0	0	0	FEPG_ECOLI
P23890	1	0	1	CADC_ECOLI
P23910	0	0	0	ARAJ_ECOLI
P24077	0	1	1	ENTS_ECOLI
P24180	0	1	1	ACRE_ECOLI
P24181	0	1	1	ACRF_ECOLI
P24183	1	1	2	FDNG_ECOLI
P24207	1	1	2	PHEP_ECOLI
P24216	1	1	2	FLID_ECOLI
P24241	1	1	2	PTIBC_ECOLI
P24244	0	1	1	YCCB_ECOLI
P25396	0	1	1	TEHA_ECOLI
P25549	0	1	1	ASLA_ECOLI
P25552	1	1	2	GPPA_ECOLI
P25736	0	0	0	END1_ECOLI
P25744	1	0	1	MDTG_ECOLI
P25747	0	0	0	YEIB_ECOLI
P25798	1	1	2	FLIF_ECOLI
P25894	1	1	2	YGGG_ECOLI
P25907	0	0	0	YDBD_ECOLI
P25960	0	0	0	LEP4_ECOLI
P26218	0	1	1	BGLH_ECOLI
P26266	1	1	2	FEPE_ECOLI
P27125	0	0	0	RHAT_ECOLI
P27243	1	1	2	RFAL_ECOLI
P27250	1	1	2	YJGB_ECOLI
P27254	0	1	1	ARGK_ECOLI
P27300	1	1	2	LPXK_ECOLI
P27303	1	1	2	EMRA_ECOLI
P27434	1	1	2	RODZ_ECOLI
P27835	0	0	0	WZYE_ECOLI
P27837	1	1	2	YIFK_ECOLI
P27842	0	0	0	YIGF_ECOLI
P28246	1	0	1	BCR_ECOLI
P28303	0	0	0	DINF_ECOLI
P28307	0	0	0	CSGA_ECOLI
P28911	0	1	1	YHHH_ECOLI
P28915	0	1	1	YBFC_ECOLI
P29131	1	1	2	FTSN_ECOLI
P30015	1	1	2	LHR_ECOLI
P30126	1	1	2	LEUD_ECOLI
P30130	1	1	2	FIMD_ECOLI
P30149	1	1	2	YABI_ECOLI
P30855	1	1	2	EVGS_ECOLI
P30860	1	1	2	ARTJ_ECOLI
P31058	0	0	0	YADC_ECOLI
P31063	1	1	2	YEDD_ECOLI
P31064	1	1	2	YEDE_ECOLI
P31121	0	0	0	MARB_ECOLI
P31122	0	0	0	SOTB_ECOLI
P31126	0	1	1	YDEE_ECOLI
P31130	0	1	1	YDEI_ECOLI
P31131	0	0	0	YDEJ_ECOLI
P31135	0	1	1	POTH_ECOLI
P31224	1	1	2	ACRB_ECOLI
P31436	0	0	0	SETC_ECOLI
P31437	0	0	0	YICL_ECOLI
P31441	1	1	2	ADEC_ECOLI
P31442	0	0	0	EMRD_ECOLI
P31446	0	0	0	YIDI_ECOLI
P31448	0	1	1	YIDK_ECOLI
P31459	0	0	0	DGOK_ECOLI
P31468	0	0	0	CBRB_ECOLI
P31471	0	1	1	YIEL_ECOLI
P31547	1	1	2	METI_ECOLI
P31548	1	1	2	THIQ_ECOLI
P31549	0	0	0	THIP_ECOLI
P31550	1	1	2	THIB_ECOLI
P31675	0	0	0	SETA_ECOLI
P31680	1	1	2	DJLA_ECOLI
P31697	1	1	2	FIMC_ECOLI
P31801	1	0	1	CHAA_ECOLI
P31826	0	0	0	YDDA_ECOLI
P31827	1	1	2	YDDB_ECOLI
P31828	1	1	2	PQQL_ECOLI
P31991	0	1	1	YDCD_ECOLI
P32106	0	0	0	YIBG_ECOLI
P32128	0	1	1	YIHF_ECOLI
P32135	0	1	1	YIHN_ECOLI
P32136	0	0	0	YIHO_ECOLI
P32137	0	0	0	YIHP_ECOLI
P32151	0	0	0	YIIG_ECOLI
P32154	0	0	0	PTFLB_ECOLI
P32155	1	1	2	PTFA_ECOLI
P32167	0	1	1	YIIX_ECOLI
P32176	1	1	2	FDOG_ECOLI
P32668	0	0	0	YIJF_ECOLI
P32672	0	0	0	PTFC2_ECOLI
P32688	0	0	0	YJBG_ECOLI
P32701	0	1	1	YJCC_ECOLI
P32703	1	1	2	YJCE_ECOLI
P32705	1	1	2	ACTP_ECOLI
P32709	0	0	0	NRFD_ECOLI
P32710	0	0	0	NRFE_ECOLI
P32711	0	0	0	NRFF_ECOLI
P32716	0	0	0	MDTN_ECOLI
P32717	0	0	0	YJCS_ECOLI
P32720	0	0	0	ALSC_ECOLI
P32721	1	1	2	ALSA_ECOLI
P33013	0	1	1	DACD_ECOLI
P33015	0	1	1	YEEE_ECOLI
P33021	0	1	1	NUPX_ECOLI
P33025	0	1	1	PSUG_ECOLI
P33026	0	0	0	SETB_ECOLI
P33128	0	1	1	ECPD_ECOLI
P33129	0	1	1	HTRE_ECOLI
P33135	0	0	0	FLIR_ECOLI
P33218	1	1	2	YEBE_ECOLI
P33231	1	1	2	LLDP_ECOLI
P33236	0	0	0	MOKC_ECOLI
P33354	1	0	1	YEHR_ECOLI
P33359	0	0	0	YEHW_ECOLI
P33361	0	1	1	YEHY_ECOLI
P33366	1	1	2	YOHD_ECOLI
P33369	1	1	2	MDTQ_ECOLI
P33634	1	1	2	YFIE_ECOLI
P33668	0	1	1	YBBC_ECOLI
P33913	1	1	2	YEJA_ECOLI
P33931	1	1	2	CCMA_ECOLI
P33941	1	1	2	YOJI_ECOLI
P36554	0	1	1	MDTD_ECOLI
P36560	0	1	1	ASR_ECOLI
P36561	1	1	2	COBS_ECOLI
P36646	0	1	1	HOFC_ECOLI
P36649	1	1	2	CUEO_ECOLI
P36655	1	1	2	DSBD_ECOLI
P36678	0	0	0	GSPM_ECOLI
P36682	0	1	1	YACH_ECOLI
P37001	1	0	1	CRCA_ECOLI
P37002	0	1	1	CRCB_ECOLI
P37016	0	1	1	YADK_ECOLI
P37017	0	0	0	YADL_ECOLI
P37018	0	0	0	YADM_ECOLI
P37019	1	1	2	CLCA_ECOLI
P37050	0	0	0	YADN_ECOLI
P37056	0	1	1	YAEF_ECOLI
P37147	1	0	1	FXSA_ECOLI
P37188	1	1	2	PTKB_ECOLI
P37197	1	1	2	YHJA_ECOLI
P37305	0	1	1	HOKA_ECOLI
P37327	1	1	2	YFDC_ECOLI
