Merge ID	Orbi detected	Non Orbi detected	# Identified	
P37349	1	1	2	DHAM_ECOLI
P37443	0	0	0	YCAI_ECOLI
P37597	1	0	1	YDHC_ECOLI
P37614	0	0	0	YHHL_ECOLI
P37615	1	1	2	YHHM_ECOLI
P37617	1	1	2	ATZN_ECOLI
P37621	0	0	0	YHHS_ECOLI
P37626	1	1	2	YHII_ECOLI
P37630	1	0	1	YHIM_ECOLI
P37643	0	1	1	YHJE_ECOLI
P37645	1	1	2	YHJG_ECOLI
P37650	1	1	2	BCSC_ECOLI
P37653	0	1	1	BCSA_ECOLI
P37657	0	1	1	YHJS_ECOLI
P37659	1	1	2	YHJU_ECOLI
P37662	0	1	1	YHJX_ECOLI
P37663	0	1	1	YHJY_ECOLI
P37665	1	1	2	YIAD_ECOLI
P37669	0	1	1	YIAH_ECOLI
P37674	0	0	0	YIAM_ECOLI
P37675	0	0	0	YIAN_ECOLI
P37676	0	0	0	YIAO_ECOLI
P37681	0	1	1	YIAT_ECOLI
P37682	0	0	0	YIAU_ECOLI
P37683	0	0	0	YIAV_ECOLI
P37744	1	1	2	RMLA1_ECOLI
P37751	1	1	2	YEFI_ECOLI
P37772	0	0	0	YJFF_ECOLI
P37774	1	1	2	YECC_ECOLI
P37902	1	1	2	GLTI_ECOLI
P37909	0	0	0	YBGD_ECOLI
P38052	0	0	0	SFMF_ECOLI
P38097	1	1	2	YEGE_ECOLI
P38101	0	0	0	EAMB_ECOLI
P38105	0	0	0	RSPB_ECOLI
P38134	1	1	2	ETK_ECOLI
P39099	1	1	2	DEGQ_ECOLI
P39172	1	1	2	ZNUA_ECOLI
P39196	0	0	0	LPLT_ECOLI
P39263	1	1	2	YFCC_ECOLI
P39264	1	1	2	FIMI_ECOLI
P39265	0	1	1	ALSB_ECOLI
P39270	0	0	0	YJDF_ECOLI
P39277	0	1	1	YJEH_ECOLI
P39282	0	0	0	YJEM_ECOLI
P39295	0	1	1	YJFM_ECOLI
P39297	1	1	2	YJFO_ECOLI
P39310	1	1	2	YTFB_ECOLI
P39328	0	1	1	YTFT_ECOLI
P39338	0	1	1	YJGN_ECOLI
P39344	0	1	1	IDNT_ECOLI
P39346	0	1	1	IDND_ECOLI
P39352	0	0	0	YJHB_ECOLI
P39365	0	0	0	SGCC_ECOLI
P39371	0	1	1	NANM_ECOLI
P39376	0	1	1	YJIE_ECOLI
P39379	0	0	0	YJIH_ECOLI
P39381	0	0	0	YJIJ_ECOLI
P39382	1	1	2	YJIK_ECOLI
P39385	1	1	2	YJIN_ECOLI
P39386	0	1	1	MDTM_ECOLI
P39396	1	1	2	YJIY_ECOLI
P39398	0	1	1	YJJL_ECOLI
P39400	0	1	1	YJJN_ECOLI
P39401	1	1	2	OPGB_ECOLI
P39414	0	1	1	TTDT_ECOLI
P39451	1	1	2	ADHP_ECOLI
P39830	1	1	2	YBAL_ECOLI
P39832	0	0	0	ZNUB_ECOLI
P39834	0	0	0	YGIL_ECOLI
P39835	1	1	2	GNTT_ECOLI
P40120	1	1	2	OPGD_ECOLI
P40876	0	1	1	YCBF_ECOLI
P41036	1	1	2	NANT_ECOLI
P41441	0	0	0	GSPF_ECOLI
P41442	0	0	0	GSPG_ECOLI
P41443	0	1	1	GSPH_ECOLI
P42615	0	0	0	YQJB_ECOLI
P42619	0	0	0	YQJF_ECOLI
P42628	0	0	0	YHAO_ECOLI
P42630	1	1	2	TDCG_ECOLI
P42905	0	0	0	PTPC2_ECOLI
P42910	0	0	0	PTPC1_ECOLI
P42912	0	1	1	AGAI_ECOLI
P42913	0	0	0	YRAH_ECOLI
P42914	1	1	2	YRAI_ECOLI
P42915	0	0	0	YRAJ_ECOLI
P43319	0	0	0	YRAK_ECOLI
P43340	0	1	1	YCAK_ECOLI
P43672	1	1	2	UUP_ECOLI
P43676	0	0	0	PITB_ECOLI
P45394	0	1	1	YRBG_ECOLI
P45425	1	1	2	NANK_ECOLI
P45428	0	1	1	DCUD_ECOLI
P45464	1	1	2	YRAM_ECOLI
P45508	0	1	1	YFAL_ECOLI
P45522	1	0	1	KEFB_ECOLI
P45523	1	1	2	FKBA_ECOLI
P45539	0	1	1	FRLA_ECOLI
P45546	0	1	1	YHFT_ECOLI
P45566	0	0	0	YHDT_ECOLI
P45568	1	1	2	DXR_ECOLI
P45570	0	0	0	YBCI_ECOLI
P45750	0	1	1	YRFA_ECOLI
P45756	0	0	0	GSPA_ECOLI
P45757	0	0	0	GSPC_ECOLI
P45758	1	1	2	GSPD_ECOLI
P45759	0	0	0	GSPE_ECOLI
P45760	0	0	0	GSPI_ECOLI
P45761	0	1	1	GSPJ_ECOLI
P45762	0	0	0	GSPK_ECOLI
P45763	0	1	1	GSPL_ECOLI
P45804	1	1	2	YHGE_ECOLI
P45955	1	1	2	YBGF_ECOLI
P46119	0	0	0	YBJC_ECOLI
P46122	1	1	2	YAJI_ECOLI
P46125	1	1	2	YEDI_ECOLI
P46133	0	1	1	ABGT_ECOLI
P46144	0	1	1	YEDJ_ECOLI
P46187	0	0	0	RSEC_ECOLI
P46474	1	1	2	YHDP_ECOLI
P46481	0	1	1	AAEB_ECOLI
P46923	1	1	2	TORZ_ECOLI
P52067	1	0	1	FSR_ECOLI
P52094	1	1	2	HISQ_ECOLI
P52101	1	1	2	YFHK_ECOLI
P52600	0	1	1	EMRY_ECOLI
P52613	0	1	1	FLIJ_ECOLI
P52644	1	1	2	HSLJ_ECOLI
P54745	0	1	1	HRSA_ECOLI
P55140	1	1	2	YGCG_ECOLI
P55734	1	1	2	YGAP_ECOLI
P55914	0	0	0	YJJZ_ECOLI
P56100	0	1	1	YBGT_ECOLI
P56258	1	0	1	WECF_ECOLI
P56579	1	1	2	PTHC_ECOLI
P56580	1	0	1	PTHB_ECOLI
P56976	0	0	0	BLR_ECOLI
P58034	0	0	0	YMGF_ECOLI
P58035	0	0	0	SGCB_ECOLI
P60632	1	1	2	YOHJ_ECOLI
P60844	0	0	0	AQPZ_ECOLI
P60872	1	1	2	YIDE_ECOLI
P62723	1	0	1	YEIH_ECOLI
P63235	1	1	2	GADC_ECOLI
P64429	1	1	2	YPFJ_ECOLI
P64432	1	0	1	YPJD_ECOLI
P64442	0	1	1	YCEO_ECOLI
P64448	1	0	1	YNBE_ECOLI
P64451	1	1	2	YDCL_ECOLI
P64453	0	0	0	YDCX_ECOLI
P64459	0	0	0	YNCJ_ECOLI
P64471	0	0	0	YDHI_ECOLI
P64493	1	1	2	YOAF_ECOLI
P64499	1	1	2	YEBO_ECOLI
P64506	0	1	1	YEBY_ECOLI
P64512	0	1	1	MGRB_ECOLI
P64536	0	0	0	YEIS_ECOLI
P64542	0	1	1	YPEC_ECOLI
P64545	0	1	1	YFGG_ECOLI
P64564	1	1	2	YGGT_ECOLI
P64572	0	1	1	YGHR_ECOLI
P64581	1	1	2	YQJD_ECOLI
P64585	1	1	2	YQJE_ECOLI
P64592	0	0	0	YHAI_ECOLI
P64596	1	1	2	YRAP_ECOLI
P64602	1	1	2	MLAB_ECOLI
P64614	0	1	1	YHCN_ECOLI
P64619	0	0	0	YHDU_ECOLI
P64622	0	0	0	YHDV_ECOLI
P64627	1	0	1	YHFL_ECOLI
P64631	0	0	0	YHFU_ECOLI
P64634	1	0	1	YRFC_ECOLI
P64646	0	0	0	YJDO_ECOLI
P65290	0	1	1	YFGH_ECOLI
P65292	1	1	2	YGDI_ECOLI
P65294	1	1	2	YGDR_ECOLI
P67127	1	0	1	YGDQ_ECOLI
P67143	0	0	0	YHGN_ECOLI
P67729	0	0	0	YFEO_ECOLI
P68699	1	1	2	ATPL_ECOLI
P69210	0	1	1	MDTI_ECOLI
P69212	0	0	0	MDTJ_ECOLI
P69367	0	1	1	MDTH_ECOLI
P69411	1	1	2	RCSF_ECOLI
P69428	1	1	2	TATA_ECOLI
P69432	0	1	1	PGAD_ECOLI
P69434	1	1	2	PGAA_ECOLI
P69681	1	1	2	AMTB_ECOLI
P69741	1	1	2	MBHT_ECOLI
P69776	1	1	2	LPP_ECOLI
P69795	0	1	1	PTQB_ECOLI
P69797	1	1	2	PTNAB_ECOLI
P69808	0	1	1	PTFB1_ECOLI
P69811	1	1	2	PTFAH_ECOLI
P69816	0	0	0	PTFB2_ECOLI
P69820	0	1	1	ULAC_ECOLI
P69824	0	1	1	PTMA_ECOLI
P69826	0	1	1	PTMCB_ECOLI
P69828	1	1	2	PTKA_ECOLI
P69831	1	1	2	PTKC_ECOLI
P69856	1	0	1	NANC_ECOLI
P69937	0	0	0	SUGE_ECOLI
P71238	0	1	1	WCAD_ECOLI
P75620	0	0	0	YAAY_ECOLI
P75685	0	0	0	YKGB_ECOLI
P75687	0	1	1	YKGI_ECOLI
P75691	1	1	2	YAHK_ECOLI
P75693	0	1	1	YAHN_ECOLI
P75694	0	1	1	YAHO_ECOLI
P75712	0	0	0	ALLP_ECOLI
P75715	0	0	0	SFMH_ECOLI
P75737	0	0	0	YBFP_ECOLI
P75747	0	0	0	ABRB_ECOLI
P75748	1	0	1	YBGO_ECOLI
P75749	0	1	1	YBGP_ECOLI
P75750	1	1	2	YBGQ_ECOLI
P75757	1	0	1	ZITB_ECOLI
P75769	0	0	0	YBHM_ECOLI
P75770	0	0	0	YBHN_ECOLI
P75777	1	1	2	YBHG_ECOLI
P75783	1	1	2	YBIO_ECOLI
P75788	0	0	0	YBIR_ECOLI
P75798	1	1	2	GSIC_ECOLI
P75810	0	1	1	YBJJ_ECOLI
P75818	1	1	2	YBJP_ECOLI
P75826	1	1	2	YBJE_ECOLI
P75831	1	1	2	MACB_ECOLI
P75835	0	1	1	YCAM_ECOLI
P75851	0	1	1	SSUC_ECOLI
P75855	0	0	0	YCBQ_ECOLI
P75856	0	1	1	YCBR_ECOLI
P75857	0	0	0	YCBS_ECOLI
P75858	0	0	0	YCBT_ECOLI
P75859	0	0	0	YCBU_ECOLI
P75860	0	0	0	YCBV_ECOLI
P75882	0	1	1	GFCD_ECOLI
P75883	0	1	1	GFCC_ECOLI
P75884	0	1	1	GFCB_ECOLI
P75885	0	1	1	GFCA_ECOLI
P75892	0	0	0	RUTG_ECOLI
P75905	0	1	1	PGAC_ECOLI
P75906	1	1	2	PGAB_ECOLI
P75908	0	0	0	YCDT_ECOLI
P75917	0	0	0	YMDA_ECOLI
P75925	0	0	0	C56I_ECOLI
P75933	0	1	1	FLGA_ECOLI
P75937	1	1	2	FLGE_ECOLI
P75955	0	1	1	YCFT_ECOLI
P75958	1	1	2	LOLE_ECOLI
P75961	0	1	1	YCFZ_ECOLI
P75962	0	0	0	YMFA_ECOLI
P76002	1	1	2	YCGK_ECOLI
P76007	1	0	1	CVRA_ECOLI
P76011	0	1	1	YMGE_ECOLI
P76017	0	1	1	YCGV_ECOLI
P76037	0	1	1	PUUP_ECOLI
P76042	0	1	1	YCJN_ECOLI
P76043	0	0	0	YCJQ_ECOLI
P76045	0	1	1	OMPG_ECOLI
P76076	0	1	1	YDBL_ECOLI
P76090	0	0	0	YNBA_ECOLI
P76091	1	1	2	YNBB_ECOLI
P76093	0	1	1	YNBD_ECOLI
P76097	1	1	2	YDCJ_ECOLI
P76103	0	0	0	YDCO_ECOLI
P76108	0	1	1	YDCS_ECOLI
P76111	0	1	1	YDCZ_ECOLI
P76115	1	1	2	YNCD_ECOLI
P76116	1	1	2	YNCE_ECOLI
P76118	0	0	0	YNCH_ECOLI
P76128	0	1	1	DDPA_ECOLI
P76136	0	0	0	YNEN_ECOLI
P76142	1	1	2	LSRB_ECOLI
P76146	0	0	0	YNEE_ECOLI
P76170	1	1	2	YNFB_ECOLI
P76172	0	1	1	YNFD_ECOLI
P76173	0	0	0	YNFH_ECOLI
P76175	0	1	1	CLCB_ECOLI
P76177	1	1	2	YDGH_ECOLI
P76180	0	0	0	YDGK_ECOLI
P76185	1	1	2	YDHJ_ECOLI
P76186	0	1	1	YDHK_ECOLI
P76190	0	1	1	YDHO_ECOLI
P76194	0	1	1	SUFE_ECOLI
P76219	0	1	1	YDJX_ECOLI
P76220	1	1	2	YDJY_ECOLI
P76223	1	1	2	YNJB_ECOLI
P76224	0	0	0	YNJC_ECOLI
P76226	0	0	0	YNJF_ECOLI
P76227	0	0	0	YNJH_ECOLI
P76228	0	1	1	YNJI_ECOLI
P76230	0	0	0	YDJK_ECOLI
P76237	1	1	2	YEAJ_ECOLI
P76242	0	0	0	YEAN_ECOLI
P76250	1	1	2	YEAT_ECOLI
P76296	0	0	0	YECT_ECOLI
P76298	1	1	2	FLHA_ECOLI
P76299	0	1	1	FLHB_ECOLI
P76308	1	0	1	YECR_ECOLI
P76330	1	1	2	YEDQ_ECOLI
P76334	0	0	0	YEDR_ECOLI
P76342	0	0	0	YEDY_ECOLI
P76345	1	0	1	C56H_ECOLI
P76347	0	1	1	YEEJ_ECOLI
P76352	0	0	0	YEEO_ECOLI
P76372	1	1	2	WZZB_ECOLI
P76399	1	1	2	MDTC_ECOLI
P76417	0	1	1	YEGT_ECOLI
P76423	0	1	1	THIM_ECOLI
P76460	0	0	0	ATOE_ECOLI
P76464	1	1	2	YFAS_ECOLI
P76469	0	0	0	KDRA_ECOLI
P76470	0	0	0	YFAV_ECOLI
P76471	1	1	2	YFAZ_ECOLI
P76474	0	0	0	ARNF_ECOLI
P76498	0	1	1	YFCO_ECOLI
P76499	0	0	0	YFCP_ECOLI
P76500	0	0	0	YFCQ_ECOLI
P76501	1	0	1	YFCR_ECOLI
P76520	0	0	0	YFDX_ECOLI
P76521	0	0	0	YFDY_ECOLI
P76538	0	0	0	YFEZ_ECOLI
P76551	0	1	1	EUTA_ECOLI
P76562	0	0	0	YPFI_ECOLI
P76573	0	1	1	YFGI_ECOLI
P76655	0	1	1	YQIG_ECOLI
P76656	0	0	0	YQII_ECOLI
P76657	0	0	0	YQIJ_ECOLI
P76773	0	1	1	OMPL_ECOLI
P76909	1	1	2	YNJD_ECOLI
P77031	0	1	1	YQCE_ECOLI
P77091	0	0	0	HOKE_ECOLI
P77156	0	0	0	YDCU_ECOLI
P77165	0	1	1	YAGT_ECOLI
P77172	1	1	2	YFGF_ECOLI
P77179	1	0	1	RNFE_ECOLI
P77180	0	0	0	YKGH_ECOLI
P77188	0	1	1	MATC_ECOLI
P77196	0	1	1	YFCU_ECOLI
P77211	0	1	1	CUSC_ECOLI
P77219	0	0	0	YAHC_ECOLI
P77231	0	0	0	CITG_ECOLI
P77245	0	1	1	MURR_ECOLI
P77249	0	1	1	SFMC_ECOLI
P77256	0	0	0	YDJG_ECOLI
P77263	0	1	1	YAGV_ECOLI
P77268	0	1	1	DDPD_ECOLI
P77272	1	0	1	PTYBC_ECOLI
P77288	0	0	0	YFCV_ECOLI
P77294	0	0	0	YDER_ECOLI
P77306	0	1	1	YQIK_ECOLI
P77307	1	1	2	YBBM_ECOLI
P77308	0	1	1	DDPB_ECOLI
P77309	0	0	0	YNEJ_ECOLI
P77315	0	1	1	YPHD_ECOLI
P77316	0	1	1	YBDR_ECOLI
P77318	1	1	2	YDEN_ECOLI
P77324	1	1	2	YAGS_ECOLI
P77329	0	1	1	HYFG_ECOLI
P77333	1	1	2	YCJZ_ECOLI
P77339	0	1	1	YAFT_ECOLI
P77348	1	1	2	MPPA_ECOLI
P77374	1	1	2	YNFE_ECOLI
P77375	0	1	1	YDHX_ECOLI
P77379	0	0	0	YKGD_ECOLI
P77389	0	0	0	YDHP_ECOLI
P77397	0	0	0	MHPA_ECOLI
P77400	1	1	2	YBAT_ECOLI
P77409	0	1	1	PHSC_ECOLI
P77416	0	0	0	HYFD_ECOLI
P77437	0	1	1	HYFF_ECOLI
P77439	1	1	2	PTFX1_ECOLI
P77463	0	1	1	DDPC_ECOLI
P77468	0	1	1	SFMD_ECOLI
P77485	1	1	2	CUSS_ECOLI
P77489	1	1	2	YAGR_ECOLI
P77504	1	1	2	YBBP_ECOLI
P77506	0	0	0	YBDJ_ECOLI
P77519	0	0	0	YDDL_ECOLI
P77529	1	1	2	YDJN_ECOLI
P77541	1	1	2	PRPB_ECOLI
P77549	1	0	1	YFCJ_ECOLI
P77554	0	1	1	YAHJ_ECOLI
P77562	1	1	2	YAIW_ECOLI
P77588	0	0	0	YDEQ_ECOLI
P77589	1	0	1	MHPT_ECOLI
P77599	1	1	2	YFCS_ECOLI
P77610	0	1	1	ANSP_ECOLI
P77611	1	1	2	RNFC_ECOLI
P77616	0	1	1	YQIH_ECOLI
P77622	0	0	0	DDPF_ECOLI
P77694	0	1	1	YAGW_ECOLI
P77716	0	0	0	YCJP_ECOLI
P77717	1	1	2	YBAY_ECOLI
P77733	0	1	1	FOCB_ECOLI
P77747	0	0	0	OMPN_ECOLI
P77754	0	1	1	SPY_ECOLI
P77783	1	1	2	YNFF_ECOLI
P77789	0	0	0	YDES_ECOLI
P77795	1	0	1	YDCT_ECOLI
P77802	1	1	2	YAGX_ECOLI
Q06067	1	1	2	ATOS_ECOLI
Q2EES1	0	1	1	YNID_ECOLI
Q2EES6	0	1	1	YOHO_ECOLI
Q2EET2	1	0	1	YPFN_ECOLI
Q2M5U1	0	0	0	YTJA_ECOLI
Q2M7M3	1	1	2	YSAB_ECOLI
Q2M7X4	0	0	0	YICS_ECOLI
Q2MB16	1	0	1	YOBH_ECOLI
Q46798	1	1	2	YGER_ECOLI
Q46831	0	0	0	YQGA_ECOLI
Q46832	0	0	0	YGHD_ECOLI
Q46834	0	1	1	YGHF_ECOLI
Q46835	1	0	1	YGHG_ECOLI
Q46836	0	0	0	PPPA_ECOLI
Q46837	1	0	1	ACFD_ECOLI
Q46839	0	1	1	GLCA_ECOLI
Q46841	1	1	2	YGHQ_ECOLI
Q46843	1	0	1	YGHS_ECOLI
Q46844	0	1	1	YGHT_ECOLI
Q46863	1	0	1	YGIS_ECOLI
Q46867	0	0	0	YGIZ_ECOLI
Q46888	0	0	0	YGBJ_ECOLI
Q46892	0	0	0	YGBN_ECOLI
Q46909	0	0	0	YGCS_ECOLI
Q47377	0	0	0	ARNE_ECOLI
Q47534	0	1	1	YAIO_ECOLI
Q47537	0	0	0	TAUA_ECOLI
Q47538	1	1	2	TAUB_ECOLI
Q47539	0	0	0	TAUC_ECOLI
Q47706	0	1	1	UIDC_ECOLI
Q59385	1	1	2	COPA_ECOLI
Q6BEX0	0	1	1	YTFR_ECOLI
Q6BEX5	1	0	1	YJDP_ECOLI
Q6BF25	0	0	0	LDRD_ECOLI
Q6BF87	0	0	0	LDRB_ECOLI
Q7DFV3	0	0	0	YMGG_ECOLI
P77667	0	0	0	SUFA_ECOLI
P27242	1	1	2	WAAU_ECOLI
C1P611	0	0	0	SHOB_ECOLI
C1P603	0	1	1	YOAJ_ECOLI
P06993	1	1	2	MALT_ECOLI
P52696	1	1	2	YBHD_ECOLI
P15078	1	1	2	CSTA_ECOLI
P0AEC8	1	1	2	DCUS_ECOLI
P11551	0	0	0	FUCP_ECOLI
P77858	0	0	0	HYFC_ECOLI
P77672	1	0	1	LSRC_ECOLI
P0AFS1	1	0	1	LSRD_ECOLI
P0AF01	0	1	1	MODB_ECOLI
P0AFA5	1	1	2	NFRB_ECOLI
P0AFF4	1	0	1	NUPG_ECOLI
P76425	0	1	1	RCNA_ECOLI
P37746	1	1	2	RFBX_ECOLI
P37748	0	0	0	RFC_ECOLI
P45562	0	0	0	XAPB_ECOLI
P75763	0	0	0	YBHI_ECOLI
P76197	0	1	1	YDIM_ECOLI
P0ABD1	0	0	0	YEAV_ECOLI
P27843	0	0	0	YIGG_ECOLI
P39284	0	1	1	YJEO_ECOLI
P39357	0	1	1	YJHF_ECOLI
P39838	1	1	2	YOJN_ECOLI
P0AFM9	1	1	2	PSPB_ECOLI
P0ABC3	1	1	2	HFLC_ECOLI
P75910	1	1	2	YCDU_ECOLI
A5A605	0	0	0	YKFM_ECOLI
A5A624	0	1	1	DINQ_ECOLI
P77494	0	1	1	HOKB_ECOLI
C1P616	0	0	0	IBSD_ECOLI
P0AAW9	0	1	1	YBHT_ECOLI
P76482	0	0	0	YFBL_ECOLI
A5A615	0	1	1	YNCL_ECOLI
A5A618	0	1	1	YNHF_ECOLI
P76239	0	1	1	YOAI_ECOLI
C1P602	0	1	1	YOAK_ECOLI
C1P609	0	1	1	YOHP_ECOLI
C1P610	0	1	1	YPDK_ECOLI
P77381	1	1	2	DJLB_ECOLI
P77359	1	0	1	DJLC_ECOLI
P37747	1	1	2	GLF_ECOLI
P77455	1	1	2	MAOC_ECOLI
P76083	0	1	1	PAAH_ECOLI
Q47536	0	1	1	YAIP_ECOLI
P75711	1	1	2	YBBV_ECOLI
P45848	0	0	0	YCIQ_ECOLI
A5A617	0	1	1	YDGU_ECOLI
Q46901	0	1	1	YGCL_ECOLI
P45545	0	1	1	YHFS_ECOLI
P75800	1	1	2	YLIE_ECOLI
P75786	0	1	1	YLIL_ECOLI
A5A612	0	0	0	YMGJ_ECOLI
Q46942	0	1	1	YQEI_ECOLI
C1P601	0	0	0	RZOQ_ECOLI
P76481	0	1	1	YFBK_ECOLI
P0AAG3	0	1	1	GLTL_ECOLI
P36937	0	0	0	KDPF_ECOLI
P77257	1	1	2	LSRA_ECOLI
P09833	1	1	2	MODC_ECOLI
P31060	1	1	2	MODF_ECOLI
P0AFV8	1	0	1	PSPD_ECOLI
C1P605	0	1	1	AZUC_ECOLI
P76639	0	0	0	YGEH_ECOLI
P0ACG4	0	0	0	HOKC_ECOLI
P28721	0	0	0	GLTF_ECOLI
Q46943	0	1	1	YQEJ_ECOLI
P46883	1	1	2	AMO_ECOLI
P0AEE5	1	1	2	DGAL_ECOLI
P0AEG4	1	1	2	DSBA_ECOLI
P37329	0	1	1	MODA_ECOLI
P33342	0	1	1	YEHC_ECOLI
P28722	0	1	1	YHCA_ECOLI
P37325	1	0	1	YBCH_ECOLI
P76394	0	1	1	YEGJ_ECOLI
P33340	0	0	0	YEHA_ECOLI
P33343	0	1	1	YEHD_ECOLI
P33344	0	0	0	YEHE_ECOLI
P77619	0	1	1	YFEW_ECOLI
P45422	0	0	0	YHCF_ECOLI
P64534	0	1	1	YOHN_ECOLI
P31600	1	1	2	NFRA_ECOLI
P06129	1	1	2	BTUB_ECOLI
P06971	1	1	2	FHUA_ECOLI
P06996	1	1	2	OMPC_ECOLI
P33341	1	1	2	YEHB_ECOLI
P45420	0	1	1	YHCD_ECOLI
P52143	1	1	2	YPJA_ECOLI
P33666	1	1	2	YDBA_ECOLI
P77286	0	0	0	YDEU_ECOLI
P45564	0	0	0	YFEN_ECOLI
P0ADB4	1	0	1	ECNA_ECOLI
P77296	0	0	0	YBET_ECOLI
P77335	0	0	0	HLYE_ECOLI
P0A927	1	1	2	TSX_ECOLI
P0ABC7	1	1	2	HFLK_ECOLI
P0AFM6	1	1	2	PSPA_ECOLI
P0AFN2	1	1	2	PSPC_ECOLI
P0AGC7	1	1	2	SMP_ECOLI
P23857	0	1	1	PSPE_ECOLI
P27840	0	1	1	YIGE_ECOLI
P31450	0	1	1	GLVG_ECOLI
P32051	0	1	1	YDEK_ECOLI
P32696	0	1	1	PSPG_ECOLI
P33669	0	0	0	YBBD_ECOLI
P33924	0	1	1	YEJO_ECOLI
P39180	1	1	2	AG43_ECOLI
P42626	1	0	1	YHAM_ECOLI
P45766	0	1	1	YHDW_ECOLI
P46879	0	0	0	YQGD_ECOLI
P52048	1	1	2	YGGP_ECOLI
P52137	0	1	1	YFJV_ECOLI
P69789	0	0	0	PTXB_ECOLI
P75684	0	1	1	YAGP_ECOLI
P75901	1	0	1	EFEU_ECOLI
P75936	0	1	1	FLGD_ECOLI
P76147	0	1	1	YNEF_ECOLI
P76356	0	0	0	YOEA_ECOLI
P76628	0	0	0	YGAY_ECOLI
P76692	0	0	0	YZGL_ECOLI
P77199	0	1	1	YAIT_ECOLI
P77228	0	1	1	YDFJ_ECOLI
P77481	1	1	2	YCJV_ECOLI
Q46797	0	1	1	YGEQ_ECOLI
Q46817	0	1	1	YGFQ_ECOLI
Q46833	1	1	2	YGHE_ECOLI
Q47153	0	1	1	FHIA_ECOLI
Q9JMS3	0	0	0	YUAQ_ECOLI
P39347	0	1	1	INTB_ECOLI
P77330	1	1	2	BORD_ECOLI
P23895	0	0	0	EMRE_ECOLI
P0A9R2	0	0	0	ESSD_ECOLI
P0ACG6	0	0	0	HOKD_ECOLI
P38392	1	0	1	SIEB_ECOLI
P23849	1	0	1	TRKG_ECOLI
P77368	0	0	0	YBCL_ECOLI
P28916	0	1	1	YBFD_ECOLI
P28917	0	1	1	YDCC_ECOLI
P28912	0	1	1	YHHI_ECOLI
P03835	0	0	0	INSG_ECOLI
P21420	1	1	2	NMPC_ECOLI
P39349	0	0	0	YJGX_ECOLI
P39393	0	1	1	YJIV_ECOLI
P76119	0	1	1	YNCI_ECOLI
P0CD93	0	0	0	YMJD_ECOLI
P31452	0	0	0	PTXC_ECOLI
P39355	0	0	0	YJHE_ECOLI
P45421	0	0	0	YHCE_ECOLI
P75681	0	0	0	FBPB_ECOLI
P76335	1	1	2	YEDS_ECOLI
P77354	0	0	0	YAFU_ECOLI
P77551	0	0	0	RZPR_ECOLI
Q46790	0	1	1	PBL_ECOLI
Q47718	0	1	1	INSO2_ECOLI
A5A627	0	0	0	TISB_ECOLI
P75971	0	0	0	Y1142_ECOLI
Q2EEQ8	0	0	0	YBFQ_ECOLI
Q9JMS2	0	0	0	YUAS_ECOLI
P09169	1	1	2	OMPT_ECOLI
P32053	0	1	1	INTA_ECOLI
P37009	0	1	1	FBPC_ECOLI
P52131	1	1	2	YFJP_ECOLI
O52982	0	0	0	YFJS_ECOLI
P52135	0	0	0	YFJT_ECOLI
P52138	0	1	1	YFJW_ECOLI
P77365	0	1	1	YAFY_ECOLI
Q47689	0	0	0	MMUP_ECOLI
P75683	1	1	2	YAGG_ECOLI
P76063	0	1	1	YDAS_ECOLI
P76361	0	1	1	YEER_ECOLI
P75968	1	1	2	YMFE_ECOLI
P77162	0	0	0	YKFB_ECOLI
P77607	0	0	0	YAGL_ECOLI
P78285	0	1	1	LYSD_ECOLI
P75719	0	0	0	RZPD_ECOLI
P76158	0	0	0	RZPQ_ECOLI
P76159	0	1	1	LYSQ_ECOLI
P77237	0	1	1	ESSQ_ECOLI
P77682	0	0	0	GTRA_ECOLI
P77293	1	1	2	GTRB_ECOLI
P76507	1	1	2	YFDI_ECOLI
P76548	0	0	0	YFFQ_ECOLI
P75979	0	0	0	YMFR_ECOLI
P52134	0	0	0	YPJK_ECOLI
P58041	0	0	0	RZOD_ECOLI
P58042	0	0	0	RZOR_ECOLI
Q9JMT3	0	0	0	INF7_ECOLI
P75741	1	1	2	YBFL_ECOLI
P18032	0	0	0	ARTA_ECOLI
P62670	0	0	0	FLMA_ECOLI
P34210	0	1	1	OMPP_ECOLI
P04737	0	0	0	PIL1_ECOLI
P13970	0	0	0	SRNB_ECOLI
P41067	0	1	1	TRAB1_ECOLI
P18004	0	1	1	TRAC_ECOLI
P09130	1	1	2	TRAD1_ECOLI
P08322	0	0	0	TRAE1_ECOLI
P14497	0	0	0	TRAF_ECOLI
P33790	0	1	1	TRAG1_ECOLI
P15069	0	0	0	TRAH1_ECOLI
P41066	0	1	1	TRAK1_ECOLI
P08321	0	0	0	TRAL1_ECOLI
P24082	0	1	1	TRAN_ECOLI
P41068	0	0	0	TRAP_ECOLI
P18033	0	0	0	TRAQ_ECOLI
P09129	0	0	0	TRAS1_ECOLI
P13979	0	1	1	TRAT1_ECOLI
P18471	0	1	1	TRAU_ECOLI
P41069	1	0	1	TRAV_ECOLI
P18472	0	1	1	TRAW_ECOLI
P22709	0	0	0	TRAX1_ECOLI
P18034	0	0	0	TRBA_ECOLI
P18035	0	1	1	TRBB_ECOLI
P18473	0	0	0	TRBC_ECOLI
Q05807	0	0	0	TRBE_ECOLI
