Merge ID	Orbi detected	Non Orbi detected	# Identified	
P0AC02	1	1	2	YFIO_ECOLI
P0AC13	1	1	2	DHPS_ECOLI
P0AC19	1	1	2	FOLX_ECOLI
P0AC23	1	1	2	FOCA_ECOLI
P0AC26	0	0	0	NIRC_ECOLI
P0AC28	0	1	1	YGFA_ECOLI
P0AC30	1	1	2	FTSX_ECOLI
P0AC33	1	1	2	FUMA_ECOLI
P0AC35	0	1	1	TTDB_ECOLI
P0AC38	1	1	2	ASPA_ECOLI
P0AC41	1	1	2	DHSA_ECOLI
P0AC44	1	1	2	DHSD_ECOLI
P0AC51	1	1	2	ZUR_ECOLI
P0AC53	1	1	2	G6PD_ECOLI
P0AC55	1	1	2	GLNK_ECOLI
P0AC59	1	1	2	GLRX2_ECOLI
P0AC69	1	1	2	GLRX4_ECOLI
P0AC73	0	1	1	EBGC_ECOLI
P0AC75	1	1	2	KDTA_ECOLI
P0AC81	1	1	2	LGUL_ECOLI
P0AC84	1	1	2	GLO2_ECOLI
P0AC86	1	1	2	PHSG_ECOLI
P0AC88	0	1	1	GM4D_ECOLI
P0AC98	0	0	0	YAAH_ECOLI
P0ACA3	1	1	2	SSPA_ECOLI
P0ACB0	1	1	2	DNAB_ECOLI
P0ACB2	1	1	2	HEM2_ECOLI
P0ACB4	1	1	2	HEMG_ECOLI
P0ACB7	1	1	2	HEMY_ECOLI
P0ACC1	1	1	2	HEMK_ECOLI
P0ACC3	1	1	2	ERPA_ECOLI
P0ACC7	1	1	2	GLMU_ECOLI
P0ACC9	0	1	1	WCAB_ECOLI
P0ACD2	0	1	1	WCAF_ECOLI
P0ACD4	1	1	2	NIFU_ECOLI
P0ACE0	1	1	2	MBHM_ECOLI
P0ACE7	1	1	2	HINT_ECOLI
P0ACF0	1	1	2	DBHA_ECOLI
P0ACF8	1	1	2	HNS_ECOLI
P0ACH1	0	1	1	SFSB_ECOLI
P0ACH5	0	1	1	MARA_ECOLI
P0ACH8	1	1	2	MELR_ECOLI
P0ACI0	1	1	2	ROB_ECOLI
P0ACI3	1	0	1	XYLR_ECOLI
P0ACI6	0	0	0	ASNC_ECOLI
P0ACJ0	1	1	2	LRP_ECOLI
P0ACJ5	0	1	1	YBAO_ECOLI
P0ACJ8	1	1	2	CRP_ECOLI
P0ACK2	1	1	2	AGAR_ECOLI
P0ACK5	1	1	2	DEOR_ECOLI
P0ACK8	1	0	1	FUCR_ECOLI
P0ACL0	1	1	2	GLPR_ECOLI
P0ACL2	1	1	2	EXUR_ECOLI
P0ACL7	1	1	2	LLDR_ECOLI
P0ACL9	1	1	2	PDHR_ECOLI
P0ACM2	1	1	2	YDFH_ECOLI
P0ACM5	0	1	1	YEGW_ECOLI
P0ACN2	0	0	0	YTFH_ECOLI
P0ACN7	1	1	2	CYTR_ECOLI
P0ACP5	1	1	2	GNTR_ECOLI
P0ACQ4	1	1	2	OXYR_ECOLI
P0ACQ7	0	1	1	TDCA_ECOLI
P0ACR2	0	1	1	YDHB_ECOLI
P0ACR4	1	0	1	YEIE_ECOLI
P0ACS2	0	0	0	SOXR_ECOLI
P0ACS5	0	1	1	ZNTR_ECOLI
P0ACS9	1	1	2	ACRR_ECOLI
P0ACT2	0	0	0	ENVR_ECOLI
P0ACT6	1	1	2	UIDR_ECOLI
P0ACU2	1	1	2	RUTR_ECOLI
P0ACV0	1	1	2	HTRB_ECOLI
P0ACV2	1	1	2	DDG_ECOLI
P0ACX0	0	0	0	YDGC_ECOLI
P0ACY1	1	1	2	YDJA_ECOLI
P0ACZ8	1	1	2	CUSR_ECOLI
P0AD03	0	1	1	YEBS_ECOLI
P0AD05	1	1	2	YECA_ECOLI
P0AD12	1	1	2	YEEZ_ECOLI
P0AD14	1	0	1	YEHU_ECOLI
P0AD17	1	0	1	YOHC_ECOLI
P0AD19	0	0	0	YOHK_ECOLI
P0AD27	1	1	2	YEJM_ECOLI
P0AD30	1	1	2	YFCA_ECOLI
P0AD37	0	0	0	YFEC_ECOLI
P0AD53	0	1	1	YGAC_ECOLI
P0AD57	1	1	2	ISPB_ECOLI
P0AD59	0	1	1	IVY_ECOLI
P0AD61	1	1	2	KPYK1_ECOLI
P0AD65	1	1	2	PBP2_ECOLI
P0AD68	1	1	2	FTSI_ECOLI
P0AD70	1	1	2	AMPH_ECOLI
P0AD96	1	1	2	LIVJ_ECOLI
P0AD99	1	1	2	BRNQ_ECOLI
P0ADA5	1	1	2	YAJG_ECOLI
P0ADB1	1	1	2	OSME_ECOLI
P0ADC6	1	1	2	LPTG_ECOLI
P0ADD2	0	0	0	YJJB_ECOLI
P0ADD5	0	1	1	YJJP_ECOLI
P0ADD7	1	0	1	YJJQ_ECOLI
P0ADE4	1	1	2	YTFM_ECOLI
P0ADE6	1	1	2	YGAU_ECOLI
P0ADE8	1	1	2	YGFZ_ECOLI
P0ADF6	1	1	2	EDD_ECOLI
P0ADF8	1	1	2	ILVN_ECOLI
P0ADI4	1	1	2	ENTB_ECOLI
P0ADI7	1	1	2	YECD_ECOLI
P0ADK0	1	1	2	YIAF_ECOLI
P0ADL1	0	0	0	NEPI_ECOLI
P0ADL3	1	1	2	YICN_ECOLI
P0ADM4	1	1	2	YIDQ_ECOLI
P0ADM8	1	1	2	YIEE_ECOLI
P0ADN0	1	1	2	VIAA_ECOLI
P0ADN2	1	1	2	YIFE_ECOLI
P0ADP2	1	1	2	YIGI_ECOLI
P0ADP7	1	1	2	YIGP_ECOLI
P0ADP9	1	1	2	YIHD_ECOLI
P0ADR0	0	0	0	YQAA_ECOLI
P0ADR2	0	0	0	YGDD_ECOLI
P0ADR6	1	1	2	RLMM_ECOLI
P0ADR8	1	1	2	YGDH_ECOLI
P0ADS2	1	1	2	ZAPA_ECOLI
P0ADS6	1	1	2	YGGE_ECOLI
P0ADS9	1	1	2	YGGN_ECOLI
P0ADT2	1	1	2	YGIB_ECOLI
P0ADT5	1	1	2	YGIC_ECOLI
P0ADU5	1	1	2	YGIW_ECOLI
P0ADU7	0	1	1	YQIB_ECOLI
P0ADV1	1	1	2	LPTA_ECOLI
P0ADV5	1	1	2	YHBW_ECOLI
P0ADV7	1	1	2	YRBC_ECOLI
P0ADV9	1	1	2	LPTC_ECOLI
P0ADW6	0	1	1	YHCC_ECOLI
P0ADX1	1	1	2	YHFA_ECOLI
P0ADX9	1	1	2	RSMD_ECOLI
P0ADY1	1	1	2	PPID_ECOLI
P0ADY3	1	1	2	RL14_ECOLI
P0ADY7	1	1	2	RL16_ECOLI
P0ADZ4	1	1	2	RS15_ECOLI
P0ADZ7	1	1	2	YAJC_ECOLI
P0AE01	1	1	2	TRMJ_ECOLI
P0AE08	1	1	2	AHPC_ECOLI
P0AE12	1	1	2	AMN_ECOLI
P0AE14	1	1	2	AMPE_ECOLI
P0AE18	1	1	2	AMPM_ECOLI
P0AE28	0	0	0	AROM_ECOLI
P0AE34	1	1	2	ARTQ_ECOLI
P0AE37	1	1	2	ASTA_ECOLI
P0AE39	1	0	1	YPDB_ECOLI
P0AE45	1	1	2	YTFL_ECOLI
P0AE48	1	1	2	YTFP_ECOLI
P0AE52	1	1	2	BCP_ECOLI
P0AE58	0	1	1	CAIF_ECOLI
P0AE60	0	1	1	CEDA_ECOLI
P0AE74	0	0	0	CITT_ECOLI
P0AE76	0	0	0	COBU_ECOLI
P0AE78	1	1	2	CORC_ECOLI
P0AE82	1	1	2	CPXA_ECOLI
P0AE91	1	1	2	CREA_ECOLI
P0AE95	0	0	0	CSGE_ECOLI
P0AEA2	0	1	1	CSGG_ECOLI
P0AEA5	0	1	1	CYOE_ECOLI
P0AEA8	1	1	2	CYSG_ECOLI
P0AEB2	1	1	2	DACA_ECOLI
P0AEB5	1	1	2	YNAI_ECOLI
P0AEB7	1	1	2	YOAB_ECOLI
P0AEC0	1	1	2	YOAE_ECOLI
P0AEC3	1	1	2	ARCB_ECOLI
P0AED0	1	1	2	USPA_ECOLI
P0AED7	1	1	2	DAPE_ECOLI
P0AEE1	1	1	2	DCRB_ECOLI
P0AEE8	1	1	2	DMA_ECOLI
P0AEF0	1	1	2	DNAC_ECOLI
P0AEF4	1	1	2	DPIA_ECOLI
P0AEF8	1	1	2	DPPB_ECOLI
P0AEG6	1	1	2	DSBC_ECOLI
P0AEH1	1	1	2	RSEP_ECOLI
P0AEI1	1	1	2	MIAB_ECOLI
P0AEI4	1	1	2	RIMO_ECOLI
P0AEI6	0	1	1	NUDJ_ECOLI
P0AEJ0	0	0	0	EMRB_ECOLI
P0AEJ2	1	1	2	ENTC_ECOLI
P0AEJ4	1	1	2	ENVZ_ECOLI
P0AEJ8	0	0	0	EUTN_ECOLI
P0AEK0	1	1	2	EXOX_ECOLI
P0AEK4	1	1	2	FABI_ECOLI
P0AEK7	0	1	1	FDNI_ECOLI
P0AEL0	1	1	2	FDOI_ECOLI
P0AEL6	1	1	2	FEPB_ECOLI
P0AEM0	1	0	1	FKBX_ECOLI
P0AEN1	1	1	2	FRE_ECOLI
P0AEN8	1	1	2	FUCM_ECOLI
P0AEP3	1	1	2	GALU_ECOLI
P0AEQ3	1	1	2	GLNH_ECOLI
P0AER0	1	1	2	GLPF_ECOLI
P0AER3	1	1	2	GLTJ_ECOLI
P0AER5	1	0	1	GLTK_ECOLI
P0AES0	1	1	2	GSP_ECOLI
P0AES2	1	1	2	GUDH_ECOLI
P0AES4	1	1	2	GYRA_ECOLI
P0AES9	1	1	2	HDEA_ECOLI
P0AET2	1	1	2	HDEB_ECOLI
P0AET8	1	1	2	HDHA_ECOLI
P0AEU0	1	1	2	HISJ_ECOLI
P0AEV1	1	1	2	HNR_ECOLI
P0AEV4	0	0	0	HYCA_ECOLI
P0AEV7	1	0	1	HYCH_ECOLI
P0AEV9	0	1	1	HYCI_ECOLI
P0AEW4	1	1	2	ICC_ECOLI
P0AEW6	1	1	2	INGK_ECOLI
P0AEX3	1	1	2	KGTP_ECOLI
P0AEX5	1	1	2	KPPR_ECOLI
P0AEX9	1	1	2	MALE_ECOLI
P0AEY1	0	1	1	MARC_ECOLI
P0AEY3	1	1	2	MAZG_ECOLI
P0AEY5	1	1	2	MDAB_ECOLI
P0AEY8	0	1	1	MDFA_ECOLI
P0AEZ1	1	1	2	METF_ECOLI
P0AEZ3	1	1	2	MIND_ECOLI
P0AEZ7	0	1	1	MLTD_ECOLI
P0AEZ9	1	1	2	MOAB_ECOLI
P0AF03	1	1	2	MOG_ECOLI
P0AF06	1	1	2	MOTB_ECOLI
P0AF08	1	1	2	MRP_ECOLI
P0AF10	0	0	0	MTLR_ECOLI
P0AF12	1	1	2	MTNN_ECOLI
P0AF18	1	1	2	NAGA_ECOLI
P0AF20	1	1	2	NAGC_ECOLI
P0AF24	1	1	2	NAGD_ECOLI
P0AF26	1	1	2	NARJ_ECOLI
P0AF28	1	1	2	NARL_ECOLI
P0AF34	0	0	0	YIIR_ECOLI
P0AF40	1	0	1	YIJD_ECOLI
P0AF48	0	1	1	YJBQ_ECOLI
P0AF50	0	1	1	YJBR_ECOLI
P0AF56	0	0	0	YJCO_ECOLI
P0AF63	1	1	2	NSRR_ECOLI
P0AF67	1	1	2	YJEE_ECOLI
P0AF70	1	1	2	YJEI_ECOLI
P0AF76	0	1	1	YJFI_ECOLI
P0AF80	0	0	0	YJFL_ECOLI
P0AF82	0	1	1	YJFN_ECOLI
P0AF93	1	1	2	YJGF_ECOLI
P0AFA2	1	1	2	NARX_ECOLI
P0AFB1	1	1	2	NLPI_ECOLI
P0AFB5	1	1	2	NTRB_ECOLI
P0AFB8	1	1	2	NTRC_ECOLI
P0AFC0	1	1	2	NUDB_ECOLI
P0AFC3	1	1	2	NUOA_ECOLI
P0AFC7	1	1	2	NUOB_ECOLI
P0AFD1	1	1	2	NUOE_ECOLI
P0AFD4	1	1	2	NUOH_ECOLI
P0AFD6	1	1	2	NUOI_ECOLI
P0AFE8	1	1	2	NUOM_ECOLI
P0AFF0	1	1	2	NUON_ECOLI
P0AFF2	1	0	1	NUPC_ECOLI
P0AFF6	1	1	2	NUSA_ECOLI
P0AFG0	1	1	2	NUSG_ECOLI
P0AFG3	1	1	2	ODO1_ECOLI
P0AFG6	1	1	2	ODO2_ECOLI
P0AFG8	1	1	2	ODP1_ECOLI
P0AFH8	1	1	2	OSMY_ECOLI
P0AFI0	0	1	1	OXC_ECOLI
P0AFI2	1	1	2	PARC_ECOLI
P0AFI5	1	1	2	PBP7_ECOLI
P0AFI7	1	1	2	PDXH_ECOLI
P0AFJ5	0	1	1	PHOB_ECOLI
P0AFJ7	1	1	2	PITA_ECOLI
P0AFK0	1	1	2	PMBA_ECOLI
P0AFK2	1	1	2	PNUC_ECOLI
P0AFK4	1	0	1	POTB_ECOLI
P0AFK6	1	1	2	POTC_ECOLI
P0AFK9	1	1	2	POTD_ECOLI
P0AFL6	1	1	2	PPX_ECOLI
P0AFL9	1	1	2	PQIA_ECOLI
P0AFM2	1	1	2	PROX_ECOLI
P0AFP2	0	1	1	YBAZ_ECOLI
P0AFP6	1	1	2	YBGI_ECOLI
P0AFP9	1	1	2	YBHR_ECOLI
P0AFQ2	1	1	2	YBHS_ECOLI
P0AFQ5	0	0	0	RUTC_ECOLI
P0AFQ7	1	1	2	YCFH_ECOLI
P0AFR0	1	0	1	RSSA_ECOLI
P0AFR4	1	1	2	YCIO_ECOLI
P0AFS3	0	0	0	FOLM_ECOLI
P0AFS9	1	1	2	YEBA_ECOLI
P0AFT5	1	1	2	YEHT_ECOLI
P0AFU0	1	0	1	YEJB_ECOLI
P0AFU4	1	1	2	YFHA_ECOLI
P0AFU8	1	1	2	RISA_ECOLI
P0AFV0	0	0	0	YIBH_ECOLI
P0AFV2	1	1	2	YHID_ECOLI
P0AFV4	1	1	2	SPR_ECOLI
P0AFW0	1	1	2	RFAH_ECOLI
P0AFW4	1	1	2	RNK_ECOLI
P0AFW8	0	1	1	ROF_ECOLI
P0AFX0	1	1	2	RP5M_ECOLI
P0AFX4	1	1	2	RSD_ECOLI
P0AFX9	1	1	2	RSEB_ECOLI
P0AFY2	1	1	2	SANA_ECOLI
P0AFY6	1	1	2	SBMA_ECOLI
P0AFY8	1	1	2	SEQA_ECOLI
P0AFZ1	1	0	1	SSEB_ECOLI
P0AFZ3	1	1	2	SSPB_ECOLI
P0AFZ7	1	1	2	TRKH_ECOLI
P0AG00	1	1	2	WZZE_ECOLI
P0AG03	1	1	2	UBIX_ECOLI
P0AG07	1	1	2	RPE_ECOLI
P0AG16	1	1	2	PUR1_ECOLI
P0AG24	1	1	2	SPOT_ECOLI
P0AG27	1	1	2	YIBN_ECOLI
P0AG30	1	1	2	RHO_ECOLI
P0AG40	1	1	2	RIBF_ECOLI
P0AG44	1	1	2	RL17_ECOLI
P0AG55	1	1	2	RL6_ECOLI
P0AG59	1	1	2	RS14_ECOLI
P0AG63	1	1	2	RS17_ECOLI
P0AG71	1	1	2	RMUC_ECOLI
P0AG76	0	1	1	SBCD_ECOLI
P0AG78	0	1	1	SUBI_ECOLI
P0AG80	1	1	2	UGPB_ECOLI
P0AG82	1	1	2	PSTS_ECOLI
P0AG84	1	1	2	YGHA_ECOLI
P0AG86	1	1	2	SECB_ECOLI
P0AG90	1	1	2	SECD_ECOLI
P0AG93	1	1	2	SECF_ECOLI
P0AG99	1	1	2	SECG_ECOLI
P0AGA2	1	1	2	SECY_ECOLI
P0AGA6	1	1	2	UHPA_ECOLI
P0AGB0	1	1	2	SERB_ECOLI
P0AGB3	0	1	1	RP32_ECOLI
P0AGB6	1	1	2	RPOE_ECOLI
P0AGC0	0	1	1	UHPT_ECOLI
P0AGC3	1	1	2	SLT_ECOLI
P0AGD1	1	1	2	SODC_ECOLI
P0AGD3	1	1	2	SODF_ECOLI
P0AGD7	1	1	2	SRP54_ECOLI
P0AGE0	1	1	2	SSB_ECOLI
P0AGE6	1	1	2	YIEF_ECOLI
P0AGF2	1	1	2	YGDK_ECOLI
P0AGF6	1	1	2	THD2_ECOLI
P0AGG0	1	1	2	THIL_ECOLI
P0AGG2	1	1	2	TESB_ECOLI
P0AGG4	1	1	2	THIO2_ECOLI
P0AGG8	1	1	2	TLDD_ECOLI
P0AGH3	1	0	1	SAPB_ECOLI
P0AGH5	1	1	2	SAPC_ECOLI
P0AGJ2	0	1	1	TRMH_ECOLI
P0AGJ5	1	1	2	YFIF_ECOLI
P0AGJ7	0	1	1	YIBK_ECOLI
P0AGK8	1	1	2	ISCR_ECOLI
P0AGL2	0	1	1	TDCF_ECOLI
P0AGL5	0	1	1	YFJG_ECOLI
P0AGL7	1	1	2	RSME_ECOLI
P0AGM0	1	0	1	YHHT_ECOLI
P0AGM5	0	1	1	SIRB1_ECOLI
P0AGM7	1	1	2	URAA_ECOLI
P0AGM9	0	0	0	YICE_ECOLI
P0C037	0	1	1	YAIE_ECOLI
P0C054	1	1	2	IBPA_ECOLI
P0C058	1	1	2	IBPB_ECOLI
P0C066	1	1	2	MLTC_ECOLI
P0C093	1	1	2	SLMA_ECOLI
P0C0K3	1	1	2	RDOA_ECOLI
P0C0L2	1	1	2	OSMC_ECOLI
P0C0L7	1	1	2	PROP_ECOLI
P0C0R7	1	1	2	RLME_ECOLI
P0C0U4	1	1	2	RIMK_ECOLI
P0C8K0	0	1	1	KBAZ_ECOLI
P0C960	1	1	2	EMTA_ECOLI
P0CB39	1	1	2	CPTA_ECOLI
P10121	1	1	2	FTSY_ECOLI
P10346	1	1	2	GLNQ_ECOLI
P10378	0	1	1	ENTE_ECOLI
P10408	1	1	2	SECA_ECOLI
P10423	0	0	0	IAP_ECOLI
P10441	1	1	2	LPXB_ECOLI
P10442	1	0	1	RNH2_ECOLI
P10443	1	1	2	DPO3A_ECOLI
P10905	0	0	0	UGPA_ECOLI
P10906	1	0	1	UGPE_ECOLI
P10907	1	1	2	UGPC_ECOLI
P11071	1	1	2	ACEK_ECOLI
P11289	1	0	1	YFIL_ECOLI
P11290	1	1	2	YIBD_ECOLI
P11349	1	1	2	NARH_ECOLI
P11350	1	1	2	NARI_ECOLI
P11446	1	1	2	ARGC_ECOLI
P11447	1	1	2	ARLY_ECOLI
P11454	1	1	2	ENTF_ECOLI
P11458	0	1	1	NADA_ECOLI
P11663	0	0	0	YGGD_ECOLI
P11875	1	1	2	SYR_ECOLI
P11880	1	1	2	MURF_ECOLI
P12008	1	1	2	AROC_ECOLI
P12281	1	1	2	MOEA_ECOLI
P12282	0	1	1	MOEB_ECOLI
P12295	1	1	2	UNG_ECOLI
P12758	1	1	2	UDP_ECOLI
P12994	0	1	1	YBHB_ECOLI
P12995	0	1	1	BIOA_ECOLI
P12996	0	1	1	BIOB_ECOLI
P12999	0	1	1	BIOC_ECOLI
P13000	0	1	1	BIOD_ECOLI
P13001	1	1	2	BIOH_ECOLI
P13009	1	1	2	METH_ECOLI
P13016	1	0	1	AMPD_ECOLI
P13024	1	1	2	FDHE_ECOLI
P13029	1	1	2	KATG_ECOLI
P13033	1	1	2	GLPB_ECOLI
P13039	0	1	1	FES_ECOLI
P13518	1	1	2	YHDA_ECOLI
P14081	1	1	2	SELB_ECOLI
P14294	1	1	2	TOP3_ECOLI
P14376	1	1	2	RCSC_ECOLI
P14407	1	1	2	FUMB_ECOLI
P15034	1	1	2	AMPP_ECOLI
P15038	1	1	2	HELD_ECOLI
P15042	1	1	2	DNLJ_ECOLI
P15067	0	1	1	GLGX_ECOLI
P15254	1	1	2	PUR4_ECOLI
P15288	1	1	2	PEPD_ECOLI
P15639	1	1	2	PUR9_ECOLI
P15640	1	1	2	PUR2_ECOLI
P15723	0	1	1	DGTP_ECOLI
P15770	1	1	2	AROE_ECOLI
P15877	1	1	2	DHG_ECOLI
P15977	1	1	2	MALQ_ECOLI
P15993	1	1	2	AROP_ECOLI
P16095	1	1	2	SDHL_ECOLI
P16384	1	1	2	MIAA_ECOLI
P16430	0	0	0	HYCD_ECOLI
P16431	1	1	2	HYCE_ECOLI
P16432	0	1	1	HYCF_ECOLI
P16433	0	1	1	HYCG_ECOLI
P16456	1	1	2	SELD_ECOLI
P16525	1	0	1	TUS_ECOLI
P16528	1	1	2	ICLR_ECOLI
P16659	1	1	2	SYP_ECOLI
P16676	1	1	2	CYSA_ECOLI
P16677	1	0	1	PHNC_ECOLI
P16678	0	1	1	PHNK_ECOLI
P16679	0	1	1	PHNL_ECOLI
P16682	0	1	1	PHND_ECOLI
P16684	1	1	2	PHNF_ECOLI
P16685	0	0	0	PHNG_ECOLI
P16686	0	0	0	PHNH_ECOLI
P16687	0	1	1	PHNI_ECOLI
P16689	0	1	1	PHNM_ECOLI
P16691	0	0	0	PHNO_ECOLI
P16700	1	1	2	CYSP_ECOLI
P16703	0	1	1	CYSM_ECOLI
P17109	1	1	2	MEND_ECOLI
P17115	1	1	2	GUTQ_ECOLI
P17334	0	1	1	PTQC_ECOLI
P17410	0	0	0	CHBR_ECOLI
P17411	0	1	1	CHBF_ECOLI
P17443	1	1	2	MURG_ECOLI
P17802	0	1	1	MUTY_ECOLI
P17854	1	1	2	CYSH_ECOLI
P17888	1	1	2	PRIA_ECOLI
P17952	1	1	2	MURC_ECOLI
P17993	1	1	2	UBIG_ECOLI
P18196	1	1	2	MINC_ECOLI
P18200	0	0	0	PGPA_ECOLI
P18335	1	1	2	ARGD_ECOLI
P18390	1	1	2	YJJA_ECOLI
P18392	1	1	2	RSTB_ECOLI
P18776	1	1	2	DMSB_ECOLI
P18843	1	1	2	NADE_ECOLI
P18956	0	1	1	GGT_ECOLI
P19318	1	1	2	NARY_ECOLI
P19319	1	1	2	NARZ_ECOLI
P19323	1	1	2	FHLA_ECOLI
P19624	1	1	2	PDXA_ECOLI
P19931	0	1	1	HYAE_ECOLI
P19932	0	0	0	HYAF_ECOLI
P20083	1	1	2	PARE_ECOLI
P21151	1	1	2	FADA_ECOLI
P21156	0	1	1	CYSD_ECOLI
P21165	1	1	2	PEPQ_ECOLI
P21169	1	1	2	DCOR_ECOLI
P21170	1	1	2	SPEA_ECOLI
P21177	1	1	2	FADB_ECOLI
P21179	1	1	2	CATE_ECOLI
P21338	1	1	2	RNI_ECOLI
P21345	1	0	1	GLTP_ECOLI
P21369	0	1	1	PNCA_ECOLI
P21499	1	1	2	RNR_ECOLI
P21503	0	0	0	YCAD_ECOLI
P21517	0	1	1	MALZ_ECOLI
P21599	1	1	2	KPYK2_ECOLI
P21645	1	1	2	LPXD_ECOLI
P21693	1	1	2	DBPA_ECOLI
P21866	1	1	2	KDPE_ECOLI
P21888	1	1	2	SYC_ECOLI
P21889	1	1	2	SYD_ECOLI
P21893	1	1	2	RECJ_ECOLI
P22106	1	1	2	ASNB_ECOLI
P22256	1	1	2	GABT_ECOLI
P22259	1	1	2	PCKA_ECOLI
P22333	1	1	2	ADD_ECOLI
P22523	1	1	2	MUKB_ECOLI
P22524	1	1	2	MUKE_ECOLI
P22525	1	1	2	YCBB_ECOLI
P22634	1	1	2	MURI_ECOLI
P22731	1	1	2	LIVF_ECOLI
P22787	0	1	1	YIFB_ECOLI
P22939	1	1	2	ISPA_ECOLI
P23003	1	1	2	TRMA_ECOLI
P23256	0	1	1	MALY_ECOLI
P23331	1	1	2	KITH_ECOLI
P23367	1	1	2	MUTL_ECOLI
P23522	1	1	2	GARL_ECOLI
P23524	0	1	1	GLXK2_ECOLI
P23538	1	1	2	PPSA_ECOLI
P23721	1	1	2	SERC_ECOLI
P23830	1	1	2	PSS_ECOLI
P23836	1	1	2	PHOP_ECOLI
P23837	1	1	2	PHOQ_ECOLI
P23839	1	1	2	YICC_ECOLI
P23843	1	1	2	OPPA_ECOLI
P23845	1	1	2	CYSN_ECOLI
P23847	1	1	2	DPPA_ECOLI
P23862	1	1	2	PRIC_ECOLI
P23865	1	1	2	PRC_ECOLI
P23871	1	1	2	HEMH_ECOLI
P23872	0	1	1	AES_ECOLI
P23878	1	1	2	FEPC_ECOLI
P23882	1	1	2	FMT_ECOLI
P23886	1	1	2	CYDC_ECOLI
P23893	1	1	2	GSA_ECOLI
P23894	1	1	2	HTPX_ECOLI
P23898	1	1	2	NLPC_ECOLI
P23908	1	1	2	ARGE_ECOLI
P23909	1	1	2	MUTS_ECOLI
P23917	1	1	2	MAK_ECOLI
P23930	1	1	2	LNT_ECOLI
P24171	1	1	2	DCP_ECOLI
P24173	1	1	2	RFAC_ECOLI
P24174	0	1	1	MANC_ECOLI
P24175	1	1	2	MANB_ECOLI
P24177	1	1	2	ACRD_ECOLI
P24178	1	1	2	YFFB_ECOLI
P24182	1	1	2	ACCC_ECOLI
P24186	1	1	2	FOLD_ECOLI
P24188	1	1	2	YCEA_ECOLI
P24192	1	1	2	HYPD_ECOLI
P24193	1	1	2	HYPE_ECOLI
P24197	0	0	0	YGID_ECOLI
P24205	1	1	2	MSBB_ECOLI
P24228	1	1	2	DACB_ECOLI
P24230	1	1	2	RECG_ECOLI
P24232	1	1	2	HMP_ECOLI
P24238	0	0	0	YEBB_ECOLI
P24252	0	1	1	YBGA_ECOLI
P24554	1	1	2	RADA_ECOLI
P24555	1	1	2	PTRB_ECOLI
P25437	1	1	2	FRMA_ECOLI
P25519	1	1	2	HFLX_ECOLI
P25522	1	1	2	MNME_ECOLI
P25527	0	1	1	GABP_ECOLI
P25531	0	0	0	YICR_ECOLI
P25534	1	1	2	UBIH_ECOLI
P25535	1	1	2	VISC_ECOLI
P25536	0	1	1	YHDE_ECOLI
P25539	1	1	2	RIBD_ECOLI
P25550	0	0	0	ASLB_ECOLI
P25665	1	1	2	METE_ECOLI
P25714	1	1	2	OXAA_ECOLI
P25718	1	1	2	AMY1_ECOLI
P25728	1	1	2	YGBA_ECOLI
P25737	1	1	2	LYSP_ECOLI
P25738	0	1	1	MSYB_ECOLI
P25743	1	1	2	YCHE_ECOLI
P25745	1	1	2	MNMA_ECOLI
P25746	1	1	2	HFLD_ECOLI
P25748	1	1	2	GALS_ECOLI
P25772	0	1	1	LIGB_ECOLI
P25888	1	1	2	RHLE_ECOLI
P25889	1	1	2	YEIA_ECOLI
P26365	1	0	1	AMIB_ECOLI
P26458	1	1	2	APPB_ECOLI
P26459	1	1	2	APPC_ECOLI
P26616	1	1	2	MAO1_ECOLI
P26647	1	1	2	PLSC_ECOLI
P26648	1	1	2	SUFI_ECOLI
P27238	0	1	1	YFED_ECOLI
P27245	1	1	2	MARR_ECOLI
P27249	1	1	2	GLND_ECOLI
P27278	1	1	2	NADR_ECOLI
P27294	1	1	2	INAA_ECOLI
P27296	0	1	1	DING_ECOLI
P27297	0	1	1	BAX_ECOLI
P27298	1	1	2	OPDA_ECOLI
P27302	1	1	2	TKT1_ECOLI
P27305	1	1	2	GLUQ_ECOLI
P27306	1	1	2	STHA_ECOLI
P27431	1	1	2	YCFD_ECOLI
P27550	1	1	2	ACSA_ECOLI
P27828	1	1	2	WECB_ECOLI
P27829	1	1	2	WECC_ECOLI
P27830	1	1	2	RFFG_ECOLI
P27833	1	1	2	RFFA_ECOLI
P27836	1	1	2	WECG_ECOLI
P27838	0	1	1	CYAY_ECOLI
P27844	0	0	0	RARD_ECOLI
P27848	1	1	2	YIGL_ECOLI
P27862	1	1	2	YIGZ_ECOLI
P27896	1	1	2	NARQ_ECOLI
P28224	1	1	2	MLIC_ECOLI
P28248	1	1	2	DCD_ECOLI
P28249	1	1	2	ASMA_ECOLI
P28305	1	1	2	PABC_ECOLI
P28306	1	1	2	YCEG_ECOLI
P28634	0	1	1	YAEB_ECOLI
P28635	1	1	2	METQ_ECOLI
P28638	0	1	1	YHDJ_ECOLI
P28696	0	1	1	YAAI_ECOLI
P28861	1	1	2	FENR_ECOLI
P28903	1	1	2	NRDD_ECOLI
P28904	1	1	2	TREC_ECOLI
P28905	0	1	1	HOLC_ECOLI
P29012	1	1	2	ALR2_ECOLI
P29013	1	1	2	YCGB_ECOLI
