ID interactor A	ID interactor B
P61175	P0A8T7
P0A7V3	P0A8T7
P0A7V8	P0A8T7
P0A7W1	P0A8T7
P13445	P0A8T7
P0AG24	P0A8T7
P08390	P0A8T7
P0AAS7	P0A8T7
P75829	P0A8T7
P00892	P0A8T7
P37195	P0A8T7
P0AFX4	P00579
P0ACH8	P00579
P0A7Z4	P00579
P00579	P00579
P0A8V2	P00579
P06134	P00579
P0AE60	P00579
P0A705	P00579
P37095	P00579
P0A7L0	P00579
P0A7K2	P00579
P0AG48	P00579
P0AG67	P00579
P0A7V0	P00579
P0A7V3	P00579
P0A7V8	P00579
P02359	P00579
P0A8M6	P00579
P08504	P00579
P76268	P00579
P0AG30	P00579
P0A7K2	P00579
P0A7K6	P00579
P0AG48	P00579
P0A7M2	P00579
P0AE60	P00579
P0A7Z4	P00579
P0AFF6	P00579
P0A8T7	P00579
P0A800	P00579
P0A6Y8	P0AGB3
P0AFX4	P0AGB3
P0A8V2	P0AGB3
P0AGB3	P0AGB3
P28304	P0AGB3
P0A7K2	P0AGB3
P0A7Z4	P0AGB3
P0A8T7	P0AGB3
P0A7V8	P0AGB3
P0ACF4	P00582
P00582	P00582
P06959	P00582
P77182	P00582
P0A6R3	P00582
P0ACF8	P00582
P43329	P00582
P0ACF0	P00582
P0A9P0	P00582
P00490	P00582
P0A817	P00582
P11880	P00582
P0AA10	P00582
P0A7M2	P00582
P0A7V0	P00582
P0A9K9	P00582
P02990	P00582
P0ACI0	P00582
P0ADM6	P00582
P76550	P00582
P0A9W3	P00582
P0A715	P00582
P0A817	P00582
P0A7Z4	P00582
P0A988	P0A988
P10443	P0A988
P28905	P0A988
P0AEK4	P0A988
P0A8N5	P0A988
P0A7A9	P0A988
P21599	P0A988
P0A8E7	P0A988
P0AFX0	P0A988
P0A6V1	P0A6V1
P0A705	P00634
P46923	P00634
P0A759	P00634
P31133	P00634
P0A944	P00634
P00642	P00642
P0A855	P00646
P21893	P0A7Y4
P0A7Y4	P0A7Y4
P0AFG8	P0A7Y4
P06959	P0A7Y4
P0ACF0	P0A7Y4
P0A9P0	P0A7Y4
P00490	P0A7Y4
P15043	P0A7Y4
P60422	P0A7Y4
P0A7M2	P0A7Y4
P0A7V3	P0A7Y4
P0A7X3	P0A7Y4
P0AG59	P0A7Y4
P0A7U7	P0A7Y4
P0AGE0	P0A7Y4
P06612	P0A7Y4
P0A9M2	P00804
P00805	P00805
P00816	P00816
P0ABB4	P0ABB0
P0ABA0	P0ABB0
P0ABB0	P0ABB0
P0ABA4	P0ABB4
P0ABA6	P0ABB4
P0ABA0	P0ABB4
P15038	P0ABB4
P0A8V2	P0ABB4
P0ABB4	P0ABB4
P0ABB0	P0ABA4
P68699	P0ABA4
P0ABA0	P0ABA4
P0ABA6	P0A6E6
P0ABA4	P0A6E6
P0ABB4	P0A6E6
P0ABA4	P0ABA6
P0ABB0	P0ABA6
P0ABA6	P0ABA6
P0ADZ0	P0ABA6
P0ABA6	P68699
P0AB98	P68699
P68699	P68699
P0A6E6	P68699
P0ABA0	P68699
P0ABB4	P0AB98
P0ABA0	P0ABA0
P0AB98	P0ABA0
P00861	P00861
P0A8N5	P00861
P32053	P00864
P33195	P00864
P37330	P00864
P0A6L0	P0A6L0
P0A6F5	P0AB91
P0AB91	P0AB91
P00888	P00888
P0ABH7	P0ABH7
P0A968	P00892
P00892	P00892
P0AFG8	P00892
P06959	P00892
P33224	P00892
P0ACF0	P00892
P0ACF4	P00892
P0A7L0	P00892
P62399	P00892
P0A7R1	P00892
P0A7K2	P00892
P0ADY7	P00892
P0AG44	P00892
P0C018	P00892
P0A7K6	P00892
P0A7L3	P00892
P0AG48	P00892
P60624	P00892
P0A7M2	P00892
P0A8V2	P00892
P0AG67	P00892
P0A7V3	P00892
P0AG59	P00892
P0A7T3	P00892
P0A7U7	P00892
P75864	P00892
P37765	P00892
P0AGJ5	P00892
P0ADK8	P00892
P75966	P00892
P0A776	P00892
P0AGK4	P00892
P00893	P00893
P52644	P00893
P0AFI7	P00893
P0A7R1	P00893
P0A7M2	P00893
P0AG67	P00893
P00894	P00894
P0ADM8	P00894
P05041	P00903
P0A6F1	P0A6F1
P0A853	P0A853
P00914	P00914
P08142	P0AC33
P0A877	P0A879
P37647	P00934
P38104	P00934
P0AET2	P00934
P0ACF8	P00934
P0A7M2	P00934
P00935	P00935
P0CE47	P00944
P00946	P00946
P18196	P00946
P75864	P00946
P0AGJ9	P0AGJ9
P0A6Y8	P0AGJ9
P00954	P00954
P61175	P00954
P0A7V0	P00954
P0A8M3	P0A8M3
P0A6P9	P0A8M3
P60438	P0A8M3
P0A7R1	P0A8M3
P0AA10	P0A8M3
P0A7K6	P0A8M3
P0A7R5	P0A8M3
P0A7S9	P0A8M3
P0AG59	P0A8M3
P0ACC9	P0A8M3
P0AGK4	P0A8M3
P23839	P0A8M3
P00956	P00956
P02925	P00956
P02990	P00956
P0ACN4	P00956
P0AE18	P00956
P00957	P00957
P0A6Y8	P00957
P0CE47	P00957
P04805	P00957
P0AG80	P00959
P00960	P00960
P0AA10	P00960
P0ADY7	P00960
P0AG48	P00960
P0A7M2	P00960
P0A9X4	P00960
P18843	P00960
P62399	P00960
P0AG55	P00960
P0AA10	P00960
P0ADY7	P00960
P0A7K6	P00960
P0A7S9	P00960
P00961	P00961
P0AES6	P00961
P0AEU7	P00961
P0A8D0	P00961
P0A6Q6	P00962
P00962	P00962
P21645	P00962
P00963	P00963
P0A836	P00963
P0A6F1	P00968
P00968	P00968
P0A6W5	P00968
P0A6F1	P00968
P0A7R5	P00968
P04128	P00968
P30015	P00968
P0A7H3	P0AGE0
P04995	P0AGE0
P0AGE0	P0AGE0
P07376	P0AGE0
P10443	P0AGE0
P28905	P0AGE0
P28632	P0AGE0
P0ABS8	P0AGE0
P0A9M0	P0AGE0
P20083	P0AGE0
P21893	P0AGE0
P75697	P0AGE0
P0A6Y8	P0AGE0
P0AES4	P0AGE0
P0ACF0	P0AGE0
P00490	P0AGE0
P46022	P0AGE0
P31061	P0AGE0
P60438	P0AGE0
P60723	P0AGE0
P0A7K6	P0AGE0
P61175	P0AGE0
P60624	P0AGE0
P0A7N9	P0AGE0
P0A7Z4	P0AGE0
P0A8T7	P0AGE0
P0A7V8	P0AGE0
P0A7R5	P0AGE0
P10408	P0AGE0
P0A9K9	P0AGE0
P25522	P0AGE0
P02990	P0AGE0
P77398	P0AGE0
P0AGJ5	P0AGE0
P0A6A0	P0AGE0
P0ACF0	P0ACF4
P0ACF4	P0ACF4
P0A9X9	P0ACF4
P0A9P6	P0ACF4
P10485	P0ACF4
P0A6R3	P0ACF4
P0A6X7	P0ACF4
P0AEU7	P0ACF4
P0ACF8	P0ACF4
P10484	P0ACF4
P60438	P0ACF4
P0A7Z4	P0ACF4
P02359	P0ACF4
P04951	P0ACF4
P68739	P0ACF4
P0A7E9	P0ACF4
P0A9K9	P0ACF4
P0A832	P0ACF4
P0A847	P0ACF4
P03018	P0ACF4
P0A9W0	P0ACF4
P0ACF0	P0ACF0
P0A968	P0ACF0
P0A972	P0ACF0
P0A9P6	P0ACF0
P0A6Y1	P0ACF0
P0ACF8	P0ACF0
P0A6Y8	P0ACF0
P00490	P0ACF0
P15977	P0ACF0
P0A7Z4	P0ACF0
P0A715	P0ACF0
P17443	P0ACF0
P68739	P0ACF0
P05055	P0ACF0
P0A7Y8	P0ACF0
P0A8V2	P0ACF0
P0A8T7	P0ACF0
P0A832	P0ACF0
P0A847	P0ACF0
P0A8F8	P0ACF0
P03018	P0ACF0
P21499	P0ACF0
P0AFP2	P0ACF0
P0ACN4	P0ACF0
P0AAS7	P0ACF0
P0A9K3	P0ACF0
P75829	P0ACF0
P0A776	P0ACF0
P33371	P0ACF0
P03024	P0ACF0
P0A7V0	P0AG67
P36659	P0AG67
P0ABH9	P0AG67
P0A972	P0AG67
P0A9P6	P0AG67
P0AEK4	P0AG67
P0A6X3	P0AG67
P04951	P0AG67
P0A7E9	P0AG67
P0A7Y8	P0AG67
P0A7Z4	P0AG67
P0A7W1	P0AG67
P0AEM0	P0AG67
P0A832	P0AG67
P0AG24	P0AG67
P0A8M3	P0AG67
P0A850	P0AG67
P0A8E5	P0AG67
P0AAS7	P0AG67
P0A9K3	P0AG67
P37765	P0AG67
P36979	P0AG67
P0A776	P0AG67
P0AF67	P0AG67
P39286	P0AG67
P0A9W0	P0AG67
P0A7K2	P0A7V0
P0A7V3	P0A7V0
P00957	P0A7V0
P0A6P5	P0A7V0
P0A9H3	P0A7V0
P0ABH9	P0A7V0
P0A6G7	P0A7V0
P0A968	P0A7V0
P0A978	P0A7V0
P0ACB0	P0A7V0
P0A6Q3	P0A7V0
P0A6Q6	P0A7V0
P0AGD7	P0A7V0
P0A6R3	P0A7V0
P0A9R7	P0A7V0
P0C0R7	P0A7V0
P0A9A6	P0A7V0
P0ACC7	P0A7V0
P00960	P0A7V0
P30128	P0A7V0
P0AES6	P0A7V0
P0A6X3	P0A7V0
P0ACF8	P0A7V0
P28905	P0A7V0
P0ABS8	P0A7V0
P43329	P0A7V0
P33232	P0A7V0
P60785	P0A7V0
P21645	P0A7V0
P0AE18	P0A7V0
P22523	P0A7V0
P0A749	P0A7V0
P17952	P0A7V0
P20083	P0A7V0
P0A7A7	P0A7V0
P0A7A9	P0A7V0
P07012	P0A7V0
P42184	P0A7V0
P0A7D1	P0A7V0
P0AB89	P0A7V0
P25539	P0A7V0
P21513	P0A7V0
P0A7Y8	P0A7V0
P0A800	P0A7V0
P0A812	P0A7V0
P0AG24	P0A7V0
P25522	P0A7V0
P0A8M3	P0A7V0
P14294	P0A7V0
P03018	P0A7V0
P21499	P0A7V0
P0AAR3	P0A7V0
P0AAS7	P0A7V0
P77319	P0A7V0
P75829	P0A7V0
P00892	P0A7V0
P36979	P0A7V0
P0A6L9	P0A7V0
P0A776	P0A7V0
P0AC28	P0A7V0
P0A8I5	P0A7V0
P37195	P0A7V0
P31473	P0A7V0
P0A9W0	P0A7V0
P45748	P0A7V0
P0A6Y5	P0A7V0
P0A7V8	P0A7V3
P0A6P5	P0A7V3
P06709	P0A7V3
P0A9Y6	P0A7V3
P0A968	P0A7V3
P0AED9	P0A7V3
P0A6Q6	P0A7V3
P0ADH5	P0A7V3
P00960	P0A7V3
P0A9M0	P0A7V3
P33594	P0A7V3
P0AFF6	P0A7V3
P0AFG0	P0A7V3
P0A7A7	P0A7V3
P05055	P0A7V3
P42184	P0A7V3
P23830	P0A7V3
P69407	P0A7V3
P0A8J8	P0A7V3
P0A8V2	P0A7V3
P0AG24	P0A7V3
P06612	P0A7V3
P21499	P0A7V3
P0AAS7	P0A7V3
P76316	P0A7V3
P39286	P0A7V3
P0ACG8	P0A7V3
P0A6Y5	P0A7V3
P0A7K2	P0A7V3
P0A7W1	P0A7V8
P0ABH9	P0A7V8
P0A9X9	P0A7V8
P0A9Y6	P0A7V8
P0A968	P0A7V8
P0A9P6	P0A7V8
P0A6Q6	P0A7V8
P0A6X7	P0A7V8
P0A6Y1	P0A7V8
P33594	P0A7V8
P0AFF6	P0A7V8
P05055	P0A7V8
P42184	P0A7V8
P23830	P0A7V8
P69407	P0A7V8
P25539	P0A7V8
P21513	P0A7V8
P0AA43	P0A7V8
P14081	P0A7V8
P0A8G0	P0A7V8
P21499	P0A7V8
P00892	P0A7V8
P0AGJ5	P0A7V8
Q46906	P0A7V8
P37195	P0A7V8
P0A7K2	P0A7W1
P0A7V3	P0A7W1
P0A7L0	P0A7W1
P64476	P0A7W1
P76578	P0A7W1
P0A9J0	P0A7W1
P0ACJ8	P0A7W1
P0A9Y6	P0A7W1
P03004	P0A7W1
P0A6P9	P0A7W1
P0A6Q3	P0A7W1
P0AGD7	P0A7W1
P0ADH5	P0A7W1
P0A6R3	P0A7W1
P00960	P0A7W1
P0A6X3	P0A7W1
P28905	P0A7W1
P43329	P0A7W1
P0A6H5	P0A7W1
P0AC75	P0A7W1
P0A6I6	P0A7W1
P0A7A7	P0A7W1
P05055	P0A7W1
P07012	P0A7W1
P42184	P0A7W1
P0A7E9	P0A7W1
P30850	P0A7W1
P0A7Y4	P0A7W1
P0A7Y8	P0A7W1
P60723	P0A7W1
P0A7Z4	P0A7W1
P0A8V2	P0A7W1
P00579	P0A7W1
P0A7W1	P0A7W1
P60438	P0A7W1
P0AG48	P0A7W1
P0A7V0	P0A7W1
P02358	P0A7W1
P02359	P0A7W1
P0A7R5	P0A7W1
P0A7U3	P0A7W1
P0A7U7	P0A7W1
P02990	P0A7W1
P0AEM0	P0A7W1
P0A832	P0A7W1
P15082	P0A7W1
P05100	P0A7W1
P0A847	P0A7W1
P0A8M3	P0A7W1
P0A850	P0A7W1
P00954	P0A7W1
P75767	P0A7W1
P75829	P0A7W1
P00892	P0A7W1
P76104	P0A7W1
P0A9X1	P0A7W1
P76316	P0A7W1
P0AGJ5	P0A7W1
P0A776	P0A7W1
P0A8I5	P0A7W1
P0A8A8	P0A7W1
P63177	P0A7W1
P45748	P0A7W1
P0A6Y5	P0A7W1
P0A7T7	P02358
P33224	P02358
P0ABH9	P02358
P08622	P02358
P06710	P02358
P0A6X3	P02358
P16528	P02358
P60785	P02358
P0AFG0	P02358
P0A799	P02358
P69405	P02358
P21513	P02358
P0A7Y8	P02358
P0A7Z4	P02358
P0A8V2	P02358
P00579	P02358
P0AG24	P02358
P25522	P02358
P0A8M3	P02358
P0A8G0	P02358
P0A8E5	P02358
P75829	P02358
P00892	P02358
P36979	P02358
P0A776	P02358
P0A8I5	P02358
P32701	P02358
P0A6Q3	P02358
P0ADH5	P02358
P68739	P02358
P0A7E9	P02358
P0A7Z4	P02358
P33570	P02358
P36879	P02358
P0AAS7	P02358
P0A8M6	P02358
P0AF63	P02358
P76116	P02358
P0AEB7	P02358
Q46856	P02358
P64581	P02358
P0A707	P02358
P0A6X3	P02358
P0A7Y8	P02358
P0A7S3	P02359
P76086	P02359
P36659	P02359
P63284	P02359
P0A9Y6	P02359
P0A968	P02359
P0A972	P02359
P0AED9	P02359
P03004	P02359
P0C0R7	P02359
P0A6W5	P02359
P15038	P02359
P0A6Y1	P02359
P43329	P02359
P10485	P02359
P0A7B8	P02359
P0A6Z3	P02359
P60785	P02359
P22523	P02359
P33594	P02359
P0A9L5	P02359
P42184	P02359
P67910	P02359
P0A8J8	P02359
P25539	P02359
P0A7Z4	P02359
P0A8T7	P02359
P0AEM0	P02359
P0AG24	P02359
P0A847	P02359
P0A8M3	P02359
P0A850	P02359
P06612	P02359
P0A8G0	P02359
P03018	P02359
P21499	P02359
P0ACN4	P02359
P75767	P02359
P00892	P02359
P37765	P02359
P36979	P02359
P0AGJ5	P02359
P0A776	P02359
P0A8I5	P02359
P0ADK8	P02359
P0A9W0	P02359
P33371	P02359
P0A850	P02359
P0A7V8	P0A7W7
P0A7W1	P0A7W7
P0A7L0	P0A7W7
P0A6A8	P0A7W7
P0A9P6	P0A7W7
P0ABT2	P0A7W7
P0A707	P0A7W7
P21645	P0A7W7
P0A8G0	P0A7W7
P21499	P0A7W7
P0AGJ5	P0A7W7
P0A9W0	P0A7W7
P0A7S9	P0A7X3
P0A7K6	P0A7X3
P0A7N4	P0A7X3
P0A9P6	P0A7X3
P03004	P0A7X3
P0A722	P0A7X3
P0A7A7	P0A7X3
P0A7W1	P0A7X3
P0AG24	P0A7X3
P21499	P0A7X3
P0AG67	P0A7R5
P0A8L7	P0A7R5
P76578	P0A7R5
P0A6G7	P0A7R5
P0ACJ8	P0A7R5
P0A9Y6	P0A7R5
P0A972	P0A7R5
P03004	P0A7R5
P08622	P0A7R5
P0ABT2	P0A7R5
P0AEK4	P0A7R5
P0A6R3	P0A7R5
P0A9R7	P0A7R5
P0A9A6	P0A7R5
P28905	P0A7R5
P0ABS8	P0A7R5
P22939	P0A7R5
P0AC75	P0A7R5
P0A722	P0A7R5
P21645	P0A7R5
P0AE18	P0A7R5
P31120	P0A7R5
P0AFG0	P0A7R5
P0A7A9	P0A7R5
P42184	P0A7R5
P0A7E9	P0A7R5
P21513	P0A7R5
P60723	P0A7R5
P0A7Z4	P0A7R5
P0A8V2	P0A7R5
P0A8T7	P0A7R5
P0A800	P0A7R5
P0AA43	P0A7R5
P25522	P0A7R5
P0A8D0	P0A7R5
P0AAR3	P0A7R5
P77756	P0A7R5
P0AFP2	P0A7R5
P37765	P0A7R5
P39199	P0A7R5
P36979	P0A7R5
P05852	P0A7R5
P63177	P0A7R5
P0A9W0	P0A7R5
P45748	P0A7R5
P68679	P0A7R9
P0A707	P0A7R9
P0A9P6	P0A7R9
P0AGD7	P0A7R9
P0A715	P0A7R9
P0A8N5	P0A7R9
P0A7Y8	P0A7R9
P21499	P0A7R9
P0A8E5	P0A7R9
P0AGJ5	P0A7R9
P0ADY7	P0A7S3
P0AG48	P0A7S3
P76086	P0A7S3
P0A7W1	P0A7S3
P0AG24	P0A7S3
P0A847	P0A7S3
P0A9W0	P0A7S3
P0A7V3	P0A7S9
P0A705	P0A7S9
P0C018	P0A7S9
P0A9P6	P0A7S9
P0A6Q3	P0A7S9
P00960	P0A7S9
P0A6X3	P0A7S9
P0A6Y1	P0A7S9
P0AEU7	P0A7S9
P43329	P0A7S9
P0A7B8	P0A7S9
P0A715	P0A7S9
P05055	P0A7S9
P69405	P0A7S9
P0A7Y8	P0A7S9
P0A7Z4	P0A7S9
P0A8T7	P0A7S9
P0A7W1	P0A7S9
P0AA43	P0A7S9
P0AEM0	P0A7S9
P06612	P0A7S9
P0A8G0	P0A7S9
P75829	P0A7S9
P00892	P0A7S9
P0AGJ5	P0A7S9
P76594	P0A7S9
P0A776	P0A7S9
P0A8I5	P0A7S9
P39286	P0A7S9
P0A7U3	P0AG59
P33224	P0AG59
P06709	P0AG59
P0ABH9	P0AG59
P0A9Y6	P0AG59
P0A968	P0AG59
P0A9P6	P0AG59
P03004	P0AG59
P28905	P0AG59
P0ACE0	P0AG59
P0A707	P0AG59
P0ABU0	P0AG59
P50465	P0AG59
P68739	P0AG59
P0AFG0	P0AG59
P0A7Y8	P0AG59
P0A8V2	P0AG59
P0AEM0	P0AG59
P0AG24	P0AG59
P0A847	P0AG59
P25522	P0AG59
P14294	P0AG59
P0A8G0	P0AG59
P36979	P0AG59
P0AGJ5	P0AG59
P0A9W0	P0AG59
P0AE60	P0ADZ4
P68739	P0ADZ4
P0A7Y8	P0ADZ4
P0ABH9	P0A7T3
P0A972	P0A7T3
P0ADH5	P0A7T3
P00960	P0A7T3
P0A6X3	P0A7T3
P28631	P0A7T3
P0ABS8	P0A7T3
P0A707	P0A7T3
P21645	P0A7T3
P0AE18	P0A7T3
P22523	P0A7T3
P0AFG0	P0A7T3
P42184	P0A7T3
P0A7E9	P0A7T3
P0A7Z4	P0A7T3
P0A8T7	P0A7T3
P0A7W1	P0A7T3
P0AEM0	P0A7T3
P37765	P0A7T3
P0AGJ5	P0A7T3
P23839	P0A7T3
P45748	P0A7T3
P07012	P0AG63
P0AG67	P0A7T7
P07012	P0A7T7
P0A9P6	P0A7T7
P0ADH5	P0A7T7
P0A6X3	P0A7T7
P0A707	P0A7T7
P05055	P0A7T7
P0A7Y8	P0A7T7
P0AG24	P0A7T7
P0A8G0	P0A7T7
P21499	P0A7T7
P00892	P0A7T7
P36979	P0A7T7
P0A776	P0A7T7
P0A7S9	P0A7U3
P0A707	P0A7U3
P0A9J0	P0A7U3
P0A9P6	P0A7U3
P0A8J8	P0A7U3
P0A7Z4	P0A7U3
P75829	P0A7U3
P0AGJ5	P0A7U3
P0A9W0	P0A7U3
P24169	P0A7U7
P75960	P0A7U7
P0AED9	P0A7U7
P0A9P6	P0A7U7
P0A707	P0A7U7
P0AE18	P0A7U7
P21513	P0A7U7
P0A7Z4	P0A7U7
P0A8M3	P0A7U7
P06612	P0A7U7
P21499	P0A7U7
P0A8E5	P0A7U7
P0A9K3	P0A7U7
P75829	P0A7U7
P37765	P0A7U7
P68066	P0A7U7
P76594	P0A7U7
P0A776	P0A7U7
P0A8I5	P0A7U7
P0A9W0	P0A7U7
P0A7S9	P68679
P02358	P68679
P0A7T7	P68679
P0A9J0	P68679
P23830	P68679
P69407	P68679
P0A7Y8	P68679
P0A7Z4	P68679
P0AGE0	P68679
P21499	P68679
P37765	P68679
P63177	P68679
P0A7V8	P0A7L0
P0A7V0	P0A7L0
P0A972	P0A7L0
P0A978	P0A7L0
P0A9P6	P0A7L0
P0ABQ0	P0A7L0
P0ACB0	P0A7L0
P03007	P0A7L0
P06710	P0A7L0
P0A6Q3	P0A7L0
P0A6Q6	P0A7L0
P0A6X7	P0A7L0
P0A6Y1	P0A7L0
P0A715	P0A7L0
P00490	P0A7L0
P0A738	P0A7L0
P0AFF6	P0A7L0
P0A7E9	P0A7L0
P0A7Y8	P0A7L0
P21507	P0A7L0
P0A847	P0A7L0
P0A8M3	P0A7L0
P21499	P0A7L0
P0AFP2	P0A7L0
P0A9K3	P0A7L0
P0A6L9	P0A7L0
P77499	P0A7L0
P0ABD5	P60438
P0AE60	P60438
P0ABH9	P60438
P0A6G7	P60438
P0ACJ8	P60438
P0A9X9	P60438
P0A9Y6	P60438
P0A968	P60438
P0A972	P60438
P0AED9	P60438
P10443	P60438
P0A6R3	P60438
P30128	P60438
P0A6Y1	P60438
P28631	P60438
P28905	P60438
P28632	P60438
P0A6H5	P60438
P0A7B8	P60438
P22939	P60438
P0A715	P60438
P21645	P60438
P00490	P60438
P22523	P60438
P68739	P60438
P0A780	P60438
P0A7A7	P60438
P23830	P60438
P0A8J8	P60438
P0AG30	P60438
P60723	P60438
P0ADZ0	P60438
P0AGB3	P60438
P14081	P60438
P0AFG3	P60438
P0A850	P60438
P06612	P60438
P0A8G0	P60438
P03018	P60438
P60390	P60438
P0A8E5	P60438
P0A9K3	P60438
P75767	P60438
P75829	P60438
P00892	P60438
P76316	P60438
P33916	P60438
P0A776	P60438
P0A8I5	P60438
P0A6M4	P60438
P76114	P60438
P0A6Y5	P60438
P0A7L0	P60438
P0A7K2	P60422
P0A7R1	P60422
P0A6P5	P60422
P36659	P60422
P0A9Y6	P60422
P0A968	P60422
P0A9P6	P60422
P03004	P60422
P0A6Q3	P60422
P0A6Q6	P60422
P0ADH5	P60422
