Entry Name A	Entry Name B	Accession A	Accession B	Satus
PYRH_ECOLI	THIE_ECOLI	P0A7E9	P30137	C
PYRH_ECOLI	PTKB_ECOLI	P0A7E9	P37188	C
PYRH_ECOLI	PTKB_ECOLI	P0A7E9	P37188	C
PYRH_ECOLI	GATZ_ECOLI	P0A7E9	P0C8J8	C
PYRH_ECOLI	USPG_ECOLI	P0A7E9	P39177	C
PYRH_ECOLI	YHBY_ECOLI	P0A7E9	P0AGK4	C
PYRH_ECOLI	RL2_ECOLI	P0A7E9	P60422	C
PYRH_ECOLI	PTKA_ECOLI	P0A7E9	P69828	C
PYRH_ECOLI	YEBT_ECOLI	P0A7E9	P76272	C
SPED_ECOLI	ODO2_ECOLI	P0A7F6	P0AFG6	C
QUEA_ECOLI	EXBB_ECOLI	P0A7F9	P0ABU7	C
RECA_ECOLI	DNAJ_ECOLI	P0A7G6	P08622	C
RECA_ECOLI	DNAJ_ECOLI	P0A7G6	P08622	C
RECA_ECOLI	GYRA_ECOLI	P0A7G6	P0AES4	C
RECA_ECOLI	CH60_ECOLI	P0A7G6	P0A6F5	C
RECA_ECOLI	CLPX_ECOLI	P0A7G6	P0A6H1	C
RECA_ECOLI	HSLU_ECOLI	P0A7G6	P0A6H5	C
RECA_ECOLI	EFG_ECOLI	P0A7G6	P0A6M8	C
RECA_ECOLI	SUCC_ECOLI	P0A7G6	P0A836	C
RECA_ECOLI	GYRA_ECOLI	P0A7G6	P0AES4	C
RECA_ECOLI	CLPP_ECOLI	P0A7G6	P0A6G7	C
RECA_ECOLI	PYRH_ECOLI	P0A7G6	P0A7E9	C
RECA_ECOLI	HSLU_ECOLI	P0A7G6	P0A6H5	C
RECF_ECOLI	CH60_ECOLI	P0A7H0	P0A6F5	C
RECO_ECOLI	RS10_ECOLI	P0A7H3	P0A7R5	C
RF1_ECOLI	FRDC_ECOLI	P0A7I0	P0A8Q0	C
RF1_ECOLI	BASS_ECOLI	P0A7I0	P30844	C
RF3_ECOLI	TGT_ECOLI	P0A7I4	P0A847	C
RF3_ECOLI	GYRB_ECOLI	P0A7I4	P0AES6	C
RF3_ECOLI	TGT_ECOLI	P0A7I4	P0A847	C
RF3_ECOLI	SSRP_ECOLI	P0A7I4	P0A832	C
RF3_ECOLI	RF3_ECOLI	P0A7I4	P0A7I4	C
RF3_ECOLI	HYBD_ECOLI	P0A7I4	P37182	C
RIBB_ECOLI	ARCB_ECOLI	P0A7J0	P0AEC3	C
RIBB_ECOLI	ARCB_ECOLI	P0A7J0	P0AEC3	C
RIBB_ECOLI	YBAL_ECOLI	P0A7J0	P39830	C
RL10_ECOLI	RL4_ECOLI	P0A7J3	P60723	C
RL10_ECOLI	RL7_ECOLI	P0A7J3	P0A7K2	C
RL10_ECOLI	PBPA_ECOLI	P0A7J3	P02918	C
RL10_ECOLI	IF3_ECOLI	P0A7J3	P0A707	C
RL10_ECOLI	DNAK_ECOLI	P0A7J3	P0A6Y8	C
RL10_ECOLI	GYRB_ECOLI	P0A7J3	P0AES6	C
RL10_ECOLI	DNAJ_ECOLI	P0A7J3	P08622	C
RL10_ECOLI	P5CR_ECOLI	P0A7J3	P0A9L8	C
RL10_ECOLI	YCIS_ECOLI	P0A7J3	P0ACV4	C
RL10_ECOLI	YOAB_ECOLI	P0A7J3	P0AEB7	C
RL10_ECOLI	YBAZ_ECOLI	P0A7J3	P0AFP2	C
RL10_ECOLI	SRP54_ECOLI	P0A7J3	P0AGD7	C
RL10_ECOLI	TOP3_ECOLI	P0A7J3	P14294	C
RL10_ECOLI	CIRA_ECOLI	P0A7J3	P17315	C
RL10_ECOLI	HOLB_ECOLI	P0A7J3	P28631	C
RL10_ECOLI	RLME_ECOLI	P0A7J3	P0C0R7	C
RL10_ECOLI	FABI_ECOLI	P0A7J3	P0AEK4	C
RL10_ECOLI	RAVA_ECOLI	P0A7J3	P31473	C
RL10_ECOLI	HSLU_ECOLI	P0A7J3	P0A6H5	C
RL10_ECOLI	AG43_ECOLI	P0A7J3	P39180	C
RL10_ECOLI	YBAZ_ECOLI	P0A7J3	P0AFP2	C
RL10_ECOLI	YBJX_ECOLI	P0A7J3	P75829	C
RL10_ECOLI	HSCC_ECOLI	P0A7J3	P77319	C
RL10_ECOLI	PHOL_ECOLI	P0A7J3	P0A9K3	C
RL10_ECOLI	YBAY_ECOLI	P0A7J3	P77717	C
RL10_ECOLI	RPPH_ECOLI	P0A7J3	P0A776	C
RL11_ECOLI	PLSB_ECOLI	P0A7J7	P0A7A7	C
RL11_ECOLI	RPOB_ECOLI	P0A7J7	P0A8V2	C
RL11_ECOLI	RL7_ECOLI	P0A7J7	P0A7K2	C
RL11_ECOLI	RL10_ECOLI	P0A7J7	P0A7J3	C
RL11_ECOLI	IF3_ECOLI	P0A7J7	P0A707	C
RL11_ECOLI	KDSB_ECOLI	P0A7J7	P04951	C
RL11_ECOLI	RNPA_ECOLI	P0A7J7	P0A7Y8	C
RL11_ECOLI	RF2_ECOLI	P0A7J7	P07012	C
RL11_ECOLI	SYL_ECOLI	P0A7J7	P07813	C
RL11_ECOLI	FABA_ECOLI	P0A7J7	P0A6Q3	C
RL11_ECOLI	P5CR_ECOLI	P0A7J7	P0A9L8	C
RL11_ECOLI	RL23_ECOLI	P0A7J7	P0ADZ0	C
RL11_ECOLI	FTSE_ECOLI	P0A7J7	P0A9R7	C
RL11_ECOLI	SECA_ECOLI	P0A7J7	P10408	C
RL11_ECOLI	MURG_ECOLI	P0A7J7	P17443	C
RL11_ECOLI	CLPP_ECOLI	P0A7J7	P0A6G7	C
RL11_ECOLI	RNE_ECOLI	P0A7J7	P21513	C
RL11_ECOLI	LPXD_ECOLI	P0A7J7	P21645	C
RL11_ECOLI	ISPA_ECOLI	P0A7J7	P22939	C
RL11_ECOLI	EMRE_ECOLI	P0A7J7	P23895	C
RL11_ECOLI	PTH_ECOLI	P0A7J7	P0A7D1	C
RL11_ECOLI	RHLB_ECOLI	P0A7J7	P0A8J8	C
RL11_ECOLI	PYRH_ECOLI	P0A7J7	P0A7E9	C
RL11_ECOLI	PPIC_ECOLI	P0A7J7	P0A9L5	C
RL11_ECOLI	YBCJ_ECOLI	P0A7J7	P0AAS7	C
RL11_ECOLI	YHHX_ECOLI	P0A7J7	P46853	C
RL11_ECOLI	TORZ_ECOLI	P0A7J7	P46923	C
RL7_ECOLI	RPOA_ECOLI	P0A7K2	P0A7Z4	C
RL7_ECOLI	RPOD_ECOLI	P0A7K2	P00579	C
RL7_ECOLI	RPOD_ECOLI	P0A7K2	P00579	C
RL7_ECOLI	RP32_ECOLI	P0A7K2	P0AGB3	C
RL7_ECOLI	ILVG_ECOLI	P0A7K2	P00892	C
RL7_ECOLI	RS2_ECOLI	P0A7K2	P0A7V0	C
RL7_ECOLI	RS3_ECOLI	P0A7K2	P0A7V3	C
RL7_ECOLI	RS5_ECOLI	P0A7K2	P0A7W1	C
RL7_ECOLI	RL2_ECOLI	P0A7K2	P60422	C
RL7_ECOLI	RL7_ECOLI	P0A7K2	P0A7K2	C
RL7_ECOLI	RL9_ECOLI	P0A7K2	P0A7R1	C
RL7_ECOLI	RL23_ECOLI	P0A7K2	P0ADZ0	C
RL7_ECOLI	PRIM_ECOLI	P0A7K2	P0ABS5	C
RL7_ECOLI	RHO_ECOLI	P0A7K2	P0AG30	C
RL7_ECOLI	DNAA_ECOLI	P0A7K2	P03004	C
RL7_ECOLI	DNAA_ECOLI	P0A7K2	P03004	C
RL7_ECOLI	DNAB_ECOLI	P0A7K2	P0ACB0	C
RL7_ECOLI	DPO3E_ECOLI	P0A7K2	P03007	C
RL7_ECOLI	DPO3E_ECOLI	P0A7K2	P03007	C
RL7_ECOLI	UVRD_ECOLI	P0A7K2	P03018	C
RL7_ECOLI	YBEB_ECOLI	P0A7K2	P0AAT6	C
RL7_ECOLI	GCP_ECOLI	P0A7K2	P05852	C
RL7_ECOLI	RNPA_ECOLI	P0A7K2	P0A7Y8	C
RL7_ECOLI	DPO3X_ECOLI	P0A7K2	P06710	C
RL7_ECOLI	SYL_ECOLI	P0A7K2	P07813	C
RL7_ECOLI	AMPM_ECOLI	P0A7K2	P0AE18	C
RL7_ECOLI	USG_ECOLI	P0A7K2	P08390	C
RL7_ECOLI	ACP_ECOLI	P0A7K2	P0A6A8	C
RL7_ECOLI	CH60_ECOLI	P0A7K2	P0A6F5	C
RL7_ECOLI	HFQ_ECOLI	P0A7K2	P0A6X3	C
RL7_ECOLI	KDSA_ECOLI	P0A7K2	P0A715	C
RL7_ECOLI	KTHY_ECOLI	P0A7K2	P0A720	C
RL7_ECOLI	RNPA_ECOLI	P0A7K2	P0A7Y8	C
RL7_ECOLI	RPOZ_ECOLI	P0A7K2	P0A800	C
RL7_ECOLI	TGT_ECOLI	P0A7K2	P0A847	C
RL7_ECOLI	TIG_ECOLI	P0A7K2	P0A850	C
RL7_ECOLI	TUSA_ECOLI	P0A7K2	P0A890	C
RL7_ECOLI	YCJF_ECOLI	P0A7K2	P0A8R7	C
RL7_ECOLI	ULAR_ECOLI	P0A7K2	P0A9W0	C
RL7_ECOLI	ZNUC_ECOLI	P0A7K2	P0A9X1	C
RL7_ECOLI	HYPC_ECOLI	P0A7K2	P0AAM3	C
RL7_ECOLI	YBAK_ECOLI	P0A7K2	P0AAR3	C
RL7_ECOLI	HOLE_ECOLI	P0A7K2	P0ABS8	C
RL7_ECOLI	YCIS_ECOLI	P0A7K2	P0ACV4	C
RL7_ECOLI	UVRY_ECOLI	P0A7K2	P0AED5	C
RL7_ECOLI	FUCM_ECOLI	P0A7K2	P0AEN8	C
RL7_ECOLI	YJEE_ECOLI	P0A7K2	P0AF67	C
RL7_ECOLI	NUSG_ECOLI	P0A7K2	P0AFG0	C
RL7_ECOLI	YBAZ_ECOLI	P0A7K2	P0AFP2	C
RL7_ECOLI	SPOT_ECOLI	P0A7K2	P0AG24	C
RL7_ECOLI	SSB_ECOLI	P0A7K2	P0AGE0	C
RL7_ECOLI	YHBY_ECOLI	P0A7K2	P0AGK4	C
RL7_ECOLI	SECA_ECOLI	P0A7K2	P10408	C
RL7_ECOLI	LPXA_ECOLI	P0A7K2	P0A722	C
RL7_ECOLI	DPO3A_ECOLI	P0A7K2	P10443	C
RL7_ECOLI	NARJ_ECOLI	P0A7K2	P0AF26	C
RL7_ECOLI	FUCM_ECOLI	P0A7K2	P0AEN8	C
RL7_ECOLI	SELB_ECOLI	P0A7K2	P14081	C
RL7_ECOLI	SELB_ECOLI	P0A7K2	P14081	C
RL7_ECOLI	DNLJ_ECOLI	P0A7K2	P15042	C
RL7_ECOLI	CSPA_ECOLI	P0A7K2	P0A9X9	C
RL7_ECOLI	CIRA_ECOLI	P0A7K2	P17315	C
RL7_ECOLI	MURG_ECOLI	P0A7K2	P17443	C
RL7_ECOLI	KDSA_ECOLI	P0A7K2	P0A715	C
RL7_ECOLI	MURC_ECOLI	P0A7K2	P17952	C
RL7_ECOLI	CLPP_ECOLI	P0A7K2	P0A6G7	C
RL7_ECOLI	TGT_ECOLI	P0A7K2	P0A847	C
RL7_ECOLI	PARC_ECOLI	P0A7K2	P0AFI2	C
RL7_ECOLI	LPXD_ECOLI	P0A7K2	P21645	C
RL7_ECOLI	MUKB_ECOLI	P0A7K2	P22523	C
RL7_ECOLI	ISPH_ECOLI	P0A7K2	P62623	C
RL7_ECOLI	MURI_ECOLI	P0A7K2	P22634	C
RL7_ECOLI	PSS_ECOLI	P0A7K2	P23830	C
RL7_ECOLI	COAD_ECOLI	P0A7K2	P0A6I6	C
RL7_ECOLI	PTH_ECOLI	P0A7K2	P0A7D1	C
RL7_ECOLI	YCEA_ECOLI	P0A7K2	P24188	C
RL7_ECOLI	PLSC_ECOLI	P0A7K2	P26647	C
RL7_ECOLI	GLUQ_ECOLI	P0A7K2	P27305	C
RL7_ECOLI	GLUQ_ECOLI	P0A7K2	P27305	C
RL7_ECOLI	HOLA_ECOLI	P0A7K2	P28630	C
RL7_ECOLI	HOLD_ECOLI	P0A7K2	P28632	C
RL7_ECOLI	FTSH_ECOLI	P0A7K2	P0AAI3	C
RL7_ECOLI	HOLC_ECOLI	P0A7K2	P28905	C
RL7_ECOLI	NIKR_ECOLI	P0A7K2	P0A6Z6	C
RL7_ECOLI	MOAD_ECOLI	P0A7K2	P30748	C
RL7_ECOLI	MOAD_ECOLI	P0A7K2	P30748	C
RL7_ECOLI	GLMM_ECOLI	P0A7K2	P31120	C
RL7_ECOLI	THIB_ECOLI	P0A7K2	P31550	C
RL7_ECOLI	YJEE_ECOLI	P0A7K2	P0AF67	C
RL7_ECOLI	HSLU_ECOLI	P0A7K2	P0A6H5	C
RL7_ECOLI	NFI_ECOLI	P0A7K2	P68739	C
RL7_ECOLI	CLPX_ECOLI	P0A7K2	P0A6H1	C
RL7_ECOLI	HSCB_ECOLI	P0A7K2	P0A6L9	C
RL7_ECOLI	HSCA_ECOLI	P0A7K2	P0A6Z1	C
RL7_ECOLI	CBPA_ECOLI	P0A7K2	P36659	C
RL7_ECOLI	YADG_ECOLI	P0A7K2	P36879	C
RL7_ECOLI	RLMN_ECOLI	P0A7K2	P36979	C
RL7_ECOLI	CSPB_ECOLI	P0A7K2	P36995	C
RL7_ECOLI	HRPB_ECOLI	P0A7K2	P37024	C
RL7_ECOLI	HRPB_ECOLI	P0A7K2	P37024	C
RL7_ECOLI	MBHM_ECOLI	P0A7K2	P0ACE0	C
RL7_ECOLI	RPIB_ECOLI	P0A7K2	P37351	C
RL7_ECOLI	RPIB_ECOLI	P0A7K2	P37351	C
RL7_ECOLI	TUSA_ECOLI	P0A7K2	P0A890	C
RL7_ECOLI	YHJU_ECOLI	P0A7K2	P37659	C
RL7_ECOLI	PPIC_ECOLI	P0A7K2	P0A9L5	C
RL7_ECOLI	USPG_ECOLI	P0A7K2	P39177	C
RL7_ECOLI	USPG_ECOLI	P0A7K2	P39177	C
RL7_ECOLI	LOLA_ECOLI	P0A7K2	P61316	C
RL7_ECOLI	SGCE_ECOLI	P0A7K2	P39362	C
RL7_ECOLI	RARA_ECOLI	P0A7K2	P0AAZ4	C
RL7_ECOLI	YBCJ_ECOLI	P0A7K2	P0AAS7	C
RL7_ECOLI	YFJK_ECOLI	P0A7K2	P52126	C
RL7_ECOLI	FLII_ECOLI	P0A7K2	P52612	C
RL7_ECOLI	MLAF_ECOLI	P0A7K2	P63386	C
RL7_ECOLI	YBJX_ECOLI	P0A7K2	P75829	C
RL7_ECOLI	YBJX_ECOLI	P0A7K2	P75829	C
RL7_ECOLI	YCCU_ECOLI	P0A7K2	P75874	C
RL7_ECOLI	YCGF_ECOLI	P0A7K2	P75990	C
RL7_ECOLI	YCGF_ECOLI	P0A7K2	P75990	C
RL7_ECOLI	YDCP_ECOLI	P0A7K2	P76104	C
RL7_ECOLI	YDCP_ECOLI	P0A7K2	P76104	C
RL7_ECOLI	YFHM_ECOLI	P0A7K2	P76578	C
RL7_ECOLI	YDJI_ECOLI	P0A7K2	P77704	C
RL7_ECOLI	YGER_ECOLI	P0A7K2	Q46798	C
RL19_ECOLI	PHSM_ECOLI	P0A7K6	P00490	C
RL19_ECOLI	PHSM_ECOLI	P0A7K6	P00490	C
RL19_ECOLI	RPOA_ECOLI	P0A7K6	P0A7Z4	C
RL19_ECOLI	RPOD_ECOLI	P0A7K6	P00579	C
RL19_ECOLI	ILVG_ECOLI	P0A7K6	P00892	C
RL19_ECOLI	SYT_ECOLI	P0A7K6	P0A8M3	C
RL19_ECOLI	SYGA_ECOLI	P0A7K6	P00960	C
RL19_ECOLI	SSB_ECOLI	P0A7K6	P0AGE0	C
RL19_ECOLI	RS9_ECOLI	P0A7K6	P0A7X3	C
RL19_ECOLI	RL14_ECOLI	P0A7K6	P0ADY3	C
RL19_ECOLI	RL23_ECOLI	P0A7K6	P0ADZ0	C
RL19_ECOLI	TONB_ECOLI	P0A7K6	P02929	C
RL19_ECOLI	DPO3E_ECOLI	P0A7K6	P03007	C
RL19_ECOLI	DNAK_ECOLI	P0A7K6	P0A6Y8	C
RL19_ECOLI	FIMB_ECOLI	P0A7K6	P0ADH5	C
RL19_ECOLI	YBEB_ECOLI	P0A7K6	P0AAT6	C
RL19_ECOLI	AMPM_ECOLI	P0A7K6	P0AE18	C
RL19_ECOLI	DNAJ_ECOLI	P0A7K6	P08622	C
RL19_ECOLI	IF3_ECOLI	P0A7K6	P0A707	C
RL19_ECOLI	MOAC_ECOLI	P0A7K6	P0A738	C
RL19_ECOLI	TGT_ECOLI	P0A7K6	P0A847	C
RL19_ECOLI	UVRC_ECOLI	P0A7K6	P0A8G0	C
RL19_ECOLI	RHLB_ECOLI	P0A7K6	P0A8J8	C
RL19_ECOLI	SYT_ECOLI	P0A7K6	P0A8M3	C
RL19_ECOLI	YJGA_ECOLI	P0A7K6	P0A8X0	C
RL19_ECOLI	CSPA_ECOLI	P0A7K6	P0A9X9	C
RL19_ECOLI	FIMB_ECOLI	P0A7K6	P0ADH5	C
RL19_ECOLI	YIBL_ECOLI	P0A7K6	P0ADK8	C
RL19_ECOLI	YGGE_ECOLI	P0A7K6	P0ADS6	C
RL19_ECOLI	NUSA_ECOLI	P0A7K6	P0AFF6	C
RL19_ECOLI	SPOT_ECOLI	P0A7K6	P0AG24	C
RL19_ECOLI	SSB_ECOLI	P0A7K6	P0AGE0	C
RL19_ECOLI	YFIF_ECOLI	P0A7K6	P0AGJ5	C
RL19_ECOLI	LPXB_ECOLI	P0A7K6	P10441	C
RL19_ECOLI	FIS_ECOLI	P0A7K6	P0A6R3	C
RL19_ECOLI	SKP_ECOLI	P0A7K6	P0AEU7	C
RL19_ECOLI	SELB_ECOLI	P0A7K6	P14081	C
RL19_ECOLI	TOP3_ECOLI	P0A7K6	P14294	C
RL19_ECOLI	TOP3_ECOLI	P0A7K6	P14294	C
RL19_ECOLI	MURG_ECOLI	P0A7K6	P17443	C
RL19_ECOLI	KDSA_ECOLI	P0A7K6	P0A715	C
RL19_ECOLI	HLDD_ECOLI	P0A7K6	P67910	C
RL19_ECOLI	TGT_ECOLI	P0A7K6	P0A847	C
RL19_ECOLI	LPXD_ECOLI	P0A7K6	P21645	C
RL19_ECOLI	DEAD_ECOLI	P0A7K6	P0A9P6	C
RL19_ECOLI	RHLB_ECOLI	P0A7K6	P0A8J8	C
RL19_ECOLI	ACON1_ECOLI	P0A7K6	P25516	C
RL19_ECOLI	RIBD_ECOLI	P0A7K6	P25539	C
RL19_ECOLI	HOLC_ECOLI	P0A7K6	P28905	C
RL19_ECOLI	YBIB_ECOLI	P0A7K6	P30177	C
RL19_ECOLI	MOAC_ECOLI	P0A7K6	P0A738	C
RL19_ECOLI	HSLV_ECOLI	P0A7K6	P0A7B8	C
RL19_ECOLI	YICH_ECOLI	P0A7K6	P31433	C
RL19_ECOLI	NFI_ECOLI	P0A7K6	P68739	C
RL19_ECOLI	AIDB_ECOLI	P0A7K6	P33224	C
RL19_ECOLI	CBPA_ECOLI	P0A7K6	P36659	C
RL19_ECOLI	YADG_ECOLI	P0A7K6	P36879	C
RL19_ECOLI	RLMN_ECOLI	P0A7K6	P36979	C
RL19_ECOLI	RLMN_ECOLI	P0A7K6	P36979	C
RL19_ECOLI	CSPC_ECOLI	P0A7K6	P0A9Y6	C
RL19_ECOLI	YEFI_ECOLI	P0A7K6	P37751	C
RL19_ECOLI	RLUB_ECOLI	P0A7K6	P37765	C
RL19_ECOLI	PPIC_ECOLI	P0A7K6	P0A9L5	C
RL19_ECOLI	YJDJ_ECOLI	P0A7K6	P39274	C
RL19_ECOLI	RLMB_ECOLI	P0A7K6	P63177	C
RL19_ECOLI	ULAR_ECOLI	P0A7K6	P0A9W0	C
RL19_ECOLI	YJIY_ECOLI	P0A7K6	P39396	C
RL19_ECOLI	YBCJ_ECOLI	P0A7K6	P0AAS7	C
RL19_ECOLI	RLMB_ECOLI	P0A7K6	P63177	C
RL19_ECOLI	YGCF_ECOLI	P0A7K6	P64554	C
RL19_ECOLI	YQJD_ECOLI	P0A7K6	P64581	C
RL19_ECOLI	HLDD_ECOLI	P0A7K6	P67910	C
RL19_ECOLI	YBJX_ECOLI	P0A7K6	P75829	C
RL19_ECOLI	YNEG_ECOLI	P0A7K6	P76148	C
RL19_ECOLI	DCYD_ECOLI	P0A7K6	P76316	C
RL19_ECOLI	YEGH_ECOLI	P0A7K6	P76389	C
RL19_ECOLI	YFBR_ECOLI	P0A7K6	P76491	C
RL19_ECOLI	FADI_ECOLI	P0A7K6	P76503	C
RL19_ECOLI	PHOL_ECOLI	P0A7K6	P0A9K3	C
RL19_ECOLI	GLSA1_ECOLI	P0A7K6	P77454	C
RL19_ECOLI	YDJL_ECOLI	P0A7K6	P77539	C
RL19_ECOLI	YGFU_ECOLI	P0A7K6	Q46821	C
RL19_ECOLI	YQHD_ECOLI	P0A7K6	Q46856	C
RL19_ECOLI	RPPH_ECOLI	P0A7K6	P0A776	C
RL1_ECOLI	RPOA_ECOLI	P0A7L0	P0A7Z4	C
RL1_ECOLI	RPOD_ECOLI	P0A7L0	P00579	C
RL1_ECOLI	ILVG_ECOLI	P0A7L0	P00892	C
RL1_ECOLI	RS5_ECOLI	P0A7L0	P0A7W1	C
RL1_ECOLI	RS8_ECOLI	P0A7L0	P0A7W7	C
RL1_ECOLI	RL3_ECOLI	P0A7L0	P60438	C
RL1_ECOLI	RL4_ECOLI	P0A7L0	P60723	C
RL1_ECOLI	RL23_ECOLI	P0A7L0	P0ADZ0	C
RL1_ECOLI	RL33_ECOLI	P0A7L0	P0A7N9	C
RL1_ECOLI	PBPA_ECOLI	P0A7L0	P02918	C
RL1_ECOLI	PRIM_ECOLI	P0A7L0	P0ABS5	C
RL1_ECOLI	DPO3E_ECOLI	P0A7L0	P03007	C
RL1_ECOLI	PNP_ECOLI	P0A7L0	P05055	C
RL1_ECOLI	APAH_ECOLI	P0A7L0	P05637	C
RL1_ECOLI	SRP54_ECOLI	P0A7L0	P0AGD7	C
RL1_ECOLI	UVRC_ECOLI	P0A7L0	P0A8G0	C
RL1_ECOLI	DNAJ_ECOLI	P0A7L0	P08622	C
RL1_ECOLI	FABZ_ECOLI	P0A7L0	P0A6Q6	C
RL1_ECOLI	KDSA_ECOLI	P0A7L0	P0A715	C
RL1_ECOLI	RPPH_ECOLI	P0A7L0	P0A776	C
RL1_ECOLI	PURA_ECOLI	P0A7L0	P0A7D4	C
RL1_ECOLI	PYRH_ECOLI	P0A7L0	P0A7E9	C
RL1_ECOLI	RPOA_ECOLI	P0A7L0	P0A7Z4	C
RL1_ECOLI	TGT_ECOLI	P0A7L0	P0A847	C
RL1_ECOLI	YJGA_ECOLI	P0A7L0	P0A8X0	C
RL1_ECOLI	BLC_ECOLI	P0A7L0	P0A901	C
RL1_ECOLI	CSPD_ECOLI	P0A7L0	P0A968	C
RL1_ECOLI	CSPE_ECOLI	P0A7L0	P0A972	C
RL1_ECOLI	LON_ECOLI	P0A7L0	P0A9M0	C
RL1_ECOLI	DEAD_ECOLI	P0A7L0	P0A9P6	C
RL1_ECOLI	YBCJ_ECOLI	P0A7L0	P0AAS7	C
RL1_ECOLI	KDSC_ECOLI	P0A7L0	P0ABZ4	C
RL1_ECOLI	KPYK1_ECOLI	P0A7L0	P0AD61	C
RL1_ECOLI	YGGE_ECOLI	P0A7L0	P0ADS6	C
RL1_ECOLI	RL23_ECOLI	P0A7L0	P0ADZ0	C
RL1_ECOLI	YTFL_ECOLI	P0A7L0	P0AE45	C
RL1_ECOLI	DCM_ECOLI	P0A7L0	P0AED9	C
RL1_ECOLI	YBAZ_ECOLI	P0A7L0	P0AFP2	C
RL1_ECOLI	YBGI_ECOLI	P0A7L0	P0AFP6	C
RL1_ECOLI	SPOT_ECOLI	P0A7L0	P0AG24	C
RL1_ECOLI	SRP54_ECOLI	P0A7L0	P0AGD7	C
RL1_ECOLI	RLME_ECOLI	P0A7L0	P0C0R7	C
RL1_ECOLI	DPO3A_ECOLI	P0A7L0	P10443	C
RL1_ECOLI	DCM_ECOLI	P0A7L0	P0AED9	C
RL1_ECOLI	RPOS_ECOLI	P0A7L0	P13445	C
RL1_ECOLI	SELB_ECOLI	P0A7L0	P14081	C
RL1_ECOLI	SRLR_ECOLI	P0A7L0	P15082	C
RL1_ECOLI	CSPA_ECOLI	P0A7L0	P0A9X9	C
RL1_ECOLI	ICLR_ECOLI	P0A7L0	P16528	C
RL1_ECOLI	CLPP_ECOLI	P0A7L0	P0A6G7	C
RL1_ECOLI	RNE_ECOLI	P0A7L0	P21513	C
RL1_ECOLI	KDTA_ECOLI	P0A7L0	P0AC75	C
RL1_ECOLI	MAK_ECOLI	P0A7L0	P23917	C
RL1_ECOLI	RHLB_ECOLI	P0A7L0	P0A8J8	C
RL1_ECOLI	CSPD_ECOLI	P0A7L0	P0A968	C
RL1_ECOLI	HFQ_ECOLI	P0A7L0	P0A6X3	C
RL1_ECOLI	HOLB_ECOLI	P0A7L0	P28631	C
RL1_ECOLI	HOLB_ECOLI	P0A7L0	P28631	C
RL1_ECOLI	HOLE_ECOLI	P0A7L0	P0ABS8	C
RL1_ECOLI	RLME_ECOLI	P0A7L0	P0C0R7	C
RL1_ECOLI	YJBH_ECOLI	P0A7L0	P32689	C
RL1_ECOLI	YJCC_ECOLI	P0A7L0	P32701	C
RL1_ECOLI	AIDB_ECOLI	P0A7L0	P33224	C
RL1_ECOLI	AIDB_ECOLI	P0A7L0	P33224	C
RL1_ECOLI	YFIF_ECOLI	P0A7L0	P0AGJ5	C
RL1_ECOLI	YIBL_ECOLI	P0A7L0	P0ADK8	C
RL1_ECOLI	CBPA_ECOLI	P0A7L0	P36659	C
RL1_ECOLI	RLMN_ECOLI	P0A7L0	P36979	C
RL1_ECOLI	CSPC_ECOLI	P0A7L0	P0A9Y6	C
RL1_ECOLI	DCTR_ECOLI	P0A7L0	P37195	C
RL1_ECOLI	YHJD_ECOLI	P0A7L0	P37642	C
RL1_ECOLI	YHJG_ECOLI	P0A7L0	P37645	C
RL1_ECOLI	YEFI_ECOLI	P0A7L0	P37751	C
RL1_ECOLI	RLUB_ECOLI	P0A7L0	P37765	C
RL1_ECOLI	RLUB_ECOLI	P0A7L0	P37765	C
RL1_ECOLI	ULAR_ECOLI	P0A7L0	P0A9W0	C
RL1_ECOLI	YJIE_ECOLI	P0A7L0	P39376	C
RL1_ECOLI	HRPA_ECOLI	P0A7L0	P43329	C
RL1_ECOLI	YBCJ_ECOLI	P0A7L0	P0AAS7	C
RL1_ECOLI	YHHX_ECOLI	P0A7L0	P46853	C
RL1_ECOLI	GMHB_ECOLI	P0A7L0	P63228	C
RL1_ECOLI	YQJI_ECOLI	P0A7L0	P64588	C
RL1_ECOLI	RCSB_ECOLI	P0A7L0	P69407	C
RL1_ECOLI	YBJX_ECOLI	P0A7L0	P75829	C
RL1_ECOLI	RLML_ECOLI	P0A7L0	P75864	C
RL1_ECOLI	RLML_ECOLI	P0A7L0	P75864	C
RL1_ECOLI	RLMI_ECOLI	P0A7L0	P75876	C
RL1_ECOLI	YDCP_ECOLI	P0A7L0	P76104	C
RL1_ECOLI	YNCE_ECOLI	P0A7L0	P76116	C
RL1_ECOLI	YNHG_ECOLI	P0A7L0	P76193	C
RL1_ECOLI	YEAO_ECOLI	P0A7L0	P76243	C
RL1_ECOLI	DCYD_ECOLI	P0A7L0	P76316	C
RL1_ECOLI	DCYD_ECOLI	P0A7L0	P76316	C
RL1_ECOLI	YBAY_ECOLI	P0A7L0	P77717	C
RL1_ECOLI	ALLR_ECOLI	P0A7L0	P0ACN4	C
RL1_ECOLI	YGFT_ECOLI	P0A7L0	Q46820	C
RL1_ECOLI	RPPH_ECOLI	P0A7L0	P0A776	C
RL20_ECOLI	ILVG_ECOLI	P0A7L3	P00892	C
