Entry Name A	Entry Name B	Accession A	Accession B	Satus
DBHB_ECOLI	UVRB_ECOLI	P0ACF4	P0A8F8	C
DBHB_ECOLI	IHFB_ECOLI	P0ACF4	P0A6Y1	C
DBHB_ECOLI	T1MK_ECOLI	P0ACF4	P08957	C
DBHB_ECOLI	IHFB_ECOLI	P0ACF4	P0A6Y1	C
DBHB_ECOLI	EXBB_ECOLI	P0ACF4	P0ABU7	C
DBHB_ECOLI	HNS_ECOLI	P0ACF4	P0ACF8	C
DBHB_ECOLI	YBBO_ECOLI	P0ACF4	P0AFP4	C
DBHB_ECOLI	NDPA_ECOLI	P0ACF4	P33920	C
HNS_ECOLI	RPOC_ECOLI	P0ACF8	P0A8T7	C
HNS_ECOLI	DPO1_ECOLI	P0ACF8	P00582	C
HNS_ECOLI	THRC_ECOLI	P0ACF8	P00934	C
HNS_ECOLI	DBHB_ECOLI	P0ACF8	P0ACF4	C
HNS_ECOLI	DBHA_ECOLI	P0ACF8	P0ACF0	C
HNS_ECOLI	RS2_ECOLI	P0ACF8	P0A7V0	C
HNS_ECOLI	RL22_ECOLI	P0ACF8	P61175	C
HNS_ECOLI	PBPA_ECOLI	P0ACF8	P02918	C
HNS_ECOLI	UVRD_ECOLI	P0ACF8	P03018	C
HNS_ECOLI	ODP1_ECOLI	P0ACF8	P0AFG8	C
HNS_ECOLI	HNS_ECOLI	P0ACF8	P0ACF8	C
HNS_ECOLI	PUTA_ECOLI	P0ACF8	P09546	C
HNS_ECOLI	PURA_ECOLI	P0ACF8	P0A7D4	C
HNS_ECOLI	UVRB_ECOLI	P0ACF8	P0A8F8	C
HNS_ECOLI	NLPD_ECOLI	P0ACF8	P0ADA3	C
HNS_ECOLI	SECA_ECOLI	P0ACF8	P10408	C
HNS_ECOLI	HHA_ECOLI	P0ACF8	P0ACE3	C
HNS_ECOLI	PYRH_ECOLI	P0ACF8	P0A7E9	C
HNS_ECOLI	STPA_ECOLI	P0ACF8	P0ACG1	C
HNS_ECOLI	TKT2_ECOLI	P0ACF8	P33570	C
HNS_ECOLI	AG43_ECOLI	P0ACF8	P39180	C
HNS_ECOLI	TORZ_ECOLI	P0ACF8	P46923	C
HNS_ECOLI	NFI_ECOLI	P0ACF8	P68739	C
HNS_ECOLI	CNU_ECOLI	P0ACF8	P64467	C
HNS_ECOLI	YEGH_ECOLI	P0ACF8	P76389	C
STPA_ECOLI	HNS_ECOLI	P0ACG1	P0ACF8	C
HSLR_ECOLI	RS3_ECOLI	P0ACG8	P0A7V3	C
HSLR_ECOLI	RL13_ECOLI	P0ACG8	P0AA10	C
HSLR_ECOLI	RL14_ECOLI	P0ACG8	P0ADY3	C
HSLR_ECOLI	RL9_ECOLI	P0ACG8	P0A7R1	C
HSLR_ECOLI	RL19_ECOLI	P0ACG8	P0A7K6	C
HSLR_ECOLI	RL28_ECOLI	P0ACG8	P0A7M2	C
HSLR_ECOLI	SBCC_ECOLI	P0ACG8	P13458	C
MELR_ECOLI	RPOD_ECOLI	P0ACH8	P00579	C
ROB_ECOLI	DPO1_ECOLI	P0ACI0	P00582	C
ROB_ECOLI	HNS_ECOLI	P0ACI0	P0ACF8	C
CRP_ECOLI	RPOA_ECOLI	P0ACJ8	P0A7Z4	C
CRP_ECOLI	RS5_ECOLI	P0ACJ8	P0A7W1	C
CRP_ECOLI	RS10_ECOLI	P0ACJ8	P0A7R5	C
CRP_ECOLI	RL3_ECOLI	P0ACJ8	P60438	C
CRP_ECOLI	RL7_ECOLI	P0ACJ8	P0A7K2	C
CRP_ECOLI	CRP_ECOLI	P0ACJ8	P0ACJ8	C
CRP_ECOLI	UBIB_ECOLI	P0ACJ8	P0A6A0	C
CRP_ECOLI	YACL_ECOLI	P0ACJ8	P0A8E5	C
CRP_ECOLI	CRP_ECOLI	P0ACJ8	P0ACJ8	C
CRP_ECOLI	NFUA_ECOLI	P0ACJ8	P63020	C
CRP_ECOLI	YCGM_ECOLI	P0ACJ8	P76004	C
ALLR_ECOLI	DBHA_ECOLI	P0ACN4	P0ACF0	C
ALLR_ECOLI	RS7_ECOLI	P0ACN4	P02359	C
ALLR_ECOLI	RL2_ECOLI	P0ACN4	P60422	C
ALLR_ECOLI	RL19_ECOLI	P0ACN4	P0A7K6	C
ALLR_ECOLI	RL24_ECOLI	P0ACN4	P60624	C
ALLR_ECOLI	RL19_ECOLI	P0ACN4	P0A7K6	C
ALLR_ECOLI	RS13_ECOLI	P0ACN4	P0A7S9	C
ALLR_ECOLI	DBHA_ECOLI	P0ACN4	P0ACF0	C
ALLR_ECOLI	RS15_ECOLI	P0ACN4	P0ADZ4	C
ALLR_ECOLI	RL21_ECOLI	P0ACN4	P0AG48	C
ALLR_ECOLI	RL18_ECOLI	P0ACN4	P0C018	C
CYTR_ECOLI	CRP_ECOLI	P0ACN7	P0ACJ8	C
CYTR_ECOLI	CYTR_ECOLI	P0ACN7	P0ACN7	C
FRUR_ECOLI	GLTD_ECOLI	P0ACP1	P09832	C
FRUR_ECOLI	EFTU1_ECOLI	P0ACP1	P0CE47	C
FRUR_ECOLI	TIG_ECOLI	P0ACP1	P0A850	C
FRUR_ECOLI	FRUR_ECOLI	P0ACP1	P0ACP1	C
FRUR_ECOLI	FADB_ECOLI	P0ACP1	P21177	C
FRUR_ECOLI	RNE_ECOLI	P0ACP1	P21513	C
FRUR_ECOLI	RLMN_ECOLI	P0ACP1	P36979	C
FRUR_ECOLI	RLMN_ECOLI	P0ACP1	P36979	C
GNTR_ECOLI	GNTR_ECOLI	P0ACP5	P0ACP5	C
TDCA_ECOLI	TIG_ECOLI	P0ACQ7	P0A850	C
FABR_ECOLI	FABR_ECOLI	P0ACU5	P0ACU5	C
YCIS_ECOLI	ENO_ECOLI	P0ACV4	P0A6P9	C
YCIS_ECOLI	RL1_ECOLI	P0ACV4	P0A7L0	C
YCIS_ECOLI	RL28_ECOLI	P0ACV4	P0A7M2	C
YCIS_ECOLI	RL29_ECOLI	P0ACV4	P0A7M6	C
YCIS_ECOLI	RS3_ECOLI	P0ACV4	P0A7V3	C
YCIS_ECOLI	DBHA_ECOLI	P0ACV4	P0ACF0	C
YCIS_ECOLI	HNS_ECOLI	P0ACV4	P0ACF8	C
YCIS_ECOLI	PGM_ECOLI	P0ACV4	P36938	C
YCIS_ECOLI	RL24_ECOLI	P0ACV4	P60624	C
YCIS_ECOLI	RL5_ECOLI	P0ACV4	P62399	C
YCIS_ECOLI	GRCA_ECOLI	P0ACV4	P68066	C
YEBG_ECOLI	PARE_ECOLI	P0ACY9	P20083	C
EVGA_ECOLI	DEAD_ECOLI	P0ACZ4	P0A9P6	C
YEBS_ECOLI	ARCA_ECOLI	P0AD03	P0A9Q1	C
YFCZ_ECOLI	PFLB_ECOLI	P0AD33	P09373	C
YFCZ_ECOLI	RS14_ECOLI	P0AD33	P0AG59	C
KPYK1_ECOLI	RL19_ECOLI	P0AD61	P0A7K6	C
KPYK1_ECOLI	RS19_ECOLI	P0AD61	P0A7U3	C
KPYK1_ECOLI	RL13_ECOLI	P0AD61	P0AA10	C
KPYK1_ECOLI	EXBB_ECOLI	P0AD61	P0ABU7	C
KPYK1_ECOLI	PHSG_ECOLI	P0AD61	P0AC86	C
KPYK1_ECOLI	DBHB_ECOLI	P0AD61	P0ACF4	C
KPYK1_ECOLI	RL17_ECOLI	P0AD61	P0AG44	C
KPYK1_ECOLI	MURF_ECOLI	P0AD61	P11880	C
KPYK1_ECOLI	KPYK1_ECOLI	P0AD61	P0AD61	C
KPYK1_ECOLI	RLUB_ECOLI	P0AD61	P37765	C
KPYK1_ECOLI	RL24_ECOLI	P0AD61	P60624	C
KPYK1_ECOLI	RL4_ECOLI	P0AD61	P60723	C
KPYK1_ECOLI	RL25_ECOLI	P0AD61	P68919	C
PBP2_ECOLI	EFTU1_ECOLI	P0AD65	P0CE47	C
FTSI_ECOLI	DDLA_ECOLI	P0AD68	P0A6J8	C
BRNQ_ECOLI	SYFA_ECOLI	P0AD99	P08312	C
BRNQ_ECOLI	SYFA_ECOLI	P0AD99	P08312	C
NLPD_ECOLI	RL11_ECOLI	P0ADA3	P0A7J7	C
NLPD_ECOLI	RL7_ECOLI	P0ADA3	P0A7K2	C
NLPD_ECOLI	RL28_ECOLI	P0ADA3	P0A7M2	C
NLPD_ECOLI	DBHA_ECOLI	P0ADA3	P0ACF0	C
NLPD_ECOLI	RL23_ECOLI	P0ADA3	P0ADZ0	C
NLPD_ECOLI	NUSG_ECOLI	P0ADA3	P0AFG0	C
NLPD_ECOLI	RL30_ECOLI	P0ADA3	P0AG51	C
NLPD_ECOLI	RS14_ECOLI	P0ADA3	P0AG59	C
NLPD_ECOLI	RL4_ECOLI	P0ADA3	P60723	C
YGFZ_ECOLI	USG_ECOLI	P0ADE8	P08390	C
YGFZ_ECOLI	USG_ECOLI	P0ADE8	P08390	C
EDD_ECOLI	RHO_ECOLI	P0ADF6	P0AG30	C
IMDH_ECOLI	GREA_ECOLI	P0ADG7	P0A6W5	C
FIMB_ECOLI	RS3_ECOLI	P0ADH5	P0A7V3	C
FIMB_ECOLI	RS5_ECOLI	P0ADH5	P0A7W1	C
FIMB_ECOLI	RS6_ECOLI	P0ADH5	P02358	C
FIMB_ECOLI	RS18_ECOLI	P0ADH5	P0A7T7	C
FIMB_ECOLI	RL2_ECOLI	P0ADH5	P60422	C
FIMB_ECOLI	RL13_ECOLI	P0ADH5	P0AA10	C
FIMB_ECOLI	RL21_ECOLI	P0ADH5	P0AG48	C
FIMB_ECOLI	RL22_ECOLI	P0ADH5	P61175	C
FIMB_ECOLI	RL28_ECOLI	P0ADH5	P0A7M2	C
FIMB_ECOLI	RS18_ECOLI	P0ADH5	P0A7T7	C
FIMB_ECOLI	RL21_ECOLI	P0ADH5	P0AG48	C
FIMB_ECOLI	RL24_ECOLI	P0ADH5	P60624	C
PINR_ECOLI	ENO_ECOLI	P0ADI0	P0A6P9	C
ENTB_ECOLI	KDTA_ECOLI	P0ADI4	P0AC75	C
ENTB_ECOLI	FKBB_ECOLI	P0ADI4	P0A9L3	C
YIBA_ECOLI	CH60_ECOLI	P0ADK6	P0A6F5	C
YIBL_ECOLI	RS7_ECOLI	P0ADK8	P02359	C
YIBL_ECOLI	RL18_ECOLI	P0ADK8	P0C018	C
YIBL_ECOLI	RL19_ECOLI	P0ADK8	P0A7K6	C
YIBL_ECOLI	RL1_ECOLI	P0ADK8	P0A7L0	C
YIBL_ECOLI	RS3_ECOLI	P0ADK8	P0A7V3	C
YIBL_ECOLI	DEAD_ECOLI	P0ADK8	P0A9P6	C
YIBL_ECOLI	KPYK1_ECOLI	P0ADK8	P0AD61	C
YIBL_ECOLI	RS14_ECOLI	P0ADK8	P0AG59	C
YIBL_ECOLI	YFIF_ECOLI	P0ADK8	P0AGJ5	C
YIBL_ECOLI	RNR_ECOLI	P0ADK8	P21499	C
YIBL_ECOLI	RLUB_ECOLI	P0ADK8	P37765	C
YIDH_ECOLI	RS14_ECOLI	P0ADM0	P0AG59	C
YIDX_ECOLI	DPO1_ECOLI	P0ADM6	P00582	C
VIAA_ECOLI	PFLB_ECOLI	P0ADN0	P09373	C
YIFE_ECOLI	RPOB_ECOLI	P0ADN2	P0A8V2	C
YIGB_ECOLI	PURA_ECOLI	P0ADP0	P0A7D4	C
YIID_ECOLI	RL7_ECOLI	P0ADQ2	P0A7K2	C
YIID_ECOLI	RL7_ECOLI	P0ADQ2	P0A7K2	C
YIID_ECOLI	G3P1_ECOLI	P0ADQ2	P0A9B2	C
YGAM_ECOLI	DNAJ_ECOLI	P0ADQ7	P08622	C
YGAM_ECOLI	RS13_ECOLI	P0ADQ7	P0A7S9	C
YGAM_ECOLI	RS18_ECOLI	P0ADQ7	P0A7T7	C
YGAM_ECOLI	RS20_ECOLI	P0ADQ7	P0A7U7	C
YGAM_ECOLI	RL4_ECOLI	P0ADQ7	P60723	C
YGGE_ECOLI	IF3_ECOLI	P0ADS6	P0A707	C
YGGE_ECOLI	RS13_ECOLI	P0ADS6	P0A7S9	C
YGGE_ECOLI	RS20_ECOLI	P0ADS6	P0A7U7	C
YGGE_ECOLI	RS3_ECOLI	P0ADS6	P0A7V3	C
YGGE_ECOLI	RS8_ECOLI	P0ADS6	P0A7W7	C
YGGE_ECOLI	RS9_ECOLI	P0ADS6	P0A7X3	C
YGGE_ECOLI	RL21_ECOLI	P0ADS6	P0AG48	C
YGGE_ECOLI	RS14_ECOLI	P0ADS6	P0AG59	C
YGGE_ECOLI	RL2_ECOLI	P0ADS6	P60422	C
YGGE_ECOLI	RL4_ECOLI	P0ADS6	P60723	C
YHCC_ECOLI	PARE_ECOLI	P0ADW6	P20083	C
YHCC_ECOLI	AAEA_ECOLI	P0ADW6	P46482	C
YHFG_ECOLI	RL23_ECOLI	P0ADX5	P0ADZ0	C
YHFG_ECOLI	SOHB_ECOLI	P0ADX5	P0AG14	C
PPID_ECOLI	PSS_ECOLI	P0ADY1	P23830	C
PPID_ECOLI	PSS_ECOLI	P0ADY1	P23830	C
RL14_ECOLI	RL4_ECOLI	P0ADY3	P60723	C
RL14_ECOLI	RL7_ECOLI	P0ADY3	P0A7K2	C
RL14_ECOLI	DNAA_ECOLI	P0ADY3	P03004	C
RL14_ECOLI	YBEB_ECOLI	P0ADY3	P0AAT6	C
RL14_ECOLI	RNPA_ECOLI	P0ADY3	P0A7Y8	C
RL14_ECOLI	RPPH_ECOLI	P0ADY3	P0A776	C
RL14_ECOLI	RNPA_ECOLI	P0ADY3	P0A7Y8	C
RL14_ECOLI	TIG_ECOLI	P0ADY3	P0A850	C
RL14_ECOLI	YEEX_ECOLI	P0ADY3	P0A8M6	C
RL14_ECOLI	NUSG_ECOLI	P0ADY3	P0AFG0	C
RL14_ECOLI	PHNA_ECOLI	P0ADY3	P0AFJ1	C
RL14_ECOLI	IPYR_ECOLI	P0ADY3	P0A7A9	C
RL14_ECOLI	RNR_ECOLI	P0ADY3	P21499	C
RL14_ECOLI	ULAR_ECOLI	P0ADY3	P0A9W0	C
RL14_ECOLI	YODC_ECOLI	P0ADY3	P64517	C
RL14_ECOLI	ENGA_ECOLI	P0ADY3	P0A6P5	C
RL16_ECOLI	RPOA_ECOLI	P0ADY7	P0A7Z4	C
RL16_ECOLI	ILVG_ECOLI	P0ADY7	P00892	C
RL16_ECOLI	SYGA_ECOLI	P0ADY7	P00960	C
RL16_ECOLI	SYGA_ECOLI	P0ADY7	P00960	C
RL16_ECOLI	RS12_ECOLI	P0ADY7	P0A7S3	C
RL16_ECOLI	RL27_ECOLI	P0ADY7	P0A7L8	C
RL16_ECOLI	IF3_ECOLI	P0ADY7	P0A707	C
RL16_ECOLI	RNPA_ECOLI	P0ADY7	P0A7Y8	C
RL16_ECOLI	IHFB_ECOLI	P0ADY7	P0A6Y1	C
RL16_ECOLI	PUTA_ECOLI	P0ADY7	P09546	C
RL16_ECOLI	RPPH_ECOLI	P0ADY7	P0A776	C
RL16_ECOLI	RNPA_ECOLI	P0ADY7	P0A7Y8	C
RL16_ECOLI	YEEX_ECOLI	P0ADY7	P0A8M6	C
RL16_ECOLI	RPOC_ECOLI	P0ADY7	P0A8T7	C
RL16_ECOLI	YFBU_ECOLI	P0ADY7	P0A8W8	C
RL16_ECOLI	BLC_ECOLI	P0ADY7	P0A901	C
RL16_ECOLI	PHOL_ECOLI	P0ADY7	P0A9K3	C
RL16_ECOLI	FTSW_ECOLI	P0ADY7	P0ABG4	C
RL16_ECOLI	YLIJ_ECOLI	P0ADY7	P0ACA7	C
RL16_ECOLI	YCIS_ECOLI	P0ADY7	P0ACV4	C
RL16_ECOLI	KPYK1_ECOLI	P0ADY7	P0AD61	C
RL16_ECOLI	YFIF_ECOLI	P0ADY7	P0AGJ5	C
RL16_ECOLI	FTSE_ECOLI	P0ADY7	P0A9R7	C
RL16_ECOLI	RNR_ECOLI	P0ADY7	P21499	C
RL16_ECOLI	RNR_ECOLI	P0ADY7	P21499	C
RL16_ECOLI	LPXD_ECOLI	P0ADY7	P21645	C
RL16_ECOLI	YCFD_ECOLI	P0ADY7	P27431	C
RL16_ECOLI	YADG_ECOLI	P0ADY7	P36879	C
RL16_ECOLI	YEFI_ECOLI	P0ADY7	P37751	C
RL16_ECOLI	NANM_ECOLI	P0ADY7	P39371	C
RL16_ECOLI	YHHX_ECOLI	P0ADY7	P46853	C
RL16_ECOLI	RLMI_ECOLI	P0ADY7	P75876	C
RL16_ECOLI	YNCE_ECOLI	P0ADY7	P76116	C
RL16_ECOLI	YFIQ_ECOLI	P0ADY7	P76594	C
RL16_ECOLI	YDII_ECOLI	P0ADY7	P77781	C
RL23_ECOLI	ATPG_ECOLI	P0ADZ0	P0ABA6	C
RL23_ECOLI	RL3_ECOLI	P0ADZ0	P60438	C
RL23_ECOLI	RL2_ECOLI	P0ADZ0	P60422	C
RL23_ECOLI	RL6_ECOLI	P0ADZ0	P0AG55	C
RL23_ECOLI	RL10_ECOLI	P0ADZ0	P0A7J3	C
RL23_ECOLI	RL11_ECOLI	P0ADZ0	P0A7J7	C
RL23_ECOLI	RL13_ECOLI	P0ADZ0	P0AA10	C
RL23_ECOLI	RL15_ECOLI	P0ADZ0	P02413	C
RL23_ECOLI	RL9_ECOLI	P0ADZ0	P0A7R1	C
RL23_ECOLI	RL18_ECOLI	P0ADZ0	P0C018	C
RL23_ECOLI	RL23_ECOLI	P0ADZ0	P0ADZ0	C
RL23_ECOLI	RL25_ECOLI	P0ADZ0	P68919	C
RL23_ECOLI	RL28_ECOLI	P0ADZ0	P0A7M2	C
RL23_ECOLI	RL29_ECOLI	P0ADZ0	P0A7M6	C
RL23_ECOLI	DNAA_ECOLI	P0ADZ0	P03004	C
RL23_ECOLI	UMUC_ECOLI	P0ADZ0	P04152	C
RL23_ECOLI	GYRB_ECOLI	P0ADZ0	P0AES6	C
RL23_ECOLI	RPOZ_ECOLI	P0ADZ0	P0A800	C
RL23_ECOLI	YBGC_ECOLI	P0ADZ0	P0A8Z3	C
RL23_ECOLI	PYRH_ECOLI	P0ADZ0	P0A7E9	C
RL23_ECOLI	RL10_ECOLI	P0ADZ0	P0A7J3	C
RL23_ECOLI	RL7_ECOLI	P0ADZ0	P0A7K2	C
RL23_ECOLI	RL19_ECOLI	P0ADZ0	P0A7K6	C
RL23_ECOLI	RL33_ECOLI	P0ADZ0	P0A7N9	C
RL23_ECOLI	RPOA_ECOLI	P0ADZ0	P0A7Z4	C
RL23_ECOLI	YFCN_ECOLI	P0ADZ0	P0A8B2	C
RL23_ECOLI	YBGC_ECOLI	P0ADZ0	P0A8Z3	C
RL23_ECOLI	OMPA_ECOLI	P0ADZ0	P0A910	C
RL23_ECOLI	NAPD_ECOLI	P0ADZ0	P0A9I5	C
RL23_ECOLI	DEAD_ECOLI	P0ADZ0	P0A9P6	C
RL23_ECOLI	CSPC_ECOLI	P0ADZ0	P0A9Y6	C
RL23_ECOLI	RL13_ECOLI	P0ADZ0	P0AA10	C
RL23_ECOLI	END3_ECOLI	P0ADZ0	P0AB83	C
RL23_ECOLI	DPS_ECOLI	P0ADZ0	P0ABT2	C
RL23_ECOLI	EXBB_ECOLI	P0ADZ0	P0ABU7	C
RL23_ECOLI	YLIJ_ECOLI	P0ADZ0	P0ACA7	C
RL23_ECOLI	DBHA_ECOLI	P0ADZ0	P0ACF0	C
RL23_ECOLI	YCIS_ECOLI	P0ADZ0	P0ACV4	C
RL23_ECOLI	YIDH_ECOLI	P0ADZ0	P0ADM0	C
RL23_ECOLI	YHFA_ECOLI	P0ADZ0	P0ADX1	C
RL23_ECOLI	CPXP_ECOLI	P0ADZ0	P0AE85	C
RL23_ECOLI	OPPB_ECOLI	P0ADZ0	P0AFH2	C
RL23_ECOLI	RL17_ECOLI	P0ADZ0	P0AG44	C
RL23_ECOLI	RL21_ECOLI	P0ADZ0	P0AG48	C
RL23_ECOLI	FIS_ECOLI	P0ADZ0	P0A6R3	C
RL23_ECOLI	CSRD_ECOLI	P0ADZ0	P13518	C
RL23_ECOLI	SRLR_ECOLI	P0ADZ0	P15082	C
RL23_ECOLI	NUSG_ECOLI	P0ADZ0	P0AFG0	C
RL23_ECOLI	END3_ECOLI	P0ADZ0	P0AB83	C
RL23_ECOLI	RNR_ECOLI	P0ADZ0	P21499	C
RL23_ECOLI	RNR_ECOLI	P0ADZ0	P21499	C
RL23_ECOLI	RCSA_ECOLI	P0ADZ0	P69405	C
RL23_ECOLI	DPS_ECOLI	P0ADZ0	P0ABT2	C
RL23_ECOLI	ACCA_ECOLI	P0ADZ0	P0ABD5	C
RL23_ECOLI	SFGH2_ECOLI	P0ADZ0	P33018	C
RL23_ECOLI	RLMN_ECOLI	P0ADZ0	P36979	C
RL23_ECOLI	AG43_ECOLI	P0ADZ0	P39180	C
RL23_ECOLI	RSGA_ECOLI	P0ADZ0	P39286	C
RL23_ECOLI	YJGL_ECOLI	P0ADZ0	P39336	C
RL23_ECOLI	NANM_ECOLI	P0ADZ0	P39371	C
RL23_ECOLI	YJIM_ECOLI	P0ADZ0	P39384	C
RL23_ECOLI	YJIN_ECOLI	P0ADZ0	P39385	C
RL23_ECOLI	YJIY_ECOLI	P0ADZ0	P39396	C
RL23_ECOLI	YJJU_ECOLI	P0ADZ0	P39407	C
RL23_ECOLI	RIMN_ECOLI	P0ADZ0	P45748	C
RL23_ECOLI	YHHX_ECOLI	P0ADZ0	P46853	C
RL23_ECOLI	YFJK_ECOLI	P0ADZ0	P52126	C
RL23_ECOLI	YFJK_ECOLI	P0ADZ0	P52126	C
RL23_ECOLI	RL5_ECOLI	P0ADZ0	P62399	C
RL23_ECOLI	YEEJ_ECOLI	P0ADZ0	P76347	C
RL23_ECOLI	PTFX1_ECOLI	P0ADZ0	P77439	C
RS15_ECOLI	RPOA_ECOLI	P0ADZ4	P0A7Z4	C
RS15_ECOLI	IF3_ECOLI	P0ADZ4	P0A707	C
RS15_ECOLI	PNP_ECOLI	P0ADZ4	P05055	C
RS15_ECOLI	UVRC_ECOLI	P0ADZ4	P0A8G0	C
RS15_ECOLI	IF3_ECOLI	P0ADZ4	P0A707	C
RS15_ECOLI	RNPA_ECOLI	P0ADZ4	P0A7Y8	C
RS15_ECOLI	UVRC_ECOLI	P0ADZ4	P0A8G0	C
RS15_ECOLI	YFIF_ECOLI	P0ADZ4	P0AGJ5	C
RS15_ECOLI	RNR_ECOLI	P0ADZ4	P21499	C
RS15_ECOLI	RNR_ECOLI	P0ADZ4	P21499	C
RS15_ECOLI	DEAD_ECOLI	P0ADZ4	P0A9P6	C
RS15_ECOLI	RNG_ECOLI	P0ADZ4	P0A9J0	C
RS15_ECOLI	YFIF_ECOLI	P0ADZ4	P0AGJ5	C
RS15_ECOLI	GMHB_ECOLI	P0ADZ4	P63228	C
RS15_ECOLI	ALLR_ECOLI	P0ADZ4	P0ACN4	C
YAJC_ECOLI	HLDD_ECOLI	P0ADZ7	P67910	C
ACRA_ECOLI	G3P1_ECOLI	P0AE06	P0A9B2	C
AHPC_ECOLI	PBPA_ECOLI	P0AE08	P02918	C
AHPC_ECOLI	CLPX_ECOLI	P0AE08	P0A6H1	C
AHPC_ECOLI	SUCC_ECOLI	P0AE08	P0A836	C
AHPC_ECOLI	GLNE_ECOLI	P0AE08	P30870	C
AMPM_ECOLI	RS2_ECOLI	P0AE18	P0A7V0	C
AMPM_ECOLI	RS10_ECOLI	P0AE18	P0A7R5	C
AMPM_ECOLI	RS20_ECOLI	P0AE18	P0A7U7	C
AMPM_ECOLI	RL13_ECOLI	P0AE18	P0AA10	C
AMPM_ECOLI	RL9_ECOLI	P0AE18	P0A7R1	C
AMPM_ECOLI	RL23_ECOLI	P0AE18	P0ADZ0	C
AMPM_ECOLI	RL28_ECOLI	P0AE18	P0A7M2	C
AMPM_ECOLI	RL33_ECOLI	P0AE18	P0A7N9	C
AMPM_ECOLI	SYL_ECOLI	P0AE18	P07813	C
AMPM_ECOLI	MDTB_ECOLI	P0AE18	P76398	C
YTFL_ECOLI	RL9_ECOLI	P0AE45	P0A7R1	C
YTFL_ECOLI	RL23_ECOLI	P0AE45	P0ADZ0	C
CEDA_ECOLI	RPOA_ECOLI	P0AE60	P0A7Z4	C
CEDA_ECOLI	RPOB_ECOLI	P0AE60	P0A8V2	C
CEDA_ECOLI	RPOD_ECOLI	P0AE60	P00579	C
CEDA_ECOLI	RPOD_ECOLI	P0AE60	P00579	C
CEDA_ECOLI	RS15_ECOLI	P0AE60	P0ADZ4	C
CEDA_ECOLI	RL3_ECOLI	P0AE60	P60438	C
CEDA_ECOLI	HNS_ECOLI	P0AE60	P0ACF8	C
CEDA_ECOLI	RPOA_ECOLI	P0AE60	P0A7Z4	C
CEDA_ECOLI	RPOC_ECOLI	P0AE60	P0A8T7	C
CEDA_ECOLI	RPOB_ECOLI	P0AE60	P0A8V2	C
CEDA_ECOLI	HNS_ECOLI	P0AE60	P0ACF8	C
CEDA_ECOLI	RS15_ECOLI	P0AE60	P0ADZ4	C
CHEY_ECOLI	PARE_ECOLI	P0AE67	P20083	C
CHEY_ECOLI	ARCB_ECOLI	P0AE67	P0AEC3	C
CORC_ECOLI	HLDE_ECOLI	P0AE78	P76658	C
CPXA_ECOLI	CPXR_ECOLI	P0AE82	P0AE88	C
CPXA_ECOLI	CPXR_ECOLI	P0AE82	P0AE88	C
CPXR_ECOLI	G3P1_ECOLI	P0AE88	P0A9B2	C
CYSW_ECOLI	HSLU_ECOLI	P0AEB0	P0A6H5	C
DACA_ECOLI	IF3_ECOLI	P0AEB2	P0A707	C
DACA_ECOLI	IF3_ECOLI	P0AEB2	P0A707	C
YOAB_ECOLI	RS6_ECOLI	P0AEB7	P02358	C
YOAB_ECOLI	RL7_ECOLI	P0AEB7	P0A7K2	C
ARCB_ECOLI	HSLO_ECOLI	P0AEC3	P0A6Y5	C
ARCB_ECOLI	GLYA_ECOLI	P0AEC3	P0A825	C
ARCB_ECOLI	SRP54_ECOLI	P0AEC3	P0AGD7	C
BARA_ECOLI	UVRY_ECOLI	P0AEC5	P0AED5	C
BARA_ECOLI	CLPA_ECOLI	P0AEC5	P0ABH9	C
USPA_ECOLI	NUSA_ECOLI	P0AED0	P0AFF6	C
UVRY_ECOLI	RL7_ECOLI	P0AED5	P0A7K2	C
DCM_ECOLI	RS3_ECOLI	P0AED9	P0A7V3	C
DCM_ECOLI	RS7_ECOLI	P0AED9	P02359	C
DCM_ECOLI	RS20_ECOLI	P0AED9	P0A7U7	C
DCM_ECOLI	RL3_ECOLI	P0AED9	P60438	C
DCM_ECOLI	RL13_ECOLI	P0AED9	P0AA10	C
DCM_ECOLI	RS3_ECOLI	P0AED9	P0A7V3	C
DCM_ECOLI	RL13_ECOLI	P0AED9	P0AA10	C
DCM_ECOLI	RS14_ECOLI	P0AED9	P0AG59	C
DMA_ECOLI	RL19_ECOLI	P0AEE8	P0A7K6	C
DMA_ECOLI	RL22_ECOLI	P0AEE8	P61175	C
DPIA_ECOLI	GLTB_ECOLI	P0AEF4	P09831	C
DPIA_ECOLI	GLTD_ECOLI	P0AEF4	P09832	C
DPIA_ECOLI	CYSB_ECOLI	P0AEF4	P0A9F3	C
ELAB_ECOLI	T1MK_ECOLI	P0AEH5	P08957	C
ELAB_ECOLI	PUTA_ECOLI	P0AEH5	P09546	C
ELAB_ECOLI	MAZG_ECOLI	P0AEH5	P0AEY3	C
ELAB_ECOLI	SSPB_ECOLI	P0AEH5	P0AFZ3	C
ELAB_ECOLI	SSPB_ECOLI	P0AEH5	P0AFZ3	C
ELAB_ECOLI	MAZG_ECOLI	P0AEH5	P0AEY3	C
ELAB_ECOLI	RLMN_ECOLI	P0AEH5	P36979	C
ELAB_ECOLI	RLMN_ECOLI	P0AEH5	P36979	C
