ID interactor A_ID interactor B	ID interactor A	ID interactor B
P0A8S9_P0ABZ1	P0A8S9	P0ABZ1
P52612_P0ABZ1	P52612	P0ABZ1
P0A7L0_P0ABZ4	P0A7L0	P0ABZ4
P0AA10_P0ABZ4	P0AA10	P0ABZ4
P0A6A8_P0AC30	P0A6A8	P0AC30
P0CE47_P0AC75	P0CE47	P0AC75
P0A7G6_P0ACA7	P0A7G6	P0ACA7
P00561_P0ACB0	P00561	P0ACB0
P0CE47_P0ACB0	P0CE47	P0ACB0
P0AAM7_P0ACD8	P0AAM7	P0ACD8
P09546_P0ACF0	P09546	P0ACF0
P37751_P0ACF0	P37751	P0ACF0
P75829_P0ACF0	P75829	P0ACF0
P0A6X3_P0ACF4	P0A6X3	P0ACF4
P37751_P0ACF8	P37751	P0ACF8
P13035_P0ACV4	P13035	P0ACV4
P0CE47_P0ACV4	P0CE47	P0ACV4
P09546_P0ACV4	P09546	P0ACV4
P0ABB0_P0ACV4	P0ABB0	P0ACV4
P0ABA6_P0ACV4	P0ABA6	P0ACV4
P37751_P0AD49	P37751	P0AD49
P0A6A8_P0ADA3	P0A6A8	P0ADA3
P0ABB0_P0ADH5	P0ABB0	P0ADH5
P0A6A8_P0ADQ2	P0A6A8	P0ADQ2
P37751_P0ADQ7	P37751	P0ADQ7
P00393_P0ADQ7	P00393	P0ADQ7
P03004_P0ADY3	P03004	P0ADY3
P03004_P0ADY7	P03004	P0ADY7
P0A996_P0ADY7	P0A996	P0ADY7
P0ABZ4_P0ADY7	P0ABZ4	P0ADY7
P0A8Z3_P0ADY7	P0A8Z3	P0ADY7
P23830_P0ADZ0	P23830	P0ADZ0
P36879_P0ADZ0	P36879	P0ADZ0
P09546_P0AE08	P09546	P0AE08
P37751_P0AE08	P37751	P0AE08
P00861_P0AE88	P00861	P0AE88
P0A9B2_P0AE88	P0A9B2	P0AE88
P0AE82_P0AE88	P0AE82	P0AE88
P0A6A8_P0AEA5	P0A6A8	P0AEA5
P13035_P0AEB2	P13035	P0AEB2
P10408_P0AEB7	P10408	P0AEB7
P0A7J0_P0AEC3	P0A7J0	P0AEC3
P0C054_P0AED0	P0C054	P0AED0
P0A7E9_P0AED0	P0A7E9	P0AED0
P0CE47_P0AED5	P0CE47	P0AED5
P10408_P0AED9	P10408	P0AED9
P13035_P0AEE8	P13035	P0AEE8
P37751_P0AEH5	P37751	P0AEH5
P0AAH0_P0AEI1	P0AAH0	P0AEI1
P37751_P0AEK2	P37751	P0AEK2
P0A6A8_P0AEK2	P0A6A8	P0AEK2
P0AF90_P0AEK4	P0AF90	P0AEK4
P0A7G6_P0AES4	P0A7G6	P0AES4
P0AAH0_P0AES4	P0AAH0	P0AES4
P0ABZ1_P0AES4	P0ABZ1	P0AES4
P30750_P0AES6	P30750	P0AES6
P0CE47_P0AES6	P0CE47	P0AES6
P33602_P0AEU7	P33602	P0AEU7
P04036_P0AEZ3	P04036	P0AEZ3
P64517_P0AEZ3	P64517	P0AEZ3
P10408_P0AEZ3	P10408	P0AEZ3
P0AEZ3_P0AF20	P0AEZ3	P0AF20
P19318_P0AF26	P19318	P0AF26
P09152_P0AF26	P09152	P0AF26
P11349_P0AF26	P11349	P0AF26
P46130_P0AF36	P46130	P0AF36
P23917_P0AF36	P23917	P0AF36
P0A8W5_P0AF36	P0A8W5	P0AF36
P0A6U3_P0AF90	P0A6U3	P0AF90
P0A996_P0AF90	P0A996	P0AF90
P10408_P0AF90	P10408	P0AF90
P76347_P0AFD1	P76347	P0AFD1
P0AEM0_P0AFD6	P0AEM0	P0AFD6
P32053_P0AFD6	P32053	P0AFD6
P0A698_P0AFF6	P0A698	P0AFF6
P0AED0_P0AFF6	P0AED0	P0AFF6
P23830_P0AFG0	P23830	P0AFG0
P63389_P0AFG3	P63389	P0AFG3
P11880_P0AFI2	P11880	P0AFI2
P25742_P0AFI2	P25742	P0AFI2
P0A707_P0AFI2	P0A707	P0AFI2
P0AES4_P0AFI2	P0AES4	P0AFI2
P0AFL6_P0AFL6	P0AFL6	P0AFL6
P28630_P0AFL6	P28630	P0AFL6
P09152_P0AFP6	P09152	P0AFP6
P33360_P0AFP6	P33360	P0AFP6
P09546_P0AFU8	P09546	P0AFU8
P0CE47_P0AFW2	P0CE47	P0AFW2
P0ACF4_P0AFY8	P0ACF4	P0AFY8
P15070_P0AG07	P15070	P0AG07
P0A7B3_P0AG24	P0A7B3	P0AG24
P23830_P0AG24	P23830	P0AG24
P69931_P0AG30	P69931	P0AG30
P10408_P0AG30	P10408	P0AG30
P0A9X4_P0AG30	P0A9X4	P0AG30
P36879_P0AG44	P36879	P0AG44
P75829_P0AG44	P75829	P0AG44
P03004_P0AG59	P03004	P0AG59
P23830_P0AG59	P23830	P0AG59
P37751_P0AG59	P37751	P0AG59
P36879_P0AG59	P36879	P0AG59
P75829_P0AG67	P75829	P0AG67
P23830_P0AG67	P23830	P0AG67
P0A6X3_P0AG67	P0A6X3	P0AG67
P0AE88_P0AG86	P0AE88	P0AG86
P75697_P0AG86	P75697	P0AG86
P0A901_P0AG86	P0A901	P0AG86
P61320_P0AG86	P61320	P0AG86
P13482_P0AG86	P13482	P0AG86
P10408_P0AG86	P10408	P0AG86
P0A9M0_P0AG86	P0A9M0	P0AG86
P0A6E6_P0AGB0	P0A6E6	P0AGB0
P0A6Y8_P0AGB3	P0A6Y8	P0AGB3
P75942_P0AGB6	P75942	P0AGB6
P0AGB6_P0AGB6	P0AGB6	P0AGB6
P0AG07_P0AGB6	P0AG07	P0AGB6
P10121_P0AGD7	P10121	P0AGD7
P0AEC3_P0AGD7	P0AEC3	P0AGD7
P0ABH9_P0AGD7	P0ABH9	P0AGD7
P0A817_P0AGD7	P0A817	P0AGD7
P0A7L0_P0AGD7	P0A7L0	P0AGD7
P0A7J3_P0AGD7	P0A7J3	P0AGD7
P0A7V8_P0AGD7	P0A7V8	P0AGD7
P0AGK4_P0AGD7	P0AGK4	P0AGD7
P0A6Q6_P0AGD7	P0A6Q6	P0AGD7
P0AFI2_P0AGE0	P0AFI2	P0AGE0
P0ABA6_P0AGE0	P0ABA6	P0AGE0
P77509_P0AGG8	P77509	P0AGG8
P21513_P0AGJ5	P21513	P0AGJ5
P75829_P0AGJ5	P75829	P0AGJ5
P77499_P0AGJ5	P77499	P0AGJ5
P0A6X3_P0AGJ5	P0A6X3	P0AGJ5
P0A6A8_P0AGK4	P0A6A8	P0AGK4
P37751_P0C018	P37751	P0C018
P68187_P0C054	P68187	P0C054
P06993_P0C054	P06993	P0C054
P06993_P0C058	P06993	P0C058
P0AGD7_P0C0R7	P0AGD7	P0C0R7
P0CE47_P0C0R7	P0CE47	P0C0R7
P0CE47_P0C8J6	P0CE47	P0C8J6
P0A9X4_P0C8J6	P0A9X4	P0C8J6
P10408_P0C8J8	P10408	P0C8J8
P0A9R7_P0A9R7	P0A9R7	P0A9R7
P52137_P0A9R7	P52137	P0A9R7
P0ABF6_P0A9R7	P0ABF6	P0A9R7
P0C054_P0A9R7	P0C054	P0A9R7
P0A6F5_P0A9R7	P0A6F5	P0A9R7
P60422_P0A9R7	P60422	P0A9R7
P0A7J7_P0A9R7	P0A7J7	P0A9R7
P0ADY7_P0A9R7	P0ADY7	P0A9R7
P0C018_P0A9R7	P0C018	P0A9R7
P0AG48_P0A9R7	P0AG48	P0A9R7
P0A7M6_P0A9R7	P0A7M6	P0A9R7
P0A7W1_P0A9R7	P0A7W1	P0A9R7
P02359_P0A9R7	P02359	P0A9R7
P0A7X3_P0A9R7	P0A7X3	P0A9R7
P0A7T3_P0A9R7	P0A7T3	P0A9R7
P13458_P0A9R7	P13458	P0A9R7
P02990_P0A9R7	P02990	P0A9R7
P07024_P0A9R7	P07024	P0A9R7
P0A6Y8_P0ADX9	P0A6Y8	P0ADX9
P0ACB0_P10121	P0ACB0	P10121
P0ACB0_P10121	P0ACB0	P10121
P0AFP6_P10121	P0AFP6	P10121
P0A9D8_P10346	P0A9D8	P10346
P0AET2_P10346	P0AET2	P10346
P0A9M2_P10346	P0A9M2	P10346
P42632_P10346	P42632	P10346
P37617_P10346	P37617	P10346
P10408_P10408	P10408	P10408
P0AGA2_P10408	P0AGA2	P10408
P0AG99_P10408	P0AG99	P10408
P0A9H3_P10408	P0A9H3	P10408
P0A6W5_P10408	P0A6W5	P10408
P28905_P10408	P28905	P10408
P28632_P10408	P28632	P10408
P0A6C1_P10408	P0A6C1	P10408
P20083_P10408	P20083	P10408
P12996_P10408	P12996	P10408
P0A6Y8_P10408	P0A6Y8	P10408
P33898_P10408	P33898	P10408
P0C8J8_P10408	P0C8J8	P10408
P0AEZ3_P10408	P0AEZ3	P10408
P09348_P10408	P09348	P10408
P0AG30_P10408	P0AG30	P10408
P0A7J7_P10408	P0A7J7	P10408
P61175_P10408	P61175	P10408
P0A7V0_P10408	P0A7V0	P10408
P02990_P10408	P02990	P10408
P75791_P10408	P75791	P10408
P75838_P10408	P75838	P10408
P25745_P10408	P25745	P10408
P0A832_P10408	P0A832	P10408
P0AGJ9_P10408	P0AGJ9	P10408
P03018_P10408	P03018	P10408
P0A9K3_P10408	P0A9K3	P10408
P00892_P10408	P00892	P10408
P0A6A8_P10408	P0A6A8	P10408
P0A7K2_P10408	P0A7K2	P10408
P0A8X0_P10408	P0A8X0	P10408
P77338_P10408	P77338	P10408
P69739_P10408	P69739	P10408
P19931_P10408	P19931	P10408
P0AFJ1_P10408	P0AFJ1	P10408
P0ACF8_P10408	P0ACF8	P10408
P0A7M2_P10408	P0A7M2	P10408
P0A7R5_P10408	P0A7R5	P10408
P37903_P10408	P37903	P10408
P0AAN9_P10408	P0AAN9	P10408
P30177_P10408	P30177	P10408
P33018_P10408	P33018	P10408
P76440_P10408	P76440	P10408
P24203_P10408	P24203	P10408
P0AEI4_P10408	P0AEI4	P10408
P0AA39_P10408	P0AA39	P10408
P0A817_P10408	P0A817	P10408
P0A9X4_P10408	P0A9X4	P10408
P0A972_P10408	P0A972	P10408
P0A6X3_P10408	P0A6X3	P10408
P0AGE0_P10408	P0AGE0	P10408
P0A6Z3_P0A6Z3	P0A6Z3	P0A6Z3
P15005_P0A6Z3	P15005	P0A6Z3
P37095_P0A6Z3	P37095	P0A6Z3
P60422_P0A6Z3	P60422	P0A6Z3
P0A7N9_P0A6Z3	P0A7N9	P0A6Z3
P0A8T7_P0A6Z3	P0A8T7	P0A6Z3
P02358_P0A6Z3	P02358	P0A6Z3
P75862_P0A6Z3	P75862	P0A6Z3
P0A6F9_P0A6Z3	P0A6F9	P0A6Z3
P0A6L9_P0A6Z3	P0A6L9	P0A6Z3
P0A6X3_P0A722	P0A6X3	P0A722
P10441_P10441	P10441	P10441
P0AA10_P10441	P0AA10	P10441
P0A7K6_P10441	P0A7K6	P10441
P0A7V0_P10441	P0A7V0	P10441
P60932_P10441	P60932	P10441
P0A9P0_P10443	P0A9P0	P10443
P33593_P10443	P33593	P10443
P07014_P0AC41	P07014	P0AC41
P0A9P0_P10485	P0A9P0	P10485
P0A6Z3_P0AG80	P0A6Z3	P0AG80
P0ABB0_P10905	P0ABB0	P10905
P0ABB4_P10905	P0ABB4	P10905
P10907_P10905	P10907	P10905
P0CE47_P0A8I3	P0CE47	P0A8I3
P11349_P11349	P11349	P11349
P0CE47_P11349	P0CE47	P11349
P19317_P11349	P19317	P11349
P09152_P0AF26	P09152	P0AF26
P11349_P0AF26	P11349	P0AF26
P77808_P11454	P77808	P11454
P0A6X3_P0AEU7	P0A6X3	P0AEU7
P0A9P0_P0AEN8	P0A9P0	P0AEN8
P0A6Y8_P0A799	P0A6Y8	P0A799
P0A6X3_P0A799	P0A6X3	P0A799
P21513_P0A799	P21513	P0A799
P0AFI2_P11880	P0AFI2	P11880
P09152_P12281	P09152	P12281
P06959_P0A6C1	P06959	P0A6C1
P43672_P0A8N3	P43672	P0A8N3
P06709_P13033	P06709	P13033
P0AEE8_P13035	P0AEE8	P13035
P13035_P13035	P13035	P13035
P46474_P13035	P46474	P13035
P39407_P13035	P39407	P13035
P69797_P13445	P69797	P13445
P0A9R7_P13458	P0A9R7	P13458
P0A9X4_P13518	P0A9X4	P13518
P0ABH0_P0A9X4	P0ABH0	P0A9X4
P0A6H5_P0A9X4	P0A6H5	P0A9X4
P0C054_P0A9X4	P0C054	P0A9X4
P0A817_P0A9X4	P0A817	P0A9X4
P0A9X4_P0A9X4	P0A9X4	P0A9X4
P0ABD5_P0A9X4	P0ABD5	P0A9X4
P22333_P0A9X4	P22333	P0A9X4
P0ABB4_P0A9X4	P0ABB4	P0A9X4
P0A6M8_P0A9X4	P0A6M8	P0A9X4
P0A8N5_P0A9X4	P0A8N5	P0A9X4
P0A6F5_P0A9X4	P0A6F5	P0A9X4
P0A910_P0A9X4	P0A910	P0A9X4
P06996_P0A9X4	P06996	P0A9X4
P0AAH0_P0A9X4	P0AAH0	P0A9X4
P0A7G6_P0A9X4	P0A7G6	P0A9X4
P0AG30_P0A9X4	P0AG30	P0A9X4
P60438_P0A9X4	P60438	P0A9X4
P62399_P0A9X4	P62399	P0A9X4
P02358_P0A9X4	P02358	P0A9X4
P10408_P0A9X4	P10408	P0A9X4
P0CE47_P0A9X4	P0CE47	P0A9X4
P0A8J4_P0A9X4	P0A8J4	P0A9X4
P0AF90_P0A9X4	P0AF90	P0A9X4
P0AEI1_P0A9X4	P0AEI1	P0A9X4
P00452_P0A9X4	P00452	P0A9X4
P69924_P0A9X4	P69924	P0A9X4
P0A7Z4_P0A9X4	P0A7Z4	P0A9X4
P16926_P0A9X4	P16926	P0A9X4
P0A6X3_P0ABF1	P0A6X3	P0ABF1
P06959_P14294	P06959	P14294
P0A9P0_P14294	P0A9P0	P14294
P0A6Y8_P69407	P0A6Y8	P69407
P0CE47_P0A8N5	P0CE47	P0A8N5
P0A6Y8_P0A953	P0A6Y8	P0A953
P0A6Z3_P15005	P0A6Z3	P15005
P08839_P15038	P08839	P15038
P0CE47_P15038	P0CE47	P15038
P0ABB4_P15038	P0ABB4	P15038
P0AG86_P0AG86	P0AG86	P0AG86
P10408_P0AG86	P10408	P0AG86
P0AE88_P0AG86	P0AE88	P0AG86
P0A9P0_P15043	P0A9P0	P15043
P0ABA6_P15043	P0ABA6	P15043
P0A6Y8_P0ADI4	P0A6Y8	P0ADI4
P09372_P0ADI4	P09372	P0ADI4
P0A858_P0ADI4	P0A858	P0ADI4
P06974_P15070	P06974	P15070
P15070_P15070	P15070	P15070
P07364_P15070	P07364	P15070
P52612_P15070	P52612	P15070
P39280_P15070	P39280	P15070
P0AGB6_P15070	P0AGB6	P15070
P0A6Y8_P15082	P0A6Y8	P15082
P33602_P15254	P33602	P15254
P0ABA6_P0A9X9	P0ABA6	P0A9X9
P0A6X3_P0A9X9	P0A6X3	P0A9X9
P0A6Y8_P15288	P0A6Y8	P15288
P0A6Y8_P0ABH9	P0A6Y8	P0ABH9
P14175_P0ABH9	P14175	P0ABH9
P10408_P0ABH9	P10408	P0ABH9
P0CE47_P0ABH9	P0CE47	P0ABH9
P0AGD7_P0ABH9	P0AGD7	P0ABH9
P0AEZ3_P15977	P0AEZ3	P15977
P00861_P0AE88	P00861	P0AE88
P0AE82_P0AE88	P0AE82	P0AE88
P0A6Y8_P16659	P0A6Y8	P16659
P0ABZ1_P16659	P0ABZ1	P16659
P15070_P16659	P15070	P16659
P0ACB7_P16678	P0ACB7	P16678
P0A6T1_P16678	P0A6T1	P16678
P16685_P16678	P16685	P16678
P16688_P16678	P16688	P16678
P0AG80_P16678	P0AG80	P16678
P16678_P16686	P16678	P16686
P16678_P16687	P16678	P16687
P10408_P0AG96	P10408	P0AG96
P0A9X4_P0AFG0	P0A9X4	P0AFG0
P23830_P0AFG0	P23830	P0AFG0
P10408_P0AFG0	P10408	P0AFG0
P0A6U3_P0A6U3	P0A6U3	P0A6U3
P06959_P0A6U5	P06959	P0A6U5
P0A6A8_P0ACC7	P0A6A8	P0ACC7
P0A6Y8_P0A7A9	P0A6Y8	P0A7A9
P0AG86_P0A7A9	P0AG86	P0A7A9
P0CE47_P0A7A9	P0CE47	P0A7A9
P69791_P69791	P69791	P69791
P17443_P17443	P17443	P17443
P22188_P17443	P22188	P17443
P0A7J7_P17443	P0A7J7	P17443
P0A7K2_P17443	P0A7K2	P17443
P0A7K6_P17443	P0A7K6	P17443
P60624_P17443	P60624	P17443
P0A7V0_P17443	P0A7V0	P17443
P33666_P17443	P33666	P17443
P0AGJ5_P17443	P0AGJ5	P17443
P76586_P17443	P76586	P17443
P0CE47_P17443	P0CE47	P17443
P0A6M8_P17443	P0A6M8	P17443
P0CE47_P0A715	P0CE47	P0A715
P0A6A8_P0AG24	P0A6A8	P0AG24
P0A6X3_P0AG24	P0A6X3	P0AG24
P0A7B3_P0AG24	P0A7B3	P0AG24
P33599_P17846	P33599	P17846
P69783_P17846	P69783	P17846
P0CE47_P17888	P0CE47	P17888
P0A6Y8_P17952	P0A6Y8	P17952
P0CE47_P17952	P0CE47	P17952
P0A6A8_P17952	P0A6A8	P17952
P0A9R7_P67910	P0A9R7	P67910
P77268_P67910	P77268	P67910
P11454_P67910	P11454	P67910
P10408_P67910	P10408	P67910
P25534_P67910	P25534	P67910
P0A6F5_P0AEZ3	P0A6F5	P0AEZ3
P0AEZ3_P0AEZ3	P0AEZ3	P0AEZ3
P18196_P0AEZ3	P18196	P0AEZ3
P0A9X4_P0AEZ3	P0A9X4	P0AEZ3
P0AEZ3_P0A734	P0AEZ3	P0A734
P0A6Y8_P18775	P0A6Y8	P18775
P03004_P18843	P03004	P18843
P0A7G6_P0A6G7	P0A7G6	P0A6G7
P10408_P0A6G7	P10408	P0A6G7
P19319_P19317	P19319	P19317
P0AF26_P19318	P0AF26	P19318
P19317_P19318	P19317	P19318
P19318_P19318	P19318	P19318
P11349_P19318	P11349	P19318
P04825_P19318	P04825	P19318
P42593_P19318	P42593	P19318
P0A6G7_P19319	P0A6G7	P19319
P19319_P19319	P19319	P19319
P11349_P19319	P11349	P19319
P0A9S5_P19319	P0A9S5	P19319
P0ACD8_P19931	P0ACD8	P19931
P0AFI2_P0AFI2	P0AFI2	P0AFI2
P06959_P0AFI2	P06959	P0AFI2
P0A9P0_P0AFI2	P0A9P0	P0AFI2
P0A9X4_P0AFI2	P0A9X4	P0AFI2
P0A7K2_P0AFI2	P0A7K2	P0AFI2
P61175_P0AFI2	P61175	P0AFI2
P0A7L8_P0AFI2	P0A7L8	P0AFI2
P0A7V0_P0AFI2	P0A7V0	P0AFI2
P0A7R5_P0AFI2	P0A7R5	P0AFI2
P10408_P0AFI2	P10408	P0AFI2
P0AGE0_P0AFI2	P0AGE0	P0AFI2
P0AFI2_P20083	P0AFI2	P20083
P0A9P0_P0AB83	P0A9P0	P0AB83
P0A6Y8_P0A7D7	P0A6Y8	P0A7D7
P0A9P0_P0ABZ6	P0A9P0	P0ABZ6
P0ABB4_P0A6W5	P0ABB4	P0A6W5
P0A6Y8_P0A6W5	P0A6Y8	P0A6W5
P0CE47_P0A6W5	P0CE47	P0A6W5
P0A6X3_P21499	P0A6X3	P21499
P0A6X3_P21499	P0A6X3	P21499
P33594_P21507	P33594	P21507
P0A7A7_P21507	P0A7A7	P21507
P21513_P21507	P21513	P21507
P05055_P21513	P05055	P21513
P0A8J8_P21513	P0A8J8	P21513
P21513_P21513	P21513	P21513
P0A6P9_P21513	P0A6P9	P21513
P0A6Y8_P21513	P0A6Y8	P21513
P0A9P6_P21513	P0A9P6	P21513
P0A6Q6_P21513	P0A6Q6	P21513
P0ACP1_P21513	P0ACP1	P21513
P0A7L0_P21513	P0A7L0	P21513
P60438_P21513	P60438	P21513
P60723_P21513	P60723	P21513
P0A7R1_P21513	P0A7R1	P21513
P0A7J7_P21513	P0A7J7	P21513
P0AA10_P21513	P0AA10	P21513
P61175_P21513	P61175	P21513
P60624_P21513	P60624	P21513
P0A7V3_P21513	P0A7V3	P21513
P0A7W1_P21513	P0A7W1	P21513
P02359_P21513	P02359	P21513
P0A7T3_P21513	P0A7T3	P21513
P68679_P21513	P68679	P21513
P02990_P21513	P02990	P21513
P21499_P21513	P21499	P21513
P75864_P21513	P75864	P21513
P37765_P21513	P37765	P21513
P76594_P21513	P76594	P21513
P23003_P21513	P23003	P21513
P0AAS7_P21513	P0AAS7	P21513
P0A8J8_P21513	P0A8J8	P21513
P0A9P6_P21513	P0A9P6	P21513
P0AAS7_P21513	P0AAS7	P21513
P05637_P21513	P05637	P21513
P0A799_P21513	P0A799	P21513
P0AG48_P21513	P0AG48	P21513
P60624_P21513	P60624	P21513
P0A7R5_P21513	P0A7R5	P21513
P77781_P21513	P77781	P21513
P77293_P21513	P77293	P21513
P39407_P21513	P39407	P21513
P60723_P21513	P60723	P21513
P0A6X3_P21513	P0A6X3	P21513
P0A6X3_P21645	P0A6X3	P21645
P0A6A8_P0A6Q6	P0A6A8	P0A6Q6
P36659_P0A6Q6	P36659	P0A6Q6
P0A6P9_P0A6Q6	P0A6P9	P0A6Q6
P0A6Q6_P0A6Q6	P0A6Q6	P0A6Q6
P0ABH9_P0A6Q6	P0ABH9	P0A6Q6
P60438_P0A6Q6	P60438	P0A6Q6
P60723_P0A6Q6	P60723	P0A6Q6
P0AG55_P0A6Q6	P0AG55	P0A6Q6
P0A7R1_P0A6Q6	P0A7R1	P0A6Q6
P61175_P0A6Q6	P61175	P0A6Q6
P0AG67_P0A6Q6	P0AG67	P0A6Q6
P0A7W1_P0A6Q6	P0A7W1	P0A6Q6
P02359_P0A6Q6	P02359	P0A6Q6
P0CE47_P0A6Q6	P0CE47	P0A6Q6
P0A9K3_P0A6Q6	P0A9K3	P0A6Q6
P21889_P21889	P21889	P21889
P0A8M0_P21889	P0A8M0	P21889
P09832_P21889	P09832	P21889
P03004_P21889	P03004	P21889
P0A7Z4_P21889	P0A7Z4	P21889
P0A705_P21889	P0A705	P21889
P0A6Y8_P21893	P0A6Y8	P21893
P0A9P0_P21893	P0A9P0	P21893
P0A9R7_P22188	P0A9R7	P22188
P0A8T7_P22255	P0A8T7	P22255
P0A9A6_P22333	P0A9A6	P22333
P0A6A8_P22523	P0A6A8	P22523
P0AFI2_P22523	P0AFI2	P22523
P0CE47_P22634	P0CE47	P22634
P0A7J0_P0AEC3	P0A7J0	P0AEC3
P0A6Y8_P22939	P0A6Y8	P22939
P0CE47_P22939	P0CE47	P22939
P0ADI4_P0AC75	P0ADI4	P0AC75
P0A6A8_P0A9P6	P0A6A8	P0A9P6
P77499_P0A9P6	P77499	P0A9P6
P0A6Y8_P23367	P0A6Y8	P23367
P17443_P23482	P17443	P23482
P0A6Y8_P23721	P0A6Y8	P23721
P21645_P23830	P21645	P23830
P23830_P23830	P23830	P23830
P0AG48_P23830	P0AG48	P23830
P0AG67_P23830	P0AG67	P23830
P0A7V0_P23830	P0A7V0	P23830
P0A7W1_P23830	P0A7W1	P23830
P02359_P23830	P02359	P23830
P0AG59_P23830	P0AG59	P23830
P0ADY1_P23830	P0ADY1	P23830
P75864_P23830	P75864	P23830
P0AGJ5_P23830	P0AGJ5	P23830
P0A7Z4_P23830	P0A7Z4	P23830
P21499_P23830	P21499	P23830
P0A9K3_P23830	P0A9K3	P23830
P00892_P23830	P00892	P23830
P37765_P23830	P37765	P23830
P0A8I5_P23830	P0A8I5	P23830
P0A9P6_P23830	P0A9P6	P23830
P0ADY1_P23830	P0ADY1	P23830
P0A7K2_P23830	P0A7K2	P23830
P0AG48_P23830	P0AG48	P23830
P0ABF1_P23830	P0ABF1	P23830
P0A7V8_P23830	P0A7V8	P23830
P0A7Z4_P23830	P0A7Z4	P23830
P0AAS7_P23830	P0AAS7	P23830
P0A8I5_P23830	P0A8I5	P23830
P0AA39_P23830	P0AA39	P23830
P0AGJ5_P23830	P0AGJ5	P23830
P0A9X4_P23836	P0A9X4	P23836
P0CE47_P23836	P0CE47	P23836
P0ABH0_P0ADX7	P0ABH0	P0ADX7
P37344_P0AFM6	P37344	P0AFM6
P0AFM6_P0AFM6	P0AFM6	P0AFM6
P0AFM9_P0AFM6	P0AFM9	P0AFM6
P0AFM6_P0AFN2	P0AFM6	P0AFN2
P06993_P23872	P06993	P23872
P0A9P0_P0A9H3	P0A9P0	P0A9H3
P0CE47_P23909	P0CE47	P23909
P0A6Y8_P0ADK6	P0A6Y8	P0ADK6
P06959_P24188	P06959	P24188
P0A9P0_P24188	P0A9P0	P24188
P0A722_P0A7J0	P0A722	P0A7J0
P0A7J0_P0A7J0	P0A7J0	P0A7J0
P0ABB4_P0A7J0	P0ABB4	P0A7J0
P0AFI0_P0A7J0	P0AFI0	P0A7J0
P0A7G6_P24203	P0A7G6	P24203
P0A6Y8_P69405	P0A6Y8	P69405
P0A6Y8_P0A8J8	P0A6Y8	P0A8J8
P06959_P24230	P06959	P24230
P0A6Y8_P0AFC0	P0A6Y8	P0AFC0
P0A9P0_P0AFC0	P0A9P0	P0AFC0
P69797_P24255	P69797	P24255
P0A9X4_P24554	P0A9X4	P24554
P0AAH0_P25437	P0AAH0	P25437
P0AAH0_P25437	P0AAH0	P25437
P0A6X3_P0A6X3	P0A6X3	P0A6X3
P05055_P0A6X3	P05055	P0A6X3
P36995_P0A6X3	P36995	P0A6X3
P0A972_P0A6X3	P0A972	P0A6X3
P0A9J0_P0A6X3	P0A9J0	P0A6X3
P0A9P6_P0A6X3	P0A9P6	P0A6X3
P0A6Y8_P0A6X3	P0A6Y8	P0A6X3
P0A6P9_P0A6X3	P0A6P9	P0A6X3
P43329_P0A6X3	P43329	P0A6X3
P0ACF0_P0A6X3	P0ACF0	P0A6X3
P0ACF4_P0A6X3	P0ACF4	P0A6X3
P0A9M0_P0A6X3	P0A9M0	P0A6X3
P21645_P0A6X3	P21645	P0A6X3
P21513_P0A6X3	P21513	P0A6X3
P0A7L0_P0A6X3	P0A7L0	P0A6X3
P60422_P0A6X3	P60422	P0A6X3
P60438_P0A6X3	P60438	P0A6X3
P60723_P0A6X3	P60723	P0A6X3
P0A7R1_P0A6X3	P0A7R1	P0A6X3
P0AA10_P0A6X3	P0AA10	P0A6X3
P0A7L3_P0A6X3	P0A7L3	P0A6X3
P0A7M2_P0A6X3	P0A7M2	P0A6X3
P0A8T7_P0A6X3	P0A8T7	P0A6X3
P0A7V3_P0A6X3	P0A7V3	P0A6X3
P0A7V8_P0A6X3	P0A7V8	P0A6X3
P02359_P0A6X3	P02359	P0A6X3
P10408_P0A6X3	P10408	P0A6X3
P14081_P0A6X3	P14081	P0A6X3
P0A847_P0A6X3	P0A847	P0A6X3
P0A850_P0A6X3	P0A850	P0A6X3
P02990_P0A6X3	P02990	P0A6X3
P75864_P0A6X3	P75864	P0A6X3
P0A8E5_P0A6X3	P0A8E5	P0A6X3
P0A6U3_P25522	P0A6U3	P25522
P25522_P25522	P25522	P25522
P0AED9_P25522	P0AED9	P25522
P0AEG4_P25522	P0AEG4	P25522
P0ACF0_P25522	P0ACF0	P25522
P61889_P25522	P61889	P25522
P60438_P25522	P60438	P25522
P60723_P25522	P60723	P25522
P0AA10_P25522	P0AA10	P25522
P02359_P25522	P02359	P25522
P10408_P25522	P10408	P25522
P69432_P25522	P69432	P25522
P0A8Y5_P25522	P0A8Y5	P25522
P0AED9_P25522	P0AED9	P25522
P0AEG4_P25522	P0AEG4	P25522
P69432_P25522	P69432	P25522
P0AGE0_P25522	P0AGE0	P25522
P61889_P25522	P61889	P25522
P25534_P25534	P25534	P25534
P67910_P25534	P67910	P25534
P0A6Y8_P0A9J0	P0A6Y8	P0A9J0
P69811_P25539	P69811	P25539
P69811_P25539	P69811	P25539
P0A6Y8_P0AFZ3	P0A6Y8	P0AFZ3
P0A6A8_P0AEK2	P0A6A8	P0AEK2
P0AFI2_P25742	P0AFI2	P25742
P0A6Y8_P0AG84	P0A6Y8	P0AG84
