ID interactor A_ID interactor B	ID interactor A	ID interactor B
P0AEW1_P60785	P0AEW1	P60785
P15032_P60785	P15032	P60785
P60723_P60785	P60723	P60785
P0A7R1_P60785	P0A7R1	P60785
P0AA10_P60785	P0AA10	P60785
P61175_P60785	P61175	P60785
P60624_P60785	P60624	P60785
P0A7W1_P60785	P0A7W1	P60785
P0A7R5_P60785	P0A7R5	P60785
P0ADM6_P60785	P0ADM6	P60785
P0A6Y8_P0A9M0	P0A6Y8	P0A9M0
P06616_P0A9M0	P06616	P0A9M0
P0A6Q6_P0A9M0	P0A6Q6	P0A9M0
P0AG86_P0A9M0	P0AG86	P0A9M0
P69797_P69797	P69797	P69797
P61175_P69797	P61175	P69797
P13445_P69797	P13445	P69797
P0A6Y8_P0A9Q5	P0A6Y8	P0A9Q5
P0A9R7_P08373	P0A9R7	P08373
P0A6Y8_P0A800	P0A6Y8	P0A800
P0CE47_P08390	P0CE47	P08390
P0CE47_P08394	P0CE47	P08394
P00363_P08409	P00363	P08409
P03018_P0AAF3	P03018	P0AAF3
P28635_P0AAF3	P28635	P0AAF3
P0A6Y8_P0A812	P0A6Y8	P0A812
P03004_P08622	P03004	P08622
P0ABB4_P08622	P0ABB4	P08622
P06993_P08622	P06993	P08622
P0A9X4_P08622	P0A9X4	P08622
P0AAH0_P08622	P0AAH0	P08622
P0A7G6_P08622	P0A7G6	P08622
P0A6X3_P08622	P0A6X3	P08622
P75829_P08622	P75829	P08622
P0A9X4_P08622	P0A9X4	P08622
P0AAH0_P08622	P0AAH0	P08622
P0A7G6_P08622	P0A7G6	P08622
P0A6Y8_P08622	P0A6Y8	P08622
P0AA04_P69783	P0AA04	P69783
P69783_P69783	P69783	P69783
P69786_P69783	P69786	P69783
P0A6A3_P08839	P0A6A3	P08839
P0A6W5_P08839	P0A6W5	P08839
P69783_P0A6F3	P69783	P0A6F3
P10408_P0ACF8	P10408	P0ACF8
P0AAB4_P08957	P0AAB4	P08957
P0A6A8_P0A8Z3	P0A6A8	P0A8Z3
P0A8Z3_P0A8Z3	P0A8Z3	P0A8Z3
P60438_P0A8Z3	P60438	P0A8Z3
P0ADZ0_P0A8Z3	P0ADZ0	P0A8Z3
P0A7V8_P0A8Z3	P0A7V8	P0A8Z3
P06959_P0AES4	P06959	P0AES4
P0A6Y8_P0AES4	P0A6Y8	P0AES4
P0AGD7_P0AES4	P0AGD7	P0AES4
P0A9X4_P0AES4	P0A9X4	P0AES4
P0AAH0_P0AES4	P0AAH0	P0AES4
P0A7G6_P0AES4	P0A7G6	P0AES4
P0AFI2_P0AES4	P0AFI2	P0AES4
P0ABZ1_P09120	P0ABZ1	P09120
P0A6G7_P09152	P0A6G7	P09152
P08622_P09152	P08622	P09152
P0A9X4_P09152	P0A9X4	P09152
P09152_P09152	P09152	P09152
P19318_P09152	P19318	P09152
P67910_P09152	P67910	P09152
P02990_P09152	P02990	P09152
P11349_P09152	P11349	P09152
P19317_P09152	P19317	P09152
P0AF03_P09152	P0AF03	P09152
P75906_P09152	P75906	P09152
P67910_P09152	P67910	P09152
P0AF90_P09152	P0AF90	P09152
P06959_P0AFH0	P06959	P0AFH0
P33599_P09373	P33599	P09373
P06974_P09394	P06974	P09394
P0ADI4_P09424	P0ADI4	P09424
P09546_P09546	P09546	P09546
P0A799_P09546	P0A799	P09546
P0AEH5_P09546	P0AEH5	P09546
P0A6P9_P09546	P0A6P9	P09546
P0AB71_P09546	P0AB71	P09546
P0ACF8_P09546	P0ACF8	P09546
P0A7B8_P09546	P0A7B8	P09546
P00634_P09546	P00634	P09546
P0ADY7_P09546	P0ADY7	P09546
P0AG44_P09546	P0AG44	P09546
P0C018_P09546	P0C018	P09546
P0A7M2_P09546	P0A7M2	P09546
P0A7M6_P09546	P0A7M6	P09546
P0A7N9_P09546	P0A7N9	P09546
P0AG67_P09546	P0AG67	P09546
P0A7T3_P09546	P0A7T3	P09546
P68066_P09546	P68066	P09546
P0A988_P09546	P0A988	P09546
P0CE47_P09546	P0CE47	P09546
P69828_P09551	P69828	P09551
P0A7A7_P0A6A8	P0A7A7	P0A6A8
P0AAI5_P0A6A8	P0AAI5	P0A6A8
P22523_P0A6A8	P22523	P0A6A8
P0AG24_P0A6A8	P0AG24	P0A6A8
P0A953_P0A6A8	P0A953	P0A6A8
P53554_P0A6A8	P53554	P0A6A8
P39333_P0A6A8	P39333	P0A6A8
P02358_P0A6A8	P02358	P0A6A8
P0A7K2_P0A6A8	P0A7K2	P0A6A8
P0AG40_P0A6A8	P0AG40	P0A6A8
P0ACF4_P0A6A8	P0ACF4	P0A6A8
P0A7W7_P0A6A8	P0A7W7	P0A6A8
P0A9P6_P0A6A8	P0A9P6	P0A6A8
P0A8P8_P0A6A8	P0A8P8	P0A6A8
P64506_P0A6A8	P64506	P0A6A8
P37642_P0A6A8	P37642	P0A6A8
Q46939_P0A6A8	Q46939	P0A6A8
P24224_P0A6A8	P24224	P0A6A8
P0ACC7_P0A6A8	P0ACC7	P0A6A8
P21645_P0A6A8	P21645	P0A6A8
P0ABA6_P0A6D7	P0ABA6	P0A6D7
P0ABA6_P0A6E6	P0ABA6	P0A6E6
P0ABB0_P0A6E6	P0ABB0	P0A6E6
P0ABB4_P0A6E6	P0ABB4	P0A6E6
P10905_P0A6E6	P10905	P0A6E6
P77293_P0A6E6	P77293	P0A6E6
P0A6J5_P0A6F5	P0A6J5	P0A6F5
P0A9P0_P0A6F5	P0A9P0	P0A6F5
P0CE47_P0A6F5	P0CE47	P0A6F5
P0A7G6_P0A6F5	P0A7G6	P0A6F5
P0AAH0_P0A6F5	P0AAH0	P0A6F5
P75957_P0A6F5	P75957	P0A6F5
P0A6Y8_P0A6F5	P0A6Y8	P0A6F5
P09152_P0A6F5	P09152	P0A6F5
P0A7E1_P0A6F5	P0A7E1	P0A6F5
P76010_P0A6F5	P76010	P0A6F5
P33593_P0A6F5	P33593	P0A6F5
P04825_P0A6F5	P04825	P0A6F5
P77279_P0A6F5	P77279	P0A6F5
P0A9X1_P0A6F5	P0A9X1	P0A6F5
P63386_P0A6F5	P63386	P0A6F5
P0A7E1_P0A6F5	P0A7E1	P0A6F5
P0A9X1_P0A6F5	P0A9X1	P0A6F5
P0AAH0_P0A6F5	P0AAH0	P0A6F5
P0ABA6_P0A6F5	P0ABA6	P0A6F5
P0A6Y8_P0A6F9	P0A6Y8	P0A6F9
P0A9X4_P0A6F9	P0A9X4	P0A6F9
P0AAH0_P0A6F9	P0AAH0	P0A6F9
P09546_P0A6F9	P09546	P0A6F9
P0A9X4_P0A6F9	P0A9X4	P0A6F9
P0AAH8_P0A6F9	P0AAH8	P0A6F9
P75957_P0A6F9	P75957	P0A6F9
P0A9X1_P0A6F9	P0A9X1	P0A6F9
P0A7G6_P0A6H1	P0A7G6	P0A6H1
P0A9X4_P0A6H5	P0A9X4	P0A6H5
P0A7G6_P0A6H5	P0A7G6	P0A6H5
P0CE47_P0A6H5	P0CE47	P0A6H5
P0A6Z3_P0A6L9	P0A6Z3	P0A6L9
P0CE47_P0A6L9	P0CE47	P0A6L9
P0A7G6_P0A6M8	P0A7G6	P0A6M8
P0A9A6_P0A6M8	P0A9A6	P0A6M8
P30750_P0CE47	P30750	P0CE47
P77302_P0CE47	P77302	P0CE47
P76257_P0CE47	P76257	P0CE47
P0A959_P0CE47	P0A959	P0CE47
P06961_P0CE47	P06961	P0CE47
P0A6G7_P0CE47	P0A6G7	P0CE47
P10443_P0CE47	P10443	P0CE47
P08622_P0CE47	P08622	P0CE47
P0A6Y8_P0CE47	P0A6Y8	P0CE47
P77488_P0CE47	P77488	P0CE47
P0A6Q3_P0CE47	P0A6Q3	P0CE47
P24183_P0CE47	P24183	P0CE47
P0AGD7_P0CE47	P0AGD7	P0CE47
P0ACP1_P0CE47	P0ACP1	P0CE47
P0A9R7_P0CE47	P0A9R7	P0CE47
P0A6M8_P0CE47	P0A6M8	P0CE47
P0C8J6_P0CE47	P0C8J6	P0CE47
P00960_P0CE47	P00960	P0CE47
P0AES4_P0CE47	P0AES4	P0CE47
P0A6X3_P0CE47	P0A6X3	P0CE47
P24192_P0CE47	P24192	P0CE47
P0C054_P0CE47	P0C054	P0CE47
P00956_P0CE47	P00956	P0CE47
P04951_P0CE47	P04951	P0CE47
P10441_P0CE47	P10441	P0CE47
P22523_P0CE47	P22523	P0CE47
P23367_P0CE47	P23367	P0CE47
P09152_P0CE47	P09152	P0CE47
P33594_P0CE47	P33594	P0CE47
P00452_P0CE47	P00452	P0CE47
P69924_P0CE47	P69924	P0CE47
P29745_P0CE47	P29745	P0CE47
P0A7A7_P0CE47	P0A7A7	P0CE47
P00582_P0CE47	P00582	P0CE47
P42184_P0CE47	P42184	P0CE47
P0AAH0_P0CE47	P0AAH0	P0CE47
P0A7D1_P0CE47	P0A7D1	P0CE47
P69407_P0CE47	P69407	P0CE47
P21893_P0CE47	P21893	P0CE47
P0A8J8_P0CE47	P0A8J8	P0CE47
P61714_P0CE47	P61714	P0CE47
P21513_P0CE47	P21513	P0CE47
P0CG19_P0CE47	P0CG19	P0CE47
P60723_P0CE47	P60723	P0CE47
P0A8V2_P0CE47	P0A8V2	P0CE47
P0A7W1_P0CE47	P0A7W1	P0CE47
P10408_P0CE47	P10408	P0CE47
P21507_P0CE47	P21507	P0CE47
P0AGE0_P0CE47	P0AGE0	P0CE47
P0CE47_P0CE47	P0CE47	P0CE47
P24181_P0CE47	P24181	P0CE47
P0A7V0_P0CE47	P0A7V0	P0CE47
P39177_P0CE47	P39177	P0CE47
P0A8J4_P0CE47	P0A8J4	P0CE47
P61517_P0CE47	P61517	P0CE47
P75829_P0CE47	P75829	P0CE47
P36979_P0CE47	P36979	P0CE47
P0A6L9_P0CE47	P0A6L9	P0CE47
P05852_P0CE47	P05852	P0CE47
P23839_P0CE47	P23839	P0CE47
P0A8Y5_P0CE47	P0A8Y5	P0CE47
P31473_P0CE47	P31473	P0CE47
P0A6Y5_P0CE47	P0A6Y5	P0CE47
P77756_P0CE47	P77756	P0CE47
P0ADX9_P0CE47	P0ADX9	P0CE47
P63284_P0CE47	P63284	P0CE47
P0A700_P0CE47	P0A700	P0CE47
P61517_P0CE47	P61517	P0CE47
P11868_P0CE47	P11868	P0CE47
P0AG30_P0CE47	P0AG30	P0CE47
P24224_P0CE47	P24224	P0CE47
P0A8S1_P0CE47	P0A8S1	P0CE47
P0AGD7_P0CE47	P0AGD7	P0CE47
P09832_P0CE47	P09832	P0CE47
P0AC59_P0CE47	P0AC59	P0CE47
P0AES4_P0CE47	P0AES4	P0CE47
P0ABS8_P0CE47	P0ABS8	P0CE47
P69739_P0CE47	P69739	P0CE47
P75957_P0CE47	P75957	P0CE47
P02918_P0CE47	P02918	P0CE47
P0AD65_P0CE47	P0AD65	P0CE47
P0A759_P0CE47	P0A759	P0CE47
P00393_P0CE47	P00393	P0CE47
P0A717_P0CE47	P0A717	P0CE47
P0A8V2_P0CE47	P0A8V2	P0CE47
P13445_P0CE47	P13445	P0CE47
P0AGE0_P0CE47	P0AGE0	P0CE47
P0A817_P0CE47	P0A817	P0CE47
P0A894_P0CE47	P0A894	P0CE47
P0AGK4_P0CE47	P0AGK4	P0CE47
P0AF36_P0CE47	P0AF36	P0CE47
P63386_P0CE47	P63386	P0CE47
P0CE47_P0A6P1	P0CE47	P0A6P1
P77439_P0A6P5	P77439	P0A6P5
P21513_P0A6P9	P21513	P0A6P9
P36879_P0A6P9	P36879	P0A6P9
P0AGD7_P0A6Q3	P0AGD7	P0A6Q3
P0A7M2_P0A6Q6	P0A7M2	P0A6Q6
P0A7U3_P0A6Q6	P0A7U3	P0A6Q6
P0ABH9_P0A6Q6	P0ABH9	P0A6Q6
P0A7L0_P0A6Q6	P0A7L0	P0A6Q6
P60422_P0A6Q6	P60422	P0A6Q6
P62399_P0A6Q6	P62399	P0A6Q6
P0AG67_P0A6Q6	P0AG67	P0A6Q6
P0A7V3_P0A6Q6	P0A7V3	P0A6Q6
P0ABZ1_P0A6S0	P0ABZ1	P0A6S0
P0A9T4_P0A6U3	P0A9T4	P0A6U3
P25522_P0A6U3	P25522	P0A6U3
P60723_P0A6X3	P60723	P0A6X3
P0A7R1_P0A6X3	P0A7R1	P0A6X3
P60624_P0A6X3	P60624	P0A6X3
P36995_P0A6X3	P36995	P0A6X3
P0A9Y6_P0A6X3	P0A9Y6	P0A6X3
P69913_P0A6X3	P69913	P0A6X3
P0A7K2_P0A6X3	P0A7K2	P0A6X3
P0AA10_P0A6X3	P0AA10	P0A6X3
P02413_P0A6X3	P02413	P0A6X3
P0A7L3_P0A6X3	P0A7L3	P0A6X3
P0A7M2_P0A6X3	P0A7M2	P0A6X3
P0A799_P0A6X3	P0A799	P0A6X3
P0AG24_P0A6X3	P0AG24	P0A6X3
P0A8E5_P0A6X3	P0A8E5	P0A6X3
P14081_P0A6X3	P14081	P0A6X3
P0CE47_P0A6X3	P0CE47	P0A6X3
P0AEU7_P0A6X3	P0AEU7	P0A6X3
P0ACF0_P0A6X3	P0ACF0	P0A6X3
P0AG30_P0A6X3	P0AG30	P0A6X3
P60422_P0A6X3	P60422	P0A6X3
P0A7S9_P0A6X3	P0A7S9	P0A6X3
P30871_P0A6X3	P30871	P0A6X3
P37765_P0A6X3	P37765	P0A6X3
P0AG48_P0A6X3	P0AG48	P0A6X3
P0A9P6_P0A6X3	P0A9P6	P0A6X3
P08622_P0A6X3	P08622	P0A6X3
P0A6P9_P0A6X3	P0A6P9	P0A6X3
P43329_P0A6X3	P43329	P0A6X3
P05055_P0A6X3	P05055	P0A6X3
P0A9J0_P0A6X3	P0A9J0	P0A6X3
P0A850_P0A6X3	P0A850	P0A6X3
P75864_P0A6X3	P75864	P0A6X3
P0A6X3_P0A6X3	P0A6X3	P0A6X3
P33593_P0A6Y5	P33593	P0A6Y5
P0A6Z3_P0A6Z3	P0A6Z3	P0A6Z3
P0AG80_P0A6Z3	P0AG80	P0A6Z3
P77329_P0A6Z3	P77329	P0A6Z3
P75862_P0A6Z3	P75862	P0A6Z3
P0ABU7_P0A6Z3	P0ABU7	P0A6Z3
P0A6E6_P0A700	P0A6E6	P0A700
P11349_P0A700	P11349	P0A700
P77499_P0A707	P77499	P0A707
P0A7A7_P0A707	P0A7A7	P0A707
P10441_P0A717	P10441	P0A717
P0A7J0_P0A722	P0A7J0	P0A722
P69931_P0A749	P69931	P0A749
P28635_P0A754	P28635	P0A754
P22939_P0A7A7	P22939	P0A7A7
P0A7V8_P0A7A7	P0A7V8	P0A7A7
P0AG86_P0A7A9	P0AG86	P0A7A9
P0AAF6_P0A7B1	P0AAF6	P0A7B1
P00956_P0A7B1	P00956	P0A7B1
P0AAM7_P0A7G6	P0AAM7	P0A7G6
P0A7E9_P0A7G6	P0A7E9	P0A7G6
P24192_P0A7G6	P24192	P0A7G6
P0A6F9_P0A7G6	P0A6F9	P0A7G6
P0AFP6_P0A7G6	P0AFP6	P0A7G6
P77488_P0A7G6	P77488	P0A7G6
P69931_P0A7G6	P69931	P0A7G6
P0A817_P0A7G6	P0A817	P0A7G6
P0A9X4_P0A7G6	P0A9X4	P0A7G6
P0CG19_P0A7G6	P0CG19	P0A7G6
P0AFI0_P0A7J0	P0AFI0	P0A7J0
P39830_P0A7J0	P39830	P0A7J0
P75829_P0A7J3	P75829	P0A7J3
P37751_P0A7J3	P37751	P0A7J3
P21513_P0A7J7	P21513	P0A7J7
P10408_P0A7J7	P10408	P0A7J7
P0ABA6_P0A7J7	P0ABA6	P0A7J7
P69931_P0A7K2	P69931	P0A7K2
P0AFI2_P0A7K2	P0AFI2	P0A7K2
P21513_P0A7K2	P21513	P0A7K2
P0A6X3_P0A7K6	P0A6X3	P0A7K6
P21513_P0A7L0	P21513	P0A7L0
P75829_P0A7L0	P75829	P0A7L0
P09546_P0A7L0	P09546	P0A7L0
P36879_P0A7L0	P36879	P0A7L0
P0A6X3_P0A7L0	P0A6X3	P0A7L0
P75829_P0A7L3	P75829	P0A7L3
P69797_P0A7M2	P69797	P0A7M2
P16678_P0A7M2	P16678	P0A7M2
P0AAH8_P0A7M2	P0AAH8	P0A7M2
P37751_P0A7M2	P37751	P0A7M2
P0A8Z3_P0A7M2	P0A8Z3	P0A7M2
P75829_P0A7M2	P75829	P0A7M2
P0A8Z3_P0A7M6	P0A8Z3	P0A7M6
P75829_P0A7M6	P75829	P0A7M6
P69931_P0A7N9	P69931	P0A7N9
P09546_P0A7R1	P09546	P0A7R1
P69931_P0A7R5	P69931	P0A7R5
P36879_P0A7R5	P36879	P0A7R5
P36879_P0A7R9	P36879	P0A7R9
P0A8Z3_P0A7R9	P0A8Z3	P0A7R9
P36879_P0A7S3	P36879	P0A7S3
P0A6A8_P0A7S9	P0A6A8	P0A7S9
P43341_P0A7S9	P43341	P0A7S9
P37751_P0A7S9	P37751	P0A7S9
P36879_P0A7S9	P36879	P0A7S9
P0A6X3_P0A7T3	P0A6X3	P0A7T3
P21513_P0A7T3	P21513	P0A7T3
P10408_P0A7T3	P10408	P0A7T3
P37751_P0A7T3	P37751	P0A7T3
P0A6X3_P0A7T7	P0A6X3	P0A7T7
P37751_P0A7T7	P37751	P0A7T7
P43341_P0A7U3	P43341	P0A7U3
P0AGB6_P0A7U3	P0AGB6	P0A7U3
P0ABZ1_P0A7U3	P0ABZ1	P0A7U3
P21513_P0A7U7	P21513	P0A7U7
P69931_P0A7V0	P69931	P0A7V0
P0A7A7_P0A7V3	P0A7A7	P0A7V3
P23830_P0A7V3	P23830	P0A7V3
P77439_P0A7V3	P77439	P0A7V3
P0A6X3_P0A7V3	P0A6X3	P0A7V3
P21513_P0A7V3	P21513	P0A7V3
P0ABA6_P0A7V3	P0ABA6	P0A7V3
P33594_P0A7V8	P33594	P0A7V8
P10441_P0A7V8	P10441	P0A7V8
P03004_P0A7V8	P03004	P0A7V8
P36879_P0A7V8	P36879	P0A7V8
P0A6Q6_P0A7V8	P0A6Q6	P0A7V8
P0A6X3_P0A7V8	P0A6X3	P0A7V8
P21513_P0A7V8	P21513	P0A7V8
P37751_P0A7W7	P37751	P0A7W7
P0ABB4_P0A7Y4	P0ABB4	P0A7Y4
P0A7B1_P0A7Y8	P0A7B1	P0A7Y8
P23830_P0A7Y8	P23830	P0A7Y8
P0A9X4_P0A7Z4	P0A9X4	P0A7Z4
P0A6X3_P0A7Z4	P0A6X3	P0A7Z4
P33599_P0A817	P33599	P0A817
P37751_P0A825	P37751	P0A825
P37751_P0A828	P37751	P0A828
P0AFI2_P0A832	P0AFI2	P0A832
P10408_P0A832	P10408	P0A832
P0A7G6_P0A836	P0A7G6	P0A836
P0A6X3_P0A847	P0A6X3	P0A847
P37751_P0A850	P37751	P0A850
P0AC41_P0A850	P0AC41	P0A850
P00561_P0A850	P00561	P0A850
P69828_P0A850	P69828	P0A850
P0AFD1_P0A850	P0AFD1	P0A850
P0A6J5_P0A850	P0A6J5	P0A850
P0A698_P0A850	P0A698	P0A850
P09546_P0A870	P09546	P0A870
P0CE47_P0A887	P0CE47	P0A887
P0A6A8_P0A894	P0A6A8	P0A894
P33602_P0A8E5	P33602	P0A8E5
P14175_P0A8E5	P14175	P0A8E5
P0AC55_P0A8G0	P0AC55	P0A8G0
P0CE47_P0A8I3	P0CE47	P0A8I3
P0CE47_P0A8J4	P0CE47	P0A8J4
P0A9X4_P0A8J4	P0A9X4	P0A8J4
P23830_P0A8M6	P23830	P0A8M6
P37751_P0A8M6	P37751	P0A8M6
P10408_P0A8M6	P10408	P0A8M6
P0AGB6_P0A8S9	P0AGB6	P0A8S9
P10408_P0A8V2	P10408	P0A8V2
P0CE47_P0A8Y5	P0CE47	P0A8Y5
P25522_P0A8Y5	P25522	P0A8Y5
P0A6A8_P0A8Z3	P0A6A8	P0A8Z3
P0ADZ0_P0A8Z3	P0ADZ0	P0A8Z3
P60422_P0A8Z3	P60422	P0A8Z3
P0A7R1_P0A8Z3	P0A7R1	P0A8Z3
P0A7T7_P0A8Z3	P0A7T7	P0A8Z3
P0A7U7_P0A8Z3	P0A7U7	P0A8Z3
P0A7V8_P0A8Z3	P0A7V8	P0A8Z3
P33599_P0A910	P33599	P0A910
P0CE47_P0A944	P0CE47	P0A944
P0A6X3_P0A972	P0A6X3	P0A972
P37751_P0A972	P37751	P0A972
P37751_P0A978	P37751	P0A978
P0AEK4_P0A988	P0AEK4	P0A988
P0A7V3_P0A996	P0A7V3	P0A996
P0A9K9_P0A996	P0A9K9	P0A996
P0A850_P0A996	P0A850	P0A996
P67910_P0A996	P67910	P0A996
P0ADK6_P0A996	P0ADK6	P0A996
P37751_P0A998	P37751	P0A998
P0A9X4_P0A9A6	P0A9X4	P0A9A6
P06993_P0A9A6	P06993	P0A9A6
P10408_P0A9A6	P10408	P0A9A6
P0C054_P0A9A6	P0C054	P0A9A6
P0A7G6_P0A9A6	P0A7G6	P0A9A6
P0C8J6_P0A9A6	P0C8J6	P0A9A6
P0AEZ3_P0A9A9	P0AEZ3	P0A9A9
P37751_P0A9B2	P37751	P0A9B2
P0AF36_P0A9K3	P0AF36	P0A9K3
P23830_P0A9K3	P23830	P0A9K3
P0ABZ4_P0A9K9	P0ABZ4	P0A9K9
P33360_P0A9L5	P33360	P0A9L5
P00363_P0A9L8	P00363	P0A9L8
P0AFI2_P0A9L8	P0AFI2	P0A9L8
P0A7B1_P0A9L8	P0A7B1	P0A9L8
P0CE47_P0A9L8	P0CE47	P0A9L8
P61889_P0A9L8	P61889	P0A9L8
P0AGD7_P0A9M0	P0AGD7	P0A9M0
P0A6X3_P0A9M0	P0A6X3	P0A9M0
P0CE47_P0A9M0	P0CE47	P0A9M0
P0CE47_P0A9M8	P0CE47	P0A9M8
P77499_P0A9P6	P77499	P0A9P6
P77509_P0A9P6	P77509	P0A9P6
P37751_P0A9Q7	P37751	P0A9Q7
P0A6F9_P0A9R7	P0A6F9	P0A9R7
P0ABF6_P0A9R7	P0ABF6	P0A9R7
P0C054_P0A9R7	P0C054	P0A9R7
P07024_P0A9R7	P07024	P0A9R7
P77658_P0A9R7	P77658	P0A9R7
P52137_P0A9R7	P52137	P0A9R7
P17952_P0A9R7	P17952	P0A9R7
P0A6F5_P0A9R7	P0A6F5	P0A9R7
P0A853_P0A9U1	P0A853	P0A9U1
P09030_P0A9V1	P09030	P0A9V1
P0CE47_P0A9W0	P0CE47	P0A9W0
P77395_P0A9W3	P77395	P0A9W3
P60422_P0A9W3	P60422	P0A9W3
P60723_P0A9W3	P60723	P0A9W3
P10408_P0A9W3	P10408	P0A9W3
P0A7K2_P0A9X1	P0A7K2	P0A9X1
P0A7N9_P0A9X1	P0A7N9	P0A9X1
P60723_P0A9X1	P60723	P0A9X1
P0A6F5_P0A9X4	P0A6F5	P0A9X4
P0AFP6_P0A9X4	P0AFP6	P0A9X4
P0AFI2_P0A9X4	P0AFI2	P0A9X4
P37188_P0A9X4	P37188	P0A9X4
P02358_P0A9X4	P02358	P0A9X4
P39177_P0A9X4	P39177	P0A9X4
P64476_P0A9X4	P64476	P0A9X4
P0AF90_P0A9X4	P0AF90	P0A9X4
P0ACA7_P0A9X4	P0ACA7	P0A9X4
P0A6H1_P0A9X4	P0A6H1	P0A9X4
P0AES4_P0A9X4	P0AES4	P0A9X4
P24192_P0A9X4	P24192	P0A9X4
P0C058_P0A9X4	P0C058	P0A9X4
P15042_P0A9X4	P15042	P0A9X4
P06993_P0A9X4	P06993	P0A9X4
P0A817_P0A9X4	P0A817	P0A9X4
P22333_P0A9X4	P22333	P0A9X4
P0A6M8_P0A9X4	P0A6M8	P0A9X4
P0AEZ3_P0A9X4	P0AEZ3	P0A9X4
P33599_P0A9X4	P33599	P0A9X4
P06996_P0A9X4	P06996	P0A9X4
P62399_P0A9X4	P62399	P0A9X4
P09152_P0A9X4	P09152	P0A9X4
P0CE47_P0A9X4	P0CE47	P0A9X4
P36979_P0A9X4	P36979	P0A9X4
P0C054_P0A9X4	P0C054	P0A9X4
P0AEI1_P0A9X4	P0AEI1	P0A9X4
P0AFG0_P0A9X4	P0AFG0	P0A9X4
P05055_P0A9X4	P05055	P0A9X4
P0AAH0_P0A9X4	P0AAH0	P0A9X4
P0C8J8_P0A9X4	P0C8J8	P0A9X4
P0A850_P0A9X4	P0A850	P0A9X4
P0ABA6_P0A9X9	P0ABA6	P0A9X9
P0A6X3_P0A9X9	P0A6X3	P0A9X9
P09546_P0A9Y6	P09546	P0A9Y6
P75829_P0A9Y6	P75829	P0A9Y6
P75829_P0AA10	P75829	P0AA10
P21513_P0AA10	P21513	P0AA10
P0AED0_P0AAB8	P0AED0	P0AAB8
P0AAC6_P0AAF6	P0AAC6	P0AAF6
P0A968_P0AAG0	P0A968	P0AAG0
P77488_P0AAH0	P77488	P0AAH0
P0C054_P0AAH0	P0C054	P0AAH0
P0A9H7_P0AAH0	P0A9H7	P0AAH0
P0AFP6_P0AAH0	P0AFP6	P0AAH0
P0A6H1_P0AAH0	P0A6H1	P0AAH0
P0A9A6_P0AAH0	P0A9A6	P0AAH0
P0C058_P0AAH0	P0C058	P0AAH0
P06993_P0AAH0	P06993	P0AAH0
P0A817_P0AAH0	P0A817	P0AAH0
P0CE47_P0AAH0	P0CE47	P0AAH0
P36979_P0AAH0	P36979	P0AAH0
P25522_P0AAH8	P25522	P0AAH8
P0CE47_P0AAJ3	P0CE47	P0AAJ3
P0A9X4_P0AAM7	P0A9X4	P0AAM7
P0ABB4_P0AAM7	P0ABB4	P0AAM7
P0A698_P0AAT2	P0A698	P0AAT2
P37751_P0AB14	P37751	P0AB14
P04825_P0AB46	P04825	P0AB46
P21893_P0ABA6	P21893	P0ABA6
P0A7Y4_P0ABA6	P0A7Y4	P0ABA6
P0AA10_P0ABA6	P0AA10	P0ABA6
P0A7M2_P0ABA6	P0A7M2	P0ABA6
P0A7S9_P0ABA6	P0A7S9	P0ABA6
P76093_P0ABA6	P76093	P0ABA6
P16916_P0ABA6	P16916	P0ABA6
P0ACS5_P0ABA6	P0ACS5	P0ABA6
P05050_P0ABA6	P05050	P0ABA6
P0ABB4_P0ABB0	P0ABB4	P0ABB0
P07604_P0ABB0	P07604	P0ABB0
P0ABA6_P0ABB0	P0ABA6	P0ABB0
P20083_P0ABB0	P20083	P0ABB0
P14294_P0ABB0	P14294	P0ABB0
P17315_P0ABB0	P17315	P0ABB0
P0ABU7_P0ABB0	P0ABU7	P0ABB0
P0A7Y4_P0ABB0	P0A7Y4	P0ABB0
P77717_P0ABB4	P77717	P0ABB4
P39274_P0ABB4	P39274	P0ABB4
P0ABA6_P0ABB4	P0ABA6	P0ABB4
P17315_P0ABB4	P17315	P0ABB4
P08622_P0ABB4	P08622	P0ABB4
P0C054_P0ABB4	P0C054	P0ABB4
P0A9X4_P0ABB4	P0A9X4	P0ABB4
P0A6A8_P0ABD5	P0A6A8	P0ABD5
P33599_P0ABF1	P33599	P0ABF1
P0ADX7_P0ABH0	P0ADX7	P0ABH0
P08373_P0ABH0	P08373	P0ABH0
P0CE47_P0ABH0	P0CE47	P0ABH0
P69488_P0ABH0	P69488	P0ABH0
P42632_P0ABH0	P42632	P0ABH0
P14175_P0ABH9	P14175	P0ABH9
P0CE47_P0ABH9	P0CE47	P0ABH9
P0A6A8_P0ABJ1	P0A6A8	P0ABJ1
P0A6A8_P0ABJ3	P0A6A8	P0ABJ3
P33599_P0ABT2	P33599	P0ABT2
P37751_P0ABT2	P37751	P0ABT2
P0AFD1_P0ABU7	P0AFD1	P0ABU7
P31979_P0ABU7	P31979	P0ABU7
P33599_P0ABU7	P33599	P0ABU7
P0A6A8_P0ABV2	P0A6A8	P0ABV2
P22586_P0ABX8	P22586	P0ABX8
P25798_P0ABZ1	P25798	P0ABZ1
P76299_P0ABZ1	P76299	P0ABZ1
