ID interactor A	ID interactor B
P0A6H1	P0A6L9
P0A6H1	P0A6H1
P0A6H1	P0A6G7
P0A6H5	P25665
P0A6H5	P25539
P0A6H5	P0C8J8
P0A6H5	P0AEE5
P0A6H5	P0A7K2
P0A6H5	P0A7B8
P0A6H5	P00561
P0A6I6	P22188
P0A6I6	P0A8Z0
P0A6I9	P20083
P0A6I9	P0A7F6
P0A6J5	P0A850
P0A6J8	P30864
P0A6J8	P0AD68
P0A6J8	P0A968
P0A6K1	P76116
P0A6K1	P36979
P0A6K3	P08390
P0A6K6	P02918
P0A6L0	P0A6L0
P0A6L4	P0A6L4
P0A6L9	P63284
P0A6L9	P45428
P0A6L9	P0A817
P0A6M8	P77293
P0A6M8	P69503
P0A6M8	P64588
P0A6M8	P60723
P0A6M8	P39286
P0A6M8	P39263
P0A6M8	P36979
P0A6M8	P31133
P0A6M8	P29745
P0A6M8	P27831
P0A6M8	P24192
P0A6M8	P22188
P0A6M8	P17802
P0A6M8	P17443
P0A6M8	P14825
P0A6M8	P13519
P0A6M8	P11880
P0A6M8	P0A9X4
P0A6M8	P0A9A6
P0A6M8	P0A944
P0A6M8	P0A7E9
P0A6M8	P0A759
P0A6M8	P0A6N1
P0A6M8	P0A6M8
P0A6M8	P0A6H5
P0A6M8	P0A6F9
P0A6M8	P07639
P0A6M8	P02990
P0A6M8	O32528
P0A6N1	Q46802
P0A6N1	P77645
P0A6N1	P77552
P0A6N1	P69488
P0A6N1	P69407
P0A6N1	P45527
P0A6N1	P43329
P0A6N1	P39299
P0A6N1	P39184
P0A6N1	P37346
P0A6N1	P37181
P0A6N1	P37009
P0A6N1	P36654
P0A6N1	P33916
P0A6N1	P0A6H1
P0A6N1	P0A6H5
P0A6N1	P31120
P0A6N1	P31059
P0A6N1	P30745
P0A6N1	P28909
P0A6N1	P28692
P0A6N1	P23909
P0A6N1	P23836
P0A6N1	P22939
P0A6N1	P22634
P0A6N1	P21774
P0A6N1	P21346
P0A6N1	P17952
P0A6N1	P17888
P0A6N1	P17579
P0A6N1	P17443
P0A6N1	P17288
P0A6N1	P15716
P0A6N1	P15038
P0A6N1	P14825
P0A6N1	P13519
P0A6N1	P11349
P0A6N1	P11288
P0A6N1	P0C8J6
P0A6N1	P0C0R7
P0A6N1	P0AG30
P0A6N1	P0AFW2
P0A6N1	P0AFF6
P0A6N1	P0AES6
P0A6N1	P0AES6
P0A6N1	P0AED5
P0A6N1	P0ACV4
P0A6N1	P0ACB0
P0A6N1	P0AC75
P0A6N1	P0ABH9
P0A6N1	P0ABH0
P0A6N1	P0ABH0
P0A6N1	P0AAJ3
P0A6N1	P0AAH0
P0A6N1	P0A9X4
P0A6N1	P0A9W0
P0A6N1	P0A9M8
P0A6N1	P0A9M0
P0A6N1	P0A9L8
P0A6N1	P0A9A6
P0A6N1	P0A944
P0A6N1	P0A8Y5
P0A6N1	P0A8J4
P0A6N1	P0A8I3
P0A6N1	P0A8A4
P0A6N1	P0A887
P0A6N1	P0A817
P0A6N1	P0A6X3
P0A6N1	P0A6P1
P0A6N1	P0A6P1
P0A6N1	P0A6N1
P0A6N1	P0A6L9
P0A6N1	P0A6H5
P0A6N1	P0A6F5
P0A6N1	P09546
P0A6N1	P08394
P0A6N1	P08390
P0A6N1	P07118
P0A6N1	P07003
P0A6N1	P06993
P0A6N1	P06616
P0A6N1	P03007
P0A6N1	P03005
P0A6N1	P03004
P0A6N1	P02990
P0A6N1	P00957
P0A6N1	P00944
P0A6N4	P0ABV2
P0A6N4	P02918
P0A6P1	Q47679
P0A6P1	P36560
P0A6P1	P30015
P0A6P1	P0A944
P0A6P1	P0A6P1
P0A6P5	P76503
P0A6P9	Q46856
P0A6P9	P77574
P0A6P9	P77539
P0A6P9	P46923
P0A6P9	P46474
P0A6P9	P37751
P0A6P9	P33570
P0A6P9	P32661
P0A6P9	P31677
P0A6P9	P31133
P0A6P9	P30015
P0A6P9	P29209
P0A6P9	P28305
P0A6P9	P25521
P0A6P9	P24229
P0A6P9	P21774
P0A6P9	P21513
P0A6P9	P13482
P0A6P9	P0C054
P0A6P9	P0AG07
P0A6P9	P0AEW1
P0A6P9	P0AE06
P0A6P9	P0ABU7
P0A6P9	P0AAS7
P0A6P9	P0AAS7
P0A6P9	P0A9L8
P0A6P9	P0A9J0
P0A6P9	P0A8N5
P0A6P9	P0A8M3
P0A6P9	P0A836
P0A6P9	P0A7W1
P0A6P9	P0A759
P0A6P9	P0A6Y8
P0A6P9	P0A6X3
P0A6P9	P0A6P9
P0A6P9	P09546
P0A6P9	P05637
P0A6P9	P05055
P0A6P9	P05055
P0A6P9	P02929
P0A6Q3	P64540
P0A6Q3	P60422
P0A6Q3	P0ACF0
P0A6Q3	P0A9B2
P0A6Q3	P0A7T7
P0A6Q3	P0A7S9
P0A6Q3	P0A7M2
P0A6Q3	P0A7L0
P0A6Q3	P0A799
P0A6Q3	P0A6P9
P0A6Q3	P0A6F9
P0A6Q3	P02358
P0A6Q6	P0AGD7
P0A6Q6	P0A7V8
P0A6R3	P76268
P0A6R3	P30864
P0A6R3	P0ACF4
P0A6R3	P03018
P0A6S0	P75938
P0A6S0	P52647
P0A6S0	P32662
P0A6S0	P0ABY2
P0A6S0	P0A964
P0A6S0	P06974
P0A6S3	P32053
P0A6S3	P24216
P0A6S3	P0A6S0
P0A6S7	P0ADZ0
P0A6S7	P0ACF0
P0A6T1	P16678
P0A6U3	P0AF90
P0A6U5	P30011
P0A6V1	P75767
P0A6V1	P75767
P0A6V1	P0A6V1
P0A6V5	P0A6F5
P0A6V8	P0A850
P0A6W5	P02918
P0A6X3	P68739
P0A6X3	P21645
P0A6X3	P21513
P0A6X3	P21499
P0A6X3	P10408
P0A6X3	P0AGJ5
P0A6X3	P0AG67
P0A6X3	P0ACF4
P0A6X3	P0A9X9
P0A6X3	P0A9M0
P0A6X3	P0A972
P0A6X3	P0A847
P0A6X3	P0A7Z4
P0A6X3	P0A7V8
P0A6X3	P0A7V3
P0A6X3	P0A7T7
P0A6X3	P0A7T3
P0A6X3	P0A7L0
P0A6X3	P0A7K6
P0A6X3	P0A6X3
P0A6X3	P02358
P0A6X7	P77400
P0A6X7	P76268
P0A6X7	P68739
P0A6X7	P37765
P0A6X7	P68739
P0A6X7	P21499
P0A6X7	P0AGK8
P0A6X7	P0ACF4
P0A6X7	P0ABV2
P0A6X7	P0AAS7
P0A6X7	P0A7V8
P0A6X7	P0A7L0
P0A6X7	P0A6Y1
P0A6X7	P0A6X7
P0A6X7	P02918
P0A6Y1	P68739
P0A6Y1	P61175
P0A6Y1	P60438
P0A6Y1	P60422
P0A6Y1	P39160
P0A6Y1	P39160
P0A6Y1	P37163
P0A6Y1	P68739
P0A6Y1	P0AGK4
P0A6Y1	P0AG48
P0A6Y1	P0AFF6
P0A6Y1	P0AER8
P0A6Y1	P0ADZ0
P0A6Y1	P0ACF0
P0A6Y1	P0A7V8
P0A6Y1	P0A7S9
P0A6Y1	P0A7L0
P0A6Y1	P0A7K6
P0A6Y1	P0A6Y1
P0A6Y1	P0A6X7
P0A6Y1	P07639
P0A6Y1	P07639
P0A6Y1	P02359
P0A6Y5	P60438
P0A6Y5	P22763
P0A6Y5	P0A7W1
P0A6Y5	P0A7V3
P0A6Y5	P0A7V0
P0A6Y5	P0A6Y5
P0A6Y5	P0A6N1
P0A6Y5	P02990
P0A6Y8	Q47622
P0A6Y8	P80063
P0A6Y8	P77756
P0A6Y8	P77645
P0A6Y8	P77225
P0A6Y8	P69924
P0A6Y8	P60723
P0A6Y8	P52126
P0A6Y8	P45428
P0A6Y8	P42630
P0A6Y8	P39435
P0A6Y8	P39286
P0A6Y8	P39199
P0A6Y8	P39177
P0A6Y8	P39171
P0A6Y8	P38506
P0A6Y8	P37095
P0A6Y8	P36950
P0A6Y8	P32661
P0A6Y8	P32148
P0A6Y8	P31805
P0A6Y8	P31663
P0A6Y8	P31473
P0A6Y8	P30867
P0A6Y8	P29464
P0A6Y8	P28302
P0A6Y8	P27896
P0A6Y8	P25887
P0A6Y8	P25663
P0A6Y8	P25537
P0A6Y8	P25521
P0A6Y8	P24236
P0A6Y8	P24229
P0A6Y8	P24210
P0A6Y8	P24172
P0A6Y8	P23721
P0A6Y8	P23367
P0A6Y8	P22939
P0A6Y8	P21893
P0A6Y8	P21513
P0A6Y8	P21346
P0A6Y8	P21155
P0A6Y8	P18775
P0A6Y8	P17952
P0A6Y8	P17288
P0A6Y8	P16659
P0A6Y8	P15716
P0A6Y8	P15288
P0A6Y8	P15082
P0A6Y8	P15048
P0A6Y8	P14926
P0A6Y8	P14374
P0A6Y8	P11665
P0A6Y8	P10408
P0A6Y8	P10120
P0A6Y8	P0AGJ9
P0A6Y8	P0AGE0
P0A6Y8	P0AGB3
P0A6Y8	P0AGB3
P0A6Y8	P0AG55
P0A6Y8	P0AES4
P0A6Y8	P0ACF0
P0A6Y8	P0AC38
P0A6Y8	P0A9Q5
P0A6Y8	P0A9M0
P0A6Y8	P0A817
P0A6Y8	P0A812
P0A6Y8	P0A800
P0A6Y8	P0A705
P0A6Y8	P0A6Y8
P0A6Y8	P0A6N1
P0A6Y8	P0A6F9
P0A6Y8	P0A6F5
P0A6Y8	P08622
P0A6Y8	P06986
P0A6Y8	P05055
P0A6Y8	P03842
P0A6Y8	P00957
P0A6Z1	P36659
P0A6Z1	P0ACD4
P0A6Z1	P0A7J3
P0A6Z3	P76236
P0A6Z3	P52052
P0A6Z3	P37751
P0A6Z3	P15005
P0A6Z3	P0A6Z3
P0A6Z3	P0A6L9
P0A6Z6	P0A7K2
P0A700	P0A7L3
P0A700	P0A6N1
P0A705	P36979
P0A705	P31473
P0A705	P30750
P0A705	P29209
P0A705	P28630
P0A705	P25539
P0A705	P21889
P0A705	P15038
P0A705	P0AFF6
P0A705	P0AFF6
P0A705	P0AA10
P0A705	P0A7S9
P0A705	P0A7N9
P0A705	P0A7K2
P0A705	P0A705
P0A705	P08622
P0A705	P00634
P0A705	P00579
P0A707	P77781
P0A707	P77499
P0A707	P75617
P0A707	P69913
P0A707	P62399
P0A707	P60624
P0A707	P33930
P0A707	P0AGJ5
P0A707	P21507
P0A707	P21499
P0A707	P18843
P0A707	P0AGJ5
P0A707	P0AG67
P0A707	P0AG59
P0A707	P0AG59
P0A707	P0AFI2
P0A707	P0ACF4
P0A707	P0AA10
P0A707	P0A7X3
P0A707	P0A7W7
P0A707	P0A7W7
P0A707	P0A7U7
P0A707	P0A7U3
P0A707	P0A7T7
P0A707	P0A7T7
P0A707	P0A7T3
P0A707	P0A7S9
P0A707	P0A7R9
P0A707	P0A7L3
P0A707	P0A7L3
P0A707	P0A7K6
P0A707	P0A7K2
P0A707	P0A7J7
P0A707	P0A707
P0A707	P0A705
P0A707	P02413
P0A707	P02358
P0A715	P76539
P0A715	P75867
P0A715	P60723
P0A715	P22188
P0A715	P0AG59
P0A715	P0AG48
P0A715	P0AES4
P0A715	P0A9M0
P0A715	P0A7S9
P0A715	P0A7K6
P0A715	P00582
P0A717	P77704
P0A717	P69931
P0A717	P60422
P0A717	P45753
P0A717	P21507
P0A717	P15042
P0A717	P15032
P0A717	P0ADY7
P0A717	P0A749
P0A717	P0A6N1
P0A717	P0A6F5
P0A717	P07813
P0A722	P77646
P0A722	P0A717
P0A722	P06972
P0A725	P29464
P0A725	P0ABL8
P0A725	P0A7E9
P0A731	P67910
P0A734	P76116
P0A742	P0A742
P0A742	P05523
P0A749	P76387
P0A749	P60240
P0A749	P39099
P0A759	P63284
P0A759	P62399
P0A759	P0AG82
P0A759	P0AG80
P0A759	P0ABP8
P0A759	P0ABF6
P0A759	P0A9Q7
P0A759	P0A836
P0A759	P0A6N1
P0A759	P0A6F3
P0A759	P00634
P0A763	P0AC28
P0A763	P0A988
P0A769	P09372
P0A776	P68919
P0A776	P62399
P0A776	P60422
P0A776	P33224
P0A776	P21507
P0A776	P0AGJ5
P0A776	P0AG67
P0A776	P0AAS7
P0A776	P0A7V8
P0A776	P0A7U7
P0A776	P0A7S9
P0A776	P0A7L3
P0A776	P0A7K6
P0A776	P0A717
P0A776	P0A6K1
P0A776	P02413
P0A780	P60438
P0A780	P28905
P0A780	P28631
P0A780	P28630
P0A780	P0AA10
P0A780	P0A780
P0A786	P0A6F5
P0A794	P0A8N3
P0A796	P37440
P0A796	P37440
P0A796	P33998
P0A796	P32157
P0A796	P21362
P0A796	P0A796
P0A796	P0A6G3
P0A799	P37751
P0A799	P31133
P0A799	P30015
P0A799	P21513
P0A799	P15038
P0A799	P0AG59
P0A799	P0A901
P0A799	P0A8N5
P0A799	P0A7U7
P0A799	P0A759
P0A799	P0A6X3
P0A799	P0A6P9
P0A799	P09546
P0A7A7	P60624
P0A7A7	P60438
P0A7A7	P21507
P0A7A7	P0A7X3
P0A7A7	P0A7W1
P0A7A7	P0A7V3
P0A7A7	P0A7V3
P0A7A7	P0A7V0
P0A7A7	P0A7R1
P0A7A7	P0A7N9
P0A7A7	P0A7K6
P0A7A7	P0A7K2
P0A7A7	P0A7A7
P0A7A7	P0A707
P0A7A7	P0A6N1
P0A7A7	P0A6A8
P0A7A7	P02413
P0A7A9	P76458
P0A7A9	P75750
P0A7A9	P60723
P0A7A9	P37751
P0A7A9	P37623
P0A7A9	P32705
P0A7A9	P0AF90
P0A7A9	P0AC75
P0A7A9	P0A6I6
P0A7A9	P07813
P0A7B1	P0A9L8
P0A7B1	P0A7Y8
P0A7B3	P0AG24
P0A7B8	P60723
P0A7B8	P37642
P0A7B8	P0ABD8
P0A7B8	P0A7K6
P0A7B8	P09546
P0A7C2	P0A7G6
P0A7C2	P0A7C2
P0A7C6	P42641
P0A7C6	P29745
P0A7D1	P62623
P0A7D4	P76347
P0A7D4	P33602
P0A7D7	P60560
P0A7D7	P0ACZ4
P0A7D7	P06961
P0A7E1	P0A6F5
P0A7E1	P0A6F5
P0A7E5	P0A7E5
P0A7E9	P69828
P0A7E9	P60422
P0A7E9	P37188
P0A7E9	P0AED0
P0A7E9	P0A7V3
P0A7E9	P0A7R5
P0A7E9	P0A7G6
P0A7E9	P0A6F5
P0A7E9	P02358
P0A7F3	P0A7F3
P0A7F3	P0A786
P0A7F6	P46474
P0A7F6	P0AFG6
P0A7F9	P24215
P0A7F9	P23917
P0A7F9	P0ACF4
P0A7F9	P0ABU7
P0A7G6	P36979
P0A7G6	P0A6H5
P0A7G6	P29464
P0A7G6	P24203
P0A7G6	P19245
P0A7G6	P13519
P0A7G6	P0AES4
P0A7G6	P0AES4
P0A7G6	P0ACA7
P0A7G6	P0A9A6
P0A7G6	P0A9A6
P0A7G6	P0A836
P0A7G6	P0A817
P0A7G6	P0A7G6
P0A7G6	P0A6M8
P0A7G6	P0A6H5
P0A7G6	P0A6H1
P0A7G6	P0A6F5
P0A7G6	P08622
P0A7G6	P08622
P0A7H0	Q47706
P0A7H0	P15027
P0A7H0	P0A8L1
P0A7H0	P0A7H0
P0A7H0	P0A6F5
P0A7H3	P0A7R5
P0A7I0	P76049
P0A7I0	P76049
P0A7I0	P71229
P0A7I0	P31667
P0A7I0	P30844
P0A7I0	P27242
P0A7I0	P0A8Q0
P0A7I0	P0A7I0
P0A7I0	P07022
P0A7I4	P37182
P0A7I4	P0AES6
P0A7I4	P0A847
P0A7I7	P33030
P0A7J0	P0AEC3
P0A7J0	P0A722
P0A7J3	Q46930
P0A7J3	P77717
P0A7J3	P77319
P0A7J3	P75829
P0A7J3	P60723
P0A7J3	P39180
P0A7J3	P0A6H5
P0A7J3	P31473
P0A7J3	P29132
P0A7J3	P28692
P0A7J3	P28631
P0A7J3	P17315
P0A7J3	P14294
P0A7J3	P0AGD7
P0A7J3	P0AFP2
P0A7J3	P0AFP2
P0A7J3	P0AES6
P0A7J3	P0AEB7
P0A7J3	P0ACV4
P0A7J3	P0A9L8
P0A7J3	P0A9K3
P0A7J3	P0A7K2
P0A7J3	P0A707
P0A7J3	P0A6Y8
P0A7J3	P08622
P0A7J3	P02918
P0A7J7	P46923
P0A7J7	P46853
P0A7J7	P39159
P0A7J7	P29464
P0A7J7	P24229
P0A7J7	P23932
P0A7J7	P23895
P0A7J7	P22939
P0A7J7	P21645
P0A7J7	P21513
P0A7J7	P19245
P0A7J7	P17443
P0A7J7	P10408
P0A7J7	P10115
P0A7J7	P0ADZ0
P0A7J7	P0AAS7
P0A7J7	P0A9L8
P0A7J7	P0A8V2
P0A7J7	P0A7Y8
P0A7J7	P0A7K2
P0A7J7	P0A7J3
P0A7J7	P0A7A7
P0A7J7	P0A707
P0A7J7	P0A6Q3
P0A7J7	P07813
P0A7J7	P07012
P0A7J7	P04951
P0A7K2	Q46798
P0A7K2	P77704
P0A7K2	P76578
P0A7K2	P76104
P0A7K2	P76104
P0A7K2	P75990
P0A7K2	P75990
P0A7K2	P75874
P0A7K2	P75829
P0A7K2	P75829
P0A7K2	P63386
P0A7K2	P60422
P0A7K2	P52612
P0A7K2	P52126
P0A7K2	P45526
P0A7K2	P39362
P0A7K2	P39178
P0A7K2	P39177
P0A7K2	P39177
P0A7K2	P39159
P0A7K2	P37659
P0A7K2	P37618
P0A7K2	P37351
P0A7K2	P37351
P0A7K2	P37181
P0A7K2	P37024
P0A7K2	P37024
P0A7K2	P36995
P0A7K2	P36979
P0A7K2	P36879
P0A7K2	P36659
P0A7K2	P36541
P0A7K2	P0A6L9
P0A7K2	P0A6H1
P0A7K2	P68739
P0A7K2	P0A6H5
P0A7K2	P31805
P0A7K2	P31550
P0A7K2	P31120
P0A7K2	P30748
P0A7K2	P30748
P0A7K2	P28910
P0A7K2	P28905
P0A7K2	P28691
P0A7K2	P28632
P0A7K2	P28630
P0A7K2	P27305
P0A7K2	P27305
P0A7K2	P26647
P0A7K2	P24188
P0A7K2	P23932
P0A7K2	P23875
P0A7K2	P23830
P0A7K2	P22634
P0A7K2	P22565
P0A7K2	P22523
P0A7K2	P21645
P0A7K2	P20082
P0A7K2	P19675
P0A7K2	P19245
P0A7K2	P17952
P0A7K2	P17579
P0A7K2	P17443
P0A7K2	P17315
P0A7K2	P15277
P0A7K2	P15042
P0A7K2	P14081
P0A7K2	P14081
P0A7K2	P11555
P0A7K2	P11351
P0A7K2	P10443
P0A7K2	P10440
P0A7K2	P10408
P0A7K2	P0AGK4
P0A7K2	P0AGE0
P0A7K2	P0AGB3
P0A7K2	P0AG30
P0A7K2	P0AG24
P0A7K2	P0AFP2
P0A7K2	P0AFG0
P0A7K2	P0AF67
P0A7K2	P0AEN8
P0A7K2	P0AED5
P0A7K2	P0AE18
P0A7K2	P0ADZ0
P0A7K2	P0ACV4
P0A7K2	P0ABS8
P0A7K2	P0ABS5
P0A7K2	P0AAT6
P0A7K2	P0AAS7
P0A7K2	P0AAR3
P0A7K2	P0AAM3
P0A7K2	P0A9X1
P0A7K2	P0A9W0
P0A7K2	P0A8R7
P0A7K2	P0A890
P0A7K2	P0A850
P0A7K2	P0A847
P0A7K2	P0A800
P0A7K2	P0A7Z4
P0A7K2	P0A7Y8
P0A7K2	P0A7Y8
P0A7K2	P0A7W1
P0A7K2	P0A7V3
P0A7K2	P0A7V0
P0A7K2	P0A7R1
P0A7K2	P0A7K2
P0A7K2	P0A720
P0A7K2	P0A715
P0A7K2	P0A6X3
P0A7K2	P0A6F5
P0A7K2	P0A6A8
P0A7K2	P08390
P0A7K2	P07813
P0A7K2	P06710
P0A7K2	P05852
P0A7K2	P03018
P0A7K2	P03007
P0A7K2	P03007
P0A7K2	P03005
P0A7K2	P03004
P0A7K2	P03004
P0A7K2	P00892
P0A7K2	P00579
P0A7K2	P00579
P0A7K6	Q46930
P0A7K6	Q46856
P0A7K6	Q46821
P0A7K6	P77539
P0A7K6	P77454
P0A7K6	P76503
P0A7K6	P76491
P0A7K6	P76389
P0A7K6	P76316
P0A7K6	P76148
P0A7K6	P75829
P0A7K6	P67910
P0A7K6	P64581
P0A7K6	P64554
P0A7K6	P63177
P0A7K6	P39396
P0A7K6	P39299
P0A7K6	P63177
P0A7K6	P39274
P0A7K6	P39159
P0A7K6	P37765
P0A7K6	P37751
P0A7K6	P0A9Y6
P0A7K6	P36979
P0A7K6	P36979
P0A7K6	P36879
P0A7K6	P36659
P0A7K6	P33224
P0A7K6	P68739
P0A7K6	P31433
P0A7K6	P31059
P0A7K6	P30747
P0A7K6	P30177
P0A7K6	P28905
P0A7K6	P25539
P0A7K6	P25516
P0A7K6	P24229
P0A7K6	P23304
P0A7K6	P21645
P0A7K6	P19675
P0A7K6	P17963
P0A7K6	P17579
P0A7K6	P17443
P0A7K6	P14294
P0A7K6	P14294
P0A7K6	P14081
P0A7K6	P11457
P0A7K6	P11028
P0A7K6	P10441
P0A7K6	P0AGJ5
P0A7K6	P0AGE0
P0A7K6	P0AGE0
P0A7K6	P0AG24
P0A7K6	P0AFF6
P0A7K6	P0AE18
P0A7K6	P0ADZ0
P0A7K6	P0ADY3
P0A7K6	P0ADS6
P0A7K6	P0ADK8
P0A7K6	P0ADH5
P0A7K6	P0ADH5
P0A7K6	P0AAT6
P0A7K6	P0AAS7
P0A7K6	P0A9X9
P0A7K6	P0A9K3
P0A7K6	P0A8X0
P0A7K6	P0A8M3
P0A7K6	P0A8M3
P0A7K6	P0A8J8
P0A7K6	P0A8G0
P0A7K6	P0A847
P0A7K6	P0A7Z4
P0A7K6	P0A7X3
P0A7K6	P0A738
P0A7K6	P0A707
P0A7K6	P0A6Y8
P0A7K6	P08622
P0A7K6	P03007
P0A7K6	P02929
P0A7K6	P00960
P0A7K6	P00892
P0A7K6	P00579
P0A7K6	P00490
P0A7K6	P00490
P0A7L0	Q46930
P0A7L0	Q46820
P0A7L0	P77717
P0A7L0	P76316
P0A7L0	P76316
P0A7L0	P76243
P0A7L0	P76193
P0A7L0	P76116
P0A7L0	P76104
P0A7L0	P75876
P0A7L0	P75864
P0A7L0	P75864
P0A7L0	P75829
P0A7L0	P69407
P0A7L0	P64588
P0A7L0	P63228
P0A7L0	P60723
P0A7L0	P60438
P0A7L0	P46853
P0A7L0	P43329
P0A7L0	P39376
P0A7L0	P39299
P0A7L0	P37765
P0A7L0	P37765
P0A7L0	P37751
P0A7L0	P37645
P0A7L0	P37642
P0A7L0	P37195
P0A7L0	P0A9Y6
P0A7L0	P36979
P0A7L0	P36659
P0A7L0	P0ADK8
P0A7L0	P0AGJ5
P0A7L0	P33224
P0A7L0	P33224
P0A7L0	P32701
P0A7L0	P32689
P0A7L0	P28692
P0A7L0	P28689
P0A7L0	P28631
P0A7L0	P28631
P0A7L0	P25521
P0A7L0	P24245
P0A7L0	P24229
P0A7L0	P23917
P0A7L0	P23282
P0A7L0	P21513
P0A7L0	P19245
P0A7L0	P16528
P0A7L0	P15277
P0A7L0	P15082
P0A7L0	P14081
P0A7L0	P13445
P0A7L0	P11876
P0A7L0	P10443
P0A7L0	P0C0R7
P0A7L0	P0AGD7
P0A7L0	P0AGD7
P0A7L0	P0AG24
P0A7L0	P0AFP6
P0A7L0	P0AFP2
P0A7L0	P0AED9
P0A7L0	P0AE45
P0A7L0	P0ADZ0
P0A7L0	P0ADZ0
P0A7L0	P0ADS6
P0A7L0	P0AD61
P0A7L0	P0ACN4
P0A7L0	P0ABZ4
P0A7L0	P0ABS5
P0A7L0	P0AAS7
P0A7L0	P0AAS7
P0A7L0	P0A9P6
P0A7L0	P0A9M0
P0A7L0	P0A972
P0A7L0	P0A968
P0A7L0	P0A901
P0A7L0	P0A8X0
P0A7L0	P0A8G0
P0A7L0	P0A847
P0A7L0	P0A7Z4
P0A7L0	P0A7Z4
P0A7L0	P0A7W7
P0A7L0	P0A7W1
P0A7L0	P0A7N9
P0A7L0	P0A7E9
P0A7L0	P0A7D4
P0A7L0	P0A776
P0A7L0	P0A715
P0A7L0	P0A6Q6
P0A7L0	P08622
P0A7L0	P05637
P0A7L0	P05055
P0A7L0	P03007
P0A7L0	P02918
P0A7L0	P00892
P0A7L0	P00579
P0A7L3	Q46930
P0A7L3	P76116
P0A7L3	P75876
P0A7L3	P64455
P0A7L3	P39407
P0A7L3	P39180
P0A7L3	P37765
P0A7L3	P36879
P0A7L3	P0ADK8
P0A7L3	P36541
P0A7L3	P0AGJ5
P0A7L3	P25540
P0A7L3	P25521
P0A7L3	P24210
P0A7L3	P20605
P0A7L3	P16528
P0A7L3	P16528
P0A7L3	P15082
P0A7L3	P14081
P0A7L3	P14081
P0A7L3	P11028
P0A7L3	P0AGJ5
P0A7L3	P0ADZ0
P0A7L3	P0ADS6
P0A7L3	P0ADK8
P0A7L3	P0AAS7
P0A7L3	P0AAS7
P0A7L3	P0AA39
P0A7L3	P0AA10
P0A7L3	P0A9K3
P0A7L3	P0A9K3
P0A7L3	P0A8M6
P0A7L3	P0A8G0
P0A7L3	P0A8G0
P0A7L3	P0A847
P0A7L3	P0A6X3
P0A7L3	P00892
P0A7L8	P20082
P0A7L8	P0AGD7
P0A7L8	P0AGB0
P0A7L8	P0AG44
P0A7L8	P0AFH2
P0A7L8	P0ABH9
P0A7L8	P0A9P6
P0A7L8	P0A7Z4
P0A7L8	P0A7Z4
P0A7L8	P0A7N9
P0A7M2	Q47152
P0A7M2	P77781
P0A7M2	P77293
P0A7M2	P76594
P0A7M2	P76578
P0A7M2	P76316
P0A7M2	P76243
P0A7M2	P76086
P0A7M2	P76085
P0A7M2	P75876
P0A7M2	P75829
P0A7M2	P75797
P0A7M2	P75745
P0A7M2	P69913
P0A7M2	P69853
P0A7M2	P69407
P0A7M2	P45465
P0A7M2	P45465
P0A7M2	P39299
P0A7M2	P63177
P0A7M2	P37765
P0A7M2	P37642
P0A7M2	P36979
P0A7M2	P36979
P0A7M2	P36879
P0A7M2	P0ADK8
P0A7M2	P33232
P0A7M2	P33224
P0A7M2	P33218
P0A7M2	P68739
P0A7M2	P32052
P0A7M2	P30871
P0A7M2	P28905
P0A7M2	P28905
P0A7M2	P28632
P0A7M2	P28631
P0A7M2	P28631
P0A7M2	P26602
P0A7M2	P26602
P0A7M2	P25521
P0A7M2	P24192
P0A7M2	P23895
P0A7M2	P22523
P0A7M2	P21893
P0A7M2	P21362
P0A7M2	P19245
P0A7M2	P17579
P0A7M2	P17288
P0A7M2	P15043
P0A7M2	P15043
P0A7M2	P14374
P0A7M2	P10408
P0A7M2	P0AGJ5
P0A7M2	P0AFG0
P0A7M2	P0AE45
P0A7M2	P0ADZ0
P0A7M2	P0ADX1
P0A7M2	P0ADS6
P0A7M2	P0ADK8
P0A7M2	P0AD33
P0A7M2	P0ACE0
P0A7M2	P0ABA6
P0A7M2	P0AAX8
P0A7M2	P0AAM3
P0A7M2	P0AA39
P0A7M2	P0A9W0
P0A7M2	P0A901
P0A7M2	P0A8W8
P0A7M2	P0A8M6
P0A7M2	P0A8G0
P0A7M2	P0A8G0
P0A7M2	P0A8F8
P0A7M2	P0A8E5
P0A7M2	P0A8B2
P0A7M2	P0A850
P0A7M2	P0A847
P0A7M2	P0A7Z4
P0A7M2	P0A7Z4
P0A7M2	P0A7Y8
P0A7M2	P0A7Y4
P0A7M2	P0A7A7
P0A7M2	P0A776
P0A7M2	P0A738
P0A7M2	P0A6X3
P0A7M2	P0A6Q6
P0A7M2	P0A6A8
P0A7M2	P09546
P0A7M2	P06612
P0A7M2	P00960
P0A7M2	P00934
P0A7M2	P00893
P0A7M2	P00892
P0A7M2	P00582
P0A7M2	P00579
P0A7M6	P69913
P0A7M6	P36979
P0A7M6	P36659
P0A7M6	P31057
P0A7M6	P24210
P0A7M6	P15716
P0A7M6	P15082
P0A7M6	P14294
P0A7M6	P10115
P0A7M6	P0ADZ0
P0A7M6	P0A8W8
P0A7M6	P0A8M6
P0A7M6	P0A850
P0A7M6	P0A7Y8
P0A7M6	P0A6Y1
P0A7M6	P09546
P0A7M6	P05637
P0A7M6	P03007
