ID interactor A	ID interactor B
P02420	P08622
P00577	P08622
P02351	P08622
P02356	P08622
P02369	P08622
P02370	P08622
P33636	P08622
P17169	P08622
P00960	P08622
P25521	P08622
P32168	P08622
P04951	P08622
P42184	P08622
P39184	P08622
P29464	P08622
P21893	P08622
P08577	P08622
P14081	P08622
P75829	P08622
P0A7R5	P08622
P0C054	P08622
P0AFG0	P08622
P39407	P08622
P60624	P08622
P0AG59	P08622
P0A991	P08622
P0A836	P08622
P30864	P08622
P75746	P08622
P30177	P08622
P0ADQ7	P08622
P32177	P08622
P0A9P6	P08622
P0A817	P08622
P0A9X4	P08622
P0AAH0	P08622
P0A9W0	P08622
P0A7G6	P08622
P0A705	P08622
P0A6Y8	P08622
P0C0V0	P08660
P08690	P08690
P08690	P08691
P02930	P08716
P08722	P08722
P11989	P08722
P08756	P08756
P19933	P08756
P02341	P08756
P02388	P08756
P02389	P08756
P02410	P08756
P02413	P08756
P02414	P08756
P02429	P08756
P02436	P08756
P00577	P08756
P02352	P08756
P02356	P08756
P02358	P08756
P02361	P08756
P02375	P08756
P07006	P08837
P08837	P08837
P05053	P08837
P15046	P08839
P21346	P08839
P08177	P08846
P08837	P08859
P08859	P08859
P36996	P08859
P08866	P08866
P08866	P08867
P08867	P08867
P36979	P08885
Q46930	P08885
P08936	P08936
P76211	P08936
P76092	P08936
P00490	P08936
P15977	P08936
P02425	P08936
P00575	P08936
P10408	P08936
P02339	P08936
P22257	P08936
P28689	P08936
P32679	P08936
P06612	P08936
P07025	P08936
P05719	P08956
P08957	P08956
P12295	P08957
P0AEH5	P08957
P0A8F8	P08957
P0AG07	P08957
P0AC84	P08957
P0AAB4	P08957
P0ACF4	P08957
P02901	P08999
P08999	P08999
P02386	P08999
P02424	P08999
P02354	P08999
P09028	P09028
P09030	P09030
P06958	P09030
P00490	P09030
P0A6F5	P09097
P33012	P09097
P09097	P09097
P06959	P09097
P15716	P09097
P08622	P09097
P04475	P09097
P07019	P09097
P00961	P09097
P13519	P09097
P07655	P09097
P03017	P09097
P02351	P09097
P02990	P09097
P28694	P09097
P20082	P09097
P02356	P09097
P32052	P09097
P36681	P09097
P05703	P09097
P31067	P09120
P0ACV4	P09127
P10026	P09130
P09147	P09147
P19926	P09147
P09148	P09148
P0A6F5	P09151
P0AGE9	P09151
P19245	P09152
P08622	P09152
P13519	P09152
P09152	P09152
P19318	P09152
P17963	P09152
P02990	P09152
P11349	P09152
P19317	P09152
P28694	P09152
P75906	P09152
P67910	P09152
P0AF90	P09152
P77656	P09154
P09155	P09155
P14825	P09156
P09156	P09156
P37908	P09156
P37652	P09156
P30856	P09156
P05100	P09156
P09158	P09158
P09159	P09159
P24233	P09160
P09160	P09160
P76440	P09160
P40681	P09160
P43671	P09160
P75782	P09160
P09168	P09168
P06958	P09168
P06959	P09168
P09170	P09170
P23367	P09184
P09371	P09371
P00580	P09372
P09372	P09372
P77145	P09372
P33930	P09372
P33235	P09372
P80063	P09372
P02388	P09372
P02436	P09372
P02351	P09372
P02359	P09372
P28690	P09372
P30139	P09372
P02990	P09372
P33666	P09372
P28630	P09372
P31473	P09372
P0A769	P09372
P06961	P09373
P15038	P09373
P14825	P09373
P29745	P09373
P09373	P09373
P15082	P09373
P31805	P09373
P0AB03	P09373
P0ADN0	P09373
P0ABU7	P09373
P0C054	P09373
P0A8N5	P09373
P02918	P09373
P23917	P09373
P0AC53	P09373
P0A9L8	P09373
P0AD33	P09373
P39274	P09373
P33599	P09373
P0A910	P09373
P31133	P09373
P0A948	P09373
P09375	P09375
P09376	P09376
P29464	P09376
P00579	P09377
P0A8N3	P09377
P00579	P09378
P09392	P09392
P06974	P09394
P33235	P09394
P0ABY2	P09394
P09424	P09424
P76119	P09424
P23847	P09424
P15048	P09424
P77504	P09424
P09546	P09546
P0A799	P09546
P0AEH5	P09546
P0A6P9	P09546
P0AB71	P09546
P0ACF8	P09546
P0A7B8	P09546
P00634	P09546
P0ADY7	P09546
P0AG44	P09546
P0C018	P09546
P0A7M2	P09546
P0A7M6	P09546
P0A7N9	P09546
P0AG67	P09546
P0A7T3	P09546
P68066	P09546
P0A988	P09546
P0A6N1	P09546
P23243	P09550
P36683	P09551
P07650	P09551
P0ADF6	P09551
P0A9A9	P09551
P69828	P09551
P00274	P09625
P09625	P09625
P09743	P09743
P09832	P09831
P0AEF4	P09831
P0A6F3	P09831
P09832	P09832
P0AEF4	P09832
P67910	P09832
P0AG48	P09832
P0ACP1	P09832
P00350	P09832
P10940	P09835
P09980	P09980
P0C079	P09980
P09986	P09983
P10089	P09983
P10089	P09986
P09986	P09986
P09997	P09997
P0AGE0	P0A6A0
P0ACJ8	P0A6A0
P30126	P0A6A6
P36938	P0A6A6
P23538	P0A6A6
P0A850	P0A6A6
P0A7A7	P0A6A8
P0AAI5	P0A6A8
P22523	P0A6A8
P0AG24	P0A6A8
P0A953	P0A6A8
P53554	P0A6A8
P39333	P0A6A8
P02358	P0A6A8
P0A7K2	P0A6A8
P0AG40	P0A6A8
P0ACF4	P0A6A8
P0A7W7	P0A6A8
P0A9P6	P0A6A8
P0A8P8	P0A6A8
P64506	P0A6A8
P37642	P0A6A8
Q46939	P0A6A8
P24224	P0A6A8
P0ACC7	P0A6A8
P21645	P0A6A8
Q1R8K8	P0A6B7
P31063	P0A6B7
P0ABH7	P0A6B7
P24192	P0A6B7
P0ACD4	P0A6B7
P0A9R4	P0A6B7
P27838	P0A6B7
P77334	P0A6D0
P33371	P0A6D5
P0ABA6	P0A6D7
P32689	P0A6E4
P0ABA6	P0A6E6
P0ABB0	P0A6E6
P0ABB4	P0A6E6
P10905	P0A6E6
P77293	P0A6E6
P0A6E9	P0A6E9
P0A850	P0A6F1
P0AF06	P0A6F3
P0A759	P0A6F3
P04273	P0A6F5
P00887	P0A6F5
P04384	P0A6F5
P00893	P0A6F5
P29011	P0A6F5
P00391	P0A6F5
P37192	P0A6F5
P06977	P0A6F5
P15302	P0A6F5
P39184	P0A6F5
P37747	P0A6F5
P00479	P0A6F5
P30140	P0A6F5
P00574	P0A6F5
P02392	P0A6F5
P02418	P0A6F5
P02351	P0A6F5
P00961	P0A6F5
P00955	P0A6F5
P0A6N1	P0A6F5
P09372	P0A6F5
P03017	P0A6F5
P07655	P0A6F5
P23887	P0A6F5
P39407	P0A6F5
P75957	P0A6F5
P0A6F5	P0A6F5
P71295	P0A6F5
P39174	P0A6F5
P15038	P0A6F5
P77329	P0A6F5
P14825	P0A6F5
P22565	P0A6F5
P33646	P0A6F5
P03815	P0A6F5
P04475	P0A6F5
P08177	P0A6F5
P09152	P0A6F5
P05021	P0A6F5
P77395	P0A6F5
P76010	P0A6F5
P28638	P0A6F5
P24172	P0A6F5
P32679	P0A6F5
P33593	P0A6F5
P09168	P0A6F5
P04825	P0A6F5
P17288	P0A6F5
P42184	P0A6F5
P23932	P0A6F5
P03016	P0A6F5
P37745	P0A6F5
P25539	P0A6F5
P08577	P0A6F5
P77279	P0A6F5
P39177	P0A6F5
P52648	P0A6F5
P76594	P0A6F5
P09160	P0A6F5
P33995	P0A6F5
P37195	P0A6F5
P09997	P0A6F5
P39286	P0A6F5
P45393	P0A6F5
P0A812	P0A6F5
P0AEM9	P0A6F5
P0AC81	P0A6F5
P0A7E1	P0A6F5
P62623	P0A6F5
P0AFH0	P0A6F5
P0A7E9	P0A6F5
P0AC28	P0A6F5
P0A8S1	P0A6F5
P0A894	P0A6F5
P0A9X1	P0A6F5
P0A991	P0A6F5
P0A717	P0A6F5
P0AAH0	P0A6F5
P0A9W0	P0A6F5
P0ABA6	P0A6F5
P00586	P0A6F5
P0A6F5	P0A6F9
P0A6F9	P0A6F9
P04475	P0A6F9
P00583	P0A6F9
P02996	P0A6F9
P13519	P0A6F9
P17963	P0A6F9
P02351	P0A6F9
P22257	P0A6F9
P77504	P0A6F9
P33666	P0A6F9
P76562	P0A6F9
P76342	P0A6F9
P0AAH0	P0A6F9
P0A814	P0A6F9
P0ADV5	P0A6F9
P33224	P0A6F9
P45527	P0A6F9
P77316	P0A6F9
P77688	P0A6F9
P09372	P0A6F9
P29012	P0A6F9
P30745	P0A6F9
P13024	P0A6F9
P0AEY3	P0A6F9
P09546	P0A6F9
P0ABH9	P0A6F9
P60716	P0A6F9
P08373	P0A6F9
P0A991	P0A6F9
P0A6G7	P0A6F9
P0ABU7	P0A6F9
P69739	P0A6F9
P0A9X4	P0A6F9
P0A9W0	P0A6F9
P39367	P0A6F9
P39407	P0A6F9
P0A901	P0A6F9
P0ABV2	P0A6F9
P0A6Q3	P0A6F9
P39180	P0A6F9
P0ABG4	P0A6F9
P0AC81	P0A6F9
P15038	P0A6F9
P23917	P0A6F9
P68739	P0A6F9
P0AFH0	P0A6F9
P39286	P0A6F9
P0AAH8	P0A6F9
P33570	P0A6F9
P36662	P0A6F9
P46923	P0A6F9
P0AFP6	P0A6F9
P76594	P0A6F9
P46474	P0A6F9
P37642	P0A6F9
P0AF67	P0A6F9
P63284	P0A6F9
P77395	P0A6F9
P07813	P0A6F9
P75957	P0A6F9
P17952	P0A6F9
P31133	P0A6F9
P04993	P0A6F9
P39177	P0A6F9
P0A894	P0A6F9
P0AGK4	P0A6F9
P0A9X1	P0A6F9
P0A850	P0A6F9
P65367	P0A6G3
P39831	P0A6G3
P0A796	P0A6G3
P0AEE1	P0A6G3
P0A6G7	P0A6G7
P03819	P0A6G7
P00550	P0A6G7
P64476	P0A6G7
P42912	P0A6G7
P0C0V0	P0A6G7
P76396	P0A6G7
P0A6F5	P0A6G7
P67910	P0A6G7
P0A6H1	P0A6G7
P0AE08	P0A6H1
P0A817	P0A6H1
P0A7G6	P0A6H1
P0A6H1	P0A6H1
P0A8S1	P0A6H5
P77318	P0A6H5
P77804	P0A6H5
P0ABD8	P0A6H5
P0A917	P0A6H5
P0A7R5	P0A6H5
P0A6M8	P0A6H5
P0A817	P0A6H5
P0A9X4	P0A6H5
P0A7G6	P0A6H5
P0A6N1	P0A6H5
P08622	P0A6H5
P07813	P0A6I6
P67910	P0A6I6
P0A7A9	P0A6I6
P0ABT2	P0A6I9
P69503	P0A6J8
P07004	P0A6J8
P76128	P0A6J8
P0ADN0	P0A6J8
P0A776	P0A6K1
P37765	P0A6K1
P77781	P0A6K1
P0A6Z3	P0A6L9
P0A6H1	P0A6L9
P0A6N1	P0A6L9
P0A8H6	P0A6M4
P33129	P0A6M8
P02918	P0A6M8
P0A7G6	P0A6M8
P39286	P0A6M8
P0AFP6	P0A6M8
P08622	P0A6M8
P0ABU7	P0A6M8
P22634	P0A6M8
P18843	P0A6M8
P29745	P0A6M8
P36979	P0A6M8
P0A9A6	P0A6M8
P30750	P0A6N1
P77302	P0A6N1
P76257	P0A6N1
P77727	P0A6N1
P06961	P0A6N1
P19245	P0A6N1
P10443	P0A6N1
P08622	P0A6N1
P04475	P0A6N1
P77488	P0A6N1
P18391	P0A6N1
P24183	P0A6N1
P07019	P0A6N1
P21168	P0A6N1
P10115	P0A6N1
P02996	P0A6N1
P37192	P0A6N1
P00960	P0A6N1
P09097	P0A6N1
P25521	P0A6N1
P24192	P0A6N1
P29209	P0A6N1
P00956	P0A6N1
P04951	P0A6N1
P10441	P0A6N1
P22523	P0A6N1
P23367	P0A6N1
P09152	P0A6N1
P33594	P0A6N1
P00452	P0A6N1
P00453	P0A6N1
P29745	P0A6N1
P00482	P0A6N1
P00582	P0A6N1
P42184	P0A6N1
P07655	P0A6N1
P23932	P0A6N1
P14374	P0A6N1
P21893	P0A6N1
P24229	P0A6N1
P25540	P0A6N1
P21513	P0A6N1
P03842	P0A6N1
P02388	P0A6N1
P00575	P0A6N1
P02356	P0A6N1
P10408	P0A6N1
P21507	P0A6N1
P02339	P0A6N1
P0A6N1	P0A6N1
P24181	P0A6N1
P02351	P0A6N1
P39177	P0A6N1
P30977	P0A6N1
P36857	P0A6N1
P75829	P0A6N1
P36979	P0A6N1
P36540	P0A6N1
P05852	P0A6N1
P23839	P0A6N1
P09997	P0A6N1
P31473	P0A6N1
P45803	P0A6N1
P77756	P0A6N1
P0ADX9	P0A6N1
P63284	P0A6N1
P0A700	P0A6N1
P61517	P0A6N1
P11868	P0A6N1
P0AG30	P0A6N1
P24224	P0A6N1
P0A8S1	P0A6N1
P0AGD7	P0A6N1
P09832	P0A6N1
P0AC59	P0A6N1
P0AES4	P0A6N1
P0ABS8	P0A6N1
P69739	P0A6N1
P75957	P0A6N1
P02918	P0A6N1
P0AD65	P0A6N1
P0A759	P0A6N1
P00393	P0A6N1
P0A717	P0A6N1
P0A8V2	P0A6N1
P13445	P0A6N1
P0AGE0	P0A6N1
P0A817	P0A6N1
P0A894	P0A6N1
P0AGK4	P0A6N1
P0AF36	P0A6N1
P63386	P0A6N1
P05637	P0A6N4
P0A6N1	P0A6P1
P02918	P0A6P1
P33128	P0A6P1
P08957	P0A6P1
P77439	P0A6P5
P0A8M6	P0A6P7
P21513	P0A6P9
P0ADI0	P0A6P9
P02918	P0A6P9
P0A901	P0A6P9
P17315	P0A6P9
P69913	P0A6P9
P0ABS1	P0A6P9
P0A6Q3	P0A6P9
P39180	P0A6P9
P30870	P0A6P9
P0A6A6	P0A6P9
P23917	P0A6P9
P0A799	P0A6P9
P0A8M3	P0A6P9
P36879	P0A6P9
P0ACV4	P0A6P9
P37642	P0A6P9
P0A8J8	P0A6P9
P0AE08	P0A6Q3
P69910	P0A6Q3
P09373	P0A6Q3
P0A7J7	P0A6Q3
P0AG48	P0A6Q3
P0A7V3	P0A6Q3
P0A953	P0A6Q3
P0AGD7	P0A6Q3
P0A817	P0A6Q3
P0AG67	P0A6Q3
P0A850	P0A6Q3
P0A7M2	P0A6Q6
P0A7U3	P0A6Q6
P0ABH9	P0A6Q6
P0A7L0	P0A6Q6
P60422	P0A6Q6
P62399	P0A6Q6
P0AG67	P0A6Q6
P0A7V3	P0A6Q6
P37095	P0A6R0
P30139	P0A6R3
P00582	P0A6R3
P52612	P0A6S0
P0A6S3	P0A6S0
P29744	P0A6S0
P0A850	P0A6S0
P33235	P0A6S0
P26608	P0A6S0
P0ABZ1	P0A6S0
P0AEM0	P0A6S3
P0AG67	P0A6S7
P0A9T4	P0A6U3
P25522	P0A6U3
P31224	P0A6U5
P0AES4	P0A6U5
P0ADG7	P0A6W5
P0A7Z4	P0A6W5
P0AF90	P0A6W9
P60723	P0A6X3
P0A7R1	P0A6X3
P60624	P0A6X3
P36995	P0A6X3
P0A9Y6	P0A6X3
P69913	P0A6X3
P0A7K2	P0A6X3
P0AA10	P0A6X3
P02413	P0A6X3
P0A7L3	P0A6X3
P0A7M2	P0A6X3
P0A799	P0A6X3
P0AG24	P0A6X3
P0A8E5	P0A6X3
P14081	P0A6X3
P0A6N1	P0A6X3
P0AEU7	P0A6X3
P0ACF0	P0A6X3
P0AG30	P0A6X3
P60422	P0A6X3
P0A7S9	P0A6X3
P30871	P0A6X3
P37765	P0A6X3
P0AG48	P0A6X3
P0A9P6	P0A6X3
P08622	P0A6X3
P0A6P9	P0A6X3
P43329	P0A6X3
P05055	P0A6X3
P0A9J0	P0A6X3
P0A850	P0A6X3
P75864	P0A6X3
P0A6X3	P0A6X3
P0ACF4	P0A6X7
P0ACI0	P0A6X7
P37903	P0A6X7
P0AFP4	P0A6X7
P0A8M6	P0A6X7
P0ACF4	P0A6Y1
P0A8T7	P0A6Y1
P0A6X7	P0A6Y1
P0AEC3	P0A6Y5
P33593	P0A6Y5
Q46796	P0A6Z1
P0A6Z3	P0A6Z3
P0AG80	P0A6Z3
P77329	P0A6Z3
P75862	P0A6Z3
P0ABU7	P0A6Z3
P0A6E6	P0A700
P11349	P0A700
P37659	P0A705
P0ABU7	P0A705
P00579	P0A705
P0C054	P0A705
P09372	P0A705
P00634	P0A705
P21599	P0A705
P0A850	P0A705
P0AC53	P0A705
P0A836	P0A705
P0AFP6	P0A705
P23836	P0A705
P36979	P0A705
P68679	P0A707
P0A7T3	P0A707
P60723	P0A707
P0A7K6	P0A707
P37765	P0A707
P0AEB2	P0A707
P02413	P0A707
P0ADZ4	P0A707
P0A7U3	P0A707
P77499	P0A707
P0AGK4	P0A707
P0A7Y8	P0A707
P0A8M6	P0A707
P36979	P0A707
P0ADS6	P0A707
P0ABH9	P0A707
P0AES4	P0A707
P0A7A7	P0A707
P0A9J0	P0A707
P20083	P0A707
P21499	P0A707
P60422	P0A707
P0A7V3	P0A707
P0A7V8	P0A707
P0A7R5	P0A707
P0AG48	P0A707
P0A7U7	P0A707
P0ACF0	P0A715
P62399	P0A715
P75683	P0A715
P32139	P0A715
P00490	P0A715
P0A7L0	P0A715
P60624	P0A715
P0A7V3	P0A715
P0A7K2	P0A715
P0A7X3	P0A715
P67910	P0A715
P75869	P0A717
P36938	P0A717
P77376	P0A717
P08622	P0A717
P0A6F9	P0A717
P37765	P0A717
P0A7V3	P0A717
P0A7V8	P0A717
P36659	P0A717
P0A722	P0A717
P0A776	P0A717
P0AFF6	P0A717
P0ABH9	P0A717
P10441	P0A717
P0AAS7	P0A717
P75960	P0A717
P0A7K2	P0A720
P0AAI3	P0A722
P0A7J0	P0A722
P77781	P0A722
Q46920	P0A722
P0A7V3	P0A722
P27431	P0A729
P0A988	P0A731
P0A7K6	P0A738
P0A7M2	P0A738
P0A742	P0A742
P52005	P0A746
P0A988	P0A749
P46837	P0A749
P69931	P0A749
P0A717	P0A749
P28635	P0A754
P0A6P9	P0A759
P0A991	P0A759
P0A6M8	P0A759
P69910	P0A759
P0A9B2	P0A759
P0A6F9	P0A759
P0A8N3	P0A759
P09373	P0A759
P0A799	P0A759
P0A9M8	P0A759
P60422	P0A759
P0AG55	P0A759
P0A7Z4	P0A759
P0A7V8	P0A759
P0A7R5	P0A759
P0A850	P0A759
P0A853	P0A759
P28904	P0A759
P76316	P0A761
P30147	P0A761
P06709	P0A761
P0A9P6	P0A776
P37765	P0A776
P21499	P0A776
P0ADY3	P0A776
P0AG44	P0A776
P60624	P0A776
P0A7V3	P0A776
P0ACF0	P0A776
P0ACF4	P0A776
P0ADY7	P0A776
P0AG48	P0A776
P0A7M2	P0A776
P02358	P0A776
P0A7T7	P0A776
P0A7U3	P0A776
P0ADK8	P0A776
P75864	P0A776
P0A7L0	P0A776
P60723	P0A776
P0AG55	P0A776
P0A7R1	P0A776
P0AA10	P0A776
P0C018	P0A776
P10443	P0A780
P06710	P0A780
P0A867	P0A796
P12281	P0A796
P02918	P0A799
P0A6Q3	P0A799
P39180	P0A799
P05055	P0A799
P0A7R1	P0A799
P02358	P0A799
P0A944	P0A799
P22939	P0A7A7
P0A7V8	P0A7A7
P13029	P0A7A9
P0AG86	P0A7A9
P46474	P0A7A9
P0A6F5	P0A7A9
P04951	P0A7A9
P0A850	P0A7A9
P0AAF6	P0A7B1
P00956	P0A7B1
P0A6H5	P0A7B8
P0A9M0	P0A7B8
P25527	P0A7B8
P0A8H6	P0A7B8
P37095	P0A7C6
P0A6F5	P0A7D1
P0A901	P0A7D4
P0ABU7	P0A7D4
P0A9Q5	P0A7D4
P0ACF8	P0A7D4
P31677	P0A7D4
P0A7L0	P0A7D4
P0ADP0	P0A7D4
P15254	P0A7D4
P0AF67	P0A7D4
P31663	P0A7D7
P0A850	P0A7D7
P30015	P0A7D7
P31463	P0A7D7
P0A7L0	P0A7E9
P0AAE8	P0A7E9
P0ABH9	P0A7E9
P0C0V0	P0A7E9
P0A6M8	P0A7E9
P0A725	P0A7E9
P02413	P0A7E9
P0AG48	P0A7E9
P0ADZ0	P0A7E9
P0AG67	P0A7E9
P0AG59	P0A7E9
P0A7T3	P0A7E9
P30137	P0A7E9
P76272	P0A7E9
P0AGK4	P0A7E9
P0A6I9	P0A7F6
P45568	P0A7F6
P0AFG3	P0A7F6
Q46938	P0A7F9
P31552	P0A7F9
P0ACF0	P0A7F9
P0A7U3	P0A7F9
P0AAM7	P0A7G6
P0A7E9	P0A7G6
P24192	P0A7G6
P0A6F9	P0A7G6
P0AFP6	P0A7G6
P77488	P0A7G6
P69931	P0A7G6
P0A817	P0A7G6
P0A9X4	P0A7G6
P03842	P0A7G6
P0A6F5	P0A7H0
P0A6F9	P0A7H0
Q47706	P0A7H0
P07813	P0A7I0
P30844	P0A7I0
P71229	P0A7I0
P0A9J8	P0A7I0
Q46833	P0A7I0
P0A832	P0A7I4
P0AFI0	P0A7J0
P39830	P0A7J0
P37351	P0A7J3
P0A6Z1	P0A7J3
P75829	P0A7J3
P05637	P0A7J3
P0ABV2	P0A7J3
P0AEW1	P0A7J3
P17952	P0A7J3
P33591	P0A7J3
P76658	P0A7J3
P37751	P0A7J3
P0A8M6	P0A7J3
P46474	P0A7J3
P0ADZ0	P0A7J3
P02929	P0A7J3
P0A850	P0A7J3
P21513	P0A7J7
P0A707	P0A7J7
P0A8T1	P0A7J7
P0AGK4	P0A7J7
P0A9P6	P0A7J7
P0ABU7	P0A7J7
P0AC30	P0A7J7
P02918	P0A7J7
P30011	P0A7J7
P0ADA3	P0A7J7
P10408	P0A7J7
P0AAS7	P0A7J7
P0A8J8	P0A7J7
P0ABA6	P0A7J7
P69931	P0A7K2
P0AFI2	P0A7K2
P42641	P0A7K2
P24188	P0A7K2
P0AF26	P0A7K2
P0A6Z6	P0A7K2
P08956	P0A7K2
P0AGB3	P0A7K2
P08390	P0A7K2
P77704	P0A7K2
P77698	P0A7K2
P0AA39	P0A7K2
P0AAZ4	P0A7K2
P0ABH9	P0A7K2
P0A9X9	P0A7K2
P36995	P0A7K2
P23895	P0A7K2
P0ABV2	P0A7K2
P0AAI3	P0A7K2
P0AC30	P0A7K2
P15038	P0A7K2
P28905	P0A7K2
P28632	P0A7K2
P0A6H5	P0A7K2
P0ACE0	P0A7K2
P61316	P0A7K2
P22523	P0A7K2
P68739	P0A7K2
P0ADA3	P0A7K2
P21513	P0A7K2
P0ADZ0	P0A7K2
P0A8V2	P0A7K2
P39286	P0A7K2
P0AGB0	P0A7K2
P46923	P0A7K2
P23003	P0A7K2
P0A8D0	P0A7K2
P0A9K3	P0A7K2
P76578	P0A7K2
P52126	P0A7K2
Q46821	P0A7K2
P46852	P0A7K2
P0ADQ2	P0A7K2
P24203	P0A7K2
P0AEB7	P0A7K2
P64588	P0A7K2
P0A7Z4	P0A7K2
P0A8W8	P0A7K6
P0A7B8	P0A7K6
P0A9W0	P0A7K6
P0A9Y6	P0A7K6
P0A968	P0A7K6
P69913	P0A7K6
P0AD61	P0A7K6
P0AA39	P0A7K6
P0AAS7	P0A7K6
P0A8M6	P0A7K6
P39407	P0A7K6
P0ACN4	P0A7K6
P05637	P0A7K6
P45568	P0A7K6
P0A6X3	P0A7K6
P28905	P0A7K6
P45395	P0A7K6
P02918	P0A7K6
P68739	P0A7K6
P76658	P0A7K6
P0A7Y8	P0A7K6
P0ADZ0	P0A7K6
P0A7Z4	P0A7K6
P37903	P0A7K6
P77717	P0A7K6
P0AB18	P0A7K6
P76104	P0A7K6
P77781	P0A7K6
P64540	P0A7K6
P77293	P0A7K6
P46853	P0A7K6
P76116	P0A7K6
P76193	P0A7K6
P76223	P0A7K6
P64588	P0A7K6
P0A9P6	P0A7K6
P0A715	P0A7K6
P0A776	P0A7K6
P0A9K3	P0A7K6
P21513	P0A7L0
P0A8M3	P0A7L0
P00490	P0A7L0
P0A9Y6	P0A7L0
P69913	P0A7L0
P05055	P0A7L0
P00579	P0A7L0
P0A9W0	P0A7L0
P0A8G0	P0A7L0
P75829	P0A7L0
P76104	P0A7L0
P0A8M6	P0A7L0
P39407	P0A7L0
P10443	P0A7L0
P16528	P0A7L0
P0AFH2	P0A7L0
P31828	P0A7L0
P09546	P0A7L0
P0A8J8	P0A7L0
P14081	P0A7L0
P33570	P0A7L0
P36879	P0A7L0
P0ACV4	P0A7L0
P77781	P0A7L0
P66948	P0A7L0
P0ADK8	P0A7L0
P0AF63	P0A7L0
P39396	P0A7L0
P36659	P0A7L0
P0A6Q3	P0A7L0
P22939	P0A7L0
P21645	P0A7L0
P20083	P0A7L0
P60723	P0A7L0
P21507	P0A7L0
P0A6X3	P0A7L0
P0AA39	P0A7L0
P0A7Y8	P0A7L0
P21499	P0A7L0
P0A9K3	P0A7L0
P36979	P0A7L0
P0AGJ5	P0A7L0
P0A7R1	P0A7L0
P0A850	P0A7L0
P0A9P6	P0A7L3
P69913	P0A7L3
P63228	P0A7L3
P0A700	P0A7L3
P0A707	P0A7L3
P0A776	P0A7L3
P76086	P0A7L3
P21499	P0A7L3
P75829	P0A7L3
P76104	P0A7L3
P76543	P0A7L3
P0AGK4	P0A7L3
P46853	P0A7L3
P0A7Y8	P0A7L3
P36979	P0A7L3
P0A8M6	P0A7L8
P0A8W8	P0A7L8
P36979	P0A7L8
P64588	P0A7L8
P0AES4	P0A7L8
P0AGC7	P0A7M2
P69797	P0A7M2
P75919	P0A7M2
P30871	P0A7M2
P16678	P0A7M2
P25397	P0A7M2
P23325	P0A7M2
P0A9P6	P0A7M2
P76541	P0A7M2
P0ABU7	P0A7M2
P0A6Q3	P0A7M2
P0AC86	P0A7M2
P00960	P0A7M2
P63228	P0A7M2
P30131	P0A7M2
P0AGK8	P0A7M2
P45395	P0A7M2
P0A6A6	P0A7M2
P22523	P0A7M2
P33937	P0A7M2
P50465	P0A7M2
P0ADA3	P0A7M2
P76086	P0A7M2
P00864	P0A7M2
P31828	P0A7M2
P37765	P0A7M2
P0A7Y4	P0A7M2
P0AAH8	P0A7M2
P0A832	P0A7M2
P0AGE0	P0A7M2
P46923	P0A7M2
P37751	P0A7M2
P30864	P0A7M2
P0AAS7	P0A7M2
P0A8Z3	P0A7M2
P75829	P0A7M2
P0ACV4	P0A7M2
P0A8R7	P0A7M2
P76389	P0A7M2
P76543	P0A7M2
P66948	P0A7M2
P76578	P0A7M2
P76594	P0A7M2
P46853	P0A7M2
P32680	P0A7M2
P0A8X0	P0A7M2
P76116	P0A7M2
P0AG24	P0A7M2
P28905	P0A7M6
P23917	P0A7M6
P02918	P0A7M6
P0ADA3	P0A7M6
P0AGB0	P0A7M6
P46923	P0A7M6
P0A8Z3	P0A7M6
P75829	P0A7M6
P75838	P0A7M6
P0ACV4	P0A7M6
P77781	P0A7M6
P38521	P0A7N4
P25516	P0A7N4
P69931	P0A7N9
P0A901	P0A7N9
P03007	P0A7N9
P63177	P0A7N9
P0ADZ0	P0A7N9
P0A8V2	P0A7N9
P39286	P0A7N9
P0AGE0	P0A7N9
P06612	P0A7N9
P0AAS7	P0A7N9
P0A8M6	P0A7N9
P0A9M0	P0A7R1
P37659	P0A7R1
P0A9Y6	P0A7R1
P02918	P0A7R1
P0AG24	P0A7R1
P0A847	P0A7R1
P0AAS7	P0A7R1
P0AGJ5	P0A7R1
Q46820	P0A7R1
P0ABJ3	P0A7R1
P0ABU7	P0A7R1
P23917	P0A7R1
P00490	P0A7R1
P09546	P0A7R1
P0A836	P0A7R1
P31550	P0A7R1
P46923	P0A7R1
P76104	P0A7R1
P13518	P0A7R1
P46474	P0A7R1
P46853	P0A7R1
P39274	P0A7R1
P39385	P0A7R1
P0AE45	P0A7R1
P37765	P0A7R1
P0AA39	P0A7R1
P21499	P0A7R1
P0A9K3	P0A7R1
P36659	P0A7R1
P0A8I5	P0A7R1
P69931	P0A7R5
P0A7H3	P0A7R5
P62617	P0A7R5
P22523	P0A7R5
P0AGK4	P0A7R5
P0AFG0	P0A7R5
P0AA43	P0A7R5
P0A9Y6	P0A7R5
P0A972	P0A7R5
P0A901	P0A7R5
P0ABH9	P0A7R5
P0A9X9	P0A7R5
P0ABJ3	P0A7R5
P0ABS1	P0A7R5
P0ABU7	P0A7R5
P17952	P0A7R5
P06722	P0A7R5
P0A9L8	P0A7R5
P0A7E9	P0A7R5
P0A7Y8	P0A7R5
P0AG24	P0A7R5
P0A836	P0A7R5
