	ID interactor A	ID interactor B
RPOA_ECOLI	P0ABQ0	P0A7Z4
RPOA_ECOLI	P0A6W5	P0A7Z4
RPOA_ECOLI	P0A6X3	P0A7Z4
RPOA_ECOLI	P68739	P0A7Z4
RPOA_ECOLI	P00582	P0A7Z4
RPOA_ECOLI	P07012	P0A7Z4
RPOA_ECOLI	P69407	P0A7Z4
RPOA_ECOLI	P0AFG8	P0A7Z4
RPOA_ECOLI	P21889	P0A7Z4
RPOA_ECOLI	P0A9Y6	P0A7Z4
RPOA_ECOLI	P0A7L0	P0A7Z4
RPOA_ECOLI	P60438	P0A7Z4
RPOA_ECOLI	P62399	P0A7Z4
RPOA_ECOLI	P0A7K2	P0A7Z4
RPOA_ECOLI	P0AA10	P0A7Z4
RPOA_ECOLI	P02413	P0A7Z4
RPOA_ECOLI	P0ADY7	P0A7Z4
RPOA_ECOLI	P0A7K6	P0A7Z4
RPOA_ECOLI	P0A7L8	P0A7Z4
RPOA_ECOLI	P0A7M2	P0A7Z4
RPOA_ECOLI	P0A7N9	P0A7Z4
RPOA_ECOLI	P0A7V0	P0A7Z4
RPOA_ECOLI	P0A7V3	P0A7Z4
RPOA_ECOLI	P0A7V8	P0A7Z4
RPOA_ECOLI	P0AG59	P0A7Z4
RPOA_ECOLI	P0ADZ4	P0A7Z4
RPOA_ECOLI	P06612	P0A7Z4
RPOA_ECOLI	P08390	P0A7Z4
RPOA_ECOLI	P0A8E5	P0A7Z4
RPOA_ECOLI	P05852	P0A7Z4
RPOB_ECOLI	P0A6F5	P0A8V2
RPOB_ECOLI	P0AFF6	P0A8V2
RPOB_ECOLI	P24255	P0A8V2
RPOB_ECOLI	P0A800	P0A8V2
RPOB_ECOLI	P77071	P0A8V2
RPOB_ECOLI	P0AE60	P0A8V2
RPOB_ECOLI	P0ABH9	P0A8V2
RPOB_ECOLI	P0A9B2	P0A8V2
RPOB_ECOLI	P0A9Z1	P0A8V2
RPOB_ECOLI	P60240	P0A8V2
RPOB_ECOLI	P0A6X3	P0A8V2
RPOB_ECOLI	P0C054	P0A8V2
RPOB_ECOLI	P0A8N5	P0A8V2
RPOB_ECOLI	P0A9X4	P0A8V2
RPOB_ECOLI	P00582	P0A8V2
RPOB_ECOLI	P0A8V2	P0A8V2
RPOB_ECOLI	P77611	P0A8V2
RPOB_ECOLI	Q46814	P0A8V2
RPOB_ECOLI	P06961	P0A8V2
RPOB_ECOLI	P0A9F3	P0A8V2
RPOB_ECOLI	P23367	P0A8V2
RPOB_ECOLI	P24211	P0A8V2
RPOB_ECOLI	P60422	P0A8V2
RPOB_ECOLI	P60723	P0A8V2
RPOB_ECOLI	P0A7J7	P0A8V2
RPOB_ECOLI	P0A7N9	P0A8V2
RPOB_ECOLI	P0A7U7	P0A8V2
RPOB_ECOLI	P68679	P0A8V2
RPOB_ECOLI	P10408	P0A8V2
RPOB_ECOLI	P38684	P0A8V2
RPOB_ECOLI	P02990	P0A8V2
RPOB_ECOLI	P0A8E5	P0A8V2
RPOB_ECOLI	P0A9U1	P0A8V2
RPOB_ECOLI	P0AGE0	P0A8V2
RPOB_ECOLI	P0ACA3	P0A8V2
RPOB_ECOLI	P0A847	P0A8V2
RPOB_ECOLI	P06612	P0A8V2
RPOB_ECOLI	P75767	P0A8V2
RPOB_ECOLI	P05852	P0A8V2
RPOB_ECOLI	P37195	P0A8V2
RPOB_ECOLI	P23839	P0A8V2
RPOC_ECOLI	P11989	P0A8T7
RPOC_ECOLI	P0A8V2	P0A8T7
RPOC_ECOLI	P00579	P0A8T7
RPOC_ECOLI	P0A7Z4	P0A8T7
RPOC_ECOLI	P0AFF6	P0A8T7
RPOC_ECOLI	P0AEM6	P0A8T7
RPOC_ECOLI	P0AFX4	P0A8T7
RPOC_ECOLI	P69441	P0A8T7
RPOC_ECOLI	P0A6R3	P0A8T7
RPOC_ECOLI	P0A9B2	P0A8T7
RPOC_ECOLI	P60240	P0A8T7
RPOC_ECOLI	P0ACF8	P0A8T7
RPOC_ECOLI	P28632	P0A8T7
RPOC_ECOLI	P0A8N5	P0A8T7
RPOC_ECOLI	P0A9X4	P0A8T7
RPOC_ECOLI	P0AFG0	P0A8T7
RPOC_ECOLI	P00582	P0A8T7
RPOC_ECOLI	P60723	P0A8T7
RPOC_ECOLI	P0A8T7	P0A8T7
RPOC_ECOLI	P77609	P0A8T7
RPOC_ECOLI	P0AC23	P0A8T7
RPOC_ECOLI	P06983	P0A8T7
RPOC_ECOLI	P00490	P0A8T7
RPOC_ECOLI	P60422	P0A8T7
RPOC_ECOLI	P60438	P0A8T7
RPOC_ECOLI	P0A7R1	P0A8T7
RPOC_ECOLI	P0AG44	P0A8T7
RPOC_ECOLI	P61175	P0A8T7
RPOC_ECOLI	P0A7V3	P0A8T7
RPOC_ECOLI	P0A7V8	P0A8T7
RPOC_ECOLI	P0A7W1	P0A8T7
RPOC_ECOLI	P13445	P0A8T7
RPOC_ECOLI	P0AG24	P0A8T7
RPOC_ECOLI	P08390	P0A8T7
RPOC_ECOLI	P0AAS7	P0A8T7
RPOC_ECOLI	P75829	P0A8T7
RPOC_ECOLI	P00892	P0A8T7
RPOC_ECOLI	P37195	P0A8T7
RPOD_ECOLI	P0AFX4	P00579
RPOD_ECOLI	P0ACH8	P00579
RPOD_ECOLI	P0A7Z4	P00579
RPOD_ECOLI	P00579	P00579
RPOD_ECOLI	P0A8V2	P00579
RPOD_ECOLI	P06134	P00579
RPOD_ECOLI	P0AE60	P00579
RPOD_ECOLI	P0A705	P00579
RPOD_ECOLI	P37095	P00579
RPOD_ECOLI	P0A7L0	P00579
RPOD_ECOLI	P0A7K2	P00579
RPOD_ECOLI	P0AG48	P00579
RPOD_ECOLI	P0AG67	P00579
RPOD_ECOLI	P0A7V0	P00579
RPOD_ECOLI	P0A7V3	P00579
RPOD_ECOLI	P0A7V8	P00579
RPOD_ECOLI	P02359	P00579
RPOD_ECOLI	P0A8M6	P00579
RPOD_ECOLI	P08504	P00579
RPOD_ECOLI	P76268	P00579
RPOD_ECOLI	P0AG30	P00579
RPOD_ECOLI	P0A7K2	P00579
RPOD_ECOLI	P0A7K6	P00579
RPOD_ECOLI	P0AG48	P00579
RPOD_ECOLI	P0A7M2	P00579
RPOD_ECOLI	P0AE60	P00579
RPOD_ECOLI	P0A7Z4	P00579
RPOD_ECOLI	P0AFF6	P00579
RPOD_ECOLI	P0A8T7	P00579
RPOD_ECOLI	P0A800	P00579
RP32_ECOLI	P0A6Y8	P0AGB3
RP32_ECOLI	P0AFX4	P0AGB3
RP32_ECOLI	P0A8V2	P0AGB3
RP32_ECOLI	P0AGB3	P0AGB3
RP32_ECOLI	P28304	P0AGB3
RP32_ECOLI	P0A7K2	P0AGB3
RP32_ECOLI	P0A7Z4	P0AGB3
RP32_ECOLI	P0A8T7	P0AGB3
RP32_ECOLI	P0A7V8	P0AGB3
DPO1_ECOLI	P0ACF4	P00582
DPO1_ECOLI	P00582	P00582
DPO1_ECOLI	P06959	P00582
DPO1_ECOLI	P77182	P00582
DPO1_ECOLI	P0A6R3	P00582
DPO1_ECOLI	P0ACF8	P00582
DPO1_ECOLI	P43329	P00582
DPO1_ECOLI	P0ACF0	P00582
DPO1_ECOLI	P0A9P0	P00582
DPO1_ECOLI	P00490	P00582
DPO1_ECOLI	P0A817	P00582
DPO1_ECOLI	P11880	P00582
DPO1_ECOLI	P0AA10	P00582
DPO1_ECOLI	P0A7M2	P00582
DPO1_ECOLI	P0A7V0	P00582
DPO1_ECOLI	P0A9K9	P00582
DPO1_ECOLI	P02990	P00582
DPO1_ECOLI	P0ACI0	P00582
DPO1_ECOLI	P0ADM6	P00582
DPO1_ECOLI	P76550	P00582
DPO1_ECOLI	P0A9W3	P00582
DPO1_ECOLI	P0A715	P00582
DPO1_ECOLI	P0A817	P00582
DPO1_ECOLI	P0A7Z4	P00582
DPO3B_ECOLI	P0A988	P0A988
DPO3B_ECOLI	P10443	P0A988
DPO3B_ECOLI	P28905	P0A988
DPO3B_ECOLI	P0AEK4	P0A988
DPO3B_ECOLI	P0A8N5	P0A988
DPO3B_ECOLI	P0A7A9	P0A988
DPO3B_ECOLI	P21599	P0A988
DPO3B_ECOLI	P0A8E7	P0A988
DPO3B_ECOLI	P0AFX0	P0A988
GLGC_ECOLI	P0A6V1	P0A6V1
RNH_ECOLI	P21893	P0A7Y4
RNH_ECOLI	P0A7Y4	P0A7Y4
RNH_ECOLI	P0AFG8	P0A7Y4
RNH_ECOLI	P06959	P0A7Y4
RNH_ECOLI	P0ACF0	P0A7Y4
RNH_ECOLI	P0A9P0	P0A7Y4
RNH_ECOLI	P00490	P0A7Y4
RNH_ECOLI	P15043	P0A7Y4
RNH_ECOLI	P60422	P0A7Y4
RNH_ECOLI	P0A7M2	P0A7Y4
RNH_ECOLI	P0A7V3	P0A7Y4
RNH_ECOLI	P0A7X3	P0A7Y4
RNH_ECOLI	P0AG59	P0A7Y4
RNH_ECOLI	P0A7U7	P0A7Y4
RNH_ECOLI	P0AGE0	P0A7Y4
RNH_ECOLI	P06612	P0A7Y4
CYNS_ECOLI	P00816	P00816
DCDA_ECOLI	P00861	P00861
DCDA_ECOLI	P0A8N5	P00861
CAPP_ECOLI	P32053	P00864
CAPP_ECOLI	P33195	P00864
CAPP_ECOLI	P37330	P00864
DEOC_ECOLI	P0A6L0	P0A6L0
AROG_ECOLI	P0A6F5	P0AB91
AROG_ECOLI	P0AB91	P0AB91
AROF_ECOLI	P00888	P00888
CISY_ECOLI	P0ABH7	P0ABH7
ILVG_ECOLI	P0A968	P00892
ILVG_ECOLI	P00892	P00892
ILVG_ECOLI	P0AFG8	P00892
ILVG_ECOLI	P06959	P00892
ILVG_ECOLI	P33224	P00892
ILVG_ECOLI	P0ACF0	P00892
ILVG_ECOLI	P0ACF4	P00892
ILVG_ECOLI	P0A7L0	P00892
ILVG_ECOLI	P62399	P00892
ILVG_ECOLI	P0A7R1	P00892
ILVG_ECOLI	P0A7K2	P00892
ILVG_ECOLI	P0ADY7	P00892
ILVG_ECOLI	P0AG44	P00892
ILVG_ECOLI	P0C018	P00892
ILVG_ECOLI	P0A7K6	P00892
ILVG_ECOLI	P0A7L3	P00892
ILVG_ECOLI	P0AG48	P00892
ILVG_ECOLI	P60624	P00892
ILVG_ECOLI	P0A7M2	P00892
ILVG_ECOLI	P0A8V2	P00892
ILVG_ECOLI	P0AG67	P00892
ILVG_ECOLI	P0A7V3	P00892
ILVG_ECOLI	P0AG59	P00892
ILVG_ECOLI	P0A7T3	P00892
ILVG_ECOLI	P0A7U7	P00892
ILVG_ECOLI	P75864	P00892
ILVG_ECOLI	P37765	P00892
ILVG_ECOLI	P0AGJ5	P00892
ILVG_ECOLI	P0ADK8	P00892
ILVG_ECOLI	P75966	P00892
ILVG_ECOLI	P0A776	P00892
ILVG_ECOLI	P0AGK4	P00892
ILVI_ECOLI	P00893	P00893
ILVI_ECOLI	P52644	P00893
ILVI_ECOLI	P0AFI7	P00893
ILVI_ECOLI	P0A7R1	P00893
ILVI_ECOLI	P0A7M2	P00893
ILVI_ECOLI	P0AG67	P00893
ILVH_ECOLI	P00894	P00894
ILVH_ECOLI	P0ADM8	P00894
PABA_ECOLI	P05041	P00903
CARA_ECOLI	P0A6F1	P0A6F1
TNAA_ECOLI	P0A853	P0A853
PHR_ECOLI	P00914	P00914
FUMA_ECOLI	P08142	P0AC33
THRC_ECOLI	P37647	P00934
THRC_ECOLI	P38104	P00934
THRC_ECOLI	P0AET2	P00934
THRC_ECOLI	P0ACF8	P00934
THRC_ECOLI	P0A7M2	P00934
METB_ECOLI	P00935	P00935
XYLA_ECOLI	P0CE47	P00944
MANA_ECOLI	P00946	P00946
MANA_ECOLI	P18196	P00946
MANA_ECOLI	P75864	P00946
SYY_ECOLI	P0AGJ9	P0AGJ9
SYY_ECOLI	P0A6Y8	P0AGJ9
SYW_ECOLI	P00954	P00954
SYW_ECOLI	P61175	P00954
SYW_ECOLI	P0A7V0	P00954
SYT_ECOLI	P0A8M3	P0A8M3
SYT_ECOLI	P0A6P9	P0A8M3
SYT_ECOLI	P60438	P0A8M3
SYT_ECOLI	P0A7R1	P0A8M3
SYT_ECOLI	P0AA10	P0A8M3
SYT_ECOLI	P0A7K6	P0A8M3
SYT_ECOLI	P0A7R5	P0A8M3
SYT_ECOLI	P0A7S9	P0A8M3
SYT_ECOLI	P0AG59	P0A8M3
SYT_ECOLI	P0ACC9	P0A8M3
SYT_ECOLI	P0AGK4	P0A8M3
SYT_ECOLI	P23839	P0A8M3
SYI_ECOLI	P00956	P00956
SYI_ECOLI	P02925	P00956
SYI_ECOLI	P02990	P00956
SYI_ECOLI	P0ACN4	P00956
SYI_ECOLI	P0AE18	P00956
SYA_ECOLI	P00957	P00957
SYA_ECOLI	P0A6Y8	P00957
SYA_ECOLI	P0CE47	P00957
SYA_ECOLI	P04805	P00957
SYM_ECOLI	P0AG80	P00959
SYGA_ECOLI	P00960	P00960
SYGA_ECOLI	P0AA10	P00960
SYGA_ECOLI	P0ADY7	P00960
SYGA_ECOLI	P0AG48	P00960
SYGA_ECOLI	P0A7M2	P00960
SYGA_ECOLI	P0A9X4	P00960
SYGA_ECOLI	P18843	P00960
SYGA_ECOLI	P62399	P00960
SYGA_ECOLI	P0AG55	P00960
SYGA_ECOLI	P0AA10	P00960
SYGA_ECOLI	P0ADY7	P00960
SYGA_ECOLI	P0A7K6	P00960
SYGA_ECOLI	P0A7S9	P00960
SYGB_ECOLI	P00961	P00961
SYGB_ECOLI	P0AES6	P00961
SYGB_ECOLI	P0AEU7	P00961
SYGB_ECOLI	P0A8D0	P00961
SYQ_ECOLI	P0A6Q6	P00962
SYQ_ECOLI	P00962	P00962
SYQ_ECOLI	P21645	P00962
ASNA_ECOLI	P00963	P00963
ASNA_ECOLI	P0A836	P00963
CARB_ECOLI	P0A6F1	P00968
CARB_ECOLI	P00968	P00968
CARB_ECOLI	P0A6W5	P00968
CARB_ECOLI	P0A6F1	P00968
CARB_ECOLI	P0A7R5	P00968
CARB_ECOLI	P04128	P00968
CARB_ECOLI	P30015	P00968
SSB_ECOLI	P0A7H3	P0AGE0
SSB_ECOLI	P04995	P0AGE0
SSB_ECOLI	P0AGE0	P0AGE0
SSB_ECOLI	P07376	P0AGE0
SSB_ECOLI	P10443	P0AGE0
SSB_ECOLI	P28905	P0AGE0
SSB_ECOLI	P28632	P0AGE0
SSB_ECOLI	P0ABS8	P0AGE0
SSB_ECOLI	P0A9M0	P0AGE0
SSB_ECOLI	P20083	P0AGE0
SSB_ECOLI	P21893	P0AGE0
SSB_ECOLI	P75697	P0AGE0
SSB_ECOLI	P0A6Y8	P0AGE0
SSB_ECOLI	P0AES4	P0AGE0
SSB_ECOLI	P0ACF0	P0AGE0
SSB_ECOLI	P00490	P0AGE0
SSB_ECOLI	P46022	P0AGE0
SSB_ECOLI	P31061	P0AGE0
SSB_ECOLI	P60438	P0AGE0
SSB_ECOLI	P60723	P0AGE0
SSB_ECOLI	P0A7K6	P0AGE0
SSB_ECOLI	P61175	P0AGE0
SSB_ECOLI	P60624	P0AGE0
SSB_ECOLI	P0A7N9	P0AGE0
SSB_ECOLI	P0A7Z4	P0AGE0
SSB_ECOLI	P0A8T7	P0AGE0
SSB_ECOLI	P0A7V8	P0AGE0
SSB_ECOLI	P0A7R5	P0AGE0
SSB_ECOLI	P10408	P0AGE0
SSB_ECOLI	P0A9K9	P0AGE0
SSB_ECOLI	P25522	P0AGE0
SSB_ECOLI	P02990	P0AGE0
SSB_ECOLI	P77398	P0AGE0
SSB_ECOLI	P0AGJ5	P0AGE0
SSB_ECOLI	P0A6A0	P0AGE0
DBHB_ECOLI	P0ACF0	P0ACF4
DBHB_ECOLI	P0ACF4	P0ACF4
DBHB_ECOLI	P0A9X9	P0ACF4
DBHB_ECOLI	P0A9P6	P0ACF4
DBHB_ECOLI	P10485	P0ACF4
DBHB_ECOLI	P0A6R3	P0ACF4
DBHB_ECOLI	P0A6X7	P0ACF4
DBHB_ECOLI	P0AEU7	P0ACF4
DBHB_ECOLI	P0ACF8	P0ACF4
DBHB_ECOLI	P10484	P0ACF4
DBHB_ECOLI	P60438	P0ACF4
DBHB_ECOLI	P0A7Z4	P0ACF4
DBHB_ECOLI	P02359	P0ACF4
DBHB_ECOLI	P04951	P0ACF4
DBHB_ECOLI	P68739	P0ACF4
DBHB_ECOLI	P0A7E9	P0ACF4
DBHB_ECOLI	P0A9K9	P0ACF4
DBHB_ECOLI	P0A832	P0ACF4
DBHB_ECOLI	P0A847	P0ACF4
DBHB_ECOLI	P03018	P0ACF4
DBHB_ECOLI	P0A9W0	P0ACF4
DBHA_ECOLI	P0ACF0	P0ACF0
DBHA_ECOLI	P0A968	P0ACF0
DBHA_ECOLI	P0A972	P0ACF0
DBHA_ECOLI	P0A9P6	P0ACF0
DBHA_ECOLI	P0A6Y1	P0ACF0
DBHA_ECOLI	P0ACF8	P0ACF0
DBHA_ECOLI	P0A6Y8	P0ACF0
DBHA_ECOLI	P00490	P0ACF0
DBHA_ECOLI	P15977	P0ACF0
DBHA_ECOLI	P0A7Z4	P0ACF0
DBHA_ECOLI	P0A715	P0ACF0
DBHA_ECOLI	P17443	P0ACF0
DBHA_ECOLI	P68739	P0ACF0
DBHA_ECOLI	P05055	P0ACF0
DBHA_ECOLI	P0A7Y8	P0ACF0
DBHA_ECOLI	P0A8V2	P0ACF0
DBHA_ECOLI	P0A8T7	P0ACF0
DBHA_ECOLI	P0A832	P0ACF0
DBHA_ECOLI	P0A847	P0ACF0
DBHA_ECOLI	P0A8F8	P0ACF0
DBHA_ECOLI	P03018	P0ACF0
DBHA_ECOLI	P21499	P0ACF0
DBHA_ECOLI	P0AFP2	P0ACF0
DBHA_ECOLI	P0ACN4	P0ACF0
DBHA_ECOLI	P0AAS7	P0ACF0
DBHA_ECOLI	P0A9K3	P0ACF0
DBHA_ECOLI	P75829	P0ACF0
DBHA_ECOLI	P0A776	P0ACF0
DBHA_ECOLI	P33371	P0ACF0
DBHA_ECOLI	P03024	P0ACF0
RS1_ECOLI	P0A7V0	P0AG67
RS1_ECOLI	P36659	P0AG67
RS1_ECOLI	P0ABH9	P0AG67
RS1_ECOLI	P0A972	P0AG67
RS1_ECOLI	P0A9P6	P0AG67
RS1_ECOLI	P0AEK4	P0AG67
RS1_ECOLI	P0A6X3	P0AG67
RS1_ECOLI	P04951	P0AG67
RS1_ECOLI	P0A7E9	P0AG67
RS1_ECOLI	P0A7Y8	P0AG67
RS1_ECOLI	P0A7Z4	P0AG67
RS1_ECOLI	P0A7W1	P0AG67
RS1_ECOLI	P0AEM0	P0AG67
RS1_ECOLI	P0A832	P0AG67
RS1_ECOLI	P0AG24	P0AG67
RS1_ECOLI	P0A8M3	P0AG67
RS1_ECOLI	P0A850	P0AG67
RS1_ECOLI	P0A8E5	P0AG67
RS1_ECOLI	P0AAS7	P0AG67
RS1_ECOLI	P0A9K3	P0AG67
RS1_ECOLI	P37765	P0AG67
RS1_ECOLI	P36979	P0AG67
RS1_ECOLI	P0A776	P0AG67
RS1_ECOLI	P0AF67	P0AG67
RS1_ECOLI	P39286	P0AG67
RS1_ECOLI	P0A9W0	P0AG67
RS2_ECOLI	P0A7K2	P0A7V0
RS2_ECOLI	P0A7V3	P0A7V0
RS2_ECOLI	P00957	P0A7V0
RS2_ECOLI	P0A6P5	P0A7V0
RS2_ECOLI	P0A9H3	P0A7V0
RS2_ECOLI	P0ABH9	P0A7V0
RS2_ECOLI	P0A6G7	P0A7V0
RS2_ECOLI	P0A968	P0A7V0
RS2_ECOLI	P0A978	P0A7V0
RS2_ECOLI	P0ACB0	P0A7V0
RS2_ECOLI	P0A6Q3	P0A7V0
RS2_ECOLI	P0A6Q6	P0A7V0
RS2_ECOLI	P0AGD7	P0A7V0
RS2_ECOLI	P0A6R3	P0A7V0
RS2_ECOLI	P0A9R7	P0A7V0
RS2_ECOLI	P0C0R7	P0A7V0
RS2_ECOLI	P0A9A6	P0A7V0
RS2_ECOLI	P0ACC7	P0A7V0
RS2_ECOLI	P00960	P0A7V0
RS2_ECOLI	P30128	P0A7V0
RS2_ECOLI	P0AES6	P0A7V0
RS2_ECOLI	P0A6X3	P0A7V0
RS2_ECOLI	P0ACF8	P0A7V0
RS2_ECOLI	P28905	P0A7V0
RS2_ECOLI	P0ABS8	P0A7V0
RS2_ECOLI	P43329	P0A7V0
RS2_ECOLI	P33232	P0A7V0
RS2_ECOLI	P60785	P0A7V0
RS2_ECOLI	P21645	P0A7V0
RS2_ECOLI	P0AE18	P0A7V0
RS2_ECOLI	P22523	P0A7V0
RS2_ECOLI	P0A749	P0A7V0
RS2_ECOLI	P17952	P0A7V0
RS2_ECOLI	P20083	P0A7V0
RS2_ECOLI	P0A7A7	P0A7V0
RS2_ECOLI	P0A7A9	P0A7V0
RS2_ECOLI	P07012	P0A7V0
RS2_ECOLI	P42184	P0A7V0
RS2_ECOLI	P0A7D1	P0A7V0
RS2_ECOLI	P0AB89	P0A7V0
RS2_ECOLI	P25539	P0A7V0
RS2_ECOLI	P21513	P0A7V0
RS2_ECOLI	P0A7Y8	P0A7V0
RS2_ECOLI	P0A800	P0A7V0
RS2_ECOLI	P0A812	P0A7V0
RS2_ECOLI	P0AG24	P0A7V0
RS2_ECOLI	P25522	P0A7V0
RS2_ECOLI	P0A8M3	P0A7V0
RS2_ECOLI	P14294	P0A7V0
RS2_ECOLI	P03018	P0A7V0
RS2_ECOLI	P21499	P0A7V0
RS2_ECOLI	P0AAR3	P0A7V0
RS2_ECOLI	P0AAS7	P0A7V0
RS2_ECOLI	P77319	P0A7V0
RS2_ECOLI	P75829	P0A7V0
RS2_ECOLI	P00892	P0A7V0
RS2_ECOLI	P36979	P0A7V0
RS2_ECOLI	P0A6L9	P0A7V0
RS2_ECOLI	P0A776	P0A7V0
RS2_ECOLI	P0AC28	P0A7V0
RS2_ECOLI	P0A8I5	P0A7V0
RS2_ECOLI	P37195	P0A7V0
RS2_ECOLI	P31473	P0A7V0
RS2_ECOLI	P0A9W0	P0A7V0
RS2_ECOLI	P45748	P0A7V0
RS2_ECOLI	P0A6Y5	P0A7V0
RS3_ECOLI	P0A7V8	P0A7V3
RS3_ECOLI	P0A6P5	P0A7V3
RS3_ECOLI	P06709	P0A7V3
RS3_ECOLI	P0A9Y6	P0A7V3
RS3_ECOLI	P0A968	P0A7V3
RS3_ECOLI	P0AED9	P0A7V3
RS3_ECOLI	P0A6Q6	P0A7V3
RS3_ECOLI	P0ADH5	P0A7V3
RS3_ECOLI	P00960	P0A7V3
RS3_ECOLI	P0A9M0	P0A7V3
RS3_ECOLI	P33594	P0A7V3
RS3_ECOLI	P0AFF6	P0A7V3
RS3_ECOLI	P0AFG0	P0A7V3
RS3_ECOLI	P0A7A7	P0A7V3
RS3_ECOLI	P05055	P0A7V3
RS3_ECOLI	P42184	P0A7V3
RS3_ECOLI	P23830	P0A7V3
RS3_ECOLI	P69407	P0A7V3
RS3_ECOLI	P0A8J8	P0A7V3
RS3_ECOLI	P0A8V2	P0A7V3
RS3_ECOLI	P0AG24	P0A7V3
RS3_ECOLI	P06612	P0A7V3
RS3_ECOLI	P21499	P0A7V3
RS3_ECOLI	P0AAS7	P0A7V3
RS3_ECOLI	P76316	P0A7V3
RS3_ECOLI	P39286	P0A7V3
RS3_ECOLI	P0ACG8	P0A7V3
RS3_ECOLI	P0A6Y5	P0A7V3
RS3_ECOLI	P0A7K2	P0A7V3
RS4_ECOLI	P0A7W1	P0A7V8
RS4_ECOLI	P0ABH9	P0A7V8
RS4_ECOLI	P0A9X9	P0A7V8
RS4_ECOLI	P0A9Y6	P0A7V8
RS4_ECOLI	P0A968	P0A7V8
RS4_ECOLI	P0A9P6	P0A7V8
RS4_ECOLI	P0A6Q6	P0A7V8
RS4_ECOLI	P0A6X7	P0A7V8
RS4_ECOLI	P0A6Y1	P0A7V8
RS4_ECOLI	P33594	P0A7V8
RS4_ECOLI	P0AFF6	P0A7V8
RS4_ECOLI	P05055	P0A7V8
RS4_ECOLI	P42184	P0A7V8
RS4_ECOLI	P23830	P0A7V8
RS4_ECOLI	P69407	P0A7V8
RS4_ECOLI	P25539	P0A7V8
RS4_ECOLI	P21513	P0A7V8
RS4_ECOLI	P0AA43	P0A7V8
RS4_ECOLI	P14081	P0A7V8
RS4_ECOLI	P0A8G0	P0A7V8
RS4_ECOLI	P21499	P0A7V8
RS4_ECOLI	P00892	P0A7V8
RS4_ECOLI	P0AGJ5	P0A7V8
RS4_ECOLI	Q46906	P0A7V8
RS4_ECOLI	P37195	P0A7V8
RS5_ECOLI	P0A7K2	P0A7W1
RS5_ECOLI	P0A7V3	P0A7W1
RS5_ECOLI	P0A7L0	P0A7W1
RS5_ECOLI	P64476	P0A7W1
RS5_ECOLI	P76578	P0A7W1
RS5_ECOLI	P0A9J0	P0A7W1
RS5_ECOLI	P0ACJ8	P0A7W1
RS5_ECOLI	P0A9Y6	P0A7W1
RS5_ECOLI	P03004	P0A7W1
RS5_ECOLI	P0A6P9	P0A7W1
RS5_ECOLI	P0A6Q3	P0A7W1
RS5_ECOLI	P0AGD7	P0A7W1
RS5_ECOLI	P0ADH5	P0A7W1
RS5_ECOLI	P0A6R3	P0A7W1
RS5_ECOLI	P00960	P0A7W1
RS5_ECOLI	P0A6X3	P0A7W1
RS5_ECOLI	P28905	P0A7W1
RS5_ECOLI	P43329	P0A7W1
RS5_ECOLI	P0A6H5	P0A7W1
RS5_ECOLI	P0AC75	P0A7W1
RS5_ECOLI	P0A6I6	P0A7W1
RS5_ECOLI	P0A7A7	P0A7W1
RS5_ECOLI	P05055	P0A7W1
RS5_ECOLI	P07012	P0A7W1
RS5_ECOLI	P42184	P0A7W1
RS5_ECOLI	P0A7E9	P0A7W1
RS5_ECOLI	P30850	P0A7W1
RS5_ECOLI	P0A7Y4	P0A7W1
RS5_ECOLI	P0A7Y8	P0A7W1
RS5_ECOLI	P60723	P0A7W1
RS5_ECOLI	P0A7Z4	P0A7W1
RS5_ECOLI	P0A8V2	P0A7W1
RS5_ECOLI	P00579	P0A7W1
RS5_ECOLI	P0A7W1	P0A7W1
RS5_ECOLI	P60438	P0A7W1
RS5_ECOLI	P0AG48	P0A7W1
RS5_ECOLI	P0A7V0	P0A7W1
RS5_ECOLI	P02358	P0A7W1
RS5_ECOLI	P02359	P0A7W1
RS5_ECOLI	P0A7R5	P0A7W1
RS5_ECOLI	P0A7U3	P0A7W1
RS5_ECOLI	P0A7U7	P0A7W1
RS5_ECOLI	P02990	P0A7W1
RS5_ECOLI	P0AEM0	P0A7W1
RS5_ECOLI	P0A832	P0A7W1
RS5_ECOLI	P15082	P0A7W1
RS5_ECOLI	P05100	P0A7W1
RS5_ECOLI	P0A847	P0A7W1
RS5_ECOLI	P0A8M3	P0A7W1
RS5_ECOLI	P0A850	P0A7W1
RS5_ECOLI	P00954	P0A7W1
RS5_ECOLI	P75767	P0A7W1
RS5_ECOLI	P75829	P0A7W1
RS5_ECOLI	P00892	P0A7W1
RS5_ECOLI	P76104	P0A7W1
RS5_ECOLI	P0A9X1	P0A7W1
RS5_ECOLI	P76316	P0A7W1
RS5_ECOLI	P0AGJ5	P0A7W1
RS5_ECOLI	P0A776	P0A7W1
RS5_ECOLI	P0A8I5	P0A7W1
RS5_ECOLI	P0A8A8	P0A7W1
RS5_ECOLI	P63177	P0A7W1
RS5_ECOLI	P45748	P0A7W1
RS5_ECOLI	P0A6Y5	P0A7W1
RS6_ECOLI	P0A7T7	P02358
RS6_ECOLI	P33224	P02358
RS6_ECOLI	P0ABH9	P02358
RS6_ECOLI	P08622	P02358
RS6_ECOLI	P06710	P02358
RS6_ECOLI	P0A6X3	P02358
RS6_ECOLI	P16528	P02358
