ID interactor A_ID interactor B	ID interactor A	ID interactor B
P23917_P0A9K9	P23917	P0A9K9
P0A8E5_P0A9K9	P0A8E5	P0A9K9
P0AFP6_P0A9K9	P0AFP6	P0A9K9
P77781_P0A9K9	P77781	P0A9K9
P0A6G3_P0A9K9	P0A6G3	P0A9K9
P0AEI4_P0A9K9	P0AEI4	P0A9K9
P64588_P0A9K9	P64588	P0A9K9
P0AAE2_P0A9L3	P0AAE2	P0A9L3
P0AFZ7_P0A9L3	P0AFZ7	P0A9L3
P33360_P0A9L5	P33360	P0A9L5
P0AE08_P0A9L8	P0AE08	P0A9L8
P0A6P9_P0A9L8	P0A6P9	P0A9L8
P0A953_P0A9L8	P0A953	P0A9L8
P00363_P0A9L8	P00363	P0A9L8
P69910_P0A9L8	P69910	P0A9L8
P0AES4_P0A9L8	P0AES4	P0A9L8
P0ACF4_P0A9L8	P0ACF4	P0A9L8
P0AFI2_P0A9L8	P0AFI2	P0A9L8
P0A7B1_P0A9L8	P0A7B1	P0A9L8
P62399_P0A9L8	P62399	P0A9L8
P0A7J3_P0A9L8	P0A7J3	P0A9L8
P0A7J7_P0A9L8	P0A7J7	P0A9L8
P0AG67_P0A9L8	P0AG67	P0A9L8
P0A7T3_P0A9L8	P0A7T3	P0A9L8
P68066_P0A9L8	P68066	P0A9L8
P0AF90_P0A9L8	P0AF90	P0A9L8
P0CE47_P0A9L8	P0CE47	P0A9L8
P61889_P0A9L8	P61889	P0A9L8
P39336_P0A9M0	P39336	P0A9M0
P0A6F9_P0A9M0	P0A6F9	P0A9M0
P0A6C1_P0A9M0	P0A6C1	P0A9M0
P0AFP6_P0A9M0	P0AFP6	P0A9M0
P64517_P0A9M0	P64517	P0A9M0
P0AGD7_P0A9M0	P0AGD7	P0A9M0
P0A6X3_P0A9M0	P0A6X3	P0A9M0
P0A715_P0A9M0	P0A715	P0A9M0
P61320_P0A9M0	P61320	P0A9M0
P0A7L0_P0A9M0	P0A7L0	P0A9M0
P0A7V3_P0A9M0	P0A7V3	P0A9M0
P0CE47_P0A9M0	P0CE47	P0A9M0
P0C0R7_P0A9M0	P0C0R7	P0A9M0
P08365_P0A9M8	P08365	P0A9M8
P39332_P0A9M8	P39332	P0A9M8
P08622_P0A9M8	P08622	P0A9M8
P0AG63_P0A9P6	P0AG63	P0A9P6
P0AG55_P0A9P6	P0AG55	P0A9P6
P76116_P0A9P6	P76116	P0A9P6
P68679_P0A9P6	P68679	P0A9P6
P0AG67_P0A9P6	P0AG67	P0A9P6
P62399_P0A9P6	P62399	P0A9P6
P0AAS7_P0A9P6	P0AAS7	P0A9P6
P75825_P0A9P6	P75825	P0A9P6
P0AG44_P0A9P6	P0AG44	P0A9P6
P0C018_P0A9P6	P0C018	P0A9P6
P0ADZ0_P0A9P6	P0ADZ0	P0A9P6
P0A7L8_P0A9P6	P0A7L8	P0A9P6
P0A7S3_P0A9P6	P0A7S3	P0A9P6
P0A7U3_P0A9P6	P0A7U3	P0A9P6
P77499_P0A9P6	P77499	P0A9P6
P0ADK8_P0A9P6	P0ADK8	P0A9P6
P77509_P0A9P6	P77509	P0A9P6
P07658_P0A9P6	P07658	P0A9P6
P0A968_P0A9P6	P0A968	P0A9P6
P43329_P0A9P6	P43329	P0A9P6
P0AES6_P0A9P6	P0AES6	P0A9P6
P0AFG0_P0A9P6	P0AFG0	P0A9P6
P36979_P0A9P6	P36979	P0A9P6
P0AF90_P0A9P6	P0AF90	P0A9P6
P0AA39_P0A9P6	P0AA39	P0A9P6
P21499_P0A9P6	P21499	P0A9P6
P0A7L0_P0A9P6	P0A7L0	P0A9P6
P0A7R1_P0A9P6	P0A7R1	P0A9P6
P02358_P0A9P6	P02358	P0A9P6
P0A7R5_P0A9P6	P0A7R5	P0A9P6
P0A9Y6_P0A9P6	P0A9Y6	P0A9P6
P0ACF0_P0A9P6	P0ACF0	P0A9P6
P0AG48_P0A9P6	P0AG48	P0A9P6
P0A7W7_P0A9P6	P0A7W7	P0A9P6
P0AG59_P0A9P6	P0AG59	P0A9P6
P0A9K3_P0A9P6	P0A9K3	P0A9P6
P0AD03_P0A9Q1	P0AD03	P0A9Q1
P0A9Y6_P0A9Q5	P0A9Y6	P0A9Q5
P76243_P0A9Q5	P76243	P0A9Q5
P77808_P0A9Q5	P77808	P0A9Q5
P0ABD5_P0A9Q5	P0ABD5	P0A9Q5
P37751_P0A9Q7	P37751	P0A9Q7
P46853_P0A9Q7	P46853	P0A9Q7
P32689_P0A9Q7	P32689	P0A9Q7
P30015_P0A9Q7	P30015	P0A9Q7
P0A759_P0A9Q7	P0A759	P0A9Q7
P0A944_P0A9Q7	P0A944	P0A9Q7
P0AAS7_P0A9Q7	P0AAS7	P0A9Q7
P0AGK4_P0A9Q7	P0AGK4	P0A9Q7
P0A6F9_P0A9R7	P0A6F9	P0A9R7
P0C054_P0A9R7	P0C054	P0A9R7
P77658_P0A9R7	P77658	P0A9R7
P17952_P0A9R7	P17952	P0A9R7
P0A6F5_P0A9R7	P0A6F5	P0A9R7
P77808_P0A9S3	P77808	P0A9S3
P76491_P0A9S3	P76491	P0A9S3
P0A850_P0A9S3	P0A850	P0A9S3
P09551_P0A9S5	P09551	P0A9S5
P24186_P0A9S5	P24186	P0A9S5
P0A940_P0A9S5	P0A940	P0A9S5
P76550_P0A9S5	P76550	P0A9S5
P0A850_P0A9S5	P0A850	P0A9S5
Q46911_P0A9T4	Q46911	P0A9T4
P0A853_P0A9U1	P0A853	P0A9U1
P09030_P0A9V1	P09030	P0A9V1
P0AAT6_P0A9V8	P0AAT6	P0A9V8
P0ACF4_P0A9W0	P0ACF4	P0A9W0
P0A7K2_P0A9W0	P0A7K2	P0A9W0
P0AG48_P0A9W0	P0AG48	P0A9W0
P0A7M2_P0A9W0	P0A7M2	P0A9W0
P0AG59_P0A9W0	P0AG59	P0A9W0
P75742_P0A9W0	P75742	P0A9W0
P66948_P0A9W0	P66948	P0A9W0
P30864_P0A9W0	P30864	P0A9W0
P76594_P0A9W0	P76594	P0A9W0
P0CE47_P0A9W0	P0CE47	P0A9W0
P0A7S3_P0A9W0	P0A7S3	P0A9W0
P77395_P0A9W3	P77395	P0A9W3
P60422_P0A9W3	P60422	P0A9W3
P60723_P0A9W3	P60723	P0A9W3
Q46808_P0A9W6	Q46808	P0A9W6
P0AE85_P0A9W9	P0AE85	P0A9W9
P19931_P0A9W9	P19931	P0A9W9
Q46811_P0A9W9	Q46811	P0A9W9
P0A7K2_P0A9X1	P0A7K2	P0A9X1
P0A7N9_P0A9X1	P0A7N9	P0A9X1
P60723_P0A9X1	P60723	P0A9X1
P0A6F5_P0A9X4	P0A6F5	P0A9X4
P0AFP6_P0A9X4	P0AFP6	P0A9X4
P02358_P0A9X4	P02358	P0A9X4
P39177_P0A9X4	P39177	P0A9X4
P64476_P0A9X4	P64476	P0A9X4
P0AF90_P0A9X4	P0AF90	P0A9X4
P0ACA7_P0A9X4	P0ACA7	P0A9X4
P0A6H1_P0A9X4	P0A6H1	P0A9X4
P0AES4_P0A9X4	P0AES4	P0A9X4
P24192_P0A9X4	P24192	P0A9X4
P0C058_P0A9X4	P0C058	P0A9X4
P15042_P0A9X4	P15042	P0A9X4
P0A817_P0A9X4	P0A817	P0A9X4
P22333_P0A9X4	P22333	P0A9X4
P0A6M8_P0A9X4	P0A6M8	P0A9X4
P62399_P0A9X4	P62399	P0A9X4
P36979_P0A9X4	P36979	P0A9X4
P0C054_P0A9X4	P0C054	P0A9X4
P0AEI1_P0A9X4	P0AEI1	P0A9X4
P0AFG0_P0A9X4	P0AFG0	P0A9X4
P05055_P0A9X4	P05055	P0A9X4
P0C8J8_P0A9X4	P0C8J8	P0A9X4
P0A850_P0A9X4	P0A850	P0A9X4
P0A7K6_P0A9X9	P0A7K6	P0A9X9
P0A901_P0A9X9	P0A901	P0A9X9
P0ABA6_P0A9X9	P0ABA6	P0A9X9
P0A6X3_P0A9X9	P0A6X3	P0A9X9
P0ACF0_P0A9X9	P0ACF0	P0A9X9
P0ACF4_P0A9X9	P0ACF4	P0A9X9
P55140_P0A9X9	P55140	P0A9X9
P37765_P0A9X9	P37765	P0A9X9
P75864_P0A9X9	P75864	P0A9X9
P0A978_P0A9X9	P0A978	P0A9X9
P33224_P0A9Y6	P33224	P0A9Y6
P08622_P0A9Y6	P08622	P0A9Y6
P25888_P0A9Y6	P25888	P0A9Y6
P0AA39_P0A9Y6	P0AA39	P0A9Y6
P60723_P0A9Y6	P60723	P0A9Y6
P0A7V3_P0A9Y6	P0A7V3	P0A9Y6
P0A972_P0A9Y6	P0A972	P0A9Y6
P0ACF0_P0A9Y6	P0ACF0	P0A9Y6
P0ACF4_P0A9Y6	P0ACF4	P0A9Y6
P0ADZ0_P0A9Y6	P0ADZ0	P0A9Y6
P60624_P0A9Y6	P60624	P0A9Y6
P02358_P0A9Y6	P02358	P0A9Y6
P0ABU7_P0A9Y6	P0ABU7	P0A9Y6
P0AC30_P0A9Y6	P0AC30	P0A9Y6
P02918_P0A9Y6	P02918	P0A9Y6
P0ADA3_P0A9Y6	P0ADA3	P0A9Y6
P31057_P0A9Y6	P31057	P0A9Y6
P09546_P0A9Y6	P09546	P0A9Y6
P0A7Z4_P0A9Y6	P0A7Z4	P0A9Y6
P33570_P0A9Y6	P33570	P0A9Y6
P0A8R7_P0A9Y6	P0A8R7	P0A9Y6
P0A894_P0A9Y6	P0A894	P0A9Y6
Q46939_P0A9Y6	Q46939	P0A9Y6
P0ABH9_P0A9Y6	P0ABH9	P0A9Y6
P43329_P0A9Y6	P43329	P0A9Y6
P75829_P0A9Y6	P75829	P0A9Y6
P0AG30_P0A9Y6	P0AG30	P0A9Y6
P60422_P0A9Y6	P60422	P0A9Y6
P62399_P0A9Y6	P62399	P0A9Y6
P0AG67_P0A9Y6	P0AG67	P0A9Y6
P0A7S9_P0A9Y6	P0A7S9	P0A9Y6
P05055_P0A9Y6	P05055	P0A9Y6
P0AGJ5_P0A9Y6	P0AGJ5	P0A9Y6
P0AF90_P0A9Z1	P0AF90	P0A9Z1
P0A850_P0A9Z1	P0A850	P0A9Z1
P0A8E5_P0AA10	P0A8E5	P0AA10
P0A9M0_P0AA10	P0A9M0	P0AA10
P69913_P0AA10	P69913	P0AA10
P05055_P0AA10	P05055	P0AA10
P75829_P0AA10	P75829	P0AA10
P0AED9_P0AA10	P0AED9	P0AA10
P10443_P0AA10	P10443	P0AA10
P0AEN8_P0AA10	P0AEN8	P0AA10
P63228_P0AA10	P63228	P0AA10
P0ACF0_P0AA10	P0ACF0	P0AA10
P19931_P0AA10	P19931	P0AA10
P16528_P0AA10	P16528	P0AA10
P00490_P0AA10	P00490	P0AA10
P0AD61_P0AA10	P0AD61	P0AA10
P63177_P0AA10	P63177	P0AA10
P21513_P0AA10	P21513	P0AA10
P0ADZ0_P0AA10	P0ADZ0	P0AA10
P06612_P0AA10	P06612	P0AA10
P77717_P0AA10	P77717	P0AA10
P64451_P0AA10	P64451	P0AA10
P77781_P0AA10	P77781	P0AA10
P77539_P0AA10	P77539	P0AA10
P76243_P0AA10	P76243	P0AA10
P76491_P0AA10	P76491	P0AA10
P0A8W8_P0AA10	P0A8W8	P0AA10
P76543_P0AA10	P76543	P0AA10
P76594_P0AA10	P76594	P0AA10
P39407_P0AA10	P39407	P0AA10
P76116_P0AA10	P76116	P0AA10
P64517_P0AA10	P64517	P0AA10
P64588_P0AA10	P64588	P0AA10
P0A9Y6_P0AA10	P0A9Y6	P0AA10
P0A968_P0AA10	P0A968	P0AA10
P0A9P6_P0AA10	P0A9P6	P0AA10
P37765_P0AA10	P37765	P0AA10
P21499_P0AA10	P21499	P0AA10
P0A9K3_P0AA10	P0A9K3	P0AA10
P0A9W0_P0AA10	P0A9W0	P0AA10
P0A8G0_P0AA10	P0A8G0	P0AA10
P0A850_P0AA10	P0A850	P0AA10
P0A988_P0AA25	P0A988	P0AA25
Q9SCY2_P0AA25	Q9SCY2	P0AA25
P81760_P0AA25	P81760	P0AA25
O22160_P0AA25	O22160	P0AA25
Q39249_P0AA25	Q39249	P0AA25
Q9LXX5_P0AA25	Q9LXX5	P0AA25
P0A7M2_P0AA39	P0A7M2	P0AA39
P76116_P0AA39	P76116	P0AA39
P0ACF0_P0AA39	P0ACF0	P0AA39
P0AG44_P0AA39	P0AG44	P0AA39
P0A7L3_P0AA39	P0A7L3	P0AA39
P02358_P0AA39	P02358	P0AA39
P0AG59_P0AA39	P0AG59	P0AA39
P0A7U7_P0AA39	P0A7U7	P0AA39
P75966_P0AA39	P75966	P0AA39
P0A968_P0AA39	P0A968	P0AA39
P0AG24_P0AA39	P0AG24	P0AA39
P60422_P0AA39	P60422	P0AA39
P0AG55_P0AA39	P0AG55	P0AA39
P0AA10_P0AA39	P0AA10	P0AA39
P0A7V3_P0AA39	P0A7V3	P0AA39
P0AGJ5_P0AA39	P0AGJ5	P0AA39
P0C018_P0AA39	P0C018	P0AA39
P0AAS7_P0AA39	P0AAS7	P0AA39
P0A7V8_P0AA43	P0A7V8	P0AA43
P0A8M6_P0AA43	P0A8M6	P0AA43
P0AG59_P0AA53	P0AG59	P0AA53
P0A8P1_P0AAB6	P0A8P1	P0AAB6
P0AED0_P0AAB8	P0AED0	P0AAB8
P02918_P0AAB8	P02918	P0AAB8
P0A867_P0AAC8	P0A867	P0AAC8
P0C0L9_P0AAC8	P0C0L9	P0AAC8
P31069_P0AAC8	P31069	P0AAC8
P30958_P0AAD8	P30958	P0AAD8
P0A968_P0AAG0	P0A968	P0AAG0
P77488_P0AAH0	P77488	P0AAH0
P0C054_P0AAH0	P0C054	P0AAH0
P0A9H7_P0AAH0	P0A9H7	P0AAH0
P0AFP6_P0AAH0	P0AFP6	P0AAH0
P0A6H1_P0AAH0	P0A6H1	P0AAH0
P0C058_P0AAH0	P0C058	P0AAH0
P0A817_P0AAH0	P0A817	P0AAH0
P36979_P0AAH0	P36979	P0AAH0
P60723_P0AAI3	P60723	P0AAI3
P23869_P0AAI3	P23869	P0AAI3
P0A901_P0AAI9	P0A901	P0AAI9
P13024_P0AAJ3	P13024	P0AAJ3
P16431_P0AAM3	P16431	P0AAM3
P0A8N3_P0AAM3	P0A8N3	P0AAM3
P76594_P0AAM3	P76594	P0AAM3
P0AAN3_P0AAM3	P0AAN3	P0AAM3
P0AAM7_P0AAM3	P0AAM7	P0AAM3
P0A7K2_P0AAM3	P0A7K2	P0AAM3
P0A7M2_P0AAM3	P0A7M2	P0AAM3
P05852_P0AAM7	P05852	P0AAM7
P0A9B2_P0AAM7	P0A9B2	P0AAM7
P0A9X4_P0AAM7	P0A9X4	P0AAM7
P0A9K9_P0AAM7	P0A9K9	P0AAM7
P0ABB4_P0AAM7	P0ABB4	P0AAM7
P0A910_P0AAM7	P0A910	P0AAM7
P0A9K9_P0AAN3	P0A9K9	P0AAN3
P23842_P0AAN3	P23842	P0AAN3
P11988_P0AAN5	P11988	P0AAN5
P39831_P0AAN9	P39831	P0AAN9
P0A9K3_P0AAN9	P0A9K3	P0AAN9
P67910_P0AAP3	P67910	P0AAP3
P77598_P0AAR0	P77598	P0AAR0
P08331_P0AAR3	P08331	P0AAR3
P23524_P0AAR3	P23524	P0AAR3
P0A7K2_P0AAR3	P0A7K2	P0AAR3
P0A7R5_P0AAR3	P0A7R5	P0AAR3
P0A7L0_P0AAS7	P0A7L0	P0AAS7
P0AG55_P0AAS7	P0AG55	P0AAS7
P0A7V8_P0AAS7	P0A7V8	P0AAS7
P0A776_P0AAS7	P0A776	P0AAS7
P0A6P9_P0AAS7	P0A6P9	P0AAS7
P0ACF4_P0AAS7	P0ACF4	P0AAS7
P0A6X7_P0AAS7	P0A6X7	P0AAS7
P0AA10_P0AAS7	P0AA10	P0AAS7
P0AG44_P0AAS7	P0AG44	P0AAS7
P0A7L3_P0AAS7	P0A7L3	P0AAS7
P60624_P0AAS7	P60624	P0AAS7
P0A7U7_P0AAS7	P0A7U7	P0AAS7
P0A9K3_P0AAS7	P0A9K3	P0AAS7
P43329_P0AAS7	P43329	P0AAS7
P0A7Z4_P0AAS7	P0A7Z4	P0AAS7
P30871_P0AAS7	P30871	P0AAS7
P08622_P0AAS7	P08622	P0AAS7
P37634_P0AAS7	P37634	P0AAS7
P0A698_P0AAT2	P0A698	P0AAT2
P33348_P0AAT6	P33348	P0AAT6
P33353_P0AAT6	P33353	P0AAT6
P32704_P0AAT6	P32704	P0AAT6
P60723_P0AAT6	P60723	P0AAT6
P75745_P0AAV4	P75745	P0AAV4
P37330_P0AAW1	P37330	P0AAW1
P0A7M2_P0AAX8	P0A7M2	P0AAX8
P0AFP6_P0AAX8	P0AFP6	P0AAX8
Q46906_P0AAZ0	Q46906	P0AAZ0
P0AAE8_P0AAZ4	P0AAE8	P0AAZ4
P32135_P0AAZ4	P32135	P0AAZ4
P0ADE8_P0AB14	P0ADE8	P0AB14
P05637_P0AB14	P05637	P0AB14
P0ABJ3_P0AB14	P0ABJ3	P0AB14
P02918_P0AB14	P02918	P0AB14
P37751_P0AB14	P37751	P0AB14
P75967_P0AB14	P75967	P0AB14
P33018_P0AB14	P33018	P0AB14
P0ACF4_P0AB18	P0ACF4	P0AB18
P46853_P0AB20	P46853	P0AB20
P39831_P0AB40	P39831	P0AB40
P64610_P0AB61	P64610	P0AB61
P0AEZ7_P0AB61	P0AEZ7	P0AB61
P61949_P0AB71	P61949	P0AB71
P0A901_P0AB71	P0A901	P0AB71
P13482_P0AB71	P13482	P0AB71
P0A850_P0AB77	P0A850	P0AB77
P0ADZ0_P0AB83	P0ADZ0	P0AB83
P39831_P0AB91	P39831	P0AB91
P03007_P0AB98	P03007	P0AB98
P0A7Y4_P0ABA6	P0A7Y4	P0ABA6
P0AA10_P0ABA6	P0AA10	P0ABA6
P0A7M2_P0ABA6	P0A7M2	P0ABA6
P0A7S9_P0ABA6	P0A7S9	P0ABA6
P16916_P0ABA6	P16916	P0ABA6
P0ACS5_P0ABA6	P0ACS5	P0ABA6
P07604_P0ABB0	P07604	P0ABB0
P20083_P0ABB0	P20083	P0ABB0
P14294_P0ABB0	P14294	P0ABB0
P0A7Y4_P0ABB0	P0A7Y4	P0ABB0
P39274_P0ABB4	P39274	P0ABB4
P08622_P0ABB4	P08622	P0ABB4
P0C054_P0ABB4	P0C054	P0ABB4
P62707_P0ABC7	P62707	P0ABC7
P0A6A8_P0ABD5	P0A6A8	P0ABD5
P24182_P0ABD5	P24182	P0ABD5
P0A8W8_P0ABD5	P0A8W8	P0ABD5
P76550_P0ABD5	P76550	P0ABD5
P0A8X0_P0ABD5	P0A8X0	P0ABD5
P0A9Y6_P0ABD5	P0A9Y6	P0ABD5
P15038_P0ABD8	P15038	P0ABD8
P0A7B8_P0ABD8	P0A7B8	P0ABD8
P25539_P0ABD8	P25539	P0ABD8
P24182_P0ABD8	P24182	P0ABD8
P0AEI1_P0ABE2	P0AEI1	P0ABE2
P33361_P0ABE2	P33361	P0ABE2
P33371_P0ABE9	P33371	P0ABE9
P0A7V3_P0ABF1	P0A7V3	P0ABF1
P62399_P0ABF1	P62399	P0ABF1
P39406_P0ABF1	P39406	P0ABF1
P0ABT2_P0ABF1	P0ABT2	P0ABF1
P37765_P0ABF1	P37765	P0ABF1
P0AA10_P0ABF1	P0AA10	P0ABF1
P75864_P0ABF1	P75864	P0ABF1
P0AGJ5_P0ABF1	P0AGJ5	P0ABF1
P0AAS7_P0ABF1	P0AAS7	P0ABF1
P0ADY7_P0ABG4	P0ADY7	P0ABG4
P11880_P0ABG7	P11880	P0ABG7
P08373_P0ABH0	P08373	P0ABH0
P69488_P0ABH0	P69488	P0ABH0
P42632_P0ABH0	P42632	P0ABH0
P76407_P0ABH7	P76407	P0ABH7
P36995_P0ABH7	P36995	P0ABH7
P20605_P0ABH7	P20605	P0ABH7
P25516_P0ABH7	P25516	P0ABH7
P0A6F9_P0ABH7	P0A6F9	P0ABH7
P0AFH8_P0ABH7	P0AFH8	P0ABH7
P67910_P0ABH7	P67910	P0ABH7
P0A850_P0ABH7	P0A850	P0ABH7
P0AFP6_P0ABH7	P0AFP6	P0ABH7
P0ABF1_P0ABH7	P0ABF1	P0ABH7
P0A8E5_P0ABH7	P0A8E5	P0ABH7
P0A6G3_P0ABH7	P0A6G3	P0ABH7
P0AEC5_P0ABH9	P0AEC5	P0ABH9
P14175_P0ABH9	P14175	P0ABH9
P13458_P0ABH9	P13458	P0ABH9
P75826_P0ABH9	P75826	P0ABH9
P0AG67_P0ABH9	P0AG67	P0ABH9
P0CE47_P0ABH9	P0CE47	P0ABH9
P0A7R1_P0ABH9	P0A7R1	P0ABH9
P0AA10_P0ABH9	P0AA10	P0ABH9
P0C018_P0ABH9	P0C018	P0ABH9
P0A7L8_P0ABH9	P0A7L8	P0ABH9
P0A7N9_P0ABH9	P0A7N9	P0ABH9
P02358_P0ABH9	P02358	P0ABH9
P0AG59_P0ABH9	P0AG59	P0ABH9
P68679_P0ABH9	P68679	P0ABH9
P30871_P0ABH9	P30871	P0ABH9
P0AGK4_P0ABH9	P0AGK4	P0ABH9
P0AFZ3_P0ABH9	P0AFZ3	P0ABH9
P08622_P0ABH9	P08622	P0ABH9
P0AES4_P0ABH9	P0AES4	P0ABH9
P0A9M0_P0ABH9	P0A9M0	P0ABH9
P0AG30_P0ABH9	P0AG30	P0ABH9
P0A6G7_P0ABH9	P0A6G7	P0ABH9
P0A7T3_P0ABJ1	P0A7T3	P0ABJ1
P0A6F9_P0ABJ3	P0A6F9	P0ABJ3
P0ACF0_P0ABJ3	P0ACF0	P0ABJ3
P68066_P0ABJ3	P68066	P0ABJ3
P13482_P0ABK5	P13482	P0ABK5
P32680_P0ABK9	P32680	P0ABK9
P0A725_P0ABL8	P0A725	P0ABL8
P21645_P0ABL8	P21645	P0ABL8
P75767_P0ABM9	P75767	P0ABM9
P0A759_P0ABP8	P0A759	P0ABP8
P31133_P0ABP8	P31133	P0ABP8
P0ABQ0_P0ABQ0	P0ABQ0	P0ABQ0
P31828_P0ABS1	P31828	P0ABS1
P30011_P0ABS1	P30011	P0ABS1
P0A9L8_P0ABS1	P0A9L8	P0ABS1
P39407_P0ABS5	P39407	P0ABS5
P03007_P0ABS8	P03007	P0ABS8
P0AGE0_P0ABS8	P0AGE0	P0ABS8
P0A7K2_P0ABS8	P0A7K2	P0ABS8
P06612_P0ABS8	P06612	P0ABS8
P0AG80_P0ABS8	P0AG80	P0ABS8
P06710_P0ABS8	P06710	P0ABS8
P10443_P0ABS8	P10443	P0ABS8
P28905_P0ABS8	P28905	P0ABS8
P28632_P0ABS8	P28632	P0ABS8
P28630_P0ABS8	P28630	P0ABS8
P28631_P0ABS8	P28631	P0ABS8
P0AEE1_P0ABT2	P0AEE1	P0ABT2
P0ADM0_P0ABT2	P0ADM0	P0ABT2
P24193_P0ABT2	P24193	P0ABT2
P0AAM7_P0ABT2	P0AAM7	P0ABT2
P0ACU7_P0ABT2	P0ACU7	P0ABT2
P67910_P0ABT2	P67910	P0ABT2
P33591_P0ABT2	P33591	P0ABT2
P0A901_P0ABT2	P0A901	P0ABT2
P0ABJ3_P0ABT2	P0ABJ3	P0ABT2
P0AEU7_P0ABT2	P0AEU7	P0ABT2
P0ADZ0_P0ABT2	P0ADZ0	P0ABT2
P60624_P0ABT2	P60624	P0ABT2
P02358_P0ABT2	P02358	P0ABT2
P0A7W7_P0ABT2	P0A7W7	P0ABT2
P0A7R5_P0ABT2	P0A7R5	P0ABT2
P0A9K9_P0ABT2	P0A9K9	P0ABT2
P0ADK8_P0ABT2	P0ADK8	P0ABT2
P30870_P0ABT2	P30870	P0ABT2
P0AEQ6_P0ABT2	P0AEQ6	P0ABT2
P33599_P0ABT2	P33599	P0ABT2
P0A9L8_P0ABT2	P0A9L8	P0ABT2
P37751_P0ABT2	P37751	P0ABT2
P77717_P0ABT2	P77717	P0ABT2
P75906_P0ABT2	P75906	P0ABT2
P64506_P0ABT2	P64506	P0ABT2
P39385_P0ABT2	P39385	P0ABT2
P37617_P0ABT2	P37617	P0ABT2
P0A9P6_P0ABT2	P0A9P6	P0ABT2
P0A988_P0ABT2	P0A988	P0ABT2
P0AG67_P0ABT2	P0AG67	P0ABT2
P0A850_P0ABT2	P0A850	P0ABT2
P24192_P0ABT2	P24192	P0ABT2
P29745_P0ABT2	P29745	P0ABT2
P09030_P0ABT5	P09030	P0ABT5
P67910_P0ABU0	P67910	P0ABU0
P08622_P0ABU7	P08622	P0ABU7
P63284_P0ABU7	P63284	P0ABU7
P0A9B2_P0ABU7	P0A9B2	P0ABU7
P67910_P0ABU7	P67910	P0ABU7
P60422_P0ABU7	P60422	P0ABU7
P0ABT2_P0ABU7	P0ABT2	P0ABU7
P0A6P9_P0ABU7	P0A6P9	P0ABU7
P62707_P0ABU7	P62707	P0ABU7
P0ACF4_P0ABU7	P0ACF4	P0ABU7
P31677_P0ABU7	P31677	P0ABU7
P0A7F9_P0ABU7	P0A7F9	P0ABU7
P60723_P0ABU7	P60723	P0ABU7
P0AA10_P0ABU7	P0AA10	P0ABU7
P0C018_P0ABU7	P0C018	P0ABU7
P0AG48_P0ABU7	P0AG48	P0ABU7
P0ADZ0_P0ABU7	P0ADZ0	P0ABU7
P02358_P0ABU7	P02358	P0ABU7
P0AG59_P0ABU7	P0AG59	P0ABU7
P68066_P0ABU7	P68066	P0ABU7
P0A9Q7_P0ABU7	P0A9Q7	P0ABU7
P0A8N5_P0ABU7	P0A8N5	P0ABU7
P0AD61_P0ABU7	P0AD61	P0ABU7
P00350_P0ABU7	P00350	P0ABU7
P0A9Y6_P0ABV2	P0A9Y6	P0ABV2
P0ABT2_P0ABV2	P0ABT2	P0ABV2
P0A6N4_P0ABV2	P0A6N4	P0ABV2
P0A6X7_P0ABV2	P0A6X7	P0ABV2
P0A8I5_P0ABX2	P0A8I5	P0ABX2
P0AG07_P0ABX2	P0AG07	P0ABX2
P26608_P0ABY2	P26608	P0ABY2
P52612_P0ABY2	P52612	P0ABY2
P0ABY2_P0ABY2	P0ABY2	P0ABY2
P0A6S0_P0ABY2	P0A6S0	P0ABY2
P0A8S9_P0ABZ1	P0A8S9	P0ABZ1
P52612_P0ABZ1	P52612	P0ABZ1
P0A7L0_P0ABZ4	P0A7L0	P0ABZ4
P0AA10_P0ABZ4	P0AA10	P0ABZ4
P42588_P0AC16	P42588	P0AC16
P0ACD4_P0AC28	P0ACD4	P0AC28
P43671_P0AC28	P43671	P0AC28
P0A763_P0AC28	P0A763	P0AC28
P0A7R5_P0AC30	P0A7R5	P0AC30
P0AG59_P0AC30	P0AG59	P0AC30
P0ACB0_P0AC33	P0ACB0	P0AC33
P08142_P0AC33	P08142	P0AC33
P0A968_P0AC38	P0A968	P0AC38
P21645_P0AC38	P21645	P0AC38
P0A988_P0AC53	P0A988	P0AC53
P0ABE2_P0AC69	P0ABE2	P0AC69
P0AC69_P0AC69	P0AC69	P0AC69
P0ABE2_P0AC69	P0ABE2	P0AC69
P0A7A9_P0AC75	P0A7A9	P0AC75
P08401_P0AC81	P08401	P0AC81
P0A9M8_P0AC81	P0A9M8	P0AC81
P10443_P0AC81	P10443	P0AC81
P21170_P0AC81	P21170	P0AC81
P0AGG4_P0AC86	P0AGG4	P0AC86
P0AA04_P0AC86	P0AA04	P0AC86
P0AD61_P0AC86	P0AD61	P0AC86
P0A6F5_P0ACA3	P0A6F5	P0ACA3
P0A8N5_P0ACA3	P0A8N5	P0ACA3
P0A8L1_P0ACA3	P0A8L1	P0ACA3
P30139_P0ACA3	P30139	P0ACA3
P0AAD4_P0ACA3	P0AAD4	P0ACA3
P77400_P0ACA3	P77400	P0ACA3
P0A7G6_P0ACA7	P0A7G6	P0ACA7
P0ADY7_P0ACA7	P0ADY7	P0ACA7
