Entry Name A_Subcellular Location(this study)	Entry Name B_Subcellular Location(this study)	Entry Name A	Entry Name B	Accession A	Accession B	Satus
CLPA_A	RL7_A	CLPA_ECOLI	RL7_ECOLI	P0ABH9	P0A7K2	C
CLPA_A	RL10_A	CLPA_ECOLI	RL10_ECOLI	P0ABH9	P0A7J3	C
CLPA_A	RL13_A	CLPA_ECOLI	RL13_ECOLI	P0ABH9	P0AA10	C
CLPA_A	RL9_A	CLPA_ECOLI	RL9_ECOLI	P0ABH9	P0A7R1	C
CLPA_A	RL18_A	CLPA_ECOLI	RL18_ECOLI	P0ABH9	P0C018	C
CLPA_A	RL21_A	CLPA_ECOLI	RL21_ECOLI	P0ABH9	P0AG48	C
CLPA_A	RL27_A	CLPA_ECOLI	RL27_ECOLI	P0ABH9	P0A7L8	C
CLPA_A	GYRA_A	CLPA_ECOLI	GYRA_ECOLI	P0ABH9	P0AES4	C
CLPA_A	IF3_A	CLPA_ECOLI	IF3_ECOLI	P0ABH9	P0A707	C
CLPA_A	KPRS_A	CLPA_ECOLI	KPRS_ECOLI	P0ABH9	P0A717	C
CLPA_A	PYRH_A	CLPA_ECOLI	PYRH_ECOLI	P0ABH9	P0A7E9	C
CLPA_A	RL7_A	CLPA_ECOLI	RL7_ECOLI	P0ABH9	P0A7K2	C
CLPA_A	RS10_A	CLPA_ECOLI	RS10_ECOLI	P0ABH9	P0A7R5	C
CLPA_A	RL21_A	CLPA_ECOLI	RL21_ECOLI	P0ABH9	P0AG48	C
CLPA_A	RLME_A	CLPA_ECOLI	RLME_ECOLI	P0ABH9	P0C0R7	C
CLPA_A	SBCC_B	CLPA_ECOLI	SBCC_ECOLI	P0ABH9	P13458	C
CLPA_A	PUR4_A	CLPA_ECOLI	PUR4_ECOLI	P0ABH9	P15254	C
CLPA_A	PUR4_A	CLPA_ECOLI	PUR4_ECOLI	P0ABH9	P15254	C
CLPA_A	SPOT_A	CLPA_ECOLI	SPOT_ECOLI	P0ABH9	P0AG24	C
CLPA_A	CLPP_A	CLPA_ECOLI	CLPP_ECOLI	P0ABH9	P0A6G7	C
CLPA_A	BARA_B	CLPA_ECOLI	BARA_ECOLI	P0ABH9	P0AEC5	C
CLPA_A	PYRH_A	CLPA_ECOLI	PYRH_ECOLI	P0ABH9	P0A7E9	C
CLPA_A	CLPX_A	CLPA_ECOLI	CLPX_ECOLI	P0ABH9	P0A6H1	C
CLPA_A	RL4_A	CLPA_ECOLI	RL4_ECOLI	P0ABH9	P60723	C
CLPA_A	DXS_A	CLPA_ECOLI	DXS_ECOLI	P0ABH9	P77488	C
CLPA_A	DXS_A	CLPA_ECOLI	DXS_ECOLI	P0ABH9	P77488	C
CYOB_B	KAD_A	CYOB_ECOLI	KAD_ECOLI	P0ABI8	P69441	C
CYOA_B	NUSG_A	CYOA_ECOLI	NUSG_ECOLI	P0ABJ1	P0AFG0	C
CYOC_B	RL9_A	CYOC_ECOLI	RL9_ECOLI	P0ABJ3	P0A7R1	C
CYOC_B	RS10_A	CYOC_ECOLI	RS10_ECOLI	P0ABJ3	P0A7R5	C
CYOC_B	YCCJ_A	CYOC_ECOLI	YCCJ_ECOLI	P0ABJ3	P0AB14	C
CYOC_B	DPS_A	CYOC_ECOLI	DPS_ECOLI	P0ABJ3	P0ABT2	C
CYDA_B	YQHD_A	CYDA_ECOLI	YQHD_ECOLI	P0ABJ9	Q46856	C
CYSK_A	SYK2_A	CYSK_ECOLI	SYK2_ECOLI	P0ABK5	P0A8N5	C
CYSK_A	CYSK_A	CYSK_ECOLI	CYSK_ECOLI	P0ABK5	P0ABK5	C
CYSK_A	SYK2_A	CYSK_ECOLI	SYK2_ECOLI	P0ABK5	P0A8N5	C
CCMB_B	HSLU_A	CCMB_ECOLI	HSLU_ECOLI	P0ABL8	P0A6H5	C
CCMH_B	YBIB_A	CCMH_ECOLI	YBIB_ECOLI	P0ABM9	P30177	C
CCMH_B	YBHK_A	CCMH_ECOLI	YBHK_ECOLI	P0ABM9	P75767	C
CCMH_B	YGCP_A	CCMH_ECOLI	YGCP_ECOLI	P0ABM9	Q46906	C
CCMH_B	YGCP_A	CCMH_ECOLI	YGCP_ECOLI	P0ABM9	Q46906	C
DEDA_B	NIFU_A	DEDA_ECOLI	NIFU_ECOLI	P0ABP6	P0ACD4	C
DEDA_B	NIFU_A	DEDA_ECOLI	NIFU_ECOLI	P0ABP6	P0ACD4	C
DEOD_A	DEOD_A	DEOD_ECOLI	DEOD_ECOLI	P0ABP8	P0ABP8	C
DEOD_A	YGFU_B	DEOD_ECOLI	YGFU_ECOLI	P0ABP8	Q46821	C
COABC_A	RPOA_A	COABC_ECOLI	RPOA_ECOLI	P0ABQ0	P0A7Z4	C
COABC_A	RL1_A	COABC_ECOLI	RL1_ECOLI	P0ABQ0	P0A7L0	C
DYR_A	SYP_A	DYR_ECOLI	SYP_ECOLI	P0ABQ4	P16659	C
DYR_A	OPGB_B	DYR_ECOLI	OPGB_ECOLI	P0ABQ4	P39401	C
DYR_A	OPGB_B	DYR_ECOLI	OPGB_ECOLI	P0ABQ4	P39401	C
DKSA_A	PBPB_B	DKSA_ECOLI	PBPB_ECOLI	P0ABS1	P02919	C
DKSA_A	ENO_A	DKSA_ECOLI	ENO_ECOLI	P0ABS1	P0A6P9	C
DKSA_A	RS10_A	DKSA_ECOLI	RS10_ECOLI	P0ABS1	P0A7R5	C
PRIM_B	YFIF_A	PRIM_ECOLI	YFIF_ECOLI	P0ABS5	P0AGJ5	C
HOLE_A	RS2_A	HOLE_ECOLI	RS2_ECOLI	P0ABS8	P0A7V0	C
HOLE_A	RS10_A	HOLE_ECOLI	RS10_ECOLI	P0ABS8	P0A7R5	C
HOLE_A	RL7_A	HOLE_ECOLI	RL7_ECOLI	P0ABS8	P0A7K2	C
HOLE_A	RL23_A	HOLE_ECOLI	RL23_ECOLI	P0ABS8	P0ADZ0	C
HOLE_A	HNS_A	HOLE_ECOLI	HNS_ECOLI	P0ABS8	P0ACF8	C
HOLE_A	DPO3A_A	HOLE_ECOLI	DPO3A_ECOLI	P0ABS8	P10443	C
HOLE_A	YFIF_A	HOLE_ECOLI	YFIF_ECOLI	P0ABS8	P0AGJ5	C
DPS_A	RS8_A	DPS_ECOLI	RS8_ECOLI	P0ABT2	P0A7W7	C
DPS_A	RS10_A	DPS_ECOLI	RS10_ECOLI	P0ABT2	P0A7R5	C
DPS_A	RL4_A	DPS_ECOLI	RL4_ECOLI	P0ABT2	P60723	C
DPS_A	PBPA_B	DPS_ECOLI	PBPA_ECOLI	P0ABT2	P02918	C
DPS_A	RS13_A	DPS_ECOLI	RS13_ECOLI	P0ABT2	P0A7S9	C
DPS_A	SUCC_A	DPS_ECOLI	SUCC_ECOLI	P0ABT2	P0A836	C
DPS_A	PCNB_B	DPS_ECOLI	PCNB_ECOLI	P0ABT2	P0ABF1	C
DPS_A	EXBB_B	DPS_ECOLI	EXBB_ECOLI	P0ABT2	P0ABU7	C
DPS_A	RIMO_A	DPS_ECOLI	RIMO_ECOLI	P0ABT2	P0AEI4	C
DPS_A	YHJD_B	DPS_ECOLI	YHJD_ECOLI	P0ABT2	P37642	C
DPS_A	YRAR_A	DPS_ECOLI	YRAR_ECOLI	P0ABT2	P45469	C
DUSB_A	PHSM_A	DUSB_ECOLI	PHSM_ECOLI	P0ABT5	P00490	C
MENB_A	RS14_A	MENB_ECOLI	RS14_ECOLI	P0ABU0	P0AG59	C
MENB_A	RS14_A	MENB_ECOLI	RS14_ECOLI	P0ABU0	P0AG59	C
EXBB_B	PHSM_A	EXBB_ECOLI	PHSM_ECOLI	P0ABU7	P00490	C
EXBB_B	PFLB_A	EXBB_ECOLI	PFLB_ECOLI	P0ABU7	P09373	C
EXBB_B	CH10_A	EXBB_ECOLI	CH10_ECOLI	P0ABU7	P0A6F9	C
EXBB_B	EFG_A	EXBB_ECOLI	EFG_ECOLI	P0ABU7	P0A6M8	C
EXBB_B	HTPG_F1	EXBB_ECOLI	HTPG_ECOLI	P0ABU7	P0A6Z3	C
EXBB_B	IF2_A	EXBB_ECOLI	IF2_ECOLI	P0ABU7	P0A705	C
EXBB_B	PURA_A	EXBB_ECOLI	PURA_ECOLI	P0ABU7	P0A7D4	C
EXBB_B	RL11_A	EXBB_ECOLI	RL11_ECOLI	P0ABU7	P0A7J7	C
EXBB_B	RL28_A	EXBB_ECOLI	RL28_ECOLI	P0ABU7	P0A7M2	C
EXBB_B	RL9_A	EXBB_ECOLI	RL9_ECOLI	P0ABU7	P0A7R1	C
EXBB_B	RS10_A	EXBB_ECOLI	RS10_ECOLI	P0ABU7	P0A7R5	C
EXBB_B	RS16_A	EXBB_ECOLI	RS16_ECOLI	P0ABU7	P0A7T3	C
EXBB_B	TNAA_A	EXBB_ECOLI	TNAA_ECOLI	P0ABU7	P0A853	C
EXBB_B	CSPC_A	EXBB_ECOLI	CSPC_ECOLI	P0ABU7	P0A9Y6	C
EXBB_B	ATPA_F1	EXBB_ECOLI	ATPA_ECOLI	P0ABU7	P0ABB0	C
EXBB_B	DBHA_A	EXBB_ECOLI	DBHA_ECOLI	P0ABU7	P0ACF0	C
EXBB_B	HNS_A	EXBB_ECOLI	HNS_ECOLI	P0ABU7	P0ACF8	C
EXBB_B	AHPC_A	EXBB_ECOLI	AHPC_ECOLI	P0ABU7	P0AE08	C
EXBB_B	RS1_A	EXBB_ECOLI	RS1_ECOLI	P0ABU7	P0AG67	C
EXBB_B	HFLX_A	EXBB_ECOLI	HFLX_ECOLI	P0ABU7	P25519	C
EXBB_B	NADC_A	EXBB_ECOLI	NADC_ECOLI	P0ABU7	P30011	C
EXBB_B	KDGK_A	EXBB_ECOLI	KDGK_ECOLI	P0ABU7	P37647	C
EXBB_B	RL25_A	EXBB_ECOLI	RL25_ECOLI	P0ABU7	P68919	C
EXBB_B	DCEB_A	EXBB_ECOLI	DCEB_ECOLI	P0ABU7	P69910	C
EXBD_B	RL10_A	EXBD_ECOLI	RL10_ECOLI	P0ABV2	P0A7J3	C
EXBD_B	RL7_A	EXBD_ECOLI	RL7_ECOLI	P0ABV2	P0A7K2	C
TOLR_B	CORC_A	TOLR_ECOLI	CORC_ECOLI	P0ABV6	P0AE78	C
FLIT_A	YJEK_A	FLIT_ECOLI	YJEK_ECOLI	P0ABY2	P39280	C
FLIG_F1	RS19_A	FLIG_ECOLI	RS19_ECOLI	P0ABZ1	P0A7U3	C
FLIG_F1	GYRA_A	FLIG_ECOLI	GYRA_ECOLI	P0ABZ1	P0AES4	C
FLIG_F1	SYP_A	FLIG_ECOLI	SYP_ECOLI	P0ABZ1	P16659	C
KDSC_F1	SLYD_A	KDSC_ECOLI	SLYD_ECOLI	P0ABZ4	P0A9K9	C
KDSC_F1	RL16_A	KDSC_ECOLI	RL16_ECOLI	P0ABZ4	P0ADY7	C
KDSC_F1	HLDD_A	KDSC_ECOLI	HLDD_ECOLI	P0ABZ4	P67910	C
SURA_G	RL7_A	SURA_ECOLI	RL7_ECOLI	P0ABZ6	P0A7K2	C
FOCA_B	RPOC_A	FOCA_ECOLI	RPOC_ECOLI	P0AC23	P0A8T7	C
YGFA_A	RS2_A	YGFA_ECOLI	RS2_ECOLI	P0AC28	P0A7V0	C
YGFA_A	CH60_A	YGFA_ECOLI	CH60_ECOLI	P0AC28	P0A6F5	C
YGFA_A	CH60_A	YGFA_ECOLI	CH60_ECOLI	P0AC28	P0A6F5	C
FTSX_B	FTSA_F1	FTSX_ECOLI	FTSA_ECOLI	P0AC30	P0ABH0	C
FTSX_B	RL11_A	FTSX_ECOLI	RL11_ECOLI	P0AC30	P0A7J7	C
FTSX_B	RL7_A	FTSX_ECOLI	RL7_ECOLI	P0AC30	P0A7K2	C
FTSX_B	RS20_A	FTSX_ECOLI	RS20_ECOLI	P0AC30	P0A7U7	C
FTSX_B	CSPC_A	FTSX_ECOLI	CSPC_ECOLI	P0AC30	P0A9Y6	C
FUMA_A	DNAB_A	FUMA_ECOLI	DNAB_ECOLI	P0AC33	P0ACB0	C
ASPA_A	LPXD_A	ASPA_ECOLI	LPXD_ECOLI	P0AC38	P21645	C
ASPA_A	TIG_A	ASPA_ECOLI	TIG_ECOLI	P0AC38	P0A850	C
DHSA_F1	TIG_A	DHSA_ECOLI	TIG_ECOLI	P0AC41	P0A850	C
DHSD_B	DHSB_F1	DHSD_ECOLI	DHSB_ECOLI	P0AC44	P07014	C
FRDB_F1	FRDC_B	FRDB_ECOLI	FRDC_ECOLI	P0AC47	P0A8Q0	C
G6PD_A	PFLB_A	G6PD_ECOLI	PFLB_ECOLI	P0AC53	P09373	C
G6PD_A	IF2_A	G6PD_ECOLI	IF2_ECOLI	P0AC53	P0A705	C
GLRX2_A	EFTU1_F1	GLRX2_ECOLI	EFTU1_ECOLI	P0AC59	P0CE47	C
GLRX2_A	DPO3B_A	GLRX2_ECOLI	DPO3B_ECOLI	P0AC59	P0A988	C
KDTA_B	RS5_A	KDTA_ECOLI	RS5_ECOLI	P0AC75	P0A7W1	C
KDTA_B	RS10_A	KDTA_ECOLI	RS10_ECOLI	P0AC75	P0A7R5	C
KDTA_B	RL5_A	KDTA_ECOLI	RL5_ECOLI	P0AC75	P62399	C
KDTA_B	RL7_A	KDTA_ECOLI	RL7_ECOLI	P0AC75	P0A7K2	C
KDTA_B	RL19_A	KDTA_ECOLI	RL19_ECOLI	P0AC75	P0A7K6	C
KDTA_B	RL20_A	KDTA_ECOLI	RL20_ECOLI	P0AC75	P0A7L3	C
KDTA_B	RL21_A	KDTA_ECOLI	RL21_ECOLI	P0AC75	P0AG48	C
KDTA_B	TIG_A	KDTA_ECOLI	TIG_ECOLI	P0AC75	P0A850	C
KDTA_B	MURE_A	KDTA_ECOLI	MURE_ECOLI	P0AC75	P22188	C
WECA_B	RF2_A	WECA_ECOLI	RF2_ECOLI	P0AC78	P07012	C
WECA_B	RF2_A	WECA_ECOLI	RF2_ECOLI	P0AC78	P07012	C
LGUL_A	CH60_A	LGUL_ECOLI	CH60_ECOLI	P0AC81	P0A6F5	C
LGUL_A	SLYD_A	LGUL_ECOLI	SLYD_ECOLI	P0AC81	P0A9K9	C
GLO2_A	T1MK_A	GLO2_ECOLI	T1MK_ECOLI	P0AC84	P08957	C
PHSG_A	RL28_A	PHSG_ECOLI	RL28_ECOLI	P0AC86	P0A7M2	C
PHSG_A	PHSG_A	PHSG_ECOLI	PHSG_ECOLI	P0AC86	P0AC86	C
PHSG_A	ACON1_A	PHSG_ECOLI	ACON1_ECOLI	P0AC86	P25516	C
PHSG_A	GLNE_A	PHSG_ECOLI	GLNE_ECOLI	P0AC86	P30870	C
PHSG_A	INTA_B	PHSG_ECOLI	INTA_ECOLI	P0AC86	P32053	C
PHSG_A	THIO2_A	PHSG_ECOLI	THIO2_ECOLI	P0AC86	P0AGG4	C
SSPA_A	RPOB_A	SSPA_ECOLI	RPOB_ECOLI	P0ACA3	P0A8V2	C
SSPA_A	RL9_A	SSPA_ECOLI	RL9_ECOLI	P0ACA3	P0A7R1	C
YLIJ_A	RIMO_A	YLIJ_ECOLI	RIMO_ECOLI	P0ACA7	P0AEI4	C
DNAB_A	AK1H_F1	DNAB_ECOLI	AK1H_ECOLI	P0ACB0	P00561	C
DNAB_A	RS2_A	DNAB_ECOLI	RS2_ECOLI	P0ACB0	P0A7V0	C
DNAB_A	RL1_A	DNAB_ECOLI	RL1_ECOLI	P0ACB0	P0A7L0	C
DNAB_A	RL4_A	DNAB_ECOLI	RL4_ECOLI	P0ACB0	P60723	C
DNAB_A	RL15_A	DNAB_ECOLI	RL15_ECOLI	P0ACB0	P02413	C
DNAB_A	RL15_A	DNAB_ECOLI	RL15_ECOLI	P0ACB0	P02413	C
DNAB_A	RL23_A	DNAB_ECOLI	RL23_ECOLI	P0ACB0	P0ADZ0	C
DNAB_A	PRIM_B	DNAB_ECOLI	PRIM_ECOLI	P0ACB0	P0ABS5	C
DNAB_A	DNAB_A	DNAB_ECOLI	DNAB_ECOLI	P0ACB0	P0ACB0	C
DNAB_A	DPO3X_A	DNAB_ECOLI	DPO3X_ECOLI	P0ACB0	P06710	C
DNAB_A	ODP1_B	DNAB_ECOLI	ODP1_ECOLI	P0ACB0	P0AFG8	C
DNAB_A	FUMA_A	DNAB_ECOLI	FUMA_ECOLI	P0ACB0	P0AC33	C
DNAB_A	RL23_A	DNAB_ECOLI	RL23_ECOLI	P0ACB0	P0ADZ0	C
DNAB_A	DNAC_A	DNAB_ECOLI	DNAC_ECOLI	P0ACB0	P0AEF0	C
DNAB_A	DNAC_A	DNAB_ECOLI	DNAC_ECOLI	P0ACB0	P0AEF0	C
DNAB_A	FTSY_F1	DNAB_ECOLI	FTSY_ECOLI	P0ACB0	P10121	C
DNAB_A	FTSY_F1	DNAB_ECOLI	FTSY_ECOLI	P0ACB0	P10121	C
DNAB_A	FIMI_G	DNAB_ECOLI	FIMI_ECOLI	P0ACB0	P39264	C
DNAB_A	FIMI_G	DNAB_ECOLI	FIMI_ECOLI	P0ACB0	P39264	C
DNAB_A	RL4_A	DNAB_ECOLI	RL4_ECOLI	P0ACB0	P60723	C
DNAB_A	RHMR_A	DNAB_ECOLI	RHMR_ECOLI	P0ACB0	P77732	C
HEMY_B	RBSA_F1	HEMY_ECOLI	RBSA_ECOLI	P0ACB7	P04983	C
HEMY_B	PHNK_F1	HEMY_ECOLI	PHNK_ECOLI	P0ACB7	P16678	C
HEMY_B	PHNI_A	HEMY_ECOLI	PHNI_ECOLI	P0ACB7	P16687	C
GLMU_A	RS2_A	GLMU_ECOLI	RS2_ECOLI	P0ACC7	P0A7V0	C
WCAB_A	SYT_A	WCAB_ECOLI	SYT_ECOLI	P0ACC9	P0A8M3	C
NIFU_A	SUCD_A	NIFU_ECOLI	SUCD_ECOLI	P0ACD4	P0AGE9	C
NIFU_A	ISCS_A	NIFU_ECOLI	ISCS_ECOLI	P0ACD4	P0A6B7	C
NIFU_A	DAMX_B	NIFU_ECOLI	DAMX_ECOLI	P0ACD4	P11557	C
NIFU_A	PHEP_B	NIFU_ECOLI	PHEP_ECOLI	P0ACD4	P24207	C
NIFU_A	CFA_A	NIFU_ECOLI	CFA_ECOLI	P0ACD4	P0A9H7	C
NIFU_A	ISCS_A	NIFU_ECOLI	ISCS_ECOLI	P0ACD4	P0A6B7	C
MBHM_F2	RS14_A	MBHM_ECOLI	RS14_ECOLI	P0ACE0	P0AG59	C
MBHM_F2	RL22_A	MBHM_ECOLI	RL22_ECOLI	P0ACE0	P61175	C
MBHM_F2	RL28_A	MBHM_ECOLI	RL28_ECOLI	P0ACE0	P0A7M2	C
MBHM_F2	RL7_A	MBHM_ECOLI	RL7_ECOLI	P0ACE0	P0A7K2	C
MBHM_F2	RS14_A	MBHM_ECOLI	RS14_ECOLI	P0ACE0	P0AG59	C
DBHA_A	DPO1_A	DBHA_ECOLI	DPO1_ECOLI	P0ACF0	P00582	C
DBHA_A	RNH_A	DBHA_ECOLI	RNH_ECOLI	P0ACF0	P0A7Y4	C
DBHA_A	ILVG_A	DBHA_ECOLI	ILVG_ECOLI	P0ACF0	P00892	C
DBHA_A	SSB_A	DBHA_ECOLI	SSB_ECOLI	P0ACF0	P0AGE0	C
DBHA_A	DBHB_A	DBHA_ECOLI	DBHB_ECOLI	P0ACF0	P0ACF4	C
DBHA_A	DBHA_A	DBHA_ECOLI	DBHA_ECOLI	P0ACF0	P0ACF0	C
DBHA_A	PNP_A	DBHA_ECOLI	PNP_ECOLI	P0ACF0	P05055	C
DBHA_A	TOP1_A	DBHA_ECOLI	TOP1_ECOLI	P0ACF0	P06612	C
DBHA_A	RF2_A	DBHA_ECOLI	RF2_ECOLI	P0ACF0	P07012	C
DBHA_A	UVRC_A	DBHA_ECOLI	UVRC_ECOLI	P0ACF0	P0A8G0	C
DBHA_A	HFQ_F1	DBHA_ECOLI	HFQ_ECOLI	P0ACF0	P0A6X3	C
DBHA_A	KDSA_A	DBHA_ECOLI	KDSA_ECOLI	P0ACF0	P0A715	C
DBHA_A	RPPH_A	DBHA_ECOLI	RPPH_ECOLI	P0ACF0	P0A776	C
DBHA_A	QUEA_A	DBHA_ECOLI	QUEA_ECOLI	P0ACF0	P0A7F9	C
DBHA_A	RNPA_A	DBHA_ECOLI	RNPA_ECOLI	P0ACF0	P0A7Y8	C
DBHA_A	RPOA_A	DBHA_ECOLI	RPOA_ECOLI	P0ACF0	P0A7Z4	C
DBHA_A	UVRB_A	DBHA_ECOLI	UVRB_ECOLI	P0ACF0	P0A8F8	C
DBHA_A	YCJF_B	DBHA_ECOLI	YCJF_ECOLI	P0ACF0	P0A8R7	C
DBHA_A	RPOC_A	DBHA_ECOLI	RPOC_ECOLI	P0ACF0	P0A8T7	C
DBHA_A	YFBU_A	DBHA_ECOLI	YFBU_ECOLI	P0ACF0	P0A8W8	C
DBHA_A	CSPE_A	DBHA_ECOLI	CSPE_ECOLI	P0ACF0	P0A972	C
DBHA_A	DEAD_A	DBHA_ECOLI	DEAD_ECOLI	P0ACF0	P0A9P6	C
DBHA_A	CSPA_A	DBHA_ECOLI	CSPA_ECOLI	P0ACF0	P0A9X9	C
DBHA_A	CSPC_A	DBHA_ECOLI	CSPC_ECOLI	P0ACF0	P0A9Y6	C
DBHA_A	RL13_A	DBHA_ECOLI	RL13_ECOLI	P0ACF0	P0AA10	C
DBHA_A	RLUC_A	DBHA_ECOLI	RLUC_ECOLI	P0ACF0	P0AA39	C
DBHA_A	CYOC_B	DBHA_ECOLI	CYOC_ECOLI	P0ACF0	P0ABJ3	C
DBHA_A	HEM2_A	DBHA_ECOLI	HEM2_ECOLI	P0ACF0	P0ACB2	C
DBHA_A	DBHB_A	DBHA_ECOLI	DBHB_ECOLI	P0ACF0	P0ACF4	C
DBHA_A	HNS_A	DBHA_ECOLI	HNS_ECOLI	P0ACF0	P0ACF8	C
DBHA_A	ROB_A	DBHA_ECOLI	ROB_ECOLI	P0ACF0	P0ACI0	C
DBHA_A	KPYK1_A	DBHA_ECOLI	KPYK1_ECOLI	P0ACF0	P0AD61	C
DBHA_A	FKBX_A	DBHA_ECOLI	FKBX_ECOLI	P0ACF0	P0AEM0	C
DBHA_A	GLNP_B	DBHA_ECOLI	GLNP_ECOLI	P0ACF0	P0AEQ6	C
DBHA_A	OXC_A	DBHA_ECOLI	OXC_ECOLI	P0ACF0	P0AFI0	C
DBHA_A	ISCR_A	DBHA_ECOLI	ISCR_ECOLI	P0ACF0	P0AGK8	C
DBHA_A	FIS_A	DBHA_ECOLI	FIS_ECOLI	P0ACF0	P0A6R3	C
DBHA_A	TOP3_A	DBHA_ECOLI	TOP3_ECOLI	P0ACF0	P14294	C
DBHA_A	TOP3_A	DBHA_ECOLI	TOP3_ECOLI	P0ACF0	P14294	C
DBHA_A	SRLR_A	DBHA_ECOLI	SRLR_ECOLI	P0ACF0	P15082	C
DBHA_A	CSPA_A	DBHA_ECOLI	CSPA_ECOLI	P0ACF0	P0A9X9	C
DBHA_A	MALQ_A	DBHA_ECOLI	MALQ_ECOLI	P0ACF0	P15977	C
DBHA_A	SPOT_A	DBHA_ECOLI	SPOT_ECOLI	P0ACF0	P0AG24	C
DBHA_A	FABA_A	DBHA_ECOLI	FABA_ECOLI	P0ACF0	P0A6Q3	C
DBHA_A	RNR_A	DBHA_ECOLI	RNR_ECOLI	P0ACF0	P21499	C
DBHA_A	FKBX_A	DBHA_ECOLI	FKBX_ECOLI	P0ACF0	P0AEM0	C
DBHA_A	MAK_B	DBHA_ECOLI	MAK_ECOLI	P0ACF0	P23917	C
DBHA_A	RCSA_A	DBHA_ECOLI	RCSA_ECOLI	P0ACF0	P69405	C
DBHA_A	HFQ_F1	DBHA_ECOLI	HFQ_ECOLI	P0ACF0	P0A6X3	C
DBHA_A	MNME_F1	DBHA_ECOLI	MNME_ECOLI	P0ACF0	P25522	C
DBHA_A	RIBD_A	DBHA_ECOLI	RIBD_ECOLI	P0ACF0	P25539	C
DBHA_A	PYRH_A	DBHA_ECOLI	PYRH_ECOLI	P0ACF0	P0A7E9	C
DBHA_A	SLYD_A	DBHA_ECOLI	SLYD_ECOLI	P0ACF0	P0A9K9	C
DBHA_A	YFIF_A	DBHA_ECOLI	YFIF_ECOLI	P0ACF0	P0AGJ5	C
DBHA_A	RLMN_A	DBHA_ECOLI	RLMN_ECOLI	P0ACF0	P36979	C
DBHA_A	RLMN_A	DBHA_ECOLI	RLMN_ECOLI	P0ACF0	P36979	C
DBHA_A	CSPC_A	DBHA_ECOLI	CSPC_ECOLI	P0ACF0	P0A9Y6	C
DBHA_A	YHJD_B	DBHA_ECOLI	YHJD_ECOLI	P0ACF0	P37642	C
DBHA_A	RLUB_A	DBHA_ECOLI	RLUB_ECOLI	P0ACF0	P37765	C
DBHA_A	RLUB_A	DBHA_ECOLI	RLUB_ECOLI	P0ACF0	P37765	C
DBHA_A	YJJU_A	DBHA_ECOLI	YJJU_ECOLI	P0ACF0	P39407	C
DBHA_A	YPFJ_B	DBHA_ECOLI	YPFJ_ECOLI	P0ACF0	P64429	C
DBHA_A	CSRA_A	DBHA_ECOLI	CSRA_ECOLI	P0ACF0	P69913	C
DBHA_A	KDGR_A	DBHA_ECOLI	KDGR_ECOLI	P0ACF0	P76268	C
DBHA_A	ASTC_A	DBHA_ECOLI	ASTC_ECOLI	P0ACF0	P77581	C
DBHA_A	YGFT_A	DBHA_ECOLI	YGFT_ECOLI	P0ACF0	Q46820	C
DBHB_A	PHSM_A	DBHB_ECOLI	PHSM_ECOLI	P0ACF4	P00490	C
DBHB_A	DPO1_A	DBHB_ECOLI	DPO1_ECOLI	P0ACF4	P00582	C
DBHB_A	IF3_A	DBHB_ECOLI	IF3_ECOLI	P0ACF4	P0A707	C
DBHB_A	UVRB_A	DBHB_ECOLI	UVRB_ECOLI	P0ACF4	P0A8F8	C
DBHB_A	IHFB_A	DBHB_ECOLI	IHFB_ECOLI	P0ACF4	P0A6Y1	C
DBHB_A	T1MK_A	DBHB_ECOLI	T1MK_ECOLI	P0ACF4	P08957	C
DBHB_A	IHFB_A	DBHB_ECOLI	IHFB_ECOLI	P0ACF4	P0A6Y1	C
DBHB_A	EXBB_B	DBHB_ECOLI	EXBB_ECOLI	P0ACF4	P0ABU7	C
DBHB_A	HNS_A	DBHB_ECOLI	HNS_ECOLI	P0ACF4	P0ACF8	C
DBHB_A	YBBO_A	DBHB_ECOLI	YBBO_ECOLI	P0ACF4	P0AFP4	C
DBHB_A	NDPA_A	DBHB_ECOLI	NDPA_ECOLI	P0ACF4	P33920	C
HNS_A	RPOC_A	HNS_ECOLI	RPOC_ECOLI	P0ACF8	P0A8T7	C
HNS_A	DPO1_A	HNS_ECOLI	DPO1_ECOLI	P0ACF8	P00582	C
HNS_A	THRC_A	HNS_ECOLI	THRC_ECOLI	P0ACF8	P00934	C
HNS_A	DBHB_A	HNS_ECOLI	DBHB_ECOLI	P0ACF8	P0ACF4	C
HNS_A	DBHA_A	HNS_ECOLI	DBHA_ECOLI	P0ACF8	P0ACF0	C
HNS_A	RS2_A	HNS_ECOLI	RS2_ECOLI	P0ACF8	P0A7V0	C
HNS_A	RL22_A	HNS_ECOLI	RL22_ECOLI	P0ACF8	P61175	C
HNS_A	PBPA_B	HNS_ECOLI	PBPA_ECOLI	P0ACF8	P02918	C
HNS_A	UVRD_A	HNS_ECOLI	UVRD_ECOLI	P0ACF8	P03018	C
HNS_A	ODP1_B	HNS_ECOLI	ODP1_ECOLI	P0ACF8	P0AFG8	C
HNS_A	HNS_A	HNS_ECOLI	HNS_ECOLI	P0ACF8	P0ACF8	C
HNS_A	PUTA_F1	HNS_ECOLI	PUTA_ECOLI	P0ACF8	P09546	C
HNS_A	PURA_A	HNS_ECOLI	PURA_ECOLI	P0ACF8	P0A7D4	C
