Entry Name A_Subcellular Location(this study)	Entry Name B_Subcellular Location(this study)	Entry Name A	Entry Name B	Accession A	Accession B	Satus
RS19_A	RPPH_A	RS19_ECOLI	RPPH_ECOLI	P0A7U3	P0A776	C
RS20_A	RPOB_A	RS20_ECOLI	RPOB_ECOLI	P0A7U7	P0A8V2	C
RS20_A	RNH_A	RS20_ECOLI	RNH_ECOLI	P0A7U7	P0A7Y4	C
RS20_A	ILVG_A	RS20_ECOLI	ILVG_ECOLI	P0A7U7	P00892	C
RS20_A	RS5_A	RS20_ECOLI	RS5_ECOLI	P0A7U7	P0A7W1	C
RS20_A	DNAA_F1	RS20_ECOLI	DNAA_ECOLI	P0A7U7	P03004	C
RS20_A	DNAA_F1	RS20_ECOLI	DNAA_ECOLI	P0A7U7	P03004	C
RS20_A	FIMB_A	RS20_ECOLI	FIMB_ECOLI	P0A7U7	P0ADH5	C
RS20_A	PNP_A	RS20_ECOLI	PNP_ECOLI	P0A7U7	P05055	C
RS20_A	PNP_A	RS20_ECOLI	PNP_ECOLI	P0A7U7	P05055	C
RS20_A	RNPA_A	RS20_ECOLI	RNPA_ECOLI	P0A7U7	P0A7Y8	C
RS20_A	UVRC_A	RS20_ECOLI	UVRC_ECOLI	P0A7U7	P0A8G0	C
RS20_A	FDHF_A	RS20_ECOLI	FDHF_ECOLI	P0A7U7	P07658	C
RS20_A	RPOZ_A	RS20_ECOLI	RPOZ_ECOLI	P0A7U7	P0A800	C
RS20_A	IF3_A	RS20_ECOLI	IF3_ECOLI	P0A7U7	P0A707	C
RS20_A	RNH_A	RS20_ECOLI	RNH_ECOLI	P0A7U7	P0A7Y4	C
RS20_A	UVRC_A	RS20_ECOLI	UVRC_ECOLI	P0A7U7	P0A8G0	C
RS20_A	RHLB_A	RS20_ECOLI	RHLB_ECOLI	P0A7U7	P0A8J8	C
RS20_A	YEEX_A	RS20_ECOLI	YEEX_ECOLI	P0A7U7	P0A8M6	C
RS20_A	RPOB_A	RS20_ECOLI	RPOB_ECOLI	P0A7U7	P0A8V2	C
RS20_A	YFBU_A	RS20_ECOLI	YFBU_ECOLI	P0A7U7	P0A8W8	C
RS20_A	YBGC_F1	RS20_ECOLI	YBGC_ECOLI	P0A7U7	P0A8Z3	C
RS20_A	RLUC_A	RS20_ECOLI	RLUC_ECOLI	P0A7U7	P0AA39	C
RS20_A	YBCJ_A	RS20_ECOLI	YBCJ_ECOLI	P0A7U7	P0AAS7	C
RS20_A	ROB_A	RS20_ECOLI	ROB_ECOLI	P0A7U7	P0ACI0	C
RS20_A	NLPD_I	RS20_ECOLI	NLPD_ECOLI	P0A7U7	P0ADA3	C
RS20_A	DCM_A	RS20_ECOLI	DCM_ECOLI	P0A7U7	P0AED9	C
RS20_A	HYFE_B	RS20_ECOLI	HYFE_ECOLI	P0A7U7	P0AEW1	C
RS20_A	SOHB_B	RS20_ECOLI	SOHB_ECOLI	P0A7U7	P0AG14	C
RS20_A	SPOT_A	RS20_ECOLI	SPOT_ECOLI	P0A7U7	P0AG24	C
RS20_A	YFIF_A	RS20_ECOLI	YFIF_ECOLI	P0A7U7	P0AGJ5	C
RS20_A	YHBY_A	RS20_ECOLI	YHBY_ECOLI	P0A7U7	P0AGK4	C
RS20_A	PGK_A	RS20_ECOLI	PGK_ECOLI	P0A7U7	P0A799	C
RS20_A	SELB_A	RS20_ECOLI	SELB_ECOLI	P0A7U7	P14081	C
RS20_A	IPYR_A	RS20_ECOLI	IPYR_ECOLI	P0A7U7	P0A7A9	C
RS20_A	KDSA_A	RS20_ECOLI	KDSA_ECOLI	P0A7U7	P0A715	C
RS20_A	SPOT_A	RS20_ECOLI	SPOT_ECOLI	P0A7U7	P0AG24	C
RS20_A	SPEA_A	RS20_ECOLI	SPEA_ECOLI	P0A7U7	P21170	C
RS20_A	LPXD_A	RS20_ECOLI	LPXD_ECOLI	P0A7U7	P21645	C
RS20_A	EMRE_B	RS20_ECOLI	EMRE_ECOLI	P0A7U7	P23895	C
RS20_A	RHLB_A	RS20_ECOLI	RHLB_ECOLI	P0A7U7	P0A8J8	C
RS20_A	CSPD_A	RS20_ECOLI	CSPD_ECOLI	P0A7U7	P0A968	C
RS20_A	RNG_A	RS20_ECOLI	RNG_ECOLI	P0A7U7	P0A9J0	C
RS20_A	AIDB_A	RS20_ECOLI	AIDB_ECOLI	P0A7U7	P33224	C
RS20_A	YFIF_A	RS20_ECOLI	YFIF_ECOLI	P0A7U7	P0AGJ5	C
RS20_A	YADG_F1	RS20_ECOLI	YADG_ECOLI	P0A7U7	P36879	C
RS20_A	RLMN_A	RS20_ECOLI	RLMN_ECOLI	P0A7U7	P36979	C
RS20_A	CSPC_A	RS20_ECOLI	CSPC_ECOLI	P0A7U7	P0A9Y6	C
RS20_A	YEFI_F1	RS20_ECOLI	YEFI_ECOLI	P0A7U7	P37751	C
RS20_A	NANM_G	RS20_ECOLI	NANM_ECOLI	P0A7U7	P39371	C
RS20_A	KDSD_B	RS20_ECOLI	KDSD_ECOLI	P0A7U7	P45395	C
RS20_A	YHGF_A	RS20_ECOLI	YHGF_ECOLI	P0A7U7	P46837	C
RS20_A	GMHB_A	RS20_ECOLI	GMHB_ECOLI	P0A7U7	P63228	C
RS20_A	GRCA_A	RS20_ECOLI	GRCA_ECOLI	P0A7U7	P68066	C
RS20_A	RLMI_A	RS20_ECOLI	RLMI_ECOLI	P0A7U7	P75876	C
RS20_A	YEGH_B	RS20_ECOLI	YEGH_ECOLI	P0A7U7	P76389	C
RS20_A	YFFL_A	RS20_ECOLI	YFFL_ECOLI	P0A7U7	P76543	C
RS20_A	YFFS_A	RS20_ECOLI	YFFS_ECOLI	P0A7U7	P76550	C
RS20_A	GTRB_B	RS20_ECOLI	GTRB_ECOLI	P0A7U7	P77293	C
RS20_A	YDJL_B	RS20_ECOLI	YDJL_ECOLI	P0A7U7	P77539	C
RS20_A	YDCN_A	RS20_ECOLI	YDCN_ECOLI	P0A7U7	P77626	C
RS20_A	YBAY_I	RS20_ECOLI	YBAY_ECOLI	P0A7U7	P77717	C
RS20_A	YDII_A	RS20_ECOLI	YDII_ECOLI	P0A7U7	P77781	C
RS2_A	RPOA_A	RS2_ECOLI	RPOA_ECOLI	P0A7V0	P0A7Z4	C
RS2_A	RPOD_A	RS2_ECOLI	RPOD_ECOLI	P0A7V0	P00579	C
RS2_A	DPO1_A	RS2_ECOLI	DPO1_ECOLI	P0A7V0	P00582	C
RS2_A	SYW_A	RS2_ECOLI	SYW_ECOLI	P0A7V0	P00954	C
RS2_A	RS1_A	RS2_ECOLI	RS1_ECOLI	P0A7V0	P0AG67	C
RS2_A	RS5_A	RS2_ECOLI	RS5_ECOLI	P0A7V0	P0A7W1	C
RS2_A	RL1_A	RS2_ECOLI	RL1_ECOLI	P0A7V0	P0A7L0	C
RS2_A	RL4_A	RS2_ECOLI	RL4_ECOLI	P0A7V0	P60723	C
RS2_A	IF3_A	RS2_ECOLI	IF3_ECOLI	P0A7V0	P0A707	C
RS2_A	RHO_A	RS2_ECOLI	RHO_ECOLI	P0A7V0	P0AG30	C
RS2_A	DNAA_F1	RS2_ECOLI	DNAA_ECOLI	P0A7V0	P03004	C
RS2_A	CLPB_A	RS2_ECOLI	CLPB_ECOLI	P0A7V0	P63284	C
RS2_A	NUSB_A	RS2_ECOLI	NUSB_ECOLI	P0A7V0	P0A780	C
RS2_A	DNAK_F1	RS2_ECOLI	DNAK_ECOLI	P0A7V0	P0A6Y8	C
RS2_A	TPIS_A	RS2_ECOLI	TPIS_ECOLI	P0A7V0	P0A858	C
RS2_A	RLMH_A	RS2_ECOLI	RLMH_ECOLI	P0A7V0	P0A8I8	C
RS2_A	FTSA_F1	RS2_ECOLI	FTSA_ECOLI	P0A7V0	P0ABH0	C
RS2_A	ERA_F1	RS2_ECOLI	ERA_ECOLI	P0A7V0	P06616	C
RS2_A	CCA_A	RS2_ECOLI	CCA_ECOLI	P0A7V0	P06961	C
RS2_A	IHFA_A	RS2_ECOLI	IHFA_ECOLI	P0A7V0	P0A6X7	C
RS2_A	UVRC_A	RS2_ECOLI	UVRC_ECOLI	P0A7V0	P0A8G0	C
RS2_A	SYL_A	RS2_ECOLI	SYL_ECOLI	P0A7V0	P07813	C
RS2_A	ILVB_A	RS2_ECOLI	ILVB_ECOLI	P0A7V0	P08142	C
RS2_A	LON_A	RS2_ECOLI	LON_ECOLI	P0A7V0	P0A9M0	C
RS2_A	EX5B_A	RS2_ECOLI	EX5B_ECOLI	P0A7V0	P08394	C
RS2_A	DNAJ_A	RS2_ECOLI	DNAJ_ECOLI	P0A7V0	P08622	C
RS2_A	GYRA_A	RS2_ECOLI	GYRA_ECOLI	P0A7V0	P0AES4	C
RS2_A	GRPE_A	RS2_ECOLI	GRPE_ECOLI	P0A7V0	P09372	C
RS2_A	CH60_A	RS2_ECOLI	CH60_ECOLI	P0A7V0	P0A6F5	C
RS2_A	CH10_A	RS2_ECOLI	CH10_ECOLI	P0A7V0	P0A6F9	C
RS2_A	EFTU1_F1	RS2_ECOLI	EFTU1_ECOLI	P0A7V0	P0CE47	C
RS2_A	SECA_F1	RS2_ECOLI	SECA_ECOLI	P0A7V0	P10408	C
RS2_A	LPXA_A	RS2_ECOLI	LPXA_ECOLI	P0A7V0	P0A722	C
RS2_A	LPXB_F1	RS2_ECOLI	LPXB_ECOLI	P0A7V0	P10441	C
RS2_A	DPO3A_A	RS2_ECOLI	DPO3A_ECOLI	P0A7V0	P10443	C
RS2_A	ALF_A	RS2_ECOLI	ALF_ECOLI	P0A7V0	P0AB71	C
RS2_A	RPOS_A	RS2_ECOLI	RPOS_ECOLI	P0A7V0	P13445	C
RS2_A	SYK2_A	RS2_ECOLI	SYK2_ECOLI	P0A7V0	P0A8N5	C
RS2_A	DNLJ_A	RS2_ECOLI	DNLJ_ECOLI	P0A7V0	P15042	C
RS2_A	SRLR_A	RS2_ECOLI	SRLR_ECOLI	P0A7V0	P15082	C
RS2_A	ICLR_A	RS2_ECOLI	ICLR_ECOLI	P0A7V0	P16528	C
RS2_A	NUSG_A	RS2_ECOLI	NUSG_ECOLI	P0A7V0	P0AFG0	C
RS2_A	RSMG_A	RS2_ECOLI	RSMG_ECOLI	P0A7V0	P0A6U5	C
RS2_A	MURG_F1	RS2_ECOLI	MURG_ECOLI	P0A7V0	P17443	C
RS2_A	ADHE_A	RS2_ECOLI	ADHE_ECOLI	P0A7V0	P0A9Q7	C
RS2_A	KDSA_A	RS2_ECOLI	KDSA_ECOLI	P0A7V0	P0A715	C
RS2_A	PNCB_A	RS2_ECOLI	PNCB_ECOLI	P0A7V0	P18133	C
RS2_A	PARC_F1	RS2_ECOLI	PARC_ECOLI	P0A7V0	P0AFI2	C
RS2_A	GREA_A	RS2_ECOLI	GREA_ECOLI	P0A7V0	P0A6W5	C
RS2_A	SRMB_A	RS2_ECOLI	SRMB_ECOLI	P0A7V0	P21507	C
RS2_A	MURE_A	RS2_ECOLI	MURE_ECOLI	P0A7V0	P22188	C
RS2_A	TIG_A	RS2_ECOLI	TIG_ECOLI	P0A7V0	P0A850	C
RS2_A	MURI_A	RS2_ECOLI	MURI_ECOLI	P0A7V0	P22634	C
RS2_A	ISPA_A	RS2_ECOLI	ISPA_ECOLI	P0A7V0	P22939	C
RS2_A	KDTA_B	RS2_ECOLI	KDTA_ECOLI	P0A7V0	P0AC75	C
RS2_A	DEAD_A	RS2_ECOLI	DEAD_ECOLI	P0A7V0	P0A9P6	C
RS2_A	PSS_F1	RS2_ECOLI	PSS_ECOLI	P0A7V0	P23830	C
RS2_A	YICC_A	RS2_ECOLI	YICC_ECOLI	P0A7V0	P23839	C
RS2_A	RCSA_A	RS2_ECOLI	RCSA_ECOLI	P0A7V0	P69405	C
RS2_A	IBPA_A	RS2_ECOLI	IBPA_ECOLI	P0A7V0	P0C054	C
RS2_A	PYRH_A	RS2_ECOLI	PYRH_ECOLI	P0A7V0	P0A7E9	C
RS2_A	GLMM_A	RS2_ECOLI	GLMM_ECOLI	P0A7V0	P31120	C
RS2_A	SSRP_A	RS2_ECOLI	SSRP_ECOLI	P0A7V0	P0A832	C
RS2_A	HSLU_A	RS2_ECOLI	HSLU_ECOLI	P0A7V0	P0A6H5	C
RS2_A	FDHD_A	RS2_ECOLI	FDHD_ECOLI	P0A7V0	P32177	C
RS2_A	AIDB_A	RS2_ECOLI	AIDB_ECOLI	P0A7V0	P33224	C
RS2_A	DUSC_A	RS2_ECOLI	DUSC_ECOLI	P0A7V0	P33371	C
RS2_A	RSUA_A	RS2_ECOLI	RSUA_ECOLI	P0A7V0	P0AA43	C
RS2_A	YIBL_A	RS2_ECOLI	YIBL_ECOLI	P0A7V0	P0ADK8	C
RS2_A	CBPA_A	RS2_ECOLI	CBPA_ECOLI	P0A7V0	P36659	C
RS2_A	CSPB_A	RS2_ECOLI	CSPB_ECOLI	P0A7V0	P36995	C
RS2_A	CSPC_A	RS2_ECOLI	CSPC_ECOLI	P0A7V0	P0A9Y6	C
RS2_A	MBHM_F2	RS2_ECOLI	MBHM_ECOLI	P0A7V0	P0ACE0	C
RS2_A	RLUB_A	RS2_ECOLI	RLUB_ECOLI	P0A7V0	P37765	C
RS2_A	XNI_B	RS2_ECOLI	XNI_ECOLI	P0A7V0	P38506	C
RS2_A	RSGA_A	RS2_ECOLI	RSGA_ECOLI	P0A7V0	P39286	C
RS2_A	RLMB_A	RS2_ECOLI	RLMB_ECOLI	P0A7V0	P63177	C
RS2_A	YHBY_A	RS2_ECOLI	YHBY_ECOLI	P0A7V0	P0AGK4	C
RS2_A	YACL_A	RS2_ECOLI	YACL_ECOLI	P0A7V0	P0A8E5	C
RS2_A	HSLR_A	RS2_ECOLI	HSLR_ECOLI	P0A7V0	P0ACG8	C
RS2_A	YBAZ_A	RS2_ECOLI	YBAZ_ECOLI	P0A7V0	P0AFP2	C
RS2_A	YBHK_A	RS2_ECOLI	YBHK_ECOLI	P0A7V0	P75767	C
RS2_A	YFHM_E	RS2_ECOLI	YFHM_ECOLI	P0A7V0	P76578	C
RS2_A	YFIQ_A	RS2_ECOLI	YFIQ_ECOLI	P0A7V0	P76594	C
RS2_A	PHOL_A	RS2_ECOLI	PHOL_ECOLI	P0A7V0	P0A9K3	C
RS3_A	RPOA_A	RS3_ECOLI	RPOA_ECOLI	P0A7V3	P0A7Z4	C
RS3_A	RPOC_A	RS3_ECOLI	RPOC_ECOLI	P0A7V3	P0A8T7	C
RS3_A	RPOD_A	RS3_ECOLI	RPOD_ECOLI	P0A7V3	P00579	C
RS3_A	RNH_A	RS3_ECOLI	RNH_ECOLI	P0A7V3	P0A7Y4	C
RS3_A	ILVG_A	RS3_ECOLI	ILVG_ECOLI	P0A7V3	P00892	C
RS3_A	RS2_A	RS3_ECOLI	RS2_ECOLI	P0A7V3	P0A7V0	C
RS3_A	RS5_A	RS3_ECOLI	RS5_ECOLI	P0A7V3	P0A7W1	C
RS3_A	RS13_A	RS3_ECOLI	RS13_ECOLI	P0A7V3	P0A7S9	C
RS3_A	RL4_A	RS3_ECOLI	RL4_ECOLI	P0A7V3	P60723	C
RS3_A	RL23_A	RS3_ECOLI	RL23_ECOLI	P0A7V3	P0ADZ0	C
RS3_A	IF3_A	RS3_ECOLI	IF3_ECOLI	P0A7V3	P0A707	C
RS3_A	DNAA_F1	RS3_ECOLI	DNAA_ECOLI	P0A7V3	P03004	C
RS3_A	DNAA_F1	RS3_ECOLI	DNAA_ECOLI	P0A7V3	P03004	C
RS3_A	RNPA_A	RS3_ECOLI	RNPA_ECOLI	P0A7V3	P0A7Y8	C
RS3_A	UVRC_A	RS3_ECOLI	UVRC_ECOLI	P0A7V3	P0A8G0	C
RS3_A	USG_A	RS3_ECOLI	USG_ECOLI	P0A7V3	P08390	C
RS3_A	IHFB_A	RS3_ECOLI	IHFB_ECOLI	P0A7V3	P0A6Y1	C
RS3_A	FABA_A	RS3_ECOLI	FABA_ECOLI	P0A7V3	P0A6Q3	C
RS3_A	FABZ_F1	RS3_ECOLI	FABZ_ECOLI	P0A7V3	P0A6Q6	C
RS3_A	IF3_A	RS3_ECOLI	IF3_ECOLI	P0A7V3	P0A707	C
RS3_A	KDSA_A	RS3_ECOLI	KDSA_ECOLI	P0A7V3	P0A715	C
RS3_A	KPRS_A	RS3_ECOLI	KPRS_ECOLI	P0A7V3	P0A717	C
RS3_A	LPXA_A	RS3_ECOLI	LPXA_ECOLI	P0A7V3	P0A722	C
RS3_A	RPPH_A	RS3_ECOLI	RPPH_ECOLI	P0A7V3	P0A776	C
RS3_A	TIG_A	RS3_ECOLI	TIG_ECOLI	P0A7V3	P0A850	C
RS3_A	RIMP_A	RS3_ECOLI	RIMP_ECOLI	P0A7V3	P0A8A8	C
RS3_A	YACL_A	RS3_ECOLI	YACL_ECOLI	P0A7V3	P0A8E5	C
RS3_A	TRMB_A	RS3_ECOLI	TRMB_ECOLI	P0A7V3	P0A8I5	C
RS3_A	YEEX_A	RS3_ECOLI	YEEX_ECOLI	P0A7V3	P0A8M6	C
RS3_A	YFBU_A	RS3_ECOLI	YFBU_ECOLI	P0A7V3	P0A8W8	C
RS3_A	BLC_I	RS3_ECOLI	BLC_ECOLI	P0A7V3	P0A901	C
RS3_A	CSPD_A	RS3_ECOLI	CSPD_ECOLI	P0A7V3	P0A968	C
RS3_A	GLPC_F1	RS3_ECOLI	GLPC_ECOLI	P0A7V3	P0A996	C
RS3_A	LON_A	RS3_ECOLI	LON_ECOLI	P0A7V3	P0A9M0	C
RS3_A	CSPC_A	RS3_ECOLI	CSPC_ECOLI	P0A7V3	P0A9Y6	C
RS3_A	RLUC_A	RS3_ECOLI	RLUC_ECOLI	P0A7V3	P0AA39	C
RS3_A	PCNB_B	RS3_ECOLI	PCNB_ECOLI	P0A7V3	P0ABF1	C
RS3_A	FIMB_A	RS3_ECOLI	FIMB_ECOLI	P0A7V3	P0ADH5	C
RS3_A	RL23_A	RS3_ECOLI	RL23_ECOLI	P0A7V3	P0ADZ0	C
RS3_A	SELB_A	RS3_ECOLI	SELB_ECOLI	P0A7V3	P14081	C
RS3_A	SELB_A	RS3_ECOLI	SELB_ECOLI	P0A7V3	P14081	C
RS3_A	TOP3_A	RS3_ECOLI	TOP3_ECOLI	P0A7V3	P14294	C
RS3_A	SYK2_A	RS3_ECOLI	SYK2_ECOLI	P0A7V3	P0A8N5	C
RS3_A	CSPA_A	RS3_ECOLI	CSPA_ECOLI	P0A7V3	P0A9X9	C
RS3_A	IPYR_A	RS3_ECOLI	IPYR_ECOLI	P0A7V3	P0A7A9	C
RS3_A	KDSA_A	RS3_ECOLI	KDSA_ECOLI	P0A7V3	P0A715	C
RS3_A	FRUR_A	RS3_ECOLI	FRUR_ECOLI	P0A7V3	P0ACP1	C
RS3_A	SRMB_A	RS3_ECOLI	SRMB_ECOLI	P0A7V3	P21507	C
RS3_A	RNE_F1	RS3_ECOLI	RNE_ECOLI	P0A7V3	P21513	C
RS3_A	LPXD_A	RS3_ECOLI	LPXD_ECOLI	P0A7V3	P21645	C
RS3_A	MUKB_A	RS3_ECOLI	MUKB_ECOLI	P0A7V3	P22523	C
RS3_A	DEAD_A	RS3_ECOLI	DEAD_ECOLI	P0A7V3	P0A9P6	C
RS3_A	HFQ_F1	RS3_ECOLI	HFQ_ECOLI	P0A7V3	P0A6X3	C
RS3_A	HOLA_A	RS3_ECOLI	HOLA_ECOLI	P0A7V3	P28630	C
RS3_A	PYRH_A	RS3_ECOLI	PYRH_ECOLI	P0A7V3	P0A7E9	C
RS3_A	TRMB_A	RS3_ECOLI	TRMB_ECOLI	P0A7V3	P0A8I5	C
RS3_A	SSRP_A	RS3_ECOLI	SSRP_ECOLI	P0A7V3	P0A832	C
RS3_A	YFIF_A	RS3_ECOLI	YFIF_ECOLI	P0A7V3	P0AGJ5	C
RS3_A	CBPA_A	RS3_ECOLI	CBPA_ECOLI	P0A7V3	P36659	C
RS3_A	CBPA_A	RS3_ECOLI	CBPA_ECOLI	P0A7V3	P36659	C
RS3_A	YADG_F1	RS3_ECOLI	YADG_ECOLI	P0A7V3	P36879	C
RS3_A	RLMN_A	RS3_ECOLI	RLMN_ECOLI	P0A7V3	P36979	C
RS3_A	RLUB_A	RS3_ECOLI	RLUB_ECOLI	P0A7V3	P37765	C
RS3_A	USPF_A	RS3_ECOLI	USPF_ECOLI	P0A7V3	P37903	C
RS3_A	ULAR_A	RS3_ECOLI	ULAR_ECOLI	P0A7V3	P0A9W0	C
RS3_A	YJJU_A	RS3_ECOLI	YJJU_ECOLI	P0A7V3	P39407	C
RS3_A	HRPA_A	RS3_ECOLI	HRPA_ECOLI	P0A7V3	P43329	C
RS3_A	YACL_A	RS3_ECOLI	YACL_ECOLI	P0A7V3	P0A8E5	C
RS3_A	CSIE_A	RS3_ECOLI	CSIE_ECOLI	P0A7V3	P54901	C
RS3_A	LOLB_I	RS3_ECOLI	LOLB_ECOLI	P0A7V3	P61320	C
RS3_A	GMHB_A	RS3_ECOLI	GMHB_ECOLI	P0A7V3	P63228	C
RS3_A	YDCY_A	RS3_ECOLI	YDCY_ECOLI	P0A7V3	P64455	C
RS3_A	YODC_A	RS3_ECOLI	YODC_ECOLI	P0A7V3	P64517	C
RS3_A	RCSB_A	RS3_ECOLI	RCSB_ECOLI	P0A7V3	P69407	C
RS3_A	YBJX_F1	RS3_ECOLI	YBJX_ECOLI	P0A7V3	P75829	C
RS3_A	YBJX_F1	RS3_ECOLI	YBJX_ECOLI	P0A7V3	P75829	C
RS3_A	RLMI_A	RS3_ECOLI	RLMI_ECOLI	P0A7V3	P75876	C
RS3_A	NPD_A	RS3_ECOLI	NPD_ECOLI	P0A7V3	P75960	C
RS3_A	YDCP_A	RS3_ECOLI	YDCP_ECOLI	P0A7V3	P76104	C
RS3_A	YDIH_A	RS3_ECOLI	YDIH_ECOLI	P0A7V3	P64476	C
RS3_A	YEAO_A	RS3_ECOLI	YEAO_ECOLI	P0A7V3	P76243	C
RS3_A	PHOL_A	RS3_ECOLI	PHOL_ECOLI	P0A7V3	P0A9K3	C
RS3_A	YBAY_I	RS3_ECOLI	YBAY_ECOLI	P0A7V3	P77717	C
RS3_A	RPPH_A	RS3_ECOLI	RPPH_ECOLI	P0A7V3	P0A776	C
RS4_A	PLSB_F1	RS4_ECOLI	PLSB_ECOLI	P0A7V8	P0A7A7	C
RS4_A	RPOA_A	RS4_ECOLI	RPOA_ECOLI	P0A7V8	P0A7Z4	C
RS4_A	RPOC_A	RS4_ECOLI	RPOC_ECOLI	P0A7V8	P0A8T7	C
RS4_A	RPOD_A	RS4_ECOLI	RPOD_ECOLI	P0A7V8	P00579	C
RS4_A	RP32_A	RS4_ECOLI	RP32_ECOLI	P0A7V8	P0AGB3	C
RS4_A	SSB_A	RS4_ECOLI	SSB_ECOLI	P0A7V8	P0AGE0	C
RS4_A	RS3_A	RS4_ECOLI	RS3_ECOLI	P0A7V8	P0A7V3	C
RS4_A	RS8_A	RS4_ECOLI	RS8_ECOLI	P0A7V8	P0A7W7	C
RS4_A	RL1_A	RS4_ECOLI	RL1_ECOLI	P0A7V8	P0A7L0	C
RS4_A	RL4_A	RS4_ECOLI	RL4_ECOLI	P0A7V8	P60723	C
RS4_A	RL19_A	RS4_ECOLI	RL19_ECOLI	P0A7V8	P0A7K6	C
RS4_A	PBPA_B	RS4_ECOLI	PBPA_ECOLI	P0A7V8	P02918	C
RS4_A	IF3_A	RS4_ECOLI	IF3_ECOLI	P0A7V8	P0A707	C
RS4_A	NUSB_A	RS4_ECOLI	NUSB_ECOLI	P0A7V8	P0A780	C
RS4_A	FIMB_A	RS4_ECOLI	FIMB_ECOLI	P0A7V8	P0ADH5	C
RS4_A	PNP_A	RS4_ECOLI	PNP_ECOLI	P0A7V8	P05055	C
RS4_A	RNPA_A	RS4_ECOLI	RNPA_ECOLI	P0A7V8	P0A7Y8	C
RS4_A	SRP54_F1	RS4_ECOLI	SRP54_ECOLI	P0A7V8	P0AGD7	C
RS4_A	FDHF_A	RS4_ECOLI	FDHF_ECOLI	P0A7V8	P07658	C
RS4_A	YBGC_F1	RS4_ECOLI	YBGC_ECOLI	P0A7V8	P0A8Z3	C
RS4_A	IF3_A	RS4_ECOLI	IF3_ECOLI	P0A7V8	P0A707	C
RS4_A	KPRS_A	RS4_ECOLI	KPRS_ECOLI	P0A7V8	P0A717	C
RS4_A	NAGB_B	RS4_ECOLI	NAGB_ECOLI	P0A7V8	P0A759	C
RS4_A	PLSB_F1	RS4_ECOLI	PLSB_ECOLI	P0A7V8	P0A7A7	C
RS4_A	RNPA_A	RS4_ECOLI	RNPA_ECOLI	P0A7V8	P0A7Y8	C
RS4_A	TRMB_A	RS4_ECOLI	TRMB_ECOLI	P0A7V8	P0A8I5	C
RS4_A	YEEX_A	RS4_ECOLI	YEEX_ECOLI	P0A7V8	P0A8M6	C
RS4_A	RPOC_A	RS4_ECOLI	RPOC_ECOLI	P0A7V8	P0A8T7	C
RS4_A	YBGC_F1	RS4_ECOLI	YBGC_ECOLI	P0A7V8	P0A8Z3	C
RS4_A	CSPE_A	RS4_ECOLI	CSPE_ECOLI	P0A7V8	P0A972	C
RS4_A	PHOL_A	RS4_ECOLI	PHOL_ECOLI	P0A7V8	P0A9K3	C
RS4_A	RSUA_A	RS4_ECOLI	RSUA_ECOLI	P0A7V8	P0AA43	C
RS4_A	YBCJ_A	RS4_ECOLI	YBCJ_ECOLI	P0A7V8	P0AAS7	C
RS4_A	YGGE_G	RS4_ECOLI	YGGE_ECOLI	P0A7V8	P0ADS6	C
RS4_A	SRP54_F1	RS4_ECOLI	SRP54_ECOLI	P0A7V8	P0AGD7	C
RS4_A	SSB_A	RS4_ECOLI	SSB_ECOLI	P0A7V8	P0AGE0	C
RS4_A	YHBY_A	RS4_ECOLI	YHBY_ECOLI	P0A7V8	P0AGK4	C
RS4_A	KDSA_A	RS4_ECOLI	KDSA_ECOLI	P0A7V8	P0A715	C
RS4_A	SPOT_A	RS4_ECOLI	SPOT_ECOLI	P0A7V8	P0AG24	C
RS4_A	RNR_A	RS4_ECOLI	RNR_ECOLI	P0A7V8	P21499	C
RS4_A	LPXD_A	RS4_ECOLI	LPXD_ECOLI	P0A7V8	P21645	C
RS4_A	LPXD_A	RS4_ECOLI	LPXD_ECOLI	P0A7V8	P21645	C
RS4_A	ISPA_A	RS4_ECOLI	ISPA_ECOLI	P0A7V8	P22939	C
RS4_A	PSS_F1	RS4_ECOLI	PSS_ECOLI	P0A7V8	P23830	C
RS4_A	RHLB_A	RS4_ECOLI	RHLB_ECOLI	P0A7V8	P0A8J8	C
RS4_A	HFQ_F1	RS4_ECOLI	HFQ_ECOLI	P0A7V8	P0A6X3	C
RS4_A	RNG_A	RS4_ECOLI	RNG_ECOLI	P0A7V8	P0A9J0	C
RS4_A	RLME_A	RS4_ECOLI	RLME_ECOLI	P0A7V8	P0C0R7	C
RS4_A	LHR_B	RS4_ECOLI	LHR_ECOLI	P0A7V8	P30015	C
RS4_A	GLNE_A	RS4_ECOLI	GLNE_ECOLI	P0A7V8	P30870	C
RS4_A	TRMB_A	RS4_ECOLI	TRMB_ECOLI	P0A7V8	P0A8I5	C
RS4_A	YJAG_A	RS4_ECOLI	YJAG_ECOLI	P0A7V8	P32680	C
RS4_A	AIDB_A	RS4_ECOLI	AIDB_ECOLI	P0A7V8	P33224	C
RS4_A	CBPA_A	RS4_ECOLI	CBPA_ECOLI	P0A7V8	P36659	C
RS4_A	CBPA_A	RS4_ECOLI	CBPA_ECOLI	P0A7V8	P36659	C
RS4_A	RLMN_A	RS4_ECOLI	RLMN_ECOLI	P0A7V8	P36979	C
RS4_A	RLMN_A	RS4_ECOLI	RLMN_ECOLI	P0A7V8	P36979	C
