Accession (UNIPROT)	ID interactor A	ID interactor B
P0A7Z4	P0A7Z4	P08504
P63284	P63284	P0A812
P0A7R5	P0A7R5	P0A812
P08622	P0AGB3	P08622
P08622	P09372	P08622
P08622	P0A9Y6	P08622
P08622	P03004	P08622
P08622	P08622	P08622
P08622	P0AFG8	P08622
P08622	P22333	P08622
P08622	P0ABB4	P08622
P08622	P06993	P08622
P08622	P0A817	P08622
P08622	P0A9X4	P08622
P08622	P22523	P08622
P08622	P0AAH0	P08622
P08622	P0A7G6	P08622
P08622	P0C077	P08622
P08622	P0AG30	P08622
P08622	P0A7L0	P08622
P08622	P0A7J3	P08622
P08622	P0A7K6	P08622
P08622	P0A8T7	P08622
P08622	P0A7V0	P08622
P08622	P0A7W1	P08622
P08622	P0A7S9	P08622
P08622	P0AG59	P08622
P08622	P0AGG4	P08622
P08622	P17169	P08622
P08622	P00960	P08622
P08622	P0A6X3	P08622
P08622	P0A6H5	P08622
P08622	P04951	P08622
P08622	P42184	P08622
P08622	P0A9M8	P08622
P08622	P0A7E9	P08622
P08622	P21893	P08622
P08622	P0A812	P08622
P08622	P14081	P08622
P08622	P75829	P08622
P08622	P0A7R5	P08622
P08622	P0C054	P08622
P08622	P0AFG0	P08622
P08622	P39407	P08622
P08622	P60624	P08622
P08622	P0AG59	P08622
P08622	P0A991	P08622
P08622	P0A836	P08622
P08622	P30864	P08622
P08622	P75746	P08622
P08622	P30177	P08622
P08622	P0ADQ7	P08622
P08622	P32177	P08622
P08622	P0A9P6	P08622
P08622	P0A817	P08622
P08622	P0A9X4	P08622
P08622	P0AAH0	P08622
P08622	P0A9W0	P08622
P08622	P0A7G6	P08622
P08622	P0A705	P08622
P08622	P0A6Y8	P08622
P0A6Y1	P0A6Y1	P0A6Y1
P0A6Y1	P0AER8	P0A6Y1
P0A6Y1	P0ACF4	P0A6Y1
P0A6Y1	P60723	P0A6Y1
P0A6Y1	P62399	P0A6Y1
P0A6Y1	P0AA10	P0A6Y1
P0A6Y1	P02413	P0A6Y1
P0A6Y1	P0ADY7	P0A6Y1
P0A6Y1	P0A7M6	P0A6Y1
P0A6Y1	P0A7N9	P0A6Y1
P0A6Y1	P0A8T7	P0A6Y1
P0A6Y1	P0A7V3	P0A6Y1
P0A6Y1	P0A7W1	P0A6Y1
P0A6Y1	P02358	P0A6Y1
P0A6Y1	P0A7W7	P0A6Y1
P0A6Y1	P0A7U3	P0A6Y1
P69786	P69786	P69783
P0A6F3	P69783	P0A6F3
P0A6F3	P0A6F3	P0A6F3
P0A6F3	P0A9Y6	P0A6F3
P0ACF8	P0ACF8	P0ACF8
P0ACF8	P0AE60	P0ACF8
P0ACF8	P76092	P0ACF8
P0ACF8	P00490	P0ACF8
P0ACF8	P15977	P0ACF8
P0ACF8	P60624	P0ACF8
P0ACF8	P0A8V2	P0ACF8
P0ACF8	P10408	P0ACF8
P0ACF8	P0AGE0	P0ACF8
P0ACF8	P0A850	P0ACF8
P0ACF8	P0ABS8	P0ACF8
P0ACF8	P68739	P0ACF8
P0ACF8	P06612	P0ACF8
P0ACF8	P0A8F8	P0ACF8
P08956	P05719	P08956
P08956	P08957	P08956
P08957	P12295	P08957
P08957	P0AEH5	P08957
P08957	P0A8F8	P08957
P08957	P0AG07	P08957
P08957	P0AC84	P08957
P08957	P0AAB4	P08957
P08957	P0ACF4	P08957
P60438	P60438	P0A8Z3
P0ADZ0	P0ADZ0	P0A8Z3
P0A7V8	P0A7V8	P0A8Z3
P0AFG8	P0AFG8	P09030
P00490	P00490	P09030
P0AES4	P0A6F5	P0AES4
P0AES4	P33012	P0AES4
P0AES4	P0AES4	P0AES4
P0AES4	P06959	P0AES4
P0AES4	P0ABH9	P0AES4
P0AES4	P08622	P0AES4
P0AES4	P0A6Y8	P0AES4
P0AES4	P0AGD7	P0AES4
P0AES4	P00961	P0AES4
P0AES4	P0A9X4	P0AES4
P0AES4	P0AAH0	P0AES4
P0AES4	P0A7G6	P0AES4
P0AES4	P0A7V0	P0AES4
P0AES4	P02990	P0AES4
P0AES4	P0AF03	P0AES4
P0AES4	P0AFI2	P0AES4
P0AES4	P0A7W1	P0AES4
P0AES4	P0A832	P0AES4
P0AES4	P0A8H8	P0AES4
P0AES4	P62554	P0AES4
P09127	P0ACV4	P09127
P0A6F5	P0A6F5	P09151
P0AGE9	P0AGE9	P09151
P0A6G7	P0A6G7	P09152
P08622	P08622	P09152
P67910	P67910	P09152
P67910	P67910	P09152
P37908	P37908	P0A8L1
P37652	P37652	P0A8L1
P0A9K9	P0A9K9	P0A8L1
P43671	P43671	P0AC28
P0AFG8	P0AFG8	P0AFH0
P60723	P60723	P09372
P0A7N9	P0A7N9	P09372
P0A7V0	P0A7V0	P09372
P02359	P02359	P09372
P31473	P31473	P09372
P09373	P06961	P09373
P09373	P15038	P09373
P09373	P0A8N5	P09373
P09373	P29745	P09373
P09373	P09373	P09373
P09373	P15082	P09373
P09373	P0AF67	P09373
P09373	P0AB03	P09373
P09373	P0ADN0	P09373
P09373	P0ABU7	P09373
P09373	P0C054	P09373
P09373	P0A8N5	P09373
P09373	P02918	P09373
P09373	P23917	P09373
P09373	P0AC53	P09373
P09373	P0A9L8	P09373
P09373	P0AD33	P09373
P09373	P39274	P09373
P09373	P33599	P09373
P09373	P0A910	P09373
P09373	P31133	P09373
P09373	P0A948	P09373
P0A7E9	P0A7E9	P0C0V0
P00579	P00579	P09377
P0A8N3	P0A8N3	P09377
P00579	P00579	P09378
P77504	P77504	P09424
P0A799	P0A799	P09546
P0AEH5	P0AEH5	P09546
P0A6P9	P0A6P9	P09546
P0AB71	P0AB71	P09546
P0ACF8	P0ACF8	P09546
P0ADY7	P0ADY7	P09546
P0AG44	P0AG44	P09546
P0C018	P0C018	P09546
P0A7M2	P0A7M2	P09546
P0A7N9	P0A7N9	P09546
P0AG67	P0AG67	P09546
P36683	P36683	P09551
P07650	P07650	P09551
P0ABP8	P0ABP8	P0ABP8
P09831	P09832	P09831
P09831	P0AEF4	P09831
P09831	P0A6F3	P09831
P09832	P09832	P09832
P09832	P0AEF4	P09832
P09832	P67910	P09832
P09832	P0AG48	P09832
P09832	P0ACP1	P09832
P09832	P00350	P09832
P09835	P0AGA6	P09835
P0A8Y5	P0A8Y5	P0A8Y5
P0A6A0	P0AGE0	P0A6A0
P0A6A0	P0ACJ8	P0A6A0
P23538	P23538	P0A6A6
P0A850	P0A850	P0A6A6
P0AAI5	P0AAI5	P0A6A8
P22523	P22523	P0A6A8
P0AG24	P0AG24	P0A6A8
P0A953	P0A953	P0A6A8
P02358	P02358	P0A6A8
P0A7K2	P0A7K2	P0A6A8
P0A7W7	P0A7W7	P0A6A8
P0A9P6	P0A9P6	P0A6A8
P37642	P37642	P0A6A8
P21645	P21645	P0A6A8
P0A6B7	Q1R8K8	P0A6B7
P0A6B7	P31063	P0A6B7
P0A6B7	P0ABH7	P0A6B7
P0A6B7	P24192	P0A6B7
P0A6B7	P0ACD4	P0A6B7
P0A6B7	P0A9R4	P0A6B7
P0A6B7	P27838	P0A6B7
P0A850	P0A850	P0A6F1
P0A6F3	P0AF06	P0A6F3
P0A6F3	P0A759	P0A6F3
P0A6F5	P04273	P0A6F5
P0A6F5	P00887	P0A6F5
P0A6F5	P0A817	P0A6F5
P0A6F5	P00893	P0A6F5
P0A6F5	P0A6J5	P0A6F5
P0A6F5	P0A9P0	P0A6F5
P0A6F5	P0C8J6	P0A6F5
P0A6F5	P0A9B2	P0A6F5
P0A6F5	P0AF24	P0A6F5
P0A6F5	P0A9M8	P0A6F5
P0A6F5	P37747	P0A6F5
P0A6F5	P0A786	P0A6F5
P0A6F5	P30140	P0A6F5
P0A6F5	P0A7Z4	P0A6F5
P0A6F5	P0A7K2	P0A6F5
P0A6F5	P0A7R1	P0A6F5
P0A6F5	P0A7V0	P0A6F5
P0A6F5	P00961	P0A6F5
P0A6F5	P0A8M3	P0A6F5
P0A6F5	P0CE47	P0A6F5
P0A6F5	P09372	P0A6F5
P0A6F5	P0A7G6	P0A6F5
P0A6F5	P0AAH0	P0A6F5
P0A6F5	P0A998	P0A6F5
P0A6F5	P39407	P0A6F5
P0A6F5	P75957	P0A6F5
P0A6F5	P0A6F5	P0A6F5
P0A6F5	P0A991	P0A6F5
P0A6F5	P0AEM9	P0A6F5
P0A6F5	P15038	P0A6F5
P0A6F5	P77329	P0A6F5
P0A6F5	P0A8N5	P0A6F5
P0A6F5	P62623	P0A6F5
P0A6F5	P0AEY3	P0A6F5
P0A6F5	P63284	P0A6F5
P0A6F5	P0A6Y8	P0A6F5
P0A6F5	P0A9M0	P0A6F5
P0A6F5	P09152	P0A6F5
P0A6F5	P0A7E1	P0A6F5
P0A6F5	P77395	P0A6F5
P0A6F5	P76010	P0A6F5
P0A6F5	P28638	P0A6F5
P0A6F5	P0ADK6	P0A6F5
P0A6F5	P68739	P0A6F5
P0A6F5	P33593	P0A6F5
P0A6F5	P0AFH0	P0A6F5
P0A6F5	P04825	P0A6F5
P0A6F5	P0A7A9	P0A6F5
P0A6F5	P42184	P0A6F5
P0A6F5	P0A7D1	P0A6F5
P0A6F5	P0A7H0	P0A6F5
P0A6F5	P37745	P0A6F5
P0A6F5	P25539	P0A6F5
P0A6F5	P0A812	P0A6F5
P0A6F5	P77279	P0A6F5
P0A6F5	P39177	P0A6F5
P0A6F5	P0A9X1	P0A6F5
P0A6F5	P76594	P0A6F5
P0A6F5	P0AC28	P0A6F5
P0A6F5	P0A894	P0A6F5
P0A6F5	P37195	P0A6F5
P0A6F5	P0A8Y5	P0A6F5
P0A6F5	P39286	P0A6F5
P0A6F5	P63386	P0A6F5
P0A6F5	P0A812	P0A6F5
P0A6F5	P0AEM9	P0A6F5
P0A6F5	P0AC81	P0A6F5
P0A6F5	P0A7E1	P0A6F5
P0A6F5	P62623	P0A6F5
P0A6F5	P0AFH0	P0A6F5
P0A6F5	P0A7E9	P0A6F5
P0A6F5	P0AC28	P0A6F5
P0A6F5	P0A8S1	P0A6F5
P0A6F5	P0A894	P0A6F5
P0A6F5	P0A9X1	P0A6F5
P0A6F5	P0A991	P0A6F5
P0A6F5	P0A717	P0A6F5
P0A6F5	P0AAH0	P0A6F5
P0A6F5	P0A9W0	P0A6F5
P0A6F5	P0ABA6	P0A6F5
P0A6F5	P00586	P0A6F5
P0A6F5	P0A6F5	P0A6F9
P0A6M8	P0A6M8	P0A6F9
P67910	P67910	P0A6F9
P0A7V0	P0A7V0	P0A6F9
P0A850	P0A850	P0A6F9
P77504	P77504	P0A6F9
P60716	P60716	P0A6F9
P0A6G7	P0A6G7	P0A6F9
P0ABU7	P0ABU7	P0A6F9
P0ABG4	P0ABG4	P0A6F9
P15038	P15038	P0A6F9
P37642	P37642	P0A6F9
P63284	P63284	P0A6F9
P07813	P07813	P0A6F9
P17952	P17952	P0A6F9
P0A894	P0A894	P0A6F9
P0A850	P0A850	P0A6F9
P39831	P39831	P0A6G3
P0A796	P0A796	P0A6G3
P0A6G7	P0A6G7	P0A6G7
P0A6G7	P03819	P0A6G7
P0A6G7	P00550	P0A6G7
P0A6G7	P64476	P0A6G7
P0A6G7	P42912	P0A6G7
P0A6G7	P0C0V0	P0A6G7
P0A6G7	P76396	P0A6G7
P0A6G7	P0A6F5	P0A6G7
P0A6G7	P67910	P0A6G7
P0A6G7	P0A6H1	P0A6G7
P0A6H1	P0AE08	P0A6H1
P0A6H1	P0A817	P0A6H1
P0A6H1	P0A7G6	P0A6H1
P0A6H1	P0A6H1	P0A6H1
P0A6H5	P0A8S1	P0A6H5
P0A6H5	P77318	P0A6H5
P0A6H5	P77804	P0A6H5
P0A6H5	P0ABD8	P0A6H5
P0A6H5	P0A917	P0A6H5
P0A6H5	P0A7R5	P0A6H5
P0A6H5	P0A6M8	P0A6H5
P0A6H5	P0A817	P0A6H5
P0A6H5	P0A9X4	P0A6H5
P0A6H5	P0A7G6	P0A6H5
P0A6H5	P0CE47	P0A6H5
P0A6H5	P08622	P0A6H5
P07813	P07813	P0A6I6
P67910	P67910	P0A6I6
P37765	P37765	P0A6K1
P0A6H1	P0A6H1	P0A6L9
P0A6M8	P33129	P0A6M8
P0A6M8	P02918	P0A6M8
P0A6M8	P0A7G6	P0A6M8
P0A6M8	P39286	P0A6M8
P0A6M8	P0AFP6	P0A6M8
P0A6M8	P08622	P0A6M8
P0A6M8	P0ABU7	P0A6M8
P0A6M8	P22634	P0A6M8
P0A6M8	P18843	P0A6M8
P0A6M8	P29745	P0A6M8
P0A6M8	P36979	P0A6M8
P0A6M8	P0A9A6	P0A6M8
P0A959	P0A959	P0CE47
P0A6G7	P0A6G7	P0CE47
P10443	P10443	P0CE47
P08622	P08622	P0CE47
P77488	P77488	P0CE47
P0ACP1	P0ACP1	P0CE47
P0A6M8	P0A6M8	P0CE47
P00960	P00960	P0CE47
P0AES4	P0AES4	P0CE47
P22523	P22523	P0CE47
P00452	P00452	P0CE47
P00582	P00582	P0CE47
P0A8J8	P0A8J8	P0CE47
P60723	P60723	P0CE47
P0A8V2	P0A8V2	P0CE47
P0A7W1	P0A7W1	P0CE47
P21507	P21507	P0CE47
P0A7V0	P0A7V0	P0CE47
P0A8Y5	P0A8Y5	P0CE47
P31473	P31473	P0CE47
P63284	P63284	P0CE47
P0AG30	P0AG30	P0CE47
P09832	P09832	P0CE47
P0AC59	P0AC59	P0CE47
P0AES4	P0AES4	P0CE47
P02918	P02918	P0CE47
P0AD65	P0AD65	P0CE47
P0A717	P0A717	P0CE47
P0A8V2	P0A8V2	P0CE47
P0A894	P0A894	P0CE47
P0A6N4	P05637	P0A6N4
P0A6P1	P0CE47	P0A6P1
P0A6P1	P02918	P0A6P1
P0A6P1	P33128	P0A6P1
P0A6P1	P08957	P0A6P1
P0A6P5	P77439	P0A6P5
P0A6P7	P0A8M6	P0A6P7
P0A6P9	P21513	P0A6P9
P0A6P9	P0ADI0	P0A6P9
P0A6P9	P02918	P0A6P9
P0A6P9	P0A901	P0A6P9
P0A6P9	P17315	P0A6P9
P0A6P9	P69913	P0A6P9
P0A6P9	P0ABS1	P0A6P9
P0A6P9	P0A6Q3	P0A6P9
P0A6P9	P39180	P0A6P9
P0A6P9	P30870	P0A6P9
P0A6P9	P0A6A6	P0A6P9
P0A6P9	P23917	P0A6P9
P0A6P9	P0A799	P0A6P9
P0A6P9	P0A8M3	P0A6P9
P0A6P9	P36879	P0A6P9
P0A6P9	P0ACV4	P0A6P9
P0A6P9	P37642	P0A6P9
P0A6P9	P0A8J8	P0A6P9
P09373	P09373	P0A6Q3
P0A7J7	P0A7J7	P0A6Q3
P0AG48	P0AG48	P0A6Q3
P0A7V3	P0A7V3	P0A6Q3
P0A953	P0A953	P0A6Q3
P0AG67	P0AG67	P0A6Q3
P0A850	P0A850	P0A6Q3
P0A7M2	P0A7M2	P0A6Q6
P0A7U3	P0A7U3	P0A6Q6
P0A7L0	P0A7L0	P0A6Q6
P60422	P60422	P0A6Q6
P62399	P62399	P0A6Q6
P0AG67	P0AG67	P0A6Q6
P0A7V3	P0A7V3	P0A6Q6
P0A6R0	P37095	P0A6R0
P00582	P00582	P0A6R3
P0A850	P0A850	P0A6S0
P0A6S7	P0AG67	P0A6S7
P31224	P31224	P0A6U5
P0AES4	P0AES4	P0A6U5
P0ADG7	P0ADG7	P0A6W5
P0A7Z4	P0A7Z4	P0A6W5
P60723	P60723	P0A6X3
P0A7R1	P0A7R1	P0A6X3
P60624	P60624	P0A6X3
P0A7K2	P0A7K2	P0A6X3
P0AA10	P0AA10	P0A6X3
P02413	P02413	P0A6X3
P0A7L3	P0A7L3	P0A6X3
P0A7M2	P0A7M2	P0A6X3
P0A799	P0A799	P0A6X3
P0AG24	P0AG24	P0A6X3
P0ACF0	P0ACF0	P0A6X3
P0AG30	P0AG30	P0A6X3
P60422	P60422	P0A6X3
P0A7S9	P0A7S9	P0A6X3
P37765	P37765	P0A6X3
P0AG48	P0AG48	P0A6X3
P0A9P6	P0A9P6	P0A6X3
P08622	P08622	P0A6X3
P0A6P9	P0A6P9	P0A6X3
P43329	P43329	P0A6X3
P05055	P05055	P0A6X3
P0A850	P0A850	P0A6X3
P0AFP4	P0AFP4	P0A6X7
P0A6Y1	P0ACF4	P0A6Y1
P0A6Y1	P0A8T7	P0A6Y1
P0A6Y1	P0A6X7	P0A6Y1
P0AEC3	P0AEC3	P0A6Y5
P0A6Z1	Q46796	P0A6Z1
P0ABU7	P0ABU7	P0A6Z3
P0A705	P37659	P0A705
P0A705	P0ABU7	P0A705
P0A705	P00579	P0A705
P0A705	P0C054	P0A705
P0A705	P09372	P0A705
P0A705	P00634	P0A705
P0A705	P21599	P0A705
P0A705	P0A850	P0A705
P0A705	P0AC53	P0A705
P0A705	P0A836	P0A705
P0A705	P0AFP6	P0A705
P0A705	P23836	P0A705
P0A705	P36979	P0A705
P0A707	P68679	P0A707
P0A707	P0A7T3	P0A707
P0A707	P60723	P0A707
P0A707	P0A7K6	P0A707
P0A707	P37765	P0A707
P0A707	P0AEB2	P0A707
P0A707	P02413	P0A707
P0A707	P0ADZ4	P0A707
P0A707	P0A7U3	P0A707
P0A707	P77499	P0A707
P0A707	P0AGK4	P0A707
P0A707	P0A7Y8	P0A707
P0A707	P0A8M6	P0A707
P0A707	P36979	P0A707
P0A707	P0ADS6	P0A707
P0A707	P0ABH9	P0A707
P0A707	P0AES4	P0A707
P0A707	P0A7A7	P0A707
P0A707	P0A9J0	P0A707
P0A707	P20083	P0A707
P0A707	P21499	P0A707
P0A707	P60422	P0A707
P0A707	P0A7V3	P0A707
P0A707	P0A7V8	P0A707
P0A707	P0A7R5	P0A707
P0A707	P0AG48	P0A707
P0A707	P0A7U7	P0A707
P0A715	P0ACF0	P0A715
P0A715	P62399	P0A715
P0A715	P75683	P0A715
P0A715	P32139	P0A715
P0A715	P00490	P0A715
P0A715	P0A7L0	P0A715
P0A715	P60624	P0A715
P0A715	P0A7V3	P0A715
P0A715	P0A7K2	P0A715
P0A715	P0A7X3	P0A715
P0A715	P67910	P0A715
P0A717	P75869	P0A717
P0A717	P36938	P0A717
P0A717	P77376	P0A717
P0A717	P08622	P0A717
P0A717	P0A6F9	P0A717
P0A717	P37765	P0A717
P0A717	P0A7V3	P0A717
P0A717	P0A7V8	P0A717
P0A717	P36659	P0A717
P0A717	P0A722	P0A717
P0A717	P0A776	P0A717
P0A717	P0AFF6	P0A717
P0A717	P0ABH9	P0A717
P0A717	P10441	P0A717
P0A717	P0AAS7	P0A717
P0A717	P75960	P0A717
P0A7K2	P0A7K2	P0A720
P0AAI3	P0AAI3	P0A722
P0A7V3	P0A7V3	P0A722
P0A7K6	P0A7K6	P0A738
P0A7M2	P0A7M2	P0A738
P0A742	P0A742	P0A742
P0A749	P0A988	P0A749
P0A749	P46837	P0A749
P0A749	P69931	P0A749
P0A749	P0A717	P0A749
P0A6P9	P0A6P9	P0A759
P0A6M8	P0A6M8	P0A759
P0A9B2	P0A9B2	P0A759
P0A8N3	P0A8N3	P0A759
P09373	P09373	P0A759
P0A799	P0A799	P0A759
P0A9M8	P0A9M8	P0A759
P60422	P60422	P0A759
P0AG55	P0AG55	P0A759
P0A7Z4	P0A7Z4	P0A759
P0A7V8	P0A7V8	P0A759
P0A7R5	P0A7R5	P0A759
P0A850	P0A850	P0A759
P0A853	P0A853	P0A759
P28904	P28904	P0A759
P0A9P6	P0A9P6	P0A776
P37765	P37765	P0A776
P21499	P21499	P0A776
P0ADY3	P0ADY3	P0A776
P0AG44	P0AG44	P0A776
P60624	P60624	P0A776
P0A7V3	P0A7V3	P0A776
P0ACF0	P0ACF0	P0A776
P0ADY7	P0ADY7	P0A776
P0AG48	P0AG48	P0A776
P0A7M2	P0A7M2	P0A776
P02358	P02358	P0A776
P0A7T7	P0A7T7	P0A776
P0A7U3	P0A7U3	P0A776
P0A7L0	P0A7L0	P0A776
P60723	P60723	P0A776
P0AG55	P0AG55	P0A776
P0A7R1	P0A7R1	P0A776
P0AA10	P0AA10	P0A776
P0C018	P0C018	P0A776
P10443	P10443	P0A780
P0A796	P0A867	P0A796
P0A796	P12281	P0A796
P0A799	P02918	P0A799
P0A799	P0A6Q3	P0A799
P0A799	P39180	P0A799
P0A799	P05055	P0A799
P0A799	P0A7R1	P0A799
P0A799	P02358	P0A799
P0A799	P0A944	P0A799
P22939	P22939	P0A7A7
P0A7V8	P0A7V8	P0A7A7
P0A6F5	P0A6F5	P0A7A9
P0A850	P0A850	P0A7A9
P0A6H5	P0A6H5	P0A7B8
P0A6F5	P0A6F5	P0A7D1
P0A7D4	P0A901	P0A7D4
P0A7D4	P0ABU7	P0A7D4
P0A7D4	P0A9Q5	P0A7D4
P0A7D4	P0ACF8	P0A7D4
P0A7D4	P31677	P0A7D4
P0A7D4	P0A7L0	P0A7D4
P0A7D4	P0ADP0	P0A7D4
P0A7D4	P15254	P0A7D4
P0A7D4	P0AF67	P0A7D4
P0A7D7	P31663	P0A7D7
P0A7D7	P0A850	P0A7D7
P0A7D7	P30015	P0A7D7
P0A7D7	P31463	P0A7D7
P0A7E9	P0A7L0	P0A7E9
P0A7E9	P0AAE8	P0A7E9
P0A7E9	P0ABH9	P0A7E9
P0A7E9	P0C0V0	P0A7E9
P0A7E9	P0A6M8	P0A7E9
P0A7E9	P0A725	P0A7E9
P0A7E9	P02413	P0A7E9
P0A7E9	P0AG48	P0A7E9
P0A7E9	P0ADZ0	P0A7E9
P0A7E9	P0AG67	P0A7E9
P0A7E9	P0AG59	P0A7E9
P0A7E9	P0A7T3	P0A7E9
P0A7E9	P30137	P0A7E9
P0A7E9	P76272	P0A7E9
P0A7E9	P0AGK4	P0A7E9
P0AFG3	P0AFG3	P0A7F6
P0ACF0	P0ACF0	P0A7F9
P0A7U3	P0A7U3	P0A7F9
P0A7E9	P0A7E9	P0A7G6
P77488	P77488	P0A7G6
P0A6F5	P0A6F5	P0A7H0
P07813	P07813	P0A7I0
P30844	P30844	P0A7I0
P0A7I4	P0A832	P0A7I4
P39830	P39830	P0A7J0
P0A7J3	P37351	P0A7J3
P0A7J3	P0A6Z1	P0A7J3
P0A7J3	P75829	P0A7J3
P0A7J3	P05637	P0A7J3
P0A7J3	P0ABV2	P0A7J3
P0A7J3	P0AEW1	P0A7J3
P0A7J3	P17952	P0A7J3
P0A7J3	P33591	P0A7J3
P0A7J3	P76658	P0A7J3
P0A7J3	P37751	P0A7J3
P0A7J3	P0A8M6	P0A7J3
P0A7J3	P46474	P0A7J3
P0A7J3	P0ADZ0	P0A7J3
P0A7J3	P02929	P0A7J3
P0A7J3	P0A850	P0A7J3
P0A7J7	P21513	P0A7J7
P0A7J7	P0A707	P0A7J7
P0A7J7	P0A8T1	P0A7J7
P0A7J7	P0AGK4	P0A7J7
P0A7J7	P0A9P6	P0A7J7
P0A7J7	P0ABU7	P0A7J7
P0A7J7	P0AC30	P0A7J7
P0A7J7	P02918	P0A7J7
P0A7J7	P30011	P0A7J7
P0A7J7	P0ADA3	P0A7J7
P0A7J7	P10408	P0A7J7
P0A7J7	P0AAS7	P0A7J7
P0A7J7	P0A8J8	P0A7J7
P0A7J7	P0ABA6	P0A7J7
P0A7K2	P69931	P0A7K2
P0A7K2	P0AFI2	P0A7K2
P0A7K2	P42641	P0A7K2
P0A7K2	P24188	P0A7K2
P0A7K2	P0AF26	P0A7K2
P0A7K2	P0A6Z6	P0A7K2
P0A7K2	P08956	P0A7K2
P0A7K2	P0AGB3	P0A7K2
P0A7K2	P08390	P0A7K2
P0A7K2	P77704	P0A7K2
P0A7K2	P77698	P0A7K2
P0A7K2	P0AA39	P0A7K2
P0A7K2	P0AAZ4	P0A7K2
P0A7K2	P0ABH9	P0A7K2
P0A7K2	P0A9X9	P0A7K2
P0A7K2	P36995	P0A7K2
P0A7K2	P23895	P0A7K2
P0A7K2	P0ABV2	P0A7K2
P0A7K2	P0AAI3	P0A7K2
P0A7K2	P0AC30	P0A7K2
P0A7K2	P15038	P0A7K2
P0A7K2	P28905	P0A7K2
P0A7K2	P28632	P0A7K2
P0A7K2	P0A6H5	P0A7K2
P0A7K2	P0ACE0	P0A7K2
P0A7K2	P61316	P0A7K2
P0A7K2	P22523	P0A7K2
P0A7K2	P68739	P0A7K2
P0A7K2	P0ADA3	P0A7K2
P0A7K2	P21513	P0A7K2
P0A7K2	P0ADZ0	P0A7K2
P0A7K2	P0A8V2	P0A7K2
P0A7K2	P39286	P0A7K2
P0A7K2	P0AGB0	P0A7K2
P0A7K2	P46923	P0A7K2
P0A7K2	P23003	P0A7K2
P0A7K2	P0A8D0	P0A7K2
P0A7K2	P0A9K3	P0A7K2
P0A7K2	P76578	P0A7K2
P0A7K2	P52126	P0A7K2
P0A7K2	Q46821	P0A7K2
P0A7K2	P46852	P0A7K2
P0A7K2	P0ADQ2	P0A7K2
P0A7K2	P24203	P0A7K2
P0A7K2	P0AEB7	P0A7K2
P0A7K2	P64588	P0A7K2
P0A7K2	P0A7Z4	P0A7K2
P0A7K6	P0A8W8	P0A7K6
P0A7K6	P0A7B8	P0A7K6
P0A7K6	P0A9W0	P0A7K6
P0A7K6	P0A9Y6	P0A7K6
P0A7K6	P0A968	P0A7K6
P0A7K6	P69913	P0A7K6
P0A7K6	P0AD61	P0A7K6
P0A7K6	P0AA39	P0A7K6
P0A7K6	P0AAS7	P0A7K6
P0A7K6	P0A8M6	P0A7K6
P0A7K6	P39407	P0A7K6
P0A7K6	P0ACN4	P0A7K6
P0A7K6	P05637	P0A7K6
P0A7K6	P45568	P0A7K6
P0A7K6	P0A6X3	P0A7K6
P0A7K6	P28905	P0A7K6
P0A7K6	P45395	P0A7K6
P0A7K6	P02918	P0A7K6
P0A7K6	P68739	P0A7K6
P0A7K6	P76658	P0A7K6
P0A7K6	P0A7Y8	P0A7K6
P0A7K6	P0ADZ0	P0A7K6
P0A7K6	P0A7Z4	P0A7K6
P0A7K6	P37903	P0A7K6
P0A7K6	P77717	P0A7K6
P0A7K6	P0AB18	P0A7K6
P0A7K6	P76104	P0A7K6
P0A7K6	P77781	P0A7K6
P0A7K6	P64540	P0A7K6
P0A7K6	P77293	P0A7K6
P0A7K6	P46853	P0A7K6
P0A7K6	P76116	P0A7K6
P0A7K6	P76193	P0A7K6
P0A7K6	P76223	P0A7K6
P0A7K6	P64588	P0A7K6
P0A7K6	P0A9P6	P0A7K6
P0A7K6	P0A715	P0A7K6
P0A7K6	P0A776	P0A7K6
P0A7K6	P0A9K3	P0A7K6
P0A7L0	P21513	P0A7L0
P0A7L0	P0A8M3	P0A7L0
P0A7L0	P00490	P0A7L0
P0A7L0	P0A9Y6	P0A7L0
P0A7L0	P69913	P0A7L0
P0A7L0	P05055	P0A7L0
P0A7L0	P00579	P0A7L0
P0A7L0	P0A9W0	P0A7L0
P0A7L0	P0A8G0	P0A7L0
P0A7L0	P75829	P0A7L0
P0A7L0	P76104	P0A7L0
P0A7L0	P0A8M6	P0A7L0
P0A7L0	P39407	P0A7L0
P0A7L0	P10443	P0A7L0
P0A7L0	P16528	P0A7L0
P0A7L0	P0AFH2	P0A7L0
P0A7L0	P31828	P0A7L0
P0A7L0	P09546	P0A7L0
P0A7L0	P0A8J8	P0A7L0
P0A7L0	P14081	P0A7L0
P0A7L0	P33570	P0A7L0
P0A7L0	P36879	P0A7L0
P0A7L0	P0ACV4	P0A7L0
P0A7L0	P77781	P0A7L0
P0A7L0	P66948	P0A7L0
P0A7L0	P0ADK8	P0A7L0
P0A7L0	P0AF63	P0A7L0
P0A7L0	P39396	P0A7L0
P0A7L0	P36659	P0A7L0
P0A7L0	P0A6Q3	P0A7L0
P0A7L0	P22939	P0A7L0
P0A7L0	P21645	P0A7L0
P0A7L0	P20083	P0A7L0
P0A7L0	P60723	P0A7L0
P0A7L0	P21507	P0A7L0
